resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 5,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-501,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-502,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-503,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-504,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-505,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-506,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-507,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-508,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-501,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-502,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-503,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-504,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-505,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-506,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-507,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-508,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 6,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-601,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-602,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-603,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-604,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-605,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-606,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-607,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-608,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-601,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-602,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-603,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-604,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-605,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-606,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-607,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-608,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 7,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-701,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-702,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-703,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-704,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-701,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-702,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-703,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-704,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 8,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-701,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-801,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-802,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C-704,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-701,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-801,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-802,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C-704,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Roof,,,,,,,,,,,,,,,,,,,,,,
Duct Installation [C],Sign Off,,folder-with-checklists,,,,,,,LSF-C-R.1,,,,,,,,,,,,,,,,,,,,,
Duct Installation [C],Sign Off,,folder-with-checklists,,,,,,,RAF-C-R.1,,,,,,,,,,,,,,,,,,,,,
Duct Installation [C],Sign Off,,folder-with-checklists,,,,,,,GEF-C-R.1,,,,,,,,,,,,,,,,,,,,,
Duct Installation [C],Sign Off,,folder-with-checklists,,,,,,,SPF-C-R.1,,,,,,,,,,,,,,,,,,,,,
Duct Installation [C],Sign Off,,folder-with-checklists,,,,,,,SPF-C-R.2,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,BUILDING D,,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 1,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D1-01,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D1-02,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D1-03,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D1-04,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D1-05,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D1-06,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D1-07,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D1-08,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D1-09,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D1-10,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D1-11,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D1-12,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D1-01,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D1-02,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D1-03,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D1-04,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D1-05,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D1-06,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D1-07,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D1-08,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D1-09,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D1-10,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D1-11,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D1-12,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 2,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D1-01,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D1-02,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D1-03,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D1-04,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D1-05,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D1-06,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D1-07,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D1-08,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D1-11,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D1-12,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D1-13,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D1-14,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D2-01,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D2-02,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D2-03,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D2-04,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D2-05,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D1-01,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D1-02,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D1-03,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D1-04,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D1-05,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D1-06,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D1-07,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D1-08,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D1-11,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D1-12,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D1-13,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D1-14,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D2-01,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D2-02,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D2-03,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D2-04,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D2-05,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D3-01,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D3-02,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D3-03,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D3-04,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D3-05,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D3-06,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D3-07,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D3-08,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D3-09,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D3-10,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D3-11,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D3-12,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D3-01,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D3-02,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D3-03,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D3-04,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D3-05,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D3-06,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D3-07,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D3-08,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D3-09,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D3-10,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D3-11,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D3-12,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 4,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D4-01,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D4-02,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D4-03,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D4-04,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D4-05,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D4-06,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D4-07,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D4-08,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D3-09,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D3-10,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D4-01,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D4-02,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D4-03,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D4-04,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D4-05,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D4-06,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D4-07,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D4-08,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D3-09,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D3-10,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 5,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D5-01,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D5-02,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D5-03,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D5-04,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D5-05,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D5-06,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D5-01,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D5-02,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D5-03,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D5-04,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D5-05,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D5-06,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
