"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b8685f91-063e-4ed3-b65a-6f044df37d82","","checklist-flat","no-status-started","734b9d363aedb7dda42c38a805789356110a5ecc0dc38ec6ebe7d6973e97b96f","checklist-flat","FALSE","FALSE","Overall Pre-set"
"9251b7ac-796e-4183-b45a-a79cf3443a7f","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","Overall Pre-set"
"eca9fb07-85f4-45cc-a587-9706d45a422c","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","System information:"
"939a3f11-a457-49fa-b1ea-c2cea7a40812","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","SSP Attached"
"82622567-33f8-4b6c-ac1e-3d062c31d103","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","Task Analysis Attached"
"100bf9a1-2ccc-4a15-8e9e-88d6a459737b","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","Relevant Drawings Attached"
"298d32e8-3603-4748-b2a2-d23576a8e859","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA"
"19ed13a1-35d3-40b2-b53d-37f306e69561","","folder-normal","not-started","","step","TRUE","FALSE"," QA","Halsey East Roofs"
"875c23d6-753c-47c3-8155-4e219232ce89","","folder-normal","not-started","","step","TRUE","FALSE"," QA","Halsey East Roofs","2no UniRail Abseil System "
"3ad84ea0-9ed0-430c-9f9e-b96df4b6bb3c","","folder-normal","not-started","","step","TRUE","FALSE"," QA","Halsey East Roofs","2no UniRail Abseil System ","UNRail 01 "
"a57f9400-265f-47e3-916d-f1c4d3f4eeb1","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 04","Pre-Fit Off Checklist - UNRail 04","Photos taken"
"9b635c52-e455-4682-85de-c79e80d3d257","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 04","Rail Checklist 04"
"646651fe-4203-4e01-aae8-2d4017f1cfdb","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 04","Rail Checklist 04","Confirm the structure is in accordance with the details supplied by PBI"
"d5fe9fdb-b4a4-4bb2-a2ff-0170b67e4981","","holdpoint","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 04","Rail Checklist 04","EMAIL PM"
"468cbb25-8a88-470c-8bf6-3ee17d8eba0d","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 04","Rail Checklist 04","Photo taken of Engraved Line Plate / ID Tag"
"098b2ea0-3837-4edf-a67b-c325f4b4bf3b","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 04","Rail Checklist 04","Video taken of system"
"39f89142-aa7d-497d-bd31-b47d107f70f9","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 04","Rail Checklist 04","Description input of location / person Rail systems shuttle left with"
"fbf5799c-98da-4807-bbfe-4f5b35763241","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 04","Rail Checklist 04","Installed as per PBI drawings supplied and manufacturer's requirements"
"7f1c9ae4-9d89-4a1c-b618-dff0d08d1acf","","folder-normal","not-started","","step","TRUE","FALSE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 05"
"99585e47-df1a-465d-bdbd-e72174fe73dc","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 05","Pre-Fit Off Checklist - UNRail 05"
"6cb6edf2-9460-4ccb-9bce-c4af5dd472bf","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 05","Pre-Fit Off Checklist - UNRail 05","Confirm structure is in accordance to the details provided"
"77377d5b-52c1-4f1a-8c66-133a3a8cd088","","holdpoint","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 05","Pre-Fit Off Checklist - UNRail 05","EMAIL PM"
"1cef8cae-cae9-4c29-964f-d420c8a25db7","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 05","Pre-Fit Off Checklist - UNRail 05","Plinths/ bases/post installed in accordance with details provided"
"0b25ecbb-290f-4531-a4ad-3a6ba4ba5dcd","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 05","Pre-Fit Off Checklist - UNRail 05","Photos taken"
"931222e7-7351-4d64-b2dd-b452b948d8b6","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 05","Rail Checklist 05"
"ac07d65d-6df6-457c-99aa-0de43f308a6a","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 05","Rail Checklist 05","Confirm the structure is in accordance with the details supplied by PBI"
"ab6303ad-6c08-4747-a995-038aa99fd363","","holdpoint","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 05","Rail Checklist 05","EMAIL PM"
"5789bb9a-3572-458e-9268-e5ce54247822","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 05","Rail Checklist 05","Photo taken of Engraved Line Plate / ID Tag"
"b41c8afb-b4d8-445a-ac19-35e823ad2d59","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 05","Rail Checklist 05","Video taken of system"
"d2d0fb49-045a-4cae-a346-52dde5b7ba89","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 05","Rail Checklist 05","Description input of location / person Rail systems shuttle left with"
"f6537418-b57b-4aab-b698-2153575c0cc8","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 05","Rail Checklist 05","Installed as per PBI drawings supplied and manufacturer's requirements"
"200a539d-f3ac-4b1a-bff5-6faeb019b720","","folder-normal","not-started","","step","TRUE","FALSE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 06"
"4ca82695-ca77-4847-ac50-49fb3194900c","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 06","Pre-Fit Off Checklist - UNRail 06"
"98409538-316c-4c60-a8d9-9a489eef39ce","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 06","Pre-Fit Off Checklist - UNRail 06","Confirm structure is in accordance to the details provided"
"61e0e78a-139a-4cbd-8168-f44de067850b","","holdpoint","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 06","Pre-Fit Off Checklist - UNRail 06","EMAIL PM"
"59956ab6-59ba-4a46-a3c2-3eb89059a761","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 06","Pre-Fit Off Checklist - UNRail 06","Plinths/ bases/post installed in accordance with details provided"
"18f2d460-4014-4680-a9b4-be04806ad930","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 06","Pre-Fit Off Checklist - UNRail 06","Photos taken"
"4ba785e7-04b0-4bcb-b370-172a9104a90a","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 06","Rail Checklist 06"
"d91c9981-21b9-48b1-8245-7bd0ab9c2aa5","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 06","Rail Checklist 06","Confirm the structure is in accordance with the details supplied by PBI"
"ef5b407c-820d-42ea-9557-8408c961e483","","holdpoint","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 06","Rail Checklist 06","EMAIL PM"
"5a733618-518c-4bb6-af41-ff30f05c2762","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 06","Rail Checklist 06","Photo taken of Engraved Line Plate / ID Tag"
"ee2d093f-2b01-4e83-a8d8-031c531846ad","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 06","Rail Checklist 06","Video taken of system"
"f3540923-d4de-4751-89c0-e9f605cf8c0b","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 06","Rail Checklist 06","Description input of location / person Rail systems shuttle left with"
"1b080a6a-fc47-4554-9c8d-a3f42cc5f2ff","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","3no UnRail Abseil Systems ","UNRail 06","Rail Checklist 06","Installed as per PBI drawings supplied and manufacturer's requirements"
"65850096-da78-4cac-88ee-c5ba5b8219c5","","folder-normal","not-started","","step","TRUE","FALSE"," QA","Pakenham Roofs","4no AP Type 01 - Abseil Anchors "
"9b4f60f0-ec25-49ff-bb29-a8fdecc7c562","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","Pakenham Roofs","4no AP Type 01 - Abseil Anchors ","Pre-Fit Off Checklist - AP Type 01 Anchors "
"82c2a36e-916d-40c2-92ad-d3821937ebee","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","4no AP Type 01 - Abseil Anchors ","Pre-Fit Off Checklist - AP Type 01 Anchors ","Confirm structure is in accordance to the details provided"
"052d53bf-e0ba-4130-bd7f-3223f30f9646","","holdpoint","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","4no AP Type 01 - Abseil Anchors ","Pre-Fit Off Checklist - AP Type 01 Anchors ","EMAIL PM"
"e3017178-b391-4ed4-a142-5cbc9f35a1cb","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","4no AP Type 01 - Abseil Anchors ","Pre-Fit Off Checklist - AP Type 01 Anchors ","Plinths/ bases/post installed in accordance with details provided"
"bc1c7b87-3d82-4beb-9283-66fcc9b76b27","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","4no AP Type 01 - Abseil Anchors ","Pre-Fit Off Checklist - AP Type 01 Anchors ","Photos taken"
"07d5ab71-073b-4cd8-aa0a-6655972dcab2","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","Pakenham Roofs","4no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 23"
"c5ff84dd-8571-4283-9481-ec9c67e1267d","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","4no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 23","Confirm the structure is in accordance with the details supplied by PBI"
"835c5356-5d1c-4f5a-bf87-76820cda5931","","holdpoint","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","4no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 23","EMAIL PM"
"ef52f92d-7180-42c8-8099-864f660289d2","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","4no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 23","Required number of photo(s) taken of installed anchor(s)"
"b076660b-27c9-4b9b-bae0-aca51bf35b43","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","4no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 23","Installed as per PBI drawings supplied and manufacturer's requirements"
"7ce274d4-3c92-4914-8efc-552f8c9a2e83","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","Pakenham Roofs","4no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 25"
"49428f09-a12e-4483-afa9-aa2b54237d47","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","4no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 25","Confirm the structure is in accordance with the details supplied by PBI"
"d862507f-3e56-41cd-8c59-6a71ecea4f07","","holdpoint","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","4no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 25","EMAIL PM"
"5b095626-8ebf-4cff-9be6-fe9e818709ad","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","4no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 25","Required number of photo(s) taken of installed anchor(s)"
"5d4a35b3-c9a6-471f-9af1-a07fcfbc38e2","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","4no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 25","Installed as per PBI drawings supplied and manufacturer's requirements"
"8b394632-b711-4d7d-b4d4-c5a64ade9222","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","Pakenham Roofs","4no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 26"
"3d3680a8-b47c-45a0-9398-8850ba11da9d","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","4no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 26","Confirm the structure is in accordance with the details supplied by PBI"
"a171ecb0-c940-4a0e-a0a2-8fdcbc0ab431","","holdpoint","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","4no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 26","EMAIL PM"
"a271f4ee-cab8-4ed0-afaf-dd91bdb1638f","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","4no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 26","Required number of photo(s) taken of installed anchor(s)"
"e93a74de-43cf-4abe-8f05-cdfbb2e33510","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","4no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 26","Installed as per PBI drawings supplied and manufacturer's requirements"
"4d592904-5a45-47fc-847a-2ee62f073535","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","Pakenham Roofs","4no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 27"
"6902d77c-6f62-454a-8719-b46a2770ee1e","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","4no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 27","Confirm the structure is in accordance with the details supplied by PBI"
"ea995569-fdce-46dc-a7ae-d7bdcd80d559","","holdpoint","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","4no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 27","EMAIL PM"
"8764201b-63ed-40bd-b83f-f99f77ba666a","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","4no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 27","Required number of photo(s) taken of installed anchor(s)"
"4344cc38-ab3b-4848-ada9-b86465e51895","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","4no AP Type 01 - Abseil Anchors ","Fit Off Checklist - Anchor 27","Installed as per PBI drawings supplied and manufacturer's requirements"
"14556d5e-53f1-4360-8106-9dea29ad2b65","","folder-normal","not-started","","step","TRUE","FALSE"," QA","Pakenham Roofs","1no AP Type 02 - Abseil Anchor "
"4a969944-6f78-4b3e-a4a8-169c48ea9152","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","Pakenham Roofs","1no AP Type 02 - Abseil Anchor ","Pre-Fit Off Checklist - AP Type 02 Anchor"
"570c7200-a199-4aa4-80f8-60aa496a08e0","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","1no AP Type 02 - Abseil Anchor ","Pre-Fit Off Checklist - AP Type 02 Anchor","Confirm structure is in accordance to the details provided"
"5006b660-3049-418a-9c35-568efdc8be92","","holdpoint","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","1no AP Type 02 - Abseil Anchor ","Pre-Fit Off Checklist - AP Type 02 Anchor","EMAIL PM"
"727371f4-fc22-4d98-a834-45716d932955","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","1no AP Type 02 - Abseil Anchor ","Pre-Fit Off Checklist - AP Type 02 Anchor","Plinths/ bases/post installed in accordance with details provided"
"60ddefa8-4309-45ee-9817-895856664154","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","1no AP Type 02 - Abseil Anchor ","Pre-Fit Off Checklist - AP Type 02 Anchor","Photos taken"
"fe3fedfc-8c47-495e-bbeb-27022a6cb8d9","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","Pakenham Roofs","1no AP Type 02 - Abseil Anchor ","Fit Off Checklist - Anchor 24"
"9eb25edc-3b17-4910-9cc9-2d46f88fcf45","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","1no AP Type 02 - Abseil Anchor ","Fit Off Checklist - Anchor 24","Confirm the structure is in accordance with the details supplied by PBI"
"69bf6061-b648-4062-938a-9a5888c06c24","","holdpoint","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","1no AP Type 02 - Abseil Anchor ","Fit Off Checklist - Anchor 24","EMAIL PM"
"57329fd2-2c73-47c4-8674-87e1bfadf78e","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","1no AP Type 02 - Abseil Anchor ","Fit Off Checklist - Anchor 24","Required number of photo(s) taken of installed anchor(s)"
"ae62349c-9a85-4b2e-9d54-b1203942b0e7","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","1no AP Type 02 - Abseil Anchor ","Fit Off Checklist - Anchor 24","Installed as per PBI drawings supplied and manufacturer's requirements"
"2a706e7a-7c8c-4bf4-9889-b51d2ded214e","","folder-normal","not-started","","step","TRUE","FALSE"," QA","Pakenham Roofs","1no RoofSafe Rail System "
"14af8d7b-3a61-415d-8bc9-d2e3f2ec25a2","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","Pakenham Roofs","1no RoofSafe Rail System ","Pre-Fit Off Checklist - RSRail 03"
"893ccf7f-4be1-4dca-a86d-4d95700d0394","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","1no RoofSafe Rail System ","Pre-Fit Off Checklist - RSRail 03","Confirm structure is in accordance to the details provided"
"4dd414cb-260c-4bbd-9a0a-130f98b50205","","holdpoint","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","1no RoofSafe Rail System ","Pre-Fit Off Checklist - RSRail 03","EMAIL PM"
"58062dfb-0e6a-4aa0-807a-afa12138683c","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","1no RoofSafe Rail System ","Pre-Fit Off Checklist - RSRail 03","Plinths/ bases/post installed in accordance with details provided"
"6daec9bf-b767-429a-9b2e-8ef39849f3dc","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","1no RoofSafe Rail System ","Pre-Fit Off Checklist - RSRail 03","Photos taken"
"40055083-a74e-4978-ba3c-d7bf3d657613","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE"," QA","Pakenham Roofs","1no RoofSafe Rail System ","Rail Checklist 03"
"eec96dab-eedd-4c27-8373-60c407085969","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","1no RoofSafe Rail System ","Rail Checklist 03","Confirm the structure is in accordance with the details supplied by PBI"
"8d015459-6c7e-4980-9456-33e4a909d703","","holdpoint","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","1no RoofSafe Rail System ","Rail Checklist 03","EMAIL PM"
"6661e00e-40cd-4f18-b4a8-dc217ccb3baf","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","1no RoofSafe Rail System ","Rail Checklist 03","Photo taken of Engraved Line Plate / ID Tag"
"d6fee217-a72e-4aaf-8270-dda4b2d2d008","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","1no RoofSafe Rail System ","Rail Checklist 03","Video taken of system"
"bf01e9aa-c9ed-48b5-855a-6c7fc747d332","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","1no RoofSafe Rail System ","Rail Checklist 03","Description input of location / person Rail systems shuttle left with"
"0a5592aa-14cd-4b9f-8618-da69983134e1","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Pakenham Roofs","1no RoofSafe Rail System ","Rail Checklist 03","Installed as per PBI drawings supplied and manufacturer's requirements"
"357920e4-701c-4c47-85e8-42a7cc7c274c","","checklist-flat","work-in-progress","Data Plate, Access Point & Carriages/Travellers","checklist-flat","FALSE","FALSE"," QA","Data Plate, Access Point & Carriages/Travellers"
"6fbe588a-5e68-44d9-b2b9-a05da086149b","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE"," QA","Data Plate, Access Point & Carriages/Travellers","Details of Data Plate"
"0338f16f-c1f0-41cf-86ce-e46154270dab","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Data Plate, Access Point & Carriages/Travellers","1 photo required of Data Plate"
"34ebb9ed-d8fb-4687-a1b9-32f37e25e448","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE"," QA","Data Plate, Access Point & Carriages/Travellers","Details of Access Point"
"6b77ecc9-d77b-498d-932f-2e26beb13420","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Data Plate, Access Point & Carriages/Travellers","1 photo required of Access Area"
"af073ef6-7947-48a6-98a1-c7ccb03f0b4d","","checkpoint-no-status","no-status-started","","","TRUE","TRUE"," QA","Data Plate, Access Point & Carriages/Travellers","Details of Rail Carriages/Cable Travellers"
"56690b12-5ef8-469e-9480-eb76afe2e967","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Data Plate, Access Point & Carriages/Travellers","1 photo required of carriages/travellers"
"918210a5-0a0c-4d4b-8934-8ec1b91ea184","","folder-normal","work-in-progress","","step","TRUE","FALSE","Roof Access Requirements"
"5a20b3e6-1920-41ab-af29-1c2a6724515f","","checklist-flat","work-in-progress","Roof Access Requirements","checklist-flat","FALSE","FALSE","Roof Access Requirements","Roof Access Requirements"
"60039967-f5e2-4cbb-ba45-2ddbdecac117","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Roof Access Requirements","Roof Access Requirements","Brief description of roof access requirements for Recert Team"
"4b0854a7-6fbb-49e6-ae53-ff479207cdf1","","checklist-flat","not-started","Practical Completion","checklist-flat","FALSE","FALSE","Practical Completion"
"3e2b32b5-4022-4204-b746-479eb51227ab","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Practical Completion","System installed and ready for review from Project Manager."
"d5e6e4bb-ea79-4498-855b-8e75c61b2ea2","","holdpoint","no-status-not-started","","","FALSE","FALSE","Practical Completion","Request Review from PM"
"47a94f11-74f5-45f0-8420-55ee462f2774","","checkpoint-status","not-started","","","FALSE","FALSE","Practical Completion","Project Manager has reviewed, checked and approved system."
"7c18fbd6-6971-44dc-b015-d35bf2eae1e2","","checkpoint-status","not-started","","","FALSE","FALSE","Practical Completion","PM to send to PBI admin to close out and archive"
