"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d1f91e1c-f2f2-4073-bc90-b94585193774","","folder-normal","work-in-progress","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs"
"0ce3ccc0-4a3b-4d3e-8244-11ccd5295e27","","folder-normal","work-in-progress","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-100001"
"bd4526c6-3e8c-4ab4-9810-d7152b3a3ce8","","folder-normal","work-in-progress","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-100001","Internal First Fix"
"f33efb29-59e6-408b-924c-5db3c41797e4","","checklist-sectioned","work-in-progress","dfd0792bc8f18758287e0b5c80df4ea2bfad470ae7c43bb5e8a01884c25d72c5","checklist","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-100001","Internal First Fix","Area 1"
"5df3dcbf-bb87-5fa8-bd08-1e5b0c3155ef","","checkpoint-group","work-in-progress","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-100001","Internal First Fix","Area 1","Flush Boxes"
"00ab5209-3348-5e49-b0cd-6c24823f9fd2","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Cabling","Light Control cabling Required"
"2d17c428-6d6c-5035-8957-faa82d2c59c7","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Cat Wires"
"f2ef2a5a-53d1-585f-ba6d-623bddedb9ef","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Cat Wires","300mm Separation Between Power & Data"
"99d7f27c-2a83-5c25-b7ab-533aa70f482f","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Cat Wires","Supported every 6 Meters or Adequately to avoid Sagging"
"6a441548-1211-58aa-803a-cd5377125508","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Cat Wires","Correctly Secured at Each End"
"f3c8ca72-d148-558a-bea5-ec17540d56ef","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Cat Wires","Turn Buckle Installed and Accessible"
"ae9c6860-5a64-559a-a82e-e27acd2fdb16","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Cat Wires","Number of cables per cat wire. 8 maximum or as per electrical spec"
"54be64dc-e6c1-5c08-bb35-811efcb2e1e6","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Cat Wires","Separation between services maintained"
"13c5107d-998b-5bf5-be47-6e25edac5fac","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Cat Wires","All cables secured via cable ties with ends cut"
"6246b8e5-17a7-5bc4-80a0-46c8a4be9f4b","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Cable Tray"
"4dabf470-3d29-5f19-8058-a7f431bac0ae","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Cable Tray","Minimum 25% spare capacity left on cable tray"
"a6aa3bfb-54d7-563e-8c09-e8e7385baa64","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Lights"
"9cd16b7c-82d6-5629-bbc4-2935ffd2b375","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Lights","Setout Correct"
"068c5bc6-90da-53d2-be38-276732b3f655","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Lights","Cabling in correct location"
"16415da9-3b65-50d1-819c-3a621e311952","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Lights","Control Cabling installed"
"a77e4f9b-3bc3-560a-a1c9-470d8d5ffd4c","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Lights","PIR Sensors"
"75ac0da8-f2df-54e5-acf3-a601e1eb40ac","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Lights","Occupancy Sensors"
"5e7b08a0-6004-5a75-b71c-693371ce6967","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Lights","Light Level Sensors"
"0b9edbf4-c0a5-56bf-920b-791a6f2ed57a","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Lights","Emergency/ Exit Lighting"
"18e119a4-bc2a-57ef-a77b-5137e1cd2c16","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Lights","Nogging installed for Electrical Services"
"931815a5-a60f-5f1e-97be-278370e83b6f","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Seismic Bracing"
"d54f00b1-b0a2-58ea-bc1d-1ebc2b6e3c64","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Seismic Bracing","For Lighting"
"fe1fcb73-0291-5c71-ae59-8f1966c51d2c","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Seismic Bracing","Cable Tray"
"7f615dc9-c135-5737-8856-31f30b23fe75","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Seismic Bracing","Switchboard"
"67649884-013f-5870-83f6-ace7dd3f13a1","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Ducts and Conduits"
"1d070eba-1a4e-5824-8986-747bec06bdeb","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Ducts and Conduits","Correct size installed"
"0211aa88-3fd4-5a36-a38b-19c1c1554f60","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Ducts and Conduits","Location as per plan"
"2402e0e0-23fd-5846-a8d8-a4f44b1d59f6","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Ducts and Conduits","separation from other services"
"55d50d1f-059e-530a-ac75-f23e03990654","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal First Fix","Area 1","Ducts and Conduits","Clean inside and in good condition"
"2b4506cf-072a-4d3d-9a91-b61f7f7c7920","","folder-normal","no-status-not-started","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","Internal Second Fix"
"2d07bbd0-5978-4685-bf7f-51e2fef9d936","","folder-normal","work-in-progress","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix"
"fac1f078-529e-4b2a-881c-845a7a46a540","","checklist-sectioned","work-in-progress","dfd0792bc8f18758287e0b5c80df4ea2bfad470ae7c43bb5e8a01884c25d72c5","checklist","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1"
"ad6e5199-cb0c-5aec-9672-268cd34dad6d","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Flush Boxes"
"5a06c554-dcc4-594b-80e6-3e5522a0c5af","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Flush Boxes","Fire Rated or Acoustic"
"b9f4bdfb-4459-55f9-9eb5-dc6f01814eb1","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Flush Boxes","Height as per plan"
"8ddfd634-e660-568c-b448-db75a2787bd4","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Flush Boxes","Location as per plan"
"7a4bd535-fd6e-5f32-9b0e-a01583505aaf","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Flush Boxes","Intumescent Pad In Place"
"75f0d6e1-05a1-5192-8532-712fe1d6ad5b","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Flush Boxes","Flush Boxes Not back to back on Acoustic Walls"
"c72b690d-d61c-5b04-8e4e-c3bb271f5778","","checkpoint-group","pass","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Cabling"
"55d4390f-1711-5edc-8ba1-bdf2bf3f562f","","checkpoint-status","pass","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Cabling","Details"
"760e1b53-99f8-51ea-878b-2bb45ea0c7f5","","checkpoint-status","pass","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Cabling","Circuits clearly labelled"
"9dc892c4-2ca2-5d90-bb61-590a1b99a9ad","","checkpoint-status","pass","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Cabling","No Horizontal cabling"
"bb7508ea-cf1e-5c60-aaf1-5d952f02106e","","checkpoint-status","pass","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Cabling","Separation between Data and Power at 300mm or as specified"
"17a4ab0e-3d67-5869-8171-cd0a92474ac2","","checkpoint-status","not-applicable","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Cabling","Light Control cabling Required"
"607f684c-766d-5565-b034-735e3d8c0509","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Cat Wires"
"8151162e-237c-504f-8409-4fa529d18d33","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Cat Wires","300mm Separation Between Power & Data"
"0f0e53c7-eb32-5664-8ef5-cbcda1ae0e2b","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Cat Wires","Supported every 6 Meters or Adequately to avoid Sagging"
"8129da77-a4e9-57c5-add3-4f40d8f458a5","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Cat Wires","Correctly Secured at Each End"
"279feeca-e6e4-5b3c-a49a-afe4af182db7","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Cat Wires","Turn Buckle Installed and Accessible"
"a5128aaa-955a-5bcc-b243-c22c3c14ca1f","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Cat Wires","Number of cables per cat wire. 8 maximum or as per electrical spec"
"69b485d5-b489-513f-9f91-8a9eb5983fa3","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Cat Wires","Separation between services maintained"
"73b7f96e-18e4-58fc-8b51-e2a3fe9157af","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Cat Wires","All cables secured via cable ties with ends cut"
"fe72fbcf-d794-56a7-b8d5-0be9a08e1ea1","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Cable Tray"
"a4d8b706-539a-5412-b912-3a6ed2621d2d","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Cable Tray","Minimum 25% spare capacity left on cable tray"
"cf4758df-e35c-54dc-b1e2-4ee6380445bf","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Lights"
"4c08b967-0afe-59d7-b7c1-9e6f9406fcf0","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Lights","Setout Correct"
"1e3ca577-e729-5240-bd38-2ec3aa624fc9","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Lights","Cabling in correct location"
"b6cdf6d8-2e3d-5d41-a226-063d2c1b5814","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Lights","Control Cabling installed"
"c4de19ff-dcdf-5f76-8d35-9a1429628a3a","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Lights","PIR Sensors"
"e45c3524-4908-5bb1-8c66-8c226af44e26","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Lights","Occupancy Sensors"
"c46e09ec-ae45-55c8-86d2-2b5947abc43a","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Lights","Light Level Sensors"
"5f208822-5027-5c37-ba44-d329d08d883b","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Lights","Emergency/ Exit Lighting"
"754a0b94-4c5b-587f-80aa-fb624d1d7850","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Lights","Nogging installed for Electrical Services"
"9da4744c-7e0a-5d09-9432-8a2b572cf7bd","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Seismic Bracing"
"d3795bc0-46db-5c3e-ac86-2e1de6c7d191","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Seismic Bracing","For Lighting"
"71d88398-a12a-55e8-b8c8-617563b64825","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Seismic Bracing","Cable Tray"
"d0f900e4-ff84-5fbf-98f0-3de359dc925b","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Seismic Bracing","Switchboard"
"bfa40ea0-3e2f-5c99-ac87-e1acc5e54a23","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Ducts and Conduits"
"b1b6182e-ff43-5d07-922b-d9a5fafe9f04","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Ducts and Conduits","Correct size installed"
"44903cf8-364f-5399-8c60-d8fad6bfc056","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Ducts and Conduits","Location as per plan"
"10b93c3d-00d7-54fb-a88d-53f357b84b98","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Ducts and Conduits","separation from other services"
"66fd3ea3-a2f9-51a9-8f99-43e9e340851e","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External First Fix","Area 1","Ducts and Conduits","Clean inside and in good condition"
"17766448-9e1a-487c-88af-89d3b38e884a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External Second Fix"
"f8f4c1b7-96d3-4d07-8cc0-61348f863f72","","folder-normal","not-started","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External Conduits"
"e178f9fd-c840-4edb-8044-8285c2dfb8d4","","checklist-flat","not-started","QA - Conduit Installation","checklist-flat","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External Conduits","Conduit"
"7e39c27e-486a-5ce6-81d4-daf4b8ca7d99","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External Conduits","Conduit","Installed as plan"
"ae320797-449e-5e7f-8241-a0c9ddd3c276","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External Conduits","Conduit","Suitable fixings installed and spaced evenly"
"0fc71665-2eb1-40c3-b464-89b720345aec","","folder-normal","not-started","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External Termination Box"
"a9440010-f344-41bd-8fdf-317c80465152","","checklist-flat","not-started","QA - External Box Installation","checklist-flat","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External Termination Box","Termination Box 1"
"a72b18f3-bfa9-5f01-97ee-25a35eba9fe3","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External Termination Box","Termination Box 1","Fixed securely"
"59fe2bd5-ff2d-5fb0-be82-6bd798a095ad","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-200001","External Termination Box","Termination Box 1","Lid securely fixed"
"ffd29234-4d1a-4295-b086-b7ba175cfa03","","folder-normal","not-started","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001"
"7135337c-163c-4968-a9e3-0deb1ed4f69e","","folder-normal","not-started","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix"
"63ee581f-0c79-405c-adb0-832e5dec508e","","checklist-sectioned","not-started","dfd0792bc8f18758287e0b5c80df4ea2bfad470ae7c43bb5e8a01884c25d72c5","checklist","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1"
"9a8bffc0-3fe8-559d-9fb3-2cf8287cc019","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Flush Boxes"
"b9a5ce58-3e6b-5d79-b6b7-7f52851b6e78","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Flush Boxes","Fire Rated or Acoustic"
"b7670702-57e8-5ad2-8de1-d931535884c9","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Flush Boxes","Height as per plan"
"1bdd3fdb-393f-5282-8b8f-56c0d9f3e128","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Flush Boxes","Location as per plan"
"8dc23518-4fed-5054-a4d6-2950d5361083","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Flush Boxes","Intumescent Pad In Place"
"cf79e61e-7785-5b2b-b934-c23ce537b6e7","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Flush Boxes","Flush Boxes Not back to back on Acoustic Walls"
"f53f7f26-8955-5a53-978b-a4165ca4e03b","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Cabling"
"a2328af7-4254-54b7-baa6-a0856e31fa62","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Cabling","Details"
"e0809f9b-6904-58c0-93a8-df6e3d54953e","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Cabling","Circuits clearly labelled"
"fff8bfc3-1e24-57b4-bb33-2868d765b635","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Cabling","No Horizontal cabling"
"fd06f84d-ecd2-5c15-945c-40abc6485473","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Cabling","Separation between Data and Power at 300mm or as specified"
"be8782b7-b101-5acd-8d4a-5ed63665164a","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Cabling","Light Control cabling Required"
"a6e0c83f-1208-53ea-b5c5-bd53ddf9e2f2","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Cat Wires"
"277d17ab-4c26-51e1-a5c7-93e41fcdc006","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Cat Wires","300mm Separation Between Power & Data"
"a64d014e-bce1-56f1-b44f-177b0a3f760f","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Cat Wires","Supported every 6 Meters or Adequately to avoid Sagging"
"73da6c0b-1031-52bb-9f54-8e861a11ae8a","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Cat Wires","Correctly Secured at Each End"
"7fb85ca0-ae32-5688-8293-81da79c22a92","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Cat Wires","Turn Buckle Installed and Accessible"
"5bf6d383-299a-5395-9d44-212e01cda2e3","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Cat Wires","Number of cables per cat wire. 8 maximum or as per electrical spec"
