"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"51cdc344-a3f0-4c5c-bc26-3def62e8f8a8","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"130ebf7c-400c-4181-9abf-822367a7ae60","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Stage 1"
"e12ab284-42b0-4794-bb2c-7e80d7cdb087","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 12"
"6e545636-c428-4de5-8a49-f0a18470c6e0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 12","Inground Plumbing Installation"
"0faa6adb-dcee-405a-92a0-5fd2c75cc5c0","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Testing","Testing Drainage Pipework (Water Test)"
"11143d52-d210-41b4-b54c-5d51d3c99e48","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Testing","Testing Water Pipework (Water Test)"
"109799c3-6d59-4b4a-a872-44f0c71e5028","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Testing","Testing Gas Service (Air Test)"
"76e3dc3a-e49d-41c6-84e8-cc565f4904f9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 63","Commissioning"
"3e24871d-6c60-4ced-b9e4-6e3b04004921","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Commissioning","Commission Fixture Group"
"06cff804-73d9-4985-bbc5-7dbf01c3817c","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Commissioning","Commission Hot Water Generating Plant"
"3b7cf205-560c-4d9e-abbf-8b26f01d37c5","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 63","Commissioning","Commission Reduced Pressure Zone Device"
"dffa5c28-e127-47b6-8e08-4cbbf654efb8","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Stage 1","Lot 64"
"f61e000a-1dc1-4a5f-b480-d29a4e5d0be8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 64","Inground Plumbing Installation"
"138003d7-3bc7-4c8a-83ef-606db0f8f4e5","","checklist-sectioned","not-started","Installation Authority Main to Meter","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Inground Plumbing Installation","Authority Main to Meter Installation"
"587f5d8a-3f21-4c6a-86ee-00768507a23e","","checklist-sectioned","not-started","Installation Drainage (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Inground Plumbing Installation","Drainage Installation (In-ground)"
"733ea2ae-71c7-4f3a-835f-8e753967a8f9","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Inground Plumbing Installation","Water Service Installation (In-ground)"
"bb10f0d5-19c8-4323-8752-367a9179a419","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"a5529a8e-8c40-4df1-96e4-3cbb77720013","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Stage 1","Lot 64","Rough-in Plumbing Installation"
"992387ff-bee5-450b-80be-5d1c3da448f0","","checklist-sectioned","fail","d110c05d5e97fed299dee3a1939e54cc7f50e1a994a0e9a3329ae5228336cbc4","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Rough-in Plumbing Installation","Waste & Vent Installation"
"ec17fce9-c8e7-469e-9aa4-1a3111b8ef66","","checklist-sectioned","fail","a24f16349eb53926e8de5b020514cb2dff060f33d04b897cfc2ffcd255c460a9","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"a948f31b-1d45-4709-ad9e-0cf4e74dc80f","","checklist-sectioned","fail","ece2d7d24bb7c3cc2d37f03444bb93271df67ffb204996b8013b42339b4b9d91","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"681885ca-f8bd-46f2-ba65-c87e2a3f423c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 64","Fit-off Plumbing Installation"
"3c531e3d-0f0a-495d-9cb8-97015c0f19fe","","checklist-sectioned","no-status-not-started","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"fcb8d865-5921-4365-8886-2164cc45f629","","checklist-sectioned","no-status-not-started","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"145f30dd-c0b0-46b4-8839-81ba112d0478","","checklist-sectioned","no-status-not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Fit-off Plumbing Installation","Shower & Tapware Installation"
"8ecf0540-86c9-4099-abcb-3e49d53d9fc3","","checklist-sectioned","no-status-not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Fit-off Plumbing Installation","Bath & Tapware Installation"
"9cee0750-8a66-44a9-9816-6333af23db2a","","checklist-sectioned","no-status-not-started","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"8d4e1b1c-c62a-4134-83b0-816f99d44ca9","","checklist-sectioned","no-status-not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Fit-off Plumbing Installation","Washer Machine Installation"
"480df707-cb59-4c36-8bf3-b61f1708694f","","checklist-sectioned","no-status-not-started","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"ad781a6f-4b9b-4bf3-b75f-15f4ca039bd7","","checklist-sectioned","no-status-not-started","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Fit-off Plumbing Installation","Tundish Installation"
"0e30605d-f4ac-437e-b66a-e0b265fccdb0","","checklist-sectioned","no-status-not-started","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Fit-off Plumbing Installation","Hose Tap Installation"
"198f4c9b-a3f8-44f7-bd15-57d5bb74f119","","checklist-sectioned","no-status-not-started","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Fit-off Plumbing Installation","Gas Appliance Installation"
"37fb8a67-7bbd-432e-ba1e-e184f8f145ca","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 64","Hot Water Unit Installation"
"42f461a0-eab1-4f80-a58f-83538f652d8e","","checklist-sectioned","no-status-not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"4068e4c0-92f3-4856-ab61-37021ce26539","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 64","Testing"
"c0ee079e-e733-4279-a40c-a871639a10c3","","checklist-sectioned","no-status-not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Testing","Testing Drainage Pipework (Air Test)"
"fa745d37-dc3b-4b17-9cfc-1f7beac948d4","","checklist-sectioned","no-status-not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Testing","Testing Drainage Pipework (Water Test)"
"e64dadcb-438c-46b1-b48b-05c4ef2251ce","","checklist-sectioned","no-status-not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Testing","Testing Water Pipework (Water Test)"
"cb1a66f5-ed82-4c6e-8bad-4057fd01ef8e","","checklist-sectioned","no-status-not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Testing","Testing Gas Service (Air Test)"
"ecf4cef6-01d9-4aff-b7c4-e361960fe014","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 64","Commissioning"
"6703aeba-d481-416b-85f6-d5a9713dde15","","checklist-sectioned","no-status-not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Commissioning","Commission Fixture Group"
"7daef4cf-407a-4a81-b19f-86758bba3d12","","checklist-sectioned","no-status-not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Commissioning","Commission Hot Water Generating Plant"
"eea82f54-de14-464f-9b67-f2442328485a","","checklist-sectioned","no-status-not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 64","Commissioning","Commission Reduced Pressure Zone Device"
"60871bea-1dbb-44bc-ab9d-7582e182c57e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 65"
"1bea0b1c-e498-4bb5-ba31-456c551815a2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 65","Inground Plumbing Installation"
"e60be73a-b19c-47ed-8cf2-15862a0bf089","","checklist-sectioned","not-started","Installation Authority Main to Meter","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Inground Plumbing Installation","Authority Main to Meter Installation"
"b840c0a0-77a7-4002-a332-5fdc3d34c4e1","","checklist-sectioned","not-started","Installation Drainage (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Inground Plumbing Installation","Drainage Installation (In-ground)"
"7c428e8c-1af8-4890-978b-baeed399e6f8","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Inground Plumbing Installation","Water Service Installation (In-ground)"
"96aaa9ac-b24d-4cd8-ba3a-91e9ab90b47c","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"33ab4838-f32d-4746-90a7-97d14316052d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 65","Rough-in Plumbing Installation"
"dc0315c3-285e-40d3-996b-7b5bce50f39c","","checklist-sectioned","not-started","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Rough-in Plumbing Installation","Waste & Vent Installation"
"dd9d61eb-b7d4-4e96-b736-a760ad3bccae","","checklist-sectioned","not-started","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"8105abf6-aa99-48e2-8c8f-cd3d6ffcdad0","","checklist-sectioned","not-started","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"21038003-212b-4906-b94b-bc3cdfe1a763","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 65","Fit-off Plumbing Installation"
"1e4a726a-5d3d-4b99-909f-f73c349f2639","","checklist-sectioned","not-started","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"3069b931-4780-43f4-a9b6-64b502bdaf3f","","checklist-sectioned","not-started","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"435d61ad-46fd-4fd4-a7c0-73d0e267fa58","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Fit-off Plumbing Installation","Shower & Tapware Installation"
"e4cacea4-290b-44b8-9b0c-b306194aaa0c","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Fit-off Plumbing Installation","Bath & Tapware Installation"
"4c3afb8f-c06e-4def-9498-17a00bbfe161","","checklist-sectioned","not-started","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"b9925ed6-1803-4ee8-9428-5041d982cb97","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Fit-off Plumbing Installation","Washer Machine Installation"
"87348906-84dd-488e-8436-fd29435c144a","","checklist-sectioned","not-started","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"60370177-5b1e-4e48-8e75-04a28ea63738","","checklist-sectioned","not-started","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Fit-off Plumbing Installation","Tundish Installation"
"703a5be9-30c4-4d3a-9977-4070aaec01e4","","checklist-sectioned","not-started","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Fit-off Plumbing Installation","Hose Tap Installation"
"ad27deb9-dfad-4bca-b601-f356bc38e552","","checklist-sectioned","not-started","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Fit-off Plumbing Installation","Gas Appliance Installation"
"51e1c51b-d452-45a4-b379-745ed795859c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 65","Hot Water Unit Installation"
"728fd6dc-e64e-46d1-80f1-8244cddfba01","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"d9d66379-274c-4ff2-8f5a-3ae38b824fd5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 65","Testing"
"556fdd22-1da5-4e0c-a8af-b51296ec49e0","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Testing","Testing Drainage Pipework (Air Test)"
"4399aadc-31f0-46d9-8c25-3dab36ccfe5b","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Testing","Testing Drainage Pipework (Water Test)"
"b162a281-afdd-4321-9bfb-066688235fa4","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Testing","Testing Water Pipework (Water Test)"
"3cc638a6-129c-4b1d-b389-3bf372ead57f","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Testing","Testing Gas Service (Air Test)"
"febe24e6-e660-49fe-8740-b61f9a2e2e6c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 65","Commissioning"
"96a1ac9b-41d2-4183-8747-dd448bf612c7","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Commissioning","Commission Fixture Group"
"07ae659b-b5e7-466a-bd21-8fdd9f1566e8","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Commissioning","Commission Hot Water Generating Plant"
"daa5e4aa-4780-4846-abd2-153b98aa01df","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 65","Commissioning","Commission Reduced Pressure Zone Device"
"8016a8d6-42ba-4a03-9aae-4b04b35bb7db","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 66"
"e25beb61-ce4c-48e5-9bf3-632d08dfe0af","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 66","Inground Plumbing Installation"
"6454b758-971b-41d6-8650-08ccf2a63f44","","checklist-sectioned","not-started","Installation Authority Main to Meter","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 66","Inground Plumbing Installation","Authority Main to Meter Installation"
"1f5d84b2-28a2-4db3-ae64-ee25d87435a8","","checklist-sectioned","not-started","Installation Drainage (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 66","Inground Plumbing Installation","Drainage Installation (In-ground)"
"19fc1d37-f41d-4aaf-9b04-8e6e95fa19f3","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 66","Inground Plumbing Installation","Water Service Installation (In-ground)"
"8de625c9-25d8-4218-85bd-e0e215c3c24b","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 66","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"1aa86125-49f3-4d88-86a7-6ebf9e38d86c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 66","Rough-in Plumbing Installation"
"1c9dab9a-b5a7-4e40-8a3d-2d876cad4529","","checklist-sectioned","not-started","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 66","Rough-in Plumbing Installation","Waste & Vent Installation"
"417ad117-e562-49af-8c3f-6aa5ef3a41ab","","checklist-sectioned","not-started","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 66","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"cbb47499-49c9-4367-a639-4156001aa04e","","checklist-sectioned","not-started","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 66","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"d0e05330-b7b9-4403-a288-3a9545328bed","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 66","Fit-off Plumbing Installation"
"20ab58b1-9c7c-4a9b-9000-89341c85e70a","","checklist-sectioned","not-started","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 66","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"212fef72-4740-40a5-af05-a42ccaca8b28","","checklist-sectioned","not-started","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 66","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"7cbf8baa-8e70-43bf-a7fc-e58065a94f67","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 66","Fit-off Plumbing Installation","Shower & Tapware Installation"
"bd1a08e1-7f5f-43c6-9386-bf26919a5bbb","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 66","Fit-off Plumbing Installation","Bath & Tapware Installation"
"c67dc548-fe0b-4c20-b4d6-97c1b140fdd3","","checklist-sectioned","not-started","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 66","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"6dc929d9-a9e2-4747-9406-cd1975137299","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 66","Fit-off Plumbing Installation","Washer Machine Installation"
"7a551c90-a08b-43a1-896d-258271b0793f","","checklist-sectioned","not-started","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 66","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"c0deaa15-7880-4893-963a-fb1475adceed","","checklist-sectioned","not-started","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 66","Fit-off Plumbing Installation","Tundish Installation"
"f8f05a5e-63e7-4f0e-89b3-45d1c2d72f00","","checklist-sectioned","not-started","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 66","Fit-off Plumbing Installation","Hose Tap Installation"
"6fb82763-3567-4aa6-b24e-dea872b60be5","","checklist-sectioned","not-started","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 66","Fit-off Plumbing Installation","Gas Appliance Installation"
"df90276c-50da-4e5e-ba42-3c1d5e4252b6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 66","Hot Water Unit Installation"
"146a9913-ed16-494e-99b2-c10a7562f661","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 66","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"412ec00f-a8d0-49a1-a2a2-93fdf817f16d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 66","Testing"
"4cd75561-fe54-4e84-a5b4-1e28e1b5029f","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 66","Testing","Testing Drainage Pipework (Air Test)"
"1b12b618-dfd1-43db-a125-7077da761115","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 66","Testing","Testing Drainage Pipework (Water Test)"
"1d1183fc-d996-46c1-91a8-b507fb4769c9","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 66","Testing","Testing Water Pipework (Water Test)"
"b900b64a-adff-4c6c-8442-9be3fd8d3bb1","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 66","Testing","Testing Gas Service (Air Test)"
"b7807741-b30b-4a96-b9e2-f6d008b2faa2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 66","Commissioning"
"6b1385b9-7e2e-45d1-ab1a-096c3bffccd7","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 66","Commissioning","Commission Fixture Group"
"974cdfb4-6545-423c-ba47-e595bf54592f","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 66","Commissioning","Commission Hot Water Generating Plant"
"a9ea0535-a74a-488d-b98b-073a69fa557e","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 66","Commissioning","Commission Reduced Pressure Zone Device"
"972cb3bb-e7c2-47c6-9042-0108d9cfa722","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 67"
"6db883f2-ba65-47de-9eb3-a9f5969e2668","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 67","Inground Plumbing Installation"
"5ac2a080-8753-49f2-a77f-0c3766b96b28","","checklist-sectioned","not-started","Installation Authority Main to Meter","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 67","Inground Plumbing Installation","Authority Main to Meter Installation"
"75475c9c-66f5-421c-b7f6-0e03c6618289","","checklist-sectioned","not-started","Installation Drainage (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 67","Inground Plumbing Installation","Drainage Installation (In-ground)"
"bfe79f0e-5fff-445d-aa9a-156ea2089644","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 67","Inground Plumbing Installation","Water Service Installation (In-ground)"
"588eadab-2df0-4901-81a5-07e395300eeb","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 67","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"99400c36-17e1-45df-8c0c-42a4c4efed9f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 67","Rough-in Plumbing Installation"
"d6b6d097-d4d0-495c-a6bd-efd002b3412c","","checklist-sectioned","not-started","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 67","Rough-in Plumbing Installation","Waste & Vent Installation"
"fb7333ef-96ec-42f6-b95a-ae5144844713","","checklist-sectioned","not-started","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 67","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"79b72f97-4335-4a2b-be9b-6fca4629b5d7","","checklist-sectioned","not-started","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 67","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"4c636b70-26a6-4377-93df-2eb08452ac0a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 67","Fit-off Plumbing Installation"
"9e6a65cd-92fb-4510-9127-cf6de233aeff","","checklist-sectioned","not-started","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 67","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"a30e9bf5-6462-453b-8a6a-0b951f4e43c1","","checklist-sectioned","not-started","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 67","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"505b81da-83bf-42e9-95be-b4731b9ccebc","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 67","Fit-off Plumbing Installation","Shower & Tapware Installation"
"e68f9c7e-6dd1-494f-b477-ffecbf6961b0","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 67","Fit-off Plumbing Installation","Bath & Tapware Installation"
"1f1c742d-276f-4613-83c0-e2e52aabfb08","","checklist-sectioned","not-started","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 67","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"daedae38-210a-4748-b191-19bb176cc25c","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 67","Fit-off Plumbing Installation","Washer Machine Installation"
"c3f5c82e-9712-4064-8dcd-31d799d76ed1","","checklist-sectioned","not-started","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 67","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"b4037914-a4a9-4385-9a16-62bdf8e8ba1a","","checklist-sectioned","not-started","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 67","Fit-off Plumbing Installation","Tundish Installation"
"401ffb34-5376-42a1-9d45-a9b7ee01fe57","","checklist-sectioned","not-started","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 67","Fit-off Plumbing Installation","Hose Tap Installation"
"6c2286ec-29f6-4f20-b440-beda91e4d875","","checklist-sectioned","not-started","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 67","Fit-off Plumbing Installation","Gas Appliance Installation"
"06911976-2d35-4502-b9da-ed92dc767f45","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 67","Hot Water Unit Installation"
"4b74b77c-9aba-42d9-aef0-635f8cd679ea","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 67","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
