"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f12e6f2a-b2fc-4966-80d0-d4a467ec75d3","","fail","","folder","TRUE","FALSE","First Fix to Walls"
"f6b5697e-7648-49d4-a8e5-d1c06a534566","","fail","","folder","TRUE","FALSE","First Fix to Walls","Level 0"
"e661aac3-3b25-4bb4-aef6-4b5650f7c8a5","","fail","","folder","TRUE","FALSE","First Fix to Walls","Level 0","Zone 1"
"2f088115-8901-49bb-9658-793076ac43a9","","fail","","folder","TRUE","FALSE","First Fix to Walls","Level 0","Zone 1","Circulation - RAD - 0.004"
"8cec851b-9402-4c45-b364-d708c170a44f","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Office- 1 Person - MAT - 2.204","QA - Rauland"
"95c39561-93db-476d-94d9-84b292a97f18","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Office- 1 Person - MAT - 2.204","QA - Premier Fire"
"4bb8cd0e-23c0-4f9c-87fa-abe16854b842","","not-applicable","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Office- 1 Person - MAT - 2.204","QA - Data Talk"
"72f68a48-2cf3-4ca8-9c0d-5692f1463536","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Office- 1 Person - MAT - 2.204","QA - VAE"
"9eb115b7-fab4-4cfa-8459-4ebea24e0f81","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Office- 1 Person - MAT - 2.204","QA - Contego"
"34763590-f2e5-4262-b61f-0f302be1e315","","work-in-progress","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Office- 1 Person - MAT - 2.204","QA - LCL"
"02e57cd9-9241-46ac-917c-ad7be52c7eb0","","not-started","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Office- 1 Person - MAT - 2.204","QA - Alpha"
"8748c101-61a3-452b-9058-15e32e557643","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Office- 1 Person - MAT - 2.204","QA - LCL - Part 2"
"0dfe72cb-1e2d-4420-9ced-f95d15018431","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Office- 1 Person - MAT - 2.204","QA - Contract Coatings"
"3eb574ae-c52f-4c68-9f4f-b83191d800ea","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Office- 2 Person - MAT - 2.205"
"f24f0384-f660-478e-974f-ab7324ce48dd","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Office- 2 Person - MAT - 2.205","QA - Hanlon Plumbing"
"1d3debad-8660-4b3b-bd5e-dae28ec744f5","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Office- 2 Person - MAT - 2.205","QA - HelRimu"
"dd3df95e-cc20-4f79-94b3-76f86c6821c3","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Office- 2 Person - MAT - 2.205","QA - Gilcom"
"40ab0eca-a384-456c-bfc3-e9768d6315a6","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Office- 2 Person - MAT - 2.205","QA - Rauland"
"d4251fd3-c027-442a-8f7d-49c4ad379faf","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Office- 2 Person - MAT - 2.205","QA - Premier Fire"
"613f6f2b-c378-4143-ba33-f67a7eb272a4","","not-applicable","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Office- 2 Person - MAT - 2.205","QA - Data Talk"
"3357358f-d5c2-4b77-a80d-5e90aebdc805","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Office- 2 Person - MAT - 2.205","QA - VAE"
"d3fe0802-8e1d-46c3-86ce-75966e429b4a","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Office- 2 Person - MAT - 2.205","QA - Contego"
"3ad6f3b5-80b7-4040-b419-5fc7feb1c97f","","work-in-progress","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Office- 2 Person - MAT - 2.205","QA - LCL"
"e6bf21aa-5d45-4b1a-9995-4fb12be446ae","","not-started","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Office- 2 Person - MAT - 2.205","QA - Alpha"
"f5171ec8-c5b3-4ab3-868e-11842e62ea9f","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Office- 2 Person - MAT - 2.205","QA - LCL - Part 2"
"687d5a9a-716f-4c96-a738-416dd106dd26","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Office- 2 Person - MAT - 2.205","QA - Contract Coatings"
"46f77f3b-22a5-46c3-8d76-82aa8f0d76ee","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 2","Zone 2","Store - MAT - 2.232"
"ab49dc2d-fda1-42cb-a978-f24cef3f1862","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Store - MAT - 2.232","QA - Hanlon Plumbing"
"7ef4f91a-4d5b-4dd3-b8ea-9b871a077b07","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Store - MAT - 2.232","QA - HelRimu"
"e3a55dfa-19a5-410d-ab4d-47fe8f7f4e35","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Store - MAT - 2.232","QA - Gilcom"
"923e938a-8009-4d7d-8ea4-41b586b1a9a6","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Store - MAT - 2.232","QA - Rauland"
"f1722b37-ec1c-4561-a6f1-b4cfc2e4708c","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Store - MAT - 2.232","QA - Premier Fire"
"6c0b937d-76e1-473a-b6b6-709a3017f3a6","","not-applicable","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Store - MAT - 2.232","QA - Data Talk"
"6ba19592-bdf3-42c3-8338-ca888f15638f","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Store - MAT - 2.232","QA - VAE"
"cefba29a-3171-4d95-9183-cfacfb84e369","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Store - MAT - 2.232","QA - Contego"
"e8a868c6-893b-4cc3-80e0-a78321070d21","","work-in-progress","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Store - MAT - 2.232","QA - LCL"
"0b3a62f1-1d91-417e-a3df-11eaa38255e3","","not-started","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Store - MAT - 2.232","QA - Alpha"
"8402c357-ce91-4808-9685-ad5568d9690b","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Store - MAT - 2.232","QA - LCL - Part 2"
"2230bced-12a7-4756-97f7-303c27056b35","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Store - MAT - 2.232","QA - Contract Coatings"
"7be46420-5866-484f-84e5-09936953be15","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 2","Zone 2","Off- 1P - MAT - 2.233"
"8153b2c5-f917-45dd-a9d9-34f770aa067a","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Off- 1P - MAT - 2.233","QA - Hanlon Plumbing"
"2321a7ab-c756-46e2-8e7b-e0c62c357bfc","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Off- 1P - MAT - 2.233","QA - HelRimu"
"43035d40-21da-4d1b-b522-d078465f2887","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Off- 1P - MAT - 2.233","QA - Gilcom"
"2dc45151-5196-4bdf-b4bc-baf1ddd5af55","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Off- 1P - MAT - 2.233","QA - Rauland"
"3b0b31e2-6508-4c97-babc-5717b375187d","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Off- 1P - MAT - 2.233","QA - Premier Fire"
"565fe175-60cd-4cf9-885c-e03c083e191c","","not-applicable","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Off- 1P - MAT - 2.233","QA - Data Talk"
"9f943cec-9b38-4b07-9268-db0ef9c10f1e","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Off- 1P - MAT - 2.233","QA - VAE"
"60a135c3-0fd7-4ef3-a7ec-daad966c39db","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Off- 1P - MAT - 2.233","QA - Contego"
"5a3e71e4-f597-4445-81e2-b664742dce88","","work-in-progress","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Off- 1P - MAT - 2.233","QA - LCL"
"c3451493-4bc6-4c1f-86be-047a66f2a767","","not-started","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Off- 1P - MAT - 2.233","QA - Alpha"
"43c4ee0f-2edd-4ed3-a189-c0668671fbae","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Off- 1P - MAT - 2.233","QA - LCL - Part 2"
"2464a74b-711c-4eb7-94b2-561228016edc","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Off- 1P - MAT - 2.233","QA - Contract Coatings"
"30241667-98f0-4ba9-8f87-bced0329dc99","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 2","Zone 2","Store - NEO - 2.108"
"2fcffedd-d257-4179-bda4-907b4bd7fba2","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Store - NEO - 2.108","QA - Hanlon Plumbing"
"02220e47-a132-44a3-8866-8371220a05cd","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Store - NEO - 2.108","QA - HelRimu"
"a0b67de8-0eed-4557-8ae1-0de039903384","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Store - NEO - 2.108","QA - Gilcom"
"fd22cc21-1286-4583-89d3-15f504a1d52b","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Store - NEO - 2.108","QA - Rauland"
"e3263f99-eab3-4fde-9389-6575e6a98f58","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Store - NEO - 2.108","QA - Premier Fire"
"83a9f3d5-3545-4aa4-b005-2584ceb16345","","not-applicable","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Store - NEO - 2.108","QA - Data Talk"
"3c523b9c-cc32-4f87-975b-7356cefb9255","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Store - NEO - 2.108","QA - VAE"
"53e2186d-04e2-4a04-8acc-d12eea424ae6","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Store - NEO - 2.108","QA - Contego"
"47f951bb-0047-4a71-8f47-1241fdf6d667","","not-started","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Store - NEO - 2.108","QA - LCL"
"e13eaf83-2414-42ce-932a-d1f682702c8d","","not-started","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Store - NEO - 2.108","QA - Alpha"
"bc9bd842-04b7-45c3-a2eb-4b94e27fd756","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Store - NEO - 2.108","QA - LCL - Part 2"
"87d9bc38-462d-41ac-a191-b08b4f68ca65","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Store - NEO - 2.108","QA - Contract Coatings"
"f1fdd45f-d423-4071-a9de-880f0824ade2","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 2","Zone 2","CLNR - NEO - 2.109"
"dc5b9431-07a0-4022-a3fe-383152d354ad","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","CLNR - NEO - 2.109","QA - Hanlon Plumbing"
"edd843c8-8005-4360-9eda-44b7503e5a08","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","CLNR - NEO - 2.109","QA - HelRimu"
"05e66b30-7826-4698-859b-c2dcccb7b361","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","CLNR - NEO - 2.109","QA - Gilcom"
"a0b2fd32-bf57-4843-9aca-62f91eb64490","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","CLNR - NEO - 2.109","QA - Rauland"
"e13a571a-28b9-4fb6-bca6-ff4cdcc88b21","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","CLNR - NEO - 2.109","QA - Premier Fire"
"d50232b4-e967-411a-9394-fb738e3a083d","","not-applicable","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","CLNR - NEO - 2.109","QA - Data Talk"
"14471225-20fb-4aba-94c5-a6f0262ea50a","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","CLNR - NEO - 2.109","QA - VAE"
"ca7755e2-e372-424b-843b-25da9c4edf79","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","CLNR - NEO - 2.109","QA - Contego"
"566aa706-5f05-4795-90e7-b59e87d10ca3","","not-started","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","CLNR - NEO - 2.109","QA - LCL"
"f14f6467-655c-4e42-96d7-c8c28adeca26","","not-started","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","CLNR - NEO - 2.109","QA - Alpha"
"d14a8a98-f057-4f32-aa8c-38c4c3ecaf06","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","CLNR - NEO - 2.109","QA - LCL - Part 2"
"d73c6f25-a815-448d-b60b-f6db85ad37d0","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","CLNR - NEO - 2.109","QA - Contract Coatings"
"7aa18bf1-9e01-476f-8587-9103dc83305b","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 2","Zone 2","Office- Hearing Screening - NEO - 2.11"
"c1ddea0b-8ea9-43e4-99cd-370e38511295","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Office- Hearing Screening - NEO - 2.11","QA - Hanlon Plumbing"
"a9e156d7-6733-467d-a895-5b44c336064b","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Office- Hearing Screening - NEO - 2.11","QA - HelRimu"
"de4615f4-333a-4e55-8fc1-7f3a69af8b0a","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Office- Hearing Screening - NEO - 2.11","QA - Gilcom"
"00548007-921e-4452-bf6d-e769e5df856f","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Office- Hearing Screening - NEO - 2.11","QA - Rauland"
"1043b78a-61e2-4361-967f-0912e0cb186a","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Office- Hearing Screening - NEO - 2.11","QA - Premier Fire"
"3c03ef5c-5418-4444-96c1-b18d57b1defd","","not-applicable","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Office- Hearing Screening - NEO - 2.11","QA - Data Talk"
"e21679c8-fbb1-4d22-b753-0a5155c61c95","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Office- Hearing Screening - NEO - 2.11","QA - VAE"
"533dd2d9-f939-4b68-820e-3366fc53510a","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Office- Hearing Screening - NEO - 2.11","QA - Contego"
"eb869d86-8d62-44ec-970a-c17830e623d7","","not-started","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Office- Hearing Screening - NEO - 2.11","QA - LCL"
"5d1b559d-2979-4af0-8fb2-0f23d22b8d3c","","not-started","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Office- Hearing Screening - NEO - 2.11","QA - Alpha"
"73f52358-4924-4248-9b52-80bba07b217d","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Office- Hearing Screening - NEO - 2.11","QA - LCL - Part 2"
"3603a009-65e2-482f-9923-331eb97d4a5d","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Office- Hearing Screening - NEO - 2.11","QA - Contract Coatings"
"49e14cad-d919-4032-b745-f39019c44cb6","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 2","Zone 2","Equip - NEO - 2.111"
"ef1dce0f-8164-4b42-b60c-f381a7cbe529","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Equip - NEO - 2.111","QA - Hanlon Plumbing"
"cc56316c-64aa-459d-a25b-6eddb021c865","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Equip - NEO - 2.111","QA - HelRimu"
"3da4f603-ca01-45eb-a96a-f34f738826c9","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Equip - NEO - 2.111","QA - Gilcom"
"7c3ceadc-ae30-4543-9c02-6c3f7d0cdea5","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Equip - NEO - 2.111","QA - Rauland"
"82722f21-c333-4abe-88c5-d273b3eb82b3","","work-in-progress","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Equip - NEO - 2.111","QA - Premier Fire"
"96c1a4de-3057-46ea-bc7a-b997559b9b5f","","not-applicable","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Equip - NEO - 2.111","QA - Data Talk"
"3346706b-422d-470d-a10e-726dc119913a","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Equip - NEO - 2.111","QA - VAE"
"d92916d0-6c5a-4082-b88c-55312cb64a04","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Equip - NEO - 2.111","QA - Contego"
"ce0370f7-783b-48f5-8cfa-108a5f071318","","not-started","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Equip - NEO - 2.111","QA - LCL"
"02f834ea-7fdb-47fa-8806-71e7ca75a7fd","","not-started","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Equip - NEO - 2.111","QA - Alpha"
"35cdd983-2ce3-4891-9634-2756db3175b7","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Equip - NEO - 2.111","QA - LCL - Part 2"
"ea0494fa-f478-4515-9874-79c1d11a9655","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Equip - NEO - 2.111","QA - Contract Coatings"
"a7ca3b21-7a7b-48f6-9453-e46851004b96","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 2","Zone 2","Equip - NEO - 2.113"
"23d27014-3727-4752-9ba9-a110e36462d9","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Equip - NEO - 2.113","QA - Hanlon Plumbing"
"de50a2bd-80f5-40c7-bf38-b9dca3e0447c","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Equip - NEO - 2.113","QA - HelRimu"
"1f4b1749-6f5f-45e2-a347-7dafc0250e71","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Equip - NEO - 2.113","QA - Gilcom"
"7edfd2cc-275b-4fe5-b50d-b05a9cdfad52","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Equip - NEO - 2.113","QA - Rauland"
"48f47984-1c22-4f1e-ad3c-8a4d2ca58543","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Equip - NEO - 2.113","QA - Premier Fire"
"efcb7c98-aa2b-4382-bbe6-b6f586bd6e2d","","not-applicable","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Equip - NEO - 2.113","QA - Data Talk"
"88d16d82-374d-4d57-ae9f-8c9d61e47d1f","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Equip - NEO - 2.113","QA - VAE"
"c21d8e58-c99b-404a-a5e6-2b69d4d28ce6","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Equip - NEO - 2.113","QA - Contego"
"f021a67d-39de-4385-a5a5-2197b7c1a14f","","not-started","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Equip - NEO - 2.113","QA - LCL"
"ca969c2a-4614-45d4-828a-d8a305f31a12","","not-started","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Equip - NEO - 2.113","QA - Alpha"
"3a5e3e95-ca3f-4756-b842-d63a9378e586","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Equip - NEO - 2.113","QA - LCL - Part 2"
"2f6650f0-652d-4a71-a5a4-590842438e16","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","Equip - NEO - 2.113","QA - Contract Coatings"
"c8b37f0f-27ac-4590-b0a7-77b73a18b195","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 2","Zone 2","WC ACC - SPA - 2.001"
"d8dc5df7-9d06-4920-84d3-6d874217214e","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","WC ACC - SPA - 2.001","QA - Hanlon Plumbing"
"a6872310-9270-4a72-9ec9-5c30c80bf359","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","WC ACC - SPA - 2.001","QA - HelRimu"
"c36edac8-9e77-4e94-94ec-a4a966f2d937","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","WC ACC - SPA - 2.001","QA - Gilcom"
"8309ef62-668e-4f39-91b6-91f8e81ba28f","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","WC ACC - SPA - 2.001","QA - Rauland"
"b6aca4e6-978f-4e1e-934b-1e1bbbaeb2c6","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","WC ACC - SPA - 2.001","QA - Premier Fire"
"0d4b3b5f-bbd7-4021-a36d-bf6305c9ef6e","","not-applicable","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","WC ACC - SPA - 2.001","QA - Data Talk"
"2aebd650-039a-434d-a568-95e17521e292","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","WC ACC - SPA - 2.001","QA - VAE"
"d9a5b0cf-14fe-4f21-ad2b-682fb0a93459","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","WC ACC - SPA - 2.001","QA - Contego"
"be30eb14-a615-4f82-bfc8-4781242573a4","","not-started","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","WC ACC - SPA - 2.001","QA - LCL"
"b99541e0-cfe6-4635-8b5b-49bfcb88f699","","not-started","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","WC ACC - SPA - 2.001","QA - Alpha"
"1400000b-35a1-42df-a3bf-9ae7e0acc4e1","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","WC ACC - SPA - 2.001","QA - LCL - Part 2"
"dd29daf3-0271-4f1f-97a3-3c422372b411","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","WC ACC - SPA - 2.001","QA - Contract Coatings"
"fd8d0734-e424-47d7-ad0c-fe992ea1c8e7","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Toilet- Public - SPA - 2.002"
"07213459-4a5d-43c7-9789-41badef2b48b","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Toilet- Public - SPA - 2.002","QA - Hanlon Plumbing"
"08c58d22-6fa3-4bb9-b97d-e1af727f2109","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Toilet- Public - SPA - 2.002","QA - HelRimu"
"a552f11e-521a-4b38-9085-4c5af9bec31a","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Toilet- Public - SPA - 2.002","QA - Gilcom"
"7dcf68e4-b571-4729-b445-6a99077863d0","","not-started","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Toilet- Public - SPA - 2.002","QA - Rauland"
"06013c0b-62b5-4d5f-a7b9-9fbebb9d380c","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 2","Zone 2","STD Toilet- Public - SPA - 2.002","QA - Premier Fire"
