"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f12e6f2a-b2fc-4966-80d0-d4a467ec75d3","","","","folder","TRUE","FALSE","First Fix to Walls"
"f6b5697e-7648-49d4-a8e5-d1c06a534566","","","","folder","TRUE","FALSE","First Fix to Walls","Level 0"
"e661aac3-3b25-4bb4-aef6-4b5650f7c8a5","","","","folder","TRUE","FALSE","First Fix to Walls","Level 0","Zone 1"
"2f088115-8901-49bb-9658-793076ac43a9","","","","folder","TRUE","FALSE","First Fix to Walls","Level 0","Zone 1","Circulation - RAD - 0.004"
"ac3d65a9-f9ca-45b1-a23a-c8d931e70802","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L B","QA - LCL - Part 2"
"0d00f794-47d3-4781-b3ee-ec65b839939f","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L B","QA - Contract Coatings"
"f7e8a6ad-e9b5-4f6c-88ec-83e5a5413b7c","","","","folder","TRUE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002b - G/L 8"
"7c991893-522e-4e84-9c3f-905613a32dec","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002b - G/L 8","QA - Hanlon Plumbing"
"d12c2cd5-4169-4d07-b973-a090070bd16e","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002b - G/L 8","QA - HelRimu"
"16764879-fb96-4bbf-b009-644a9d3cb1b7","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002b - G/L 8","QA - Gilcom"
"051258d3-cedb-438b-9a56-cacbe62353a5","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002b - G/L 8","QA - Rauland"
"610c0de0-de03-4e0b-ae5f-5979826ca4b0","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002b - G/L 8","QA - Premier Fire"
"fe408d4b-a826-47e9-809a-59c524fa8c1a","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002b - G/L 8","QA - Data Talk"
"95139f6a-0606-4c50-b67c-c9a4758d21b7","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002b - G/L 8","QA - VAE"
"06f6db6a-72c5-4bc5-aefa-9225d00c4153","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002b - G/L 8","QA - Contego"
"978e8022-7269-40ca-8d69-e0de3957d7d2","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002b - G/L 8","QA - LCL"
"786da892-300f-42f3-8073-a11c4f9117cf","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002b - G/L 8","QA - Alpha"
"3f6ec22d-da3f-4427-a436-d9fce2407aee","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002b - G/L 8","QA - LCL - Part 2"
"5f52eb18-5504-458e-b5d8-c2a84e501221","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002b - G/L 8","QA - Contract Coatings"
"017bf2cb-f01b-47d0-a06e-868e1d6c5e56","","","","folder","TRUE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L 11"
"f3fc6807-ca87-4880-bd09-fe72fa3997a7","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L 11","QA - Hanlon Plumbing"
"ae93b222-2865-4c7e-8586-823cda830b08","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L 11","QA - HelRimu"
"08bec753-2c33-428c-b075-98ad252a3888","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L 11","QA - Gilcom"
"718a7688-c044-436d-ad7c-9920211b490f","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L 11","QA - Rauland"
"8eb99ded-4bd6-41d7-a2d6-4106e7afc6fd","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L 11","QA - Premier Fire"
"6db853bc-810a-403a-8d61-9f338376e242","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L 11","QA - Data Talk"
"c37ff9fd-92f0-49c8-81bc-c05a35f19952","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L 11","QA - VAE"
"77c7b06c-176f-4824-ac6f-7691fabacfd1","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L 11","QA - Contego"
"788b3617-8479-47ac-9eb3-867701fdd75c","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L 11","QA - LCL"
"d4bf8007-ad56-4298-aeab-491a07531864","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L 11","QA - Alpha"
"0e9e86f8-45ed-4d93-861d-6e1df41e67d7","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L 11","QA - LCL - Part 2"
"cafa2790-61e6-4622-8eb8-0643f4f9dcb8","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L 11","QA - Contract Coatings"
"1550a485-5d39-4ef0-9197-f41427fc09ea","","","","folder","TRUE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L C"
"2b2bae7c-a454-4f5c-b7fc-14cd7f0890d3","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L C","QA - Hanlon Plumbing"
"81ecc3cc-530c-473f-ac33-c642187b83ff","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L C","QA - HelRimu"
"53615c14-bd2f-4ccc-b197-a750007c8850","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L C","QA - Gilcom"
"fbd318e1-f83e-484f-9ab5-046f0c994f47","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L C","QA - Rauland"
"6c29b10e-396d-4cf3-a8d4-86871c123815","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L C","QA - Premier Fire"
"618e5f1d-3386-469b-aac2-97e88b8aafc1","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L C","QA - Data Talk"
"e37801ea-1cd3-4613-9489-c2a57e53be39","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L C","QA - VAE"
"f9f43556-fbc0-4625-b6e2-58ef2be75fab","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L C","QA - Contego"
"e7d97978-fbdf-4dec-9fad-37319d3b44fd","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L C","QA - LCL"
"78d7817b-c8d3-4b44-899e-be03f567a5b2","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L C","QA - Alpha"
"ad97f947-b07d-4529-9b4a-9b7ec9f6743b","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L C","QA - LCL - Part 2"
"d037e165-2c19-4bee-8ac5-8c003c128a7d","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Circulation - ICU - 3.002a - G/L C","QA - Contract Coatings"
"220838c2-5c68-4489-89d5-5ed104d0f14c","","","","folder","TRUE","FALSE","First Fix to Walls","Level 3","Zone 1","STD Interview - ICU - 3.104"
"1d7033b5-8a05-4fa9-bfdb-c7476b874ca3","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","STD Interview - ICU - 3.104","QA - Hanlon Plumbing"
"1f32ca8f-5efc-4b0c-b083-4c217c4d4a60","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","STD Interview - ICU - 3.104","QA - HelRimu"
"a0c73fcb-5460-4d48-ad9f-66df40bfd88e","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","STD Interview - ICU - 3.104","QA - Gilcom"
"8c42b818-1f80-4b1c-94e4-76146c3225d2","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","STD Interview - ICU - 3.104","QA - Rauland"
"174e11e7-6959-4f18-b7e8-f0332038817d","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","STD Interview - ICU - 3.104","QA - Premier Fire"
"b818fc47-37e5-4cda-a8f1-c174de0571a4","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","STD Interview - ICU - 3.104","QA - Data Talk"
"b29464f7-e7e9-4e57-abf1-9b8e171b5019","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","STD Interview - ICU - 3.104","QA - VAE"
"affd18ad-73f5-4f65-ac23-f531fd5eb1a0","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","STD Interview - ICU - 3.104","QA - Contego"
"a57d5284-72b4-4957-baea-725663a1aa68","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","STD Interview - ICU - 3.104","QA - LCL"
"d7d0488a-399a-4ec1-b7d6-03b8f68337d7","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","STD Interview - ICU - 3.104","QA - Alpha"
"362e614a-a0a1-4dac-ac3c-77ef8c06b02b","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","STD Interview - ICU - 3.104","QA - LCL - Part 2"
"68e71564-dba5-456e-a0dd-1a7a95689f75","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","STD Interview - ICU - 3.104","QA - Contract Coatings"
"3672fe17-f2d1-4f06-aecc-37d981e9a56b","","","","folder","TRUE","FALSE","First Fix to Walls","Level 3","Zone 1","Whanau Room - ICU - 3.105"
"5a034bfe-80e7-4c13-a7e3-1ebf0ca76c27","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Whanau Room - ICU - 3.105","QA - Hanlon Plumbing"
"bd971053-d616-4e86-ba07-a88ee0d98a1e","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Whanau Room - ICU - 3.105","QA - HelRimu"
"ba41936b-5151-4aa0-950a-968e260b77df","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Whanau Room - ICU - 3.105","QA - Gilcom"
"c1559848-1849-4765-98ed-eb1c3e46464b","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Whanau Room - ICU - 3.105","QA - Rauland"
"7ee90a5b-31f1-4148-b10a-b9d8434225b3","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Whanau Room - ICU - 3.105","QA - Premier Fire"
"dcc5a783-562d-4005-a1d8-340c0aafdb19","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Whanau Room - ICU - 3.105","QA - Data Talk"
"7caa99c5-b4b7-46c9-b7ec-06bf308e43f0","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Whanau Room - ICU - 3.105","QA - VAE"
"28ba7634-7741-456f-9713-080f1db75a63","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Whanau Room - ICU - 3.105","QA - Contego"
"a85b8209-3684-410e-ac62-da93b7441721","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Whanau Room - ICU - 3.105","QA - LCL"
"1f4b45f3-e622-40f5-b956-8045659edb9a","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Whanau Room - ICU - 3.105","QA - Alpha"
"9440e804-0cd2-48fb-9d21-bc336021c821","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Whanau Room - ICU - 3.105","QA - LCL - Part 2"
"4a4c3d72-2130-4b5c-b836-926d08dfdeb0","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Whanau Room - ICU - 3.105","QA - Contract Coatings"
"61d93a22-5c2b-4f34-b3bb-5876fe6e3a9d","","","","folder","TRUE","FALSE","First Fix to Walls","Level 3","Zone 1","STD Meeting Room - ICU - 3.107"
"206b62dc-f39a-41e6-84ea-d7b3e7129a84","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","STD Meeting Room - ICU - 3.107","QA - Hanlon Plumbing"
"94fb1806-ed60-4baf-8011-100fe0d48e45","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","STD Meeting Room - ICU - 3.107","QA - HelRimu"
"709bb98d-2503-46c8-a883-bf3427f23074","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","STD Meeting Room - ICU - 3.107","QA - Gilcom"
"140432ad-ad49-4c37-b4da-b72cb144585e","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","STD Meeting Room - ICU - 3.107","QA - Rauland"
"ebee7d51-d848-4473-b283-0d223cbe6ee5","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","STD Meeting Room - ICU - 3.107","QA - Premier Fire"
"bff95fc8-d63a-4cb7-8698-bd3edfa8dc62","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","STD Meeting Room - ICU - 3.107","QA - Data Talk"
"7eae26fe-f500-4f5e-8bca-be6bee28dfaf","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","STD Meeting Room - ICU - 3.107","QA - VAE"
"1a89b97d-aa82-4095-b956-f1bb97cb03fe","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","STD Meeting Room - ICU - 3.107","QA - Contego"
"f93ed42c-5e90-4579-a6f4-4f2be96572dd","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","STD Meeting Room - ICU - 3.107","QA - LCL"
"8c63e8d4-6561-4efc-8920-daff539fa42f","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","STD Meeting Room - ICU - 3.107","QA - Alpha"
"81f3e0dd-3f69-4592-ab5f-c5deeebd8a38","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","STD Meeting Room - ICU - 3.107","QA - LCL - Part 2"
"7dd73a8a-92c5-44b9-aedd-7e6df15af97f","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","STD Meeting Room - ICU - 3.107","QA - Contract Coatings"
"4bd2cef3-d0f2-4618-aeef-5c8f7554e2c4","","","","folder","TRUE","FALSE","First Fix to Walls","Level 3","Zone 1","Office- 2P - ICU - 3.108"
"ff9017b6-f647-40c4-aded-54b6474cbd7c","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Office- 2P - ICU - 3.108","QA - Hanlon Plumbing"
"0eefd0ff-a5a0-4b30-8c87-88cdbe0f0b2c","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Office- 2P - ICU - 3.108","QA - HelRimu"
"69bc98e4-c0d6-4c89-a5a0-61dbac824318","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Office- 2P - ICU - 3.108","QA - Gilcom"
"c32aea6a-4174-49a7-842a-c763fff359bc","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Office- 2P - ICU - 3.108","QA - Rauland"
"67e6ae1e-41cd-4142-bf2d-e41450a6c21f","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Office- 2P - ICU - 3.108","QA - Premier Fire"
"d26e0ca7-a08f-465e-878c-d91c9f1934a4","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Office- 2P - ICU - 3.108","QA - Data Talk"
"30cf4af6-8f56-4c1f-a9a4-ae5b2023a483","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Office- 2P - ICU - 3.108","QA - VAE"
"1c25da7b-2396-4e07-932c-bc315240e406","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Office- 2P - ICU - 3.108","QA - Contego"
"3e8dd00b-5400-41a3-9011-dc792c35211c","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Office- 2P - ICU - 3.108","QA - LCL"
"66285d7d-4487-4426-bbd3-5b3f3733191e","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Office- 2P - ICU - 3.108","QA - Alpha"
"4c81e964-6b89-4417-a8eb-9a97528b4db3","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Office- 2P - ICU - 3.108","QA - LCL - Part 2"
"1ec71796-72a0-41fd-b79a-5665f3d38ffd","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","Office- 2P - ICU - 3.108","QA - Contract Coatings"
"e3598dbb-f662-4b60-88b5-69abbd14308a","","","","folder","TRUE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.111"
"817bf3db-ae5a-4840-bd0c-5079d5982efd","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.111","QA - Hanlon Plumbing"
"2abf58a9-8d16-448e-8f51-644f733b2a77","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.111","QA - HelRimu"
"04ce691a-848a-4af9-a314-0e9945b362a0","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.111","QA - Gilcom"
"4e210a86-2cc8-4603-acd2-cabdff0a082a","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.111","QA - Rauland"
"463e796c-b56f-4cf3-9068-8e6942dda3b5","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.111","QA - Premier Fire"
"b27d98a3-6f2b-4713-a993-1d0afa82b7c1","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.111","QA - Data Talk"
"4311f1b0-33e5-4e60-844e-65e6624ddd56","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.111","QA - VAE"
"65dee11c-07d6-46c1-968f-18eff24f5376","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.111","QA - Contego"
"33bd245c-3d8b-4a23-b3b4-adcc0f736663","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.111","QA - LCL"
"a12e05a7-5e53-4316-82b4-d044769a2c25","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.111","QA - Alpha"
"f3a3e2e4-d888-45c3-87c2-1d287b62d483","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.111","QA - LCL - Part 2"
"0325bf25-0ed1-439a-aa0c-33697867eb21","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.111","QA - Contract Coatings"
"80d506eb-ebc0-41f2-b6c8-7233815d199e","","","","folder","TRUE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.112"
"1381481c-5776-4e60-8efb-953007917aa9","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.112","QA - Hanlon Plumbing"
"2ff7d53d-d791-4e44-84a2-186a544ddd16","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.112","QA - HelRimu"
"5ddeb234-7e24-470f-a265-48a74ef0726d","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.112","QA - Gilcom"
"8c0b1c59-48d9-46ca-a019-4339e5b7484f","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.112","QA - Rauland"
"870ca64a-126c-4547-acf0-2e1694150084","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.112","QA - Premier Fire"
"8f00cea0-9d2c-49e9-838c-3f2bdeabc133","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.112","QA - Data Talk"
"a3598fa0-fb48-46ff-adb9-bf5a040e6ee8","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.112","QA - VAE"
"e3a79826-530a-4100-9188-ab56d573c9ba","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.112","QA - Contego"
"e3b6dba2-bc2c-450e-bb74-fa3a46061822","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.112","QA - LCL"
"b1ee7628-a6e5-4dad-8f25-1f2254de6c5f","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.112","QA - Alpha"
"70726df0-fd65-4660-bb13-41b0a752c4d6","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.112","QA - LCL - Part 2"
"2ff15c8f-6d0a-4a03-8187-b37c9e872add","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.112","QA - Contract Coatings"
"38f6f804-4469-40de-a9da-2540c5ad1a2f","","","","folder","TRUE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.113"
"8e0d4e82-ca5e-44af-bf54-b8bdc5b02d68","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.113","QA - Hanlon Plumbing"
"51eda374-7b5c-4876-ba13-8f49c9b8361b","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.113","QA - HelRimu"
"2c107104-5a91-4040-a819-8e6eec43c5ee","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.113","QA - Gilcom"
"6d7271db-a98b-4c29-aed2-a967c29e4464","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.113","QA - Rauland"
"1081633d-002d-4baa-9bc0-1a89c7426b1f","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.113","QA - Premier Fire"
"8688ea07-2918-4fb3-8d96-94708747808f","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.113","QA - Data Talk"
"9632614c-495a-4afb-8ca1-9352581d5fda","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.113","QA - VAE"
"84e7ff22-2a8e-44ca-82a0-881d26e61ccd","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.113","QA - Contego"
"92f1a957-44f9-4811-bff5-5b1855f627f0","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.113","QA - LCL"
"b2f11890-2068-4b89-8417-806dbef4da0b","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.113","QA - Alpha"
"1b6588a4-dfc3-49f6-a66c-ba63b72466e8","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.113","QA - LCL - Part 2"
"ecf8ecc0-96b9-4fe2-be96-ec6d556c03c3","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","CCU - ICU - 3.113","QA - Contract Coatings"
"9aa7c9f5-e70b-4cd5-a8fc-aaaf6d3a0c24","","","","folder","TRUE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.114"
"2bff8310-91eb-44e0-91e1-afcf0bf11181","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.114","QA - Hanlon Plumbing"
"3e8b8aae-9a39-447a-934c-5d1d9cde8cdb","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 3","Zone 1","ENS - ICU - 3.114","QA - HelRimu"
