resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C6.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C6.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C6.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C6.08,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C6.09,,,,,,,,,
,step,,,,,,Level 7,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C7.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C7.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C7.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C7.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C7.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,C7.06,,,,,,,,,
,step,,,,,Building D,,,,,,,,,,,
,step,,,,,,Ground Floor,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Communal Area,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,FS07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,FS08,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,FS15,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,FS16,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,DG.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,DG.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,DG.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,DG.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,DG.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,DG.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,DG.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,DG.08,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,DG.09,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,DG.10,,,,,,,,,
,step,,,,,,Level 1,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D1.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D1.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D1.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D1.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D1.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D1.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D1.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D1.08,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D1.09,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D1.10,,,,,,,,,
,step,,,,,,Level 2,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D2.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D2.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D2.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D2.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D2.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D2.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D2.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D2.08,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D2.09,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D2.10,,,,,,,,,
,step,,,,,,Level 3,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D3.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D3.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D3.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D3.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D3.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D3.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D3.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D3.08,,,,,,,,,
,step,,,,,,Level 4,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D4.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D4.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D4.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D4.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D4.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D4.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D4.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D4.08,,,,,,,,,
,step,,,,,,Level 5,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D5.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D5.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D5.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D5.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D5.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D5.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D5.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D5.08,,,,,,,,,
,step,,,,,,Level 6,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D6.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D6.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D6.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D6.04,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D6.05,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D6.06,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D6.07,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D6.08,,,,,,,,,
,step,,,,,,Level 7,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,Lobby,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D7.01,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D7.02,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D7.03,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,,D7.04,,,,,,,,,
,step,,,,Pipework Pressure Test,,,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Basement 2,,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,Basement 1,,,,,,,,,,,
,step,,,,,Building A,,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Ground Floor,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Ground Floor Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 1,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 1 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 2,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 2 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 3,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 3 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 4,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 4 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 5,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 5 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 6,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 6 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 7,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 7 Stairs,,,,,,,,,,
,step,,,,,Building B,,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Ground Floor,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Ground Floor Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 1,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 1 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 2,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 2 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 3,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 3 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 4,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 4 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 5,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 5 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 6,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 6 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 7,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 7 Stairs,,,,,,,,,,
,step,,,,,Building C,,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Ground Floor,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Ground Floor Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 1,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 1 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 2,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 2 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 3,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 3 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 4,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 4 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 5,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 5 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 6,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 6 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 7,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 7 Stairs,,,,,,,,,,
,step,,,,,Building D,,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Ground Floor,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Ground Floor Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 1,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 1 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 2,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 2 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 3,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 3 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 4,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 4 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 5,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 5 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 6,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 6 Stairs,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 7,,,,,,,,,,
ITR-002 Pipework Pressure Test,checklist,,,,,,Level 7 Stairs,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
