"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"883fbdd8-484c-4738-8090-c6c51fb5f51d","","checklist-flat","not-started","Job Details Checklist","checklist-flat","FALSE","FALSE","Job Details"
"89663762-af85-5690-adbc-a2af4d9cd90a","","checkpoint-status","not-started","Job Details Checklist:3d098030-e418-4675-b5b1-7520caf5ee77","","TRUE","TRUE","Job Details","Project details entered below"
"a551f5d6-8996-496d-a4e4-47423b805579","","folder-normal","fail","","step","TRUE","FALSE","Precast Manufacture"
"e9b8cf87-f7fb-429e-a54a-6bd37edba0a4","","folder-normal","fail","","step","TRUE","FALSE","Precast Manufacture","Panels"
"b751ea7f-e569-4df4-8ce8-14492158a487","","folder-normal","fail","","step","TRUE","FALSE","Precast Manufacture","Panels","Building C"
"373b155f-ff1d-4202-8bcb-6fab8906a5fa","","checklist-sectioned","work-in-progress","1. Standard","checklist","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-01"
"4c768774-9eb8-5588-9099-85a3f88390f9","","checkpoint-group","pass","1. Standard:d84a9143-8c84-4cc2-b575-bd3288fd86a9","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-01","Precast Element Details"
"3b1aa3bd-991d-5430-960f-ec445d9a5038","","checkpoint-group","not-started","1. Standard:d5983ea3-a2ee-4f20-bfab-4da717da2479","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-94","Test Results, Certificates and Documentation (Reo & Yard QA)"
"3c063557-efb2-5162-808a-0d94a3c04d94","","checkpoint-status","not-started","1. Standard:d5983ea3-a2ee-4f20-bfab-4da717da2479:1e3071dd-4e8a-4340-b0a5-2bb273e9bf8c","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-94","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload reinforcing detail sheets"
"e38edb0d-d3f3-54c5-83aa-8b2e94f8c27f","","checkpoint-status","not-started","1. Standard:d5983ea3-a2ee-4f20-bfab-4da717da2479:d2c59a81-31c5-4cf1-ad9f-ffb5eae98a87","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-94","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload Photo of Reinforcing Stock Bundle Tags (Cast # Tracking)"
"ce47f4d0-e660-5f37-9808-2a94d335b4e1","","checkpoint-status","not-started","1. Standard:d5983ea3-a2ee-4f20-bfab-4da717da2479:61db57d7-8ee6-41f7-b4b7-0b4ef3f0109a","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-94","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload Concrete test results"
"2cb6d3b2-c4d2-4f39-8c3e-16e884339739","","checklist-sectioned","work-in-progress","1. Standard","checklist","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-95"
"6ce9ae94-d5a9-5e70-a077-b47dc978a8a1","","checkpoint-group","pass","1. Standard:d84a9143-8c84-4cc2-b575-bd3288fd86a9","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-95","Precast Element Details"
"52d1c077-69cf-51e0-8bc7-2bc6c87cf70f","","checkpoint-status","pass","1. Standard:d84a9143-8c84-4cc2-b575-bd3288fd86a9:1932e93b-d3e9-402f-83d0-e322d0c77950","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Precast Element Details","Concrete Details Complete"
"2deaf933-8601-5561-831e-d7d438fcabc6","","checkpoint-group","work-in-progress","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-95","Reinforcing Yard Checks (Reo QA)"
"511d972e-ea72-51b4-9672-4a93dcdc7136","","checkpoint-status","pass","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:21d3dbc3-941c-48c6-a5ee-c5b912086cbb","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Reinforcing Yard Checks (Reo QA)","Operative on the reinforcing cutting line has uploaded clear photo of open stock bundle boar"
"8b6a8103-81fc-5597-924e-0d41e3851dda","","checkpoint-status","pass","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:bb308721-634f-4bbe-84b3-d179a4e31d53","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Reinforcing Yard Checks (Reo QA)","Cut and bent bars checked off against detail sheet"
"b035871f-6b63-5601-84d1-d14ea16108ae","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:61dd630f-70fb-4725-9653-100c8b5910fa","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Reinforcing Yard Checks (Reo QA)","Perimeter bars and spacing marks confirmed"
"12cac9a4-3882-584c-a638-bdfd4257b4a4","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:6f468d98-e7a3-4541-956f-64ebaa447fb1","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Reinforcing Yard Checks (Reo QA)","Cast in Items checked and marked on cage (Dross Ducts, Inserts Weld Plates)"
"e961c479-cc41-5eeb-b098-981561d1d11c","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:5f0cdd3a-3cf3-4908-a9a4-9f9c9b156a08","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Reinforcing Yard Checks (Reo QA)","Overall cage dimensions in plan checked and there will be sufficient concrete cover to edges"
"4a233802-bcb6-51a1-b4e4-21c3499717df","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:2f4fa979-ff3c-4149-a392-16a2624a489a","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Reinforcing Yard Checks (Reo QA)","Overall cage thickness checked and there will be sufficient cover to MF and TF"
"797205ed-eb7a-5875-a625-cd4aac9c42a0","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:e8337ee1-4b43-4477-897a-dbee87ff9293","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Reinforcing Yard Checks (Reo QA)","There is sufficient cover to rebates around openings or along edge forms"
"811cf0e7-7bd2-58c3-9426-99185f70bdd7","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:60e24774-6ebd-4386-b1a7-eea778d30cad","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Reinforcing Yard Checks (Reo QA)","Weld plates can be fitted to cage in correct locations?"
"7a805f56-361a-5c86-bbc2-ffa45c1fbfbf","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:b6cb4e1e-70c6-44ed-9da7-8c45faeb52bb","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Reinforcing Yard Checks (Reo QA)","Reinforcing details checked/highlighted off against shop drawing (upload photo)"
"1f945632-af4e-5ada-a13e-c251264b5bd7","","checkpoint-group","pass","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-95","Formwork Set  Up Checks (Tables QA)"
"3f87f7fe-67d9-57d8-8582-21c084dddbaa","","checkpoint-status","pass","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:d40db9c7-f72c-4b19-90ab-3ec27f928208","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Formwork Set  Up Checks (Tables QA)","Sides Straight & Magnets Fastened"
"e0ed389d-689d-5c4d-a165-f0f7604d44a8","","checkpoint-status","pass","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:2b3fa28c-1d02-48bd-b200-601d54771389","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Formwork Set  Up Checks (Tables QA)","Mould Face Clean"
"f5eaf08c-3e45-52d3-bf2a-576621ad141c","","checkpoint-status","pass","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:e6e2a50f-eba6-40cb-9fce-8a4a426d4cf9","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Formwork Set  Up Checks (Tables QA)","Length/Width/Thickness/Cutouts"
"0df42bfb-4e83-504d-b4f0-8afbf96017bc","","checkpoint-status","pass","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:13fc42e5-8241-4772-aec1-1a316f3a7e9c","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Formwork Set  Up Checks (Tables QA)","Edge Details & Rebates"
"49cebc07-eb70-5804-9351-5de3abd0e8ee","","checkpoint-status","not-applicable","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:27cc08be-13b6-47e1-ac43-9706d28bba35","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Formwork Set  Up Checks (Tables QA)","MF Weld plates in correct location and siliconed to table"
"a26bee6f-8f50-5485-9aba-33a3b721961f","","checkpoint-group","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-95","Prepour Checks (Tables QA)"
"53b18126-92e1-5d9b-bb75-915a5abf66bd","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:047df753-120f-4610-94b6-da1a778ffb3a","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Prepour Checks (Tables QA)","Main Reinforcing"
"b7a6472f-0435-59f6-8ecf-c83a55d03f63","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:02e1bc10-24ee-4489-a785-f76908e00040","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Prepour Checks (Tables QA)","Starters"
"b7948c62-8b57-54d7-b47f-45af483167c7","","checkpoint-status","not-applicable","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:cf30138b-9391-404e-9b21-a90eaaddc739","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Prepour Checks (Tables QA)","Stirrups"
"fde12500-4357-5df1-b7ba-dfef7b228c9a","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:2c93000e-df16-4f5a-abd6-6dd011d50995","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Prepour Checks (Tables QA)","Lifters"
"87c748a6-056e-55e3-91e1-eeabaf88bb43","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:8b61f742-fb4b-49f1-adb7-6a95ea675e1e","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Prepour Checks (Tables QA)","Mould Cleaned & Oiled"
"8a6db1a1-435c-5e64-aaac-31e7d8443133","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:d055ca06-4e18-49ac-a1e8-81e7ac04fd05","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Prepour Checks (Tables QA)","Tie wire Trimmed"
"697c8653-86d1-534b-a878-487aeb09a8a7","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:e6f91a9a-a7f7-4310-8447-569cab61266c","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Prepour Checks (Tables QA)","General Photos Attached"
"be1f5276-692a-5a1d-be78-8876e5e166ab","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:3405a17f-5544-4ff9-b719-a98f61a86cc4","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Prepour Checks (Tables QA)","Concrete Docket Attached"
"e2382660-9b14-514b-b000-fed776e6553a","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:952645dd-8ca5-4f13-8211-12855b63e93e","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Prepour Checks (Tables QA)","Shop Drawing Checked Off (attach photo)"
"af9b19e8-837b-541c-909c-cdc8452a1895","","checkpoint-group","not-started","1. Standard:6fb22540-791f-4672-893d-f31573baf76a","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-95","Post Pour (Table Supervisor)"
"d2ddf564-9f3f-5056-974f-17f117b5f7d1","","checkpoint-status","not-started","1. Standard:6fb22540-791f-4672-893d-f31573baf76a:011988be-f85f-4982-ac4e-b38005829f51","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Post Pour (Table Supervisor)","Confirm formwork has not shifted during placing of concrete"
"4ef57d59-a9cd-56bc-9548-bca058ffb09a","","checkpoint-status","not-started","1. Standard:6fb22540-791f-4672-893d-f31573baf76a:76ff4f8e-3455-4f9a-b0ba-666b97833255","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Post Pour (Table Supervisor)","Face lifters placed in correct location"
"5b345b70-6407-5dfc-9b84-81670738823b","","checkpoint-status","not-started","1. Standard:6fb22540-791f-4672-893d-f31573baf76a:ad8ff1a0-6dec-49f7-9e37-900190a90c67","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Post Pour (Table Supervisor)","Roughening Lines Correct"
"e7902f0c-67bd-53b1-a063-e5713986d081","","checkpoint-group","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-95","Demould Inspection (Yard QA)"
"47d7c933-7bd4-5774-ad64-1ed9de64e00d","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:d3e6b064-135b-4970-bc0f-2546302171e5","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Demould Inspection (Yard QA)","Panel correctly labeled (check against shop drawing)"
"934f2ad9-d932-5d71-9caa-ed18a6a18481","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:e6c5e5c5-6852-4003-9d16-39c4cb350dbe","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Demould Inspection (Yard QA)","Grout holes for Drossbach Ducts have been drilled (top and bottom)"
"feffdaf4-35ae-5c45-9dd5-a43a3542566f","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:56b159f9-3248-40e1-93d6-65d10aef0265","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Demould Inspection (Yard QA)","Bottom of Drossbach Duct is clear (any slurry/grout has been removed)"
"f8124851-958e-5a48-a8da-a77b2c1438e6","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:3f743f29-ffa5-4c98-861f-2f4538934a04","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Demould Inspection (Yard QA)","All lifters have been cleared/cleaned out (including top lifters for install)"
"5c3ae31c-9557-5ca0-90b4-3e1876984aee","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:6e151f2c-1aea-4e9f-8a39-67f32a7a864b","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Demould Inspection (Yard QA)","All Inserts have been exposed and nail plates removed (caps that came with Ancon fixings should be put back on)"
"6de485ad-9bad-5f32-823f-d3cd49ea8b87","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:2d6e8696-933b-4cc6-8c77-5022cd7b9a52","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Demould Inspection (Yard QA)","Stitch joints have been jet washed"
"8b9791c9-ba12-5251-b0e3-7bca83752755","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:93b9787d-01fd-4329-b273-ffa611d0b113","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Demould Inspection (Yard QA)","MF roughening's jet washed"
"ba7ca3bb-ede8-5a18-a483-c22b826644d7","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:914e3e46-ff77-4c1e-9cd6-68e95560cf07","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Demould Inspection (Yard QA)","NF chamfers and square edges rounded with cup stone"
"b77c4a79-3a9a-5c69-9640-522f946a7247","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:29141e77-230c-4730-9ee5-c7e1154f64c7","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Demould Inspection (Yard QA)","Weld plates cleaned (NF weld plates to be cleaned with cup stone)"
"50281df5-a735-5e87-96a0-42462af1e6ca","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:7df3d99b-fd2f-4f5c-b342-49e0c0c77e9c","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Demould Inspection (Yard QA)","Grade 300 starters bent up for transport (only bend starter down if transport height is increased by bending up)"
"a3c3ddbc-a9fc-553d-8a38-2d66a784da2c","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:b9226aa3-a7b3-4984-a07e-0eccc606f8b7","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Demould Inspection (Yard QA)","Grade 500 starters are straight"
"f60ae38c-f004-5890-9edd-cf53b431d750","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:5a662ac8-5324-46be-9f10-a95e8560313c","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Demould Inspection (Yard QA)","NF Quality acceptable (attach photo)"
"5c1539ae-1bdb-512e-be48-cbde2cf1dedb","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:62092cdc-b8a7-4c62-8b45-f6a626b21b4d","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Demould Inspection (Yard QA)","MF Quality acceptable (attach photo)"
"1b119e24-786b-5089-b8c2-1b6962e5898e","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:ce5dad22-2dfd-48f0-965a-ea2f8b68cfd1","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Demould Inspection (Yard QA)","Structural repairs required (if yes photograph before)"
"f29f21d5-317f-55e4-9454-78b495b5f1eb","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:d3e25f44-1624-4154-bf04-eba35b26b459","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Demould Inspection (Yard QA)","Shop drawing checked off"
"46deb09e-ac1b-5233-bbe9-8b4600f1c38a","","checkpoint-group","not-started","1. Standard:4617a534-6160-4bc3-a752-3471546931a2","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-95","Overall Panel Quality (Yard QA)"
"a12a144a-3741-5de5-992f-4cd57a664ea7","","checkpoint-status","not-started","1. Standard:4617a534-6160-4bc3-a752-3471546931a2:2f318a3d-ca93-4700-8e8d-01f94e206b03","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Overall Panel Quality (Yard QA)","Overall Panel Quality Ratings Recorded Below"
"819fb76a-4068-53d4-ac05-d4b8f11c676d","","checkpoint-group","not-started","1. Standard:d4ca5b98-3953-4889-80a6-ebd3fa525a3a","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-95","Loading Out (Yard QA)"
"95bd26cb-3091-59bc-b936-ce9f37d0fa5b","","checkpoint-status","not-started","1. Standard:d4ca5b98-3953-4889-80a6-ebd3fa525a3a:0bd8001d-5ed9-4869-ab96-060ed89d02c2","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Loading Out (Yard QA)","Load Docket Given to Driver"
"aa6b4c9f-4e04-56d8-9dd4-06928e4ad140","","checkpoint-status","not-started","1. Standard:d4ca5b98-3953-4889-80a6-ebd3fa525a3a:e02acfd2-7889-4046-b780-ce16fe02e827","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Loading Out (Yard QA)","Photo take of Panel on Truck"
"c6b9ff7a-01b0-5c55-8991-8c4bf777170c","","checkpoint-status","not-started","1. Standard:d4ca5b98-3953-4889-80a6-ebd3fa525a3a:4c41b5af-368a-4395-8e1b-949e64f5a502","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Loading Out (Yard QA)","No remedial work required on site"
"c8c41d60-879f-50b3-801b-75fffeb9b347","","checkpoint-group","work-in-progress","1. Standard:d5983ea3-a2ee-4f20-bfab-4da717da2479","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-95","Test Results, Certificates and Documentation (Reo & Yard QA)"
"43e9c954-d848-5be3-9cd8-db07624247a8","","checkpoint-status","pass","1. Standard:d5983ea3-a2ee-4f20-bfab-4da717da2479:1e3071dd-4e8a-4340-b0a5-2bb273e9bf8c","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload reinforcing detail sheets"
"fc1d7d9e-d9c1-5d44-8a1a-50d25e312e35","","checkpoint-status","pass","1. Standard:d5983ea3-a2ee-4f20-bfab-4da717da2479:d2c59a81-31c5-4cf1-ad9f-ffb5eae98a87","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload Photo of Reinforcing Stock Bundle Tags (Cast # Tracking)"
"985a0986-4874-52f8-add0-cc0f6e4cb391","","checkpoint-status","not-started","1. Standard:d5983ea3-a2ee-4f20-bfab-4da717da2479:61db57d7-8ee6-41f7-b4b7-0b4ef3f0109a","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-95","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload Concrete test results"
"4ef4db7f-fa9c-4c07-bf9d-bed326441554","","checklist-sectioned","work-in-progress","1. Standard","checklist","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-96"
"771883ad-1fdd-5f96-9607-ad34b3173b62","","checkpoint-group","pass","1. Standard:d84a9143-8c84-4cc2-b575-bd3288fd86a9","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-96","Precast Element Details"
"f4b68aee-4426-5a40-9c89-91476ceeb7c8","","checkpoint-status","pass","1. Standard:d84a9143-8c84-4cc2-b575-bd3288fd86a9:1932e93b-d3e9-402f-83d0-e322d0c77950","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Precast Element Details","Concrete Details Complete"
"b40dd08b-e273-54f9-a49b-e5c8d5f04528","","checkpoint-group","work-in-progress","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-96","Reinforcing Yard Checks (Reo QA)"
"d445e3ee-7392-5152-aa84-d1a6c7f8832d","","checkpoint-status","pass","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:21d3dbc3-941c-48c6-a5ee-c5b912086cbb","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Reinforcing Yard Checks (Reo QA)","Operative on the reinforcing cutting line has uploaded clear photo of open stock bundle boar"
"f4092073-60fe-5d11-bd1c-5bdbb5359050","","checkpoint-status","pass","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:bb308721-634f-4bbe-84b3-d179a4e31d53","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Reinforcing Yard Checks (Reo QA)","Cut and bent bars checked off against detail sheet"
"e329723c-98d2-50af-877b-be4c6219940a","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:61dd630f-70fb-4725-9653-100c8b5910fa","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Reinforcing Yard Checks (Reo QA)","Perimeter bars and spacing marks confirmed"
"4fe972ea-8c83-5416-bf5a-b8b40a750b83","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:6f468d98-e7a3-4541-956f-64ebaa447fb1","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Reinforcing Yard Checks (Reo QA)","Cast in Items checked and marked on cage (Dross Ducts, Inserts Weld Plates)"
"f9d8aa3e-d2a0-5c5f-9272-848eb10a582f","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:5f0cdd3a-3cf3-4908-a9a4-9f9c9b156a08","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Reinforcing Yard Checks (Reo QA)","Overall cage dimensions in plan checked and there will be sufficient concrete cover to edges"
"7b553691-732c-5511-9e04-7760e0ab0ba0","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:2f4fa979-ff3c-4149-a392-16a2624a489a","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Reinforcing Yard Checks (Reo QA)","Overall cage thickness checked and there will be sufficient cover to MF and TF"
"8798c7fc-24a8-5e86-b4e8-033fccb101a5","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:e8337ee1-4b43-4477-897a-dbee87ff9293","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Reinforcing Yard Checks (Reo QA)","There is sufficient cover to rebates around openings or along edge forms"
"573d880f-825c-5cac-8912-26c59a59fb7e","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:60e24774-6ebd-4386-b1a7-eea778d30cad","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Reinforcing Yard Checks (Reo QA)","Weld plates can be fitted to cage in correct locations?"
"bb782273-2880-5e51-ae3c-db1432b40657","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:b6cb4e1e-70c6-44ed-9da7-8c45faeb52bb","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Reinforcing Yard Checks (Reo QA)","Reinforcing details checked/highlighted off against shop drawing (upload photo)"
"fac52c69-24f5-5b61-b933-5d96465fa6c0","","checkpoint-group","pass","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-96","Formwork Set  Up Checks (Tables QA)"
"5977185b-b714-58e6-8390-7c7cde7e4198","","checkpoint-status","pass","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:d40db9c7-f72c-4b19-90ab-3ec27f928208","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Formwork Set  Up Checks (Tables QA)","Sides Straight & Magnets Fastened"
"0c9ffb67-06a9-5865-9a8d-796b5088dbca","","checkpoint-status","pass","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:2b3fa28c-1d02-48bd-b200-601d54771389","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Formwork Set  Up Checks (Tables QA)","Mould Face Clean"
"52f1ebf8-19de-5415-8100-c854d23569e5","","checkpoint-status","pass","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:e6e2a50f-eba6-40cb-9fce-8a4a426d4cf9","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Formwork Set  Up Checks (Tables QA)","Length/Width/Thickness/Cutouts"
"f706e363-3072-5601-a6c6-4a907af8d5a8","","checkpoint-status","pass","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:13fc42e5-8241-4772-aec1-1a316f3a7e9c","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Formwork Set  Up Checks (Tables QA)","Edge Details & Rebates"
"fd5131ae-fa63-599f-bf2a-68ee74219e66","","checkpoint-status","not-applicable","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:27cc08be-13b6-47e1-ac43-9706d28bba35","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-96","Formwork Set  Up Checks (Tables QA)","MF Weld plates in correct location and siliconed to table"
