"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"dcf05f67-0322-41e8-ad70-998e607aa7e5","","folder-normal","","","step","TRUE","FALSE","H&S"
"3bc61d22-173a-4488-a2a7-5d82eea6736c","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 27/9/22"
"59986f29-8ec6-4e04-b64e-f4cb3be5f6f2","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 4/10/22"
"d6b46f39-ccd8-43bc-a509-3053b6019130","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 12/10/22"
"91efe5f5-6111-43eb-93d6-5f238fafa5a7","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 18/10/22"
"15694d13-bab4-4012-aaac-581317f89331","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 26/10/22"
"c4dbc3e8-dca6-46ec-a8c8-8d383f51085c","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 2/11/22"
"60c46f42-f6e5-49d0-a798-534d699e38f7","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 9/11/22"
"e5917a63-4be1-44c3-81e1-00406b50259b","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 15/11/22"
"925e638a-fdd8-4522-85ef-b1f2f185626c","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 23/11/22"
"a7142677-6524-4b56-9e01-83ae1c57bd96","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 28/11/22"
"de0754d9-2013-46c1-adc1-54670d9b207a","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 06/12/22"
"32f99f14-a134-4a8e-a2c1-082aaabf2e17","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 13/12/22"
"d5cc2175-5795-46c5-b2d7-b173b8f271a5","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 10/1/23"
"153284d4-204a-4170-8c93-352b77bc4ce8","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 17/1/23"
"3290394a-d09f-4958-a698-04c4c49953f1","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 24/01/23"
"e9714857-219b-4b23-a101-bb0eb725b58d","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 01/02/23"
"fa57f98a-e54b-46f6-b038-6998d834010f","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 07/02/23"
"ce96c8dc-f326-47aa-a912-695b0b232125","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 16/02/23"
"c4d5d340-0d88-4f6c-8210-b23704c6b4b3","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 21/02/23"
"07e5462c-5d3e-4cac-9897-a3b167437d02","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 1/03/23"
"94b008d0-1177-4b16-9b58-be31624ad636","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 07/03/23"
"c441bb90-fa2c-4bb5-b2cc-8cbe575cd5dc","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 17/03/24"
"7a792699-4149-4186-a1ac-4afe4e85c0b2","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 22/03/23"
"10b2cbd5-1efe-4a84-b84b-3b85fdb856bb","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 30/03/23"
"4f154efa-a434-4f42-acc3-ebf4674a9361","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 04/04/23"
"36c5e612-cf49-4e64-a22f-893577373719","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 12/04/23"
"c88c539e-2885-4043-8140-b40ef80e9ad9","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 19/04/23"
"3d36467f-952e-4cc8-a650-df9d4bae36ed","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 26/04/23"
"6e14ae83-1d7b-4ab1-b456-ecefa5824977","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 04/05/23"
"fe7a0f7f-f9f6-40ff-ae44-84c613a7ff50","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 12/05/23"
"fac53a27-ab07-4217-9f3a-a3408de3651f","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 18/05/23"
"ac2ecfec-6f1d-4c0e-b4a9-49639429cf6b","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 25/5/23"
"8216fcee-bcec-433f-9889-9d7ab1fa17b7","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 02/06/23"
"773f73ed-fba1-4856-92a3-2c61aa63b83a","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 09/06/23"
"22a40283-4da3-4791-893b-2efe5b084ec1","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 15/06/2023"
"d287bdb1-2994-4222-b014-776c87484640","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 21/6/23"
"c8389fd7-ae6e-461a-a76c-90d06e2a7b6c","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 30/6/23"
"beeb3103-da03-433c-a0ab-eb3b984f6076","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 7/7/23"
"c7418191-aac8-4766-b3a0-82d20e254bb5","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 13/7/23"
"c5a3f7f9-db3e-45ee-9792-73c48ba203e3","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 21/7/23"
"5d7f62f1-e437-4f42-a10b-722e4d2e389c","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 28/07/23"
"d4a4587d-e186-4150-ac87-6cb1430bd031","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 04/08/23"
"95f6b95f-bf24-493f-bef8-e14544ced2c3","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 11/08/23"
"65b21287-e1dd-40c7-90ea-7481acf62d5d","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 18/8/23"
"8849ddb2-3d5f-4575-8eb0-a44717bf5af6","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 24/8/23"
"f62ca1ee-07ec-4e08-a032-dd5c44cc9f9a","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 1/09/23"
"f192c6b8-f221-4feb-9e8b-dd83edac137b","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 8/09/23"
"99cd4939-bfb3-4a9d-b7ba-bcde2aa0988c","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 15/09/23"
"aeb4eac8-13bc-4a0a-a14e-f218c3dccda8","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 22/09/2023"
"7c40504a-f396-4298-8a66-1d09b39f442a","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 29/09/2023"
"3089fc62-e0e9-44d7-a5e4-4689beee8fc0","","folder-normal","","","step","TRUE","FALSE","Site Instruction/Variations"
"3044b6ac-5b0f-4974-95a1-e23caa0099f9","","folder-normal","","","step","TRUE","FALSE","Site Instruction/Variations","Douw's Dayworks "
"446402a8-a6b0-4409-9fa3-9b2f48aa4fcc","","checklist-flat","","QA - Korok Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 3","Zone 4","Korok"
"2d997b0e-1e2b-41bd-b3c4-80347bb26c71","","checklist-flat","","QA - Timber Framing Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 3","Zone 4","Timber Framing"
"aa3a6473-02c7-4a40-aa53-89fc85532ada","","checklist-flat","","QA - Sheet Linning Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 3","Zone 4","Sheet Linning"
"799eba8c-0539-4f40-9d5f-9045cf17d512","","checklist-flat","","QA - Wraps/Tape Install Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 3","Zone 4","Wraps/Tape Install"
"9eea2f76-5835-49e3-a64b-42671e1e1d1b","","checklist-flat","","QA - Steel Stud Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 3","Zone 4","Steel Stud"
"4c3cc769-057c-4644-bfbe-bf49a3bc2bb6","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 4"
"4f8374fc-344f-4b1d-b94f-67dbe9b7c3a3","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 4","Zone 1"
"fa9b9331-d8c7-453a-abea-76dcabc3e399","","checklist-flat","","QA - Timber Framing Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 4","Zone 1","Timber Framing"
"e61cc741-d6d4-4557-9c77-e87ced324cd2","","checklist-flat","","QA - Sheet Linning Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 4","Zone 1","Weatherline"
"52a19278-2362-4e2a-8c3e-a59f66df944a","","checklist-flat","","QA - Wraps/Tape Install Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 4","Zone 1","Wraps/Tape Install"
"8f256673-f538-45a5-ad8e-69d59230a2eb","","checklist-flat","","QA - Steel IT Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 4","Zone 1","Steel IT"
"095071a1-e987-44f5-b040-48ab16010586","","checklist-flat","","QA - Steel Stud Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 4","Zone 1","Steel Stud"
"648a3d55-5dda-4aef-862e-0dc6b3545f2e","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 4","Zone 2"
"df0d318a-b011-4691-bb62-9a99b80d215c","","checklist-flat","","QA - Timber Framing Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 4","Zone 2","Timber Framing zone 2 level 4"
"3fb20976-c839-4154-8d11-f8e91e3ad81c","","checklist-flat","","QA - Korok Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 4","Zone 2","Korok"
"05d0e045-c208-4762-b2d8-a69fc61ec6ff","","checklist-flat","","QA - Sheet Linning Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 4","Zone 2","Sheet Linning"
"2fd28dd4-8406-4208-939c-415a3f07977e","","checklist-flat","","QA - Wraps/Tape Install Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 4","Zone 2","Wraps/Tape Install"
"e116b934-f7c7-45e8-8292-8fbffe8ba912","","checklist-flat","","QA - Steel Stud Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 4","Zone 2","Steel Stud"
"a45f0c36-6a6a-4574-89ef-fba43d59a2ee","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 4","Zone 3"
"e0fb37e9-b035-43d4-bb0f-d72aea6700d5","","checklist-flat","","QA - Korok Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 4","Zone 3","Korok"
"377c4cef-2165-48a8-b164-0939c28f02d7","","checklist-flat","","QA - Timber Framing Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 4","Zone 3","Timber Framing"
"38c70629-b4f1-444f-a784-aa56f7eb8f39","","checklist-flat","","QA - Sheet Linning Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 4","Zone 3","Sheet Linning"
"d8c8cb4b-b8bf-44c9-b515-12415d8cadd7","","checklist-flat","","QA - Wraps/Tape Install Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 4","Zone 3","Wraps/Tape Install"
"b3c8045c-3d87-4f25-b4ad-d334b6a1f3b3","","checklist-flat","","QA - Steel Stud Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 4","Zone 3","Steel Stud"
"9cc0a2ba-425e-4e75-a824-9b3091b71eb4","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 4","Zone 4"
"79267f3c-f50e-421c-bb41-75dbea6fe29c","","checklist-flat","","QA - Korok Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 4","Zone 4","Korok"
"8b882940-1e4c-4c4a-b1a0-a19978566fa4","","checklist-flat","","QA - Timber Framing Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 4","Zone 4","Timber Framing"
"a12aa96d-49bf-4bac-baf2-e643ec87ecec","","checklist-flat","","QA - Sheet Linning Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 4","Zone 4","Sheet Linning"
"5255cbdd-51d5-4438-8504-94763d0f0aae","","checklist-flat","","QA - Wraps/Tape Install Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 4","Zone 4","Wraps/Tape Install"
"d4ea6f31-bec1-4ad2-b1ac-0795194f307b","","checklist-flat","","QA - Steel Stud Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 4","Zone 4","Steel Stud"
"3b6803f4-7bbc-40f5-a16f-79d8cde1682d","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 5"
"51b049e8-7143-4785-9221-f8898118eb61","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 5","Zone 1"
"2eb19afd-5b78-4be5-a9e1-3cab08aacd55","","checklist-flat","","QA - Korok Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 5","Zone 1","Korok"
"96fb0152-de03-4fb5-ade8-d04d14ffc3ed","","checklist-flat","","QA - Steel IT Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 5","Zone 1","Steel IT"
"d415d9e5-4320-48e0-951b-01e20be0a534","","checklist-flat","","QA - Sheet Linning Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 5","Zone 1","Sheet Linning"
"2e7215e3-79bb-4db7-b9fe-f67957aec1e1","","checklist-flat","","QA - Wraps/Tape Install Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 5","Zone 1","Wraps/Tape Install"
"9969d62b-ce6f-4dff-85d4-aafdc26162f0","","checklist-flat","","QA - Soffits Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 5","Zone 1","Soffits"
"73593bef-a3f4-4097-b689-e11300ed8bf9","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 5","Zone 2"
"c951fc32-667f-4a43-8b7a-58ebd3c3f4fa","","checklist-flat","","QA - Steel IT Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 5","Zone 2","QA - Steel IT Checklist by"
"223ceebe-3cc7-402f-adb0-56431d17c0dd","","checklist-flat","","QA - Korok Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 5","Zone 2","QA - Korok Checklist"
"545219f1-b0ea-43cc-b9e4-94f6369a18c2","","checklist-flat","","QA - Sheet Linning Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 5","Zone 2","Sheet Linning"
"05a73365-b365-40e1-9bc4-d532e074d7d3","","checklist-flat","","QA - Wraps/Tape Install Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 5","Zone 2","Wraps/Tape Install"
"2a92a7a0-c59d-45c5-9e5a-adbaf4aca906","","checklist-flat","","QA - Soffits Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 5","Zone 2","Soffits"
"eef8656f-132c-4f5d-be5b-2c56d87dc576","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 5","Zone 3"
"8b1495da-f22a-46ff-96fe-b727d8808af6","","checklist-flat","","QA - Korok Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 5","Zone 3","Korok"
"3f0942e1-87de-4ee6-aba5-35fe570b5c4c","","checklist-flat","","QA - Steel IT Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 5","Zone 3","Steel IT"
"39547852-de40-4b38-8b1a-8676cd8dc75a","","checklist-flat","","QA - Sheet Linning Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 5","Zone 3","Sheet Linning"
"5ed5a751-cedd-417d-ad14-65059e0e4f7c","","checklist-flat","","QA - Wraps/Tape Install Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 5","Zone 3","Wraps/Tape Install"
"69893625-6d06-4dd8-be9d-90b4352f1697","","checklist-flat","","QA - Soffits Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 5","Zone 3","Soffits"
"262456de-83c4-4acf-998c-fa80a4525563","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 5","Zone 4"
"133e4796-e241-4e79-858e-a2fa558ceb1a","","checklist-flat","","QA - Korok Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 5","Zone 4","Korok"
"ac8cf657-587a-45c6-b25d-9e43e4fd8d76","","checklist-flat","","QA - Steel IT Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 5","Zone 4","Steel IT"
"95a9b9a9-35b7-46b1-8b35-51a46cd2069a","","checklist-flat","","QA - Sheet Linning Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 5","Zone 4","Sheet Linning"
"62a668c0-0ee4-4b53-b905-b18ff28aa952","","checklist-flat","","QA - Wraps/Tape Install Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 5","Zone 4","Wraps/Tape Install"
"51ce76cf-6844-43b9-ac0b-d0b87bb9d5e2","","checklist-flat","","QA - Soffits Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 5","Zone 4","Soffits"
"b5d9b859-9532-45e3-a06d-58461b8654fa","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Roof"
"f2cc9365-1b78-4fad-b5cd-8f1dec27518b","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Roof","Zone 1"
"403f8c34-7867-4397-a1f9-872f06ea87bf","","checklist-flat","","QA - Steel IT Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Roof","Zone 1","Steel IT"
"3fdac5e6-cc5f-4d58-a1d6-56c6d36cc91e","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Roof","Zone 2"
"bd8f6064-3da2-4755-b45b-76af7b4e758b","","checklist-flat","","QA - Steel IT Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Roof","Zone 2","Steel IT"
"fd95e8e4-5459-4605-9786-98558b919abd","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Roof","Zone 3"
"f1c4e439-2b21-434e-b673-7d889f2692cf","","checklist-flat","","QA - Steel IT Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Roof","Zone 3","Steel IT"
"b8d01be3-e2af-4d26-9ff9-72b83970f2ae","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Roof","Zone 4"
"54d5cc24-040c-4e76-ba5a-60430e935479","","checklist-flat","","QA - Steel IT Checklist","checklist-flat","FALSE","FALSE","Site QA","Building A","Roof","Zone 4","Steel IT"
"1b0c5eeb-d50f-4ca1-849a-ec2c907f0bbf","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B"
"c9b24a8b-1ad7-4eff-88de-dc2da3041a11","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Building "
"99cf1de9-1766-44db-94c0-a7d6acbd50fd","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Building ","Level 2 Zone 2"
"06ef260d-d756-42ed-8ce9-9c9a02138396","","checklist-flat","","QA - Timber Framing Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Building ","Level 2 Zone 2","Timber Framing"
"73281f68-86b1-4f7c-be96-d01435bf4a5c","","checklist-flat","","QA - Sheet Linning Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Building ","Level 2 Zone 2","Weatherline"
"593aa7cf-5c1f-4a7a-a0f5-8170a524c5b3","","checklist-flat","","QA - Wraps/Tape Install Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Building ","Level 2 Zone 2","Wraps/Tape Install"
"7399df8a-10d4-422a-9f04-e55e8d80de9d","","checklist-flat","","QA - Korok Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Building ","Level 2 Zone 2","Korok"
"6210bcee-3ccd-4801-a981-f9a5423be05b","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Building ","Level 2 Zone 2","Apt 201"
"c29e42cc-504c-4049-bcb0-1687ce56708c","","checklist-flat","","QA - Steel Stud Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Building ","Level 2 Zone 2","Apt 201","Steel Stud"
"8e5d1d96-2ea6-4c12-a0ca-4b497852eb7e","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Building ","Level 2 Zone 2","Apt 202"
"1fef9879-fbec-42b7-824a-92582f29e906","","checklist-flat","","QA - Steel Stud Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Building ","Level 2 Zone 2","Apt 202","Steel Stud"
"f4db8f56-2e37-4ef3-b647-23ed648a99e7","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Building ","Level 2 Zone 2","Common"
"6041e9b2-67cc-4e7a-a3e6-45da53b69c94","","checklist-flat","","QA - Steel Stud Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Building ","Level 2 Zone 2","Common","Steel Stud"
"19d4aec6-9dc3-4820-9f9b-4a3847335504","","checklist-flat","","QA - Doors Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Building ","Level 2 Zone 2","Common","Doors"
"0071e00c-3aac-4fcc-af12-f33fce4d1d4f","","checklist-flat","","QA - Trims Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Building ","Level 2 Zone 2","Common","Trims"
"b0f73ece-65d0-403f-9862-b4a0c6991233","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Building ","Level 2 Zone 1"
"14534d39-6b7c-48df-9290-6b1019605531","","checklist-flat","","QA - Timber Framing Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Building ","Level 2 Zone 1","Timber Framing"
"98659cc0-dfef-444b-828b-5a3b95985848","","checklist-flat","","QA - Sheet Linning Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Building ","Level 2 Zone 1","Weatherline"
"06419840-f5d2-4b28-b0b4-fbf69b994c13","","checklist-flat","","QA - Wraps/Tape Install Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Building ","Level 2 Zone 1","Wraps/Tape Install"
"ed0376ad-8d6d-4e34-a8a1-efa61b1f125e","","checklist-flat","","QA - Korok Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Building ","Level 2 Zone 1","Korok"
"afb09f99-7457-4e73-a907-36341ed95970","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Building ","Level 2 Zone 1","Apt 203"
"79c9f70c-3eef-43c8-9846-627e334f0547","","checklist-flat","","QA - Steel Stud Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Building ","Level 2 Zone 1","Apt 203","Steel Stud"
"ea386b14-0001-4d0d-a5e3-ba673acad2f6","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Building ","Level 2 Zone 1","Apt 204"
"4a2f9912-2512-4408-a07a-e77c59558c50","","checklist-flat","","QA - Steel Stud Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Building ","Level 2 Zone 1","Apt 204","Steel Stud"
"bc3e11e0-b66d-45b9-ac5d-0c6fe0c11e65","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Building ","Level 2 Zone 1","Common"
"a4bd0e8a-4a08-4c60-98bc-9bd63e0151f4","","checklist-flat","","QA - Steel Stud Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Building ","Level 2 Zone 1","Common","Steel Stud"
"205fe8c7-d4f2-47df-bdea-deb51df2c2bd","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Building ","Level 3 Zone 1"
"2bc6b273-a696-4519-b1e1-a1f7c2509a4c","","checklist-flat","","QA - Timber Framing Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Building ","Level 3 Zone 1","Timber Framing"
"6f6db382-623a-41ff-9bc3-34b77d934d04","","checklist-flat","","QA - Sheet Linning Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Building ","Level 3 Zone 1","Sheet Lining"
"fae7c24b-f995-47f1-8181-c526ad761593","","checklist-flat","","QA - Wraps/Tape Install Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Building ","Level 3 Zone 1","Wraps/Tape Install"
"6af3c725-a7c9-4e7d-9c3e-dfea9e45606d","","checklist-flat","","QA - Korok Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Building ","Level 3 Zone 1","Korok"
"bdf31f75-4655-404c-bec6-744782082edd","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Building ","Level 3 Zone 1","Apt 305"
"f30afb9e-64a4-4776-9d8f-9fb833720c02","","checklist-flat","","QA - Steel Stud Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Building ","Level 3 Zone 1","Apt 305","Steel Stud"
"1a3e6dcd-3401-402c-b1b3-f52505c52244","","checklist-flat","","QA - Doors Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Building ","Level 3 Zone 1","Apt 305","Doors"
"81ff01a9-c694-4d79-a77d-38d3bd845dfa","","checklist-flat","","QA - Trims Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Building ","Level 3 Zone 1","Apt 305","Trims"
"399ada57-3e37-49b9-9749-431799e43156","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Building ","Level 3 Zone 1","Apt 306"
"a2edbb22-57b0-454d-904b-d925bc4ca924","","checklist-flat","","QA - Steel Stud Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Building ","Level 3 Zone 1","Apt 306","Steel Stud"
