type,name,values,prefix,postfix,usage count,user addable,template name,,,,,
text,Date completed,,,,,,,,,,,
checkpoint,Sign-Off Records completed,,,,,,,,,,,
label,FINAL - Pass when happy to proceed with work(s) (Any issues please comment below),,,,,,,,,,,
button,Entire Fire Signature Sign-Off added below,"Yes, No",,,,,,,,,,
checklist,ENT-017 - Register of Authorised Signiturexs,,,,,,ENT-017 - Register of Authorised Signiturexs,,,,,
section,Pre-Start,,,,,,,,,,,
checkpoint,"Pipe, Fittings",,,,,,,,,,,
label,PASS if received in good condition - If not FAIL & Attach Photos/Comments below,,,,,,,,,,,
checkpoint,Nozzles,,,,,,,,,,,
label,PASS if received in good condition - If not FAIL & Attach Photos/Comments below,,,,,,,,,,,
section,Installation Rough-In,,,,,,,,,,,
checkpoint,"Mains, ranges & riser pipes",,,,,,,,,,,
label,Specification Ref: AS:4587,,,,,,,,,,,
checkpoint,Hangers location & spacing,,,,,,,,,,,
label,Specification Ref: AS:4587,,,,,,,,,,,
checkpoint,Manual and automatic isolation valves,,,,,,,,,,,
label,Specification Ref: AS:4587,,,,,,,,,,,
checkpoint,Pressure test carried out,,,,,,,,,,,
label,Specification Ref: ENT-009,,,,,,,,,,,
text,Test number,,,,,,,,,,,
checkpoint,Penetrations sealed,,,,,,,,,,,
label,Specification Ref: AS:1530,,,,,,,,,,,
section,Sign-Off,,,,,,,,,,,
checkpoint-no-status,Sign-Off,,,,,,,,,,,
label,By Independent Certifier - Attached below as applicable,,,,,,,,,,,
checkpoint,Certification,,,,,,,,,,,
label,"Specification Ref: AS:2419, AS:2414",,,,,,,,,,,
label,By Independent Certifier - Attached below as applicable,,,,,,,,,,,
checkpoint,Work(s) completed to specification/drawings & Area left clean/tidy,,,,,,,,,,,
label,FINAL - Pass when happy to proceed with work(s) (Any issues please comment below),,,,,,,,,,,
button,Signature by Builders Site Coordinator - If applicable attach below,"Yes, No",,,,,,,,,,
button,Entire Fire Signature Sign-Off added below,"Yes, No",,,,,,,,,,
,,,,,,,,,,,,
checklist,ENT-019 - MASDS,,,,,,ENT-019 - MASDS,,,,,
section,Pre-Start,,,,,,,,,,,
checkpoint,Cable/Conduit/Tray,,,,,,,,,,,
label,PASS if received in good condition - If not FAIL & Attach Photos/Comments below,,,,,,,,,,,
checkpoint,MASDS Sampling Pipework,,,,,,,,,,,
label,PASS if received in good condition - If not FAIL & Attach Photos/Comments below,,,,,,,,,,,
checkpoint,MASDS Unit,,,,,,,,,,,
label,PASS if received in good condition - If not FAIL & Attach Photos/Comments below,,,,,,,,,,,
section,Installation Rough-In,,,,,,,,,,,
checkpoint,Correct cable used (eg Fire rated as required),,,,,,,,,,,
label,Specification Ref: AS:1670,,,,,,,,,,,
checkpoint,Cable Support,,,,,,,,,,,
label,Specification Ref: AS:3000,,,,,,,,,,,
checkpoint,Segregation from other electrical services,,,,,,,,,,,
label,Specification Ref: AS:3000,,,,,,,,,,,
checkpoint,Type of cable fixing & spacing,,,,,,,,,,,
label,Specification Ref: AS:3000,,,,,,,,,,,
checkpoint,No cable joins between equipment,,,,,,,,,,,
label,Specification Ref: AS:1670,,,,,,,,,,,
checkpoint,Conduit type,,,,,,,,,,,
label,Specification Ref: AS:3000,,,,,,,,,,,
checkpoint,Conduit fixings,,,,,,,,,,,
label,Specification Ref: AS:3000,,,,,,,,,,,
checkpoint,MASDS,,,,,,,,,,,
label,Specification Ref: AS:1670,,,,,,,,,,,
section,Installation Fit-Off,,,,,,,,,,,
checkpoint,Sampling Points Installed,,,,,,,,,,,
label,Specification Ref: Drawings & AS:1670,,,,,,,,,,,
checkpoint,MASDS installed & connected to FIP,,,,,,,,,,,
label,Specification Ref: BCA,,,,,,,,,,,
checkpoint,MASDS  Panel Fit Off,,,,,,,,,,,
label,Specification Ref: AS:1670,,,,,,,,,,,
checkpoint,Strobes/ Illuminated signs installed,,,,,,,,,,,
label,Specification Ref: AS:1670,,,,,,,,,,,
checkpoint,Confirm obscuration and alarm thresholds,,,,,,,,,,,
label,Specification Ref: ,,,,,,,,,,,
checkpoint,Measure transport times,,,,,,,,,,,
label,Specification Ref: ,,,,,,,,,,,
section,Commissioning,,,,,,,,,,,
checkpoint,Obscuration Levels Set,,,,,,,,,,,
label,Specification Ref: Specification,,,,,,,,,,,
checkpoint,Confirm Travel Times,,,,,,,,,,,
label,Specification Ref: Specification,,,,,,,,,,,
section,Sign-Off,,,,,,,,,,,
checkpoint,Work(s) completed to specification/drawings & Area left clean/tidy,,,,,,,,,,,
label,FINAL - Pass when happy to proceed with work(s) (Any issues please comment below),,,,,,,,,,,
button,Signature by Builders Site Coordinator - If applicable attach below,"Yes, No",,,,,,,,,,
button,Entire Fire Signature Sign-Off added below,"Yes, No",,,,,,,,,,
