"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"99a1db00-728e-4f09-be38-395caf8f966f","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"5690c4ae-ad34-4f36-8b0c-f84cd883d634","","folder-normal","pass","","step","TRUE","FALSE","Site QA","ITP-001 - Sediment Control"
"2c9f3401-02e2-4d3d-a8db-60cf8cb7ce60","","checklist-sectioned","pass","0b82de3d42fcb329e4f44fba6423241847a17a64a1404f01d3d03593ad5f078c","checklist","FALSE","FALSE","Site QA","ITP-001 - Sediment Control","Sediment Control - 01"
"4892043d-d507-5fd2-bdd7-40a180302683","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-001 - Sediment Control","Sediment Control - 01","Lot Conformance."
"25eb1041-76e4-539e-8429-9961f689cc27","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 9 - 11/09/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation","2.3 - Connoly Joint Installation"
"6f009db2-e0bc-55ed-b26f-f2f75dc0e28e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 9 - 11/09/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation","2.4 - Installation of Formwork and boxing/finished levels"
"0edccae7-764b-5585-ab52-2de2b03eec60","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 9 - 11/09/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation","2.5 - Pre pour Inspection"
"8b52bc21-4583-5e63-96fb-b19436d9502f","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 9 - 11/09/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation","AUTHORITY HOLDPOINT"
"6b893066-2632-5be7-9af1-e872bf06a847","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 9 - 11/09/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation","2.6 - Finishing"
"9ad02d73-7d33-4ef8-8700-294428bb058d","","checklist-sectioned","pass","CC0394 - ITP-007 - Electrical Trenching and Blinding REV0","checklist","FALSE","FALSE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 10 - 21/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding"
"6fac6e89-c31e-5f75-98ed-1cfa995e3fba","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 10 - 21/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","Lot Conformance."
"25b8e1b5-4a37-59b4-aa9d-132334271441","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 10 - 21/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","Lot Conformance.","Lot Conformance"
"6664a340-2c40-56bf-87d8-1832903572a2","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 10 - 21/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","Lot Conformance.","AUTHORITY HOLDPOINT"
"9e964bb1-322c-5d02-b6dc-71d2023a9227","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 10 - 21/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","1.0 Pre-start activities"
"a5f8e778-dc3c-5406-96f4-d48b0f8030c3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 10 - 21/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","1.0 Pre-start activities","1.1 - Safety"
"7cc55868-2d57-5e78-a552-27e6a22b7d0d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 10 - 21/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","1.0 Pre-start activities","1.2 - Environmental"
"4596f4fe-41f8-5a12-a5de-c865000bee73","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 10 - 21/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","1.0 Pre-start activities","1.3 - Excavation Permit (if required)"
"e790fc0d-96b8-5945-a9d5-23346ae9ef57","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 10 - 21/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","1.0 Pre-start activities","1.4 - Survey Setout"
"9d052614-ecf3-5c7c-9914-c9a71c6eab96","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 10 - 21/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","1.0 Pre-start activities","1.5 - Material Classification and Source"
"f812f78e-a95b-598d-9135-829f1a22d1e7","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 10 - 21/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","1.0 Pre-start activities","AUTHORITY HOLDPOINT"
"4b054fcc-d480-5287-9d05-fab51e809fc8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 10 - 21/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","1.0 Pre-start activities","1.6 - Determine lot size"
"b23e35ee-a2d3-5584-ab11-cdf43dbd75dc","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 10 - 21/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation"
"c568007d-fc51-567d-be9f-1c2956a8a3be","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 10 - 21/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation","2.1 - Excavate to width and depth as per survey pegs"
"9e32d4a1-9978-5a57-a000-739475cc57be","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 10 - 21/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation","2.2 - Damp Proof Membrane"
"7a8c7240-6120-50c9-9ce7-61369b717bff","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 10 - 21/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation","2.3 - Connoly Joint Installation"
"0241a3bb-ef90-5b16-bdc0-65d1366a6c6f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 10 - 21/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation","2.4 - Installation of Formwork and boxing/finished levels"
"ec5726d7-44d6-57ba-99d3-112ce4728f4e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 10 - 21/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation","2.5 - Pre pour Inspection"
"8da74044-c6e0-5943-b282-1a9cb7f7be3f","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 10 - 21/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation","AUTHORITY HOLDPOINT"
"1ab6cca4-157a-556a-81e9-4f8896e27def","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 10 - 21/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation","2.6 - Finishing"
"c8315edd-8490-4446-8c2c-f752756da1d8","","checklist-sectioned","pass","CC0394 - ITP-007 - Electrical Trenching and Blinding REV0","checklist","FALSE","FALSE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 11 - 24/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding"
"0581d6a7-c759-5a58-8ddf-fbaa2e1cea85","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 11 - 24/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","Lot Conformance."
"7e080024-7410-5647-9b96-b5aa29389dc6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 11 - 24/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","Lot Conformance.","Lot Conformance"
"3001776d-4d4a-59d7-aa86-7716b541ec1d","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 11 - 24/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","Lot Conformance.","AUTHORITY HOLDPOINT"
"86ac6793-89ea-50d0-a8c8-65022cd64331","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 11 - 24/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","1.0 Pre-start activities"
"95cdc166-2d1d-54ca-8bb0-8aaedf1ed6b4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 11 - 24/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","1.0 Pre-start activities","1.1 - Safety"
"87abce5f-8dc6-5d04-bb27-d41ece97d587","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 11 - 24/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","1.0 Pre-start activities","1.2 - Environmental"
"c56ea2a4-cba6-56ba-be3d-11e62aa1ad75","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 11 - 24/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","1.0 Pre-start activities","1.3 - Excavation Permit (if required)"
"92e7bd17-8664-5368-aa3b-40aac4f17f74","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 11 - 24/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","1.0 Pre-start activities","1.4 - Survey Setout"
"f9e79e13-a5f8-5770-9f05-a9ca9b93e75e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 11 - 24/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","1.0 Pre-start activities","1.5 - Material Classification and Source"
"e4fd7ec6-bad2-5e69-8c9d-3a0eefb22a29","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 11 - 24/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","1.0 Pre-start activities","AUTHORITY HOLDPOINT"
"b6678eba-0582-5ae1-a633-13cd85e7ffe7","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 11 - 24/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","1.0 Pre-start activities","1.6 - Determine lot size"
"740e6ee0-fe6b-5983-a862-f608d4fb72d1","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 11 - 24/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation"
"30492b57-95a5-5f80-a181-49c9a1efb678","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 11 - 24/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation","2.1 - Excavate to width and depth as per survey pegs"
"87fc6b8c-3ad5-574d-9f9a-64759fd86dde","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 11 - 24/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation","2.2 - Damp Proof Membrane"
"7bd04ac4-ed8e-500c-bf04-43a37000f44a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 11 - 24/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation","2.3 - Connoly Joint Installation"
"c75e7f5f-1fbb-5926-9268-f00c9b2036b1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 11 - 24/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation","2.4 - Installation of Formwork and boxing/finished levels"
"b5aef91e-4ca9-5c36-8b7f-208aeb3d196d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 11 - 24/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation","2.5 - Pre pour Inspection"
"3c68fc25-180f-52ba-97cc-fb709d1dad54","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 11 - 24/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation","AUTHORITY HOLDPOINT"
"aa793c7f-9254-5fac-aaf9-030f21ba652a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 11 - 24/10/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation","2.6 - Finishing"
"4a278520-c4b3-4dd0-8855-c7f694a56dcd","","checklist-sectioned","pass","CC0394 - ITP-007 - Electrical Trenching and Blinding REV0","checklist","FALSE","FALSE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 12 - 1/11/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding"
"2aba7d36-aef1-54b8-84ef-60778c11f5e8","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 12 - 1/11/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","Lot Conformance."
"929a6acc-c064-5a8c-ad6a-9e32a230a047","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 12 - 1/11/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","Lot Conformance.","Lot Conformance"
"5ca4754f-23af-57b7-b255-089928976c4c","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 12 - 1/11/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","Lot Conformance.","AUTHORITY HOLDPOINT"
"1319d940-ba7f-5986-a530-307ce6207aa3","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 12 - 1/11/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","1.0 Pre-start activities"
"5c2a833e-f6e6-50e3-b264-f5bfb9fd2972","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 12 - 1/11/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","1.0 Pre-start activities","1.1 - Safety"
"3985a822-618b-58fd-82fa-81df6e711179","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 12 - 1/11/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","1.0 Pre-start activities","1.2 - Environmental"
"1606baf9-3870-531b-ae82-8ebe3539594e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 12 - 1/11/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","1.0 Pre-start activities","1.3 - Excavation Permit (if required)"
"a1e28ff3-62a9-5a52-93d8-407a5ce7ccc3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 12 - 1/11/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","1.0 Pre-start activities","1.4 - Survey Setout"
"152bbba7-f496-52d2-aa0f-d899e7073521","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 12 - 1/11/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","1.0 Pre-start activities","1.5 - Material Classification and Source"
"17a5a4e7-a458-5896-91de-6502b0086414","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 12 - 1/11/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","1.0 Pre-start activities","AUTHORITY HOLDPOINT"
"e68456af-c266-550b-9b08-15432ef4afef","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 12 - 1/11/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","1.0 Pre-start activities","1.6 - Determine lot size"
"893bacd0-6dc4-5039-ad3a-8c76af100a9e","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 12 - 1/11/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation"
"881ff6af-8ff3-5918-a9ac-4ccc00c12fba","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 12 - 1/11/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation","2.1 - Excavate to width and depth as per survey pegs"
"271fb682-52c1-5098-a777-65468acf8d0d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 12 - 1/11/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation","2.2 - Damp Proof Membrane"
"1e93b8a0-4f98-5804-95c0-5f6588f5dc47","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 12 - 1/11/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation","2.3 - Connoly Joint Installation"
"7abcd263-c3d8-5bc2-8544-59d10b6be46e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 12 - 1/11/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation","2.4 - Installation of Formwork and boxing/finished levels"
"0f342ae9-0bc0-50fa-bc1b-d0c01e848712","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 12 - 1/11/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation","2.5 - Pre pour Inspection"
"58bbef90-410e-53f7-af85-ced57f9da2a4","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 12 - 1/11/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation","AUTHORITY HOLDPOINT"
"1a704fbf-8c38-5a33-afc9-033617a7eff1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-007 - Electrical Trenching and Blinding","Lot 12 - 1/11/2023 - CC0394 - ITP-007 - Electrical Trenching and Blinding","2.0 Excavation","2.6 - Finishing"
"34da9269-5fa9-4c82-8759-248526d9d9a7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning"
"b8b0ee19-1d47-4c51-a413-b8a88ec6d991","","checklist-sectioned","work-in-progress","CC0394 - ITP-009 - Fire Service Installation & Commissioning REV1","checklist","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning"
"4ca74d2f-ae07-583f-9592-114b3a446245","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","Lot Conformance."
"b71c051c-d5d3-5776-ad3d-436e3445602b","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","Lot Conformance.","Lot Conformance"
"b540445a-c88d-56b5-8dbb-5b3cbb19bcec","","holdpoint","work-in-progress","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","Lot Conformance.","AUTHORITY HOLDPOINT"
"b04a7cb0-e9c2-59da-9d68-a76cb800a209","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","1.0 Preliminaries"
"8b39284c-d534-535f-99cc-a48f2da791ed","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","1.0 Preliminaries","1.1 - Determine Lot Size"
"cda47efd-1122-563e-be03-8362479ae600","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","1.0 Preliminaries","1.2 - Survey Set-out"
"caddbf5e-3938-517d-ad17-214fea1fa8ab","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","1.0 Preliminaries","1.3 - Approved Material Type"
"e3abc5da-2968-5e7d-98f3-a151da011283","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","2.0 In Process Works"
"1eae2200-3aa2-50c4-b6cc-7b8c8ae0fc7f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","2.0 In Process Works","2.1 - Excavation"
"3e6dcfa1-fd7f-50e2-a53b-2f80619fac28","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","2.0 In Process Works","2.2 - Removal of Obstructions"
"0ac0c608-a47e-57fb-bbd3-b015af8f609d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","2.0 In Process Works","2.3 - Bedding"
"170249e4-7af5-5642-9568-8437b2f0d862","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","3.0 Installation of pipes"
"0da464f7-c468-5156-ade3-6e8a40d371e3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","3.0 Installation of pipes","3.1 - Pipe Installation"
"c457ee78-5746-5cc9-b952-733218359dd2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","3.0 Installation of pipes","3.2 - Electrofusion Weld fittings/pipe/couplings"
"66c91abc-ef6c-5d5c-a91e-676c285a06e9","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","3.0 Installation of pipes","3.3 - Cover"
"d9fe623c-a926-5d7f-8f45-2ad4481412e6","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","4.0 Backfill"
"bea04408-a3be-53b1-ba73-931fb53195a5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","4.0 Backfill","4.1 - Backfill Material"
"128a2c72-e42b-5559-be45-346ce4024fb8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","4.0 Backfill","4.2 - Layer Thickness"
"6e32278d-db95-5919-b2d1-04d1b00f6674","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","4.0 Backfill","4.3 - Compaction"
"98cc6f04-b0eb-5de1-8bd2-22fec2658136","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","4.0 Backfill","4.4 - Preliminary Pressure testing"
"53224a0e-2260-587d-8aeb-28a8dfb33948","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","4.0 Backfill","AUTHORITY HOLDPOINT"
"478ecf1c-fa70-5b45-b774-8d119396cad6","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","5.0 Fire Hydrant Install"
"91b13bed-b104-5843-b0ca-8f5e78ae9d81","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","5.0 Fire Hydrant Install","5.1 - Survey set-out"
"7789b8d2-13e8-52c8-9a34-94b880028807","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","5.0 Fire Hydrant Install","5.2 - Approved Material Type"
"53e88a3b-1d60-5964-b1fd-bd8d46ee05c9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","5.0 Fire Hydrant Install","5.3 - Fire Hydrant Install"
"c831829e-9c9d-5092-a9a0-b7645458eb27","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","6.0 Conformance Check"
"7ade8ec2-e002-5b67-9aca-4a605af5a881","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","6.0 Conformance Check","6.1 - Clean & Finish"
"40e5ec01-a1f9-5da3-ae2b-13f2a16fef62","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","ITP-009 - Fire Service Installation & Commissioning","Lot 001 - CC0394 - ITP-009 - Fire Service Installation & Commissioning","6.0 Conformance Check","6.2 - Testing"
