"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8098532f-cb6f-485c-a62e-5a45da594cef","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"04577b1a-4b9b-4c7d-8bb3-5994b7b49b4f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Plumbing"
"5bba1af1-bc95-4b69-838b-00775aa19c91","","work-in-progress","","folder","TRUE","FALSE","Site QA","Plumbing","Lot 18"
"fe9aebbf-c968-47b0-a6c3-b60a88b378f1","","pass","","folder","TRUE","FALSE","Site QA","Plumbing","Lot 18","Rough-in"
"70215c44-bd6b-49e4-8a10-ae518a6f0492","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Lot 39","Commissioning"
"aa2dd5a5-e8e8-4cf2-901c-81f7e9402752","","not-started","COM Commission Water Meter","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 39","Commissioning","COM Commission Water Meter"
"a94f8528-f7e3-472a-a770-6d4d91263ece","","not-started","COM Commission Hot Water Unit","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 39","Commissioning","COM Commission Hot Water Unit"
"8474d7dc-c300-473d-ab75-9191cb4b22b6","","not-started","COM Commission Gas Appliance","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 39","Commissioning","COM Commission Gas Appliance"
"f1dcd31f-2d21-4e59-b079-b43f3c7f0c56","","not-started","COM Commissioning Final Handover","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 39","Commissioning","COM Commissioning Final Handover"
"73781334-1078-4a84-b058-82bc1e5d3226","","work-in-progress","","folder","TRUE","FALSE","Site QA","Plumbing","Lot 40"
"3b41342d-ee66-4d1f-9438-d47cf5352c45","","pass","","folder","TRUE","FALSE","Site QA","Plumbing","Lot 40","Rough-in"
"cb18a79c-d0a6-4cdd-a92c-6d5340ea53c1","","pass","SD Install Sewer Stacks, Wastes & Vents","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 40","Rough-in","SD Install Sewer Stacks, Wastes & Vents"
"34778a5f-bfce-48fd-832b-b050cbb42f7c","","pass","WG Install Water/Gas Rough-ins","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 40","Rough-in","WG Install Water/Gas Rough-ins"
"e4412b7b-6e93-4757-9d5e-5bec42a488fb","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Lot 40","Fit-off"
"fa281d1b-4919-4fb2-b61c-085eea23168b","","not-started","FO Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 40","Fit-off","FO Fit-off Kitchen Sink & Tapware"
"d6ed0153-94fa-4251-b666-a3313e49f477","","not-started","FO Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 40","Fit-off","FO Fit-off Dishwasher"
"6689ae8c-7c14-463d-817d-3d6c41a7d042","","not-started","FO Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 40","Fit-off","FO Fit-off Gas Appliance"
"2d59499b-4309-4771-af41-0ec7a00db49a","","not-started","FO Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 40","Fit-off","FO Fit-off Laundry Trough & Tapware"
"28f1e827-c70f-4142-a4d8-63cd4985f2a3","","not-started","FO Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 40","Fit-off","FO Fit-off Washing Machine Stops"
"6ae9703e-254b-4a97-9a62-14e581688b72","","not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 40","Fit-off","FO Fit-off Toilet & Cistern"
"ce6fe167-9736-4414-ab9d-08a2fd7dd334","","not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 40","Fit-off","FO Fit-off Wash Basin & Tapware"
"8a1c03a6-0416-4998-8c32-5ec395f5fc5f","","not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 40","Fit-off","FO Fit-off Shower & Tapware"
"c3636184-fcde-49a2-b9d7-0953883cf719","","not-started","FO Fit-off Hot Water Unit","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 40","Fit-off","FO Fit-off Hot Water Unit"
"8a243232-f81c-459c-9b9b-50b14f690d3e","","pass","","folder","TRUE","FALSE","Site QA","Plumbing","Lot 40","Testing"
"e8a5b441-941f-4984-b8ee-9cc48b55ea7c","","pass","TST Test Water Service Pipework","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 40","Testing","TST Test Water Service Pipework"
"8e767731-39d3-486a-ae8a-a41d47568f8a","","pass","7d0653fc4b8929b302518ce9b682fd4fece2dfb6673a6f401af911ab4e82c7be","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 40","Testing","TST Test Gas Services Pipework"
"421e2590-c758-4587-a171-48a9a0182121","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Lot 40","Commissioning"
"d38e708e-40d9-44b2-a38f-c8dd1321ac5c","","not-started","COM Commission Water Meter","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 40","Commissioning","COM Commission Water Meter"
"4059601f-b2f0-4526-a435-26ceea20c1bc","","not-started","COM Commission Hot Water Unit","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 40","Commissioning","COM Commission Hot Water Unit"
"dcb067d2-ca8b-4d32-937d-8f9bfa2a3f70","","not-started","COM Commission Gas Appliance","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 40","Commissioning","COM Commission Gas Appliance"
"6a55c9f6-9136-4c35-9530-df66fcfb2175","","not-started","COM Commissioning Final Handover","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 40","Commissioning","COM Commissioning Final Handover"
"b433061f-2159-443b-90e3-c11f819bb993","","work-in-progress","","folder","TRUE","FALSE","Site QA","Plumbing","Lot 41"
"6d2b4adb-827f-4cbf-b4bd-ed05451a5c6e","","work-in-progress","","folder","TRUE","FALSE","Site QA","Plumbing","Lot 41","Rough-in"
"e3320f7a-6fbf-487a-9f04-af976685850b","","work-in-progress","SD Install Sewer Stacks, Wastes & Vents","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 41","Rough-in","SD Install Sewer Stacks, Wastes & Vents"
"b6fe363d-c2be-4358-a38e-d27f9b506f2d","","work-in-progress","WG Install Water/Gas Rough-ins","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 41","Rough-in","WG Install Water/Gas Rough-ins"
"4a833333-74a8-4af1-8a13-85e347bf27ed","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Lot 41","Fit-off"
"1be56ba4-c51e-4d13-9379-adfa099ddf82","","not-started","FO Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 41","Fit-off","FO Fit-off Kitchen Sink & Tapware"
"7dda9877-7435-4fd2-a4f0-5cdc93fa8932","","not-started","FO Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 41","Fit-off","FO Fit-off Dishwasher"
"2486a12c-1876-406f-9379-bf7c20c756e3","","not-started","FO Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 41","Fit-off","FO Fit-off Gas Appliance"
"6664b8a6-7d60-457f-a5ab-aaaf36403154","","not-started","FO Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 41","Fit-off","FO Fit-off Laundry Trough & Tapware"
"ca874ffa-ecf5-4671-8f08-53bc3a99194c","","not-started","FO Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 41","Fit-off","FO Fit-off Washing Machine Stops"
"b6fe9a30-2194-4def-a6c4-6349935c8679","","not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 41","Fit-off","FO Fit-off Toilet & Cistern"
"bdb7044c-e946-4b32-916b-1d75f09351c3","","not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 41","Fit-off","FO Fit-off Wash Basin & Tapware"
"2b2ea304-f64a-48c3-ae67-cf0fb1350da7","","not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 41","Fit-off","FO Fit-off Shower & Tapware"
"dfe0609a-7687-4a3d-89dd-14c12fb41f2a","","not-started","FO Fit-off Hot Water Unit","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 41","Fit-off","FO Fit-off Hot Water Unit"
"788b4005-c60e-4ef6-8b9c-2a6df8675f4f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Plumbing","Lot 41","Testing"
"1e1fc6c2-fbaa-451a-b000-d101b907f742","","work-in-progress","TST Test Water Service Pipework","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 41","Testing","TST Test Water Service Pipework"
"5482a2e3-cffc-4dbe-99dc-ba5c96351cb4","","work-in-progress","7d0653fc4b8929b302518ce9b682fd4fece2dfb6673a6f401af911ab4e82c7be","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 41","Testing","TST Test Gas Services Pipework"
"b1c61adf-9d25-4453-b2c4-096b64690a60","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Lot 41","Commissioning"
"7d8028bd-1a38-4e7a-9c2c-a25c1047d3d9","","not-started","COM Commission Water Meter","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 41","Commissioning","COM Commission Water Meter"
"d739c875-ec4f-409c-9f0e-e162f0f836d3","","not-started","COM Commission Hot Water Unit","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 41","Commissioning","COM Commission Hot Water Unit"
"74e10d18-559e-4cfc-a837-56e97c164b33","","not-started","COM Commission Gas Appliance","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 41","Commissioning","COM Commission Gas Appliance"
"e1e2dcc7-cf3e-430e-891e-85e81708cdd7","","not-started","COM Commissioning Final Handover","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 41","Commissioning","COM Commissioning Final Handover"
"e7fa0c9a-7f87-49c8-a702-79210edafb6a","","work-in-progress","","folder","TRUE","FALSE","Site QA","Plumbing","Lot 42"
"9d42f35f-cf27-41e1-8d1d-780f9200ec26","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Lot 42","Rough-in"
"9ea013a7-c023-4cec-a007-c0b926ade6c3","","not-started","SD Install Sewer Stacks, Wastes & Vents","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 42","Rough-in","SD Install Sewer Stacks, Wastes & Vents"
"0056dc63-d0d1-4553-b1ef-97b4a06c4250","","not-started","WG Install Water/Gas Rough-ins","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 42","Rough-in","WG Install Water/Gas Rough-ins"
"8343f753-230d-403f-8af5-f2f9a5a5045e","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Lot 42","Fit-off"
"4cdabbd8-ce31-4bdf-89dd-6b8acadb8cfc","","not-started","FO Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 42","Fit-off","FO Fit-off Kitchen Sink & Tapware"
"26d69f41-3592-4cff-8778-ca8091fc31d4","","not-started","FO Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 42","Fit-off","FO Fit-off Dishwasher"
"6bc4459c-2f86-4fdb-adff-a773adaefbed","","not-started","FO Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 42","Fit-off","FO Fit-off Gas Appliance"
"8318d4d8-0d57-4288-9a0c-f7c4a6a619e2","","not-started","FO Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 42","Fit-off","FO Fit-off Laundry Trough & Tapware"
"0bf3f145-7227-4bfa-ada4-d3d40ec8ce31","","not-started","FO Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 42","Fit-off","FO Fit-off Washing Machine Stops"
"3517c1a7-ec71-4413-ae04-99ba4bd94af6","","not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 42","Fit-off","FO Fit-off Toilet & Cistern"
"d8cd22ea-e391-449e-8b17-b6a1204e6f72","","not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 42","Fit-off","FO Fit-off Wash Basin & Tapware"
"289ed128-5356-4b4a-9d08-56918d5caa40","","not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 42","Fit-off","FO Fit-off Shower & Tapware"
"34094c7a-56e6-4c5b-b1a2-77bba55f42d6","","not-started","FO Fit-off Hot Water Unit","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 42","Fit-off","FO Fit-off Hot Water Unit"
"97bced99-6e38-41f6-a906-9cb283e08109","","work-in-progress","","folder","TRUE","FALSE","Site QA","Plumbing","Lot 42","Testing"
"183635e9-238d-4b5b-b3b5-ce87c336ba9a","","work-in-progress","TST Test Water Service Pipework","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 42","Testing","TST Test Water Service Pipework"
"3202e787-9fb2-41c6-b275-7caf4383d1d9","","work-in-progress","7d0653fc4b8929b302518ce9b682fd4fece2dfb6673a6f401af911ab4e82c7be","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 42","Testing","TST Test Gas Services Pipework"
"2957d7d2-2ddd-41d9-95e3-ce9fe6ccc6dd","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Lot 42","Commissioning"
"04dc7a7d-7a3f-46a4-901f-ebf3e302d7a5","","not-started","COM Commission Water Meter","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 42","Commissioning","COM Commission Water Meter"
"d3dfa901-d06d-48c4-b73e-4c29a172b5ce","","not-started","COM Commission Hot Water Unit","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 42","Commissioning","COM Commission Hot Water Unit"
"80a9802f-8b9c-421d-b73e-2f81340878df","","not-started","COM Commission Gas Appliance","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 42","Commissioning","COM Commission Gas Appliance"
"68516e99-fef3-4c74-b06f-b36ba78ec646","","not-started","COM Commissioning Final Handover","checklist","FALSE","FALSE","Site QA","Plumbing","Lot 42","Commissioning","COM Commissioning Final Handover"
"c794ff62-03c5-4d25-a303-5c70ce28d5e7","","not-started","","folder","TRUE","FALSE","Delays/Defects"
"cefcf776-ea16-43b5-a481-9f8c269de970","","not-started","Add New Task","checklist","FALSE","FALSE","Delays/Defects","Add New Task"
