"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"10a353ae-59c5-4eb5-a430-4f310e17c290","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Works - Civil"
"09961241-9785-428d-af94-a905941a5ee2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Works - Civil","Site Drainage"
"dc2aec0e-58a5-4c78-b1fc-967eabb3fb7c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Works - Civil","Site Drainage","Stormwater"
"4f49ebcd-04e8-47ca-84f0-26037017b032","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Manholes"
"e4e80314-b341-42a2-a28f-d4995e38c6dd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Manholes","Manholes 1."
"6e15a42d-8701-49db-89e2-0d51ba8a6fdd","","checklist-flat","pass","3efe6e60621a79627afc3a8abfed964de6b8357e837c34f442ded69b6796bf33","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 215","Finishing","Hallway"
"237fbe00-4e6d-41e2-aef6-2c6741f458ab","","checklist-flat","pass","67e262c393779984f9a29ec7e113436841d6028bbc63dfc8572b0a01732abd21","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 215","Finishing","Toilet / WC"
"ae875181-c784-4eb4-8315-dbe5c927b6c3","","checklist-flat","pass","9d3bf6b8a86439c27d9a4ad1fae05f6ad156e478bab891cf565e57d9abeaee95","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 215","Finishing","Client extras"
"801b6e98-f7a7-4699-931e-2aded3e3ed47","","checklist-flat","pass","46057a0640cb7c88bc41af3e81459b75e35ca002084822da1bad7bc887744ba6","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 215","Finishing","Final check before locking the door"
"d364d08d-b1bb-4ddb-8912-f7d173c3f92d","","folder-normal","pass","","step","TRUE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216"
"0c2f8416-807e-428b-9ee7-15dab63a89fa","","folder-normal","pass","","step","TRUE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Pre-line"
"bbc24f0b-9b85-4d14-a710-3f790cc5fd91","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Pre-line","Timber Framing"
"4932a50f-de33-485e-a911-7252badb2e84","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Pre-line","Internal Strapping and Framing"
"62d45684-c99e-442d-8290-93a1c6dbe1b0","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Pre-line","Suspended Celing"
"ed711b92-c703-49d0-94e5-6c126c0718d6","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Pre-line","Internal Doors"
"2bf6fd8a-5453-4350-8133-f70a98e8d55d","","checklist-sectioned","pass","e534531c39fa3b921ea62f3c5baf95d6ab512d67b46a00f8b8f4697af344626c","checklist","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Pre-line","First Fix Services"
"4fb90d1f-0282-4b93-a876-68b1d2053b43","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Pre-line","External doors and windows"
"5d8be06d-9187-44ef-bb7c-abe724d05fd9","","checklist-flat","pass","e0c158d56eee0d140f478941611acf76e99616b968d7767e0e7b4b413ca8a060","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Pre-line","Insulation"
"2d1d779c-d527-4d24-afcd-968734fe5fec","","checklist-flat","pass","10e6d09748e93b5c5f14d9fd59a20f51eedea554a89bc2e9fcdd273c92a9f18a","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Pre-line","Passive fire/Approval to line"
"5a4e96c2-4ab0-455b-b6f3-4ef6dbf779ea","","folder-normal","pass","","step","TRUE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Post-line"
"89ecafb2-0420-4cf1-964c-36e7439695bb","","checklist-flat","pass","539b2a7591414984ee6aa696987ebd88fce1c3373939e408032eca4199fec317","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Post-line","Lining"
"db528a0f-d13b-4c7a-a26a-b2bd3b112837","","checklist-flat","pass","3195972cd8aea9e6bad96961505cd4cc5a2b95b20e16e7ee1f571fcae57312ac","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Post-line","Stopping"
"6470e736-2e19-4564-9c61-141c07b27ff8","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Post-line","Finishing lines"
"ca320514-db05-4175-9a4f-6a674535089a","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Post-line","Flooring"
"b2073d08-4ea4-44a1-90f0-a6c668a2aa10","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Post-line","Painting"
"0c92c7d2-9eee-4e89-b873-cccfc904fedb","","checklist-sectioned","pass","24456ec7df64ba37d94f376237ec7a6197cef0e83c91e6e05aa5d08cd7c648c6","checklist","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Post-line","Second Fix Services"
"6a9019be-1302-4dbd-abca-3c26c3f88623","","checklist-sectioned","pass","2143349e4d8cb27629882fc833eae3bd17c1ffd04623aa28b7616dc9aa8fd224","checklist","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Post-line","Tiling"
"73fd9054-e12e-4ed9-86d7-a72ffc02e604","","checklist-flat","pass","0ab3142db221f38804df3b688869516672fb4981b39b1380047b7217130d7d1b","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Post-line","Fire Door"
"f74d4574-6a63-478b-a57f-b96a0766c029","","folder-normal","pass","","step","TRUE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Finishing"
"18462eff-e9ad-4e41-8861-a67994242a11","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Finishing","Flooring"
"f7652816-08d6-442f-bcd6-3f1c012a3221","","checklist-flat","pass","78bef08079e2652874dcc08c38146f9a54db1fc9c87f72963297c084c3830835","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Finishing","Exterior"
"ae6ed1a1-d67c-4e4e-aad2-7b9f73f86d0c","","checklist-flat","pass","e0328e93e36602425ff52c76fe5167a94eaf6411da9e2242b2bbcaf298de3d75","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Finishing","Lounge/Dining Area"
"30869004-0283-407a-a0c0-14689d279efd","","checklist-flat","pass","542f45fa1b86d6ac54d072055f35afdf64a879a83b6553a95ae5db654aa73fd3","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Finishing","Kitchen"
"3635ba43-d0b4-4268-b18e-9be775b5cee5","","checklist-flat","pass","fd2a14b498df38a9f1e0a971c74e320c6b150bd0486f9083ec449056405f3796","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Finishing","Bedroom 1"
"7b5b366e-73cd-4bcd-a71f-977ebc562859","","checklist-flat","pass","b48d4fd78055ce6c1edcf983e180eca1333ed5d86a1bec89d3e87aed0829f5b8","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Finishing","Bedroom 2"
"60e1f9e5-e3be-495f-adab-f4bbe94b2261","","checklist-flat","pass","ed5dc3f902f271dc0ea7b643ac66115f2747f5bffc1367c4eb6be8deb5f4c34b","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Finishing","Bathroom"
"4cd8e8cb-06d6-4773-878b-a25e6ab4aea0","","checklist-flat","pass","3efe6e60621a79627afc3a8abfed964de6b8357e837c34f442ded69b6796bf33","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Finishing","Hallway"
"3bece8ec-a2a9-4c79-877e-f54be0e5c848","","checklist-flat","pass","67e262c393779984f9a29ec7e113436841d6028bbc63dfc8572b0a01732abd21","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Finishing","Toilet / WC"
"050be3fc-6314-45f6-8f87-bfd64abf62a8","","checklist-flat","pass","9d3bf6b8a86439c27d9a4ad1fae05f6ad156e478bab891cf565e57d9abeaee95","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Finishing","Client extras"
"23edd728-89ba-47f1-903f-dafa6fcb44bd","","checklist-flat","pass","46057a0640cb7c88bc41af3e81459b75e35ca002084822da1bad7bc887744ba6","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 216","Finishing","Final check before locking the door"
"b38b5889-00ad-4cd7-82a9-403ae50cdcf0","","folder-normal","pass","","step","TRUE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217"
"94a70ce5-1fa3-4967-93cc-af86084cbc38","","folder-normal","pass","","step","TRUE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Pre-line"
"868f76e8-6c29-412f-bab2-f89102c00434","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Pre-line","Timber Framing"
"548d6de2-6374-4048-8a0e-0b907c4b8f04","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Pre-line","Internal Strapping and Framing"
"0bde2b68-6744-4bf0-8ce1-a9ac2a2716bb","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Pre-line","Suspended Celing"
"7b949074-a54e-4407-be3a-593001ddf248","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Pre-line","Internal Doors"
"accabce7-cb42-4c2f-8d6c-3259bfa37aac","","checklist-sectioned","pass","e534531c39fa3b921ea62f3c5baf95d6ab512d67b46a00f8b8f4697af344626c","checklist","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Pre-line","First Fix Services"
"bed1d0ae-0a36-40b7-a007-d9660c101d78","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Pre-line","External doors and windows"
"776992a9-47bc-4c2d-adab-95f74efda983","","checklist-flat","pass","e0c158d56eee0d140f478941611acf76e99616b968d7767e0e7b4b413ca8a060","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Pre-line","Insulation"
"f766c86c-3751-47e3-8f2a-9838840561bd","","checklist-flat","pass","10e6d09748e93b5c5f14d9fd59a20f51eedea554a89bc2e9fcdd273c92a9f18a","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Pre-line","Passive fire/Approval to line"
"bb6aea71-2e4c-4e98-9de6-978676f89430","","folder-normal","pass","","step","TRUE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Post-line"
"f1216d5d-00a4-4071-b27d-e98a645ccaad","","checklist-flat","pass","539b2a7591414984ee6aa696987ebd88fce1c3373939e408032eca4199fec317","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Post-line","Lining"
"69013efc-f73a-4ab2-8e52-f26c4c03625a","","checklist-flat","pass","3195972cd8aea9e6bad96961505cd4cc5a2b95b20e16e7ee1f571fcae57312ac","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Post-line","Stopping"
"8acf075b-3c40-4de3-8817-24fa25833b20","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Post-line","Finishing lines"
"5c05ab59-5543-40a9-99ad-b09fbc5a7815","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Post-line","Flooring"
"da49972d-f802-4e36-8d9c-a3f119b862ba","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Post-line","Painting"
"c75d15b1-23eb-4aee-8d98-4d0ed83a518d","","checklist-sectioned","pass","24456ec7df64ba37d94f376237ec7a6197cef0e83c91e6e05aa5d08cd7c648c6","checklist","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Post-line","Second Fix Services"
"ae3f2491-14a3-425d-b510-ec6f42780a24","","checklist-sectioned","pass","2143349e4d8cb27629882fc833eae3bd17c1ffd04623aa28b7616dc9aa8fd224","checklist","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Post-line","Tiling"
"6344d14a-b569-407b-a671-db9128bf643d","","checklist-flat","pass","0ab3142db221f38804df3b688869516672fb4981b39b1380047b7217130d7d1b","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Post-line","Fire Door"
"626f73ad-80a0-498a-a49c-208eae8bdd27","","folder-normal","pass","","step","TRUE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Finishing"
"8067d066-ad10-4f82-89cc-cfe9a0f4cbac","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Finishing","Flooring"
"330148d3-8d21-41b3-bcc9-51a190a9c698","","checklist-flat","pass","78bef08079e2652874dcc08c38146f9a54db1fc9c87f72963297c084c3830835","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Finishing","Exterior"
"10c0df04-1ff4-4a37-80b5-a2c9ae11c3bb","","checklist-flat","pass","e0328e93e36602425ff52c76fe5167a94eaf6411da9e2242b2bbcaf298de3d75","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Finishing","Lounge/Dining Area"
"0cb57b92-d719-475f-9cd0-7089c08486bf","","checklist-flat","pass","542f45fa1b86d6ac54d072055f35afdf64a879a83b6553a95ae5db654aa73fd3","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Finishing","Kitchen"
"690b0a35-6d52-47ec-8419-96581f69a73e","","checklist-flat","pass","fd2a14b498df38a9f1e0a971c74e320c6b150bd0486f9083ec449056405f3796","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Finishing","Bedroom 1"
"8bbd0681-f1ae-4354-9765-d68c570ed7bb","","checklist-flat","pass","b48d4fd78055ce6c1edcf983e180eca1333ed5d86a1bec89d3e87aed0829f5b8","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Finishing","Bedroom 2"
"43889c20-f4b1-4e93-8c63-ff28d0384bbd","","checklist-flat","pass","ed5dc3f902f271dc0ea7b643ac66115f2747f5bffc1367c4eb6be8deb5f4c34b","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Finishing","Bathroom"
"c62ffd38-ab68-46ea-8992-4cc44a62fa72","","checklist-flat","pass","3efe6e60621a79627afc3a8abfed964de6b8357e837c34f442ded69b6796bf33","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Finishing","Hallway"
"e110f0f3-2c35-4ad3-866b-0354fd9c35e5","","checklist-flat","pass","67e262c393779984f9a29ec7e113436841d6028bbc63dfc8572b0a01732abd21","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Finishing","Toilet / WC"
"ec175eb2-90b9-46f0-89a6-88df86314466","","checklist-flat","pass","9d3bf6b8a86439c27d9a4ad1fae05f6ad156e478bab891cf565e57d9abeaee95","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Finishing","Client extras"
"d4a518c9-0cce-46b2-8b1c-7082e4a64008","","checklist-flat","pass","46057a0640cb7c88bc41af3e81459b75e35ca002084822da1bad7bc887744ba6","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Apartments","Apartment 217","Finishing","Final check before locking the door"
"3da94b2c-fc5e-4bda-b7c5-da0da8b41aa5","","folder-normal","pass","","step","TRUE","FALSE","B03","Fitout and Services","Level 2","Common Areas"
"62a29ea5-3556-4322-aeca-dddb8e9b119d","","folder-normal","pass","","step","TRUE","FALSE","B03","Fitout and Services","Level 2","Common Areas","MSB"
"a40b95a1-9379-452b-ba19-f825b7916ef0","","folder-normal","pass","","step","TRUE","FALSE","B03","Fitout and Services","Level 2","Common Areas","MSB","Pre-line"
"ee290fdc-0d4a-4349-a558-ab28d12fe5f4","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","MSB","Pre-line","Timber Framing"
"0b99b390-e185-4f02-a66e-61cbba53eabf","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","MSB","Pre-line","Internal Strapping and Framing"
"55c5a239-deac-4d97-98b9-dd78513decd2","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","MSB","Pre-line","Suspended Celing"
"e20ba22f-cb03-4ca7-a6e1-f505a137479d","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","MSB","Pre-line","Internal Doors"
"f62beae2-4c58-492c-b25e-96e49c25c8a9","","checklist-sectioned","pass","e534531c39fa3b921ea62f3c5baf95d6ab512d67b46a00f8b8f4697af344626c","checklist","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","MSB","Pre-line","First Fix Services"
"c5edd9a2-e871-4004-9413-4582d96f5a2b","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","MSB","Pre-line","External doors and windows"
"89ff97f2-490c-4690-99d7-352c5dff1c6c","","checklist-flat","pass","e0c158d56eee0d140f478941611acf76e99616b968d7767e0e7b4b413ca8a060","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","MSB","Pre-line","Insulation"
"d7c449cb-39d4-419b-8aa3-4afe20ab7b52","","checklist-flat","pass","10e6d09748e93b5c5f14d9fd59a20f51eedea554a89bc2e9fcdd273c92a9f18a","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","MSB","Pre-line","Passive fire/Approval to line"
"30a3abdb-85d1-4236-8d36-ae8b34da46bd","","folder-normal","pass","","step","TRUE","FALSE","B03","Fitout and Services","Level 2","Common Areas","MSB","Post-line"
"c78560f9-0aad-49e9-b920-84b4079e6783","","checklist-flat","pass","539b2a7591414984ee6aa696987ebd88fce1c3373939e408032eca4199fec317","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","MSB","Post-line","Lining"
"d84fe3e0-fc8f-422a-a971-24673564606c","","checklist-flat","pass","3195972cd8aea9e6bad96961505cd4cc5a2b95b20e16e7ee1f571fcae57312ac","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","MSB","Post-line","Stopping"
"9ac52a9a-5ac7-4484-8b92-c6d4157e8c7e","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","MSB","Post-line","Finishing lines"
"4c7a80fb-50d8-4740-abbd-8ac451a11cf2","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","MSB","Post-line","Flooring"
"cdbc2cd9-4b95-4463-9f1b-0234b30f5557","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","MSB","Post-line","Painting"
"75830adc-875e-4c91-9efd-ec3b5a522b5b","","checklist-sectioned","pass","24456ec7df64ba37d94f376237ec7a6197cef0e83c91e6e05aa5d08cd7c648c6","checklist","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","MSB","Post-line","Second Fix Services"
"79c4286f-7c25-4568-b14c-51955c115c6f","","checklist-flat","pass","0ab3142db221f38804df3b688869516672fb4981b39b1380047b7217130d7d1b","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","MSB","Post-line","Fire Door"
"030ebb3d-cc15-4965-bdce-21711ef3b693","","folder-normal","pass","","step","TRUE","FALSE","B03","Fitout and Services","Level 2","Common Areas","MSB","Finishing"
"46cc8bb2-4576-411a-8bb2-222e7eb71cb2","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","MSB","Finishing","Flooring"
"e785f881-68f1-49a5-a576-d3d86f5ca0f4","","checklist-flat","pass","3efe6e60621a79627afc3a8abfed964de6b8357e837c34f442ded69b6796bf33","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","MSB","Finishing","Hallway"
"2f06d8e0-6a8f-4f25-b106-3143978933e8","","folder-normal","pass","","step","TRUE","FALSE","B03","Fitout and Services","Level 2","Common Areas","PABX"
"6a7c19ce-8284-4d7b-8560-9141910a44c6","","folder-normal","pass","","step","TRUE","FALSE","B03","Fitout and Services","Level 2","Common Areas","PABX","Pre-line"
"d0d0e7eb-3616-467e-b1ab-143c444ae242","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","PABX","Pre-line","Timber Framing"
"b0af897e-5153-4097-9ae4-6bb026c8477e","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","PABX","Pre-line","Internal Strapping and Framing"
"ba1b1524-14cb-497b-bed5-db413d08a304","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","PABX","Pre-line","Suspended Celing"
"6d80352b-66bb-40a6-aa21-bdaf68dc55a2","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","PABX","Pre-line","Internal Doors"
"90948d14-7576-44f3-88a7-77cc1c787bc1","","checklist-sectioned","pass","e534531c39fa3b921ea62f3c5baf95d6ab512d67b46a00f8b8f4697af344626c","checklist","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","PABX","Pre-line","First Fix Services"
"92337fc0-5a63-4b9a-a3bd-1cb4cc4a4a67","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","PABX","Pre-line","External doors and windows"
"3cadbd23-aa23-4e3b-98ea-c21b07433df8","","checklist-flat","pass","e0c158d56eee0d140f478941611acf76e99616b968d7767e0e7b4b413ca8a060","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","PABX","Pre-line","Insulation"
"8b457967-e9a7-4f19-954f-d8c33b70c4f3","","checklist-flat","pass","10e6d09748e93b5c5f14d9fd59a20f51eedea554a89bc2e9fcdd273c92a9f18a","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","PABX","Pre-line","Passive fire/Approval to line"
"ef4a56dd-b173-47e5-b56c-127c3e5bd59f","","folder-normal","pass","","step","TRUE","FALSE","B03","Fitout and Services","Level 2","Common Areas","PABX","Post-line"
"31501aec-d865-4a0d-9dcc-0b3890480764","","checklist-flat","pass","539b2a7591414984ee6aa696987ebd88fce1c3373939e408032eca4199fec317","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","PABX","Post-line","Lining"
"f724ce93-9fc2-4017-a6a1-28c38cd9f990","","checklist-flat","pass","3195972cd8aea9e6bad96961505cd4cc5a2b95b20e16e7ee1f571fcae57312ac","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","PABX","Post-line","Stopping"
"8b5c1bea-3cc9-4e5c-8bd9-60df0bc9edd3","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","PABX","Post-line","Finishing lines"
"a4f97405-66a7-4fc1-b23f-cebe8cf14bc0","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B03","Fitout and Services","Level 2","Common Areas","PABX","Post-line","Flooring"
