"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2c88abe4-5e69-446b-85bf-f805bf27f7e6","","folder-normal","pass","","step","TRUE","FALSE","Forest Glen Stage 1 "
"ee6ad9f1-723e-43ab-b06f-68097c4e1ef7","","checklist-flat","no-status-started","93bd1be2dc3f7d66098628adff5b0a88d6a562baf6b97b6716aee51438f745bf","checklist-flat","FALSE","FALSE","Forest Glen Stage 1 ","Job Details"
"37638fda-86cf-473f-9bed-9409adeed905","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Forest Glen Stage 1 ","Job Details","Site Info"
"ca111cc6-3ee9-4628-976b-07b9e31c660e","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Forest Glen Stage 1 ","Job Details","Latest Drawings"
"40977118-594f-4fe3-97f7-54f847f5aa90","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Forest Glen Stage 1 ","Job Details","Scope of Works Attached"
"21f60bfc-0d33-4ac9-8881-43cc1ae40b4d","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Forest Glen Stage 1 ","Job Details","Additional Pre Start Docs"
"f3fd13f2-7a41-436a-ab8a-faeaf42951e6","","folder-normal","pass","","step","FALSE","FALSE","Forest Glen Stage 1 ","Health & Safety"
"4c12fc47-922e-477b-b1d6-350110475d3d","","checklist-flat","no-status-started","df00e11d689b0cd5fdda29373d1dc053d0812dccb7e91a591d365a6a64c0011e","checklist-flat","FALSE","FALSE","Forest Glen Stage 1 ","Health & Safety","Prestart H&S Documents"
"3f8f5243-fa5f-4f43-998c-335856ccc861","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Forest Glen Stage 1 ","Health & Safety","Prestart H&S Documents","All  Pre-start H&S Documentation Completed, Reviewed & Attached"
"1e095b21-9591-429d-9c2a-55c72d345cc0","","holdpoint","no-status-started","","","FALSE","FALSE","Forest Glen Stage 1 ","Health & Safety","Prestart H&S Documents","Request Main Contractor Approval"
"f45c08ce-791e-4931-b739-de639b39ce0b","","folder-normal","pass","","step","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S"
"c5e5ea0d-5364-4fa0-945b-81dac9678dc3","","folder-normal","pass","","step","TRUE","FALSE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","July"
"92721a91-a7f5-5954-9aad-dc20d4671264","","checklist-flat","pass","SYS - Toolbox Talk - (old version)","checklist-flat","FALSE","FALSE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","July","Toolbox Talk - 12/07/2021"
"634fd5c6-3579-57b6-91af-fbb95c0745f9","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Column Pre Pour","Cover to reinforcing recorded"
"3c087f34-c811-53dc-a20a-24306b4a170b","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Column Pre Pour","Checked against shop drawings"
"dcce63b9-2021-56ae-814b-6e647d036c28","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Column Pre Pour","Reo inspection and sign off"
"bf134a77-21ba-54f2-96da-f2e7e5bacee2","","checkpoint-group","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","HD Bolts"
"3a61b097-1d56-5d5e-b81c-d35ecfe1b536","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","HD Bolts","Template orientation check"
"c54de157-1dd5-5ed2-abad-6325dcde353f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","HD Bolts","Dimensions cl to grids measured"
"de5c252a-c33b-58ea-abeb-c7027a45fdc8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","HD Bolts","Bolt height above FFL"
"5e7b65f8-6cd7-5bb8-998c-d75aa423f166","","checkpoint-group","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Concrete"
"d93c81b8-637a-5b43-b55c-10fbd06a968e","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Concrete","Pour Details Completed"
"29c99084-6cf0-5653-be2a-527886b30450","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Concrete","Aquaron additive"
"ed52f8c6-5e8f-5003-9b9b-1142994d3d76","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Concrete","Fibre dosage"
"4f6069d9-97a0-5a17-9eaa-b726c06fdda7","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Concrete","Volume expected/Actual"
"20562c32-5f76-52de-b881-51c3543a2d86","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Concrete","Pump booked"
"38892970-dbbc-508b-a2e7-48c91c60cddc","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Concrete","Concrete booked"
"23cc94c3-782e-535e-b2d3-a71060de9d33","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Concrete","Placers available"
"3177e9ce-a8c3-5d75-9532-4503c3580cb3","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Concrete","RL & finish given to placing team"
"9e5eef40-6e82-5ba4-86c7-ad585a18ca7f","","checkpoint-group","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Post-pour"
"8d5869f9-e9ca-582b-80e4-6a14784d1c70","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Post-pour","Pour Information (true)"
"da452134-8d2c-5643-9f47-e57091ee8485","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Post-pour","Level checked and correct"
"e7db870c-05f4-5f57-b0fb-e4f3f1cb66ee","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Post-pour","Curing (true)"
"24d2b53f-2480-57b3-8c0e-44174d8cf00f","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Post-pour","Concrete finish review"
"67894ddf-3ed4-5f59-9337-ddf561a5adeb","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Post-pour","Edge finishing"
"ccb095c3-ac52-57ff-99b4-fa433c89f28d","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Post-pour","Edge forms straight"
"aa6647d7-a882-513a-b27c-745e53bb356e","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Post-pour","Level across edges of the columns"
"f13febfa-7e95-5a7f-b894-1a1b15dbfe71","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Post-pour","Isolation and formwork removed and tidy"
"ae1c58b3-14f5-584d-b48e-2939a24a0eda","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Post-pour","Main Contractor sign off required"
"4a977e8e-9b83-5c22-927c-73f22cccfcc7","","checkpoint-group","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Observation/Remedials"
"a6d237b5-4110-5757-a296-3b550913523c","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Observation/Remedials","Observations / Remedials Checked"
"6700801c-b44d-5c6c-8944-7a7a721e60d5","","checkpoint-group","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Close Out"
"4c51828a-73af-577a-9fc4-4c74db31106e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Close Out","Bolt location, height and orientation"
"6fc939ea-aa6f-5510-830f-213df3c701dc","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Close Out","Concrete dockets attached"
"21380d4f-4bb4-58ae-b423-3b21cf4f0ca4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Close Out","Concrete test results"
"8665617e-b902-51b1-9c80-63cc04124921","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Close Out","Curing completed and signed off"
"1f187e71-24f3-51a1-927f-67e28216228a","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Close Out","Shutter stripped and area cleaned"
"e334cc86-8b86-5b59-83e0-1e9a0604d9f5","","checkpoint-group","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Handover"
"2b3d8834-939d-504d-aa75-6441eb23e403","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Handover","Conslab Rep Sign Off"
"2c23e9ae-c98e-5691-8910-89093c53f5cd","","holdpoint","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Handover","Request Sign Off"
"5c6e1fd1-6fea-5de4-9c7c-cbd380f7cd13","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Handover","Scentre Group Sign Off"
"96033341-9fd5-5f2f-acfa-155050e5ecc4","","holdpoint","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 1 (GL AA to AB/ GL 1-6)","Handover","Request Sign Off"
"e4df38e0-4265-446d-93a6-f73f4a0c2e80","Child Column Pre Pour(69728b56-fb89-54d6-b77c-c444c4c16894) -- Supplementary pour information complete(76ce829f-083f-50ac-8540-9ace27b6ee1a): DataPoint Reinforcing type/ Detail Sheet for the Steel(81aa4a04-1002-4320-91f4-1687326f2a71) is missing 'select' values","checklist-sectioned","pass","SYS - Vertical - Columns Checklist (old version)","checklist","FALSE","FALSE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)"
"176e6f10-ee23-51e2-8e46-3c47361eb3ff","","checkpoint-group","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Plans/RFI's"
"9403e3dc-1cfa-5eca-bf57-8b096a11bf7a","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Plans/RFI's","Plan- Drawing No, Rev:"
"a87c24f6-5101-5337-9007-1a6fedc8392e","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Plans/RFI's","Sections- Drawing No, Rev:"
"67ae7e20-da6a-5b5d-8e88-6eefcfd658e6","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Plans/RFI's","Additional Plan Reviews"
"9a0baf38-9383-5e67-b780-305855e6ce60","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Plans/RFI's","RFI's Aconex reference details"
"193aa90b-f91b-5769-bd74-d08600d55835","","checkpoint-group","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Workface Start/Pour/Completion Dates"
"bb41b9c5-41a9-5d83-9ac0-18ae63d95d29","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Workface Start/Pour/Completion Dates","All Dates recorded below"
"0a13e02a-e6e1-5b8c-9143-df11725719c0","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Workface Start/Pour/Completion Dates","Area and substrates acceptable"
"69728b56-fb89-54d6-b77c-c444c4c16894","Child Supplementary pour information complete(76ce829f-083f-50ac-8540-9ace27b6ee1a): DataPoint Reinforcing type/ Detail Sheet for the Steel(81aa4a04-1002-4320-91f4-1687326f2a71) is missing 'select' values","checkpoint-group","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Column Pre Pour"
"532da29e-9926-5d2a-87ba-efc853b02c3c","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Column Pre Pour","General Pour Information Complete"
"24ccc35e-a175-58d2-a9fb-1a05e192dd7c","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Column Pre Pour","Formwork checked for line & height against FFL"
"28d1ff03-27ce-5ac0-b79c-3b82ba23e848","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Column Pre Pour","Formwork are propped & supported based on installation spec"
"fd281435-0b68-5fae-89d1-97f18d62f877","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Column Pre Pour","Reinforcing in place"
"ed0644ac-7134-5e96-afc4-21a4a4d8f785","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Column Pre Pour","Reo spacings checked"
"86c5e892-525d-54c4-bb37-4c3bead3f6bc","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Column Pre Pour","Correct Cover Top & Bottom & Sides"
"99dc3fed-e74c-529b-ae39-4a98ebc31497","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Column Pre Pour","Engineer Inspection / Reo Sign off Reuired"
"76ce829f-083f-50ac-8540-9ace27b6ee1a","DataPoint Reinforcing type/ Detail Sheet for the Steel(81aa4a04-1002-4320-91f4-1687326f2a71) is missing 'select' values","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Column Pre Pour","Supplementary pour information complete"
"38a19cc1-aab5-5867-8bc7-ae0f3bff6e2c","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Column Pre Pour","Supplier Approved:"
"ca2d54f0-ddb6-5428-b1cc-16649755ae04","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Column Pre Pour","Installed by:"
"da25e3fd-bc11-5d71-84d2-bcc2c88ecb03","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Column Pre Pour","Cover to reinforcing recorded"
"f7feed72-3640-5c86-bea9-6b6e2cf16932","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Column Pre Pour","Checked against shop drawings"
"3540925e-36b6-5dfb-8e1f-5ff264a4d19d","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Column Pre Pour","Reo inspection and sign off"
"4eaa9234-0409-5261-8af9-2adf157fc0ab","","checkpoint-group","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","HD Bolts"
"5164e2a8-e297-5957-8445-ddf5150e5559","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","HD Bolts","Template orientation check"
"a6a97c22-49cd-5266-a1e3-8bf084496dde","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","HD Bolts","Dimensions cl to grids measured"
"0761b3b9-b397-5abe-93eb-77607c9507b8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","HD Bolts","Bolt height above FFL"
"e9717da2-c4d9-594a-88d9-f8d5614a7920","","checkpoint-group","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Concrete"
"ee22d05c-080a-5e2b-ab51-f97ba235c01e","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Concrete","Pour Details Completed"
"441f4a14-3499-5bd4-917f-32f972c86181","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Concrete","Aquaron additive"
"29b3e785-7f15-5d58-9e9d-01c848ab4c1c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Concrete","Fibre dosage"
"498a9cdd-1e79-57c4-b869-26e7f4697467","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Concrete","Volume expected/Actual"
"4f38afd8-a204-5a43-8c1f-d350450ed579","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Concrete","Pump booked"
"8450f70a-bc6d-549c-bda3-ac5520f5a620","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Concrete","Concrete booked"
"65a914b9-b38f-58ca-9122-932d1abdfefe","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Concrete","Placers available"
"5a4c06f8-6f25-51ec-b48b-165e8c9aad8e","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Concrete","RL & finish given to placing team"
"353012b2-02c9-51eb-a301-b439a13dca9b","","checkpoint-group","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Post-pour"
"737653b6-b60f-5510-8d34-afe03ca75b1c","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Post-pour","Pour Information (true)"
"d51e545c-58f0-51f4-bf5c-f51d0d1c42f6","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Post-pour","Level checked and correct"
"cce561fb-4ed6-5a61-a10e-1b41f0f6f6bc","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Post-pour","Curing (true)"
"f4141879-a860-5de9-bcee-074fd569c35d","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Post-pour","Concrete finish review"
"e8111179-5cb6-5eac-9c8f-d66dbe4d5118","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Post-pour","Edge finishing"
"c3107ac7-2df3-5f8a-82dd-9a494f725dc7","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Post-pour","Edge forms straight"
"7430f82d-3194-5b89-973e-9bdd85ba6ca4","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Post-pour","Level across edges of the columns"
"2dbe711a-8486-5d64-9ee6-9a009637e097","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Post-pour","Isolation and formwork removed and tidy"
"00032f41-77b1-55fd-b2c8-4a208122403a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Post-pour","Main Contractor sign off required"
"23de026e-ef9e-5932-9c56-21b8f21d1b57","","checkpoint-group","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Observation/Remedials"
"2be81a56-c2fe-50b2-b3bd-ca4220dacbaa","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Observation/Remedials","Observations / Remedials Checked"
"3bed03fc-9948-56c8-b250-31cb1453591f","","checkpoint-group","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Close Out"
"cfb090f4-b24b-5255-91f3-5ac07ae89cd6","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Close Out","Bolt location, height and orientation"
"92a539fa-4980-577e-94f8-4c4a690930c2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Close Out","Concrete dockets attached"
"c42eaccb-3f81-5dad-9b7a-6ba8fc5dae85","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Close Out","Concrete test results"
"0c403636-c648-5720-9e40-041fcfa79a4c","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Close Out","Curing completed and signed off"
"494b1855-4851-5005-83fe-507de852f245","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Close Out","Shutter stripped and area cleaned"
"7a2b1169-b078-59ae-a6ae-8b5c04d2b516","","checkpoint-group","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Handover"
"b682cc27-54a4-53dc-a231-08f181bdaf6b","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Handover","Conslab Rep Sign Off"
"00ac4612-fbe8-5683-9224-d2152df9c114","","holdpoint","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Handover","Request Sign Off"
"eba8018d-81b2-5a93-a8d8-8a32dc6a522e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Handover","Scentre Group Sign Off"
"4a698557-8c36-59f2-bc37-0c18f08e0753","","holdpoint","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns - Pour 2 ( 4 columns)","Handover","Request Sign Off"
"1c372109-1cd7-4c8c-b844-4c11206563f7","Child Column Pre Pour(099e652e-b06b-5b1c-b581-ebaa67e5c76b) -- Supplementary pour information complete(41b355d4-0725-50fa-b528-b6c9e13d0732): DataPoint Reinforcing type/ Detail Sheet for the Steel(81aa4a04-1002-4320-91f4-1687326f2a71) is missing 'select' values","checklist-sectioned","pass","SYS - Vertical - Columns Checklist (old version)","checklist","FALSE","FALSE","Forest Glen Stage 1 ","QA","Column","Basement","Columns  Pour 3 (6columns)"
"f4f926b6-e16c-5c4e-83bd-4d08853089e4","","checkpoint-group","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns  Pour 3 (6columns)","Plans/RFI's"
"ffa181eb-6f97-5ce8-b795-d821ce866f76","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns  Pour 3 (6columns)","Plans/RFI's","Plan- Drawing No, Rev:"
"41900ccd-465f-5c8e-88b8-a743e8c0056f","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns  Pour 3 (6columns)","Plans/RFI's","Sections- Drawing No, Rev:"
"a07ba7ff-36d5-599b-b03b-fbe049127716","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns  Pour 3 (6columns)","Plans/RFI's","Additional Plan Reviews"
"ae9b16df-52fc-5b5f-a376-2ae1164d9c73","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns  Pour 3 (6columns)","Plans/RFI's","RFI's Aconex reference details"
"975bda86-0230-53b0-adc0-b65fd309ce2e","","checkpoint-group","pass","","","TRUE","TRUE","Forest Glen Stage 1 ","QA","Column","Basement","Columns  Pour 3 (6columns)","Workface Start/Pour/Completion Dates"
