"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"09d4cd0c-6ca6-4820-873a-9696a88fa175","","folder-normal","work-in-progress","","step","FALSE","FALSE","Project QA"
"fcbe85ba-d898-4d27-b258-8f1403c64eaa","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Roofing & Cladding"
"1f5e1ac6-71f8-4e06-8cb8-41a0d35002c8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Roofing & Cladding","Zone 1 Lower Level - Roof"
"44c7b785-d428-4726-ab04-a558e38df940","","checklist-flat","work-in-progress","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Roofing & Cladding","Zone 1 Lower Level - Roof","Install perimeter edge protection"
"c7938d05-0fc5-4d53-b4c0-55e80350bad0","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5"
"11cc80b0-c9f2-49c8-9a6c-fc5820a320ef","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Grind Data Hall Slab"
"0b7024f5-0931-58c2-b6f1-de75bb4ec0e6","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Grind Data Hall Slab","Installation Completed"
"f9391b15-fccb-5d83-9c63-42baa9bf5ac5","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Grind Data Hall Slab","SubCon QA /Consultant Inspection."
"67c03591-7d76-5259-9419-aad7dca0ff74","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Grind Data Hall Slab","Commissioning"
"1eef60a7-f710-5a69-a268-e482e65a18a9","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Grind Data Hall Slab","SBC QA"
"6cdd15ac-d183-4fc1-b970-6673d40ac026","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Birdcage Drop"
"fbad546a-df2d-5ce1-bbbf-bb10ec95491c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Birdcage Drop","Installation Completed"
"b1d7ff57-865f-545c-99c7-c2fb720a0cb1","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Birdcage Drop","SubCon QA /Consultant Inspection."
"63157d59-2f92-5485-95a2-5d47b9480563","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Birdcage Drop","Commissioning"
"faf5c6a8-d66f-539e-bde9-4a6685cb01b2","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Birdcage Drop","SBC QA"
"309270d1-beb7-404b-8d79-aef22235ebe9","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Steel Touchups and Clean"
"5b8aff19-01b4-5372-bf7c-06b477d01fe1","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Steel Touchups and Clean","Installation Completed"
"2f099e4f-47de-5f27-9d01-6ce47843d843","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Steel Touchups and Clean","SubCon QA /Consultant Inspection."
"33ab2dc7-8438-56a7-811d-12316f004c83","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Steel Touchups and Clean","Commissioning"
"755f0b88-4529-50fb-91f3-4a88ab82adbc","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Steel Touchups and Clean","SBC QA"
"4f3a778f-52e7-4240-af3b-80cb3a528a34","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Polish Slab"
"562c0adb-209b-5810-87ea-34651d0de2c9","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Polish Slab","Installation Completed"
"4e06d178-d137-5e91-8d3e-f49eace93649","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Polish Slab","SubCon QA /Consultant Inspection."
"90e17c38-0a91-56aa-a2c5-cdaa2fde55bc","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Polish Slab","Commissioning"
"89a463f8-330c-58e6-8ee7-f8b556117f83","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Polish Slab","SBC QA"
"a304feaf-15de-47ba-a952-33bb37ef0081","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Bondor Ceiling & Wall Install"
"adfaf784-10f9-53ac-9673-63a4b0b6e96b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Bondor Ceiling & Wall Install","Installation Completed"
"0003ab70-3c7e-558b-89c0-c88515da5c4f","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Bondor Ceiling & Wall Install","SubCon QA /Consultant Inspection."
"f0cf1683-625e-5da2-af0a-ec91cfcd6158","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Bondor Ceiling & Wall Install","Commissioning"
"53d54f67-dc47-5afb-b830-d83f64971f9b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Bondor Ceiling & Wall Install","SBC QA"
"b980f122-06c6-44fb-a265-1d012dab76ee","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Security Mesh"
"b0118672-dacc-5a68-8dbe-a09a3e135026","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Security Mesh","Installation Completed"
"cdfa37f5-13ff-5400-baff-76ebf5e7554f","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Security Mesh","SubCon QA /Consultant Inspection."
"a1334fee-0a3c-57a5-bd06-149174d040a5","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Security Mesh","Commissioning"
"201268b9-ad66-5974-bf15-56d425d7284e","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Security Mesh","SBC QA"
"8ecbbc5b-0fdf-477f-a339-6e041d4627d0","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Vesda Install"
"ff11e423-e0dc-5088-918c-ec739682927c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Vesda Install","Installation Completed"
"65aa6dd5-6721-5066-99dd-d664f0e57848","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Vesda Install","SubCon QA /Consultant Inspection."
"f03040a9-c186-5b40-8261-e0b7650307a0","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Vesda Install","Commissioning"
"41bcbf58-5a7b-557d-b89d-a6037f75589a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Vesda Install","SBC QA"
"b6a8baae-3e07-4482-84b7-67c5334ecb9d","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Hot Isle Containment High Level"
"0cb7abc2-5fe8-5ba3-b4b2-096e7fa6761e","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Hot Isle Containment High Level","Installation Completed"
"98c39465-44cf-5bb2-9999-421f39161626","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Hot Isle Containment High Level","SubCon QA /Consultant Inspection."
"7a16ba43-f42d-508a-9665-e22071f241ca","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Hot Isle Containment High Level","Commissioning"
"674dc92f-bfd1-56fb-ae20-9ac3d3e567d1","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Hot Isle Containment High Level","SBC QA"
"30d6baf5-8df9-4d0b-a569-f1c40c7bf635","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Sprinker Install"
"a5fecfaf-6f2e-5ae5-944b-edce310f798c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Sprinker Install","Installation Completed"
"a52203af-1290-5b09-83cf-a658bd060816","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Sprinker Install","SubCon QA /Consultant Inspection."
"39ff1f45-af9f-5c3d-84ae-4872af871611","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Sprinker Install","Commissioning"
"d8512d46-ed7e-5af0-bf6c-0c0d53eb4a0b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Sprinker Install","SBC QA"
"aae85d9c-341c-47de-9448-674ab29f8187","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Services First Fix Lighting"
"cbe8a16a-7c8a-5242-97a3-288dffb5d9d3","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Services First Fix Lighting","Installation Completed"
"da1558d1-852d-5967-b0d4-9651428498da","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Services First Fix Lighting","SubCon QA /Consultant Inspection."
"13cfe4f6-8272-5a34-a32b-906f52d4156c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Services First Fix Lighting","Commissioning"
"54865b58-7df6-508e-b32e-b7c088d2c43f","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Services First Fix Lighting","SBC QA"
"9af4dedc-ec94-4a6f-8e97-ab3e31bb4320","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Seismic for Services"
"7ad78cd2-3c66-56bb-b4fc-9dffcecade5f","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Seismic for Services","Installation Completed"
"ed422ebe-00bf-5a45-a56c-a7e956e9469e","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Seismic for Services","SubCon QA /Consultant Inspection."
"095d6174-ed2f-5893-ba03-0e68d9bac1f2","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Seismic for Services","Commissioning"
"f8d6445c-2b01-56c2-96f1-785d38dd2ae1","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Seismic for Services","SBC QA"
"33d40f8f-4fe2-4116-9663-a32f2e1d0bd6","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Bus Duct Install"
"e858be8a-17ae-5f72-935b-f0b883adb99a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Bus Duct Install","Installation Completed"
"23fb0af9-b440-5f2e-9c39-d827dab27270","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Bus Duct Install","SubCon QA /Consultant Inspection."
"bb32b1e7-4e87-5fa9-aced-5a8ba6f6981b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Bus Duct Install","Commissioning"
"da9bb25f-576a-5488-a3bb-3af7dc25ca0b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Bus Duct Install","SBC QA"
"687c5f5c-34d5-48fc-9382-bde286e30739","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Services Second Fix"
"1f0ac895-0cf4-50c1-a162-778f5a6e21b6","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Services Second Fix","Installation Completed"
"cba2e147-bbc3-5c8c-9d5d-d929f8124685","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Services Second Fix","SubCon QA /Consultant Inspection."
"6bd1e12e-0ebc-5f7c-b4a9-cc34e3608c41","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Services Second Fix","Commissioning"
"0cb69aa7-a53a-5d98-9d53-2a16df64cd3c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Services Second Fix","SBC QA"
"455603ae-e884-4e6e-a528-b7985a59c008","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Cable Tray Install"
"52853955-ab59-5fbd-9492-ad4e5e406ce0","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Cable Tray Install","Installation Completed"
"42a556e3-e6d4-5e42-b944-86c8eb71d586","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Cable Tray Install","SubCon QA /Consultant Inspection."
"5a8a7856-5dcc-5c62-a8f6-8bb57a9a964e","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Cable Tray Install","Commissioning"
"e6b450e9-682e-5980-ba8e-a85d5c1047a2","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Cable Tray Install","SBC QA"
"01b7c0d2-df29-4fda-b4fc-cde9376a7011","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","HAC Doors & Panels"
"b94a4c15-1251-5d14-886c-ee4f55a99c0c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","HAC Doors & Panels","Installation Completed"
"333eadd1-b6a3-5b79-8c43-38b0d8787847","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","HAC Doors & Panels","SubCon QA /Consultant Inspection."
"8d2f3527-c90d-512b-b168-4d66bd95ea48","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","HAC Doors & Panels","Commissioning"
"03f582a9-84d2-56cc-8b83-79d3495cf242","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","HAC Doors & Panels","SBC QA"
"ec5ba2e5-8c25-4e03-b23c-67a8d8b674ab","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Final Paint & Clean"
"abc7c279-3bd8-584b-906b-c0360c5e41e6","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Final Paint & Clean","Installation Completed"
"4c0022a8-0a4d-527d-a635-e8239f13b84c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Final Paint & Clean","SubCon QA /Consultant Inspection."
"42608544-c48d-59ae-92d1-06d4d7a85062","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Final Paint & Clean","Commissioning"
"0fbb0faf-b8b6-5b05-925b-dacadc283131","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 5 - Data Hall 5","Final Paint & Clean","SBC QA"
"36ad7bfb-7081-4c13-8611-e35d17c7d10a","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6"
"65814db8-b94a-4049-b0dc-f531e0ad2c98","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Grind Data Hall Slab"
"32586e6b-7fff-5540-8466-091be32ef790","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Grind Data Hall Slab","Installation Completed"
"2ae6bade-2d04-5c88-8c55-f8b046c13efb","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Grind Data Hall Slab","SubCon QA /Consultant Inspection."
"00cdd0a0-bdca-5291-96d4-f256b8e0c1ed","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Grind Data Hall Slab","Commissioning"
"a589c496-56ad-5716-bc30-6c18eaa95234","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Grind Data Hall Slab","SBC QA"
"d6ddb7af-103a-46f6-811e-b128f42ffbdd","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Birdcage Drop"
"58e23445-f00d-50c4-a5ed-d41dfca0003b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Birdcage Drop","Installation Completed"
"b1992349-a327-5473-a446-ac926361b0ad","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Birdcage Drop","SubCon QA /Consultant Inspection."
"15546fb0-5ae7-5b94-a36a-c4837a97e621","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Birdcage Drop","Commissioning"
"e03f9409-b439-5da5-bf6f-26fa6937f9df","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Birdcage Drop","SBC QA"
"774016f9-6fa3-48c4-b5e0-73a033bfa7db","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Steel Touchups and Clean"
"1547a056-c608-5584-a07f-16e715239844","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Steel Touchups and Clean","Installation Completed"
"8020f04d-280c-58ad-8c48-5d2cfd357998","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Steel Touchups and Clean","SubCon QA /Consultant Inspection."
"6fd7ab7a-0ce9-5507-9aeb-2b30ea40bc8d","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Steel Touchups and Clean","Commissioning"
"cbe13ec0-0193-5503-bc1e-07c6d0bf21a7","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Steel Touchups and Clean","SBC QA"
"355422f9-39fd-432a-8ee3-be76d29477b9","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Polish Slab"
"b304634a-6caf-584a-ae20-0c240e87eca6","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Polish Slab","Installation Completed"
"11125e25-3648-53b8-b9fc-7feb8e55b43a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Polish Slab","SubCon QA /Consultant Inspection."
"cdf17f15-8607-5059-a5d2-41d2a2ed61f3","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Polish Slab","Commissioning"
"71a5233b-ac9c-5261-b58a-61add9f9bd47","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Polish Slab","SBC QA"
"23d47ada-f92e-4547-a7c5-bfeec0d2b5fd","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Bondor Ceiling & Wall Install"
"10fba201-51d7-51ab-9f12-7854567c2a6c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Bondor Ceiling & Wall Install","Installation Completed"
"d951cff6-6a08-5409-8534-5eba9fa9ed5a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Bondor Ceiling & Wall Install","SubCon QA /Consultant Inspection."
"5bf09ad1-aa2d-5c08-9f8e-16fdb618789a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Bondor Ceiling & Wall Install","Commissioning"
"d3e3f92d-3c0b-52aa-ba67-552ee41a982a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Bondor Ceiling & Wall Install","SBC QA"
"36f48401-172e-4178-a846-e2a8b7be7b46","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Security Mesh Hot Isle"
"f8f43e7d-42e2-5e7d-86cc-909e594fa1ca","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Security Mesh Hot Isle","Installation Completed"
"ea138a80-664a-5866-b2bf-5674a124b1bb","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Security Mesh Hot Isle","SubCon QA /Consultant Inspection."
"a2c3db5c-82c2-5767-b7c0-e975c1e01382","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Security Mesh Hot Isle","Commissioning"
"e8e8be86-e2b8-570e-b0c5-a71ff2859ea4","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Security Mesh Hot Isle","SBC QA"
"0a79f2f6-e052-4232-8a3a-87df675a104a","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Vesda Install"
"e6e019d9-0354-5384-bcad-bdbf0cb10b6b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Vesda Install","Installation Completed"
"1b072a81-19c1-55cb-88db-4170b4936f13","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Vesda Install","SubCon QA /Consultant Inspection."
"93ce56db-f32f-5823-ae92-a5f2d26959e9","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 6 - Data Hall 6","Vesda Install","Commissioning"
