"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7ca4e09d-df4f-4dfd-8cb6-0270bcf54cf4","","checklist-flat","not-started","62704a049dd677552a734504db8d241c90c356cc5b215f556be0ff7a150d0d41","checklist-flat","FALSE","FALSE","Job Details"
"d99a27a3-60c0-4b76-a6f3-54ba6f49e816","","checkpoint-status","not-started","","","FALSE","FALSE","Job Details","Project details entered below"
"0601fdb7-6626-45d1-826d-4a466b605c1c","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture"
"03e2201a-c4c0-4a91-bd1f-56d863b3ba05","","checklist-sectioned","pass","d445abf1a31c2db1731abc4e69e7a97b58c2708cdb80c557fdb618a745b730f8","checklist","FALSE","FALSE"," Precast Manufacture","weld plate details"
"4f3fc38f-52cc-4285-8150-acf3006b85cb","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","Weld plate details"
"bef143a1-453e-453d-9180-58b179c56a4a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","Weld plate details","Edge Detail"
"6e32c57e-9d05-4e06-8579-55f642f3727e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","Weld plate details","Bar Projections"
"8d62cf6a-4958-4da6-ba70-772f3071b551","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","Weld plate details","Cast in items"
"362f10ea-d07b-4f28-994a-f70951cbe867","","folder-normal","pass","","step","TRUE","FALSE"," Precast Manufacture","Panels 1 - 30"
"2415f1e5-3963-469d-ace9-b9a35be2fb90","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 1 - 30","Panel -1"
"87f34ac2-2102-4714-beaa-78cbe1aba354","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -1","Pre-Pour Check"
"850ba024-2623-42d9-87a6-ac80d636e227","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -71","Post Pour Check"
"14d49d7c-bc28-42bb-bff9-1d619d8fc8ad","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -71","Post Pour Check","Edge Detail"
"ac57b51c-1f30-414c-aec2-3d2a20ca48b8","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -71","Post Pour Check","Bar Projections"
"15ec07de-e645-4e4c-bda7-f60f5345d051","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -71","Post Pour Check","Cast in items"
"713ec32d-ee87-4397-846b-8db7ac4dfde1","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -71","Stripping and Stacking"
"34bfe2f1-9e5f-4e8c-873d-d73e2a5c50bd","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -71","Stripping and Stacking","Stripping & Stacking"
"406f9fbe-3f92-44b4-99d0-e2400ccc100d","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 61 - 90","Panel -72"
"31fb6c8e-862b-4cf9-98ee-36e5c920e006","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -72","Pre-Pour Check"
"c7b8e4c6-2ac2-476f-a7fc-2eec4d5d160d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -72","Pre-Pour Check","Dimensions"
"ee0a9493-3803-419c-8534-027778a6452a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -72","Pre-Pour Check","Mould Clean"
"43dcc00e-aa51-4385-83c7-9573a64bf53c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -72","Pre-Pour Check","Mould Oiled"
"bbbf76e3-9369-4f64-8d28-a11c11de0edf","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -72","Pre-Pour Check","Mould - Workmanship"
"7c402cb9-3727-4391-9d63-5da97a875ffd","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -72","Pre-Pour Check","Reinforcing"
"0bf3276c-5e24-4c39-9945-f631ca3c3f5a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -72","Pre-Pour Check","Cast In Items"
"ff2db7cf-d5be-4964-98d8-515eb2e5148c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -72","Pre-Pour Check","Marker Position and No."
"c09a2914-1f1f-4643-856e-e1336c99d9ee","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -72","Pre-Pour Check","Make mould to Green Status"
"3b4f61a8-3e53-447a-935f-2c2f5c17914b","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -72","Concrete Works"
"23577457-b479-4bcd-b318-6f3fcd297f20","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -72","Concrete Works","Concrete Works Details"
"36226309-8253-4e99-ba4f-226979214e87","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -72","Concrete Works","Wilco Sample Taken"
"e1e7a12a-9cf7-4342-b417-2f49bd3a20e6","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -72","Concrete Works","Bridgeman Sample Taken"
"56bde3d5-8603-4b5e-b480-6073f8a77e47","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -72","Concrete Works","Supervisor Approval"
"8e7533d9-dc41-4b99-b963-839f1e2cd87b","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -72","Post Pour Check"
"03c20111-3550-4bea-938c-ee446149bfb2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -72","Post Pour Check","Edge Detail"
"f224692c-0bda-4c0b-8f36-01ca0235ed00","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -72","Post Pour Check","Bar Projections"
"652440a3-2292-4452-bde7-da5d55d6f9be","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -72","Post Pour Check","Cast in items"
"b773fe06-be59-486b-8e0d-2b50ebb4b583","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -72","Stripping and Stacking"
"598281c5-82d2-4124-b4fd-399034409682","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -72","Stripping and Stacking","Stripping & Stacking"
"c2dcfc3b-0b46-4306-a484-43ff87a3cd07","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 61 - 90","Panel -73"
"84248b18-3f54-43be-aafc-0dd27aaaab20","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -73","Pre-Pour Check"
"7e590fc2-629b-499e-a820-e03a3c3f2e13","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -73","Pre-Pour Check","Dimensions"
"5ccd8b3b-6075-49f6-95bf-291dcb7b35fd","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -73","Pre-Pour Check","Mould Clean"
"679e4156-814c-43e3-92cf-4e74cc2e6d4b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -73","Pre-Pour Check","Mould Oiled"
"f2346f5e-060c-41a0-aa5e-73e52254c6d5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -73","Pre-Pour Check","Mould - Workmanship"
"653a1278-0632-48e8-9e46-eb35047425a1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -73","Pre-Pour Check","Reinforcing"
"3ee5ff38-a24f-4a66-b037-daad59f94c1c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -73","Pre-Pour Check","Cast In Items"
"065bf661-a76a-47b1-957f-c5457c356c8d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -73","Pre-Pour Check","Marker Position and No."
"7ed09872-e1ec-4b96-8a75-bcc9ebc5b590","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -73","Pre-Pour Check","Make mould to Green Status"
"96bca8b2-c754-4747-801c-69b5cfa7a124","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -73","Concrete Works"
"fc542264-231b-46fc-9419-924a8107f9dd","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -73","Concrete Works","Concrete Works Details"
"1334cf40-876f-4bbe-a4d3-e41981db3054","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -73","Concrete Works","Wilco Sample Taken"
"3f403757-1356-4624-9f1e-5822f84f9082","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -73","Concrete Works","Bridgeman Sample Taken"
"d81f6bc7-38b7-4b17-b8eb-797a5a218531","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -73","Concrete Works","Supervisor Approval"
"e333a3d1-fb61-451e-ba96-0cfe6ca2bf35","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -73","Post Pour Check"
"9cbae9d3-7f6d-4e84-9c43-0be09a2b123e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -73","Post Pour Check","Edge Detail"
"38c021f8-5983-4824-ac9c-c1e36fde5971","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -73","Post Pour Check","Bar Projections"
"7fc50c4c-4dcf-403a-af9d-399b6b91f662","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -73","Post Pour Check","Cast in items"
"91038f51-d3b0-4636-bebc-35c7acb8b76e","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -73","Stripping and Stacking"
"3c482402-9115-4be0-9a2d-c580fd541df8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -73","Stripping and Stacking","Stripping & Stacking"
"85cce853-c226-4868-8f38-6c83561861cd","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 61 - 90","Panel -74"
"834342bc-507d-4cdf-9b74-2d6343d3cfcc","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -74","Pre-Pour Check"
"4428aca4-16a7-49b0-89f6-0a103463b1e5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -74","Pre-Pour Check","Dimensions"
"0c183146-c6b1-4148-86bb-e412903aa090","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -74","Pre-Pour Check","Mould Clean"
"99065f4c-6bfe-4ff9-b68e-058d05a223b3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -74","Pre-Pour Check","Mould Oiled"
"76e4a41f-a5b3-42d4-b713-4ff9fd2300d5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -74","Pre-Pour Check","Mould - Workmanship"
"9b7d69c4-2e6f-4b41-be34-f95e3e61bdc0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -74","Pre-Pour Check","Reinforcing"
"c9e364f4-cf39-40c5-abe8-2f12655bbea5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -74","Pre-Pour Check","Cast In Items"
"392dd88c-5e4c-4b1d-a1ad-9fd1054bbb55","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -74","Pre-Pour Check","Marker Position and No."
"d9a8fe6b-0f4f-4f68-8f43-0e877433bcee","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -74","Pre-Pour Check","Make mould to Green Status"
"533c5272-e135-4410-9f09-fd930f506db4","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -74","Concrete Works"
"de4d2ffa-252c-4a08-8502-32e16d638cdc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -74","Concrete Works","Concrete Works Details"
"7c89e0e7-791b-4e61-9638-a61788ed8f45","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -74","Concrete Works","Wilco Sample Taken"
"70a01049-2fe6-4454-8faa-7cd835edad46","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -74","Concrete Works","Bridgeman Sample Taken"
"c0381ced-6620-48ed-bf36-32be406c8b66","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -74","Concrete Works","Supervisor Approval"
"fa0f02ab-a589-49b5-b895-453d8ec7dd1e","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -74","Post Pour Check"
"34317cf9-6623-432b-90a7-5e944d3a8f93","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -74","Post Pour Check","Edge Detail"
"d3270a2c-bb80-46e0-be6c-2ce02b0b1b61","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -74","Post Pour Check","Bar Projections"
"23f3efae-9466-4c1f-b69d-32d86e8abc09","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -74","Post Pour Check","Cast in items"
"39acdd27-ae5d-46d7-b894-db23d19a5c17","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -74","Stripping and Stacking"
"32f3f7c0-42e6-4e92-a2d3-91bde944cad7","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -74","Stripping and Stacking","Stripping & Stacking"
"4e559cc2-0ffe-48b2-96ef-655c335acbf2","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 61 - 90","Panel -75"
"b19eee71-a2da-4192-910e-a23a01729067","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -75","Pre-Pour Check"
"8acd6b16-7076-4e20-b04f-06e7833c7eeb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -75","Pre-Pour Check","Dimensions"
"d559fc96-f11d-4b88-818b-02739bdf9d8a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -75","Pre-Pour Check","Mould Clean"
"8755fbe8-6872-4e4f-bbda-b93b5d077322","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -75","Pre-Pour Check","Mould Oiled"
"f367e699-dc61-47f6-b2f4-604662b825aa","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -75","Pre-Pour Check","Mould - Workmanship"
"8e93233e-7740-4436-bdfb-c12a8fdf56ab","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -75","Pre-Pour Check","Reinforcing"
"1b78e12e-69ed-446e-abf7-bf0402b115b6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -75","Pre-Pour Check","Cast In Items"
"fede5504-ef86-4730-a78b-cc24adeeeff4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -75","Pre-Pour Check","Marker Position and No."
"f6c1ec68-adf3-48c3-8210-2e20a3b56be9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -75","Pre-Pour Check","Make mould to Green Status"
"03bf8f4e-9f63-425c-b67f-2f721f5ee3ae","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -75","Concrete Works"
"2513c782-e1d8-4add-b234-da501bebe9ee","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -75","Concrete Works","Concrete Works Details"
"f38e64a5-ad2e-4729-8e7d-d72f1a244378","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -75","Concrete Works","Wilco Sample Taken"
"1d36f56d-5fb3-4111-a6af-e358d72ffff1","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -75","Concrete Works","Bridgeman Sample Taken"
"e6d53ade-aecc-41a5-98ab-02b5615cef39","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -75","Concrete Works","Supervisor Approval"
"ccf09a27-1379-4c25-b572-581a9ec7244d","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -75","Post Pour Check"
"5c9161a3-e697-44ef-8f94-03de4cf7ee0b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -75","Post Pour Check","Edge Detail"
"a0faeae5-c602-4e3c-a83e-9639d7e25b0a","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -75","Post Pour Check","Bar Projections"
"eac7cf77-d048-4f8b-8691-30fa95503cac","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -75","Post Pour Check","Cast in items"
"71d107e1-c001-4842-9ba1-533f4d0a9ee2","","checkpoint-group","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -75","Stripping and Stacking"
"61a400d2-0a8d-4440-99c2-683d3dbb31f1","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -75","Stripping and Stacking","Stripping & Stacking"
"ac50376c-3d3f-4cb4-a8e6-411c66846170","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 61 - 90","Panel -76"
"e0a8dc61-05dc-4d0a-bb8a-1e5cf90862fe","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -76","Pre-Pour Check"
"203ca1f3-e6be-4a74-9b2a-ddc6d2d509ff","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -76","Pre-Pour Check","Dimensions"
"3a0329c3-0d9f-4bb0-bdb3-75172a889bbe","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -76","Pre-Pour Check","Mould Clean"
"3c476b23-5c5d-4bca-95d0-c8570bc112ed","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -76","Pre-Pour Check","Mould Oiled"
"1b2ad789-cb89-4d76-af9b-a83a3a64630b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -76","Pre-Pour Check","Mould - Workmanship"
"d4ee822e-9543-4b27-832b-3cb455a0110e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -76","Pre-Pour Check","Reinforcing"
"b95833b9-3d64-4c8a-8454-58f20b635fad","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -76","Pre-Pour Check","Cast In Items"
"0c0b25e7-cc0c-4d9e-ab7f-6644df80ceba","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -76","Pre-Pour Check","Marker Position and No."
"394374db-c9bf-4a95-89ff-3a018f8855c7","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -76","Pre-Pour Check","Make mould to Green Status"
"deef3ef3-4ba3-4174-bd6b-3afcad5ea13d","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -76","Concrete Works"
"b808f476-2b5e-46be-af35-1edb9eddc257","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -76","Concrete Works","Concrete Works Details"
"708e507a-eef9-4148-b31e-e8d41bd30dfd","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -76","Concrete Works","Wilco Sample Taken"
"0a9e77b2-0eda-444a-899f-ce0a2d20c2a3","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -76","Concrete Works","Bridgeman Sample Taken"
"50ee5fc6-fae8-4ac9-b3cf-c8cfc4ba3e34","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -76","Concrete Works","Supervisor Approval"
"5d45b802-c0a2-4503-b5ff-5dd0153d189e","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -76","Post Pour Check"
"ce09c576-46e7-4a22-b885-f9652d9be275","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -76","Post Pour Check","Edge Detail"
"52f930f4-213a-415a-a443-c658d5252ea3","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -76","Post Pour Check","Bar Projections"
"f27c9169-0361-48af-b451-f288f3491a94","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -76","Post Pour Check","Cast in items"
"5d8d0958-3b18-4b5c-b779-4c05ba972591","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -76","Stripping and Stacking"
"343ba48e-9b29-4ac2-a02a-63989264db7c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -76","Stripping and Stacking","Stripping & Stacking"
"009a6d10-4956-4cce-b77e-ffba672ba216","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 61 - 90","Panel -77"
"e19edfe7-8f0e-4110-8db6-a5881b26b711","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -77","Pre-Pour Check"
"e0f4aa63-7043-422d-a1dc-0cf634138283","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -77","Pre-Pour Check","Dimensions"
"9b60ea4b-2560-4507-8980-96de751b33af","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -77","Pre-Pour Check","Mould Clean"
"d0f19c4a-d1f3-41f6-967b-6762598a73fb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -77","Pre-Pour Check","Mould Oiled"
"7b84c8ea-2d7c-4ef4-910d-71b4f3447200","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -77","Pre-Pour Check","Mould - Workmanship"
"20176701-c1a4-4241-b0eb-403b4fd7000c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -77","Pre-Pour Check","Reinforcing"
"68bdb720-6af9-4551-b9f5-c308e8b30430","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -77","Pre-Pour Check","Cast In Items"
"a732e99f-d4b2-4ef1-868c-3b37e77975f6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -77","Pre-Pour Check","Marker Position and No."
"457b1cd2-367c-476d-9651-86795223efea","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -77","Pre-Pour Check","Make mould to Green Status"
"f545a65a-183a-42fe-8ab0-9356298af140","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -77","Concrete Works"
"f2923aed-4871-4298-8bcd-789ea5d6ed71","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -77","Concrete Works","Concrete Works Details"
"f1f56100-284a-43c3-80c8-d8de0cf0101d","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -77","Concrete Works","Wilco Sample Taken"
"7dfebfbe-5082-4d55-b588-00b430e0bbd2","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -77","Concrete Works","Bridgeman Sample Taken"
"d85fd1f6-5167-4faa-8346-5bb3ce4a88b1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -77","Concrete Works","Supervisor Approval"
"5528ab38-3139-4d9e-ab22-1a53d97e8452","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -77","Post Pour Check"
"469bae9b-9ee9-4bfd-95b0-98512c2e6b23","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -77","Post Pour Check","Edge Detail"
"32730e26-d07b-42a0-a710-08136fd96d6f","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -77","Post Pour Check","Bar Projections"
"dff95961-3702-4839-a034-e189e0ea3764","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -77","Post Pour Check","Cast in items"
"be782e45-8d1c-4b83-b258-e13cdbbba5e4","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -77","Stripping and Stacking"
"7daf4f20-95f5-4016-b047-45b80d2bb258","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 61 - 90","Panel -77","Stripping and Stacking","Stripping & Stacking"
"1f38bd8f-e45f-4938-8c0b-946eaf125351","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 61 - 90","Panel -78"
