"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"097924ab-7427-4ede-bb0a-cadbf3792bad","","checklist-flat","work-in-progress","SYS - PT - Overall Pre-set","checklist-flat","FALSE","FALSE","Overall Pre-set"
"d7acb377-81fb-5c97-9d90-92b367c0653a","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Overall Pre-set","Overall Pre-set"
"2030642e-f690-55ff-b11c-03a2b244f6a0","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","System information:"
"10479a25-f4ee-574e-8c06-664550697abc","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","SSP Attached"
"b84b64ef-7491-535f-bc6c-34dedae70830","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-set","Task Analysis Attached"
"ac1a97be-a908-5721-ab80-ca30109d4d1a","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","Relevant Drawings Attached"
"7e4143ad-0b6d-49e7-b718-4a2ff60efa73","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"d7d3a922-827d-41e2-9f80-eaac266d972a","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System "
"30c552b7-ae59-440d-9063-5088cdb8c58d","","folder-normal","not-started","","step","TRUE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 9m - RSRail 01"
"b3637669-f7b2-4fcd-9958-53761c060e7d","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 9m - RSRail 01","Pre-Fit Off Checklist"
"fabaebe3-2f79-4c9e-b65b-f3fffc62aee5","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Fit Off Checklist - Anchor 13"
"2e93c38a-b369-5ce2-a194-a4088315b8c0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Fit Off Checklist - Anchor 13","Confirm the structure is in accordance with the details supplied by PBI"
"cde2679a-6e0c-50c0-a515-ccdae6c19e18","","holdpoint","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Fit Off Checklist - Anchor 13","EMAIL PM"
"73500849-c428-57b0-951b-92aee4de0dbd","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Fit Off Checklist - Anchor 13","Required number of photo(s) taken of installed anchor(s)"
"7aa32ee4-15e2-59ae-af33-02fc04e9a3e8","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Fit Off Checklist - Anchor 13","Installed as per PBI drawings supplied and manufacturer's requirements"
"456fef74-ace1-4b07-a9bd-cc55027dcc68","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Fit Off Checklist - Anchor 14"
"022daf99-a821-5790-9f27-263a325d7de7","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Fit Off Checklist - Anchor 14","Confirm the structure is in accordance with the details supplied by PBI"
"66d906bd-7368-52f6-a147-0628862c0d5c","","holdpoint","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Fit Off Checklist - Anchor 14","EMAIL PM"
"53619219-eab8-527e-b682-5bc1de36a4dc","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Fit Off Checklist - Anchor 14","Required number of photo(s) taken of installed anchor(s)"
"6a899d06-5c3c-590f-b053-ad356b855884","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Fit Off Checklist - Anchor 14","Installed as per PBI drawings supplied and manufacturer's requirements"
"cc7f985e-756d-4f9b-a074-684c9f7ad702","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Fit Off Checklist - Anchor 16"
"de17539d-906f-552a-97cc-e09e0475a4fa","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Fit Off Checklist - Anchor 16","Confirm the structure is in accordance with the details supplied by PBI"
"b46be365-82bf-5e05-b304-0fb4b13bdc7e","","holdpoint","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Fit Off Checklist - Anchor 16","EMAIL PM"
"9bfed203-3c3b-5371-a15c-2b06ffc42cd1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Fit Off Checklist - Anchor 16","Required number of photo(s) taken of installed anchor(s)"
"c4f3297b-06d3-5d6e-a1a9-0bcb2b5cb002","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Fit Off Checklist - Anchor 16","Installed as per PBI drawings supplied and manufacturer's requirements"
"91bf6372-5e4c-4f77-bf50-29860bcb6512","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Fit Off Checklist - Anchor 17"
"8ab1fc58-6bfe-53c5-957c-ee4df9cfe776","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Fit Off Checklist - Anchor 17","Confirm the structure is in accordance with the details supplied by PBI"
"a794a3e4-2af4-53e8-ac6a-342a9bb5b7be","","holdpoint","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Fit Off Checklist - Anchor 17","EMAIL PM"
"297339f6-7948-58ab-8fd1-37c0f0fd9505","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Fit Off Checklist - Anchor 17","Required number of photo(s) taken of installed anchor(s)"
"4ead2c83-f3b5-5361-bcee-25c22780a690","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","5No AP Type 04 - Diversion Anchors","Fit Off Checklist - Anchor 17","Installed as per PBI drawings supplied and manufacturer's requirements"
"4647524b-25a9-4c65-9985-7b8baaedfad9","","folder-normal","not-started","","step","TRUE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","4No AP Type 05 - Fall Arrest Anchors "
"4c96a0ab-9a2c-4103-8fe8-0b2fc8acb5f1","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","4No AP Type 05 - Fall Arrest Anchors ","Pre-Fit Off Checklist"
"582eddd4-4999-5065-a857-01fb85c05212","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","4No AP Type 05 - Fall Arrest Anchors ","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"48754076-e2aa-5c7a-a61a-4f886539a55d","","holdpoint","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","4No AP Type 05 - Fall Arrest Anchors ","Pre-Fit Off Checklist","EMAIL PM"
"ca5fcc07-06bf-5e59-8f3c-786c4ea74046","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","4No AP Type 05 - Fall Arrest Anchors ","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"d82b042b-4f46-5505-9357-83937133f0d1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","4No AP Type 05 - Fall Arrest Anchors ","Pre-Fit Off Checklist","Photos taken"
"b4fec42a-43d9-4fc7-9ce8-dade6d1c229d","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","4No AP Type 05 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 02"
"33a7186c-c4ee-5bea-a4f1-cad236a8d542","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","4No AP Type 05 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 02","Confirm the structure is in accordance with the details supplied by PBI"
"1b0a05fd-b4e9-5483-87c9-8c6234a802ce","","holdpoint","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","4No AP Type 05 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 02","EMAIL PM"
"17528357-ee7c-5792-8895-8644e8653a43","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","4No AP Type 05 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 02","Required number of photo(s) taken of installed anchor(s)"
"364135ed-21df-5064-9f58-5832f515dc6a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","4No AP Type 05 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 02","Installed as per PBI drawings supplied and manufacturer's requirements"
"4f9db333-a50a-46f1-ae71-bcf8bd749226","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","4No AP Type 05 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 03"
"6879533b-fbb6-5c2f-89f2-88950c812b14","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","4No AP Type 05 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 03","Confirm the structure is in accordance with the details supplied by PBI"
"0e0ae85b-fcb8-5483-aec3-53c4afac65c4","","holdpoint","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","4No AP Type 05 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 03","EMAIL PM"
"901f3e0e-6c42-5aa9-897a-5d37b64b7070","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","4No AP Type 05 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 03","Required number of photo(s) taken of installed anchor(s)"
"ec788521-d269-588f-9d51-4d850726188d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","4No AP Type 05 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 03","Installed as per PBI drawings supplied and manufacturer's requirements"
"0df86cdd-3876-4d00-ab53-13062491b172","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","4No AP Type 05 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 04"
"37d3325e-8178-5331-a360-a49eba739b91","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","4No AP Type 05 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 04","Confirm the structure is in accordance with the details supplied by PBI"
"9f2896a9-2a7e-5af6-a573-1f0dc715b12e","","holdpoint","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","4No AP Type 05 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 04","EMAIL PM"
"cc3d4eb8-2b0d-5a2f-a23f-cf5d33074c34","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","4No AP Type 05 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 04","Required number of photo(s) taken of installed anchor(s)"
"ecf656a8-fad8-59f9-968a-933d22e351c1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","4No AP Type 05 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 04","Installed as per PBI drawings supplied and manufacturer's requirements"
"3c299e52-55a1-4451-b002-c5304507e098","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","4No AP Type 05 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 05"
"e65b63fa-296a-5c79-90eb-1ad3894317da","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","4No AP Type 05 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 05","Confirm the structure is in accordance with the details supplied by PBI"
"276e3cc5-c7a4-534f-888e-03e1b540e0c0","","holdpoint","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","4No AP Type 05 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 05","EMAIL PM"
"c55dc311-c258-54fb-ac9b-54959428ca04","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","4No AP Type 05 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 05","Required number of photo(s) taken of installed anchor(s)"
"b2de484b-7441-55a2-bd8b-4c47f05312c3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","4No AP Type 05 - Fall Arrest Anchors ","Fit Off Checklist - Anchor 05","Installed as per PBI drawings supplied and manufacturer's requirements"
"3385d10b-03f0-4f1b-b258-4294e2eeeafe","","folder-normal","not-started","","step","TRUE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","2No Ladder Brackets"
"41254471-6ef3-4b74-9f5a-59a4c5e19c4d","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","2No Ladder Brackets","Pre-Fit Off Checklist"
"1e707c4e-ce91-5814-b715-4e74f63edb66","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","2No Ladder Brackets","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"11144284-951f-5414-84d4-2f54e68003be","","holdpoint","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","2No Ladder Brackets","Pre-Fit Off Checklist","EMAIL PM"
"1815822a-6855-5435-bea4-e96833b67be2","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","2No Ladder Brackets","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"2587c397-442f-5f39-9640-5e2eb15a7ac3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","2No Ladder Brackets","Pre-Fit Off Checklist","Photos taken"
"7138a3ec-a8ed-4431-9600-391e95fffd29","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","2No Ladder Brackets","Fit Off Checklist - Ladder Bracket 01"
"ce34cdb6-27ca-5d99-8b84-76aa184a9a61","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","2No Ladder Brackets","Fit Off Checklist - Ladder Bracket 01","Confirm the structure is in accordance with the details supplied by PBI"
"6657ba69-f0c6-5549-baa4-8d85ffcf34e5","","holdpoint","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","2No Ladder Brackets","Fit Off Checklist - Ladder Bracket 01","EMAIL PM"
"2be6bafb-6f46-5af3-92a6-594019f3e968","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","2No Ladder Brackets","Fit Off Checklist - Ladder Bracket 01","Photos taken of installed item"
"de1bcf4a-827f-5844-88cf-7f466869f702","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","2No Ladder Brackets","Fit Off Checklist - Ladder Bracket 01","Installed as per PBI drawings supplied and manufacturer's requirements"
"def4a707-bb29-46a4-9fb8-2c3832be2201","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","2No Ladder Brackets","Fit Off Checklist - Ladder Bracket 02"
"7e3484f2-4574-5553-90c3-b4324e3b95ef","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","2No Ladder Brackets","Fit Off Checklist - Ladder Bracket 02","Confirm the structure is in accordance with the details supplied by PBI"
"a3a8a7ca-e238-54a0-a1e3-b9507f026146","","holdpoint","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","2No Ladder Brackets","Fit Off Checklist - Ladder Bracket 02","EMAIL PM"
"847892d8-d9d5-50b5-87aa-d052fc635507","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","2No Ladder Brackets","Fit Off Checklist - Ladder Bracket 02","Photos taken of installed item"
"f90a0636-36cf-5a99-9612-d6b3ba37c4f9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","2No Ladder Brackets","Fit Off Checklist - Ladder Bracket 02","Installed as per PBI drawings supplied and manufacturer's requirements"
"3ab632bb-59ba-49b1-8054-38438b127190","","folder-normal","not-started","","step","TRUE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","Item 01 - 1No Permanent Un-caged Access Ladder System"
"a33ed507-e021-47b5-9587-90f576751fa7","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","Item 01 - 1No Permanent Un-caged Access Ladder System","Pre-Fit Off Checklist"
"52f0eb78-d5b5-5b81-bd38-d00409e3741f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","Item 01 - 1No Permanent Un-caged Access Ladder System","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"c07f8421-a0f9-5fd2-8e6c-565c0b6650ab","","holdpoint","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","Item 01 - 1No Permanent Un-caged Access Ladder System","Pre-Fit Off Checklist","EMAIL PM"
"62c25182-a5ea-52ec-8a8b-fc8d8cc0a1cb","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","Item 01 - 1No Permanent Un-caged Access Ladder System","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"5231e941-6512-55fd-891f-18b74be732d1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","Item 01 - 1No Permanent Un-caged Access Ladder System","Pre-Fit Off Checklist","Photos taken"
"cb04172d-fe15-4e89-a35c-4dd40ef286c6","","checklist-flat","not-started","Fit Off Checklist - Ladder System","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","Item 01 - 1No Permanent Un-caged Access Ladder System","Fit Off Checklist - Ladder System - Item 01"
"3a9bf430-f038-5eb4-b3dc-9903e51f6481","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","Item 01 - 1No Permanent Un-caged Access Ladder System","Fit Off Checklist - Ladder System - Item 01","Installed to manufacturer or PBI Installation instructions"
"38687f17-b12f-50e0-affc-8af91fc9c339","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","Item 01 - 1No Permanent Un-caged Access Ladder System","Fit Off Checklist - Ladder System - Item 01","Installed as per AS1657:2018"
"08542eee-0fdc-58da-836a-ad2f687befd6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","Item 01 - 1No Permanent Un-caged Access Ladder System","Fit Off Checklist - Ladder System - Item 01","All fixings secure"
"e87b5efb-ec64-5a2c-a80a-1654d98b94d8","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","Item 01 - 1No Permanent Un-caged Access Ladder System","Fit Off Checklist - Ladder System - Item 01","Top step of ladder flush with either walk-off kit or building edge"
"7a60668a-27e4-508d-b967-4a7542c1bb11","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","Item 01 - 1No Permanent Un-caged Access Ladder System","Fit Off Checklist - Ladder System - Item 01","No unsealed penetrations to the roof"
"894a127b-0dfb-576f-8c55-b9aed948be53","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","Item 01 - 1No Permanent Un-caged Access Ladder System","Fit Off Checklist - Ladder System - Item 01","If caged, cage start between 2m and 2.2m from ground level?"
"e9a23a44-3963-538e-a860-701bb89842d0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","Item 01 - 1No Permanent Un-caged Access Ladder System","Fit Off Checklist - Ladder System - Item 01","If ladder is above 3.5m, does it contain a cage?"
"7510d02f-26eb-5949-ae00-81cc0615e25f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","Item 01 - 1No Permanent Un-caged Access Ladder System","Fit Off Checklist - Ladder System - Item 01","If ladder is above 6m, does it have a mid-way platform?"
"9e638232-a70f-5c2d-84fe-55e4a675aeb1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","Item 01 - 1No Permanent Un-caged Access Ladder System","Fit Off Checklist - Ladder System - Item 01","Photo uploaded of clean work area"
"9457f191-8388-5417-99c8-6aae89d43f61","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","Item 01 - 1No Permanent Un-caged Access Ladder System","Fit Off Checklist - Ladder System - Item 01","Video taken"
"6b1b5db8-f524-43c2-b0b7-3789f50999fe","","checklist-flat","work-in-progress","Data Plate, Access Point (Rails and Line Systems)","checklist-flat","FALSE","FALSE","QA","Data Plate, Access Point & Carriage/Travellers"
"6aaeca3b-4e02-566e-ac7f-3697ae257794","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Data Plate, Access Point & Carriage/Travellers","Details of Data Plate"
"7ce77382-5619-5e65-b851-bf454dd452e1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Data Plate, Access Point & Carriage/Travellers","1 photo required of Data Plate"
"98fdfd37-1f0d-5493-8164-8a2a7378e232","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Data Plate, Access Point & Carriage/Travellers","Details of Access Point"
"3ba7c800-420d-52d2-ba45-c15963527334","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Data Plate, Access Point & Carriage/Travellers","1 photo required of Access Area"
"6bb90a4c-09be-5814-997e-4fac8417049d","","checkpoint-status","pass","","","TRUE","TRUE","QA","Data Plate, Access Point & Carriage/Travellers","Details of Rail Carriages/Cable Travellers"
"d3e1b984-eca5-5846-b960-149d514f8716","","checkpoint-status","pass","","","TRUE","TRUE","QA","Data Plate, Access Point & Carriage/Travellers","1 photo required of carriages/travellers"
"1e6c27e8-1891-4a62-8883-e5f429cbe320","","folder-normal","not-started","","step","TRUE","FALSE","Roof Access Requirements"
"a3dd51dc-c0a0-4dd8-a90c-2e31de05844d","","checklist-flat","not-started","Roof Access Requirements","checklist-flat","FALSE","FALSE","Roof Access Requirements","Roof Access Requirements"
"ea11929c-d5b9-5e6b-a02e-f01cad785dda","","checkpoint-status","not-started","","","TRUE","TRUE","Roof Access Requirements","Roof Access Requirements","Brief description of roof access requirements for Recert Team"
"54cf33b0-6d92-4d5a-aa81-dcca3c743a29","","checklist-flat","not-started","SYS - PT - Practical Completion","checklist-flat","FALSE","FALSE","Practical Completion"
"0c1d8866-1a69-5daa-9b6e-de95771a5c6a","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Practical Completion","System installed and ready for review from Project Manager."
"244bc9e1-afca-5143-97a3-e87266874844","","holdpoint","no-status-not-started","","","TRUE","TRUE","Practical Completion","Request Review from PM"
"a512d0a3-30bc-534e-ab67-0cca6d66d138","","checkpoint-status","not-started","","","TRUE","TRUE","Practical Completion","Project Manager has reviewed, checked and approved system."
"15171c29-b1c8-5d62-94db-c6754dd7355b","","checkpoint-status","not-started","","","TRUE","TRUE","Practical Completion","PM to send to PBI admin to close out and archive"
