"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6d994cd8-07c7-4a1f-bb5f-2714a92eb28c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"d95693e0-0971-4eae-8ed0-aa268b356db3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A"
"ce72cf76-2540-4e94-b67b-25587dc32aea","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 01"
"e7b04c19-31d8-4df8-8f63-ead5ac676094","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 01","Inground Plumbing Installation"
"478cad50-0b09-4285-8db1-4c86b00b1c3b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 31"
"f98d96b7-0de9-46ff-ab33-aa02d773baa6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 31","Inground Plumbing Installation"
"db762ff2-f470-486b-b679-decd60d82009","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 31","Inground Plumbing Installation","Authority Main to Meter Installation"
"d587cdba-89d6-4a5c-a87a-c48d73f704af","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block C","Lot 31","Inground Plumbing Installation","Drainage Installation (In-ground)"
"b715d8aa-e6f6-4a4d-bad2-1130e405a73a","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block C","Lot 31","Inground Plumbing Installation","Water Service Installation (In-ground)"
"1c616d8a-5246-463b-a57b-f05b66d40e5e","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block C","Lot 31","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"c2eb6c37-46c2-4637-ab6e-b583d9a553e5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 31","Rough-in Plumbing Installation"
"42b2f734-3392-4f35-9908-878fbdd7eb18","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 31","Rough-in Plumbing Installation","Waste & Vent Installation"
"4a2478ee-e714-4496-9f3e-1c43b1102495","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block C","Lot 31","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"0f17c264-c0ea-48bb-b6d1-829163843a3a","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block C","Lot 31","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"9f026326-1b5a-40ef-bb5e-50e71689ebc4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 31","Fit-off Plumbing Installation"
"f61ff288-9e1d-4a63-adca-8c7741a7ff5b","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 31","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"66a5ea39-28eb-489d-9312-6df626d76726","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 31","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"9037d30c-35c5-4b0d-960a-6e09123bc5be","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 31","Fit-off Plumbing Installation","Shower & Tapware Installation"
"a1839e5f-2cdd-45dd-bf27-4c382a2e2579","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 31","Fit-off Plumbing Installation","Bath & Tapware Installation"
"9d5b7421-9716-42cd-b452-6192b8d0dc26","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 31","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"ad10dafe-6fbf-478d-b2cc-4a5f852c8b60","","checklist-sectioned","not-started","Washing Machine Stops Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 31","Fit-off Plumbing Installation","Washing Machine Stops Installation"
"65a599d6-bf1e-456f-9675-263ad76da7fe","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 31","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"c529d75d-e05f-4dd4-adf6-d371b21af6ed","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 31","Fit-off Plumbing Installation","Tundish Installation"
"cae0f566-ad61-4cf0-942d-d34c0fab173b","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 31","Fit-off Plumbing Installation","Hose Tap Installation"
"a923e3a9-f54c-4f64-bc8a-e8ca53475957","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 31","Fit-off Plumbing Installation","Gas Appliance Installation"
"ad82ddbc-351b-46e1-b731-cc6c2694ba55","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 31","Hot Water Unit Installation"
"0ac05add-d198-4d97-af80-b49be4a5a951","","checklist-sectioned","not-started","Hot Water Unit Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 31","Hot Water Unit Installation","Hot Water Unit Installation"
"cfa13a7f-34f0-4853-ad56-9bb46dca2432","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 31","Testing"
"979c9091-bd46-4ddb-9ca0-27b8e7e9aaa0","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Block C","Lot 31","Testing","Testing Drainage Pipework (Air Test)"
"5b439596-db9a-4de3-84a6-ef0bd171bcdd","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block C","Lot 31","Testing","Testing Drainage Pipework (Water Test)"
"7237dba7-5fcd-4517-a44b-8dd6b7209e80","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block C","Lot 31","Testing","Testing Water Pipework (Water Test)"
"23c5f106-5e9d-452a-bbb4-57f6e35dc578","","checklist-sectioned","not-started","Testing Gas Pipework (Above 7kPa)","checklist","FALSE","FALSE","Site QA","Block C","Lot 31","Testing","Testing Gas Service (Air Test)"
"5f9f1dfb-a129-4637-8ab7-b95a0f314f6c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 31","Commissioning"
"b33861d3-cc78-49b9-82b9-986f7f0819f0","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Block C","Lot 31","Commissioning","Commission Fixture Group"
"2e11846d-3d8f-4df4-88dc-3b7b8dc44717","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Block C","Lot 31","Commissioning","Commission Hot Water Generating Plant"
"1b2fc0a5-eb3d-4c13-ab8b-a9bf5b84c20a","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Block C","Lot 31","Commissioning","Commission Reduced Pressure Zone Device"
"e5086718-5bdc-45e3-8f49-5da8809312e6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 32"
"1a86916f-a4bc-4696-9c56-483052f7f258","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 32","Inground Plumbing Installation"
"718a6e83-dbd7-4197-bd50-267aaf7e7aae","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 32","Inground Plumbing Installation","Authority Main to Meter Installation"
"748d564a-74c6-4c49-9feb-321a3c946f2a","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block C","Lot 32","Inground Plumbing Installation","Drainage Installation (In-ground)"
"d7472095-bc2b-4967-8bd2-0a72015e3f97","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block C","Lot 32","Inground Plumbing Installation","Water Service Installation (In-ground)"
"e1b82e78-28fc-49f2-a199-bdd8b5a091f0","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block C","Lot 32","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"b444a199-5b03-4ce7-b082-812d64bdb1fd","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 32","Rough-in Plumbing Installation"
"927ee02a-a426-4e58-8a25-c3e2b69cc173","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 32","Rough-in Plumbing Installation","Waste & Vent Installation"
"0ee8e191-8b0b-4e9d-940f-0f7562578100","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block C","Lot 32","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"1b8d7f8e-a743-4abc-b638-351472d043ce","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block C","Lot 32","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"35818867-aee2-4fff-a58e-1f90b1f939c0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 32","Fit-off Plumbing Installation"
"90fc1882-374e-4827-90cb-aea3c4238e18","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 32","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"b6310edb-5fc2-4018-b435-8b5309a6380f","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 32","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"8ae8b347-9d6a-4baa-9162-05cc817daa96","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 32","Fit-off Plumbing Installation","Shower & Tapware Installation"
"5c29ba25-31b6-4b92-a1ca-7324911719ca","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 32","Fit-off Plumbing Installation","Bath & Tapware Installation"
"d1f12609-93c8-47e9-898e-0dacc71bfefe","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 32","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"b1eeabad-f168-4bcc-bbea-6570b3bf5d36","","checklist-sectioned","not-started","Washing Machine Stops Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 32","Fit-off Plumbing Installation","Washing Machine Stops Installation"
"c68f7aba-a97f-4d0e-81a5-572cda14f23e","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 32","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"2260181f-7b65-4088-8b75-bba8d94053a5","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 32","Fit-off Plumbing Installation","Tundish Installation"
"3694426c-8306-46e5-8838-7b095c3a1fea","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 32","Fit-off Plumbing Installation","Hose Tap Installation"
"b75b79cd-ff9e-4dbc-bab7-3d39a1000081","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 32","Fit-off Plumbing Installation","Gas Appliance Installation"
"95e4af06-fe43-4113-ae7a-9cf08b08e117","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 32","Hot Water Unit Installation"
"75515943-51bb-4e82-aef4-e5f73b9a77f9","","checklist-sectioned","not-started","Hot Water Unit Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 32","Hot Water Unit Installation","Hot Water Unit Installation"
"4e4483cd-fd9b-46bb-be17-37d9837cb603","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 32","Testing"
"73cd5f0d-e8cc-47cd-bc65-80e51367fe0d","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Block C","Lot 32","Testing","Testing Drainage Pipework (Air Test)"
"0f881fb9-7f14-4381-91c7-6d287d3db76a","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block C","Lot 32","Testing","Testing Drainage Pipework (Water Test)"
"7755edee-12c7-42b8-bcc8-92052586868d","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block C","Lot 32","Testing","Testing Water Pipework (Water Test)"
"d242e586-22fc-4329-8388-07e113e15f48","","checklist-sectioned","not-started","Testing Gas Pipework (Above 7kPa)","checklist","FALSE","FALSE","Site QA","Block C","Lot 32","Testing","Testing Gas Service (Air Test)"
"ae14af45-d65c-4847-987b-8cd3f0c745ac","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 32","Commissioning"
"e45f3425-113d-490e-a476-cb35d1a2fd8f","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Block C","Lot 32","Commissioning","Commission Fixture Group"
"b0dd967f-b814-4713-b825-676c4297e111","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Block C","Lot 32","Commissioning","Commission Hot Water Generating Plant"
"311ed831-30ba-4297-8610-48140932894e","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Block C","Lot 32","Commissioning","Commission Reduced Pressure Zone Device"
"a2136d7f-ab59-4a0b-80ee-c1404a336738","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 33"
"6b84ec53-6795-4c39-a8e8-0297934f68e3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 33","Inground Plumbing Installation"
"be37be5e-d9a4-4a48-ac53-965ee3fed442","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 33","Inground Plumbing Installation","Authority Main to Meter Installation"
"69001f69-e82a-416a-813d-278d81d8f57d","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block C","Lot 33","Inground Plumbing Installation","Drainage Installation (In-ground)"
"ca8b831c-2683-42c1-aa85-d3f24cab2b92","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block C","Lot 33","Inground Plumbing Installation","Water Service Installation (In-ground)"
"e3bbac94-b8f3-4cd7-8b17-1d6a412a431a","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block C","Lot 33","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"0af07b47-79c9-4704-9870-9cc8a700349d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 33","Rough-in Plumbing Installation"
"9f94ca81-d43c-4669-842b-c5c35c942905","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 33","Rough-in Plumbing Installation","Waste & Vent Installation"
"2baf385a-4923-481e-8f94-596cc896eb36","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block C","Lot 33","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"1bd17007-8559-4cf2-aac2-29e9248b289e","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block C","Lot 33","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"ca73262f-ed44-4e7d-bfb6-a23fd07713f7","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 33","Fit-off Plumbing Installation"
"7ac23751-b70c-450d-acc3-ff2fdcb20386","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 33","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"30ea0f5a-b57c-4b76-b920-99924aa0b0c9","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 33","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"b5186a1e-7b94-4eca-a10a-cd51085e99e3","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 33","Fit-off Plumbing Installation","Shower & Tapware Installation"
"063316a6-091b-4ee5-b64a-04844a18146a","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 33","Fit-off Plumbing Installation","Bath & Tapware Installation"
"53d6fe89-f263-4bd6-b73f-2edadc06a2dd","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 33","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"2139719a-bd1b-4154-b44d-0248bd5a9328","","checklist-sectioned","not-started","Washing Machine Stops Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 33","Fit-off Plumbing Installation","Washing Machine Stops Installation"
"c8729990-c5c8-428d-9815-a127e1b13a3e","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 33","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"807bcef0-e4d2-42c7-9e14-07b723e65b27","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 33","Fit-off Plumbing Installation","Tundish Installation"
"734f56c1-dd22-460d-8a34-8ff37243f9bf","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 33","Fit-off Plumbing Installation","Hose Tap Installation"
"67e71dc2-a3ca-4bad-8191-5212cef332e2","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 33","Fit-off Plumbing Installation","Gas Appliance Installation"
"b4d1e5f6-a9c6-424a-aeda-b392c3ebc52d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 33","Hot Water Unit Installation"
"97c91066-9b70-4b3f-b6fd-0c78fecf51e9","","checklist-sectioned","not-started","Hot Water Unit Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 33","Hot Water Unit Installation","Hot Water Unit Installation"
"e58063b1-ea9a-4bf9-981a-dae0eb712353","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 33","Testing"
"63aeb7ad-4883-406b-a350-a9ec3fff7d00","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Block C","Lot 33","Testing","Testing Drainage Pipework (Air Test)"
"db9e690b-cc76-4ea8-bce4-e0c03eaec594","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block C","Lot 33","Testing","Testing Drainage Pipework (Water Test)"
"516f6d7d-ec7b-4d5b-aca6-1378737c6ddf","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block C","Lot 33","Testing","Testing Water Pipework (Water Test)"
"ecb2d47d-5550-47cb-b98f-37c541652dae","","checklist-sectioned","not-started","Testing Gas Pipework (Above 7kPa)","checklist","FALSE","FALSE","Site QA","Block C","Lot 33","Testing","Testing Gas Service (Air Test)"
"10606fbd-9e9e-43cb-9bdc-17ce5651e0a4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 33","Commissioning"
"9118467f-368e-42be-b091-56d368eadc8e","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Block C","Lot 33","Commissioning","Commission Fixture Group"
"425452b6-2c7f-4a5c-a212-10204415c408","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Block C","Lot 33","Commissioning","Commission Hot Water Generating Plant"
"95728f84-b931-4676-8afc-77934b109870","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Block C","Lot 33","Commissioning","Commission Reduced Pressure Zone Device"
"b60b4f42-fc5d-4147-8785-fbeddaa4ec22","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 34"
"33e23c23-d4fc-4c46-83df-25c985bc5916","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 34","Inground Plumbing Installation"
"8ec18d32-8c33-442d-9379-feacd3de2189","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 34","Inground Plumbing Installation","Authority Main to Meter Installation"
"275e4360-fac0-4e6a-aba0-0addb0e69b82","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block C","Lot 34","Inground Plumbing Installation","Drainage Installation (In-ground)"
"49ad4673-5535-4b26-8b58-a084d1373e69","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block C","Lot 34","Inground Plumbing Installation","Water Service Installation (In-ground)"
"7863ee00-c0a3-49d2-a14e-3b3157b94dab","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block C","Lot 34","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"8d3b8984-2a95-45cb-a5e6-6f3be312648c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 34","Rough-in Plumbing Installation"
"3136b548-6402-4968-9beb-2bfd56611a71","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 34","Rough-in Plumbing Installation","Waste & Vent Installation"
"1329cb0c-d352-4cd1-91c4-19426a1867e3","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block C","Lot 34","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"123d1d16-5d6f-4bbb-8364-653fa2c6249f","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block C","Lot 34","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"416843b3-4b9b-4c72-89b4-d0efd9b3ae81","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 34","Fit-off Plumbing Installation"
"cf88c803-53dc-414b-823d-064927212757","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 34","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"79e37082-6b2a-424f-916b-391f24307a83","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 34","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"a17d9885-bafa-49c0-b34e-04d8cdfbe478","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 34","Fit-off Plumbing Installation","Shower & Tapware Installation"
"52bbf0e5-1d94-4d73-8922-3dff9cf6c2e3","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 34","Fit-off Plumbing Installation","Bath & Tapware Installation"
"3be09087-4595-4752-be4c-3463024a79e9","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 34","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"8d36b847-4c7c-4a8e-be9d-b8dae7d58e28","","checklist-sectioned","not-started","Washing Machine Stops Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 34","Fit-off Plumbing Installation","Washing Machine Stops Installation"
"64bd0ad9-20ce-497d-bb81-8b0c5976bd57","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 34","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"d052f968-fe4d-46de-b508-210ae157c62e","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 34","Fit-off Plumbing Installation","Tundish Installation"
"88611737-404f-455f-8496-bb4a62b8eadd","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 34","Fit-off Plumbing Installation","Hose Tap Installation"
"38c8cb46-b1b3-4966-80ba-75b40a82dfbe","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 34","Fit-off Plumbing Installation","Gas Appliance Installation"
"fe1b9976-e379-4dfa-a6e0-00b5ac1df06b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 34","Hot Water Unit Installation"
"ca823125-f261-4410-9ae9-c445a303906a","","checklist-sectioned","not-started","Hot Water Unit Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 34","Hot Water Unit Installation","Hot Water Unit Installation"
"fff3e71e-7413-4e83-b34f-e99169080b65","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 34","Testing"
"ae5f5c31-85f0-4595-ae5d-3c531ee3b172","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Block C","Lot 34","Testing","Testing Drainage Pipework (Air Test)"
"df8cd31c-d114-4f26-a2c9-b5076fe475b7","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block C","Lot 34","Testing","Testing Drainage Pipework (Water Test)"
"8a7441ab-7e71-44d1-9910-b7e3bfb1d147","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block C","Lot 34","Testing","Testing Water Pipework (Water Test)"
"86c778d8-75cc-47c3-963e-67a119eef8de","","checklist-sectioned","not-started","Testing Gas Pipework (Above 7kPa)","checklist","FALSE","FALSE","Site QA","Block C","Lot 34","Testing","Testing Gas Service (Air Test)"
"b0678b4b-8dc2-484b-9c69-2e2c4c24a33b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block C","Lot 34","Commissioning"
"343f3bdd-26f7-4ca5-b2ee-1be787a7358d","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Block C","Lot 34","Commissioning","Commission Fixture Group"
"aa161423-bb03-42eb-9217-2fcbf212d757","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Block C","Lot 34","Commissioning","Commission Hot Water Generating Plant"
"ebf49b08-6578-47ba-b8e9-7fad8d192f4c","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Block C","Lot 34","Commissioning","Commission Reduced Pressure Zone Device"
"f108af65-e3c6-4fa9-83b9-ccd6026318b3","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Block C","Lot 35"
"c52b2494-8abc-49f0-b015-b20f66702f5e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Block C","Lot 35","Inground Plumbing Installation"
"a428b900-f959-4177-aeca-dcd7f1aebf81","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Block C","Lot 35","Inground Plumbing Installation","Authority Main to Meter Installation"
"26453110-d7a3-4453-9f58-ed7b6945f8d0","","checklist-sectioned","work-in-progress","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block C","Lot 35","Inground Plumbing Installation","Drainage Installation (In-ground)"
