"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fe3737ec-9cbd-42e2-93e0-83b8cdbdeffe","","folder-normal","pass","","step","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY"
"cff6eccc-b398-4773-9c5b-b02791b3435b","","folder-normal","pass","","step","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","P001"
"e81d2cda-eb5d-490c-9097-1d3f355d9403","","checklist-sectioned","pass","Pre-Pour Checklist 1","checklist","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P001","Pre-Pour Checklist 1"
"63f992cd-82ad-580a-aed0-e807bc92c56e","","checkpoint-group","pass","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P001","Pre-Pour Checklist 1","Product Detail"
"12ae2cd7-c1d2-5f8f-9df1-6bb3043f8f33","","checkpoint-status","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:6c8bbf16-a6ff-4bd9-8ed4-933a91d76417","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P019","Pre-Pour Checklist 1","Final Checks","All SD Dimensions Shown"
"6877a129-294b-588e-b15e-f0813c931628","","checkpoint-status","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:9bfb6b82-4553-425d-8c5d-f7b11ccef887","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P019","Pre-Pour Checklist 1","Final Checks","Photo of For ""Construction"" Shop Drawing"
"04749c4a-d31e-5080-a1e7-af6d287501f3","","checkpoint-status","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:f6a6f3c3-e8de-4f22-bb4b-82a888ed9b8d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P019","Pre-Pour Checklist 1","Final Checks","Panel ID Tag Placed"
"9aa15cbf-cb7f-59af-b0a9-4d49bf9f3384","","checkpoint-status","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:788889ae-a4ca-46d9-a1b6-b83c0a5d78c8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P019","Pre-Pour Checklist 1","Final Checks","Product Cleared For Pouring"
"f29a6949-6f10-5bd8-a76b-f86eaf2413b9","","checkpoint-status","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:c23f8dac-cfd1-4d5b-b829-38f3c8573c22","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P019","Pre-Pour Checklist 1","Final Checks","Inspector sign off attached below"
"41e9d78a-5f36-4319-8570-506927f52c38","","checklist-flat","pass","Concrete Delivery Checklist","checklist-flat","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P019","Concrete Delivery Checklist"
"02e3f419-2dfa-53da-8f5f-49b2577e4ad8","","checkpoint-no-status","no-status-started","Concrete Delivery Checklist:592cb40a-40a3-495c-8cb3-7968eae2adbd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P019","Concrete Delivery Checklist","Details"
"9af0a08b-4fd3-501a-8850-4f62aad866f2","","checkpoint-status","pass","Concrete Delivery Checklist:f969e7af-20ef-4487-963d-c470a2d67dfb","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P019","Concrete Delivery Checklist","Picture of Concrete Docket"
"16c862fa-b8d6-5a1d-a888-d3eafb96ceae","","checkpoint-status","pass","Concrete Delivery Checklist:3799c218-8671-41b2-ac33-8b7c3a0fd8fd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P019","Concrete Delivery Checklist","Load size match order sheet"
"0a261d18-a75d-5b12-b57e-bb095b039779","","checkpoint-status","pass","Concrete Delivery Checklist:28400e61-b2ab-48eb-8ac4-1f8a446c2c3a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P019","Concrete Delivery Checklist","Mix type match the order sheet"
"d515cf52-6335-5e6f-924e-5f9f7a18013c","","checkpoint-status","pass","Concrete Delivery Checklist:47a6ad5d-dae3-4128-b7b8-7965ecbb7ad0","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P019","Concrete Delivery Checklist","Mix color match the order sheet"
"0a14b9f9-b725-5338-9b2b-4dbc450debc2","","checkpoint-status","pass","Concrete Delivery Checklist:b9259093-0262-4fae-ba49-be674e4ba849","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P019","Concrete Delivery Checklist","MPa match the order sheet"
"0383ca47-1015-50b3-ba64-0bb84368b190","","checkpoint-status","pass","Concrete Delivery Checklist:06c16106-c31c-42a1-9d01-49f1d28796d7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P019","Concrete Delivery Checklist","Spread / slump within range"
"c40f5eaf-d103-5f0e-a734-ab84415fe540","","checkpoint-status","pass","Concrete Delivery Checklist:2c14a410-ef01-4ef6-8ca3-963c09661c04","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P019","Concrete Delivery Checklist","Water Added (N/A if no)"
"eab1d25d-2e2b-5214-a397-ff9a2385a8d5","","checkpoint-status","not-applicable","Concrete Delivery Checklist:033ab66e-528f-48f9-b427-2be90e1cd10f","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P019","Concrete Delivery Checklist","Concrete test taken (N/A if no)"
"cc63af52-22e9-5d9a-a6f6-b0d2048263ac","","checkpoint-status","pass","Concrete Delivery Checklist:76cb840b-5fea-44e1-93a7-8f38b56287b3","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P019","Concrete Delivery Checklist","Picture of spread check before dispatch"
"d9d3ef7f-0119-5b4c-8e31-b13e0d7f34a3","","checkpoint-status","pass","Concrete Delivery Checklist:644e4a08-4619-4900-8321-8dcea55cdb2f","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P019","Concrete Delivery Checklist","Inspector sign off attached below"
"8817ce5c-a250-426c-9b82-20cecfb22c4b","","folder-normal","pass","","step","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","P020"
"c8af8740-3151-4f87-929f-4631ac6333ad","","checklist-sectioned","pass","Pre-Pour Checklist 1","checklist","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1"
"bc6fcf26-d519-5513-bfe3-daf47c1371a6","","checkpoint-group","pass","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Product Detail"
"9143d925-e85e-5de1-8d8d-afb324af97d5","","checkpoint-status","pass","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420:d90bfa34-8b4c-4a15-bb28-723c46deeef4","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Product Detail","Details"
"895ce137-54dc-53cb-a8df-3cdb89407dde","","checkpoint-group","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Formwork"
"2213d738-3b0f-51e5-bc58-6477d9ae5378","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:3f0cdcab-4b3f-476d-b56b-b16ee107e388","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Formwork","Check Length"
"da072398-0cf0-506c-a802-ea7c446b7bfe","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:52ec7df5-ba4b-4cfb-a76e-660dcfff8f63","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Formwork","Check Width"
"c76aeab5-94f9-56e3-9b18-c6585395c763","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:478266b9-d083-4b39-8262-306e351e2909","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Formwork","Check Thickness"
"c7cd80d0-99be-5c66-9384-f0e267fc255d","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:dcc56b68-3340-44ea-92f1-17fa5704ae43","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Formwork","Check Diagnonal"
"b6d4868d-45bc-5247-b60a-21177471597b","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:5320e261-0158-45f1-80f6-3ac8bfd372dd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Formwork","Sideform Trueness"
"d7637fcb-3b42-5607-84fb-739463d99b54","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:826c421c-3819-4e01-a290-04d4799f9553","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Formwork","Magnets / Forms Secure"
"5653636c-ee52-588e-9624-d3bd681f0b60","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:fbfd6b1e-be95-4fed-ace9-bd78d0e8e3f9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Formwork","Splayed forms checked"
"cf13135a-96a8-5fd2-abb1-b0f35fd5fea4","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:809900d9-8079-4836-8656-f6783a846e5c","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Formwork","Penotration dimensions checked"
"f25bfd0b-828d-5155-8657-d236a34914fa","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:344dceb0-c2d3-4e2c-afd4-2f75ec739272","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Formwork","Curves / Radius Checked"
"4db27c41-f0c9-57d2-b276-874e7d2a69bb","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:26a843b1-0618-4e73-9fb7-82c2d06c617c","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Formwork","Rebates size and location checked"
"60c67446-2924-5010-af77-74a8e013a80f","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:f2115ccc-c889-4060-9566-a6369573178a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Formwork","Weather steps dimensions checked"
"b2254826-5ac5-5636-a023-99f297611db0","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:b8c4f4f1-454e-4936-a39c-ed94b5d75f1e","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Formwork","Weather steps orientation checked"
"7c609cfc-3a38-52c2-96d1-39c42eb494f4","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:26681f59-631d-4176-aa8e-8dcb2fcc9401","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Formwork","Form release applied correctly"
"7c0732f5-cb5e-5aa1-bbf2-a1edaec18fa1","","checkpoint-group","pass","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Reinforcement"
"f23cc678-4e14-5223-aa94-f9e1b958c6ae","","checkpoint-status","pass","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:2f21ec73-92fc-4e82-836f-b3989297918d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Reinforcement","Reinforcement mat as per shop drawings"
"41b3930b-481e-5dfd-b534-c753a3260b42","","checkpoint-status","pass","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:1e0aeba2-4fe3-4650-8304-d891167a56a9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Reinforcement","Reo Mat Orientation"
"a0f9248e-8c83-526e-9816-4dd152dbd30f","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:0c210185-a25b-4466-84b2-1a5e37dcaa5d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Reinforcement","Perimeter Bars Size Correct"
"76cbd0cf-e4d8-561d-865a-4ce501933bcf","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:9a489e36-4f9d-4f76-b76d-f289d5e9e5b8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Reinforcement","Perimeter Bars No. Off Correct"
"afde6f1f-4e15-5088-bfa3-04d5d38ac5f2","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:947f18c1-05a0-4f0e-9d2e-8b6895718245","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Reinforcement","Additional Bars Correct"
"b1402d1b-8a77-5a6f-a689-84612c1662e8","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:0921695a-8f0a-471f-b834-4beb5804a7a0","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Reinforcement","Reo Changes Noted"
"1d03eb1f-6980-52ce-bc80-0785898d814c","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:1adcf415-b514-4ed5-ab0b-4a5706df10d7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Reinforcement","Reo Changes Passed By PM"
"d3556af9-cedf-52b5-80e6-b70e91cfddb7","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:2b194a7c-1046-4ad3-af5a-5e70144d6d87","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Reinforcement","COGS / Laps As Per SD"
"8399fd8b-7d03-5dfa-ab4d-620e24bfd1c3","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:5dcaf330-b436-4a1a-a794-710950fb0b0a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Reinforcement","Any Splice 40 x Dia Min"
"50bc364f-b6b0-587f-8aec-c4a29d318949","","checkpoint-status","pass","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:78b57408-913e-4838-8887-f9f714bfe8d9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Reinforcement","Rebar Photos"
"ad3fc9f7-c8e2-5ab8-b498-f05104eefa64","","checkpoint-group","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Fixings / Cast Ins"
"c9d2b175-cf37-5743-95b2-4df996c34a6a","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:2a353ad3-4ca2-4a79-a2ff-22f917e27dc8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Fixings / Cast Ins","Ferrule Location Checked"
"80706e4e-277a-57c2-a40c-d4abd313d941","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:976aa919-133c-4371-af4a-65684fe4851d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Fixings / Cast Ins","Ferrule Cross Bars Inserted"
"c5f3dcf1-57c4-5df1-87a6-99d63721e6dc","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:014bcf87-a1fd-4abd-ab69-4cf240288554","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting Inserts as Per Lift Design"
"01447681-368c-5cab-b61e-34774e1f89be","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:04949cef-6019-4944-9abf-bc21c636b45d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifter Type correct"
"a98f3700-586f-53c4-9d34-669341ac8b2f","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:0e605e4f-634a-42b2-97b8-af21d479bcf2","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting V Bars Inserted"
"fa55ad44-918f-57c4-83d9-ac64889bba5a","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:c4ec3f31-2fc9-42de-882d-31d8f5f7c1a6","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast Plates Per Design"
"ba38a86b-1051-5ab7-a47d-851a6d82036e","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:140de006-93d1-4cc6-8d8a-175509f130b2","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast Plate Location Checked"
"d7cd5bcd-09a7-5195-984d-acc44b71bf9a","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:e4b203fb-fcb1-4e06-93dc-1fbccdd4ec34","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Fixings / Cast Ins","Additional Cast Plate Bars Inserted"
"4cce60d5-d542-5d7e-b8c0-7ff7a8724f81","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:1ef55d89-2b7e-4009-81c3-5e8f3153538a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Fixings / Cast Ins","Starter Bars Correct Per SD"
"01c7729c-cb66-505e-99a4-5c0cc280574d","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:e446f9b8-7a10-4207-93df-b1e230f0ec45","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Fixings / Cast Ins","Pertruding Bars Orientation"
"9344e9f7-e5a4-582b-b16b-8488e2692710","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:a417c0c9-137f-42cb-a33e-36be0df4875b","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Size Checked"
"b0e1d573-b412-5fe6-9102-be53c1330828","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:77f6b57d-9e42-4987-acff-cc1cfadef084","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Exit Orientation Checked"
"f0e8668b-835d-50af-9ab9-3094350bf3e8","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:84a235aa-1b45-4714-9676-71e05dbd6e80","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Photo"
"9982d441-d241-5a7c-a234-363275e009e4","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:3814317c-2f36-41f8-90ff-3e82d38d9f19","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting Insert Photo"
"c271e98b-7bc0-5a1f-96bb-17f672069e8c","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:c1b2e65e-761e-4cbd-8e49-2327b604394e","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast In Plate Photo"
"933d8cb3-16f9-5986-8ff3-a3c00f32fc05","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:7f6e72fd-61e0-4019-aef5-f1811355e1b7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Fixings / Cast Ins","Penetration Photo"
"a30c3063-c9df-5772-bb2c-63cbaca3432e","","checkpoint-group","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Final Checks"
"6ead43b8-9d2d-549f-8458-4120804e8a2f","","checkpoint-status","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:6c8bbf16-a6ff-4bd9-8ed4-933a91d76417","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Final Checks","All SD Dimensions Shown"
"01f1ffbd-1190-5a92-b546-6034e947809d","","checkpoint-status","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:9bfb6b82-4553-425d-8c5d-f7b11ccef887","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Final Checks","Photo of For ""Construction"" Shop Drawing"
"54161db1-39bb-5acf-b65f-df7545010259","","checkpoint-status","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:f6a6f3c3-e8de-4f22-bb4b-82a888ed9b8d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Final Checks","Panel ID Tag Placed"
"e1dd378e-6a63-5987-8c0d-deb2a41c0930","","checkpoint-status","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:788889ae-a4ca-46d9-a1b6-b83c0a5d78c8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Final Checks","Product Cleared For Pouring"
"6e6e3df9-f0f0-5811-a54e-2cdb252bfc38","","checkpoint-status","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:c23f8dac-cfd1-4d5b-b829-38f3c8573c22","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Pre-Pour Checklist 1","Final Checks","Inspector sign off attached below"
"c187aba5-9aa4-4cb7-aa72-5b8499267acc","","checklist-flat","pass","Concrete Delivery Checklist","checklist-flat","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P020","Concrete Delivery Checklist"
"79c25832-d0eb-543c-aeac-ca35a8bbb28b","","checkpoint-no-status","no-status-started","Concrete Delivery Checklist:592cb40a-40a3-495c-8cb3-7968eae2adbd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Concrete Delivery Checklist","Details"
"4f6f6560-3ef2-598b-8fc9-b55b89fe071a","","checkpoint-status","pass","Concrete Delivery Checklist:f969e7af-20ef-4487-963d-c470a2d67dfb","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Concrete Delivery Checklist","Picture of Concrete Docket"
"c55c2297-d16b-5df3-8a61-349053f58fb6","","checkpoint-status","pass","Concrete Delivery Checklist:3799c218-8671-41b2-ac33-8b7c3a0fd8fd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Concrete Delivery Checklist","Load size match order sheet"
"87ea2ea9-e292-54ad-895d-73b7d7b6b698","","checkpoint-status","pass","Concrete Delivery Checklist:28400e61-b2ab-48eb-8ac4-1f8a446c2c3a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Concrete Delivery Checklist","Mix type match the order sheet"
"ff453b51-cbba-531a-b15a-b12ebe997e6c","","checkpoint-status","pass","Concrete Delivery Checklist:47a6ad5d-dae3-4128-b7b8-7965ecbb7ad0","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Concrete Delivery Checklist","Mix color match the order sheet"
"b68ae140-8f77-5c71-9c98-f53bf20a1bdc","","checkpoint-status","pass","Concrete Delivery Checklist:b9259093-0262-4fae-ba49-be674e4ba849","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Concrete Delivery Checklist","MPa match the order sheet"
"6c87f614-b287-50da-a28e-4ebed99ff024","","checkpoint-status","pass","Concrete Delivery Checklist:06c16106-c31c-42a1-9d01-49f1d28796d7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Concrete Delivery Checklist","Spread / slump within range"
"079c81eb-7429-5c9a-b1b4-f89fb9de56cd","","checkpoint-status","pass","Concrete Delivery Checklist:2c14a410-ef01-4ef6-8ca3-963c09661c04","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Concrete Delivery Checklist","Water Added (N/A if no)"
"db167be6-c586-5231-bf3c-646782e202d5","","checkpoint-status","not-applicable","Concrete Delivery Checklist:033ab66e-528f-48f9-b427-2be90e1cd10f","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Concrete Delivery Checklist","Concrete test taken (N/A if no)"
"2f1b56ad-ebc0-5648-9e46-771b1cb0f584","","checkpoint-status","pass","Concrete Delivery Checklist:76cb840b-5fea-44e1-93a7-8f38b56287b3","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Concrete Delivery Checklist","Picture of spread check before dispatch"
"605ff011-0cd0-5f0e-ab8e-f553a1711cf6","","checkpoint-status","pass","Concrete Delivery Checklist:644e4a08-4619-4900-8321-8dcea55cdb2f","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P020","Concrete Delivery Checklist","Inspector sign off attached below"
"81cef6fc-0a36-4642-9ea9-d675a2c6794d","","folder-normal","pass","","step","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","P021"
"f2b21acf-4edd-43c5-8524-b2c22c58afd5","","checklist-sectioned","pass","Pre-Pour Checklist 1","checklist","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P021","Pre-Pour Checklist 1"
"e444e2e5-8181-5b6a-8c17-bc88308fdd2d","","checkpoint-group","pass","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P021","Pre-Pour Checklist 1","Product Detail"
