"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ace8d8bb-4e7b-4d71-a761-645d4b1d717b","","folder-normal","not-started","","step","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY"
"5497033e-4588-43b9-bd75-8b2b5f1b23f7","","folder-normal","not-started","","step","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/5"
"b19afb5f-277b-4d60-8c9c-fde3e60205c7","","checklist-sectioned","not-started","Pre-Pour Checklist 1","checklist","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/5","Pre-Pour Checklist 1"
"88f96a39-f938-5a3b-91e9-52e11ff1e712","","checkpoint-group","not-started","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/5","Pre-Pour Checklist 1","Product Detail"
"80a1aff6-4a06-515c-8fdf-a7c20361296e","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:014bcf87-a1fd-4abd-ab69-4cf240288554","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting Inserts as Per Lift Design"
"a6e10713-76bb-52af-84db-d4b1ee70173a","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:04949cef-6019-4944-9abf-bc21c636b45d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifter Type correct"
"34fcf470-e938-566e-9d19-8847d8e30bf1","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:0e605e4f-634a-42b2-97b8-af21d479bcf2","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting V Bars Inserted"
"f90c1beb-ff90-5cdd-ada2-670364e26bda","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:c4ec3f31-2fc9-42de-882d-31d8f5f7c1a6","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast Plates Per Design"
"25aacc10-f56a-5369-a2d7-dfb3e62542f8","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:140de006-93d1-4cc6-8d8a-175509f130b2","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast Plate Location Checked"
"7a36324d-eade-5d62-825c-377d95062ed0","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:e4b203fb-fcb1-4e06-93dc-1fbccdd4ec34","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Fixings / Cast Ins","Additional Cast Plate Bars Inserted"
"cc72a4be-50ea-57c0-b65e-e5dc14c597ac","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:1ef55d89-2b7e-4009-81c3-5e8f3153538a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Fixings / Cast Ins","Starter Bars Correct Per SD"
"7b326d36-4b90-5f26-8f1a-5e411d3ae205","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:e446f9b8-7a10-4207-93df-b1e230f0ec45","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Fixings / Cast Ins","Pertruding Bars Orientation"
"337d020d-ba94-53f1-b429-0b75131efcf9","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:a417c0c9-137f-42cb-a33e-36be0df4875b","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Size Checked"
"a59055db-6a83-5915-b3db-1a171ac20fcc","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:77f6b57d-9e42-4987-acff-cc1cfadef084","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Exit Orientation Checked"
"b5f1ec99-edd6-5bb0-aaf6-6ecc25fce8d3","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:84a235aa-1b45-4714-9676-71e05dbd6e80","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Photo"
"474b5bde-e131-579f-bdbe-adf04c9e608d","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:3814317c-2f36-41f8-90ff-3e82d38d9f19","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting Insert Photo"
"b86d3062-f546-542d-9b05-3bd65b594a5d","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:c1b2e65e-761e-4cbd-8e49-2327b604394e","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast In Plate Photo"
"90c6f433-9984-5c0d-b9f9-506c2f72cdde","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:7f6e72fd-61e0-4019-aef5-f1811355e1b7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Fixings / Cast Ins","Penetration Photo"
"e2f98ae1-2f81-5516-89a4-a2f1fc2199db","","checkpoint-group","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Final Checks"
"a5ed6833-1fbb-5895-981a-f01c2b4c2d8d","","checkpoint-status","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:6c8bbf16-a6ff-4bd9-8ed4-933a91d76417","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Final Checks","All SD Dimensions Shown"
"bc4a08f2-ec93-53bb-b59e-95f37bc0be4a","","checkpoint-status","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:9bfb6b82-4553-425d-8c5d-f7b11ccef887","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Final Checks","Photo of For ""Construction"" Shop Drawing"
"de939c02-4870-5825-801a-bc64175f684c","","checkpoint-status","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:f6a6f3c3-e8de-4f22-bb4b-82a888ed9b8d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Final Checks","Panel ID Tag Placed"
"47fdac87-b1c6-568b-9c41-4dcb1d0ff793","","checkpoint-status","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:788889ae-a4ca-46d9-a1b6-b83c0a5d78c8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Final Checks","Product Cleared For Pouring"
"d74c1537-2f04-59ca-9024-f67f6227aca2","","checkpoint-status","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:c23f8dac-cfd1-4d5b-b829-38f3c8573c22","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Pre-Pour Checklist 1","Final Checks","Inspector sign off attached below"
"1c9dcb05-c668-40c3-8003-b6b38f53d864","","checklist-flat","not-started","Concrete Delivery Checklist","checklist-flat","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/7","Concrete Delivery Checklist"
"49628b63-d6ec-546a-a0c1-130415ee19a2","","checkpoint-no-status","no-status-not-started","Concrete Delivery Checklist:592cb40a-40a3-495c-8cb3-7968eae2adbd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Concrete Delivery Checklist","Details"
"50e8428c-8423-5f49-a621-2a635cc1b440","","checkpoint-status","not-started","Concrete Delivery Checklist:f969e7af-20ef-4487-963d-c470a2d67dfb","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Concrete Delivery Checklist","Picture of Concrete Docket"
"2475e8c6-58f6-5c1c-9f17-272038d1363a","","checkpoint-status","not-started","Concrete Delivery Checklist:3799c218-8671-41b2-ac33-8b7c3a0fd8fd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Concrete Delivery Checklist","Load size match order sheet"
"0255dc66-e88c-50f2-b22b-923e6d80f9dd","","checkpoint-status","not-started","Concrete Delivery Checklist:28400e61-b2ab-48eb-8ac4-1f8a446c2c3a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Concrete Delivery Checklist","Mix type match the order sheet"
"40c98e80-323a-51df-841c-7627e371890d","","checkpoint-status","not-started","Concrete Delivery Checklist:47a6ad5d-dae3-4128-b7b8-7965ecbb7ad0","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Concrete Delivery Checklist","Mix color match the order sheet"
"3c8b9da4-c079-56c4-8f06-11f8f12cee23","","checkpoint-status","not-started","Concrete Delivery Checklist:b9259093-0262-4fae-ba49-be674e4ba849","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Concrete Delivery Checklist","MPa match the order sheet"
"2fc706dc-86cf-5b62-a774-1fa9737d40c6","","checkpoint-status","not-started","Concrete Delivery Checklist:06c16106-c31c-42a1-9d01-49f1d28796d7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Concrete Delivery Checklist","Spread / slump within range"
"452e7b90-f1a3-5930-91e8-c9f3d63460c3","","checkpoint-status","not-started","Concrete Delivery Checklist:2c14a410-ef01-4ef6-8ca3-963c09661c04","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Concrete Delivery Checklist","Water Added (N/A if no)"
"2fd2e5b3-d442-506f-9a3c-b5238c13e4da","","checkpoint-status","not-started","Concrete Delivery Checklist:033ab66e-528f-48f9-b427-2be90e1cd10f","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Concrete Delivery Checklist","Concrete test taken (N/A if no)"
"3fed24ea-e837-588c-8789-33fa03c9777c","","checkpoint-status","not-started","Concrete Delivery Checklist:76cb840b-5fea-44e1-93a7-8f38b56287b3","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Concrete Delivery Checklist","Picture of spread check before dispatch"
"d836fc28-63e8-50ae-a64b-900f77d54b5e","","checkpoint-status","not-started","Concrete Delivery Checklist:644e4a08-4619-4900-8321-8dcea55cdb2f","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/7","Concrete Delivery Checklist","Inspector sign off attached below"
"ac2c875a-e548-475a-aebd-c47fbdb3d0be","","folder-normal","not-started","","step","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/8"
"0b9b0687-9b2f-4015-8d0e-80b860ddc840","","checklist-sectioned","not-started","Pre-Pour Checklist 1","checklist","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1"
"6dc0786a-7ec5-52f8-b85f-c8508ffc25ba","","checkpoint-group","not-started","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Product Detail"
"a30055ee-b0db-5374-9e99-0cf3c54039f5","","checkpoint-status","not-started","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420:d90bfa34-8b4c-4a15-bb28-723c46deeef4","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Product Detail","Details"
"1589d21e-e3b8-5864-a843-8df437e667ce","","checkpoint-group","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Formwork"
"873d42dd-299f-5bb5-adc8-3bf0379d7c5e","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:3f0cdcab-4b3f-476d-b56b-b16ee107e388","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Formwork","Check Length"
"63866a4b-23fd-545c-af2e-3c40598adcf0","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:52ec7df5-ba4b-4cfb-a76e-660dcfff8f63","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Formwork","Check Width"
"11184644-9a73-5adc-a174-a25169607afb","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:478266b9-d083-4b39-8262-306e351e2909","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Formwork","Check Thickness"
"e668577e-d41e-5433-9bee-c29827e1013c","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:dcc56b68-3340-44ea-92f1-17fa5704ae43","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Formwork","Check Diagnonal"
"f349a0a3-3b2a-502c-bfa1-7377bb3c6f2e","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:5320e261-0158-45f1-80f6-3ac8bfd372dd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Formwork","Sideform Trueness"
"6dd5a81f-9357-5308-8cc8-efdbbcaf80d8","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:826c421c-3819-4e01-a290-04d4799f9553","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Formwork","Magnets / Forms Secure"
"dbb62209-a335-58c0-b18c-bb1f681108df","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:fbfd6b1e-be95-4fed-ace9-bd78d0e8e3f9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Formwork","Splayed forms checked"
"66f39d1e-8b03-5e55-ab3a-41fcbb75a6a2","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:809900d9-8079-4836-8656-f6783a846e5c","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Formwork","Penotration dimensions checked"
"b1f9bf56-bb07-5a47-8df0-30e412eb6fb7","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:344dceb0-c2d3-4e2c-afd4-2f75ec739272","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Formwork","Curves / Radius Checked"
"a47a2b20-c21e-5700-bf26-5080d5090f23","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:26a843b1-0618-4e73-9fb7-82c2d06c617c","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Formwork","Rebates size and location checked"
"2f0a51ff-2b3e-51ef-85eb-50cda4fbc02f","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:f2115ccc-c889-4060-9566-a6369573178a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Formwork","Weather steps dimensions checked"
"1a67324d-d1f9-5360-aa60-8e9f510610ca","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:b8c4f4f1-454e-4936-a39c-ed94b5d75f1e","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Formwork","Weather steps orientation checked"
"f786570f-c8ab-590c-804f-3ce285206905","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:26681f59-631d-4176-aa8e-8dcb2fcc9401","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Formwork","Form release applied correctly"
"aeaafcd1-bdb5-5423-bad0-f70f36ffc7c7","","checkpoint-group","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Reinforcement"
"c0811f59-0c07-5d91-a6d5-d2ab255341f8","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:2f21ec73-92fc-4e82-836f-b3989297918d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Reinforcement","Reinforcement mat as per shop drawings"
"a4caedc9-41a7-51ba-807b-178ea06a7e61","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:1e0aeba2-4fe3-4650-8304-d891167a56a9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Reinforcement","Reo Mat Orientation"
"d13a37cc-4c8c-5ba3-b51e-f9648767ba69","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:0c210185-a25b-4466-84b2-1a5e37dcaa5d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Reinforcement","Perimeter Bars Size Correct"
"48aa102e-b90c-57df-b28b-f47ea1b10cb8","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:9a489e36-4f9d-4f76-b76d-f289d5e9e5b8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Reinforcement","Perimeter Bars No. Off Correct"
"fa6cd326-c9a7-5223-8da2-33fec3b78f4c","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:947f18c1-05a0-4f0e-9d2e-8b6895718245","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Reinforcement","Additional Bars Correct"
"a504eb37-8452-56c0-8cbc-746b02932b01","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:0921695a-8f0a-471f-b834-4beb5804a7a0","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Reinforcement","Reo Changes Noted"
"74b668c7-fe29-5013-9f00-3b12e1ef6837","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:1adcf415-b514-4ed5-ab0b-4a5706df10d7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Reinforcement","Reo Changes Passed By PM"
"2b975bd7-cadc-5150-b9cf-db1eb6527ce5","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:2b194a7c-1046-4ad3-af5a-5e70144d6d87","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Reinforcement","COGS / Laps As Per SD"
"19675896-7c1e-5c7a-9d10-df1281670332","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:5dcaf330-b436-4a1a-a794-710950fb0b0a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Reinforcement","Any Splice 40 x Dia Min"
"bf48c095-a874-574f-be11-be713bcd2986","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:78b57408-913e-4838-8887-f9f714bfe8d9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Reinforcement","Rebar Photos"
"e351c320-72a7-544f-8f7e-6bf3b196baff","","checkpoint-group","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Fixings / Cast Ins"
"5a93c3ff-7c13-54e3-b4ec-f0a2888e72a8","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:2a353ad3-4ca2-4a79-a2ff-22f917e27dc8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Fixings / Cast Ins","Ferrule Location Checked"
"b46c2214-6f45-5ebf-b5fa-83f7daf5b343","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:976aa919-133c-4371-af4a-65684fe4851d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Fixings / Cast Ins","Ferrule Cross Bars Inserted"
"f3288f70-efd4-52bd-8dd5-9d68c4da1d14","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:014bcf87-a1fd-4abd-ab69-4cf240288554","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting Inserts as Per Lift Design"
"eab00448-edb4-51f7-8bab-d7620ce79fe0","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:04949cef-6019-4944-9abf-bc21c636b45d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifter Type correct"
"7517d6f9-0219-5933-a7d4-bbacfaf10904","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:0e605e4f-634a-42b2-97b8-af21d479bcf2","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting V Bars Inserted"
"d46d3a33-239d-54e3-a7cd-a92c275d42f3","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:c4ec3f31-2fc9-42de-882d-31d8f5f7c1a6","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast Plates Per Design"
"be19f787-edc9-54e5-bdab-f33b50380567","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:140de006-93d1-4cc6-8d8a-175509f130b2","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast Plate Location Checked"
"a095be3e-37a1-596f-ac0d-6ca7bd63861d","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:e4b203fb-fcb1-4e06-93dc-1fbccdd4ec34","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Fixings / Cast Ins","Additional Cast Plate Bars Inserted"
"ffbd8ba4-4ce9-53c6-8366-0ab107a5b869","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:1ef55d89-2b7e-4009-81c3-5e8f3153538a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Fixings / Cast Ins","Starter Bars Correct Per SD"
"b0a12731-df60-5688-ab24-436e57d5165d","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:e446f9b8-7a10-4207-93df-b1e230f0ec45","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Fixings / Cast Ins","Pertruding Bars Orientation"
"0e653b7b-216a-5957-8340-3e14a25a2e41","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:a417c0c9-137f-42cb-a33e-36be0df4875b","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Size Checked"
"a8166126-bf87-55ca-8130-62ff867f12b1","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:77f6b57d-9e42-4987-acff-cc1cfadef084","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Exit Orientation Checked"
"8cabfe1c-1b88-56c3-a7ab-3ebc1d0e078e","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:84a235aa-1b45-4714-9676-71e05dbd6e80","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Photo"
"a6e04598-7150-5fbd-851a-bf9581e9a08d","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:3814317c-2f36-41f8-90ff-3e82d38d9f19","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting Insert Photo"
"42c8c7a9-1e74-5f25-87b4-2fe8a9ba5641","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:c1b2e65e-761e-4cbd-8e49-2327b604394e","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast In Plate Photo"
"23ae3517-e594-5095-98d3-3a5a9fb35a74","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:7f6e72fd-61e0-4019-aef5-f1811355e1b7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Fixings / Cast Ins","Penetration Photo"
"b366c1fd-2e87-52b1-88ef-7b54a76a129d","","checkpoint-group","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Final Checks"
