"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a85c26e5-7bcb-4d59-aa76-98d3fb5cc693","","folder-normal","work-in-progress","","step","TRUE","FALSE","NIWA Hamilton QA"
"c4f9bb57-3db5-449d-b4e5-cb90f978d7d5","","folder-normal","work-in-progress","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0"
"0aed9ebf-0c04-44c7-982b-33326047ad4d","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 1 - Main Swicthboard Room"
"976cfd55-ccb9-4fa5-a8b4-0e1b716d35b0","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 1 - Main Swicthboard Room","Drawing No - MD00104"
"8317cf69-f642-4691-88f3-5adabe7711da","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 1 - Main Swicthboard Room","Drawing No - MD00104","Mechanical QA"
"4b7e6f9b-7f0a-4ba6-9a90-e026c9045347","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 1 - Main Swicthboard Room","Drawing No - MD00104","Mechanical QA","DX 1.3"
"4230c59c-5f23-4690-af71-1eed980b02d7","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-12-S HHW Piping F & R"
"b442dda4-a2c6-422d-99ab-fa2eae78f9be","","checklist-flat","not-started","CHW & HHW Piping ( WELDING )","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-12-S HHW Piping F & R","CHW & HHW Piping ( WELDING )"
"bf8a2a5e-4f85-4a40-a0ac-4ba5168f2c5f","","checklist-flat","not-started","CHW & HHW Piping ( VICTAULIC )","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-12-S HHW Piping F & R","CHW & HHW Piping ( VICTAULIC )"
"8cf7e48a-c033-4402-a78e-1b290958e0ae","","checklist-flat","not-started","CHW & HHW Insulation","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-12-S HHW Piping F & R","CHW & HHW Insulation"
"8b87933f-a792-4e62-b314-270360e4ba89","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-12-S HHW Piping F & R","Labelling of Equipment "
"a83dedc1-4f15-48f2-8d7d-1e94dbfbdc55","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-13-S1 HHW Piping F & R"
"54803511-7819-4480-8f13-3a9ff30cc704","","checklist-flat","not-started","CHW & HHW Piping ( WELDING )","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-13-S1 HHW Piping F & R","CHW & HHW Piping ( WELDING )"
"0c514480-7b7e-45e9-a1af-c8a24e46fc2e","","checklist-flat","not-started","CHW & HHW Piping ( VICTAULIC )","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-13-S1 HHW Piping F & R","CHW & HHW Piping ( VICTAULIC )"
"6d5a308a-0a87-4600-a807-e6b3f9d9bd59","","checklist-flat","not-started","CHW & HHW Insulation","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-13-S1 HHW Piping F & R","CHW & HHW Insulation"
"8fa8f6d6-4a6c-4733-9c51-f889728ad64a","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-13-S1 HHW Piping F & R","Labelling of Equipment "
"1556e1e3-fdc3-4483-b1c3-4529a9e58390","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-13-S2 HHW Piping F & R"
"46d1ffe6-69bd-4614-8c90-7ac3ae533d86","","checklist-flat","not-started","CHW & HHW Piping ( WELDING )","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-13-S2 HHW Piping F & R","CHW & HHW Piping ( WELDING )"
"2ae36c43-295d-481c-98f6-231acf9afb9e","","checklist-flat","not-started","CHW & HHW Piping ( VICTAULIC )","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-13-S2 HHW Piping F & R","CHW & HHW Piping ( VICTAULIC )"
"eb666d5c-509c-4a7b-ac51-bcea2bc70c7b","","checklist-flat","not-started","CHW & HHW Insulation","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-13-S2 HHW Piping F & R","CHW & HHW Insulation"
"20266c16-24b1-4fb6-bc32-c049837112ec","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-13-S2 HHW Piping F & R","Labelling of Equipment "
"47419fae-30c3-4707-ab24-4e8d9607f402","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-14-S HHW Piping F & R"
"45730609-d93a-4e14-a6bf-1ea7965837d7","","checklist-flat","not-started","CHW & HHW Piping ( WELDING )","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-14-S HHW Piping F & R","CHW & HHW Piping ( WELDING )"
"843e75b9-04bf-44eb-a54c-ec6231aa5cdc","","checklist-flat","not-started","CHW & HHW Piping ( VICTAULIC )","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-14-S HHW Piping F & R","CHW & HHW Piping ( VICTAULIC )"
"e0a3df7d-0230-4b3c-b996-8aa4c2e1d108","","checklist-flat","not-started","CHW & HHW Insulation","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-14-S HHW Piping F & R","CHW & HHW Insulation"
"c7ce9c52-65ba-4bfe-8bb7-eebeac7f43a1","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-14-S HHW Piping F & R","Labelling of Equipment "
"91e7a695-cd67-4780-91f0-26ea864a6e79","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-23-S HHW Piping F & R"
"0d32e217-269a-43fb-96f5-b2beacec5ca8","","checklist-flat","not-started","CHW & HHW Piping ( WELDING )","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-23-S HHW Piping F & R","CHW & HHW Piping ( WELDING )"
"a9cd490a-613b-453c-a2b0-26adc69a0387","","checklist-flat","not-started","CHW & HHW Piping ( VICTAULIC )","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-23-S HHW Piping F & R","CHW & HHW Piping ( VICTAULIC )"
"2be4bdcb-d5ef-46ea-b568-d5ad30281988","","checklist-flat","not-started","CHW & HHW Insulation","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-23-S HHW Piping F & R","CHW & HHW Insulation"
"8da1fcce-1fea-4002-bfe0-f612347486e6","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-23-S HHW Piping F & R","Labelling of Equipment "
"b9501018-c166-4486-9f62-f9dffcea3869","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-25-S HHW Piping F & R"
"722bdd76-dc68-4ae0-962e-cc65f3930b45","","checklist-flat","not-started","CHW & HHW Piping ( WELDING )","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-25-S HHW Piping F & R","CHW & HHW Piping ( WELDING )"
"b99264e6-3cfd-488c-8c77-724bcfc429e1","","checklist-flat","not-started","CHW & HHW Piping ( VICTAULIC )","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-25-S HHW Piping F & R","CHW & HHW Piping ( VICTAULIC )"
"a9064220-79c1-4652-abed-5896cff00a48","","checklist-flat","not-started","CHW & HHW Insulation","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-25-S HHW Piping F & R","CHW & HHW Insulation"
"86757868-25b9-45e9-bd41-50a981565b37","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-25-S HHW Piping F & R","Labelling of Equipment "
"5331ac40-be1b-4201-be80-c55c216613de","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-26-S HHW Piping F & R"
"ea834a71-83b4-42c5-979a-cce9f0f2d7f4","","checklist-flat","not-started","CHW & HHW Piping ( WELDING )","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-26-S HHW Piping F & R","CHW & HHW Piping ( WELDING )"
"816f6de6-dadf-43b9-9380-2f5e6e79fe3f","","checklist-flat","not-started","CHW & HHW Piping ( VICTAULIC )","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-26-S HHW Piping F & R","CHW & HHW Piping ( VICTAULIC )"
"47035188-8975-4ccf-b5e4-71074e25babc","","checklist-flat","not-started","CHW & HHW Insulation","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-26-S HHW Piping F & R","CHW & HHW Insulation"
"112f1730-77b4-46af-81b9-1e8a06bdb5b6","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","VAV-26-S HHW Piping F & R","Labelling of Equipment "
"0e0e37ab-b2dd-433e-aab6-9b3a712de516","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","HHW F& R Piping run 2"
"f4138524-437f-4450-97a0-25cb14d9014e","","checklist-flat","not-started","CHW & HHW Piping ( VICTAULIC )","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","HHW F& R Piping run 2","CHW & HHW Piping ( VICTAULIC )"
"a970a9ed-d972-4de1-b4aa-4bd96ba9b134","","checklist-flat","not-started","CHW & HHW Insulation","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 14 - Catfish Room (Faraday Cage)","Drawing No - MP00102","HHW Piping & CHW Piping","HHW F& R Piping run 2","CHW & HHW Insulation"
"1132888e-4317-4f98-aaa2-795a4a2df1e0","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 15 - Lab Area"
"76f7c157-a674-4ff3-95ef-a45573ea3ba7","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 15 - Lab Area","Drawing No - MD00102"
"92454bf1-e19c-4b69-8d25-9de41c1825e5","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 15 - Lab Area","Drawing No - MD00102","Supply Air ducting from AHU-LAB-1"
"2a62c71f-b067-407f-ad94-d7cf41feaa15","","checklist-sectioned","not-started","Mechanical Duct","checklist","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 15 - Lab Area","Drawing No - MD00102","Supply Air ducting from AHU-LAB-1","Mechanical Duct"
"1b618d93-c7c5-4e57-9ee4-36017aeeacef","","checklist-flat","not-started","External Duct Work Insulation","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 15 - Lab Area","Drawing No - MD00102","Supply Air ducting from AHU-LAB-1","External Duct Work Insulation"
"963631f0-dcbe-417f-a47c-707ea8c54048","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 15 - Lab Area","Drawing No - MD00102","Supply Air ducting from AHU-LAB-1","Labelling of Equipment "
"41dc5fea-2816-4104-9b51-0d6d74fb2a5d","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 15 - Lab Area","Drawing No - MD00102","Extract Air Ducting from EAF-LAB-1"
"51804b73-55fb-4d2f-8c05-b175cea1913c","","checklist-sectioned","not-started","Mechanical Duct","checklist","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 15 - Lab Area","Drawing No - MD00102","Extract Air Ducting from EAF-LAB-1","Mechanical Duct"
"b210618f-6757-42a2-862f-93ced4e19dae","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 15 - Lab Area","Drawing No - MD00102","Extract Air Ducting from EAF-LAB-1","Labelling of Equipment "
"77ec9d4b-ba12-4a6d-9d67-e788dac1ad87","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 15 - Lab Area","Drawing No - LG00102"
"231399ce-d173-4b8f-937f-53ed140e8560","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 15 - Lab Area","Drawing No - LG00102","Medical Gas QA"
"e20a45ff-cad0-4eca-88d2-ef42c93aff92","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 15 - Lab Area","Drawing No - LG00102","Medical Gas QA","Fish CT- Live"
"130108ed-ab14-4b63-9c54-68fec8ca3dbb","","checklist-flat","not-started","Lab Gas Piping ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 15 - Lab Area","Drawing No - LG00102","Medical Gas QA","Fish CT- Live","Lab Gas Piping "
"e5f2ed6e-5d3e-4a8d-a132-f809214ca654","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 0","Lot 15 - Lab Area","Drawing No - LG00102","Medical Gas QA","Fish CT- Live","Labelling of Equipment "
"4afe1322-a2a1-4259-9f40-67918b6c8246","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 1"
"5f9880e4-18ed-40e2-aba2-c64ac13447e9","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room"
"fc83b7d0-56d7-4e9f-bc2e-75a2d4d6fd81","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102"
"716c3e5f-8ee7-48a4-ad47-6a90dab0c0a8","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA"
"f98d8515-d66e-4b74-a7d7-c92e86b593bb","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","Outside Air Ducting from AHU-OFFICE-01"
"2ca1c36d-8dd5-4827-b0b3-940c417bdcae","","checklist-sectioned","not-started","Mechanical Duct","checklist","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","Outside Air Ducting from AHU-OFFICE-01","Mechanical Duct"
"93e23057-014b-480d-8ec7-e803acf75c34","","checklist-flat","not-started","External Duct Work Insulation","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","Outside Air Ducting from AHU-OFFICE-01","External Duct Work Insulation"
"b6ec9728-a0a9-4883-b76f-b0bb2486215d","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","Outside Air Ducting from AHU-OFFICE-01","Labelling of Equipment "
"e62324fe-6f22-4553-a6d3-0e64ab678b76","","checklist-flat","not-started","Duct / Equipment Cleaning","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","Outside Air Ducting from AHU-OFFICE-01","Duct / Equipment Cleaning"
"a17d150c-5175-475f-b098-1527cbe86ee6","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","FEF-06"
"1cfa634e-6375-464a-a416-0f4adef04ef6","","checklist-sectioned","not-started","Mechanical Duct","checklist","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","FEF-06","Mechanical Duct"
"675ea540-7a99-4790-8aac-97e6dfe35738","","checklist-flat","not-started","Duct / Equipment Cleaning","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","FEF-06","Duct / Equipment Cleaning"
"0f7d676c-b9aa-4cf7-a1f2-9e0549e8d33a","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","FEF-06","Labelling of Equipment "
"d7bbdd2e-e292-4329-83e2-57b77e065968","","checklist-sectioned","not-started","Fans","checklist","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","FEF-06","Fans"
"f3ff3ba5-2267-4b48-9a9b-f1586b881669","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","FEF-07"
"f48ce468-54c1-400a-8e2a-3fa3d67ee08f","","checklist-sectioned","not-started","Mechanical Duct","checklist","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","FEF-07","Mechanical Duct"
"9096f745-d418-4297-b53b-a7e46aa937ea","","checklist-flat","not-started","Duct / Equipment Cleaning","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","FEF-07","Duct / Equipment Cleaning"
"06573819-339f-4f31-a760-49bdeb249eec","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","FEF-07","Labelling of Equipment "
"e051f80e-bf55-4508-8df4-09057d587b0b","","checklist-sectioned","not-started","Fans","checklist","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","FEF-07","Fans"
"aaabcce4-9388-4e55-b2f5-38468c8e1a3d","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","FEF-08"
"e800e22a-36ac-472d-b343-677cab7e720a","","checklist-sectioned","not-started","Mechanical Duct","checklist","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","FEF-08","Mechanical Duct"
"72a6e837-b63c-4a1f-a052-67ca1853dfbe","","checklist-flat","not-started","Duct / Equipment Cleaning","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","FEF-08","Duct / Equipment Cleaning"
"6114e588-05b0-4a08-9b16-fa7255912c33","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","FEF-08","Labelling of Equipment "
"08161728-7504-4a96-b793-872757668d5b","","checklist-sectioned","not-started","Fans","checklist","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","FEF-08","Fans"
"0ba3a059-6a47-4943-b5a7-0caba1b3aee6","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","EAF-07"
"71748669-00e1-4bd7-9d8a-4455694899ae","","checklist-sectioned","not-started","Mechanical Duct","checklist","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","EAF-07","Mechanical Duct"
"f5f7d69d-6679-48be-9281-6922dc93da9b","","checklist-flat","not-started","Duct / Equipment Cleaning","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","EAF-07","Duct / Equipment Cleaning"
"db912f2b-2ed0-49ad-b0c1-d8b6616c4011","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","EAF-07","Labelling of Equipment "
"be389c17-d50e-4b49-9773-070b0dc3b6e1","","checklist-sectioned","not-started","Fans","checklist","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","EAF-07","Fans"
"e5bd48bb-92e1-45b0-8326-44597dbd8087","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","EAF-08"
"62f2ec64-8d9c-4d10-8af3-a61db6001f80","","checklist-sectioned","not-started","Mechanical Duct","checklist","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","EAF-08","Mechanical Duct"
"2f6459b6-61c1-4e47-9f61-32cf0f1eee18","","checklist-flat","not-started","Duct / Equipment Cleaning","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","EAF-08","Duct / Equipment Cleaning"
"75aa092a-caba-4a71-9636-c1df63844f7a","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","EAF-08","Labelling of Equipment "
"9d168564-efc9-4d5d-aa83-426105f9b238","","checklist-sectioned","not-started","Fans","checklist","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","EAF-08","Fans"
"b8b07db5-a405-4b49-8842-a16839d00896","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","EAF-09"
"62427ba6-c318-46e3-a64c-902d0d5d4bcc","","checklist-sectioned","not-started","Mechanical Duct","checklist","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","EAF-09","Mechanical Duct"
"f2d5b60e-2c07-4c37-a2b2-92b593650024","","checklist-flat","not-started","Duct / Equipment Cleaning","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","EAF-09","Duct / Equipment Cleaning"
"c80f1d62-1282-4ee8-ad9c-14fcea114922","","checklist-flat","not-started","Labelling of Equipment ","checklist-flat","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","EAF-09","Labelling of Equipment "
"b01beffd-a0ea-4e97-861b-c32e10fc028c","","checklist-sectioned","not-started","Fans","checklist","FALSE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","EAF-09","Fans"
"7a025703-1869-4041-a32e-6a9fe4a83b74","","folder-normal","not-started","","step","TRUE","FALSE","NIWA Hamilton QA","Main Building LVL 1","Lot 16 - Plant Room","Drawing No - MD01102","Mechanical QA","EAF-18"
