"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"15daf0f2-1738-4077-ae28-db3c14bb55b9","","work-in-progress","","folder","TRUE","FALSE","Project Start-Up"
"b9e2961c-b8bc-4ca9-ba68-6c7c7217ce4a","","work-in-progress","","folder","TRUE","FALSE","Project Start-Up","Management Plans"
"89eb5d1b-4824-4072-b3b7-0323247d4f28","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 35","R11-SW-149 Line 35 Pit (N1.35.02-N1.35.03)"
"2b9892ad-0013-44ec-8199-8624b4e81544","","work-in-progress","ITC 02 - R11 Stormwater and Drain Installation (R11) Rev 1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 35","R11-SW-149 Line 35 Pit (N1.35.02-N1.35.03)","R11-SW-149 - Line 35 Pits (N1.35.02 to N1.35.03)"
"74609798-3a0b-434f-89a8-b868c68fea70","","work-in-progress","SURVEY REQUEST","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 35","R11-SW-149 Line 35 Pit (N1.35.02-N1.35.03)","SR00718"
"5b8704a2-07be-4cd9-9446-7c35d6dee53f","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 35","R11-SW-149 Line 35 Pit (N1.35.02-N1.35.03)","HP1480 - (N1.35.02 to N1.35.03) - Inspection of pit foundation - N1.35.02"
"5d5ebebf-2a1f-4eb0-945c-0e168383a560","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 35","R11-SW-149 Line 35 Pit (N1.35.02-N1.35.03)","HP1481 - (N1.35.02 to N1.35.03) - Inspection of pit foundation - N1.35.03"
"05be076c-f49a-480d-81f0-3a7de6374dae","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 35","R11-SW-148 Line 35 Pit (N1.35.01-N1.35.02)"
"d8c53daa-f6a5-421f-9037-6fc513c5db7b","","work-in-progress","ITC 02 - R11 Stormwater and Drain Installation (R11) Rev 1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 35","R11-SW-148 Line 35 Pit (N1.35.01-N1.35.02)","R11-SW-148 - Line 35 Pits (N1.35.01 to N1.35.02)"
"d198f9f2-55a2-453c-8c45-6a9f596e0f01","","work-in-progress","SURVEY REQUEST","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 35","R11-SW-148 Line 35 Pit (N1.35.01-N1.35.02)","SR00717 "
"0b0e91f7-1173-4fc7-89c9-fdad9cbcaba6","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 35","R11-SW-148 Line 35 Pit (N1.35.01-N1.35.02)","HP1482 - (N1.35.01 to N1.35.02) - Inspection of pit foundation - N1.35.01"
"0a5d6d98-7d01-4d93-8ee0-923aac3dcf02","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 35","R11-SW-148 Line 35 Pit (N1.35.01-N1.35.02)","HP1483 - (N1.35.01 to N1.35.02) - Inspection of pit foundation - N1.35.02"
"41ebc08b-63d9-4871-a3b5-fc161a181eb6","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 35","R11-SW-151 Line 35 Pit (N1.35.04-N1.35.05)"
"8fe20892-9196-4732-8080-ccffa79d7595","","work-in-progress","ITC 02 - R11 Stormwater and Drain Installation (R11) Rev 1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 35","R11-SW-151 Line 35 Pit (N1.35.04-N1.35.05)","R11-SW-151 - N1.35.04-N1.35.05"
"ed8cf398-3684-46b7-9d2c-08c8985c7038","","work-in-progress","SURVEY REQUEST","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 35","R11-SW-151 Line 35 Pit (N1.35.04-N1.35.05)","SR00720"
"08374e25-3716-4161-bec6-0f47d822ff96","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 35","R11-SW-151 Line 35 Pit (N1.35.04-N1.35.05)","HP1484 - (N1.35.04 to N1.35.05) - Inspection of pit foundation - N1.35.04"
"807a6295-16d6-44f0-b88b-c315b2a9df44","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 35","R11-SW-151 Line 35 Pit (N1.35.04-N1.35.05)","HP1485 - (N1.35.04 to N1.35.05) - Inspection of pit foundation - N1.35.05"
"3b8ae6d6-e6a1-4762-b12a-9edc3d74f525","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 880"
"67d4160d-87a4-4951-9e4b-ac609e2c2dd1","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 880","R11-SW-194 - Line 880 Pits (C0880CA to C0880CB)"
"d23a9f2a-cb30-467f-b9fc-26b31fc76e22","","work-in-progress","ITC 02 - R11 Stormwater and Drain Installation (R11) Rev 1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 880","R11-SW-194 - Line 880 Pits (C0880CA to C0880CB)","R11-SW-194 - Line 880 Pits (C0880CA to C0880CB)"
"49a794db-f473-4dca-83ef-043b8012b3f8","","work-in-progress","SURVEY REQUEST","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 880","R11-SW-194 - Line 880 Pits (C0880CA to C0880CB)","SR00749 -  Line 880 Pits (C0880CA to C0880CB)"
"d993f0c7-1067-4943-9170-b95ffd50106e","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 880","R11-SW-194 - Line 880 Pits (C0880CA to C0880CB)","HP495 - (C0880CA to C0880CB) - Inspection of Pit foundation - C0880CA"
"13c827d0-ba4e-468c-8074-b6f47c74542e","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 880","R11-SW-193 - Line 880 Pits (C0880AB to C0880CA)"
"89cb2f07-aad7-44ed-83c6-e6750f5a6718","","work-in-progress","ITC 02 - R11 Stormwater and Drain Installation (R11) Rev 1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 880","R11-SW-193 - Line 880 Pits (C0880AB to C0880CA)","R11-SW-193 - Line 880 Pits (C0880AB to C0880CA)"
"7bbf5b67-e228-4dd9-ad06-a8e4a8367d44","","work-in-progress","SURVEY REQUEST","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 880","R11-SW-193 - Line 880 Pits (C0880AB to C0880CA)","SR00785"
"c3979c94-6300-4898-a7b7-fc1d57c31e47","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts"
"ace46f0d-b5bc-4302-a428-4e9f6e48657a","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880"
"4ec16620-fdd3-4e5c-9b40-35773b74dcb5","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-191 - C0880A to C0880B"
"69ad43e6-dce5-4ba8-8a33-6f140f1ae28c","","work-in-progress","9385edab561db81a5fd35be883b1de975c84f7917dec191797996529471c44c7","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-191 - C0880A to C0880B","ITC - C0880A to C0880B"
"66d9e705-f084-43d9-9185-bcf78ccbeab4","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-191 - C0880A to C0880B","HP487 - (C0880A to C0880B) - Inspection of headwall/Pit foundation - C0880A"
"9e53b484-ed25-4e50-b3ad-871097f127e1","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-191 - C0880A to C0880B","HP489 - (C0880A to C0880B) - Inspection of headwall/Pit foundation - C0880B"
"1f2a9e99-a2ea-4ea0-8c4e-b6980a32660e","","work-in-progress","a125e648f8f5df6a39ddf54c003ebcf5407cab42d484f12d14c627643f094e6a","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-191 - C0880A to C0880B","WP122 - Inspection of headwall foundation - C0880B"
"21de2194-de76-47dc-9c5c-bb48c1a3c2a2","","pass","612a4f38d7b26bf2906df1bc3bb8d8480f7f208b75190ceacb72dc71863b79d6","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-191 - C0880A to C0880B","SR000182 "
"df01b378-f122-4f3e-8a85-13aa73d2ff59","","pass","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-191 - C0880A to C0880B","TR561 - Foundation, B&H, S&O"
"e70cd76f-7778-45e7-beb7-2e17592a8278","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-192 - C0880B to C0880AB"
"51119c7a-77ef-4990-9961-4850e80ca997","","work-in-progress","9385edab561db81a5fd35be883b1de975c84f7917dec191797996529471c44c7","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-192 - C0880B to C0880AB","ITC - C0880B to C0880AB"
"7fd568f0-5d04-4d59-8761-d6ba081cad8b","","work-in-progress","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-192 - C0880B to C0880AB","HP491 - Inspection of pit foundation - C0880AB"
"c2942db6-6fe2-4408-b01a-3b55eeba13d7","","work-in-progress","612a4f38d7b26bf2906df1bc3bb8d8480f7f208b75190ceacb72dc71863b79d6","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-192 - C0880B to C0880AB","SR00183"
"864aea5e-cbd2-4e5d-b32a-c12b71a3b31c","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-192 - C0880B to C0880AB","HP1565 - Inspection of Pit foundation - C0880B"
"a3e4c5f3-db5c-4ba1-a195-28d586b45bf4","","work-in-progress","ITC 03 - B80 Concrete Structures (B80) Rev 1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-192 - C0880B to C0880AB","ITC 03 - B80 Pit 880B"
"1071ab5f-83ef-4018-a88c-e934ca509d6b","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-193 - C0880AB to C0880CA"
"bfdd126d-9189-40b3-bfea-a94ed21c65ca","","work-in-progress","9385edab561db81a5fd35be883b1de975c84f7917dec191797996529471c44c7","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-193 - C0880AB to C0880CA","ITC - C0880AB to C0880CA"
"57f77714-abce-4b5d-93fc-0a0ecb16dcd7","","work-in-progress","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-193 - C0880AB to C0880CA","HP493 - Inspection of Pit foundation - C0880CA"
"9c3613b8-da69-4237-9192-42f50f049459","","work-in-progress","612a4f38d7b26bf2906df1bc3bb8d8480f7f208b75190ceacb72dc71863b79d6","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-193 - C0880AB to C0880CA","SR00184"
"63d5e8d8-6a87-4866-b01d-368dc58fa8f2","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-193 - C0880AB to C0880CA","HP1563  - Inspection of Pit foundation - C0880AB"
"dd13c9e5-5eb7-4d6e-acc8-0c35b6b431b6","","work-in-progress","ITC 03 - B80 Concrete Structures (B80) Rev 1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-193 - C0880AB to C0880CA","ITC 03 - B80 Pits 880AB "
"75c6ef86-0495-4484-a459-da848eda88eb","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-193 - C0880AB to C0880CA","HP1670 - Formwork design Certification - C0880 Pits"
"8af51095-933e-4e3c-928e-e320d804c4a0","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-194 - C0880CA to C0880CB"
"8d956a9d-13bb-4023-a14c-1b9f8ec9656e","","work-in-progress","9385edab561db81a5fd35be883b1de975c84f7917dec191797996529471c44c7","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-194 - C0880CA to C0880CB","ITC - C0880CA to C0880CB"
"8d92e4e5-2894-4265-b83e-adf46f794a2b","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-194 - C0880CA to C0880CB","HP495 - Inspection of headwall foundation - C0880CB"
"18048ede-4f38-4f3d-8a61-f82866db05e1","","work-in-progress","612a4f38d7b26bf2906df1bc3bb8d8480f7f208b75190ceacb72dc71863b79d6","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-194 - C0880CA to C0880CB","SR00749"
"952e5004-f79d-4282-9dc5-3906a9c72c6b","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-194 - C0880CA to C0880CB","HP1562 - (C0880CA to C0880CB) - Inspection of Pit foundation - C0880CA"
"4b2ad202-b3ac-41b9-9915-d2a88845108f","","work-in-progress","ITC 03 - B80 Concrete Structures (B80) Rev 1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-194 - C0880CA to C0880CB","ITC 03 - B80 Pit 880CA"
"44c9abae-c342-4bd4-984c-6343b0b1cf37","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-195 - C0880AA to C0880B"
"a2185d69-be5c-4d5b-b4a1-7be109748b8c","","work-in-progress","ITC 02 - R11 Stormwater and Drain Installation (R11) Rev 1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-195 - C0880AA to C0880B","ITC 02 - C0880AA to C0880B"
"fbcf5907-8e86-468a-a866-e05ee0f5fc50","","work-in-progress","ITC 03 - B80 Concrete Structures (B80) Rev 1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-195 - C0880AA to C0880B","ITC 03 - B80 PIT C0880B "
"6a7a918a-deca-4802-a0e7-d43c7c44fb8d","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-195 - C0880AA to C0880B","HP1670 - Formwork Design Certification - C0880 Pit"
"a6105972-22fd-4f50-a26d-a4460bf66a00","","work-in-progress","ITC 03 - B80 Concrete Structures (B80) Rev 1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-195 - C0880AA to C0880B","ITC 03 - B80 - HW 880AA"
"4e6fc873-da31-409d-bcaa-f04bba6eb0d6","","work-in-progress","SURVEY REQUEST","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880","R11-SW-195 - C0880AA to C0880B","SR00863"
"5efe7cb7-8d90-47d5-9c05-7a74f042bfb7","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880A"
"9c2b8f5a-4dde-4279-a611-abb46a5d2418","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880A","R11-SW-195 - C0880AA to C0880AB"
"41b53500-0b67-479f-845a-9e6942c86e95","","work-in-progress","9385edab561db81a5fd35be883b1de975c84f7917dec191797996529471c44c7","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C0880A","R11-SW-195 - C0880AA to C0880AB","ITC - C0880AA to C0880AB"
"55a8518a-1834-4cbb-bc0e-b2f7a3f2c3c6","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1180"
"416e9ee0-10f6-4998-9108-11e4138fb6f6","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1180","R11-SW-196 - C1180A to C1180B"
"83b3f05a-95be-44ba-9b1b-5575a7f9b988","","work-in-progress","9385edab561db81a5fd35be883b1de975c84f7917dec191797996529471c44c7","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1180","R11-SW-196 - C1180A to C1180B","ITC - C1180A to C1180B"
"3467e4a5-53bc-4525-8776-6d148aba7af8","","pass","612a4f38d7b26bf2906df1bc3bb8d8480f7f208b75190ceacb72dc71863b79d6","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1180","R11-SW-196 - C1180A to C1180B","SR00187"
"1f351d9d-3542-42f1-8a67-fbfdf63b9470","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1180","R11-SW-196 - C1180A to C1180B","HP499 - Inspection of headwall foundation - C1180A"
"e40f19d9-f423-4b0a-b34b-d7b239847e1c","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1180","R11-SW-196 - C1180A to C1180B","HP501 - Inspection of headwall foundation - C1180B"
"6db9381a-feb1-473e-ba8f-eef69083b908","","pass","a125e648f8f5df6a39ddf54c003ebcf5407cab42d484f12d14c627643f094e6a","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1180","R11-SW-196 - C1180A to C1180B","WP132 - Inspection of headwall foundation - C1180A"
"b2ccd001-d1ad-49d9-82d8-eb4331e0cee0","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1270"
"9d54ed3c-f3bf-4dfe-be40-0bc64d6dc9c5","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1270","R11-SW-197 - C1270A to C1270B"
"adf84cec-9b0a-479e-bd29-f92f83dfc2da","","work-in-progress","9385edab561db81a5fd35be883b1de975c84f7917dec191797996529471c44c7","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1270","R11-SW-197 - C1270A to C1270B","ITC - C1270A to C1270B"
"e6efb5cf-b18d-4119-8d8a-5708adebf9d0","","pass","612a4f38d7b26bf2906df1bc3bb8d8480f7f208b75190ceacb72dc71863b79d6","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1270","R11-SW-197 - C1270A to C1270B","SR00188"
"849096da-4512-4e15-bea4-e5e7fcf64e15","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1270","R11-SW-197 - C1270A to C1270B","HP502 - Inspection of headwall foundation - C1270A"
"71f0263c-3b1a-4b5e-9968-45bc43eb0464","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1270","R11-SW-197 - C1270A to C1270B","HP504 - Inspection of headwall foundation - C1270B"
"0ca02c94-39ce-4e0b-b605-df3aaf510a6e","","work-in-progress","a125e648f8f5df6a39ddf54c003ebcf5407cab42d484f12d14c627643f094e6a","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1270","R11-SW-197 - C1270A to C1270B","WP135 - Inspection of headwall foundation - C1270A"
"7083fa85-1463-40bd-a73b-a2e447a08dda","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370"
"2c2adf08-3b6e-4730-9827-5c25e406688e","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-198 - C1370AA to C1370BA"
"0986482b-83b1-4f52-a1e1-80db617944c5","","work-in-progress","9385edab561db81a5fd35be883b1de975c84f7917dec191797996529471c44c7","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-198 - C1370AA to C1370BA","ITC 02 - C1370AA to C1370BA"
"f101b5d0-7af9-4d6a-99ca-a642568ae716","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-198 - C1370AA to C1370BA","HP505 - (C1370AA to C1370BA) - Inspection of headwall foundation - C1370AA"
"d82900b8-69a3-4915-9cea-ef1dedd105b3","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-198 - C1370AA to C1370BA","HP507 - (C1370AA to C1370BA) - Inspection of headwall/pit foundation - C1370BA"
"2b152710-6e63-493a-88b8-48a3d0cd9d50","","pass","612a4f38d7b26bf2906df1bc3bb8d8480f7f208b75190ceacb72dc71863b79d6","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-198 - C1370AA to C1370BA","SR189 "
"7622b903-4c05-450e-97b0-59699ab71b22","","pass","a125e648f8f5df6a39ddf54c003ebcf5407cab42d484f12d14c627643f094e6a","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-198 - C1370AA to C1370BA","WP140 - (C1370AA to C1370BA) - Inspection of headwall/pits foundation - C1370BA"
"22f11eaf-511a-4cad-baed-e86b8582b013","","work-in-progress","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-198 - C1370AA to C1370BA","TR364 - Foundation Layer"
"d50d64a7-56bd-40ae-bf03-43618ff905f2","","work-in-progress","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-198 - C1370AA to C1370BA","TR365 - Bedding & Haunch"
"7e9fdb05-1d5b-41f9-9869-a468d4d8d26e","","work-in-progress","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-198 - C1370AA to C1370BA","TR366 - Side & Overlay"
"d1931eed-eaf3-4741-a8fd-c08b5ba82dba","","work-in-progress","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-198 - C1370AA to C1370BA","TR367 - Backfill"
"a6ef298b-744d-46ce-b434-2d4b42c4ec4c","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-199 - C1370BA to C1370BB"
"dec160dd-d80e-46d6-9d68-0604745dbfb1","","work-in-progress","9385edab561db81a5fd35be883b1de975c84f7917dec191797996529471c44c7","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-199 - C1370BA to C1370BB","ITC 02 - C1370BA to C1370BB"
"fcd7ae04-3e36-42e6-ad78-b587c090bc86","","work-in-progress","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-199 - C1370BA to C1370BB","HP509 - Inspection of headwall foundation - C1370BB "
"195f6567-8c90-4428-a1bf-a04c56de60b2","","work-in-progress","612a4f38d7b26bf2906df1bc3bb8d8480f7f208b75190ceacb72dc71863b79d6","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-199 - C1370BA to C1370BB","SR00190"
"00763de9-668f-41b8-a616-1b134c54c3bd","","work-in-progress","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-199 - C1370BA to C1370BB","TR403 - Foundation Layer"
"ee8087b9-5d8e-498c-8c9a-b2edad73c7fc","","work-in-progress","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-199 - C1370BA to C1370BB","TR404 - Bedding & Haunch"
"d75906a4-9249-4854-b131-f166e6ad1871","","work-in-progress","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-199 - C1370BA to C1370BB","TR405 - Side & Overlay"
"b9a0569d-1eed-41f4-b245-fcc4e5e2f470","","work-in-progress","057a0a71c9fbb905d6cc95f763092c140b5cd74cd4b2688a15fa324654fb5ed1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-199 - C1370BA to C1370BB","TR406 - Backfill"
"9cc875c7-9e95-4a10-9bb1-1212fb75334a","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-200 - C1370BB to C1370CB"
"f3a01197-010d-433d-bef7-2294348fe018","","work-in-progress","9385edab561db81a5fd35be883b1de975c84f7917dec191797996529471c44c7","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Culverts","C1370","R11-SW-200 - C1370BB to C1370CB","ITC 02 - C1370BB to C1370CB"
