"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"68946fea-33a1-4d64-aa8b-cd6695295f77","folder-progress has incorrect meta.stepType folder-normal","folder-progress","not-started","","checklist","TRUE","FALSE","Stage 1"
"72f7db51-d00a-4358-b2e0-2fcf16fd4d79","folder-progress has incorrect meta.stepType folder-normal","folder-progress","not-started","","checklist","TRUE","FALSE","Stage 1","B01"
"34a6c912-8b68-4aef-88e7-8bfd5dbecad8","folder-progress has incorrect meta.stepType folder-normal","folder-progress","not-started","","checklist","TRUE","FALSE","Stage 1","B01","Ground Floor"
"14c27a31-947a-4856-bc57-a90841600708","folder-progress has incorrect meta.stepType folder-normal","folder-progress","not-started","","checklist","TRUE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)"
"c5174fae-b860-4d09-b1e6-873e1ddd1538","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Common Areas"
"7f5ff510-ae4c-4e2f-b39e-f0664e90f6d9","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Common Areas","Lounge 1"
"68e4d9c7-4936-4c39-9df3-db357df34301","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Common Areas","Stairwell 5"
"25e86878-adaf-4932-bfe6-79085eb32212","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Common Areas","Stairwell 5","Pre Wire"
"1d5d0482-4fde-47ca-bc5e-5c28508cb99a","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Common Areas","Stairwell 5","Terminated & Tested"
"95a6269a-0d07-494d-a48d-7fd9f945507f","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Common Areas","Stairwell 5","Fit off"
"72a5a9f9-eb0a-444c-b05a-803c9a5116b4","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Common Areas","Corridor Area F"
"68b6efdc-3f9b-4973-b313-5509ffdd50f7","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Common Areas","Corridor Area F","Pre Wire"
"76942064-5da2-47ad-aa0f-5e729e2dd2b0","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Common Areas","Corridor Area F","Terminated & Tested"
"4b948385-6b56-45c7-8255-78657e1a37a8","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Common Areas","Corridor Area F","Fit off"
"e35b11c8-a2df-44a0-b118-5f39e2032952","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Common Areas","Lifts 4"
"060d22e3-c658-4bc4-8611-a9e3c0ce5c48","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Common Areas","Lifts 4","Pre Wire"
"3ce666a0-7ab8-4536-8683-bca044b9a702","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Common Areas","Lifts 4","Terminated & Tested"
"84502e59-6af4-4a32-b073-152fef2bafee","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Common Areas","Lifts 4","Fit off"
"f6cdb37c-b9b6-4239-b4c0-f3435823d5ab","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Common Areas","Laundry"
"e4a3256d-b903-4ae8-92b7-752500ff97bb","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Common Areas","Laundry","Pre Wire"
"ebd7ed8b-e64e-4dae-8e3b-69b9b8260302","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Common Areas","Laundry","Terminated & Tested"
"240d4b82-2784-4ce9-b938-753f5ac1ee70","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Common Areas","Laundry","Fit off"
"c432ce5e-0aa1-4d52-93f4-3bcab98164df","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas"
"aca717b2-1da6-4070-9963-798e3926e71d","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 151A"
"35dd6254-f5fa-4e8a-a3da-d7781a538ef3","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 151A","Pre Wire"
"742edcfd-4d40-4877-a14b-af15be7ae142","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 151A","Install DB"
"08e208eb-5120-4f1f-9207-5e7b034742b7","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 151A","Fit off"
"65a1b9d9-f83b-4910-8ad8-8df1c1d2bec1","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 152A"
"036f65e8-dbb0-4f8a-95b0-e0ae3267dd0e","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 152A","Pre Wire"
"a6e64cd9-b535-4a6e-bbfd-e1de1c81a30e","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 152A","Install DB"
"e1601ae8-d0f3-4562-93f8-5538e8cafcfb","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 152A","Fit off"
"c2e51402-132e-4877-b950-aaeb2106ce4c","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 153A"
"6734f237-17cc-4f3d-a64b-2c9d4bbc47f9","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 153A","Pre Wire"
"dcbe6854-9af4-4fc6-8ea2-c3e76aa9da69","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 153A","Install DB"
"df575776-007f-416b-ba28-724fa5986f5c","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 153A","Fit off"
"88b6bfa4-74c7-486d-a7ff-f0808bc8f24c","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 154A"
"0c4247f4-3ed6-4e63-b07e-3611fb5a5e6e","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 154A","Pre Wire"
"882c8d06-72b3-4afe-abe5-5fb303f81a90","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 154A","Install DB"
"066e3ec5-6f53-4b4a-9717-df7fc89c527b","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 154A","Fit off"
"bee3b4fa-f0b9-4a7d-8377-f5bb3890b6e2","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 155A"
"de22eaab-e95b-4490-a455-593b76d29c3e","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 155A","Pre Wire"
"3576dc74-5090-45bb-b594-f5ae904bec2a","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 155A","Install DB"
"50fe3c58-4a51-414d-a1ea-0c4618bf9c99","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 155A","Fit off"
"213d87b3-444f-4f77-8908-b860c1dab8d0","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 156A"
"a8f154d0-e47f-4c8c-9199-10d7f7b0f6bb","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 156A","Pre Wire"
"c80045cd-0ac9-44f9-8ca8-3fd18008c7df","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 156A","Install DB"
"ddaecb9b-78d0-4b2a-8168-d8f648289d50","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 156A","Fit off"
"ba662ae1-8416-44aa-8a9b-5084f5c0178b","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 157A"
"0a1f613c-8e5f-4948-9f0a-46c5adfb0753","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 157A","Pre Wire"
"edf03d87-27ac-4a25-9f27-5faea564e989","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 157A","Install DB"
"7304e230-aef9-4e0b-8db6-3f02760b4ed2","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 157A","Fit off"
"7dcd8aff-e023-4480-9969-d9389458b2a4","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 158A"
"6eb8d7bf-0372-48ee-8e57-19b4d7cf806f","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 158A","Pre Wire"
"7d6d8c1a-9fd0-4b7c-99fa-f14492c87903","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 158A","Install DB"
"154f80cc-7c74-4ac8-9333-259933917f34","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 158A","Fit off"
"214b4b8a-b401-49c1-894b-7d82277f153d","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 159A"
"b05cd1b4-ec71-4503-aaa4-9efb8555d58b","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 159A","Pre Wire"
"7f36890e-54a7-482c-8d4c-46902e7ab804","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 159A","Install DB"
"599a9a75-2ed1-4ce9-8bf5-3dd4f5267080","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 159A","Fit off"
"15d7f857-1008-4e7b-96e9-b0457cb345a9","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 160A"
"14de65e6-5988-4c77-bd0b-3ae13da53c92","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 160A","Pre Wire"
"dc560950-26f2-4582-bfb7-71707a656665","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 160A","Install DB"
"0b79d534-a3ea-44f2-b019-f9f1e5637f8f","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 160A","Fit off"
"0cedcb35-d72b-41e5-96eb-c46456fab35f","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 161A"
"65549cb4-968d-43f4-ab9d-091d1a23edc9","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 161A","Pre Wire"
"fb6e123b-44dd-4205-934c-3b8b8188c863","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 161A","Install DB"
"aaa0b43d-5088-4193-9a69-f67b0fad96d8","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 161A","Fit off"
"d41d3af3-bacb-464d-956c-818f643995cf","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 162A"
"4ddcc609-5b93-4b9a-9621-29e4c3ba3b5f","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 162A","Pre Wire"
"3e9e5d70-6c2d-419b-930f-72fcd83857ac","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 162A","Install DB"
"9929d3f8-096f-4c6d-af60-1c06f38665a7","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 162A","Fit off"
"458e4067-a47b-497e-9a12-d4e725b27f36","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 163A"
"123cc694-4b95-4648-8c0a-096888acc9c5","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 163A","Pre Wire"
"757ffa46-ea68-49a4-a127-e81ff83c1665","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 163A","Install DB"
"894dfdf6-c76a-4fcc-9585-c6e901a43a0f","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 163A","Fit off"
"81f867db-641c-491c-9f18-ad42dda74809","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 164A"
"daf39c5d-f234-448a-8915-178b8c13ff53","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 164A","Pre Wire"
"83ff1d5f-5dad-4322-87be-9671a953d8e3","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 164A","Install DB"
"b0e9d5a2-039f-4db7-8df3-f20f45dfcd7f","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 164A","Fit off"
"185d2d97-7d7a-4934-a4d2-eda0d4f477fa","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 165A"
"0abd48bd-eeed-4163-8bdb-92ef71787d7b","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 165A","Pre Wire"
"4f44852b-e0fd-4244-959b-d7f2048020ec","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 165A","Install DB"
"1302f520-f598-4864-8c7f-11c3e171a34f","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 165A","Fit off"
"0a06570e-d59c-4cc2-8cce-6fcd5c17fee8","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 166A"
"68057744-6ce6-42d6-a484-e62657edb6a8","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 166A","Pre Wire"
"abca560f-20f6-43a3-8b02-779821ecd10f","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 166A","Install DB"
"dcd0269b-6181-4066-8937-ba2270735706","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 166A","Fit off"
"842e7213-0621-41db-ad9a-c16534c7c4a1","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 167A"
"cfbcd1d7-b5b9-4e0c-9370-5574c9be75a9","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 167A","Pre Wire"
"4c2ae5c1-3638-4b0b-b345-2961f298e62c","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 167A","Install DB"
"20b5aeaa-a77a-4ca8-b0cc-6744a97157a9","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 167A","Fit off"
"f7968d93-3d73-40ae-96da-849704b08593","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 168A"
"813b30a0-63b7-499d-b135-4bf4e9e2bbe4","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 168A","Pre Wire"
"254b47a1-7572-4445-b17f-0be0b5ffe438","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 168A","Install DB"
"461ccc93-eff7-43ad-b8b6-b2e14d159804","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 168A","Fit off"
"4ca95995-a1ad-44ee-b627-1392c9af9dc3","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 169A"
"07d523fa-fd26-4d1c-b9df-91de5e56b1ad","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 169A","Pre Wire"
"b68841e3-20f2-4e77-a4b2-601eb7184daf","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 169A","Install DB"
"ff918d38-150d-4f86-85a0-a54b91ad0e24","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 169A","Fit off"
"0f496631-2eed-4abb-8103-40eb6ce2f552","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 170A"
"87e4f9c7-fbc6-42c6-9ffc-d08b583115d6","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 170A","Pre Wire"
"673377c5-f1ce-4190-aec0-d0ab5ed1b61a","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 170A","Install DB"
"c540f251-8081-4257-ac99-da9ae5ea8921","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 170A","Fit off"
"7d637dc6-8d46-450d-8b39-9e34eb564b13","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 171A"
"21e6970e-ef22-407f-9946-f5a771414ac8","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 171A","Pre Wire"
"7a319863-5f3e-4329-a6e4-9db6a66564d6","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 171A","Install DB"
"c0283681-d054-443a-97a6-6ec0d6b7be6a","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 171A","Fit off"
"89ac105c-31d3-4aed-9c99-0ea7f0f85654","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 172A"
"6efafe6d-bea0-48b2-8cb4-8c76aa8b3c25","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 172A","Pre Wire"
"28f2ae42-ee86-4b74-b2ed-3e6c52e1da9f","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 172A","Install DB"
"c22fcfc0-fba7-41cd-9b16-7a95a16864fb","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 172A","Fit off"
"5b9e3d5a-9c01-4424-abf4-1779127321c0","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 173A"
"9673285d-2359-4328-86e5-89a23b30f658","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 173A","Pre Wire"
"e1785976-6984-4449-b3d4-c545b5ae9d2c","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 173A","Install DB"
"1caaf5c5-36f1-4470-a700-286af2123fc5","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 173A","Fit off"
"2b4b90ef-3ec4-478a-8323-a3afaec955bf","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 174A"
"80f6b9a1-a121-41bd-bc20-21c7f9f763e5","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 174A","Pre Wire"
"fb4eb9fc-205b-4933-bf18-a84a2a3dde4b","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 174A","Install DB"
"8dfb8222-5c3b-479e-a3cb-143cb7863e78","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 174A","Fit off"
"5f38ae87-d131-4e01-aabd-04a13b69f899","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 175A"
"dd52d844-435d-4bc8-8a0b-b0b2b7be4633","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 175A","Pre Wire"
"f3dc2ab0-e26f-4ada-8026-8bbf968007b5","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","ALS (Assisted Living)","Residential Areas","ALS 175A","Install DB"
