"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d7c7f120-5948-460d-845a-458e08b63e35","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"58baf044-ce54-48d8-a5f6-88694af1cd4f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Accommodation Building"
"7c7457ef-cde4-4701-85f8-405e89ec050a","","not-started","","folder","TRUE","FALSE","Site QA","Accommodation Building","Ground Level"
"32393b93-48c5-4660-88ac-428f22d2b4b6","","not-started","","folder","TRUE","FALSE","Site QA","Accommodation Building","Ground Level","GL - General Plumbing"
"7640d7c4-014e-4f1e-8921-6eed3f8c3424","","not-started","","folder","TRUE","FALSE","Site QA","Accommodation Building","Ground Level","GL - General Plumbing","Penetrations (Wall)"
"124af39e-f5db-46e3-9bc3-2b38c5fc19db","","not-started","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.08","Installation Water Service (Rough-ins)"
"1fffe9e6-46a9-4110-a5ea-7c10a32ce4d7","","not-started","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.08","Fit-off Toilet & Cistern"
"d0a33da7-48b0-42dd-9702-3da83af26ba3","","not-started","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.08","Fit-off Wash Basin & Tapware"
"3e7c522b-870a-4cbe-affa-5e39e656a308","","not-started","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.08","Fit-off Shower & Tapware"
"fdba4faa-f623-4050-a32e-2a75a30925fa","","not-started","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.08","Fit-off Bath & Tapware"
"2b6e779b-33e3-4253-9338-4885321c46a5","","work-in-progress","","folder","TRUE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.09 (DDA)"
"5136d2f2-1484-43a4-9114-327aee06a0b6","","work-in-progress","Installation Sewer/Trade Wastes & Vents","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.09 (DDA)","Installation Sewer/Trade Wastes & Vents"
"0d2f153a-d718-4207-9e68-747d635cdbeb","","not-started","Installation Downpipes & Overflows","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.09 (DDA)","Installation Downpipes & Overflows"
"40e05fb3-045f-4966-85bd-e218879ba2c5","","not-started","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.09 (DDA)","Installation Water Service (Rough-ins)"
"74482b95-e0a2-4de7-8271-2210844ee13b","","not-started","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.09 (DDA)","Fit-off Toilet & Cistern"
"c0624393-87dc-459b-83a2-65793dde2ea8","","not-started","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.09 (DDA)","Fit-off Wash Basin & Tapware"
"47da831d-ae5a-4f7b-b01e-20f7478d2b74","","not-started","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.09 (DDA)","Fit-off Shower & Tapware"
"2d8cc908-d9af-4e5d-b8a8-9711951e81ef","","work-in-progress","","folder","TRUE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.10"
"8a2c8d7a-4513-497d-be3c-27c2bd1c97c5","","work-in-progress","Installation Sewer/Trade Wastes & Vents","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.10","Installation Sewer/Trade Wastes & Vents"
"881012ec-9779-4021-8ad9-e06db1e19e2f","","not-started","Installation Downpipes & Overflows","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.10","Installation Downpipes & Overflows"
"e9420b1d-fcf0-4555-9817-5f7fc4979e0a","","not-started","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.10","Installation Water Service (Rough-ins)"
"4ba616cf-6ab6-4ebe-9ea1-be198f6eb18a","","not-started","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.10","Fit-off Toilet & Cistern"
"d92adc0c-a90a-47f1-84c1-042602c2c891","","not-started","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.10","Fit-off Wash Basin & Tapware"
"51e3c403-49f9-4bc6-ab69-f3949652f9b1","","not-started","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.10","Fit-off Shower & Tapware"
"92a22cc5-0fbf-458c-9c04-7dc2b282f2b6","","not-started","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.10","Fit-off Bath & Tapware"
"824e4272-6d81-4263-9b4c-29ba83f0ff8f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.11"
"e230eeb3-40db-453e-bca0-6db2bc75a073","","work-in-progress","Installation Sewer/Trade Wastes & Vents","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.11","Installation Sewer/Trade Wastes & Vents"
"695ab937-7ec5-42c0-ad4e-06d690a70c37","","not-started","Installation Downpipes & Overflows","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.11","Installation Downpipes & Overflows"
"4da5d642-85d8-4301-a6c4-53f78c6049aa","","not-started","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.11","Installation Water Service (Rough-ins)"
"61da892c-5f61-4c2e-9d56-934e4020e272","","not-started","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.11","Fit-off Toilet & Cistern"
"74a1e58a-7157-423b-ba16-1988edcd6e7d","","not-started","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.11","Fit-off Wash Basin & Tapware"
"3db88be0-fba2-4878-a3cf-47c97b33a309","","not-started","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.11","Fit-off Shower & Tapware"
"4389fe1a-63c3-46e8-b049-713b3f902377","","work-in-progress","","folder","TRUE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.12"
"da323f54-0f77-4e9b-b152-f296150559a4","","work-in-progress","Installation Sewer/Trade Wastes & Vents","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.12","Installation Sewer/Trade Wastes & Vents"
"f1ba32b8-01a2-4c20-9fa3-27492ae3f537","","not-started","Installation Downpipes & Overflows","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.12","Installation Downpipes & Overflows"
"196b05b2-b75c-4043-b7c8-44d3468e0310","","not-started","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.12","Installation Water Service (Rough-ins)"
"5a521758-39b7-4a7b-a1c4-b4120bd408dd","","not-started","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.12","Fit-off Toilet & Cistern"
"2e2523ac-658b-4fb1-9a6d-f301aa988615","","not-started","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.12","Fit-off Wash Basin & Tapware"
"9ad22572-113e-4003-962b-3aad81059718","","not-started","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.12","Fit-off Shower & Tapware"
"9367760a-03d2-42e6-8163-58faf7fcb335","","not-started","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.12","Fit-off Bath & Tapware"
"758d6544-feb8-451f-a3ac-e7b4b095c374","","work-in-progress","","folder","TRUE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.14"
"ba168989-4c94-4d45-802c-24a531828bde","","work-in-progress","Installation Sewer/Trade Wastes & Vents","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.14","Installation Sewer/Trade Wastes & Vents"
"1da338d9-6e34-4bae-b5ff-2eae8df93a00","","not-started","Installation Downpipes & Overflows","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.14","Installation Downpipes & Overflows"
"55d09ccb-cd7a-4471-8673-4f8d09e8ac27","","not-started","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.14","Installation Water Service (Rough-ins)"
"55401237-2813-4160-b9a8-6a9076f78ebd","","not-started","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.14","Fit-off Toilet & Cistern"
"1fa73f4b-a65e-496e-a477-747ed61becca","","not-started","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.14","Fit-off Wash Basin & Tapware"
"7c306451-f915-406e-974d-4ce87f137f2b","","not-started","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.14","Fit-off Shower & Tapware"
"eb0c5ee6-8a0d-4c38-a94e-e929a6bcd3f0","","work-in-progress","","folder","TRUE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.15"
"e1a36a93-7a6f-470d-8974-58f4f075245d","","pass","Installation Sewer/Trade Wastes & Vents","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.15","Installation Sewer/Trade Wastes & Vents"
"7fbca7b7-25ef-47e2-b861-e436c1e69ec5","","not-started","Installation Downpipes & Overflows","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.15","Installation Downpipes & Overflows"
"7e72f212-428f-4eae-965b-04650d4c408b","","not-started","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.15","Installation Water Service (Rough-ins)"
"d8580802-97fe-4873-8bc1-d2725b4b0910","","not-started","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.15","Fit-off Toilet & Cistern"
"1bb02bb5-8fc9-4917-976e-4483aa6ead54","","not-started","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.15","Fit-off Wash Basin & Tapware"
"33be00f5-0a35-4a3f-b45c-d7984095d018","","not-started","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.15","Fit-off Shower & Tapware"
"94807d59-c124-4aa3-bddf-55ce07bc3b21","","not-started","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.15","Fit-off Bath & Tapware"
"9b779a0a-b641-4dcf-9490-5c0f619ae9d8","","work-in-progress","","folder","TRUE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.16"
"9269580d-5abb-40aa-a879-5f1ea86bdc44","","pass","Installation Sewer/Trade Wastes & Vents","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.16","Installation Sewer/Trade Wastes & Vents"
"681ce75b-a953-4e18-8e8d-ff21c62c5733","","not-started","Installation Downpipes & Overflows","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.16","Installation Downpipes & Overflows"
"c1b290f9-653d-4342-ae5a-1322141fd0b0","","not-started","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.16","Installation Water Service (Rough-ins)"
"cd049ada-b92f-440f-9c6e-3f7477b542c6","","not-started","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.16","Fit-off Toilet & Cistern"
"4f3bf3bd-3744-454a-963e-d4cde58029c7","","not-started","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.16","Fit-off Wash Basin & Tapware"
"51e9dd82-8341-4e66-8fac-5d86e877c0ad","","not-started","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.16","Fit-off Shower & Tapware"
"a1651beb-2542-49e8-995d-64f46f617924","","not-started","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.16","Fit-off Bath & Tapware"
"a728812f-dac8-4483-a01a-5b1e333e76a6","","work-in-progress","","folder","TRUE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.17"
"9aa42d30-a2ab-44ee-90a3-c7b040b7b57c","","work-in-progress","Installation Sewer/Trade Wastes & Vents","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.17","Installation Sewer/Trade Wastes & Vents"
"cae6504e-0819-40bf-a8ff-c7d2c16ce4eb","","not-started","Installation Downpipes & Overflows","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.17","Installation Downpipes & Overflows"
"d23086f6-a8ec-4a40-b5df-89198eefe5bf","","not-started","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.17","Installation Water Service (Rough-ins)"
"e971351f-a799-45ce-b384-82a6b396cb2c","","not-started","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.17","Fit-off Toilet & Cistern"
"bf511249-4214-47bd-9090-ffea6b615a70","","not-started","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.17","Fit-off Wash Basin & Tapware"
"6553a802-e727-4132-bba5-3ece40f881bf","","not-started","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.17","Fit-off Shower & Tapware"
"71daa3c3-bcc9-415b-af1f-d3b664a97acc","","work-in-progress","","folder","TRUE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.18"
"25657f4f-421b-4ee6-b2d5-ec01d1c0f9d7","","work-in-progress","Installation Sewer/Trade Wastes & Vents","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.18","Installation Sewer/Trade Wastes & Vents"
"0ebe7d04-77f4-4d62-98ab-e5f72bb31c82","","not-started","Installation Downpipes & Overflows","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.18","Installation Downpipes & Overflows"
"cb266527-d18a-4e26-a2ab-86dcb0891488","","not-started","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.18","Installation Water Service (Rough-ins)"
"1357df98-d744-49ab-95c1-56fc3a41ecb3","","not-started","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.18","Fit-off Toilet & Cistern"
"53878c32-7b6f-4547-b6f7-42cf38e3e27d","","not-started","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.18","Fit-off Wash Basin & Tapware"
"314993db-bb23-40bf-9c8a-f0929b9f12d2","","not-started","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.18","Fit-off Shower & Tapware"
"eccbf0c3-7c72-4e0c-9f97-405cb49a674f","","not-started","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Accommodation Building","Level 1","L1 - Guest Rooms","1.18","Fit-off Bath & Tapware"
"ddc35c5b-4090-45d4-8574-9b9beecd6f4e","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Accommodation Building","Roof Level"
"505e589c-4e6c-41a0-83b2-1925acb94097","","work-in-progress","","folder","TRUE","FALSE","Site QA","Site Works"
"57b47b72-141a-43f1-83f8-a35cbd7b605c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Site Works","Zone 1"
"55d4300d-2abc-4374-98e2-0bea40d422f9","","not-started","Installation Sewer/Trade Waste Drainage (In-ground)","checklist","FALSE","FALSE","Site QA","Site Works","Zone 1","Installation Sewer/Trade Waste Drainage (In-ground)"
"f943d63c-1790-42dd-931e-ffdf52da89a9","","not-started","Installation Stormwater Drainage (In-ground)","checklist","FALSE","FALSE","Site QA","Site Works","Zone 1","Installation Stormwater Drainage (In-ground)"
"7f7c2688-22d9-4760-a345-c39898d3986b","","work-in-progress","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Site Works","Zone 1","Installation Water Service (In-ground)"
"10ca256f-4803-498f-9a40-16d687bb298d","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Hydraulic Services (Testing)"
"d66d6fdd-9968-4c44-aab8-263d76fd43d5","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Hydraulic Services (Commissioning)"
"4a9d5266-0f90-49fc-89f2-ea0e0b8021e4","","not-started","","folder","TRUE","FALSE","Delays/Defects"
"7c5bc02a-b269-462e-bafe-fdbf91a04dd6","","not-started","Add New Task","checklist","FALSE","FALSE","Delays/Defects","Add New Task"
