resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,,,,,,,,,,,,
,,,step,,,,,,Level 3,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C332,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C333,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C334,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C335,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C336,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C337,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C338,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C339,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 4,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C431,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C432,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C433,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C434,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C435,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C436,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C437,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C438,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 5,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C525,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C526,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C527,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C528,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C529,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C530,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C531,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 6,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C625,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C626,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C627,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C628,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C629,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C630,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C631,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 7,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C722,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C723,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C724,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C725,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C726,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C727,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,C728,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,Common Area Ventilation,,,,,,,,,,,,,,,,,,,
,,,step,,,,,BLK-D,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 2,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D222,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D223,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D224,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D225,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D226,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D227,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D228,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D229,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D230,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D231,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 3,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D322,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D323,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D324,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D325,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D326,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D327,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D328,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D329,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D330,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D331,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 4,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D421,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D422,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D423,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D424,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D425,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D426,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D427,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D428,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D429,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D430,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 5,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D515,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D516,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D517,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D518,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D519,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D520,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D521,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D522,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D523,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D524,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 6,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D615,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D616,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D617,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D618,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D619,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D620,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D621,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D622,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D623,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D624,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 7,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D714,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D715,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D716,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D717,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D718,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D719,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D720,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D721,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 8,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D801,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D802,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D803,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D804,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D805,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D806,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D807,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,D808,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,Common Area Ventilation,,,,,,,,,,,,,,,,,,,
,,,step,,,,,BLK-E,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Ground Level,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,EG01,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,EG02,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,EG03,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 1,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E101,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E102,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E103,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 2,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E201,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E202,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E203,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E204,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E205,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E206,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E207,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E208,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E209,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E210,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E211,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E212,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E213,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E214,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E215,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E216,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E217,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E218,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E219,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E220,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E221,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 3,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E301,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E302,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E303,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E304,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E305,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E306,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E307,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E308,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E309,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E310,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E311,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E312,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E313,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E314,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E315,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E316,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E317,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E318,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E319,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E320,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E321,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 4,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E401,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E402,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E403,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E404,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E405,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E406,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E407,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E408,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E409,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E410,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E411,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E412,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E413,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E414,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E415,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E416,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E417,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E418,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E419,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E420,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 5,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E501,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E502,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E503,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E504,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E505,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E506,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E507,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E508,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E509,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E510,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E511,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E512,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E513,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E514,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 6,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E601,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E602,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E603,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E604,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E605,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E606,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E607,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E608,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E609,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E610,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E611,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E612,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E613,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E614,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 7,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E701,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E702,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E703,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E704,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E705,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E706,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E707,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E708,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E709,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E710,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E711,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E712,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,E713,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,Common Area Ventilation,,,,,,,,,,,,,,,,,,,
,,,step,,,,Commissioning,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,BLK-A,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 3,,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A311,,,,,,,,,,,,,,,,,,
