"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"79274318-4500-4040-97b7-9229f4c6fc0c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"f1f0713c-04ae-4a4e-9feb-cdc1628d0e62","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Retention Piles"
"8877135f-87ee-4042-9c62-1c2402fe2d27","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Retention Piles","Zone 1 (RP154-RP289)"
"aba0ea19-78b1-4c36-a9b2-8fb41248157e","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Retention Piles","Zone 1 (RP154-RP289)","RP154-RP200"
"19009efb-baf5-4d90-9629-36f6f57a351b","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -86"
"41daad96-5dd6-4aa9-bd13-10ad3d9654db","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -87"
"db8de3cd-4074-44ce-8723-b00bfd226d7f","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -120"
"34df32e9-b8f2-4dc9-a767-4db321ca707f","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -121"
"3e6c2936-0fbf-4782-8dbf-dd93f3538117","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -122"
"d6b73226-60e8-4a44-8d11-fa3ca3275d6a","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -123"
"a88b7f5c-b7f4-482c-a19c-0df50a6a6091","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -124"
"e3e908a5-84cc-452a-abc4-1dd8bde284ce","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -125"
"21f60a85-22d8-4b0a-b9be-16ea5ac1e112","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -126"
"b666f1d4-02a1-41c1-b66e-53ba1887fe94","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -127"
"b020a469-9fd0-43d9-b52c-2a3cc195aa6d","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -128"
"548fccda-bfc6-4cfc-a07e-50ad737ff512","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -246"
"9882dbc4-f8c1-4e90-83da-5b08effa58c8","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -247"
"f400fc52-9e14-41dc-aebd-d26de54c406d","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -248"
"bd27d47b-8db1-4721-9eab-fe53398a427b","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -249"
"358de85c-8c27-4f6e-9711-7e2aaf5192d5","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -250"
"088c9558-b0fd-475b-b59c-2406a2942fd9","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -251"
"92dbd098-5868-4865-9d0f-a41d3da4f9eb","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -252"
"3d74916a-984b-4e54-8af9-d17fa8b6aac9","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -253"
"a3b8b7c0-31f0-4520-8ab5-ad33381b50c4","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -254"
"9409d12d-1723-46f1-bfe4-eb036ad54945","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -255"
"0c3175a4-26b3-48f1-b6b5-087046482480","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -274"
"8865c7ab-3144-4186-9227-80ba33ab1d5f","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -277"
"4f7b916a-38f2-45a6-b32a-13c81f288c09","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -278"
"ba6b8ac5-00df-4429-ae5b-857d5633d2cb","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -279"
"97c89857-ed12-4239-b9b1-55d235f8a886","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -280"
"db2a48a0-f31b-4109-b221-be64cda8a033","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -281"
"85b36694-82be-4cca-82bc-9982cf814d4a","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -293"
"00e4fbe0-2f45-45c7-85ed-c033a4c59522","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -294"
"815c100d-d71f-4a5a-9d0b-d38da3cb3065","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -294B"
"734ddac0-fc89-41c4-ae3e-e27bbcee3f65","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -295"
"bcb96c03-3603-4e15-9fb8-43e5d6fe6e56","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -296"
"23e30a40-44c1-420c-b93f-8a9eedc95dc2","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -297"
"ae07d0ed-484a-4b66-8a23-4e451172979f","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -298"
"dcd1b35e-8838-4e8c-81e1-c1e081670790","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -300A"
"4c6c2723-97fa-482b-ba55-029871a71830","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference -312A"
"5dcef9be-efb7-4c3f-b69b-c9055d24bf4a","","checklist-sectioned","pass","Pile Cap - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pile Cap - 275"
"8b24f1f7-9058-4b70-be2c-1ba4d9f5208a","","checklist-sectioned","pass","Pile Cap - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pile Cap - 276"
"8472fc6c-99d4-4a2d-95e0-e9819ebca99e","","checklist-sectioned","pass","Pile Cap - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pile Cap - 299"
"87dc2fa3-eba7-4376-b5fa-dc78f4de9181","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.1","Pad Footing Reference - 278A"
"3993ae6f-c8c8-4ca0-8de2-7a996d878803","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.3"
"2a63fb05-29d0-4bf1-8f5f-2979443dc343","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.3","Pad Footing Reference -119"
"aaa48544-80fc-45ac-850e-cb5f598203fa","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.3","Pad Footing Reference -129"
"093c53d0-d7bf-456c-b7cb-c9076d6ae50f","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.3","Pad Footing Reference -130"
"286208ea-6c38-4f83-bf73-aefac6562fd5","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.3","Pad Footing Reference -131"
"24fafe05-7208-46cc-b521-d13ff0ca4ed5","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.3","Pad Footing Reference -148"
"0069319b-5731-46a5-850a-f8e803389e72","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.3","Pad Footing Reference -149"
"d88c6f59-19ab-42b8-acb4-a7d1e9a3838c","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.3","Pad Footing Reference -150"
"1b476f2e-41ec-4754-af22-ac582e97d45f","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.3","Pad Footing Reference -160"
"0da21633-77fd-4c19-9853-0fedfbe3efc3","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.3","Pad Footing Reference -161"
"14f497a2-f724-4210-a3fc-728d0b51da1e","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.3","Pad Footing Reference -162"
"78298461-f43a-460b-b359-50fed0bd6302","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.3","Pad Footing Reference -191"
"8e6bf668-d191-4a1a-83f4-e2d08d539db2","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.3","Pad Footing Reference -192"
"eac0c261-c6fb-4c4f-b1c1-463213ec7c1c","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.3","Pad Footing Reference -193"
"f68e5f74-e5cf-46ca-8075-0d79cb61fc94","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.3","Pad Footing Reference -194"
"7c34d943-8cbd-4126-a3fc-0b8ed96f2869","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.3","Pad Footing Reference -203"
"084114ae-5b58-4a88-aeda-da3fd89578b8","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.2"
"f1f3e0f9-c669-4c75-8bcd-13350c3adabe","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.2","Pad Footing Reference -267"
"aeaa5136-cf05-4332-b8a0-6fa3f6a1c709","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.2","Pad Footing Reference -268"
"ef3f0955-ec7b-4f07-a064-c8e73885411d","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.2","Pad Footing Reference -269"
"7d9b99af-68a3-486d-9a33-c78c5f5ab157","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.2","Pad Footing Reference -270"
"2e7080f2-a682-43e2-8bf3-74862dffdee7","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.2","Pad Footing Reference -271"
"7144ccdc-9e4f-4442-bfb0-ddb206530776","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.2","Pad Footing Reference -272"
"3ebfc5c0-2f78-4390-86c1-378b8abb4987","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.2","Pad Footing Reference -273"
"dce10362-15e9-4e46-a7f0-21737cd1f1c8","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.2","Pad Footing Reference -300"
"21f8dc8a-7c75-40a0-82d8-49f933bc2f0d","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.2","Pad Footing Reference -301"
"41a733bf-5ddf-4c78-9314-170662f27555","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.2","Pad Footing Reference -302"
"8d6fa797-d282-490d-89c3-31aa422ca221","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.2","Pad Footing Reference -303"
"1d231eb0-9dac-44ff-87ce-e5a772cda40d","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.2","Pad Footing Reference -304"
"d6ff8a7f-6ee4-416d-a9af-7326446f3578","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.2","Pad Footing Reference -305"
"6ef42569-78a1-4c63-8da9-e6d6d03e2f43","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.2","Pad Footing Reference -308"
"3d041d22-e055-4a52-8807-9253e8b5e345","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.2","Pad Footing Reference -308A"
"29401009-c3ba-4b5f-ae58-0e64aedd2a4c","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.2","Pad Footing Reference -308B"
"8cfb8b7e-0246-4544-b137-040d7bb111a6","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.2","Pad Footing Reference -309"
"44b8c51e-1b06-4707-a51f-9b27e9ca2620","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.2","Pad Footing Reference -310"
"56ecc131-3247-4497-a70f-ee60572c6701","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.2","Pad Footing Reference -311"
"c2e4eff0-717a-4d93-9742-598a752d40ab","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.2","Pad Footing Reference -312"
"fdda0029-36b9-4708-bf6f-78673555b98e","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.2","Pad Footing Reference -154"
"f1cbabbb-5307-47fd-981e-9e8b105b9d7e","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.2","Pad Footing Reference -155"
"66e775db-343b-4250-969b-f1d43b497b0c","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.4"
"0579eb6d-7ccd-4228-b39e-b1019fcdbe28","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.4","Pad Footing Reference -151"
"6e626036-5276-46d6-9f13-f32532873daf","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.4","Pad Footing Reference -152"
"28f78cb7-cdf4-4ff2-979e-efdb589cfad9","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.4","Pad Footing Reference -153"
"198d7cfe-8cf6-4d91-99f6-c6a293154adb","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.4","Pad Footing Reference -156"
"5ab568d5-2c0f-46f6-9b21-936d506a5af8","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.4","Pad Footing Reference -157"
"c534ae6e-8ea0-4a43-a84e-57f113f341dc","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.4","Pad Footing Reference -158"
"eaff5bc1-7633-43cb-b52b-a3d4f6874997","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.4","Pad Footing Reference -159"
"e3d6c700-c753-433a-9cfc-072d59141c9d","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.4","Pad Footing Reference -195"
"7c89b2ef-17e8-426d-9e12-0ced5ccfd824","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.4","Pad Footing Reference -196"
"47f90498-1521-4191-bb7e-760f839fecf1","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.4","Pad Footing Reference -197"
"906ca5f2-6b50-4ea7-bb2c-a920d49a8372","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.4","Pad Footing Reference -198"
"6283d210-3c37-4118-872a-f864582bba36","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.4","Pad Footing Reference -199"
"ac6e81d1-46d4-46f0-a1bd-aac726498237","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.4","Pad Footing Reference -199B"
"7b7860d8-9dd1-4185-b635-ff16d29beebb","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.4","Pad Footing Reference -201"
"a2ee085e-d9c8-484c-abdf-bad6a1835067","","checklist-sectioned","pass","Pad Footing - (NFH - V.290721)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Zone 2.4","Pad Footing Reference -202"
"8048d969-aac4-4719-8535-007eb4eddbb2","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Pad Footings","Zone 2","Upper Ground Floor "
"542b6a82-c358-4c07-b52c-aae2f2adea75","","checklist-sectioned","pass","Pile Cap - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Upper Ground Floor ","Pile Cap - P233"
"61c87af1-111d-477a-8b6d-8120a4248baf","","checklist-sectioned","pass","Pile Cap - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Upper Ground Floor ","Pile Cap - P234"
"be805d8e-ac48-4988-a755-c120f22059ba","","checklist-sectioned","pass","Pile Cap - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Upper Ground Floor ","Pile Cap - P235"
"f69baba8-731b-423d-9659-0e92306d0509","","checklist-sectioned","pass","Pile Cap - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Upper Ground Floor ","Pile Cap - 2128"
"ba633444-721c-429e-90f9-f92826701f52","","checklist-sectioned","pass","Pile Cap - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Upper Ground Floor ","Pile Cap - P57"
"7d202ab4-d8f6-48e9-836b-d84deca2310b","","checklist-sectioned","pass","Pile Cap - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Upper Ground Floor ","Pile Cap - P58"
"b9d28d0e-1b4a-4484-8d4f-ac9eda62531c","","checklist-sectioned","pass","Pile Cap - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Upper Ground Floor ","Pile Cap - P59"
"2c223b75-d398-4ded-9113-cfbf1f756c73","","checklist-sectioned","pass","Pile Cap - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 2","Upper Ground Floor ","Pile Cap - P61"
"046395bc-a471-408e-a7bd-e0e76e76e9ce","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Pad Footings","Zone 3 "
"dc4ddb81-7236-474f-b7dd-8f9ea3ef83d9","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Pad Footings","Zone 3 ","Zone 3.1 - 3.4"
"c98fecba-fdbd-5446-9a74-7d102ca933f1","","checklist-sectioned","pass","c65c6d4d41b2208c75c0f863ddbdf07e45a09e8b07bd2e02e34e49cd5b202d2b","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 3 ","Zone 3.1 - 3.4","PF325"
"d363207e-aadf-538b-9f61-fda1b36645a9","","checklist-sectioned","pass","c65c6d4d41b2208c75c0f863ddbdf07e45a09e8b07bd2e02e34e49cd5b202d2b","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 3 ","Zone 3.1 - 3.4","PF326"
"471d027d-5cd6-5ee7-b576-38b7076788f0","","checklist-sectioned","pass","c65c6d4d41b2208c75c0f863ddbdf07e45a09e8b07bd2e02e34e49cd5b202d2b","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 3 ","Zone 3.1 - 3.4","PF327"
"c5fcab0a-c811-5f3b-af72-86d0f728e2e3","","checklist-sectioned","pass","c65c6d4d41b2208c75c0f863ddbdf07e45a09e8b07bd2e02e34e49cd5b202d2b","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 3 ","Zone 3.1 - 3.4","PF328"
"a30d7575-d9cd-5b5a-adc2-9b774b301f48","","checklist-sectioned","pass","c65c6d4d41b2208c75c0f863ddbdf07e45a09e8b07bd2e02e34e49cd5b202d2b","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 3 ","Zone 3.1 - 3.4","PF343"
"95f6aba4-fbd5-540a-8c7f-4298761ef012","","checklist-sectioned","pass","c65c6d4d41b2208c75c0f863ddbdf07e45a09e8b07bd2e02e34e49cd5b202d2b","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 3 ","Zone 3.1 - 3.4","PF344"
"b6bc5cc3-2280-5c1b-ad13-27e487b7f1b8","","checklist-sectioned","pass","c65c6d4d41b2208c75c0f863ddbdf07e45a09e8b07bd2e02e34e49cd5b202d2b","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 3 ","Zone 3.1 - 3.4","PF345"
"b21aba31-4b29-58b0-8345-d27032c56ceb","","checklist-sectioned","pass","c65c6d4d41b2208c75c0f863ddbdf07e45a09e8b07bd2e02e34e49cd5b202d2b","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 3 ","Zone 3.1 - 3.4","PF346"
"d8f6d9b9-81ff-55ec-8a67-915454957b36","","checklist-sectioned","pass","5098d3fd96db3884bbadf37d7448cb4afae7815b18c2479a8a4d04de90a98387","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 3 ","Zone 3.1 - 3.4","PF348"
"233c9e32-be82-56b5-bcd8-c8d0d71e1204","","checklist-sectioned","pass","5098d3fd96db3884bbadf37d7448cb4afae7815b18c2479a8a4d04de90a98387","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 3 ","Zone 3.1 - 3.4","PF349"
"4d983694-ac02-5827-bde2-7fdfbd962359","","checklist-sectioned","pass","c65c6d4d41b2208c75c0f863ddbdf07e45a09e8b07bd2e02e34e49cd5b202d2b","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 3 ","Zone 3.1 - 3.4","PF350"
"efd0d807-88d3-5333-bb01-fdd389ff0447","","checklist-sectioned","pass","5098d3fd96db3884bbadf37d7448cb4afae7815b18c2479a8a4d04de90a98387","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 3 ","Zone 3.1 - 3.4","PF365"
"1d8e5f3e-c5f4-5ef5-8a3f-726d43868750","","checklist-sectioned","pass","5098d3fd96db3884bbadf37d7448cb4afae7815b18c2479a8a4d04de90a98387","checklist","FALSE","FALSE","Site QA","Pad Footings","Zone 3 ","Zone 3.1 - 3.4","PF366"
