resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,,Waterproofing,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Fireplace Front,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,,Waterproofing,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,Service Area,,,,,,,,,,
,step,,,,,,,Cleaner Rooms,,,,,,,,,
,step,,,,,,,,Cleaner Room - NE Wing,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,Waterproofing,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Cleaner Room - SE Wing,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,Waterproofing,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,Sluice Rooms,,,,,,,,,
,step,,,,,,,,Sluice Room - NE Wing,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,Waterproofing,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Sluice Room - SE Wing,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,Waterproofing,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,Apartments,,,,,,,,,,
,step,,,,,,,NW - Wing,,,,,,,,,
,step,,,,,,,,260A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,259A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,257A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,251A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,252A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,253A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,254A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,255A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,256A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,258A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,NE - Wing,,,,,,,,,
,step,,,,,,,,219C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,217C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,215C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,206C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,204C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,202C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,201C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,203C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,205C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,207C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,208C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,210C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,211C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,213C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,214C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,212C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,209C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,216C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,218C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,220C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,SE - Wing,,,,,,,,,
,step,,,,,,,,221C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,223C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,225C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,234C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,238C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,240C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,239C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,237C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,236C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,235C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,233C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,232C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,230C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,228C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,227C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,229C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,231C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,226C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,224C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,222C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,SW - Wing,,,,,,,,,
,step,,,,,,,,263A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,269A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,268A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,267A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,266A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
