"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ee2d1a87-5029-57cd-b79b-36b33c1abd7d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building A"
"9173777d-2f26-5536-ad82-6db060a31654","","folder-normal","pass","","step","TRUE","FALSE","Building A","Foundations"
"3f3d9f08-fbb4-5bf6-b254-4c979c9ec28e","","folder-normal","pass","","step","TRUE","FALSE","Building A","Foundations","Concrete Pours/Reinforcing"
"57937ae8-dbcf-514e-9f5f-32f99561b62e","Child Concrete - Pre Pour(482ce240-5f0a-5b5b-8e0b-2288a3283565) -- Reinforcing checked and correct(fa961180-cfd9-5057-b146-e8137ec1950e): DataPoint Size and type correct to specification(4746d3b9-af2c-53ca-bef1-03ee77a1ca28) is missing 'button' values","checklist-sectioned","pass","f691c14580ed2eacb1c89be9d572fdd4af587cba9139f74d6d7569ec2b31fcd5","checklist","FALSE","FALSE","Building A","Foundations","Concrete Pours/Reinforcing","Lift pit"
"482ce240-5f0a-5b5b-8e0b-2288a3283565","Child Reinforcing checked and correct(fa961180-cfd9-5057-b146-e8137ec1950e): DataPoint Size and type correct to specification(4746d3b9-af2c-53ca-bef1-03ee77a1ca28) is missing 'button' values","checkpoint-group","pass","","","FALSE","FALSE","Building A","Foundations","Concrete Pours/Reinforcing","Lift pit","Concrete - Pre Pour"
"739e0f06-4c57-5a78-acbb-c2d4232629df","DataPoint Size and type correct to specification(4746d3b9-af2c-53ca-bef1-03ee77a1ca28) is missing 'button' values","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up 2nd","Concrete - Pre Pour","Reinforcing checked and correct"
"8cf285d4-27dc-52ee-be75-1552f56a3150","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up 2nd","Concrete - Pre Pour","Waterproofing (checked and correct)"
"d445470f-0a83-55da-b480-48d805e503ec","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up 2nd","Concrete - Pre Pour","Bottom of concrete pour is clean and free of debris/roughened"
"52bf83b3-7137-5444-92d5-9b0f7e76f3f7","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up 2nd","Concrete - Pre Pour","Engineer informed of pour checks completed (see consultant folder and ensure observations are closed out)"
"028cd8e8-5715-5bfe-8c1b-a5f47634c508","","holdpoint","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up 2nd","Concrete - Pre Pour","Request Signoff"
"af342707-3ecf-51ac-a085-b63befede824","","checkpoint-group","pass","","","FALSE","FALSE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up 2nd","Concrete - Pour /Post Pour"
"80ccb518-8828-57c8-aae5-b0135e730223","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up 2nd","Concrete - Pour /Post Pour","Concrete checked on arrival & correct (slump, MPa etc)"
"32ff7f83-51fc-5816-a7e7-e981f7efca93","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up 2nd","Concrete - Pour /Post Pour","General photos/comments/observations during placement"
"1d8f08da-5f74-5ad4-9084-2b9879347c1a","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up 2nd","Concrete - Pour /Post Pour","Concrete surface finish to specifications"
"a5c74283-81f7-54d9-b651-747b37a00092","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up 2nd","Concrete - Pour /Post Pour","Concrete Pour completed correctly to specification & within tolerance in respective area(s) (photographic evidence provided below)"
"582e7c61-bfa0-523b-bdaf-c2d44fb179c9","Child Concrete - Pre Pour(1af17a5d-f726-5c3e-9633-b639c06032e5) -- Reinforcing checked and correct(5e790c5a-4666-5dfa-b606-bb85b54f10e8): DataPoint Size and type correct to specification(4746d3b9-af2c-53ca-bef1-03ee77a1ca28) is missing 'button' values","checklist-sectioned","pass","f691c14580ed2eacb1c89be9d572fdd4af587cba9139f74d6d7569ec2b31fcd5","checklist","FALSE","FALSE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up"
"1af17a5d-f726-5c3e-9633-b639c06032e5","Child Reinforcing checked and correct(5e790c5a-4666-5dfa-b606-bb85b54f10e8): DataPoint Size and type correct to specification(4746d3b9-af2c-53ca-bef1-03ee77a1ca28) is missing 'button' values","checkpoint-group","pass","","","FALSE","FALSE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pre Pour"
"181c8229-a840-5ac8-8e24-a89b2de157a6","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pre Pour","Area Accessible & Approval to start"
"8b1bce8b-fdde-57aa-8afb-5bc56d104951","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pre Pour","Formwork - Correct Dimensions & Heights"
"666a55ab-ab82-5ffa-90f8-3181fd446d0b","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pre Pour","Formwork cleaned, oiled and braced sufficiently"
"4aec926f-aacf-5de0-8696-c0685d4b72e5","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pre Pour","Any/All cast in items checked / correct (location and size)"
"63edb619-6d2b-5b6e-b8de-b439ff6cad2d","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pre Pour","Penetrations correctly formed/located, checked and accurate"
"5e790c5a-4666-5dfa-b606-bb85b54f10e8","DataPoint Size and type correct to specification(4746d3b9-af2c-53ca-bef1-03ee77a1ca28) is missing 'button' values","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pre Pour","Reinforcing checked and correct"
"4b648a23-a82d-57e3-9a69-d28a81ae9113","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pre Pour","Waterproofing (checked and correct)"
"98c3cc75-9a21-5483-9dba-dbfa3607eeac","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pre Pour","Bottom of concrete pour is clean and free of debris/roughened"
"46ff5890-3567-57ba-b61b-27a059ea6f95","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pre Pour","Engineer informed of pour checks completed (see consultant folder and ensure observations are closed out)"
"7414c827-68d0-5227-aad4-b0868f4f7fda","","holdpoint","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pre Pour","Request Signoff"
"61951a55-a737-52d3-a620-4e29001ad93b","","checkpoint-group","pass","","","FALSE","FALSE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pour /Post Pour"
"9168e061-c7f5-5e0c-a21f-47a454b8cf53","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pour /Post Pour","Concrete checked on arrival & correct (slump, MPa etc)"
"064f5940-0a3b-5669-825b-4ebdc75e228f","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pour /Post Pour","General photos/comments/observations during placement"
"2fc2bf83-e30f-50b1-855f-d04bc080d1ee","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pour /Post Pour","Concrete surface finish to specifications"
"b87bfd01-2bac-51ab-a7c7-2f5d13095584","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pour /Post Pour","Concrete Pour completed correctly to specification & within tolerance in respective area(s) (photographic evidence provided below)"
"cad7f1c3-4f3f-5b72-8785-b2dbdf547569","Child Concrete - Pre Pour(36fe9e06-af2a-5114-92b1-75bdd8cea48f) -- Reinforcing checked and correct(2b0a6b86-a827-5398-a8a5-e79076989ff5): DataPoint Size and type correct to specification(4746d3b9-af2c-53ca-bef1-03ee77a1ca28) is missing 'button' values","checklist-sectioned","pass","f691c14580ed2eacb1c89be9d572fdd4af587cba9139f74d6d7569ec2b31fcd5","checklist","FALSE","FALSE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per markup "
"36fe9e06-af2a-5114-92b1-75bdd8cea48f","Child Reinforcing checked and correct(2b0a6b86-a827-5398-a8a5-e79076989ff5): DataPoint Size and type correct to specification(4746d3b9-af2c-53ca-bef1-03ee77a1ca28) is missing 'button' values","checkpoint-group","pass","","","FALSE","FALSE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per markup ","Concrete - Pre Pour"
"89de6e6e-4469-59a4-a570-8344c9c133f9","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per markup ","Concrete - Pre Pour","Area Accessible & Approval to start"
"88f45c0e-ccdc-51fa-afd3-35d82eab7897","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per markup ","Concrete - Pre Pour","Formwork - Correct Dimensions & Heights"
"12ff5e79-eb7d-5088-8299-eb721e385104","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per markup ","Concrete - Pre Pour","Formwork cleaned, oiled and braced sufficiently"
"440350bc-7675-5990-8c85-cb9a5cd3f452","","checkpoint-status","not-applicable","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per markup ","Concrete - Pre Pour","Any/All cast in items checked / correct (location and size)"
"de1558a5-d8d6-5cc6-8765-cf438e9dcba4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per markup ","Concrete - Pre Pour","Penetrations correctly formed/located, checked and accurate"
"2b0a6b86-a827-5398-a8a5-e79076989ff5","DataPoint Size and type correct to specification(4746d3b9-af2c-53ca-bef1-03ee77a1ca28) is missing 'button' values","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per markup ","Concrete - Pre Pour","Reinforcing checked and correct"
"fd69a35b-a756-5b73-89f6-43046f88bb4f","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per markup ","Concrete - Pre Pour","Waterproofing (checked and correct)"
"89c05280-bc73-5c97-9248-faec9184c3f1","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per markup ","Concrete - Pre Pour","Bottom of concrete pour is clean and free of debris/roughened"
"02b8c9f1-6e1c-5c8a-bec1-4870516db914","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per markup ","Concrete - Pre Pour","Engineer informed of pour checks completed (see consultant folder and ensure observations are closed out)"
"77699179-ca35-55e9-bee3-7cb1c915b15e","","holdpoint","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per markup ","Concrete - Pre Pour","Request Signoff"
"601f50a3-9088-5ecd-8187-151dcf896c3e","","checkpoint-group","pass","","","FALSE","FALSE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per markup ","Concrete - Pour /Post Pour"
"86242a0f-b795-5f93-a11b-188fd1112340","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per markup ","Concrete - Pour /Post Pour","Concrete checked on arrival & correct (slump, MPa etc)"
"671262b9-2253-59f3-899b-49eadd2743a1","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per markup ","Concrete - Pour /Post Pour","General photos/comments/observations during placement"
"c0681380-6642-5ba6-beab-c576ef46dae9","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per markup ","Concrete - Pour /Post Pour","Concrete surface finish to specifications"
"61c5e0bc-8c35-5a8a-9c08-24caab84e1cb","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per markup ","Concrete - Pour /Post Pour","Concrete Pour completed correctly to specification & within tolerance in respective area(s) (photographic evidence provided below)"
"43a06926-68a8-5107-8b90-b1ef642c24f4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building B","Foundations","Underslab Services"
"046edb8f-99c6-590d-9286-c0616eb8486a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building B","Foundations","Sub Grade"
"7b8e9e8d-acb7-57f8-8f31-b050d56f5bdc","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building B","Foundations","Waterproofing"
"adf5a2b8-49e2-592e-aaf2-81441f1ad777","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building B","Structure"
"adee9a2d-4337-59a6-9995-3a5ab4a19eb5","","folder-normal","pass","","step","TRUE","FALSE","Building B","Structure","Level 0"
"41291861-778d-5243-987b-83a83562f88f","","folder-normal","pass","","step","TRUE","FALSE","Building B","Structure","Level 0","Precast Walls"
"c11b8806-388e-5b83-a57f-6935be86ff6b","","checklist-sectioned","pass","QA - Precast Walls/Stairs/Balconies/Floors","checklist","FALSE","FALSE","Building B","Structure","Level 0","Precast Walls","Precast walls"
"4fe2cbd6-0cb6-5b83-afe9-f3cc75ff311e","","checkpoint-group","pass","","","FALSE","FALSE","Building B","Structure","Level 0","Precast Walls","Precast walls","Pre installation"
"9cfc8fc3-e093-52b2-8d88-419be751ec47","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 0","Precast Walls","Precast walls","Pre installation","Precast walls manufacturing completed and transported safely to the site"
"cd348e78-3191-5d10-a504-6b17895fd7a5","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 0","Precast Walls","Precast walls","Pre installation","Site Setout completed"
"34dcdbc5-87ff-58d8-bb1b-1f15e7be8990","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 0","Precast Walls","Precast walls","Pre installation","Precast elements inspected, correct and damage free before placement"
"f93024e6-acb5-5ccc-b23c-c0b19922f373","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 0","Precast Walls","Precast walls","Pre installation","All pre installation work completed"
"9704c62b-393d-5223-89ee-a30a7d78eb47","","holdpoint","pass","","","TRUE","TRUE","Building B","Structure","Level 0","Precast Walls","Precast walls","Pre installation","Request Signoff"
"7dbf17bd-2359-5c5a-b435-f2c4baa238ac","","checkpoint-group","pass","","","FALSE","FALSE","Building B","Structure","Level 0","Precast Walls","Precast walls","Installation"
"192cc811-04f8-5f76-aba6-081a2a667ca0","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 0","Precast Walls","Precast walls","Installation","Alignment and levels of the panel checked/correct"
"fa0714f2-675a-5d8c-b20a-d2f094169949","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 0","Precast Walls","Precast walls","Installation","Panel propping checked"
"50672a94-cf63-53ee-8cb2-779c726d527d","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 0","Precast Walls","Precast walls","Installation","Checked rebar requirements for any insitu stich joints"
"21b56bde-eee1-5a01-9547-204fd70a4ba3","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 0","Precast Walls","Precast walls","Installation","Any additional photos, comments and observations"
"29c6f1cf-8ec1-5955-86d1-69549624d434","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 0","Precast Walls","Precast walls","Installation","Panel installation completed within tolerance in respective area"
"d22c42b4-0d19-590d-aaa8-5f303251eba3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building B","Structure","Level 0","Structural Steel"
"90f5eed6-0645-59dc-bc87-39f748ee39f4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building B","Structure","Level 0","Precast Flooring"
"edf4321a-9506-5e3b-89e1-ff1a781e69ac","","folder-normal","pass","","step","TRUE","FALSE","Building B","Structure","Level 0","Concrete Pour/Slabs"
"b126ebcd-3f58-565b-a139-dd80378fbf9a","","checklist-flat","pass","QA - Concrete Slab on Grade","checklist-flat","FALSE","FALSE","Building B","Structure","Level 0","Concrete Pour/Slabs","Concrete Slab lever 0 whole"
"7a21ccee-bde5-5715-ba58-37728a54f230","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 0","Concrete Pour/Slabs","Concrete Slab lever 0 whole","Plans showing RLs / set downs / nibs / rebates / slab thickness."
"010828d5-ed51-59b6-a4e2-e4185278368b","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 0","Concrete Pour/Slabs","Concrete Slab lever 0 whole","Slab on grade – top of metal RL."
"aa773a3b-7ba0-5f55-96a6-ce7147bc3ac1","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 0","Concrete Pour/Slabs","Concrete Slab lever 0 whole","Formwork in place."
"3fed03f0-44f9-5a72-aca0-ed6ce3f784d6","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 0","Concrete Pour/Slabs","Concrete Slab lever 0 whole","Reinforcing steel – mesh size and lap."
"36604d94-79cb-59d8-9cea-df500911f0ca","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 0","Concrete Pour/Slabs","Concrete Slab lever 0 whole","Starter bars in correct position and size."
"c7f3a91e-7d27-50f7-a617-3131effa52c0","","checkpoint-status","not-applicable","","","TRUE","TRUE","Building B","Structure","Level 0","Concrete Pour/Slabs","Concrete Slab lever 0 whole","Holding bolts in place."
"807e2a4d-29f8-583f-b63e-7dfc153a2c66","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 0","Concrete Pour/Slabs","Concrete Slab lever 0 whole","Floor thickness in place (random slab check areas)."
"1e5b34c7-4f7d-5a45-9d2b-47a67c8114e9","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 0","Concrete Pour/Slabs","Concrete Slab lever 0 whole","Cover to reinforcing correct."
"77830b23-c0c4-5184-bb16-a08f85303c12","","checkpoint-status","not-applicable","","","TRUE","TRUE","Building B","Structure","Level 0","Concrete Pour/Slabs","Concrete Slab lever 0 whole","Construction joints / control joints installed."
"4807abde-c7ff-50ae-84e7-c1b4a0a175c7","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 0","Concrete Pour/Slabs","Concrete Slab lever 0 whole","Correct MPA / slump."
"ce00f7cb-2e1d-5b28-b069-f8fb8a8301a1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Building B","Structure","Level 0","Concrete Pour/Slabs","Concrete Slab lever 0 whole","Council inspection or confirmation received to proceed"
"d9d0634b-9af8-580b-a576-d539204c491a","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 0","Concrete Pour/Slabs","Concrete Slab lever 0 whole","Structural engineer inspection or confirmation received to proceed"
"fea58988-cebc-5d2f-bd1e-0a91dd1e2b63","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 0","Concrete Pour/Slabs","Concrete Slab lever 0 whole","Levels of finish confirmed."
"1a2edf4a-a51e-50e6-8628-aa2e135d4079","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 0","Concrete Pour/Slabs","Concrete Slab lever 0 whole","Curing – water spray / membrane ordered."
"3168dafc-a784-5368-8fc7-9d9b4ee7754a","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 0","Concrete Pour/Slabs","Concrete Slab lever 0 whole","Check overspray / clean."
"ea54f66f-58e3-55f4-afe1-cd7e624600fa","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 0","Concrete Pour/Slabs","Concrete Slab lever 0 whole","Control joints / saw-cuts and depth."
"47fef4aa-d052-534b-811a-d73decb53ada","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building B","Structure","Level 0","Grout"
"0a70a1f1-2f81-51ca-acf3-db5b779b6354","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building B","Structure","Level 0","Precast Balconies"
"47dd8c5b-6ca4-5418-9f3c-0126690b8c9b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building B","Structure","Level 0","Precast Stairs"
"3d62951d-a8e6-5faf-8791-8cb2d8eafaac","","folder-normal","pass","","step","TRUE","FALSE","Building B","Structure","Level 1"
"17857489-c8ca-59d4-b86a-6e90aa6d4834","","folder-normal","pass","","step","TRUE","FALSE","Building B","Structure","Level 1","Precast Walls"
"4aeba6df-318b-5922-92c2-401643b7a21a","","checklist-sectioned","pass","QA - Precast Walls/Stairs/Balconies/Floors","checklist","FALSE","FALSE","Building B","Structure","Level 1","Precast Walls","Precast for Area:"
"2ff4f17a-79df-5268-93ff-72047e4b8266","","checkpoint-group","pass","","","FALSE","FALSE","Building B","Structure","Level 1","Precast Walls","Precast for Area:","Pre installation"
"249bc1d5-ed71-586f-94fa-14dfe3b18f78","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 1","Precast Walls","Precast for Area:","Pre installation","Precast walls manufacturing completed and transported safely to the site"
"bb9e070f-46fd-5f1f-8d75-b2baf3492f23","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 1","Precast Walls","Precast for Area:","Pre installation","Site Setout completed"
"7498c672-9967-50dc-8ec8-b0318818f1c1","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 1","Precast Walls","Precast for Area:","Pre installation","Precast elements inspected, correct and damage free before placement"
"1ce19803-2a98-5b7a-bfee-e9679eacd10f","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 1","Precast Walls","Precast for Area:","Pre installation","All pre installation work completed"
"96a04ccf-a5ff-59ee-a50f-9ef75af18565","","holdpoint","pass","","","TRUE","TRUE","Building B","Structure","Level 1","Precast Walls","Precast for Area:","Pre installation","Request Signoff"
"e2688b0f-d09d-56df-abe6-fcb348ad4d22","","checkpoint-group","pass","","","FALSE","FALSE","Building B","Structure","Level 1","Precast Walls","Precast for Area:","Installation"
"03c4aaf6-c74d-5a71-9ee9-12234f270188","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 1","Precast Walls","Precast for Area:","Installation","Alignment and levels of the panel checked/correct"
"3d3a2044-7cc2-537a-9067-f76fd4ccbe9b","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 1","Precast Walls","Precast for Area:","Installation","Panel propping checked"
"b3905db2-d318-567c-93be-02df0e45fa67","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 1","Precast Walls","Precast for Area:","Installation","Checked rebar requirements for any insitu stich joints"
"3a6af7b0-11a1-5a56-b39a-b6b8ffa15c67","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 1","Precast Walls","Precast for Area:","Installation","Any additional photos, comments and observations"
"40eca8d9-47e6-5f8c-8628-0767e78a769e","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 1","Precast Walls","Precast for Area:","Installation","Panel installation completed within tolerance in respective area"
"ae4a68e3-8153-5d3d-bbd4-e4aa93cc8acf","","folder-normal","pass","","step","TRUE","FALSE","Building B","Structure","Level 1","Structural Steel"
"97944f38-4698-5964-88a0-e045c10e432a","","checklist-sectioned","pass","QA - Structural Steel","checklist","FALSE","FALSE","Building B","Structure","Level 1","Structural Steel","Structural Steel for Area:"
"4e00cb88-8381-5084-b0bf-d2d8b6a2f543","","checkpoint-group","pass","","","FALSE","FALSE","Building B","Structure","Level 1","Structural Steel","Structural Steel for Area:","Pre installation"
"d21771fc-d7a1-56df-aa85-22e329974d21","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 1","Structural Steel","Structural Steel for Area:","Pre installation","Structural steel items checked"
"e65dd6e8-c12d-5506-bc53-0dc2e7c83174","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 1","Structural Steel","Structural Steel for Area:","Pre installation","Cast in/anchor bolts and plates installed"
"5364bb32-41cb-5c97-96f9-33b43c48c801","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 1","Structural Steel","Structural Steel for Area:","Pre installation","All pre installation work completed"
"bdbbb099-e2f6-59dc-8bef-bb2e91656382","","holdpoint","pass","","","TRUE","TRUE","Building B","Structure","Level 1","Structural Steel","Structural Steel for Area:","Pre installation","Request Signoff"
"ba2687b4-4f67-53c7-99d1-ed5f296bc74e","","checkpoint-group","pass","","","FALSE","FALSE","Building B","Structure","Level 1","Structural Steel","Structural Steel for Area:","Installation"
"9ba61190-417d-58df-9a2e-511e8304f2b9","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 1","Structural Steel","Structural Steel for Area:","Installation","Alignment and levels checked/correct"
"08a68782-4004-559a-a9db-b56561150a96","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 1","Structural Steel","Structural Steel for Area:","Installation","All dry packing completed"
"adcfcbbe-6cd2-505e-ad58-6f8a8bd2e99b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Building B","Structure","Level 1","Structural Steel","Structural Steel for Area:","Installation","Any additional photos, comments and observations"
"2adc0bb8-7823-59dc-a89f-769c3cfd9da4","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 1","Structural Steel","Structural Steel for Area:","Installation","Structural steel work completed within tolerance in respective area"
"eb9f8d15-05bd-5e8a-a84d-2be823891cab","","holdpoint","pass","","","TRUE","TRUE","Building B","Structure","Level 1","Structural Steel","Structural Steel for Area:","Installation","Request Signoff"
"4aa94ffa-01a7-5ef1-926d-0c057e0ca9fe","","folder-normal","pass","","step","TRUE","FALSE","Building B","Structure","Level 1","Precast Flooring balconies and stairs"
"59a76946-38f8-5571-88d3-cb3967b2a4f8","","checklist-sectioned","pass","QA - Precast Walls/Stairs/Balconies/Floors","checklist","FALSE","FALSE","Building B","Structure","Level 1","Precast Flooring balconies and stairs","Precast for Area:"
"cd627bf2-617c-5922-ad76-1b3c89753bd0","","checkpoint-group","pass","","","FALSE","FALSE","Building B","Structure","Level 1","Precast Flooring balconies and stairs","Precast for Area:","Pre installation"
"6306f550-bddc-516b-8e94-0c8e687270ed","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 1","Precast Flooring balconies and stairs","Precast for Area:","Pre installation","Precast walls manufacturing completed and transported safely to the site"
"1638f578-ac17-52c3-a52a-4141f3030861","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 1","Precast Flooring balconies and stairs","Precast for Area:","Pre installation","Site Setout completed"
"fee059aa-ff28-579d-b621-0faa9748251f","","checkpoint-status","pass","","","TRUE","TRUE","Building B","Structure","Level 1","Precast Flooring balconies and stairs","Precast for Area:","Pre installation","Precast elements inspected, correct and damage free before placement"
