"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"28062c4c-357a-494e-a704-4868522d2224","","checklist-flat","not-started","Job Details Checklist","checklist-flat","FALSE","FALSE","Job Details"
"9e5183dd-d548-56e1-afbc-7b9dfaa541fd","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"86dd241c-d1ee-43cb-9bf9-704e1ba68964","","folder-normal","not-started","","step","TRUE","FALSE","Panel QA"
"ba4b7a60-5de9-49fd-ae8f-181986639bed","","folder-normal","not-started","","step","TRUE","FALSE","Panel QA","Panels"
"457c6233-507f-42dd-baa1-5536373201ab","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","P-01"
"0a6c9eeb-0540-5dc6-8ff8-39920cb2d8e0","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-01","Precast Element Details"
"48436c00-8c3d-5196-be47-3698aed34588","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-64","Demould Inspection","Demould Inspection complete"
"9618626e-7b66-5a44-b6c1-3ad971e77110","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-64","Loading Out"
"2d74751d-16c4-598d-baff-070b2ee78c46","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-64","Loading Out","Photo take of Panel on Truck"
"21176fb2-2558-5f9c-bb6d-c9f7d2b691ca","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-64","Loading Out","No remedial work required on site"
"ae728eba-56a3-5d13-8ce5-0403e0f987f8","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-64","Test Results, Certificates and Documentation"
"5612091e-6c38-5281-a10f-b7de864504b2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-64","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"06acb2b4-2a09-591f-8d2c-fc53ef4732aa","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-64","Test Results, Certificates and Documentation","Concrete Docket Attached"
"730abcad-206b-5f90-8313-757e9b7e66fd","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-64","Test Results, Certificates and Documentation","Upload Concrete test results"
"edd1b2db-2623-5aad-b13a-181fcee0da9e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-64","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"ac6f1de7-0ae6-5612-8284-622019b5da8f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-64","Test Results, Certificates and Documentation","Upload Lift Designs"
"ce4dba9e-d286-4d07-85a6-e4f831533372","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","P-65"
"c858c8b3-2b59-5644-8561-15aa254d3847","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-65","Precast Element Details"
"ce0c2e4c-4859-59d3-b807-898a5cc5698b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-65","Precast Element Details","Concrete Details Complete"
"b5822fb3-1b91-56dc-8029-1dd7809d2223","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-65","Formwork Set Up Checks"
"58e8a6d1-a3aa-5f13-9672-e6dd0d92674a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-65","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"4ba58d77-56f2-5999-ab56-3961f69e0017","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-65","Formwork Set Up Checks","Edge Details & Rebates"
"90fa4926-4b9b-5364-b653-ed0e67ded4fb","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-65","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"8d196e56-107d-56c6-a2f1-d4e98d73ffd5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-65","Formwork Set Up Checks","MF roughening's"
"d5609ef7-e352-58c9-9f4b-dc5354a7aea8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-65","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"79a02b3a-d6a0-505b-b666-7c469120ba12","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-65","Formwork Set Up Checks","Mould Face Clean"
"e3404f23-d3ed-5097-9208-ec479f650ff5","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-65","Prepour Checks"
"f47b7bbc-01e9-52d7-8589-a7c08f310d40","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-65","Prepour Checks","Mould Cleaned & Oiled"
"55521a9d-1b73-5cad-ac1d-a9b8c5c0795c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-65","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"49ecc144-fcf5-5650-af09-fcddab3bcfe5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-65","Prepour Checks","Check covers on all sides, MF and TF"
"94b10c6b-249e-5267-b61c-62240c0435f1","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-65","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"6a895124-a21e-559e-883e-025b420b13d3","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-65","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"61064de1-4740-5dd5-9abe-f88441b51de3","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-65","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"3b7019b5-065f-520d-8ab8-ed6a9c147217","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-65","Prepour Checks","Lifters"
"5a680267-3a66-5901-900e-ada676201a53","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-65","Prepour Checks","Tie wire Trimmed"
"0fba7838-c695-55ff-a373-f4657c855db4","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-65","Prepour Checks","Panel fully clean"
"7f7c42dd-ed83-51fc-ae45-bc1b99a56b69","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-65","Prepour Checks","General Photos Attached"
"91a53789-afd6-5d22-b1a2-090698cb2f64","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-65","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"2a19c3aa-864f-5a8a-be25-3349ec3dc387","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-65","Demould Inspection"
"c77bd595-719b-5dcf-b4aa-4bb857172ee1","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-65","Demould Inspection","Demould Inspection complete"
"af0e0072-4644-592a-ba1b-97cc6a7e90a2","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-65","Loading Out"
"007c11d5-d142-5fa9-aac2-1cde4a61f2f8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-65","Loading Out","Photo take of Panel on Truck"
"7e191925-bd65-5450-bb00-15c702ab1a3f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-65","Loading Out","No remedial work required on site"
"75453bdd-31fd-5274-810b-85558ce9afda","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-65","Test Results, Certificates and Documentation"
"f9262e2e-1158-5398-b78c-396ae1e4f4a2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-65","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"8a130a4c-038a-52b6-bbe6-1b33f90c499c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-65","Test Results, Certificates and Documentation","Concrete Docket Attached"
"18fd0ca5-08a6-5121-bfc2-d33acef3a472","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-65","Test Results, Certificates and Documentation","Upload Concrete test results"
"37318cc3-ecdd-57ed-813b-40cb17872c0c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-65","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"5593ee32-e4bc-593b-9f87-a3b35c414602","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-65","Test Results, Certificates and Documentation","Upload Lift Designs"
"a3ab2ce7-71df-45e1-8b37-b728d0abce47","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","P-66"
"4cc1542f-a4d9-5a64-addc-87a79696ae0c","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-66","Precast Element Details"
"bc7d4c6f-da23-531a-bc9b-585b4d34a1c2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-66","Precast Element Details","Concrete Details Complete"
"4f6f53e0-77c7-529f-84e0-bd24113ee1bf","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-66","Formwork Set Up Checks"
"de0b565a-7a21-5c04-88a6-cb2c3d19a361","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-66","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"872181ea-4f47-5973-9bb9-aa675a1af3a2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-66","Formwork Set Up Checks","Edge Details & Rebates"
"1ae3616b-87aa-504f-8603-2dbef91224fa","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-66","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"3cce69d0-75f3-5b8b-97e1-7af3c4bfa9e5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-66","Formwork Set Up Checks","MF roughening's"
"db4f9ea9-6f28-585e-8d81-dd5484934765","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-66","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"96a4a31e-1161-545b-92b2-a4f65515944e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-66","Formwork Set Up Checks","Mould Face Clean"
"1262221a-f855-558f-a530-91e08dd7f514","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-66","Prepour Checks"
"bc1a4542-0b14-5076-90fa-75d9ef16baa9","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-66","Prepour Checks","Mould Cleaned & Oiled"
"7f684efc-065a-57ea-b4e3-4332e9ccaedb","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-66","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"72562f37-17fc-5bb7-81d0-88b361768027","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-66","Prepour Checks","Check covers on all sides, MF and TF"
"b1385d72-a229-5cf6-bdea-be19e9c07648","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-66","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"bc33175b-4f20-570d-a0c4-0584ccf32664","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-66","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"8250e558-44c7-5c33-991a-ae566fdd9c6b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-66","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"a528cfd4-be21-5b09-8c9f-8f7477a9e9a3","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-66","Prepour Checks","Lifters"
"add50d81-94f4-51b9-8d13-f7993659156a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-66","Prepour Checks","Tie wire Trimmed"
"9476d4ab-58a0-52d3-ba28-d9457e881cbc","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-66","Prepour Checks","Panel fully clean"
"388eef18-ff2e-51dd-bee8-6c9aabfda3d9","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-66","Prepour Checks","General Photos Attached"
"150bec46-2cfc-5c62-b323-69507973d515","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-66","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"c88b5f78-6645-59c0-8f03-97a3aa8e3500","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-66","Demould Inspection"
"4d3eb5fb-1baf-5e4c-886d-b15bf6e21137","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-66","Demould Inspection","Demould Inspection complete"
"7380a800-7f16-576f-9cf3-05c14faa90c5","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-66","Loading Out"
"6b341c56-edaa-506f-9278-d4df2f7c6397","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-66","Loading Out","Photo take of Panel on Truck"
"1345a3c4-7c3c-5fc8-a3b8-927dbd1099d9","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-66","Loading Out","No remedial work required on site"
"1e47766c-7c5b-53e6-b392-bb17315e750a","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-66","Test Results, Certificates and Documentation"
"d6a582c9-7ef4-5fda-877e-06249ad6b9ec","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-66","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"cd528609-158f-5966-890b-926286c35750","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-66","Test Results, Certificates and Documentation","Concrete Docket Attached"
"5a0f7ba4-90fb-592d-83e4-6818d03fad19","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-66","Test Results, Certificates and Documentation","Upload Concrete test results"
"67fb9c59-ca23-5a28-a963-82bff09cda66","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-66","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"80b91b51-913f-5421-b378-a7ecc11c4e75","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-66","Test Results, Certificates and Documentation","Upload Lift Designs"
"382385ff-15b8-4023-91ef-81df6bae389f","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","P-67"
"a844bfc9-884f-55c4-93d5-d10a73235908","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-67","Precast Element Details"
"08fc30ba-3bee-5986-a74e-5a3c9f7d1745","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-67","Precast Element Details","Concrete Details Complete"
"802bf522-e295-56c6-b77a-a93c985829b3","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-67","Formwork Set Up Checks"
"c1609a3e-b432-5025-9d43-54fe29b22268","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-67","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"9f18eb32-df64-527b-84c0-09f5570b5c34","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-67","Formwork Set Up Checks","Edge Details & Rebates"
"d3012d8a-1b20-5316-b9a4-04e3dfa7ffcd","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-67","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"715e1ef9-0e38-53bc-b2ac-0bcf0d573b45","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-67","Formwork Set Up Checks","MF roughening's"
"3924eb53-5735-5312-bb6e-020e6672b49f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-67","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"2c9c98d9-c2b4-540c-871f-6895f469719f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-67","Formwork Set Up Checks","Mould Face Clean"
"54cf4007-07b7-5889-94e9-c59bbcb1800f","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-67","Prepour Checks"
"5499a0de-b652-56f4-bb99-69baa5ca0545","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-67","Prepour Checks","Mould Cleaned & Oiled"
"2fd59718-7f05-5f33-9eff-a5703e9adc3a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-67","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"95f3eaf5-4c27-5539-9d1b-05b236a4ffce","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-67","Prepour Checks","Check covers on all sides, MF and TF"
"849dc415-d850-5bfd-9b3a-646fdcf8181d","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-67","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"9e19451e-4727-5521-acc5-130347b42e93","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-67","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"f5257f36-bf14-5dab-afbb-859842809339","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-67","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"5a183486-836e-589c-aed0-8812f1817743","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-67","Prepour Checks","Lifters"
"d713c0aa-ea3d-54e2-bd3e-0c0b7e65ffb9","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-67","Prepour Checks","Tie wire Trimmed"
"06aed9ff-b674-5af6-946c-0a0b291c1e9b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-67","Prepour Checks","Panel fully clean"
"d80b9eca-5561-53f1-b640-6f2b587da4b3","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-67","Prepour Checks","General Photos Attached"
"24157d48-1fa0-597a-9656-db689459228e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-67","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"ad416e7e-6005-5361-8f45-91d503cd2c5b","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-67","Demould Inspection"
"65b50f28-9940-5c9d-a980-5f6ca05a42d5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-67","Demould Inspection","Demould Inspection complete"
"0da6e791-93ef-5658-a7f8-2287fc628747","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-67","Loading Out"
"6e8a36f6-aa57-5295-96b4-ff5a651cb72b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-67","Loading Out","Photo take of Panel on Truck"
"4e6ae900-931f-5b3f-942b-5d8431005ad9","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-67","Loading Out","No remedial work required on site"
"3fdf9e6d-cd5e-5261-9b55-035c26412e69","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-67","Test Results, Certificates and Documentation"
"867c65df-bc81-54b0-a372-95308e1b703e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-67","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"cc8f636c-a331-5d27-b4c8-39de3c82ab7f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-67","Test Results, Certificates and Documentation","Concrete Docket Attached"
"8e5b7316-0e11-5975-9fb9-dd218ce07c48","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-67","Test Results, Certificates and Documentation","Upload Concrete test results"
"8f83650a-d8be-5c04-9cd5-3bf80b9d9efa","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-67","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"ea5569bd-5c6f-5d9b-9f89-f9a88716e230","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-67","Test Results, Certificates and Documentation","Upload Lift Designs"
"60dfc904-cbe3-42a8-8a53-6c97758422aa","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","P-68"
"f67771a6-865e-5d4c-b42f-21b250afb65a","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-68","Precast Element Details"
"5fd34c3c-4cc9-52ef-a3a4-c047af00873b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-68","Precast Element Details","Concrete Details Complete"
"1a1ecc9b-52ff-5364-9788-e04dc62d3945","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-68","Formwork Set Up Checks"
"43945e95-56d7-51f4-bcb5-4e8301968303","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-68","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"427010a9-8936-5e3a-b27f-8c88d1b21fec","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-68","Formwork Set Up Checks","Edge Details & Rebates"
"c78eeef0-a335-5acc-ab94-d4a74f9eb791","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-68","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"9b1d6277-71e8-56ee-b87e-e46d130fde86","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-68","Formwork Set Up Checks","MF roughening's"
"a202ad08-7305-5e00-b816-8a161777460c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-68","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"246ee15a-dbba-574c-a59f-03d3151ee7eb","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-68","Formwork Set Up Checks","Mould Face Clean"
"6bef5900-36f5-53f2-b6d5-ce9b2844b816","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-68","Prepour Checks"
"41e34e78-956d-55d9-99c4-7fd11cb56eac","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-68","Prepour Checks","Mould Cleaned & Oiled"
"1c1eb8bb-98a6-5bea-a242-5dacbd4f0ebf","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-68","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"59269a10-86d9-5dd9-9339-2abf33120c53","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-68","Prepour Checks","Check covers on all sides, MF and TF"
"958d9c8f-410a-5992-93e0-5cc959f2a5f3","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-68","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"51054b5c-56ff-5335-8ee8-75a3f31970f7","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-68","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"86af27ea-b313-552d-8d3a-625e1a20f65a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-68","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"72ad6df4-58b1-5483-ba2d-a8942c8e911f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-68","Prepour Checks","Lifters"
"9150f611-342b-55ce-aaf7-c477de4487a7","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-68","Prepour Checks","Tie wire Trimmed"
"cd374c5e-e3f6-53ee-9355-50196fc12e81","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-68","Prepour Checks","Panel fully clean"
"e1ed54cb-fb27-5e91-a9c7-dea27f60cc62","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-68","Prepour Checks","General Photos Attached"
"4fc74f0a-7079-5a49-a7df-7d5a1440b539","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-68","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"de06b9b8-f6cc-5e19-928d-28a8297dfffb","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-68","Demould Inspection"
"69b16b61-7785-5c1d-ace6-6267babdf496","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-68","Demould Inspection","Demould Inspection complete"
"eaca4b58-711c-5e1f-bd27-4177eccc2b07","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-68","Loading Out"
"9208d1fe-90e5-547c-99c2-60c2c4ad720b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-68","Loading Out","Photo take of Panel on Truck"
"0c106bbf-6b86-5388-a0b5-0fdc2b9e9989","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-68","Loading Out","No remedial work required on site"
"8375787e-678b-562e-a36d-c1e9fa6b9cbd","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-68","Test Results, Certificates and Documentation"
"c64a2fce-d50d-547f-b9d9-4dba3d1b128a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-68","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"03c805ca-c6f9-5cb3-843b-4d3695ba9977","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-68","Test Results, Certificates and Documentation","Concrete Docket Attached"
"841c6637-1b10-5077-bc72-b43b211f6853","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-68","Test Results, Certificates and Documentation","Upload Concrete test results"
"e3d01bb9-4301-5190-9dde-b1f586df7733","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-68","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"f5bef582-7032-5584-a298-c54a9535bfef","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-68","Test Results, Certificates and Documentation","Upload Lift Designs"
"73f39913-e1b7-4f82-b17e-f930022447e9","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","P-69"
"7b6364c7-4b99-50c0-852d-0e0cda4988ca","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-69","Precast Element Details"
"59a7643d-3d13-5945-962a-a14ef10a9caf","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-69","Precast Element Details","Concrete Details Complete"
"04a3fe9d-5767-54de-aa33-cfa8c9e5f570","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-69","Formwork Set Up Checks"
"3e3bfe52-d11b-59a3-96e2-fbafdca202b0","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-69","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"1679f5c4-09e3-51e7-ac35-c995ba37d064","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-69","Formwork Set Up Checks","Edge Details & Rebates"
"ccb32895-5ed1-59f5-9d0f-46feb637fb07","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-69","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
