"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6e936bb5-606b-41a3-82ff-7ee237f22eeb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure - Prepour"
"1c801ddb-0943-4ac6-937c-c18fa3233f16","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure - Prepour","Basement - Shotcrete"
"22a15516-a0e5-4723-b694-52927a8e7e77","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.SV.01","Walls"
"80c2db83-73d1-4676-81ea-a741b8929130","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.PC.02"
"2b1e9bb8-32e8-47bf-aeb2-15ec708039e4","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.PC.02","Walls"
"2cd655c2-f583-499d-97bb-1967d2a7e29a","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","eLG.CS.01"
"7da921a9-183a-439c-809e-6d9944997b50","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","eLG.CS.01","Walls"
"c8a46753-4779-4d51-a5cf-29ef2dafcd0c","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","eLG.RF.01"
"8ea4ab60-8eab-4671-8393-c2d5364a2b07","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","eLG.RF.01","Walls"
"760b74ce-c276-4e9f-87d6-9c12afec92eb","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","eLG.RF.02"
"9ec1e7ac-6d86-4b15-a4c8-44d55abb9f53","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","eLG.RF.02","Walls"
"1c18640d-072b-4be7-a709-8ff6648e3495","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","eLG.RF.03"
"1abd55e6-8715-463c-9a5d-eb9924bba7a8","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","eLG.RF.03","Walls"
"83643c80-709f-4af7-9bbd-5794af6a0dc6","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","eLG.RF.04"
"12ed40b7-23cc-4cf7-9020-a1d08cc29f82","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","eLG.RF.04","Walls"
"6b370f3f-6cbd-44dc-b5b4-e61ebc962ee7","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","eLG.RF.05"
"5457cace-25b7-4d4d-9456-dd66cc97a019","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","eLG.RF.05","Walls"
"e66dcabd-1c09-43a3-88ce-3343ecd4b736","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","eLG.SSO.01"
"e7084a13-576b-4035-936c-ebedcea5e906","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","eLG.SSO.01","Walls"
"9667067e-f372-4367-b7f1-3c28bd8187fb","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","eLG.US.01"
"f4110e7f-e001-4e78-9509-bc657250aaec","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","eLG.US.01","Walls"
"2d03de6e-b440-4316-a0ce-ee82e153c8f1","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","eLG.SSO.02"
"0b472c2a-9d1f-4110-bab7-af737a8d3937","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","eLG.SSO.02","Walls"
"da3bd3ae-a04c-493a-b4db-31cbd5adb81c","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","eLG.ST.01"
"114348a5-954e-4b82-8c08-96c827b98b5b","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","eLG.ST.01","Walls"
"500f9c7b-2e2f-4a58-9e63-04cd26a22e66","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","L2.DR.04"
"d82995b2-31ec-4836-bc05-2c67803e5d85","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","L2.DR.04","Walls"
"cb4d844d-3f26-47db-a4be-06e550eb9c5a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 3"
"d01be6d0-676e-40f0-a829-5667f74a58fc","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 3","LG.AD.01"
"c4ecd8d2-6ef4-4468-aaac-6ebd9bceed7e","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 3","LG.AD.01","Walls"
"346dca7e-42b5-4edb-929e-8901b95c6519","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 3","LG.AD.03"
"57f94347-0dca-41c5-9fb5-63a01f4c78e4","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 3","LG.AD.03","Walls"
"93df9542-f8c0-44bb-9feb-0d3720eeb03a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 3","LG.AM.01"
"6f2bed3b-eb30-4643-bedd-4ccdefa957ca","","checklist-flat","work-in-progress","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 3","LG.AM.01","Walls"
"57afdca8-4573-45aa-b53c-88306d783eb3","","folder-normal","work-in-progress","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 3","LG.AM.02"
"38e8e63d-5eb3-4e02-abe9-4b935f06d15e","","checklist-flat","work-in-progress","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 3","LG.AM.02","Walls"
"d1579840-6bd2-4bd3-b2e3-6cebb6e3f2f0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 3","LG.AM.03"
"fed72ff9-1ad7-43ee-95c7-b576a0ffec28","","checklist-flat","work-in-progress","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 3","LG.AM.03","Walls"
"e214a7d2-9bd8-41a9-b7c1-f17bf7d2c4fd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 3","LG.AM.04"
"64f969f8-26e6-4141-b3ae-d2cdc4d9c836","","checklist-flat","work-in-progress","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 3","LG.AM.04","Walls"
"2a298fdd-26bf-4e90-a1bb-e94268f76049","","folder-normal","work-in-progress","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 3","LG.AM.05"
"d66459a7-cd68-43c7-9bff-8cf17f69ec0e","","checklist-flat","work-in-progress","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 3","LG.AM.05","Walls"
"08747be0-e216-4fd9-b64d-e69e19f44752","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 3","LG.BH.04"
"23766fd8-b442-4d59-917c-a99f34538610","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 3","LG.BH.04","Walls"
"112d3528-bdf0-4995-9320-dc7857c90328","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 3","LG.CS.02"
"54058904-f0f9-4442-95bf-9685b6d3ac10","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 3","LG.CS.02","Walls"
"66953b19-f3e9-48b2-80de-e4e69e023e0e","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 3","LG.CS.03"
"9e964681-4edc-4fce-af76-9e5ab4e8b2f8","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 3","LG.CS.03","Walls"
"ddb2be44-e701-4b10-9a8e-6a3111bad07e","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 3","LG.PF.06"
"f7cf2daa-bec2-4cac-bf2e-f60895aa5503","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 3","LG.PF.06","Walls"
"5ef6a58a-8a76-4402-b954-5c5cfeab1b38","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 3","S1"
"c8671aa6-daf1-47d2-bc6d-0599a45b7939","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 3","S1","Walls"
"ecaef81f-379c-4bc7-a680-b387f07fd5bb","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 3","LG.AD.02"
"f091fb0f-6276-497a-9042-b43a6234f491","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 3","LG.AD.02","Walls"
"91d41c76-504c-44fd-a790-7f733a1fc441","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 5"
"fc8d5404-0ef9-4757-a734-045fcb4697e4","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 5","LG.BH.01"
"909ccff2-3597-4d99-b47f-b0178f31ccb0","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 5","LG.BH.01","Walls"
"11538e14-9402-4025-bfba-83c3ee4157ab","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 5","LG.CS.04"
"56c944d5-b4ee-4c5f-a1e1-b8e8d04f64a7","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 5","LG.CS.04","Walls"
"9547608f-bce3-4bc7-922a-84d3b8a40224","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 5","LG.LO.01"
"626653c8-8f4d-43b3-a71c-ae8478927714","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 5","LG.LO.01","Walls"
"e542d8d2-3cca-4358-acfa-88ceaa0cc4f5","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 5","LG.LO.02"
"f816a091-ac4a-42ac-8700-2a959abd15e0","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 5","LG.LO.02","Walls"
"ccd37371-ae67-4c0a-a0df-f4a02140a9db","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 5","LG.PC.01"
"6457e775-037a-4048-a9d8-e348691bddf0","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 5","LG.PC.01","Walls"
"350e1438-683c-4920-9aa0-a13508880224","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 5","VT.S8"
"4fde389e-2d56-4ced-b5f2-b9064599b46d","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 5","VT.S8","Walls"
"424f2dd9-3eb8-4e06-adf0-6f92b527528b","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 5","LG.EO.01"
"0662f30b-76b9-45a5-b6bd-39edabc86d42","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 5","LG.EO.01","Walls"
"2287eb38-6099-4adc-91d6-ccdb82369c43","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Loading dock"
"da85825a-70ae-4f92-9c09-b80e321e5a05","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Loading dock","LG.BH.03"
"41dec4d0-70d8-46fa-ba16-5e2d456203a8","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Loading dock","LG.BH.03","Walls"
"82d226ee-4207-43e9-a294-e556ca89704e","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Loading dock","LG.DR.10"
"56b2cabe-a0d7-4ef7-9378-0814481343fe","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Loading dock","LG.DR.10","Walls"
"e02f9742-96e7-4f45-9321-3c31dee380dd","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Loading dock","LG.LO.03"
"e43734ee-f99b-4e5d-a23e-e09b0260f65f","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Loading dock","LG.LO.03","Walls"
"0043d8fa-42cf-448c-8e7a-a54477cd9ff6","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Loading dock","LG.LO.04"
"96c76294-8d2f-4728-a9e4-91794d30848a","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Loading dock","LG.LO.04","Walls"
"26144d93-8087-4be2-9756-e3f2815c4426","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Loading dock","LG.SS.01"
"f3b1a790-e643-4dfb-ae0c-a3305198d61a","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Loading dock","LG.SS.01","Walls"
"a55d2fea-1950-48b4-ae9b-44a92867105a","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Loading dock","LG.VT.S9"
"7ba035be-3295-41d8-8f9f-e62bfee0d64a","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Loading dock","LG.VT.S9","Walls"
"60ef3f75-af6c-472d-b575-fd8315b7090d","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1"
"157da1dc-1073-46f0-94e0-b89de8f9b4b5","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1"
"d29b091e-eaf4-440f-949b-a7dd7a69afe0","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.01"
"acf5356d-cb16-4ac2-930e-9dd57f666363","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.01","Walls"
"4b8f99ff-5749-4703-86b9-6009fc73c2ab","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.02"
"74c4891b-202b-4ea2-8466-0e091d249d55","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.02","Walls"
"07933011-1e0b-46ab-8646-dae3ffafc7b9","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.03"
"d1a8dec9-1da9-434d-b1f2-a66845cc2bb0","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.03","Walls"
"f4ed829b-2a2d-4675-9423-8cbd2383dae8","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.04"
"1c931cfd-b9a9-4511-8d8b-facd87678e4d","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.04","Walls"
"8cb0e333-a9c7-4aa5-82af-96642079dc27","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.05"
"65647a43-7cf1-4761-a296-84bb4de865b6","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.05","Walls"
"b77d480b-5bc4-4211-9fb7-584c68bad91e","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.06"
"83d8d0f5-c36d-4bd7-856a-5331474a4e42","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.06","Walls"
"944d1400-815d-41b6-a307-b2f05492e313","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.07"
"887dcc84-6968-4d5a-acb0-25fc79101b2d","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.07","Walls"
"bd49f11e-7377-4158-9968-70cbae660b98","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.08"
"bb163f77-efa9-4cca-8b29-4ac21c0d1881","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.08","Walls"
"0b2350da-25a5-4392-9527-5a649c530126","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.09"
"cc8eca75-ccf6-4aa9-bc6a-a46f7edd130b","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.09","Walls"
"9581b9c0-4e87-4ec3-9128-2fbdf8906a45","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.10"
"81b53dbc-059f-4a06-ab85-cf9a546b091e","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.10","Walls"
"4fe9745a-7df7-4816-b5bb-e00ed1ab279f","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.11"
"2b85abe2-a371-47b2-8749-ddb38ef1a87d","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.11","Walls"
"5b013aa0-08bb-4d66-9837-0afc11f33799","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.12"
"b8c4c922-4cf4-44b0-814d-e32acdfa3f83","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.12","Walls"
"ab16712e-0fc6-4246-b963-c2254cc8f59e","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.13"
"f2baf455-1710-4919-9d10-277e41afd85c","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.13","Walls"
"0524636f-e1ec-4b93-b6b3-5599a73ced7b","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.14"
"b774f3ff-68cf-4b87-beb4-b53d0c88be4f","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.14","Walls"
"f799a99a-478c-4386-8d9c-a0f2bdfe1e88","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.15"
"c911a99e-4fdb-4bf2-b7ab-35ee4ebad1e9","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.15","Walls"
"9f5a9400-593e-4985-a006-0150e9041944","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.16"
"4647fa7c-eccc-46eb-bf5d-2c7ae4606347","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.16","Walls"
"a859b2ac-8af2-4b14-aed0-bcab9f964c3c","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.17"
"80b56419-0298-4d4c-9e6e-04e6bf419536","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.17","Walls"
"7f8c3f6d-3947-4efa-99ba-65075b153c12","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.18"
"6f8e25a9-f9fb-4813-a380-3c03f98b462e","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.18","Walls"
"3d091d37-c84c-424b-9afa-0f0880cdc5f7","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.19"
"f2907be4-c7e6-49be-9170-9af0170c891b","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.AM.19","Walls"
"1a80fc5b-27fc-40ef-9e6b-57b1676c305a","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.BH.01"
"7501894a-410c-452a-b15b-4e238c4c1790","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.BH.01","Walls"
"4c1c4dad-fbc9-4dd6-afb2-79a2af8898a3","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.BH.02"
"07926d31-0e0c-4c94-a2ad-9c244aba0bf0","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.BH.02","Walls"
"1fec29c5-a67c-47c4-b716-8b40a32fa596","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.FBB.01"
"7ac20c77-479a-4e63-815c-8e6c634a897d","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.FBB.01","Walls"
"1235ea36-318b-4772-beba-5507b25dc95a","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.FBB.02"
"0fc0dbff-1ba6-4961-ae2f-62c2838b2715","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.FBB.02","Walls"
"2545a735-f323-4e5a-a511-1ea3f837d004","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.FO.01"
"7a073c5f-925e-4468-9762-1c11857729b3","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1.FO.01","Walls"
"9de4e671-ba31-4609-bf9b-1bd2511578ce","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1S.OD.01"
"9caf86e3-0cd6-45a7-9a19-19a81182e515","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1S.OD.01","Walls"
"05d31e5a-e3c2-47b8-9792-783e23667cb9","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1S.OD.02"
"82a5c1e5-989d-4ffa-8095-5957250b87db","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 1","L1S.OD.02","Walls"
"46f715b8-b6b3-4630-8f40-9153d5cda87d","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 1","Zone 2"
