"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b81f74e5-97a6-4f1d-bb47-d6cf30a45d81","","folder-normal","","","step","TRUE","FALSE","QA Plan"
"047a6082-88e8-4963-800d-6a091e6c910d","","checklist-flat","","88e8843258c71c465b6d60f20691bf8da6ce131a3205db107d7f1b77dd93351d","checklist-flat","FALSE","FALSE","QA Plan","Sewer BG"
"2f79c6ab-f579-43f0-b878-e33d43ee11b8","","checklist-sectioned","","f58a938bcea0f6781ce589dd49bcb38277e6388ca2f6b53f42f64c3a1cea4ade","checklist","FALSE","FALSE","QA Plan","Fix 1"
"c970c1c9-8d78-4e03-8241-ef74649edff3","","checklist-sectioned","","f30d2997cdba026003f2e93e2053bd3ae52c57ab1bfe63588a7207827ab7b009","checklist","FALSE","FALSE","QA Plan","Fix 2"
"dfdf3740-b720-4304-aafa-759aa84b133d","","checklist-sectioned","","d6490537a45f7d8394bcc9943cd5b26f637895aa4b49b866b3d14042d164a770","checklist","FALSE","FALSE","QA Plan","Corridor"
"862dfa4e-007b-4e0b-b87c-3220d1e48c07","","checklist-flat","","d86f8e1458789e5fd4368f00350f6b0005a1e6cc67d29c9c9cd3dc718b31041f","checklist-flat","FALSE","FALSE","QA Plan","Slab Penetration"
"0f96e7a1-5d90-4175-b535-e7e6c29dbd60","","folder-normal","","","step","TRUE","FALSE","QA"
"9f2112be-27bf-4033-8435-705290c6db92","","folder-normal","","","step","TRUE","FALSE","QA","Civil"
"9d2e2863-1865-47b8-97e2-8df2f5e69cd6","","folder-normal","","","step","TRUE","FALSE","QA","Civil","Basement 01 (South)"
"8d8fb26d-ddd9-453d-8580-f433bb304f74","","folder-normal","","","step","TRUE","FALSE","QA","Civil","Basement 01 (South)","Pipework"
"44e7193f-0e85-4ad1-a5b9-f4b2d7e79f8b","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","WC Amb 3021","Service Log - Thermostatic Mixing Valves (TMV)"
"16ce1a17-2571-4e8b-ad00-e381a18f8e24","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","WC Amb 3021","Fix 2 checklist"
"4bcbe0c1-b82f-423b-8da5-b82186971881","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 3","GN WC 3022"
"90a3833c-156f-40c2-a37a-20cb6f3ca264","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","GN WC 3022","Rough In Checklist"
"c5a0635b-335e-432e-a995-771e5566b388","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","GN WC 3022","Service Log - Thermostatic Mixing Valves (TMV)"
"be6ee86b-370b-4a85-8c2a-b55b368430c6","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","GN WC 3022","Fix 2 checklist"
"e72c0bd0-3e2c-4a06-9de0-f8959a526982","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 3","GN WC 3023"
"7dba7e6c-6d33-4e14-9ca6-6636c416830d","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","GN WC 3023","Rough In Checklist"
"b004a1d0-c192-421b-9baa-940beeb6740f","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","GN WC 3023","Service Log - Thermostatic Mixing Valves (TMV)"
"a5fbee73-2282-4adb-838b-b71b49d96152","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","GN WC 3023","Fix 2 checklist"
"a4031bd9-4ea0-4423-9b1d-e9cc0f09634f","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 3","GN WC 3024"
"609ee664-17a1-4ec4-a449-368c8c5f2233","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","GN WC 3024","Rough In Checklist"
"de83fe2d-43ca-4787-a819-11be5693d6e6","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","GN WC 3024","Service Log - Thermostatic Mixing Valves (TMV)"
"5dae8286-56b9-4da2-a5e0-37ea0e78d379","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","GN WC 3024","Fix 2 checklist"
"531ea176-27de-4a7b-ab61-b82f0725f1a9","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 3","Cleaner 3025"
"baf0a055-f552-4277-994a-b16519f5d812","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","Cleaner 3025","Rough In Checklist"
"73196854-52bc-4fed-bafd-60778a12915d","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","Cleaner 3025","Fix 2 checklist"
"ac4237e8-9494-44d3-8449-9efd95b3479e","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","Cleaner 3025","Service Log - Thermostatic Mixing Valves (TMV)"
"81596714-30e3-4bcd-a0a5-699f94e8e402","","checklist-flat","","Backflow (27/04/2020)","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","Cleaner 3025","Backflow (27/04/2020)"
"46aa51ed-fc7d-4de8-bd9a-3d5d735b06e9","","checklist-flat","","Upload Commissioning Sheets","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","Cleaner 3025","Hot Water Generation Unit"
"2435c388-a383-4a7e-b1d4-22ca829c6f34","","checklist-flat","","Upload Commissioning Sheets","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","Cleaner 3025","Circulating Hot Water Pump (P-1)"
"66721c2c-2808-4003-976b-53ab5cab6fc0","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 3","Pathology Bloodbank 3026"
"d49b79e2-6dc3-4581-b9b2-30e21769b487","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology Bloodbank 3026","Rough In Checklist"
"3013c9fb-c858-405a-a55e-e510f0c24c92","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology Bloodbank 3026","Fix 2 checklist"
"f4a9299d-695c-40d5-bea5-592b0831e7bb","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 3","Pathology SRA 3027"
"135e4a6d-47b7-4b96-aad8-792b0b3fce28","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology SRA 3027","Rough In Checklist"
"0a3d25a3-4137-4c6a-b0de-192aa9e7eddd","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology SRA 3027","Service Log - Thermostatic Mixing Valves (TMV)"
"4173c50f-f5f9-457c-b7ee-96c9ccc79b79","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology SRA 3027","Fix 2 checklist"
"4793602a-070f-429a-8636-f082ad2ed865","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 3","Pathology 3028"
"77f2d4c0-6cf5-4f57-9903-ee5c4a816235","","checklist-flat","","Upload Commissioning Sheets","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology 3028","RO Plant"
"47c0e094-d30a-44a4-98bd-45069757e12a","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 3","Pathology 3028","Non-Potable Fixtures"
"58b8a066-9417-46dc-820b-68a72ae818d9","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology 3028","Non-Potable Fixtures","Rough In Checklist"
"76be9017-b0d0-4ac3-87b3-e5ecc4747564","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology 3028","Non-Potable Fixtures","Fix 2 checklist"
"ab63fe18-72f6-4adc-9b7a-5e0910ae82a8","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 3","Pathology 3028","Potable Cold Water Fixtures"
"bf27b2a5-4dd3-4432-8e3b-8c2f0e2f2579","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology 3028","Potable Cold Water Fixtures","Rough In Checklist"
"57cd6a52-d4cb-4c8b-a796-a0492e1431d2","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology 3028","Potable Cold Water Fixtures","Service Log - Thermostatic Mixing Valves (TMV)"
"95457914-6ff8-4e8e-9c17-20c7641122a8","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology 3028","Potable Cold Water Fixtures","Fix 2 checklist"
"c6ba3df0-a6b1-4ace-a392-36b956e5df87","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 3","Pathology Staffroom 3042"
"cc4e5927-e737-4f55-b0b2-0e80d29aece3","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology Staffroom 3042","Rough In Checklist"
"bb24b49d-1697-4d3a-997f-fe41b492debe","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology Staffroom 3042","Fix 2 checklist"
"35c62a0d-2204-4e0f-ae57-d6bca9052ecb","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 3","Pathology Microbiology 3045"
"bdea1d84-d3bb-4f6a-8281-cf56f29fff6a","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 3","Pathology Microbiology 3045","Non-Potable Fixtures"
"6667b585-743f-4265-b9fd-b310d2d5edd8","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology Microbiology 3045","Non-Potable Fixtures","Rough In Checklist"
"3b3eab1f-e5cf-4131-97e3-9efe4975bf99","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology Microbiology 3045","Non-Potable Fixtures","Fix 2 checklist"
"3552626d-34db-4b4c-b001-ddcf917bfcb4","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 3","Pathology Microbiology 3045","Potable Cold Water Fixtures"
"84898d4e-9c29-4f06-960f-3e8f631cc993","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology Microbiology 3045","Potable Cold Water Fixtures","Rough In Checklist"
"108d187a-e30c-4ee9-86f3-7e3cc24faff9","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology Microbiology 3045","Potable Cold Water Fixtures","Service Log - Thermostatic Mixing Valves (TMV)"
"c426102c-bd04-4090-bb2e-5f9b49649a82","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 3","Pathology Microbiology 3045","Potable Cold Water Fixtures","Fix 2 checklist"
"42b38aa7-6464-44aa-9f5d-113e0e876dfc","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 4"
"700dbbca-878f-46f6-b839-dfebd4e29f02","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 4","Overall Floor Plan"
"73ee0e6f-66e0-454a-b37a-7da96995416b","","checklist-flat","","Sanitary","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 4","Overall Floor Plan","Sanitary"
"b9323282-4448-4a69-ba59-adf19de44db4","","checklist-flat","","Greasy AG","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 4","Overall Floor Plan","Greasy AG"
"c4797626-d55e-4d48-a2a6-78c6b64cf587","","checklist-flat","","Stormwater AG","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 4","Overall Floor Plan","Stormwater AG"
"f85aece0-ffcd-498e-9e19-747c1b97bcf9","","checklist-flat","","Cold Water Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 4","Overall Floor Plan","Cold Water Checklist"
"afc88d3c-5618-4747-a25e-b09b5c28b955","","checklist-flat","","Rainwater","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 4","Overall Floor Plan","Rainwater"
"a1736925-a051-45d5-9381-a70f140de87c","","checklist-flat","","Hot Water","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 4","Overall Floor Plan","Hot Water"
"31557bb5-a5ac-47f8-82af-ce57046e3062","","checklist-flat","","Water Meter Validation","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 4","Overall Floor Plan","Cold Water Meter"
"248d640d-caeb-4ff5-9b0c-91b841dc9507","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 4","Beverage Bay 4018"
"4ce2c17f-5040-4f9e-9da4-927184342962","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 4","Beverage Bay 4018","Rough In Checklist"
"8e2fadc2-7715-46c4-a0d1-0856273f6133","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 4","Beverage Bay 4018","Fix 2 checklist"
"27dfecde-596e-4c1f-b1af-6f4cb43822b5","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 4","WC Acc 4024"
"e9de9fc8-8082-494d-9e37-4535242247b5","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 4","WC Acc 4024","Rough In Checklist"
"e3c5594a-6f26-4d1d-84ba-1bca22e04b8e","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 4","WC Acc 4024","Service Log - Thermostatic Mixing Valves (TMV)"
"19ba8caa-92ce-4118-ba72-f8366a757e41","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 4","WC Acc 4024","Fix 2 checklist"
"e2792768-e651-4d48-a57f-6da15628a8d8","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 4","Gn WC 4025"
"34a0feef-2da0-412b-9454-81d2fd96598a","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 4","Gn WC 4025","Rough In Checklist"
"bb522ec1-0df5-465b-8bbb-a38d664c748f","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 4","Gn WC 4025","Service Log - Thermostatic Mixing Valves (TMV)"
"1d43420b-d887-49ce-9d3f-d80eefca8f69","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 4","Gn WC 4025","Fix 2 checklist"
"66b71ea5-ab59-426d-850c-201dd66e17ad","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 4","WC Amb 4026"
"09a9b89f-5da0-44f4-88b2-f84f883e6bb8","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 4","WC Amb 4026","Rough In Checklist"
"229e420d-7535-49af-be3f-64a08af45bb7","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 4","WC Amb 4026","Service Log - Thermostatic Mixing Valves (TMV)"
"d4bf571f-1723-45fa-b3b2-91a87a5a2094","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 4","WC Amb 4026","Fix 2 checklist"
"cba298c4-5e6c-440c-9468-70b6a63d54bd","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 4","Gn WC 4027"
"caf0c713-8b47-464b-bf8e-1724dbc75021","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 4","Gn WC 4027","Rough In Checklist"
"a0629795-15d4-4e19-abc1-da39ae445f0d","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 4","Gn WC 4027","Service Log - Thermostatic Mixing Valves (TMV)"
"33cb05bd-d8fd-49f0-8102-b4172624343d","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 4","Gn WC 4027","Fix 2 checklist"
"d70c9c7f-8830-4325-889b-b30acd8c0c17","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 4","Staff Prop Bay 4030"
"b98bf66b-cbc4-4b1e-ab27-96baa1fd26bb","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 4","Staff Prop Bay 4030","Rough In Checklist"
"fa340d06-27d7-4619-9725-b817e8b9aef6","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 4","Staff Prop Bay 4030","Service Log - Thermostatic Mixing Valves (TMV)"
"2ac0b73f-1611-4729-8f82-90860e277973","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 4","Staff Prop Bay 4030","Fix 2 checklist"
"566a8dea-088b-4c93-acbe-b4482278fa28","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 4","Bio Hazard 4033"
"704f298c-6e90-4170-ac93-ee450e59e0b0","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 4","Bio Hazard 4033","Rough In Checklist"
"34e9b179-8fd1-4d0d-86e7-9701580ff8db","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 4","Bio Hazard 4033","Fix 2 checklist"
"b9d1349e-21bd-44f7-b212-90963939dc29","","checklist-flat","","Backflow (27/04/2020)","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 4","Bio Hazard 4033","Backflow (27/04/2020)"
"eada0420-4a61-4208-8f57-3c1b61127e64","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 4","Aseptic Manufacture 4038"
"4a47c272-4788-4b18-86da-6138754d0616","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 4","Aseptic Manufacture 4038","Rough In Checklist"
"6c9b26e9-4393-4bab-8036-b212671170a1","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 4","Aseptic Manufacture 4038","Fix 2 checklist"
"17229918-331c-4faa-9a1e-1dc658df66b0","","checklist-flat","","Backflow (27/04/2020)","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 4","Aseptic Manufacture 4038","Backflow (27/04/2020)"
"aae1d278-bac7-40d3-81c0-82f8d92390ed","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 4","Preparation Area 4039"
"d85cce14-5cb8-4bce-8e7d-521bd7e71531","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 4","Preparation Area 4039","Rough In Checklist"
"6289fd0f-58b6-4b75-a5da-35a715858a4e","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 4","Preparation Area 4039","Service Log - Thermostatic Mixing Valves (TMV)"
"cfe6b403-f9d3-408f-bb17-3e87f6cece37","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 4","Preparation Area 4039","Service Log - Thermostatic Mixing Valves (TMV)"
"81ffd249-f819-499c-bd3c-1dcaf3bbf4bb","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 4","Preparation Area 4039","Fix 2 checklist"
"7f86f72a-14a9-4a9b-b387-3a963872261b","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 4","Cln Rm 4040"
"c74d8a48-6f71-4728-80df-74752bb3fc32","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 4","Cln Rm 4040","Rough In Checklist"
"68bb8d77-6e21-4cc3-ac53-bd0eca604665","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 4","Cln Rm 4040","Service Log - Thermostatic Mixing Valves (TMV)"
"7a28fe81-2a66-438a-bbd8-4b41977ebb13","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 4","Cln Rm 4040","Fix 2 checklist"
"cf3383b5-5536-4184-b166-6602e7b73ec9","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 4","Cln Rm 4041"
"52717b3f-f1c7-4b16-bd86-8b6ec80075bb","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 4","Cln Rm 4041","Rough In Checklist"
"6d18c985-32bb-4b0b-a32c-c985c19cb3d0","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 4","Cln Rm 4041","Service Log - Thermostatic Mixing Valves (TMV)"
"0a5b20df-f9bb-4dc7-863a-ea8383aa1c16","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 4","Cln Rm 4041","Fix 2 checklist"
"8cb2a57f-2b81-4af7-bb42-18fe549c90cf","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 4","Non-Aseptic Prep 4050"
"f9e4a650-b27e-4d68-8ea2-77935b2e647e","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 4","Non-Aseptic Prep 4050","Rough In Checklist"
"904bd4c3-1cce-433c-b26a-88cb1cf5c2fa","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 4","Non-Aseptic Prep 4050","Service Log - Thermostatic Mixing Valves (TMV)"
"6a92d0e7-7560-40b5-8a64-10f3a0297a24","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 4","Non-Aseptic Prep 4050","Fix 2 checklist"
"ebe9b8fa-5392-43ee-aafc-c2469a242f3a","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 4","Pharmacy Dispensary 4052"
"b5b7bbc1-a764-4622-9910-f27c809c38a0","","checklist-flat","","Rough In Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 4","Pharmacy Dispensary 4052","Rough In Checklist"
"9fa668e2-2fe8-41f0-9e57-b831a397c699","","checklist-sectioned","","Service Log - Thermostatic Mixing Valves (TMV)","checklist","FALSE","FALSE","QA","Hydraulics","Level 4","Pharmacy Dispensary 4052","Service Log - Thermostatic Mixing Valves (TMV)"
"fb1fbab1-e38b-43e2-8d3c-e32281d2d111","","checklist-sectioned","","Fix 2 checklist","checklist","FALSE","FALSE","QA","Hydraulics","Level 4","Pharmacy Dispensary 4052","Fix 2 checklist"
"6311ff1a-7576-42dd-844e-91b5187b1353","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Level 5"
"948600e4-47fd-491f-9ad0-c53c34b0fe89","","checklist-flat","","Sanitary","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 5","Sanitary"
"87121a22-34a3-400d-9bf2-2ed14bc2ab70","","checklist-flat","","Stormwater AG","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 5","Stormwater AG"
"c763c00b-9d1d-4ce7-af80-49d613d0bc4d","","checklist-flat","","Cold Water Checklist","checklist-flat","FALSE","FALSE","QA","Hydraulics","Level 5","Cold Water Checklist"
"a5dd1db0-2238-4f8c-967f-68d2777af5ef","","folder-normal","","","step","TRUE","FALSE","QA","Hydraulics","Parapet Level"
"49d6ebe5-3776-43e8-9c1f-d02ba3703671","","checklist-flat","","Stormwater AG","checklist-flat","FALSE","FALSE","QA","Hydraulics","Parapet Level","Stormwater AG"
