"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0ce0c316-d1d1-4fe5-a05b-60dd5b06efa5","","checklist-flat","no-status-started","734b9d363aedb7dda42c38a805789356110a5ecc0dc38ec6ebe7d6973e97b96f","checklist-flat","FALSE","FALSE","Overall Pre-set"
"4c149d69-79d7-4149-9809-e4f5321f14c3","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","Overall Pre-set"
"7bdbea9a-7ab9-4a15-9956-008b08711b87","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","System information:"
"94c45872-c0db-4f68-81d9-726b2c48a94b","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","SSP Attached"
"822f1b9d-e38b-48d5-8c05-80cb3809318a","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","Task Analysis Attached"
"f40992dd-b53b-454e-addb-dcf5b62f137c","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","Relevant Drawings Attached"
"40888868-a2d0-48bc-b3db-b9491506159d","","folder-normal","pass","","step","TRUE","FALSE"," QA"
"76893853-be68-425f-a267-0ec0a230e14f","","folder-normal","pass","","step","TRUE","FALSE"," QA","BM1"
"40768b4e-e7c6-4846-a1de-5fc8dc2fb83d","","folder-normal","pass","","step","TRUE","FALSE"," QA","BM1","RoofSafe Cable Line 01"
"f75594d4-9bf6-4954-99b2-1425b91aa02c","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","BM1","RoofSafe Cable Line 01","Pre-Fit Off Checklist - Line 01"
"7b9f0bb7-17eb-410e-86b1-3c743f280fb4","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 34"
"c3e213a7-f52e-4157-9dfe-1514f53d5220","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 34","Confirm the structure is in accordance with the details supplied by PBI"
"727bb3ff-bb1d-4be5-bb14-87f7e25151de","","holdpoint","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 34","EMAIL PM"
"4ab29864-3f06-40ac-9fd4-e88f5a9939d7","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 34","Required number of photo(s) taken of installed anchor(s)"
"51599313-11ce-4276-ac73-238378645e48","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 34","Installed as per PBI drawings supplied and manufacturer's requirements"
"49345ae9-a7f2-49ce-83fe-e4b37c485592","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 35"
"dacf768e-44dd-4d2a-998b-a04d26619694","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 35","Confirm the structure is in accordance with the details supplied by PBI"
"508c0007-1310-4396-8f32-7f678e71c24b","","holdpoint","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 35","EMAIL PM"
"e757548b-eb42-4004-b0b1-bdc97bd074f0","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 35","Required number of photo(s) taken of installed anchor(s)"
"05d14036-7e6f-4366-a4af-66273376da71","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 35","Installed as per PBI drawings supplied and manufacturer's requirements"
"7124d605-eee1-4d28-ae15-b09a5b389c77","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 36"
"7fda26fb-2154-469a-be25-efdfcbdfc532","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 36","Confirm the structure is in accordance with the details supplied by PBI"
"9395da9a-4442-4f46-8f09-f6a77ed87c5d","","holdpoint","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 36","EMAIL PM"
"2cd7dd11-f4d7-4b91-9d44-840eddb3c972","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 36","Required number of photo(s) taken of installed anchor(s)"
"2bd926c3-1dd5-4120-b00f-fdb9b0204662","","checkpoint-status","pass","","","TRUE","TRUE"," QA","B5","9no FA Anchors","Fit Off Checklist - Anchor 36","Installed as per PBI drawings supplied and manufacturer's requirements"
"4a41a082-1fc6-4569-a58a-2ffa9f6e02f2","","checklist-flat","pass","Data Plate, Access Point & Carriages/Travellers","checklist-flat","FALSE","FALSE"," QA","Data Plate, Access Point"
"219e644a-836d-4b68-a1b6-2db693cf7fea","","checkpoint-no-status","no-status-started","","","TRUE","TRUE"," QA","Data Plate, Access Point","Details of Data Plate"
"6d6b68a2-c64c-4f1d-ba69-8ca05739eae2","","checkpoint-status","pass","","","TRUE","TRUE"," QA","Data Plate, Access Point","1 photo required of Data Plate"
"a12b3556-b602-48a4-85ae-f9faba325f7c","","checkpoint-no-status","no-status-started","","","TRUE","TRUE"," QA","Data Plate, Access Point","Details of Access Point"
"06ad9cf0-9ed2-4c7b-a3b2-1369020abe89","","checkpoint-status","pass","","","TRUE","TRUE"," QA","Data Plate, Access Point","1 photo required of Access Area"
"cc95a519-3773-4337-9213-8d99c080f10d","","checkpoint-no-status","no-status-started","","","TRUE","TRUE"," QA","Data Plate, Access Point","Details of Rail Carriages/Cable Travellers"
"50552724-2e78-4df9-bd67-4d1d1cb47652","","checkpoint-status","pass","","","TRUE","TRUE"," QA","Data Plate, Access Point","1 photo required of carriages/travellers"
"ee0aa881-4951-472b-bb30-22a38b004018","","folder-normal","pass","","step","TRUE","FALSE","Roof Access Requirements"
"d17d5981-dab1-473f-a6f1-de505549f48b","","checklist-flat","pass","Roof Access Requirements","checklist-flat","FALSE","FALSE","Roof Access Requirements","Roof Access - Roof Hatch (by others)"
"2b7c987f-37cf-47f2-aebe-11306ed8440d","","checkpoint-status","pass","","","TRUE","TRUE","Roof Access Requirements","Roof Access - Roof Hatch (by others)","Brief description of roof access requirements for Recert Team"
"22646fdb-a43b-4119-9d04-5f4f8c1e86ac","","checklist-flat","not-started","Practical Completion","checklist-flat","FALSE","FALSE","Practical Completion"
"e8455e3e-45df-47b7-8f62-7c8749a4c21a","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Practical Completion","System installed and ready for review from Project Manager."
"4c6195b3-7683-4357-9e78-5bfe360475ce","","holdpoint","no-status-not-started","","","FALSE","FALSE","Practical Completion","Request Review from PM"
"ea9ccd79-a8be-4589-938e-63d958a2e9a1","","checkpoint-status","not-started","","","FALSE","FALSE","Practical Completion","Project Manager has reviewed, checked and approved system."
"dde34b92-e8d6-4dc2-96d1-f31d49aacabf","","checkpoint-status","not-started","","","FALSE","FALSE","Practical Completion","PM to send to PBI admin to close out and archive"
