"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d7b9d3c2-ab87-4365-bc0c-fadb97ba2331","","folder-normal","fail","","step","TRUE","FALSE","Offsite QA (Factory)"
"ba30accb-239e-4a63-a28c-f7c24907ff2d","","folder-normal","fail","","step","TRUE","FALSE","Offsite QA (Factory)","N17"
"54ba204c-584a-47a2-b9a1-5089c33b7781","","folder-normal","fail","","step","TRUE","FALSE","Offsite QA (Factory)","N17","Apartments"
"6e02539a-59b0-4392-9206-620c10913a44","","folder-normal","fail","","step","TRUE","FALSE","Offsite QA (Factory)","N17","Apartments","Ground Floor"
"76dbd3f1-3a46-4032-bbd4-7ed32389f99c","","folder-progress","no-status-not-started","","checklist","TRUE","FALSE","Offsite QA (Factory)","Prototype","HLCP 2 (Light Option)","M1-3E","Punch List Checklist"
"c76dd21f-3b70-4964-b4c4-e057f2a3aea4","","checklist-sectioned","not-started","Final Acceptance Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","HLCP 2 (Light Option)","M1-3E","Final Acceptance Checklist"
"27023a0d-820d-48a3-a648-5fa30483d445","","folder-normal","work-in-progress","","step","TRUE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT"
"2fbea389-6abe-5b96-b388-0ec248c773ad","","folder-normal","work-in-progress","","step","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-1-407"
"93ad1a74-a5b0-5bfb-9722-99db392d93fd","","checklist-sectioned","work-in-progress","Structural Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-1-407","Structural Checklist"
"3b1f9482-6d42-578c-bbea-58503899c879","","checklist-sectioned","not-started","Drain, Waste & Vent System Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-1-407","Drain, Waste & Vent System Checklist"
"14f9ea45-c56a-538b-9557-a61945872a6c","","checklist-sectioned","not-started","Hot & Cold Water Systems Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-1-407","Hot & Cold Water Systems Checklist"
"02181693-6ba3-5d16-95e2-5d7764a89d94","","checklist-sectioned","not-started","Electrical Work Installations Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-1-407","Electrical Work Installations Checklist"
"691fb9fc-6370-58b8-bdc6-bc6c6a97bb15","","checklist-sectioned","not-started","Sprinkler System Installations Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-1-407","Sprinkler System Installations Checklist"
"a33bda08-8049-5221-b046-4be1813c7984","","checklist-sectioned","not-started","Ducting System Installations Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-1-407","Ducting System Installations Checklist"
"16e93dec-b1cf-58a4-92e9-46549b364a56","","checklist-sectioned","pass","c7642f835648562b0e5018975708ccf405b05b5547161f0cc2e7f9f10083994d","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-1-407","Internal Wall Lining"
"42c2a8e6-cec5-5c5e-bdbf-abf05a3fc6a0","","checklist-sectioned","work-in-progress","Internal Painting Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-1-407","Internal Painting Checklist"
"817d3a86-982e-5f34-bc8d-4066e4264ddf","","checklist-sectioned","work-in-progress","Waterproofing System Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-1-407","Waterproofing System Checklist"
"b098f62c-7e4b-5073-8587-c1f623e6e688","","checklist-sectioned","work-in-progress","Tiling & Grouting Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-1-407","Tiling & Grouting Checklist"
"e4997304-8047-51b4-95aa-c87a1ecff25f","","checklist-sectioned","not-started","Sanitary Wares & Accessories Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-1-407","Sanitary Wares & Accessories Checklist"
"0d299cd9-2981-5ac9-bf87-23eca565d6c7","","checklist-sectioned","not-started","Internal Glazing Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-1-407","Internal Glazing Checklist"
"da6e89b8-d065-5b5b-b341-a036dee87363","","checklist-sectioned","work-in-progress","Internal Finishes Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-1-407","Internal Finishes Checklist"
"82eef91e-d0f7-578d-bbb2-dd705b026287","","checklist-sectioned","not-started","06ab066cda4d1007c425676eab17d20cfbaab9283f5b9849515641093ec6a481","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-1-407","Doors Checklist"
"d6b39383-26b0-5c29-a7a1-7edf5df06c74","","checklist-sectioned","work-in-progress","Sliding Door Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-1-407","Sliding Door Checklist"
"7c22809c-6a6a-53c3-bbb4-7a304f6d6cf4","","checklist-sectioned","not-started","Windows Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-1-407","Windows Checklist"
"54d5b23b-07f6-51e1-a252-2133f9bfb6e7","","checklist-sectioned","work-in-progress","a827f8074d73eb131daed660ef92bf8e8242555a81d261f52f06f06a583750e1","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-1-407","External Wall Lining"
"81bcd80b-b16f-50b8-9044-fb2a8ac8b837","","folder-progress","no-status-not-started","","checklist","TRUE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-1-407","Punch List Checklist"
"e1ac2357-179a-4ed0-89ea-eaeb463cedc9","","checklist-sectioned","not-started","Final Acceptance Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-1-407","Final Acceptance Checklist"
"39d4ac21-2986-5073-b5f9-8e2686db6d44","","folder-normal","work-in-progress","","step","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-2-408"
"67973f6b-6199-5fb4-8452-861d46663517","","checklist-sectioned","work-in-progress","Structural Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-2-408","Structural Checklist"
"79fefb8b-09b3-588b-9799-f02c80f9985c","","checklist-sectioned","not-started","Drain, Waste & Vent System Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-2-408","Drain, Waste & Vent System Checklist"
"f39603a2-ac0a-50b0-8221-1acdd064c626","","checklist-sectioned","not-started","Hot & Cold Water Systems Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-2-408","Hot & Cold Water Systems Checklist"
"7c66d57d-a553-53e1-b477-636277637454","","checklist-sectioned","not-started","Electrical Work Installations Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-2-408","Electrical Work Installations Checklist"
"02c96e59-a149-5abd-96e3-a82849efe55b","","checklist-sectioned","not-started","Sprinkler System Installations Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-2-408","Sprinkler System Installations Checklist"
"50dd69b4-79e4-5583-81cf-ce743c6f1019","","checklist-sectioned","not-started","Ducting System Installations Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-2-408","Ducting System Installations Checklist"
"8994d531-c152-56ee-ae2c-72338e740fbf","","checklist-sectioned","pass","c7642f835648562b0e5018975708ccf405b05b5547161f0cc2e7f9f10083994d","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-2-408","Internal Wall Lining"
"c9fb2256-7c08-5dc1-990b-ecc2f02492d4","","checklist-sectioned","work-in-progress","Internal Painting Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-2-408","Internal Painting Checklist"
"cc4c4312-7bd6-50ae-ab82-d86b90a51188","","checklist-sectioned","work-in-progress","Waterproofing System Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-2-408","Waterproofing System Checklist"
"44cac11b-673b-5986-90d8-b0bd457f0f5c","","checklist-sectioned","work-in-progress","Tiling & Grouting Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-2-408","Tiling & Grouting Checklist"
"648470d7-ec26-5ceb-b31f-009581c851d0","","checklist-sectioned","not-started","Sanitary Wares & Accessories Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-2-408","Sanitary Wares & Accessories Checklist"
"198ec39a-d5df-5366-838c-144de299cd76","","checklist-sectioned","not-started","Internal Glazing Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-2-408","Internal Glazing Checklist"
"e1f382e0-beaa-535d-862f-cb28b925427f","","checklist-sectioned","work-in-progress","Internal Finishes Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-2-408","Internal Finishes Checklist"
"6c91f9ab-eb3d-5300-a448-a3d1140dc4ea","","checklist-sectioned","not-started","06ab066cda4d1007c425676eab17d20cfbaab9283f5b9849515641093ec6a481","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-2-408","Doors Checklist"
"eb5168fd-b246-5046-bcc8-09c057b951b8","","checklist-sectioned","work-in-progress","Sliding Door Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-2-408","Sliding Door Checklist"
"b25dedf3-ff6f-5ca1-840d-6f97cff74894","","checklist-sectioned","not-started","Windows Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-2-408","Windows Checklist"
"d16e60d1-fad3-53e7-a5bf-8483faa3df32","","checklist-sectioned","work-in-progress","a827f8074d73eb131daed660ef92bf8e8242555a81d261f52f06f06a583750e1","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-2-408","External Wall Lining"
"99e7de13-aa69-5a73-bcf6-ae0bbb95995a","","folder-progress","no-status-not-started","","checklist","TRUE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-2-408","Punch List Checklist"
"e3ddea9f-d64b-46dc-9d50-ad8d029c495e","","checklist-sectioned","not-started","Final Acceptance Checklist","checklist","FALSE","FALSE","Offsite QA (Factory)","Prototype","SHOW FLAT","HLC-SF-M1-2-408","Final Acceptance Checklist"
"ce821266-dc88-4170-aa5a-6d2b74a3d396","","folder-normal","fail","","step","TRUE","FALSE","Offsite QA (Factory)","Consultants Inspection Records"
"9a8d0a4e-f282-4dcd-b72c-0ab08bc9ad60","","folder-normal","work-in-progress","","step","TRUE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","Edge_Structure"
"b0c62f7a-9d15-4504-b5e9-05168d68ebd7","","folder-normal","pass","","step","TRUE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","Edge_Structure","1st  shipment "
"bbd06de5-fbee-43ce-af73-b2828c897718","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","Edge_Structure","1st  shipment ","220517_N17-SVR-VN-01_MODULES"
"3e5be62a-636c-49ba-990b-6b656182c1d5","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","Edge_Structure","1st  shipment ","220523_N17-SVR-VN-02_MODULES"
"a9639c17-7eed-4f0d-923d-40fd2bea6b6e","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","Edge_Structure","1st  shipment ","220603_N17-SVR-VN-03_MODULES"
"84a98fc7-8170-4cc7-b92c-ff9316d25ed2","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","Edge_Structure","1st  shipment ","220613_N17-SVR-VN-04_MODULES"
"316d2aea-073e-43af-b14e-a7ff121af1fd","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","Edge_Structure","1st  shipment ","220801_N17-SVR-VN-09_COMMUNITY"
"03947d6f-9f33-48fe-85b4-d62520b50a95","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","Edge_Structure","1st  shipment ","220801_N17-AL-VN-01_ACKNOWLEDGEMENT"
"eef7e8d8-b348-4afe-8038-44db6672d601","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","Edge_Structure","1st  shipment ","220909_N17-SVR-VN-16_LIFTING FRAMES"
"de5fafee-67af-4e70-9ed6-36177e3eb715","","folder-normal","work-in-progress","","step","TRUE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","Edge_Structure","2nd shipment "
"035029f4-8178-4655-9dd4-12179d1efad2","","checklist-flat","work-in-progress","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","Edge_Structure","2nd shipment ","220704_N17-SVR-VN-05"
"75079df3-b1fc-417c-8eb5-26da0a89717d","","checklist-flat","work-in-progress","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","Edge_Structure","2nd shipment ","220704_N17-SVR-VN-06"
"68ade6d5-b004-4af2-bb51-3c781b5f814d","","checklist-flat","work-in-progress","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","Edge_Structure","2nd shipment ","220712_N17-SVR-VN-07"
"795f6e24-e402-4aa8-bc81-5d1a92fd87e6","","checklist-flat","work-in-progress","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","Edge_Structure","2nd shipment ","220725_N17-SVR-VN-08"
"67e992b8-36f6-49ba-ac6a-0973205c8ca2","","checklist-flat","work-in-progress","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","Edge_Structure","2nd shipment ","220805_N17-SVR-VN-12_MH"
"fd7f362c-9bb5-49e2-888b-d150939f3fc0","","checklist-flat","work-in-progress","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","Edge_Structure","2nd shipment ","220826_N17-SVR-VN-14_MH"
"d447ff21-d1e9-498f-8ffd-94a854b265e7","","checklist-flat","work-in-progress","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","Edge_Structure","2nd shipment ","220826_N17-SVR-VN-15_MH"
"7e5214ec-b03d-4d95-8221-28e6f6bdd3fb","","checklist-flat","work-in-progress","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","Edge_Structure","2nd shipment ","220909_N17-SVR-VN-17_MH"
"696b1428-fefd-4930-9d3b-4da20e60f716","","checklist-flat","work-in-progress","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","Edge_Structure","2nd shipment ","220819_N17-SVR-VN-13_MH"
"08aeca7d-a73b-464b-8929-e6c7f5b4ed93","","checklist-flat","work-in-progress","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","Edge_Structure","2nd shipment ","220802_N17-SVR-VN-10_MH"
"4c9a0993-b47e-45f8-988d-5941ee5cc9e9","","checklist-flat","work-in-progress","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","Edge_Structure","2nd shipment ","220802_N17-SVR-VN-11_MH"
"1a67ac1a-0641-4533-8b23-0de1f889db9e","","folder-normal","pass","","step","TRUE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler"
"48ee935a-2bd1-4384-945b-f68594c329c8","","folder-normal","pass","","step","TRUE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","1st shipment "
"62b338a8-f95b-474e-bc3a-484fecbec8a9","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","1st shipment ","Module 16- N17_GF_10_L_M1E1_20220531"
"88d28d1d-003f-4ac3-8f87-1f4584012e26","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","1st shipment ","Module 33 - N17_L1_02_L_M2C_20220531"
"bf6e45e0-68a0-4de6-a8bd-2afe876b46b3","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","1st shipment ","Module 48 - N17-L1-06-R-M2E1_20220531"
"ca98a43e-dd17-4191-9b7d-e1fcd1891ad2","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","1st shipment ","Module 55 - N17-L1-05-R-M1E1 - 20220531"
"c2ffe46e-15af-4605-9539-487f95b993cc","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","1st shipment ","Module 58 - N17-L1-01&15-R-M2B - 20220531"
"8fe5781e-a31d-4f2b-ab88-bfcf0491f7a8","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","1st shipment ","Module 64 - N17-L1-15-L-M1B - 20220531"
"e2f5a424-ee77-437e-a9a5-121c2cbf37a5","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","1st shipment ","Module 1 - N17-GF-02-L-M2E1 - 20220607"
"6e631525-b155-46ab-beba-36c6b3e64753","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","1st shipment ","Module 14 - N17-GF-08-L-M1E1 - 20220607"
"e1e44291-5ccd-47fb-9f11-f9d6b0eafae4","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","1st shipment ","Module 15 - N17-GF-09-L-M1E1 - 20220607"
"d0cb1aa5-5b55-49b3-9d2b-b27597e85452","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","1st shipment ","Module 18 - N17-GF-06-R-M3E1 - 20220607"
"7959bceb-592b-4ec4-9854-f87c26c23ed3","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","1st shipment ","Module 34 - N17-L1-03-L-M2C - 20220607"
"f59d719f-1c89-48c3-9067-5ae6350529d4","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","1st shipment ","Module 56 - N17-L1-06-R-M1E1 - 20220607"
"1bd9f704-a8f4-4591-8014-e166741edc5b","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","1st shipment ","Module 9 - N17-GF-08-L-M3E1 - 20220614"
"d9c6bc04-a1c1-476d-90fd-937116411b6c","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","1st shipment ","Module 10 -N17-GF-09-L-M3E1 - 20220614"
"2f68303d-d010-4d39-93f7-ea9766ed65cf","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","1st shipment ","Module 11 - N17-GF-10-L-M3E1 - 20220614"
"595308ee-71ef-4521-bada-d0ec5f79683f","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","1st shipment ","Module 20 - N17-GF-05-R-M2E1 - 20220614"
"0664f6d3-33a4-47e5-a162-ce232368529c","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","1st shipment ","Module 22 - N17-GF-07-R-M2F - 20220614"
"f5387f64-0e54-4d1d-8fc1-00e8bfb81f4e","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","1st shipment ","Module 66 - N17-L1-08-R-M2G - 20220628"
"572c3565-c951-4a5b-a862-8f19090544e6","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","1st shipment ","Module 67 - N17-L1-10-L-M2G - 20220628"
"894619f0-2fe0-4ede-b101-6d8fcdb13e1a","","folder-normal","pass","","step","TRUE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","2nd shipment "
"6c6c1a6d-bbcc-4fb9-b278-b623731f321c","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","2nd shipment ","Module 171 - N17-L4-06-R-M2F - 20220719"
"11790bcc-33cd-43ad-8d79-070f75b72aac","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","2nd shipment ","Module 175 - N17-L3-05-R-M1E1 - 20220719"
"43e2f861-df09-4abe-9198-0e1bf25e390d","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","2nd shipment ","Module 176 - N17-L3-06-R-M1E1 - 20220719"
"67bf2aac-dabc-4d41-b478-0b96c45c47ac","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","2nd shipment ","Module 178 - N17-L4-05-R-M1E1 - 20220719"
"d590bb24-79a6-49f8-97eb-425e541f8e21","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","2nd shipment ","Module 179 - N17-L5-03-R-M1E1 - 20220719"
"8ebe84aa-79b8-4c69-b631-eb9f3fb6ebe8","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","2nd shipment ","Module 200 -  N17-L4-08-L-M1G1 - 20220803"
"f7094bc5-ee07-45f0-afbd-14a24ceca21d","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","2nd shipment ","Module 202 - N17-L3-07-R-M1F - 20220803"
"ef92967b-03a4-4853-9597-77c0a2d1293f","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","2nd shipment ","Module 203 -  N17-L4-06-R-M1F - 20220803"
"8a365745-dd92-4a2c-8cb3-89276feae3d1","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","2nd shipment ","Module 204 -  N17-L5-05-R-M1F - 20220803"
"bb357f99-f127-4fb9-9e01-3aadefe7faf6","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","2nd shipment ","Module 206 -  N17-L4-07-R-M3G - 20220803"
"c9a70352-61ca-47c2-910d-c17d00061556","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","AON_Sprinkler","3rd Shipment"
"b21589b2-8967-4732-b448-798f282aa94f","","folder-normal","pass","","step","TRUE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","RCI_Electrical"
"10ba5b2d-4aa8-41ed-9225-dcec52afd212","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","RCI_Electrical","Shipment Clearance"
"4379423d-ed12-49c0-9925-144c5af4d000","","folder-normal","pass","","step","TRUE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","Express_Plumbing"
"d6cfe644-b4f8-4804-9993-9c4f2f189b7b","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","Express_Plumbing","Record 20220718"
"83db7f05-5b83-453a-a919-7509777eb133","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","Express_Plumbing","Record 20220801"
"b6de6bb5-75a1-4d20-9e85-3f2221e02b51","","folder-normal","fail","","step","TRUE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","Drew_Weather"
"06b0238e-0cd4-4d0c-98c5-5c268c5e8676","","checklist-flat","fail","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","Drew_Weather","1st Shipment "
"4d2e7401-e599-45bb-9d7f-400363c4d068","","folder-normal","work-in-progress","","step","TRUE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","BC "
"ff2d39dc-8084-46f3-a6de-8c9ff165537b","","checklist-flat","work-in-progress","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","Consultants Inspection Records","BC ","Record 20220714"
"7e0a1ea2-ba40-4b49-9998-cee69a8d9424","","folder-normal","work-in-progress","","step","TRUE","FALSE","Material Inspections Reports"
"e9b8a3e1-081b-41eb-ada4-a5f1cf1f2aa1","","folder-normal","work-in-progress","","step","TRUE","FALSE","Material Inspections Reports","1. Structural Materials"
"cc3a7fd4-f077-4254-991e-040d05d4f654","","folder-normal","pass","","step","TRUE","FALSE","Material Inspections Reports","1. Structural Materials","1. N17"
"bc7854df-ac0a-416a-9fca-1281928f3830","","folder-normal","pass","","step","TRUE","FALSE","Material Inspections Reports","1. Structural Materials","1. N17","Community"
"927814f3-37c3-4e79-83b8-ebdbb8d1a683","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","Material Inspections Reports","1. Structural Materials","1. N17","Community","1. C-200x80x7.5x11_SS400"
