"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"eaeb3639-144c-4697-ba9a-eb9d347b0985","","checklist-flat","not-started","62704a049dd677552a734504db8d241c90c356cc5b215f556be0ff7a150d0d41","checklist-flat","FALSE","FALSE","Job Details"
"c65b507f-3bb8-480c-9777-5c71c1f90f41","","checkpoint-status","not-started","","","FALSE","FALSE","Job Details","Project details entered below"
"826e6c0f-1aa7-4d76-b08b-09d7d08b7995","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture"
"6890135a-01e0-4436-b4c0-fe5c091ead45","","checklist-sectioned","pass","2e38763aea9cfef5386e9c397d1b9c4d03d3f1e56a7b082a6dc0712abde9da76","checklist","FALSE","FALSE"," Precast Manufacture","Weld plate details"
"28b4f8b6-fbe3-49cd-8f77-a6793d29e5ae","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Weld plate details","weld plate details"
"2f69b0d6-f8c0-4a0a-b7f4-9245feef965e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Weld plate details","weld plate details","Edge Detail"
"69a57162-2217-4b11-84ba-f0a9082283d9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Weld plate details","weld plate details","Bar Projections"
"64886292-4cda-494d-ba08-f4ddc86592f4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Weld plate details","weld plate details","Cast in items"
"ac8b4463-8b3f-4039-a39f-94995bd1002b","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture","LOT - 1"
"42426843-cee5-4976-b058-8a73cad6be23","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 1","Panel - 1P01"
"8e42227e-8431-4a78-b6e5-8eec45c46944","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P01","Pre-Pour Check"
"6af68091-ff7a-519c-9fbd-b4549d844a92","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P14","Concrete Works","Bridgeman Sample Taken"
"9f650ee0-a525-57eb-8bf4-1327dbb0630b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P14","Concrete Works","Supervisor Approval"
"aa2f9012-f4d9-52fb-89d9-38b7eb51e52c","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P14","Post Pour Check"
"331184c7-c390-5c96-a2e4-8592a3d7434c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P14","Post Pour Check","Edge Detail"
"21124334-c79a-5202-b835-61a67e4d2440","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P14","Post Pour Check","Bar Projections"
"9bc5f834-d91e-520e-99f8-4b760bd32131","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P14","Post Pour Check","Cast in items"
"48b60a1c-02cc-5feb-b5fc-1681d192fcc1","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P14","Stripping and Stacking"
"3dd5e017-50c3-51a3-8b6f-9be67a4bdc37","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P14","Stripping and Stacking","Stripping & Stacking"
"19fcb7b3-8af5-49f5-aac9-acdb3942dc5d","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 2","Panel -2P15"
"e19941a9-f2b4-51b9-9b99-193864289bd3","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P15","Pre-Pour Check"
"c3dfda10-e700-5fee-8b9d-4c19d3971d67","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P15","Pre-Pour Check","Dimensions"
"94572fe7-301a-5891-b607-03d82d3d2502","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P15","Pre-Pour Check","Mould Clean"
"b361dfe0-b6cd-57b7-a44c-b6601f2c24fd","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P15","Pre-Pour Check","Mould Oiled"
"c3316e89-9041-54c0-b04c-bb05d6df9fc5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P15","Pre-Pour Check","Mould - Workmanship"
"f0da667f-b77b-5ccc-a65a-d8724eaca0f4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P15","Pre-Pour Check","Reinforcing"
"d799c4d5-1e43-59b1-b2ea-76037a205f01","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P15","Pre-Pour Check","Cast In Items"
"4b5a02c6-615b-59e7-ad74-94342d6da75d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P15","Pre-Pour Check","Marker Position and No."
"500d0b0d-646c-5f84-8d31-c8ba186a0dd9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P15","Pre-Pour Check","Make mould to Green Status"
"e5e170d6-8d95-59dc-8b32-91df0e0f6351","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P15","Concrete Works"
"5b9d45c8-5ace-5a25-887b-51fccba0b44c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P15","Concrete Works","Concrete Works Details"
"25f7fb59-58a8-5cbb-bb33-f54c66024af6","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P15","Concrete Works","Wilco Sample Taken"
"d150ca6e-1dda-5ed7-a98b-e973b58add06","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P15","Concrete Works","Bridgeman Sample Taken"
"75c6f46e-460b-590b-955d-41a7ab4dcb33","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P15","Concrete Works","Supervisor Approval"
"f63e1b18-0639-5b98-b27e-169f2084f0b8","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P15","Post Pour Check"
"a9a89609-b226-5809-85ea-61238891666f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P15","Post Pour Check","Edge Detail"
"dade88a3-7593-588d-8654-10d96afaf09e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P15","Post Pour Check","Bar Projections"
"a252e6bd-9b2e-5456-903e-47ad6fb3d568","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P15","Post Pour Check","Cast in items"
"b37b876a-b028-5e16-ad37-88d68db492e6","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P15","Stripping and Stacking"
"8dd0ba92-e81a-5b74-ba7c-29cf891a30f4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P15","Stripping and Stacking","Stripping & Stacking"
"01e3e6f6-a42b-4bab-acbc-595573910d9e","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 2","Panel -2P16"
"a7f9b80b-ea27-579d-9bfe-c70baaf44046","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P16","Pre-Pour Check"
"5bdeebe3-1b47-52ae-8656-10799c5e3e9e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P16","Pre-Pour Check","Dimensions"
"7b741614-98cf-577a-bf51-1edca51bc433","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P16","Pre-Pour Check","Mould Clean"
"9bc1184a-5f06-53c7-8b52-2762df89a8c3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P16","Pre-Pour Check","Mould Oiled"
"3bd37bca-a797-57e5-a279-b46be58f0ba5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P16","Pre-Pour Check","Mould - Workmanship"
"1613c04f-3afc-5b1b-bcd7-61cdb58fbebc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P16","Pre-Pour Check","Reinforcing"
"b1a8adfb-005d-57a1-a7e2-fb6bf53fe091","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P16","Pre-Pour Check","Cast In Items"
"cf2869b0-683d-5cbd-b4a3-6e29bc899682","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P16","Pre-Pour Check","Marker Position and No."
"4f41fdf4-f9b9-59a9-a23b-224f27d44555","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P16","Pre-Pour Check","Make mould to Green Status"
"ccfe84bf-8d6c-5ef5-9cf6-18e501cf8643","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P16","Concrete Works"
"30269f6d-28e4-509d-afa5-f88aa5b53088","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P16","Concrete Works","Concrete Works Details"
"e77ae2ce-840f-530d-847f-ae11af4b7e7d","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P16","Concrete Works","Wilco Sample Taken"
"d7fc7e2b-34e4-5016-a5f6-6b5b1d9a2bdb","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P16","Concrete Works","Bridgeman Sample Taken"
"8fe49266-cf93-5e23-a860-fe4b4bc9eee8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P16","Concrete Works","Supervisor Approval"
"0a973f60-0f25-52f4-bb68-6da79e5a278f","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P16","Post Pour Check"
"4eb5eec4-87e4-5a61-9769-b465779e3d0b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P16","Post Pour Check","Edge Detail"
"12efea28-d6a3-5da1-8414-2018d480f032","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P16","Post Pour Check","Bar Projections"
"3fc3c5f8-04fd-5c35-a130-73a138f02f35","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P16","Post Pour Check","Cast in items"
"51bc0994-ca82-5d73-b69d-e0b29483c359","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P16","Stripping and Stacking"
"d5e7a809-b2f4-563a-b2e1-883320951e96","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P16","Stripping and Stacking","Stripping & Stacking"
"a3623412-a65a-4b85-bbd8-e979a714eaad","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 2","Panel -2P17"
"8dc8a7ac-5134-5966-bfcb-abd98f0917a0","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P17","Pre-Pour Check"
"6b28312d-cbd4-5086-9140-0d9d1d545b00","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P17","Pre-Pour Check","Dimensions"
"62c43e04-29d0-556a-9c0e-6595dd42a36f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P17","Pre-Pour Check","Mould Clean"
"5dc86895-8e29-54c3-943a-5f9c98013af7","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P17","Pre-Pour Check","Mould Oiled"
"8f6f9346-a542-5f72-8848-9ec7b02000c5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P17","Pre-Pour Check","Mould - Workmanship"
"318596ea-8ab2-5875-b7f0-088b2b0eaa9d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P17","Pre-Pour Check","Reinforcing"
"6670a420-b819-51ca-8fd3-b89448613949","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P17","Pre-Pour Check","Cast In Items"
"a73d1c79-cdf4-5b1a-805b-9f78b169c152","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P17","Pre-Pour Check","Marker Position and No."
"9f0092e3-7d03-53e2-a023-9209ac32de85","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P17","Pre-Pour Check","Make mould to Green Status"
"54bb89c1-a7c5-52a6-9201-aec314954c21","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P17","Concrete Works"
"3cf59493-77d3-5788-ae4b-b1a95581392c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P17","Concrete Works","Concrete Works Details"
"aeaccf25-6b15-5fc8-b9d8-4a6e89ac20b0","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P17","Concrete Works","Wilco Sample Taken"
"0fbdeddc-252a-518a-a95a-c702604e9b25","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P17","Concrete Works","Bridgeman Sample Taken"
"ee5d4eda-037b-5890-9e39-ec464161ab7c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P17","Concrete Works","Supervisor Approval"
"437e1a68-a2fb-5ea7-b36f-6464ea62ec97","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P17","Post Pour Check"
"5668d394-0b1d-5d76-b171-9695f10961c0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P17","Post Pour Check","Edge Detail"
"734f7456-fc74-5000-978f-fd4733d3cb10","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P17","Post Pour Check","Bar Projections"
"2b60918b-a728-5c1e-89be-6d202691e56c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P17","Post Pour Check","Cast in items"
"a449d308-9ab9-5602-8d86-aeeff8ad3e50","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P17","Stripping and Stacking"
"2be05d4a-84ff-54d7-aff4-ba6cd1621fb0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P17","Stripping and Stacking","Stripping & Stacking"
"a88c4fc6-0e17-409f-93e5-2b10774f388c","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 2","Panel -2P18"
"55d5315c-1010-5365-8c6d-c4979e0d455c","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P18","Pre-Pour Check"
"3d1ac294-452d-5da2-aba6-d325f197373d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P18","Pre-Pour Check","Dimensions"
"5a92023b-bea6-5a05-aaa6-0eda12bde0ff","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P18","Pre-Pour Check","Mould Clean"
"241f491d-2f44-5133-bef8-5814e647ec25","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P18","Pre-Pour Check","Mould Oiled"
"866b5aab-c5c1-57b2-9466-55f4af176ba6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P18","Pre-Pour Check","Mould - Workmanship"
"de6e5307-8a35-59fc-a4bd-362a0d49808d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P18","Pre-Pour Check","Reinforcing"
"c560ad9a-32ce-5016-af94-b86602f6994b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P18","Pre-Pour Check","Cast In Items"
"a6f346ea-24fd-5c14-8ee4-bef16c5b6859","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P18","Pre-Pour Check","Marker Position and No."
"61a5be35-ad79-5198-bb05-018f1d97e186","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P18","Pre-Pour Check","Make mould to Green Status"
"bbb642e3-f326-5007-b8e7-7471e9101a30","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P18","Concrete Works"
"47913bf9-d3a5-5942-8181-624291f9233a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P18","Concrete Works","Concrete Works Details"
"8d407ad8-6b11-5298-8fac-0ff8d0fe2d87","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P18","Concrete Works","Wilco Sample Taken"
"31c7d0be-8d82-509b-890a-368a15724db0","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P18","Concrete Works","Bridgeman Sample Taken"
"7884191a-db5e-5a5c-9cec-0837aafde084","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P18","Concrete Works","Supervisor Approval"
"16993f9a-db79-59e9-9246-5164eee147da","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P18","Post Pour Check"
"4f5c8829-7503-5aec-8586-7c13071221e0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P18","Post Pour Check","Edge Detail"
"3b141b1a-518f-5cf1-8aee-da19261323c3","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P18","Post Pour Check","Bar Projections"
"fb2f1d33-7c1e-5d03-a059-b4b7f382ef71","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P18","Post Pour Check","Cast in items"
"28c412d3-e2a2-5aeb-bc31-a33c3f21c862","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P18","Stripping and Stacking"
"5a844d9e-6737-5f3b-9ba4-8ac1e3225c24","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P18","Stripping and Stacking","Stripping & Stacking"
"0421f3cc-9eb7-4147-968b-f019d834e0d7","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 2","Panel -2P19"
"99e0764c-1b9f-5899-a13b-4fc6bc44d5be","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P19","Pre-Pour Check"
"b6cc8c85-1b9c-52e6-9985-6449e13053a9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P19","Pre-Pour Check","Dimensions"
"66c38be4-22c4-5ba3-b60c-774b146a2531","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P19","Pre-Pour Check","Mould Clean"
"59c107c8-58eb-5f33-ac29-c1948ff0f91c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P19","Pre-Pour Check","Mould Oiled"
"f11df535-9bef-52ea-8045-c97fb4e2f5b3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P19","Pre-Pour Check","Mould - Workmanship"
"13250aa5-fc42-545a-81e1-531cf585260c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P19","Pre-Pour Check","Reinforcing"
"1ebec3f7-79e0-5b7f-b734-49d93c250407","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P19","Pre-Pour Check","Cast In Items"
"f1c993ef-37e8-54a3-ad2a-e669a5dcaac8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P19","Pre-Pour Check","Marker Position and No."
"fa7488df-2bba-5be7-8656-a8a999f6c799","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P19","Pre-Pour Check","Make mould to Green Status"
"07ffbcc7-a56f-56d8-9ea5-b9b42ec5b977","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P19","Concrete Works"
"8a18c76a-4f8b-5088-ba7c-c18d11d3e1d2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P19","Concrete Works","Concrete Works Details"
"f77f771c-bc5c-58d9-8e58-645de7f06cd5","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P19","Concrete Works","Wilco Sample Taken"
"3e1d0ae6-56b2-5ad7-8b2f-b0d602ba859d","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P19","Concrete Works","Bridgeman Sample Taken"
"abfadfe6-e104-5759-b9f9-c4600e77e925","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P19","Concrete Works","Supervisor Approval"
"131c50ad-0569-5dc1-adc7-c837a66337d1","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P19","Post Pour Check"
"fbf24cc9-d389-54f9-adcf-1925f7f502a1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P19","Post Pour Check","Edge Detail"
"556ea92e-7f70-55b4-b166-05ef5b3de04e","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P19","Post Pour Check","Bar Projections"
"6b563bff-f771-5f43-b962-b66f2d2dab91","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P19","Post Pour Check","Cast in items"
"49c97d24-297c-5cb3-baa5-3fcda022d12f","","checkpoint-group","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P19","Stripping and Stacking"
"f798e0b7-bb01-5c31-bb67-77317602fa92","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P19","Stripping and Stacking","Stripping & Stacking"
"76486c17-61a2-4de5-b12d-9cc91d72659f","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 2","Panel -2P20"
"77936a0e-81c1-5dea-91a7-e93b21a7ac09","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P20","Pre-Pour Check"
"870fe331-00ba-54df-b473-c1a3d04e767b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P20","Pre-Pour Check","Dimensions"
"7d71de72-0d20-562c-a519-e89c66d89ac7","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P20","Pre-Pour Check","Mould Clean"
"04397e59-62c5-56c9-9a77-ac76490c1c40","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P20","Pre-Pour Check","Mould Oiled"
"734335b5-4ffa-547b-a9a2-c0e9eccba580","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P20","Pre-Pour Check","Mould - Workmanship"
"44c91154-2e2a-5ab3-98d4-48b2919009c0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P20","Pre-Pour Check","Reinforcing"
"3d340798-08fa-5d03-87d2-f3223632bf1c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P20","Pre-Pour Check","Cast In Items"
"f2257c8d-b054-57db-a875-576fd353f738","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P20","Pre-Pour Check","Marker Position and No."
"36b84c2a-2547-5fad-a9b8-182a1732ccfd","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P20","Pre-Pour Check","Make mould to Green Status"
"14168076-2e02-5ad5-bc70-df8b7d8c3497","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P20","Concrete Works"
"ea244115-cece-50ab-900b-bb9a444c66c2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P20","Concrete Works","Concrete Works Details"
"4403731a-6b02-5e85-8354-00c2292e950c","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P20","Concrete Works","Wilco Sample Taken"
"0cc4ec65-aaf4-5385-a200-fe769e1570d7","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P20","Concrete Works","Bridgeman Sample Taken"
"4e0dbe29-9cb5-5613-a849-d469b5c8143b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P20","Concrete Works","Supervisor Approval"
"4c148eee-1bb3-5722-a65b-b596b44eedb3","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P20","Post Pour Check"
"6944d01f-376d-5e91-98c9-68a16f1fdac7","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P20","Post Pour Check","Edge Detail"
"6a3ab07e-6660-5a6e-86fa-7946167904d9","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P20","Post Pour Check","Bar Projections"
"5c3301d9-27f6-5c4b-abfe-24c3431d270a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P20","Post Pour Check","Cast in items"
"1de506cb-c0f6-57ce-a5a5-187adabfcf8b","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P20","Stripping and Stacking"
"074ed3e1-f22c-5ec0-aaf0-da8d5dee9cdb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 2","Panel -2P20","Stripping and Stacking","Stripping & Stacking"
"c9a08f36-6107-4038-9164-24f3298b5b95","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 2","Panel -2P21"
