"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d937442b-4018-4d42-b8c0-caadabe62c8a","","checklist-flat","not-started","Job Details","checklist-flat","FALSE","FALSE","Job Details"
"f1b556bb-9dec-4aca-8685-15e98b3e01f8","","checkpoint-status","not-started","Job Details:eb09983a-2e71-472e-90cd-231129859fcc","","FALSE","FALSE","Job Details","Project details entered below"
"007d726a-3616-4852-bfb6-5d460fec8746","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture"
"86ef93b4-c72f-49e8-b5f7-d07e54635616","","folder-normal","pass","","step","TRUE","FALSE"," Precast Manufacture","Barriers BR03"
"4a2e9eac-ddec-403c-8272-31a98f10fe36","","checklist-sectioned","pass","SYS - Add Panel (v2) [old version]","checklist","FALSE","FALSE"," Precast Manufacture","Barriers BR03","BR03-1"
"39034d2b-fcdb-46b5-801e-69896b03f25f","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-1","Pre-Pour Check"
"9ce37ddf-6620-5a05-b9df-a15ba6f4004f","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:697558e0-522e-4231-a857-e33ea4249422","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-5","Pre-Pour Check","Cast In Items"
"b63edc07-6aba-5b5a-a362-7fbf484b1a7f","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:f88df7c6-8851-42fe-ba1a-ce2eccad4958","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-5","Pre-Pour Check","Marker Position and No."
"c96868e7-0b71-5ba8-9189-f16e30fe2179","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:36ebd842-22b8-45bb-90b1-242be7619e65","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-5","Pre-Pour Check","Make mould to Green Status"
"16766ff6-0a26-5627-b7dd-53d6e53f5d6b","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-5","Concrete Works"
"586d2d27-b515-559a-a1e1-01b7a02a2036","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:ff615882-67b2-4134-b4df-7410118fcd9c","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-5","Concrete Works","Concrete Works Details"
"0282222d-6bab-5cc6-9660-db9bd03968ad","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:16dceb70-a166-4d30-9f94-d27fde296a23","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-5","Concrete Works","Wilco Sample Taken"
"773fb734-58be-5b17-853c-820375f505c2","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:a721c96c-029e-492e-ba0c-d17af09f439f","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-5","Concrete Works","Bridgeman Sample Taken"
"96bb58ff-d4dd-54c1-9720-804587759069","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:9ff58403-6c25-402b-9f37-2e287866b6fb","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-5","Concrete Works","Supervisor Approval"
"8f65edf7-41e2-5388-b8a8-54ac36663de0","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-5","Post Pour Check"
"11cdaef4-3eaf-50d1-b5b2-61ae4cb8243f","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:fc0c3f4a-d4f9-41dd-b546-1b983fbb307d","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-5","Post Pour Check","Edge Detail"
"4c2ea798-1c0f-58f8-97aa-8e658e8494f1","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:6e3f3f1e-8a20-4043-98be-48de49917aa9","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-5","Post Pour Check","Bar Projections"
"af3f27ce-d1b7-51f9-bde9-fdb7643c855c","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:ea59b6b3-498e-4f64-9c9c-32a14ddd6eb1","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-5","Post Pour Check","Cast in items"
"27f0d256-6fef-5eb2-bcf4-358f2ab1c6df","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-5","Stripping and Stacking"
"0074e5f8-c835-5702-b779-c0de6a747ab4","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086:065e5fad-f2ef-447f-a912-439dd75c83ed","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-5","Stripping and Stacking","Stripping & Stacking"
"f2bf635b-23a5-4432-9458-6b3493798064","","checklist-sectioned","pass","SYS - Add Panel (v2) [old version]","checklist","FALSE","FALSE"," Precast Manufacture","Barriers RW01","RW01-6"
"e2195495-f0f2-5243-a951-971d001ac4ac","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-6","Pre-Pour Check"
"59071a35-3c5b-53e4-8b36-0c2d0e85738e","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:5757d01a-c6a6-4582-b765-051563118a04","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-6","Pre-Pour Check","Dimensions"
"54b749a9-fbba-5f42-a6de-b1f74c9222a6","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:06437515-1423-488a-90d4-d2b8a66ff034","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-6","Pre-Pour Check","Mould Clean"
"e3bf66a3-c3e5-5026-be1d-cb3b34d663bb","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:cd9d17bd-fc50-4ad8-ab67-7a37a9afc275","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-6","Pre-Pour Check","Mould Oiled"
"a511e53d-bfb6-5a78-ab28-036842c50d57","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:fdff7411-3909-4be4-a089-3460d5def8be","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-6","Pre-Pour Check","Mould - Workmanship"
"ef0f067c-a8ec-5f8a-8bae-a1b14ce84a48","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:26f0370f-1702-41aa-9ef3-7b41a49d8593","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-6","Pre-Pour Check","Reinforcing"
"c3a32a9b-22c8-525d-a162-6f9a30da405e","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:697558e0-522e-4231-a857-e33ea4249422","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-6","Pre-Pour Check","Cast In Items"
"1d423867-44f7-5646-8613-2ae3a5f497b7","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:f88df7c6-8851-42fe-ba1a-ce2eccad4958","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-6","Pre-Pour Check","Marker Position and No."
"0a1d1b39-ae6d-5f8f-b4fe-60722870e967","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:36ebd842-22b8-45bb-90b1-242be7619e65","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-6","Pre-Pour Check","Make mould to Green Status"
"8a5e9fab-6873-5575-8641-1404c4f805d1","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-6","Concrete Works"
"4eb6dd3d-64f8-59fe-bbb9-b181db044398","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:ff615882-67b2-4134-b4df-7410118fcd9c","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-6","Concrete Works","Concrete Works Details"
"f477a9b0-9614-5b48-a431-c463586f1308","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:16dceb70-a166-4d30-9f94-d27fde296a23","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-6","Concrete Works","Wilco Sample Taken"
"c2244035-e26f-5e21-ad6c-bf1f45cd3852","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:a721c96c-029e-492e-ba0c-d17af09f439f","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-6","Concrete Works","Bridgeman Sample Taken"
"4027311a-4f82-5089-bd61-0b69d3cc64b7","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:9ff58403-6c25-402b-9f37-2e287866b6fb","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-6","Concrete Works","Supervisor Approval"
"ab84ebd5-eef0-56a7-919c-d28e1f5def24","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-6","Post Pour Check"
"1374625f-751b-59df-a91b-3788a97f6ec5","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:fc0c3f4a-d4f9-41dd-b546-1b983fbb307d","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-6","Post Pour Check","Edge Detail"
"fa6f7f2a-9d92-5679-9414-57acf10416c0","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:6e3f3f1e-8a20-4043-98be-48de49917aa9","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-6","Post Pour Check","Bar Projections"
"f1916c11-0795-58ef-975a-219f4227fbbe","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:ea59b6b3-498e-4f64-9c9c-32a14ddd6eb1","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-6","Post Pour Check","Cast in items"
"c474beb0-a3ab-5964-8315-230b628ce186","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-6","Stripping and Stacking"
"4b9c475b-5dee-56c0-a85a-09cb649e044a","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086:065e5fad-f2ef-447f-a912-439dd75c83ed","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-6","Stripping and Stacking","Stripping & Stacking"
"db598028-a423-4a84-b67d-b82a9b4e618f","","checklist-sectioned","pass","SYS - Add Panel (v2) [old version]","checklist","FALSE","FALSE"," Precast Manufacture","Barriers RW01","RW01-7"
"2b623c7d-50d0-5a5e-b302-6e87ad458d02","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-7","Pre-Pour Check"
"24c99805-0c26-52dc-b00f-ba7efb4bb774","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:5757d01a-c6a6-4582-b765-051563118a04","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-7","Pre-Pour Check","Dimensions"
"9a2281cd-c5d6-5dd2-a6fe-d9855a67123a","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:06437515-1423-488a-90d4-d2b8a66ff034","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-7","Pre-Pour Check","Mould Clean"
"5a0c7c9f-2064-5249-845e-47ff6a2d899b","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:cd9d17bd-fc50-4ad8-ab67-7a37a9afc275","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-7","Pre-Pour Check","Mould Oiled"
"289f9f39-5fae-5afb-9c78-a43bbcdb535b","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:fdff7411-3909-4be4-a089-3460d5def8be","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-7","Pre-Pour Check","Mould - Workmanship"
"6fa3c6ce-a726-50f3-9286-9c4617cc132f","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:26f0370f-1702-41aa-9ef3-7b41a49d8593","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-7","Pre-Pour Check","Reinforcing"
"0127b6de-3a70-5ae3-a293-9d3a053fbe2d","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:697558e0-522e-4231-a857-e33ea4249422","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-7","Pre-Pour Check","Cast In Items"
"1a6dbce8-6116-53d4-b45f-14a3ae96e7c5","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:f88df7c6-8851-42fe-ba1a-ce2eccad4958","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-7","Pre-Pour Check","Marker Position and No."
"58430e8b-a61f-5e7d-8423-890513520d29","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:36ebd842-22b8-45bb-90b1-242be7619e65","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-7","Pre-Pour Check","Make mould to Green Status"
"9ea44256-180f-5696-8d5f-defb719a1063","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-7","Concrete Works"
"6ca583b5-6024-5b1b-9c3a-9924e3db52e5","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:ff615882-67b2-4134-b4df-7410118fcd9c","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-7","Concrete Works","Concrete Works Details"
"21d3f3c6-4580-5b47-a489-25e87a4e6035","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:16dceb70-a166-4d30-9f94-d27fde296a23","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-7","Concrete Works","Wilco Sample Taken"
"73d86526-8da1-5338-87e8-8d37a27fa695","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:a721c96c-029e-492e-ba0c-d17af09f439f","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-7","Concrete Works","Bridgeman Sample Taken"
"c6b25e5c-0ee8-578d-a364-c1176cbee116","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:9ff58403-6c25-402b-9f37-2e287866b6fb","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-7","Concrete Works","Supervisor Approval"
"2005b2e2-9feb-5aa3-a234-f04153318ab9","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-7","Post Pour Check"
"ad01c4d9-e374-55ce-9c00-778317a89896","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:fc0c3f4a-d4f9-41dd-b546-1b983fbb307d","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-7","Post Pour Check","Edge Detail"
"644aa35c-fd02-59ff-a61e-b2a1b3b75644","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:6e3f3f1e-8a20-4043-98be-48de49917aa9","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-7","Post Pour Check","Bar Projections"
"7839069d-cc8a-5d59-bf2c-161c17b51db1","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:ea59b6b3-498e-4f64-9c9c-32a14ddd6eb1","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-7","Post Pour Check","Cast in items"
"dc4ec172-be52-5264-9f72-51435cd8ce12","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-7","Stripping and Stacking"
"3db729d5-690d-5c71-9225-f1ea6c5bebc7","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086:065e5fad-f2ef-447f-a912-439dd75c83ed","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-7","Stripping and Stacking","Stripping & Stacking"
"a4c8d9a2-4288-4052-b88f-316eb18380e4","","checklist-sectioned","pass","SYS - Add Panel (v2) [old version]","checklist","FALSE","FALSE"," Precast Manufacture","Barriers RW01","RW01-8"
"9d0fdb9b-0308-5ca1-a491-e9ad0d03a648","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-8","Pre-Pour Check"
"9f11f13f-f903-53cc-b0da-f391d0f31439","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:5757d01a-c6a6-4582-b765-051563118a04","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-8","Pre-Pour Check","Dimensions"
"af323ee7-239a-5eba-998a-22b28dc4450d","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:06437515-1423-488a-90d4-d2b8a66ff034","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-8","Pre-Pour Check","Mould Clean"
"28d5e2d7-d9b3-5e0e-9cb5-c3f0c0578587","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:cd9d17bd-fc50-4ad8-ab67-7a37a9afc275","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-8","Pre-Pour Check","Mould Oiled"
"c73a4668-8343-5d16-b93d-d6f75745c8b3","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:fdff7411-3909-4be4-a089-3460d5def8be","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-8","Pre-Pour Check","Mould - Workmanship"
"77aaacd7-eeb6-5318-b887-460493fb2b48","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:26f0370f-1702-41aa-9ef3-7b41a49d8593","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-8","Pre-Pour Check","Reinforcing"
"8a7026dc-8198-555a-8776-09e9ca19471a","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:697558e0-522e-4231-a857-e33ea4249422","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-8","Pre-Pour Check","Cast In Items"
"fed9927c-e5f4-576b-aa34-78cc08e87e88","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:f88df7c6-8851-42fe-ba1a-ce2eccad4958","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-8","Pre-Pour Check","Marker Position and No."
"6b9cc838-74b5-58c3-b240-16e690b71350","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:36ebd842-22b8-45bb-90b1-242be7619e65","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-8","Pre-Pour Check","Make mould to Green Status"
"056a2283-d26e-519a-a6d7-8919bd6b8a77","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-8","Concrete Works"
"cbad9ab9-b262-56b3-82d0-344551f13c8d","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:ff615882-67b2-4134-b4df-7410118fcd9c","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-8","Concrete Works","Concrete Works Details"
"c7033fcf-d53c-505b-8503-64f9fd9a43fe","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:16dceb70-a166-4d30-9f94-d27fde296a23","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-8","Concrete Works","Wilco Sample Taken"
"5e8c48d4-2209-57e4-a334-cdbc2749e963","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:a721c96c-029e-492e-ba0c-d17af09f439f","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-8","Concrete Works","Bridgeman Sample Taken"
"719ec496-afca-53e4-a142-a89e5f9669ed","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:9ff58403-6c25-402b-9f37-2e287866b6fb","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-8","Concrete Works","Supervisor Approval"
"4735262a-6f6a-54a1-90a7-4360af85ded3","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-8","Post Pour Check"
"7ada1ca8-d191-5775-b670-ec92998f6a2a","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:fc0c3f4a-d4f9-41dd-b546-1b983fbb307d","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-8","Post Pour Check","Edge Detail"
"8e81ab47-aa2b-5531-ae5d-c44c12af0cf6","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:6e3f3f1e-8a20-4043-98be-48de49917aa9","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-8","Post Pour Check","Bar Projections"
"938bbb8b-1dfb-5f0b-87e2-652aa9b0d0a8","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:ea59b6b3-498e-4f64-9c9c-32a14ddd6eb1","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-8","Post Pour Check","Cast in items"
"2cdc9397-af7a-5f33-b918-00bf1bbf85ef","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-8","Stripping and Stacking"
"4c42a9b4-61e2-5d75-8aa5-6d576818b9a0","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086:065e5fad-f2ef-447f-a912-439dd75c83ed","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-8","Stripping and Stacking","Stripping & Stacking"
"f0494d31-89ad-44f7-ad46-749586404bba","","checklist-sectioned","pass","SYS - Add Panel (v2) [old version]","checklist","FALSE","FALSE"," Precast Manufacture","Barriers RW01","RW01-9"
"8ef3e3bc-4c26-5d96-ac9a-d00b6656cf34","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-9","Pre-Pour Check"
"e5e5aff9-1ed5-5a53-ad4b-07936255ffcb","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:5757d01a-c6a6-4582-b765-051563118a04","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-9","Pre-Pour Check","Dimensions"
"2ea2481c-47b9-57de-8bf8-c33396aa4da6","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:06437515-1423-488a-90d4-d2b8a66ff034","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-9","Pre-Pour Check","Mould Clean"
"06681b94-79ea-5d75-9046-4a7077ae31a2","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:cd9d17bd-fc50-4ad8-ab67-7a37a9afc275","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-9","Pre-Pour Check","Mould Oiled"
"400275c1-67e9-51d4-99c9-b82a2bbf586d","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:fdff7411-3909-4be4-a089-3460d5def8be","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-9","Pre-Pour Check","Mould - Workmanship"
"5200b72b-e9da-5b0a-9c8e-40621f39f634","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:26f0370f-1702-41aa-9ef3-7b41a49d8593","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-9","Pre-Pour Check","Reinforcing"
"84d02b13-9d5c-53e0-b02d-6f95b3a97207","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:697558e0-522e-4231-a857-e33ea4249422","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-9","Pre-Pour Check","Cast In Items"
"e4020401-c5c4-5b5a-ac89-4a7d84b2e435","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:f88df7c6-8851-42fe-ba1a-ce2eccad4958","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-9","Pre-Pour Check","Marker Position and No."
"6f10529a-0d92-5fb9-9b61-25e345fd1889","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:36ebd842-22b8-45bb-90b1-242be7619e65","","TRUE","TRUE"," Precast Manufacture","Barriers RW01","RW01-9","Pre-Pour Check","Make mould to Green Status"
