"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6aa6e359-a16c-457b-9e87-d1a59ff65e75","","folder-normal","not-started","","step","TRUE","FALSE","Project QA"
"bf75550f-602e-4239-b045-1dfd91e570a9","","checklist-flat","not-started","Underslab Checklist","checklist-flat","FALSE","FALSE","Project QA","Underslab"
"ed04fbe5-f3cc-51ae-aeae-a78b35c80531","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Underslab","Pipework Material as specified/scheduled/drawn"
"fe82b198-6e7a-5717-ac45-bdfa635bed45","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Underslab","Grid lines and fitting dimensions confirmed"
"b2699167-5109-534a-80e7-71b5000e6b78","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Underslab","Drain invert checked"
"b54294fd-c8a8-5b8b-ab6f-9f45885dca54","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Underslab","Gully position checked"
"d07e01f6-f8dd-5cfa-a83b-5914b51b094c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Underslab","Floor levels established"
"8aeff24c-6f25-5cc8-bed7-761b131128d0","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Underslab","Falls checked"
"7c6be5a1-fd50-51cc-9b53-81701ac92671","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Underslab","Drainlayer/Plumber interface Points established"
"72610179-752b-51c3-81fe-5c778a24eab9","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Underslab","Penetrations co-ordinated with main contractor"
"68daeda3-24cd-536d-8d49-ffd815bef6e1","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Underslab","Pipework backfilled correctly"
"8571f999-2aa5-54ba-9b74-d33bafbdfb8c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Underslab","Identification strip installed if required"
"4145ed49-dfe8-5202-b8bb-34ce15574ee9","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Underslab","Open ends of pipework capped off to prevent dirt ingress"
"1fe7b5d4-68f8-58ec-8c8e-3b8710648171","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Underslab","Work completed and photos attached"
"c0148957-e83e-57e0-b0b9-2c8cf22dc67b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Underslab","Area left clean and tidy"
"c5bab25e-23ed-44b5-880a-9808c398f1df","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Preline"
"a2c38a24-de13-40f1-b2ad-980c8b07ccde","","checklist-sectioned","not-started","Preline Checklist","checklist","FALSE","FALSE","Project QA","Preline","Male bathroom"
"5a538f00-3d47-53d4-8a3d-aea6402ebffd","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Preline","Male bathroom","Preline QA"
"3d7edf82-4aab-599a-b51a-a7a3a2c95f1a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Wash Hand Basin","Waste connection watertight, plug supplied"
"7587be75-9517-5ec7-b970-31f74dc7949f","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Wash Hand Basin","Water connection watertight, tap secure"
"3ff2bef7-96a3-5004-ac5a-fd937784c1ec","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Wash Hand Basin","Hot & Cold waterflow satisfactory, no water hammer"
"9fbe769c-a2de-54bd-957a-80e78dc05872","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Accessible bathroom","Toilet"
"dc5a407e-e86f-521e-9eef-896fcb2f270a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Toilet","Securely fixed, silicone at floor"
"50f19b97-88dd-5fe1-ac66-69afabb502e5","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Toilet","Flush and cistern fill operation checked"
"1b8a7962-175c-5217-98ae-5f6fd8367fe8","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Toilet","Water connection watertight – cold water"
"4e6ebaed-e5ce-5720-a7b6-a8d9425c0564","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Accessible bathroom","Shower"
"f9ffbf7f-d37b-54c2-96d3-fcbd26cda6a3","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Shower","Hot & Cold waterflow satisfactory, no water hammer"
"c2ffc287-b9fa-5ed9-b371-bc68212d1e1a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Shower","Waste clear"
"876256cc-d98c-51e6-a14e-62d1c9e8b31a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Shower","Rail secure and hose/spray installed"
"d3a6b6f5-32e0-54a2-9d32-b1d33ed8e837","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Shower","Cover plate fixed securely"
"b203f18a-5030-5ea7-9efa-b99829d8679b","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Accessible bathroom","Bath/Shower"
"b1537f11-05d1-5814-be79-220aa4b4e150","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Bath/Shower","Waste clear, plug installed"
"7736c7be-1955-59c0-af84-931d93925f31","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Bath/Shower","Hot & Cold waterflow satisfactory, no water hammer"
"ac9b514f-fd4e-54dd-9e6f-4b2fb8bef0fb","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Bath/Shower","Cover plate/spout fixed securely"
"2c66900b-f5df-5751-8d1e-1978ea082b74","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Accessible bathroom","FWG"
"e3e9c605-aedc-580a-bf76-0150d5bd1fd2","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","FWG","Grate flush with floor or slightly below"
"3f7908e9-5ab8-5b7a-92d9-a4699aafe86d","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","FWG","Waste clear of debris"
"869c610b-dad4-5619-b4c7-e3df10fc8f1b","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Accessible bathroom","Amenity Areas / Kitchens etc"
"dc9338f3-3f7b-5c44-9378-6ef8f71ea554","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Amenity Areas / Kitchens etc","Hot & Cold waterflow satisfactory, no water hammer"
"88363baf-4171-590f-9688-ba235c4ae877","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Amenity Areas / Kitchens etc","Water connection watertight, tap secure"
"db0bd7aa-a805-5e58-9efa-7ac201cf4d82","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Amenity Areas / Kitchens etc","Waste connection watertight"
"56202d27-4001-533d-8d7f-40c993788690","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Amenity Areas / Kitchens etc","Dishwasher connection watertight"
"650739d9-904b-5e81-a1f7-10736b081f21","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Amenity Areas / Kitchens etc","Wastemaster connection watertight"
"cf081688-ef1a-5433-91ca-f1c1d7b8abc6","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Amenity Areas / Kitchens etc","Overflow connection watertight"
"85d17d76-67e2-5b5b-bebf-27b294c18dc5","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Amenity Areas / Kitchens etc","Waste clear, plug installed"
"c1b734da-60a7-5bbe-ae52-932f3b30d119","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Accessible bathroom","Urinal"
"db359c4a-5764-5f42-98fe-de5aad60a8e0","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Urinal","Urinal is installed/secure and siliconed"
"6a94931d-e61e-50df-b6a9-97bb8252c88e","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Urinal","Water connection is watertight"
"d3823727-591f-523e-a5bb-53852ee162db","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Urinal","Waste connection watertight"
"57239a6c-c11a-5876-8f32-d24c1db6941b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Urinal","Waste connection clear/drains efficiently"
"9eb8ffd6-c976-5440-b541-0c910cc0d3a4","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Urinal","Urinal flush sensor operating correctly"
"6f69dbfb-6ba8-5ad6-ab19-545efe40a691","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Accessible bathroom","Water Heater"
"53a716f0-fb89-50b0-9470-8813ecac87b9","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Water Heater","Seismic Restraints installed"
"26c1afba-c889-501f-af05-485f586dfd79","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Water Heater","Water meter installed"
"4a8a8060-5015-5bd4-94f4-366b5841a7bc","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Water Heater","Pipework securely fixed"
"d9b824d4-67bb-52b2-846e-7acf21dd86f6","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Water Heater","Waste connection watertight"
"62637707-5ea3-55b8-b8c4-8db2a51ba7ac","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Water Heater","Water temperature checked"
"59655b90-ef7a-5938-b4b2-f42ae2250f62","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Accessible bathroom","Handover"
"e8d61c14-9dc4-5505-8b36-3449636da6bc","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Handover","Area left clean and tidy"
"d6d2159f-ff9b-5d14-8517-827aacf3258a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Handover","ContractorVerification"
"326a41eb-7158-5279-8bfb-588c052dac37","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Handover","Main Contractor verification"
"991dbb00-9339-5f66-bdd3-ad1fab2ab67d","","holdpoint","not-started","","","TRUE","TRUE","Project QA","Fitoff","Accessible bathroom","Handover","Plumbing Complete"
"f9e0ba0e-d30d-4b92-bec1-d44adaab4f68","","checklist-sectioned","not-started","Fitoff Checklist","checklist","FALSE","FALSE","Project QA","Fitoff","Lunchroom"
"62956007-4515-59f2-baf5-eddeb4be95c0","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Lunchroom","Wash Hand Basin"
"b09129d0-0163-5311-8b36-599e0653b263","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Wash Hand Basin","Basin level and secure"
"aa086ca0-1c40-581b-850f-30dd8df8f4e6","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Wash Hand Basin","Waste connection watertight, plug supplied"
"40322406-7b23-576f-aa82-668eb3221504","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Wash Hand Basin","Water connection watertight, tap secure"
"a8a84cef-2f4f-5111-8794-a65486bbc966","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Wash Hand Basin","Hot & Cold waterflow satisfactory, no water hammer"
"93a05648-fd93-5f40-bf17-ef89fc610bc0","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Lunchroom","Toilet"
"03a35e5f-3978-5ec7-921b-f0f1983fdc38","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Toilet","Securely fixed, silicone at floor"
"df0aa48a-0a8d-5ac5-ab81-a8cee402fb17","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Toilet","Flush and cistern fill operation checked"
"ad4a30b7-cabb-519f-a42a-6532f424276a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Toilet","Water connection watertight – cold water"
"d52e63b0-8d4f-5865-bc7e-e0ff5efb8c63","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Lunchroom","Shower"
"0a00aea0-fe24-5689-b6f6-f4031ce8cf41","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Shower","Hot & Cold waterflow satisfactory, no water hammer"
"e2592f58-8161-5337-9d06-d54bdc3e0ccc","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Shower","Waste clear"
"104d88b0-cbaf-5267-b80f-87b039ed3b07","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Shower","Rail secure and hose/spray installed"
"5a69a762-3230-52f0-a20f-35e8497058c1","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Shower","Cover plate fixed securely"
"a2ac470c-fc85-5542-9c86-9c59bb7cd521","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Lunchroom","Bath/Shower"
"34eed461-dc96-5cd5-8eb0-95fee2f3a698","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Bath/Shower","Waste clear, plug installed"
"8d57cb8b-2c2f-5228-aacf-4abe5ea5d8d7","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Bath/Shower","Hot & Cold waterflow satisfactory, no water hammer"
"4b87298c-cd4c-5856-aff0-63b74d3374dd","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Bath/Shower","Cover plate/spout fixed securely"
"f8d6a8eb-7516-58f4-afe4-e0841a4c0273","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Lunchroom","FWG"
"deac027b-6285-595d-a5b9-6b1834a30e96","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","FWG","Grate flush with floor or slightly below"
"7271ca71-03b0-5e07-9051-53650323d8e2","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","FWG","Waste clear of debris"
"6dc5f88a-5c73-5878-8b6c-adb007527ebf","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Lunchroom","Amenity Areas / Kitchens etc"
"9efc0b45-f965-5ba2-a095-a6bf889c2a1e","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Amenity Areas / Kitchens etc","Hot & Cold waterflow satisfactory, no water hammer"
"ba318fd7-f619-59f3-92f1-0fa0854f0661","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Amenity Areas / Kitchens etc","Water connection watertight, tap secure"
"0572c289-74e8-5f15-836c-d3422f6884a6","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Amenity Areas / Kitchens etc","Waste connection watertight"
"8931dc94-84c9-5226-8eb1-3d5f03384f21","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Amenity Areas / Kitchens etc","Dishwasher connection watertight"
"f406fd60-c88b-575c-97c5-474f19bd9814","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Amenity Areas / Kitchens etc","Wastemaster connection watertight"
"96d9586e-8647-5c0e-b02c-f2d2e244b82b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Amenity Areas / Kitchens etc","Overflow connection watertight"
"687c8a6c-1ef0-5cd5-a2da-5c8e48c99bdc","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Amenity Areas / Kitchens etc","Waste clear, plug installed"
"64fc7eb9-9574-5866-8a10-1bc2aadb2dd5","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Lunchroom","Urinal"
"51de90a9-6240-55d2-a74d-5555d2504155","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Urinal","Urinal is installed/secure and siliconed"
"c2348270-340c-5ce8-8b90-b5d33f5055cc","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Urinal","Water connection is watertight"
"94eeef8d-6373-51a0-b932-3a010faccb97","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Urinal","Waste connection watertight"
"b8dba262-516f-5d39-92a9-463419d28579","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Urinal","Waste connection clear/drains efficiently"
"8e73c990-4931-5952-b90c-f0e00148ec54","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Urinal","Urinal flush sensor operating correctly"
"71ff8de7-5748-567e-844e-e5ac1f5646e9","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Lunchroom","Water Heater"
"3acf9ed6-d61f-5d3a-a7f6-a13221c44eba","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Water Heater","Seismic Restraints installed"
"0bb9800f-889c-56a2-807c-958a0d3a78e3","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Water Heater","Water meter installed"
"99dccae0-05da-5ed3-9467-5e9a8f0bd2e2","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Water Heater","Pipework securely fixed"
"d9cccf44-3fc6-5332-a846-e18ca0e27c32","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Water Heater","Waste connection watertight"
"f37b2850-69bd-53ec-840a-2183fc613840","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Water Heater","Water temperature checked"
"3d8c2509-3633-5a5a-8242-60b6b332274a","","checkpoint-group","not-started","","","FALSE","FALSE","Project QA","Fitoff","Lunchroom","Handover"
"3c26f714-9fb4-5d5b-972e-8515cf6a35ec","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Handover","Area left clean and tidy"
"26156166-1ed5-5cf5-9141-cddc62c2baab","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Handover","ContractorVerification"
"73a0d342-560f-53df-98a5-9f4aa55c238e","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Handover","Main Contractor verification"
"5f0c6463-cac2-5edd-9794-4b1b0eb5abc1","","holdpoint","not-started","","","TRUE","TRUE","Project QA","Fitoff","Lunchroom","Handover","Plumbing Complete"
