"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0a2ef68f-234f-4489-bf49-dbad693ac7dd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"0eed8881-9539-426c-ae07-54f99fd3fc01","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Documents for Reference"
"5a392417-1968-41f8-abb0-3ef9d1d26582","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Welder Certificates"
"10aded33-3c82-5163-80d4-c31281c16e56","","checkpoint-status","pass","Add Reference Document:ac683752-d805-4d0c-946f-7a5dfa54dcee","","TRUE","TRUE","Site QA","Documents for Reference","Welder Certificates","Please attach document here"
"146e238b-3017-4bf6-956c-4d5f0a72ff59","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Extruder Calibrations & Conformity"
"e5b52272-3964-5a06-8039-b9a81bc3178a","","checkpoint-status","pass","Add Reference Document:ac683752-d805-4d0c-946f-7a5dfa54dcee","","TRUE","TRUE","Site QA","Documents for Reference","Extruder Calibrations & Conformity","Please attach document here"
"00563a5c-4b02-4e95-9d5f-8cbd2c39a5bf","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Extruder Serial Numbers"
"36f526c9-4c51-587a-beca-717285bdd01f","","checkpoint-status","pass","Add Reference Document:ac683752-d805-4d0c-946f-7a5dfa54dcee","","TRUE","TRUE","Site QA","Documents for Reference","Extruder Serial Numbers","Please attach document here"
"d1532e47-1b04-43ad-8001-12fb6c49ddb8","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","LEISTER Tool Serial Numbers - Weldplast "
"7afb8a54-6a37-5ea0-a665-a777304edf49","","checkpoint-status","pass","Add Reference Document:ac683752-d805-4d0c-946f-7a5dfa54dcee","","TRUE","TRUE","Site QA","Documents for Reference","LEISTER Tool Serial Numbers - Weldplast ","Please attach document here"
"24eca42d-d299-4b34-903f-0909d118411c","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Goodburn Spark Tester"
"478d1a02-83ec-5a0c-9796-2d9fc6b36ec1","","checkpoint-status","pass","Add Reference Document:ac683752-d805-4d0c-946f-7a5dfa54dcee","","TRUE","TRUE","Site QA","Documents for Reference","Goodburn Spark Tester","Please attach document here"
"64829cba-c0ac-4a08-8bb7-80c892b7810c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings."
"c9a11949-58e8-42c9-811d-dfe8d22e3480","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500"
"9dbd897b-1d95-4bf5-8466-d8dbc9d6856c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","1 to 25"
"e66be270-6253-4536-8210-c9836126231d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","1 to 25","Prestart"
"7c5272c7-cc97-5f49-8334-b2e46e47bb1a","","checkpoint-status","pass","QA - Welding Record:423f5873-fbe5-4e1b-b327-dc533a9e98f2","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Welding Record - Phase 1","Ambient conditions"
"808664ff-9483-589a-ada8-21fbce368fc8","","checkpoint-status","pass","QA - Welding Record:adfb5182-35af-47a8-b94c-769660946539","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Welding Record - Phase 1","Panel"
"718cd0f4-44bd-5f4f-95c9-1dd82ae47189","","checkpoint-status","pass","QA - Welding Record:8f61b87b-422a-4555-abd5-31402321b485","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Welding Record - Phase 1","Welding parameters - Extrudate"
"8009891e-008a-53a8-bb90-9d5b0ed296e5","","checkpoint-status","pass","QA - Welding Record:01962c1b-4082-4fd0-81b7-716a30b77df9","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Welding Record - Phase 1","Welding parameters - Hot air"
"463304ca-ea8d-582a-acf3-2c018e770395","","checkpoint-status","pass","QA - Welding Record:a8ae7620-6f0a-4a8e-9840-1c23b707bd2b","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Welding Record - Phase 1","Welding parameters - Speed"
"4ab8d261-3c64-556c-badd-15b12315b3f8","","checkpoint-status","pass","QA - Welding Record:1d4bbbe4-7a6b-45ce-bbf4-32dee9b162a9","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Welding Record - Phase 1","General Comments"
"e6edd911-8998-4d86-adec-6ec33dd22a16","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Welding Record - Phase 2"
"83bab9b6-4c87-5dea-810b-55f21428295a","","checkpoint-status","not-started","QA - Welding Record:e6a6dc66-9fcd-4e2c-be20-c37655ebda69","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Welding Record - Phase 2","Rings"
"84168668-bfa8-51da-b9cd-cb1bfd399dd1","","checkpoint-status","not-started","QA - Welding Record:e4c8f605-3ee2-42b4-8adf-32d54b4455a7","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Welding Record - Phase 2","Material information"
"d60993e6-9b1b-507e-bfca-673e04ff90f3","","checkpoint-status","not-started","QA - Welding Record:423f5873-fbe5-4e1b-b327-dc533a9e98f2","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Welding Record - Phase 2","Ambient conditions"
"5ee513e5-ca38-5fe8-b539-07a16cc31fb6","","checkpoint-status","not-started","QA - Welding Record:adfb5182-35af-47a8-b94c-769660946539","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Welding Record - Phase 2","Panel"
"a6007559-8219-5508-99df-79f2e71faa1c","","checkpoint-status","not-started","QA - Welding Record:8f61b87b-422a-4555-abd5-31402321b485","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Welding Record - Phase 2","Welding parameters - Extrudate"
"9fff42f0-74fa-52c2-a5a7-76704bb293e3","","checkpoint-status","not-started","QA - Welding Record:01962c1b-4082-4fd0-81b7-716a30b77df9","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Welding Record - Phase 2","Welding parameters - Hot air"
"dc8b949c-b4e0-515a-8569-8be26ad2444e","","checkpoint-status","not-started","QA - Welding Record:a8ae7620-6f0a-4a8e-9840-1c23b707bd2b","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Welding Record - Phase 2","Welding parameters - Speed"
"e28ee5df-74c6-55f5-bd9a-89063a5e5661","","checkpoint-status","not-started","QA - Welding Record:1d4bbbe4-7a6b-45ce-bbf4-32dee9b162a9","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Welding Record - Phase 2","General Comments"
"96913869-5044-4e78-9cf3-7fe51a0f8417","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Electronic Testing - Phase 1"
"45cad2cc-855a-5928-9e18-aac10f22ded1","","checkpoint-status","pass","QA - Electronic Testing:0b2a8e1a-d192-45c7-8e94-1f70f08bc73b","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Electronic Testing - Phase 1","Weld shape - does the weld conform to the Variant 2 profile"
"f779be3b-85a8-5cb7-8a15-531cdae18f8f","","checkpoint-status","pass","QA - Electronic Testing:de8ed336-a93c-4dea-9eaf-149a255b5a4a","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Electronic Testing - Phase 1","Nominal thickness less than 6mm"
"35eeaa05-be6e-55cb-8b1e-0350eed7d6e5","","checkpoint-status","pass","QA - Electronic Testing:ec88f59f-2e4e-4649-bf4b-3888f94cd981","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Electronic Testing - Phase 1","Visual inspection complete"
"3dd58422-4b92-5531-b78c-23b48a1d922b","","checkpoint-status","pass","QA - Electronic Testing:19453674-2ea3-4669-9724-e1c6a622c590","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Electronic Testing - Phase 1","All joints within the requirements of DVS 2227-1 Variant 2"
"0fc2c847-2f71-5212-9209-55a93c3ce8df","","checkpoint-status","pass","QA - Electronic Testing:e51263d5-f9a7-4c9a-99bc-6b405e53f549","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Electronic Testing - Phase 1","Spark tester on site calibration completed every 2 days"
"a3a52097-cc80-56ab-8994-5aba49dcc082","","checkpoint-status","pass","QA - Electronic Testing:c8f16169-00ee-4bc2-87e2-d3f8dd5d9712","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Electronic Testing - Phase 1","Electronic leak testing (high voltage) carried out with Buckley's PST-100 spark tester"
"f1d04ecb-9494-5f89-b230-dba915c7ef20","","checkpoint-status","pass","QA - Electronic Testing:4d708c74-3dc3-4666-8af8-6f43e02c19a7","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Electronic Testing - Phase 1","Mark up panel layout of joints completed in Phase 1"
"4e33a0d4-3fb3-5e9d-ab26-99acffb33d8e","","checkpoint-status","pass","QA - Electronic Testing:15ea735b-3cff-4adf-8161-678694828b00","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Electronic Testing - Phase 1","Maximum asperities not greater than 6mm"
"7a594420-71f9-4001-8313-20c32ae4e384","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Electronic Testing - Phase 2"
"a8eaaf75-8248-5acf-83f4-db00457ccf68","","checkpoint-status","not-started","QA - Electronic Testing:0b2a8e1a-d192-45c7-8e94-1f70f08bc73b","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Electronic Testing - Phase 2","Weld shape - does the weld conform to the Variant 2 profile"
"629300d2-3b3f-5c6f-8891-3091b990bd11","","checkpoint-status","not-started","QA - Electronic Testing:de8ed336-a93c-4dea-9eaf-149a255b5a4a","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Electronic Testing - Phase 2","Nominal thickness less than 6mm"
"86b7eb48-8e8b-502c-9eb2-00ed811f0758","","checkpoint-status","not-started","QA - Electronic Testing:ec88f59f-2e4e-4649-bf4b-3888f94cd981","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Electronic Testing - Phase 2","Visual inspection complete"
"f2998677-c276-57dc-b43d-6f1b58bcb18c","","checkpoint-status","not-started","QA - Electronic Testing:19453674-2ea3-4669-9724-e1c6a622c590","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Electronic Testing - Phase 2","All joints within the requirements of DVS 2227-1 Variant 2"
"4b82aeaa-19bc-5611-b818-1e40ecefd58d","","checkpoint-status","not-started","QA - Electronic Testing:e51263d5-f9a7-4c9a-99bc-6b405e53f549","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Electronic Testing - Phase 2","Spark tester on site calibration completed every 2 days"
"6920f386-8cdb-56b1-a5d1-529418a684b2","","checkpoint-status","not-started","QA - Electronic Testing:c8f16169-00ee-4bc2-87e2-d3f8dd5d9712","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Electronic Testing - Phase 2","Electronic leak testing (high voltage) carried out with Buckley's PST-100 spark tester"
"153f9586-6233-5216-b36f-4caa87cced9a","","checkpoint-status","not-started","QA - Electronic Testing:4d708c74-3dc3-4666-8af8-6f43e02c19a7","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Electronic Testing - Phase 2","Mark up panel layout of joints completed in Phase 1"
"546b6b39-5a9a-5091-89f2-fc8ab8b2a46d","","checkpoint-status","not-started","QA - Electronic Testing:15ea735b-3cff-4adf-8161-678694828b00","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Electronic Testing - Phase 2","Maximum asperities not greater than 6mm"
"f1d4e04b-356e-4eab-ae4f-da01789eb94d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2001 - 2500","2051 to 2075","Defect Repair"
"f0d8eaf7-c305-4d73-be3c-add4a23fb90a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100"
"e65ba6df-d958-423c-b1b8-f4fb7eb7c0d5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Prestart"
"c5031575-3dee-43be-b9aa-8ff54ff1875b","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"913a91de-303e-5644-9234-8d9b4653eae9","","checkpoint-status","not-started","QA - Daily Prestart Checklist:b5a9a753-61bc-42fe-b0d6-ff4a0ccd84d1","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Prestart","Daily Prestart - Date: DD/MM/YYYY","Are all electrical tools and leads tagged and safe to use?"
"e4c786b3-5405-55ec-9b38-b8a52815d7b0","","checkpoint-status","not-started","QA - Daily Prestart Checklist:2fc64f3c-d7ac-4920-82dd-8a1b710f87d3","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Prestart","Daily Prestart - Date: DD/MM/YYYY","Has the Daily Calibration of the electronic spark tester been completed?"
"3bc1c122-4a98-5aca-a44c-f9045210c52c","","checkpoint-status","not-started","QA - Daily Prestart Checklist:3ec57a31-9037-4421-bd0b-faec769fe45c","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Prestart","Daily Prestart - Date: DD/MM/YYYY","Are the Extruders calibration certs current?"
"dfec6392-9bed-558e-b276-c5cdc359bd59","","checkpoint-status","not-started","QA - Daily Prestart Checklist:e17bf073-2d02-46c9-8a3b-418f00d7a739","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Prestart","Daily Prestart - Date: DD/MM/YYYY","Air temp"
"08eba2c2-f8d9-5356-8ea5-31b40da8cbfc","","checkpoint-status","not-started","QA - Daily Prestart Checklist:27784ca0-5eb6-484e-a63a-b04e192b8ba4","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Prestart","Daily Prestart - Date: DD/MM/YYYY","Surface temp"
"b30a5db4-3da6-57e3-a09c-e33834a0c18e","","checkpoint-status","not-started","QA - Daily Prestart Checklist:82347384-c20f-4eb9-a369-ec1e1106375c","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Prestart","Daily Prestart - Date: DD/MM/YYYY","Dew point"
"bd6b8015-8700-5e43-8d8a-34b81853c4ea","","checkpoint-status","not-started","QA - Daily Prestart Checklist:ce0ca008-93d1-42fc-b4c2-b41451486c2b","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Prestart","Daily Prestart - Date: DD/MM/YYYY","Trial weld completed sucessfully and numbered?"
"bb3d49ba-dfbc-409f-b340-654f7b15efe3","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Welding Record - Phase 1"
"eb24c2d1-6edc-513f-a43f-b59224cc4ecc","","checkpoint-status","pass","QA - Welding Record:e6a6dc66-9fcd-4e2c-be20-c37655ebda69","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Welding Record - Phase 1","Rings"
"8fdfc5e8-3a41-5022-9d47-447a8e020f4c","","checkpoint-status","pass","QA - Welding Record:e4c8f605-3ee2-42b4-8adf-32d54b4455a7","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Welding Record - Phase 1","Material information"
"1825207d-a65c-5623-8936-c19fb941042b","","checkpoint-status","pass","QA - Welding Record:423f5873-fbe5-4e1b-b327-dc533a9e98f2","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Welding Record - Phase 1","Ambient conditions"
"486db552-0286-5121-b01b-ebdb78d953ae","","checkpoint-status","pass","QA - Welding Record:adfb5182-35af-47a8-b94c-769660946539","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Welding Record - Phase 1","Panel"
"f18a7ef5-fe77-52bb-81a6-41d7646a2c7b","","checkpoint-status","pass","QA - Welding Record:8f61b87b-422a-4555-abd5-31402321b485","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Welding Record - Phase 1","Welding parameters - Extrudate"
"e2d55c37-4616-5048-bfc9-5fa4b85f806c","","checkpoint-status","pass","QA - Welding Record:01962c1b-4082-4fd0-81b7-716a30b77df9","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Welding Record - Phase 1","Welding parameters - Hot air"
"6f8107cf-d535-5e70-9e68-09fc2d93d0a1","","checkpoint-status","pass","QA - Welding Record:a8ae7620-6f0a-4a8e-9840-1c23b707bd2b","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Welding Record - Phase 1","Welding parameters - Speed"
"9fda993e-318e-5f0c-8b90-6e96a401e0bb","","checkpoint-status","pass","QA - Welding Record:1d4bbbe4-7a6b-45ce-bbf4-32dee9b162a9","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Welding Record - Phase 1","General Comments"
"7eea5d68-3233-4be5-b790-e9d884dfddbb","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Welding Record - Phase 2"
"5e4fef85-5cd5-5686-a46e-8e05474bc9b4","","checkpoint-status","not-started","QA - Welding Record:e6a6dc66-9fcd-4e2c-be20-c37655ebda69","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Welding Record - Phase 2","Rings"
"9d4e1f29-a8e6-5877-83da-fa4d4b28da2e","","checkpoint-status","not-started","QA - Welding Record:e4c8f605-3ee2-42b4-8adf-32d54b4455a7","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Welding Record - Phase 2","Material information"
"7573ecdb-f0e2-57e3-ba0e-73e93e2a0427","","checkpoint-status","not-started","QA - Welding Record:423f5873-fbe5-4e1b-b327-dc533a9e98f2","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Welding Record - Phase 2","Ambient conditions"
"8703118e-fb93-535d-9921-cf7ef41f8a82","","checkpoint-status","not-started","QA - Welding Record:adfb5182-35af-47a8-b94c-769660946539","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Welding Record - Phase 2","Panel"
"be3fdc99-1d24-5557-b545-1aa834fe12cb","","checkpoint-status","not-started","QA - Welding Record:8f61b87b-422a-4555-abd5-31402321b485","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Welding Record - Phase 2","Welding parameters - Extrudate"
"3eda75a3-bbd3-5c7b-b0fd-fcf90f94d451","","checkpoint-status","not-started","QA - Welding Record:01962c1b-4082-4fd0-81b7-716a30b77df9","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Welding Record - Phase 2","Welding parameters - Hot air"
"645329c1-864e-5632-be98-358edd01fa92","","checkpoint-status","not-started","QA - Welding Record:a8ae7620-6f0a-4a8e-9840-1c23b707bd2b","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Welding Record - Phase 2","Welding parameters - Speed"
"446b945e-5b69-5025-9f0d-92a6f8e14b0e","","checkpoint-status","not-started","QA - Welding Record:1d4bbbe4-7a6b-45ce-bbf4-32dee9b162a9","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Welding Record - Phase 2","General Comments"
"b5a16553-86ef-46d5-ba85-a35dbc6e43ec","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Electronic Testing - Phase 1"
"34184468-4ac8-57f6-bcdc-e35130133911","","checkpoint-status","pass","QA - Electronic Testing:0b2a8e1a-d192-45c7-8e94-1f70f08bc73b","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Electronic Testing - Phase 1","Weld shape - does the weld conform to the Variant 2 profile"
"5e1da486-92ac-5d5d-99b9-1e64d94e42f3","","checkpoint-status","pass","QA - Electronic Testing:de8ed336-a93c-4dea-9eaf-149a255b5a4a","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Electronic Testing - Phase 1","Nominal thickness less than 6mm"
"f30815e8-70e4-59a6-8a95-8d920fa763b6","","checkpoint-status","pass","QA - Electronic Testing:ec88f59f-2e4e-4649-bf4b-3888f94cd981","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Electronic Testing - Phase 1","Visual inspection complete"
"f433a5d6-ec27-578e-a397-cfed207b3c5c","","checkpoint-status","pass","QA - Electronic Testing:19453674-2ea3-4669-9724-e1c6a622c590","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Electronic Testing - Phase 1","All joints within the requirements of DVS 2227-1 Variant 2"
"f4b7724b-61e5-594c-8ea7-76404995d5e7","","checkpoint-status","pass","QA - Electronic Testing:e51263d5-f9a7-4c9a-99bc-6b405e53f549","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Electronic Testing - Phase 1","Spark tester on site calibration completed every 2 days"
"38ad4259-70f8-5bf3-aaef-285b418a53c4","","checkpoint-status","pass","QA - Electronic Testing:c8f16169-00ee-4bc2-87e2-d3f8dd5d9712","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Electronic Testing - Phase 1","Electronic leak testing (high voltage) carried out with Buckley's PST-100 spark tester"
"dbd368f8-9a2f-5853-8a3e-f5817a5c4acf","","checkpoint-status","pass","QA - Electronic Testing:4d708c74-3dc3-4666-8af8-6f43e02c19a7","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Electronic Testing - Phase 1","Mark up panel layout of joints completed in Phase 1"
"30568ae2-f495-59bb-ba21-0498a753f972","","checkpoint-status","pass","QA - Electronic Testing:15ea735b-3cff-4adf-8161-678694828b00","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Electronic Testing - Phase 1","Maximum asperities not greater than 6mm"
"0f049113-aaad-463b-89df-878b11e2365c","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Electronic Testing - Phase 2"
"97e247f4-fb4a-5587-92c0-7a5cb509961f","","checkpoint-status","not-started","QA - Electronic Testing:0b2a8e1a-d192-45c7-8e94-1f70f08bc73b","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Electronic Testing - Phase 2","Weld shape - does the weld conform to the Variant 2 profile"
"5a5ddac3-63db-5df2-ac46-f50c3dd81d4c","","checkpoint-status","not-started","QA - Electronic Testing:de8ed336-a93c-4dea-9eaf-149a255b5a4a","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Electronic Testing - Phase 2","Nominal thickness less than 6mm"
"721055c4-8779-5cac-a0db-2ff580b705a5","","checkpoint-status","not-started","QA - Electronic Testing:ec88f59f-2e4e-4649-bf4b-3888f94cd981","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Electronic Testing - Phase 2","Visual inspection complete"
"0081d7a2-318a-5095-9256-84aa17bd2d88","","checkpoint-status","not-started","QA - Electronic Testing:19453674-2ea3-4669-9724-e1c6a622c590","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Electronic Testing - Phase 2","All joints within the requirements of DVS 2227-1 Variant 2"
"e0395d89-55ad-58c5-b282-4e64728416c1","","checkpoint-status","not-started","QA - Electronic Testing:e51263d5-f9a7-4c9a-99bc-6b405e53f549","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Electronic Testing - Phase 2","Spark tester on site calibration completed every 2 days"
"3bebdf23-0cf3-5355-96fe-cfbd8fde1353","","checkpoint-status","not-started","QA - Electronic Testing:c8f16169-00ee-4bc2-87e2-d3f8dd5d9712","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Electronic Testing - Phase 2","Electronic leak testing (high voltage) carried out with Buckley's PST-100 spark tester"
"a1690958-b2d4-5a1a-b4e3-479b39418e8f","","checkpoint-status","not-started","QA - Electronic Testing:4d708c74-3dc3-4666-8af8-6f43e02c19a7","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Electronic Testing - Phase 2","Mark up panel layout of joints completed in Phase 1"
"0bfb5650-a251-54d1-a75c-70c89e82ed4c","","checkpoint-status","not-started","QA - Electronic Testing:15ea735b-3cff-4adf-8161-678694828b00","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Electronic Testing - Phase 2","Maximum asperities not greater than 6mm"
"f46fd9a6-faac-47df-8aeb-787c0dbf2d64","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Defect Repair"
"e0d5a455-9be8-4a8f-abd3-53b8534ac04a","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Daily Prestart - Date:4/8/23"
"c9390650-e7a2-574b-93c3-a6729a6cb4fc","","checkpoint-status","pass","QA - Daily Prestart Checklist:b5a9a753-61bc-42fe-b0d6-ff4a0ccd84d1","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Daily Prestart - Date:4/8/23","Are all electrical tools and leads tagged and safe to use?"
"61327d68-53eb-5853-8664-8da2dc97d177","","checkpoint-status","pass","QA - Daily Prestart Checklist:2fc64f3c-d7ac-4920-82dd-8a1b710f87d3","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Daily Prestart - Date:4/8/23","Has the Daily Calibration of the electronic spark tester been completed?"
"a3f7d25b-75a2-5a8b-b642-861167d17016","","checkpoint-status","pass","QA - Daily Prestart Checklist:3ec57a31-9037-4421-bd0b-faec769fe45c","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Daily Prestart - Date:4/8/23","Are the Extruders calibration certs current?"
"b56ce67d-999d-52e2-befb-dc8c06f1d519","","checkpoint-status","pass","QA - Daily Prestart Checklist:e17bf073-2d02-46c9-8a3b-418f00d7a739","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Daily Prestart - Date:4/8/23","Air temp"
"6d826b92-c06f-5b36-9397-e2f93002fc04","","checkpoint-status","pass","QA - Daily Prestart Checklist:27784ca0-5eb6-484e-a63a-b04e192b8ba4","","TRUE","TRUE","Site QA","Rings.","Rings 2001 - 2500","2076 to 2100","Daily Prestart - Date:4/8/23","Surface temp"
