"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0a2ef68f-234f-4489-bf49-dbad693ac7dd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"0eed8881-9539-426c-ae07-54f99fd3fc01","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Documents for Reference"
"5a392417-1968-41f8-abb0-3ef9d1d26582","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Welder Certificates"
"146e238b-3017-4bf6-956c-4d5f0a72ff59","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Extruder Calibrations & Conformity"
"00563a5c-4b02-4e95-9d5f-8cbd2c39a5bf","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Extruder Serial Numbers"
"d1532e47-1b04-43ad-8001-12fb6c49ddb8","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","LEISTER Tool Serial Numbers - Weldplast "
"24eca42d-d299-4b34-903f-0909d118411c","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Goodburn Spark Tester"
"64829cba-c0ac-4a08-8bb7-80c892b7810c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings."
"c9a11949-58e8-42c9-811d-dfe8d22e3480","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500"
"9dbd897b-1d95-4bf5-8466-d8dbc9d6856c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","1 to 25"
"57408717-8883-4737-a453-e1a14971c95b","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2501 to 2525","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"df7444e5-431a-4008-b73c-6cabb02ec22c","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2501 to 2525","Welding Record - Phase 1"
"7b35a085-59e9-4f6c-8282-5776467983a3","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2501 to 2525","Welding Record - Phase 2"
"62ecd17f-3667-4e97-af42-db112756e376","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2501 to 2525","Electronic Testing - Phase 1"
"13ff89a0-b86d-4944-ac38-7d2571136af2","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2501 to 2525","Defect Repair"
"24795f4f-8f2a-48d4-8248-f0c0f6b1b37a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2526 to 2550"
"2d768e60-c76a-4bf8-b311-be77939b4e75","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2526 to 2550","Prestart"
"a18aa513-7660-4278-b474-d38cde48c87f","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2526 to 2550","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"f8fd8337-e6b2-4672-a724-1cd2f88ce721","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2526 to 2550","Welding Record - Phase 1"
"56d5f5bc-a108-46cc-b1bd-735d8411f043","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2526 to 2550","Welding Record - Phase 2"
"093ca2d2-468a-4e86-bafd-895ee09e365b","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2526 to 2550","Electronic Testing - Phase 1"
"91ad3643-c8ff-4042-be33-4dda32c16623","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2526 to 2550","Defect Repair"
"46f299f9-aad4-43ae-8d18-6fd7a57d77c6","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2526 to 2550","Daily Prestart - Date:16/8/23"
"389edec2-ddab-4544-bf4c-b84774480c6d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2551 to 2575"
"b6285e0b-901d-4531-9830-abff628d4276","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2551 to 2575","Prestart"
"4a5b1a8b-05f9-4240-8749-19e13963a9a5","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2551 to 2575","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"971f7add-a503-4d85-b369-d327e48500e0","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2551 to 2575","Welding Record - Phase 1"
"03fc6021-4bd7-4cfb-803f-a13631ff37dd","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2551 to 2575","Welding Record - Phase 2"
"0d9d276b-a454-4407-8556-e6c5dcd2a9eb","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2551 to 2575","Electronic Testing - Phase 1"
"ae99c087-7026-414d-a5d2-f85c305de428","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2551 to 2575","Defect Repair"
"4df3a702-9147-4eda-a348-3ca10b06ae5e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2576 to 2600"
"71cf2a97-7750-4127-af95-c515c11010e1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2576 to 2600","Prestart"
"097f4450-6935-4917-b735-44055cbb4119","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2576 to 2600","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"d6bca152-e0e5-481a-9a62-2de3fa217ff0","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2576 to 2600","Welding Record - Phase 1"
"01965a51-8ee9-4a70-98bf-594850b0ada1","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2576 to 2600","Welding Record - Phase 2"
"518d8e16-6346-4cde-a6dd-eac2b8a5ea4c","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2576 to 2600","Electronic Testing - Phase 1"
"5d491623-4b96-4171-a63c-f7cfb6293e80","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2576 to 2600","Defect Repair"
"d708ec27-74f0-4a36-bbf6-9333515f7d93","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2576 to 2600","Daily Prestart - Date:17/8/23"
"fee5912c-94e1-4556-a47c-d89517553810","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2601 to 2625"
"aaf9cdab-daf3-45b7-ab85-04a2ef3a3ecb","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2601 to 2625","Prestart"
"dc99c7c7-4c84-4b49-ae24-c21c4b81ec1b","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2601 to 2625","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"0f7b04f4-7925-4f73-8deb-06f2ed250a06","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2601 to 2625","Welding Record - Phase 1"
"7942fdfd-4d77-4207-a6c7-5fbd28bc2071","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2601 to 2625","Welding Record - Phase 2"
"1622e0cb-0a34-4a1c-a863-441ffa392081","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2601 to 2625","Electronic Testing - Phase 1"
"d6a75dac-b0b0-4590-8252-5ac7f063ea8c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2601 to 2625","Defect Repair"
"e4ba9be8-5585-4e98-8f9c-a891ab1cadf4","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2626 to 2650"
"e0f6a68f-d8a8-4da1-b6c8-ebd406142417","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2626 to 2650","Prestart"
"49f66aa5-49ff-46a5-a9b2-e45712464d89","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2626 to 2650","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"b333444b-2240-443d-af4d-e0725f1e1a09","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2626 to 2650","Welding Record - Phase 1"
"037e5fd6-b684-4296-a7d7-3ac546838246","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2626 to 2650","Welding Record - Phase 2"
"755e3f40-8abb-4755-9a0e-b59d5f98954d","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2626 to 2650","Electronic Testing - Phase 1"
"8b728ef4-d522-4376-8249-5713a5597724","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2626 to 2650","Defect Repair"
"18b1a548-cb22-42e6-8c17-1cd4fa197c33","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2626 to 2650","Daily Prestart - Date:18/8/23"
"ffe308db-c4ec-4583-9e43-1d11dadc2d45","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2651 to 2675"
"3438cb12-0c18-480d-bdec-eafd7d3e0c4e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2651 to 2675","Prestart"
"6d54aa05-8e38-45bc-afbc-fc23d8b5708b","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2651 to 2675","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"0962e5eb-18c5-4745-b846-5f11ca5dad2d","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2651 to 2675","Welding Record - Phase 1"
"b05e88aa-7211-44fe-a80c-93326a89bf05","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2651 to 2675","Welding Record - Phase 2"
"fffbbe62-639a-467f-bb3c-1ffdbd13b14c","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2651 to 2675","Electronic Testing - Phase 1"
"8a7e1d25-1124-4880-912c-be9ecb88a33a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2651 to 2675","Defect Repair"
"5b6846a5-bc21-4501-a0ad-2ffbf539a2a7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2676 to 2700"
"95bc66ca-a63c-4711-903f-e2cb66c019fa","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2676 to 2700","Prestart"
"12a9e747-f82a-41e1-b71b-9ed95e876723","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2676 to 2700","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"b3858d10-7d64-4338-a13f-0c47f9acb708","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2676 to 2700","Welding Record - Phase 1"
"7b679d8c-38df-418e-96b6-5d3829d5f544","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2676 to 2700","Welding Record - Phase 2"
"20c9c04c-af2c-419b-92b5-d3d43b26e5d3","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2676 to 2700","Electronic Testing - Phase 1"
"a4b4ee49-f18e-4fa8-97c9-86ae599e06cc","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2676 to 2700","Defect Repair"
"4537944a-10b6-4c2b-99ea-a5c2baa3db09","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2676 to 2700","Daily Prestart - Date:21/8/23"
"a719b7f3-d7f7-4dee-a5e1-7ee883d7d0c4","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2701 to 2725"
"4904f0d4-2e83-445c-9a04-5f7bbbe8a4dd","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2701 to 2725","Prestart"
"6425e4e8-6696-4a10-97bf-811de7120a4a","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2701 to 2725","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"a8189fa6-aa0d-4bb8-8749-dbc59c7a00d0","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2701 to 2725","Welding Record - Phase 1"
"d0e12073-06ed-4627-87f1-8e91ead27d39","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2701 to 2725","Welding Record - Phase 2"
"a76c53f3-434a-4f23-9767-2ed287ecbeca","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2701 to 2725","Electronic Testing - Phase 1"
"b6bd6fd2-dbe1-4e9a-844b-5fd9a095da7c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2701 to 2725","Defect Repair"
"e74ae7ed-5746-4740-b947-e0b11353e236","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2701 to 2725","Daily Prestart - Date:22/8/23"
"c3d7f78e-ad09-41b7-ae57-9454e5e217c5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2726 to 2750"
"fcfb5eee-d492-4e35-97d7-7126f5949dce","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2726 to 2750","Prestart"
"ae730087-6cf0-402e-a2a1-800b757ff49b","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2726 to 2750","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"805c1c56-0759-497a-9d44-b99d67cad209","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2726 to 2750","Welding Record - Phase 1"
"53db19cf-a9e1-4f9e-a4c7-171d48fde52f","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2726 to 2750","Welding Record - Phase 2"
"2dad6758-5593-4145-941a-ed80f5c642c9","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2726 to 2750","Electronic Testing - Phase 1"
"d9a647d0-e7eb-488e-8609-00c36f61a97b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2726 to 2750","Defect Repair"
"429f3495-66f0-47da-aeae-f2ec6e06eced","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2726 to 2750","Daily Prestart - Date:23/8/23"
"dca9a240-5497-438d-9b08-01591232a706","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2751 to 2775"
"56d26d3b-e985-4825-956a-22cf3232b931","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2751 to 2775","Prestart"
"11151d13-1935-4856-80f1-a5b92a83d0b7","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2751 to 2775","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"7e8bb17a-75b8-49d2-af05-b7258d33651a","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2751 to 2775","Welding Record - Phase 1"
"40d1ce2d-cbeb-4164-8f07-e331662f0253","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2751 to 2775","Welding Record - Phase 2"
"08b90318-f242-4b91-b47b-a7eb4bb61aa3","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2751 to 2775","Electronic Testing - Phase 1"
"4e585763-de55-4eaa-96a2-5c711527846e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2751 to 2775","Defect Repair"
"024725c7-cb36-4180-a153-a5e534bf1523","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2776 to 2800"
"2490ec8c-6672-44ce-b5a6-0f241e0d9f26","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2776 to 2800","Prestart"
"c55b9fbf-58c1-45bf-903f-4708a3bd93bb","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2776 to 2800","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"629680ad-5fad-4734-a730-01c5c1e772e7","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2776 to 2800","Welding Record - Phase 1"
"a3fa4401-ee8b-40fd-af06-225fc85eefe2","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2776 to 2800","Welding Record - Phase 2"
"6a809018-6350-4787-abb8-58aafe60097f","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2776 to 2800","Electronic Testing - Phase 1"
"2420f767-fc4b-4fbd-8519-1cd769b178e7","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2776 to 2800","Defect Repair"
"0b6b0074-300c-46fa-852b-572416e798a2","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2776 to 2800","Daily Prestart - Date:24/8/23"
"c0bab7a0-7226-4e9c-821c-b0a550fb5714","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2801 to 2825"
"d948a753-2ed8-466d-90ca-ca14e87a04dc","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2801 to 2825","Prestart"
"5c4d4487-16bf-42dd-9da1-2c50a76634df","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2801 to 2825","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"fecb3975-70af-4a26-bca3-f4ae512648d2","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2801 to 2825","Welding Record - Phase 1"
"6eff1f0c-c0c0-4233-a94b-4d85da674e38","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2801 to 2825","Welding Record - Phase 2"
"df33101a-425a-4601-9a99-a08ecd7baac4","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2801 to 2825","Electronic Testing - Phase 1"
"8d712543-7613-4086-aece-db584556dd77","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2801 to 2825","Defect Repair"
"2fcfa484-8b63-47a8-9b6d-b3a891442263","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2801 to 2825","Daily Prestart - Date:25/8/23"
"bbfa8f4f-dc77-4f56-9e80-2f919995bf70","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2826 to 2850"
"ac85367e-d35b-4d5b-87ad-33285cc0cbb3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2826 to 2850","Prestart"
"cd451b67-d760-43ab-a3ed-8f17cba7d23f","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2826 to 2850","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"d912c06c-061c-43ba-b714-2688f0767bab","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2826 to 2850","Welding Record - Phase 1"
"e12d6e37-cd46-44b4-8ca1-863e825bfcc2","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2826 to 2850","Welding Record - Phase 2"
"d551f6cf-0697-4b97-ad65-30062a5c0fcf","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2826 to 2850","Electronic Testing - Phase 1"
"edc68461-6d89-47f9-a782-a11bf63983ea","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2826 to 2850","Defect Repair"
"6ccdec03-4128-4f17-90ac-48bca483c35a","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2826 to 2850","Daily Prestart - Date:26/8/23"
"a39c1454-3058-44a2-aad6-5d349772532b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2851 to 2875"
"59ad65d6-7b4f-465d-b80e-5b7ed3b587a0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2851 to 2875","Prestart"
"badb76f7-6fd6-4319-ae54-14858096d97b","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2851 to 2875","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"7495624b-49c7-4a35-a3e6-c951148c9fdf","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2851 to 2875","Welding Record - Phase 1"
"c3141c9f-eabd-4752-ad0b-cc97d6d24031","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2851 to 2875","Welding Record - Phase 2"
"86b047bb-9efe-4a35-927b-c86fbeabada5","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2851 to 2875","Electronic Testing - Phase 1"
"cbdae574-2ff6-4d85-9fef-96e0a2e69391","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2851 to 2875","Defect Repair"
"debbbb70-beca-498d-bdc4-73405a90619c","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2851 to 2875","Daily Prestart - Date:28/8/23"
"d2dad0b3-2c3e-436d-92b4-e996c3cdb157","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2876 to 2900"
"c6b75ef8-e80e-4760-8af1-2b34aa6c3e45","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2876 to 2900","Prestart"
"f4ae38fe-908a-4f41-ae5f-b06bad1ed1f3","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2876 to 2900","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"1f97b7d6-8ea6-4ef8-bfe0-5380ad64eedc","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2876 to 2900","Welding Record - Phase 1"
"2839bba6-1ca9-40a0-a9b9-c8b40d4f5ee0","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2876 to 2900","Welding Record - Phase 2"
"fa0d9e1e-8003-478f-afc2-330bb7b9f9dd","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2876 to 2900","Electronic Testing - Phase 1"
"edb61884-8b6c-4573-96ff-139c2f567e3b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2876 to 2900","Defect Repair"
"ae0b626d-a53f-4516-8317-63a8009f70f8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2901 to 2925"
"477a138c-7ad3-4850-83dd-4ca49840ff5e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2901 to 2925","Prestart"
"355ce109-ca78-4fea-98fc-9cb218f15b8c","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2901 to 2925","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"ddd40c0e-9d29-4c06-b98e-2b77f0f48482","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 2501 - 3000","2901 to 2925","Welding Record - Phase 1"
