type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id,,
label,Inspection: Key - O,,,,,,,,,
label,Inspection: By - IP / CR,,,,,,,,,
checkpoint,Timestamped photographs of flushing & short video clip as evidence - Engineer to Approve,,,,,,,,,
checkpoint,5.2 - reinstatement,,,,,,,,,
label,Inspection Point: Quality Control Activity - Disconnect Temporary Flushing Spool,,,,,,,,,
label,Acceptance Criteria - Flushing acceptance. Engineer / Client Approval,,,,,,,,,
label,Verifying Document - This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Verbal / Visual",,,,,,,,,
label,Inspection: Key - O,,,,,,,,,
label,Inspection: By - IP / CR,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,561483-ITP-004 - Pressure testing to re-commissioned water main,itp,,,,,561483-ITP-004 - DRAFT - Stoney Knowe pressure test - HOLD POINT,,,
section,SECTION 3 – RECEIVING INSPECTIONS,,,,,,,,,
checkpoint,3.1 - System Primary Flush,,,,,,,,,
label,Inspection Point: Quality Control Activity - Completion of system flush,,,,,,,,,
label,Acceptance Criteria - Completion of ITP 3,,,,,,,,,
label,Verifying Document - ITP3,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photo + Document",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,3.2 - System Pressure Pre -Test,,,,,,,,,
label,Inspection Point: Quality Control Activity - Ball valves to air vents are in the closed position,,,,,,,,,
label,Acceptance Criteria - 4.6.6 of Specification,,,,,,,,,
label,Verifying Document - Appendix E Specification,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Specification - Water Main Pressure Test Record",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP / CR,,,,,,,,,
checkpoint,3.3 - System Pressure Test,,,,,,,,,
label,Inspection Point: Quality Control Activity - Ball valves to air vents are in the closed position,,,,,,,,,
label,Acceptance Criteria - 4.6.6 of Specification,,,,,,,,,
label,Verifying Document - Appendix E Specification,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Specification - Water Main Pressure Test Record",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP / CR,,,,,,,,,
section,SECTION 4 – IN-PROCESS INSPECTIONS,,,,,,,,,
checkpoint,4.1 - System Pre- test,,,,,,,,,
label,Inspection Point: Quality Control Activity - Pre pressure test,,,,,,,,,
label,Acceptance Criteria - Pressure test - Pass.,,,,,,,,,
label,○ Pressure test value be determined by Engineer.,,,,,,,,,
label,○ Use method as outlined in specification section 4.6.6.1,,,,,,,,,
label,Verifying Document - Watermain Pressure test record - Attached,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual - monitor any pressure drop/time. Report any issues or concerns to Engineer",,,,,,,,,
label,Inspection: Key - A,,,,,,,,,
label,Inspection: By - PS / CR,,,,,,,,,
checkpoint,4.2 - System Pressure Test,,,,,,,,,
label,Inspection Point: Quality Control Activity - Pressure test,,,,,,,,,
label,Acceptance Criteria - Pressure test - Pass.,,,,,,,,,
label,○ Pressure test value be determined by Engineer.,,,,,,,,,
label,○ Use method as outlined in specification section 4.6.6.1,,,,,,,,,
label,Verifying Document - Watermain Pressure test record - Attached,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual - monitor any pressure drop/time",,,,,,,,,
label,Inspection: Key - A,,,,,,,,,
label,Inspection: By - PS / CR,,,,,,,,,
checkpoint-no-status,Note:,,,,,,,,,
label,Client or Clients Representative to be present to witness pressure testing. Test pressure to be confirmed by the Engineer,,,,,,,,,
section,SECTION 5 – FINAL INSPECTION AND HANDOVER,,,,,,,,,
checkpoint,5.1 - System Pressure Testing,,,,,,,,,
label,Inspection Point: Quality Control Activity - System Pressure Test - Pass,,,,,,,,,
label,Acceptance Criteria - Pressure drop is less than specified value,,,,,,,,,
label,Verifying Document - Watermain Pressure Test Record - Submitted,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Action/Visual/Issued document containing results/ Photograph",,,,,,,,,
label,Inspection: Key - A,,,,,,,,,
label,Inspection: By - IP / QE / CR,,,,,,,,,
checkpoint,Timestamped photographs of pressure gauge at critical stages to be submitted as evidence - Engineer to Approve,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,561483-ITP-005 - Re-Commissioned Water Main Disinfection,itp,,,,,561483-ITP-005 - DRAFT - Pipeline disinfection - HOLD POINT,,,
section,SECTION 3 – RECEIVING INSPECTIONS,,,,,,,,,
checkpoint,3.1 - System Pressure Test,,,,,,,,,
label,Inspection Point: Quality Control Activity - Completed installation Check all unions & Fittings are tight and leak free,,,,,,,,,
label,Acceptance Criteria - 4.6.7 of Specification,,,,,,,,,
label,Verifying Document - Appendix E Specification,,,,,,,,,
label,Frequency - Once - After Pre system commission checks have been observed,,,,,,,,,
label,"Inspection Type (Visual, other) - Specification - Water Main Pressure Test Record",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,3.2 - Drain pipeline of pressure test water,,,,,,,,,
label,Inspection Point: Quality Control Activity - Upon completion of pressure test,,,,,,,,,
label,Acceptance Criteria - 4.6.7 of Specification,,,,,,,,,
label,Verifying Document - Appendix E Specification,,,,,,,,,
label,Frequency - Post Pressure testing,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photograph",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,3.3 - Arrange for client attendance/witness,,,,,,,,,
label,Inspection Point: Quality Control Activity - During Disinfection process,,,,,,,,,
label,Acceptance Criteria - Client representative availability,,,,,,,,,
label,Verifying Document - DCC Approved Flushing & Disinfection of Water Mains - Document,,,,,,,,,
label,Frequency - Once - After completed checks,,,,,,,,,
label,"Inspection Type (Visual, other) - Attached Flushing & Disinfection Document",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
section,SECTION 4 – IN-PROCESS INSPECTIONS,,,,,,,,,
checkpoint,"4.1 - Ensure all pipe fittings, valves & other connections are tight and leak free (as per pressure test)",,,,,,,,,
label,Inspection Point: Quality Control Activity - At completiion of installation and prior to pressure testing,,,,,,,,,
label,Acceptance Criteria - Installation complete,,,,,,,,,
label,Verifying Document - Check list. Initial & Verification on the Schematic drawing,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual - monitor any pressure drop/time",,,,,,,,,
label,Inspection: Key - A,,,,,,,,,
label,Inspection: By - IP / SP,,,,,,,,,
checkpoint,"4.2 - Prepare to flush and disinfect new pipe, Fittings & pump",,,,,,,,,
label,Inspection Point: Quality Control Activity - Post pressure testing,,,,,,,,,
label,Acceptance Criteria - Pressure test - Pass,,,,,,,,,
label,Verifying Document - Pressure test - Pass,,,,,,,,,
label,○ Flushing & Disinfection of Water Mains Document,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Closed loop circulation as installed by Bruce Allan",,,,,,,,,
label,Inspection: Key - A,,,,,,,,,
label,Inspection: By - IP / SP,,,,,,,,,
checkpoint,4.3 - Calculate system volume to determine required chemical quantity.,,,,,,,,,
label,Inspection Point: Quality Control Activity - Pre-disinfect process,,,,,,,,,
label,Acceptance Criteria - Watermeter or calculation,,,,,,,,,
label,Verifying Document - NZS4404:2010,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual - Document volumes on client provided tdocumentation",,,,,,,,,
label,Inspection: Key - A,,,,,,,,,
label,Inspection: By - IP / SP,,,,,,,,,
checkpoint,4.4 - Undertake disinfection process,,,,,,,,,
label,Inspection Point: Quality Control Activity - Monitor circulation,,,,,,,,,
label,Acceptance Criteria - Monitor values (this may need done more than once due to age) to achieve acceptable level,,,,,,,,,
label,Verifying Document - Client FLUSHING & DISINFECTION OF WATERMAIN DOCUMENT,,,,,,,,,
label,Frequency - once - or more as required,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual, Document and photograph",,,,,,,,,
label,Inspection: Key - A,,,,,,,,,
label,Inspection: By - IP / SP,,,,,,,,,
section,SECTION 5 – FINAL INSPECTION AND HANDOVER,,,,,,,,,
checkpoint,5.1 - System Flush & Disinfect,,,,,,,,,
label,Inspection Point: Quality Control Activity - Upon successful pressure test,,,,,,,,,
label,Acceptance Criteria - NZS4404:2010,,,,,,,,,
label,Verifying Document - DCC Standard Flushing & Disinfection of Watermain document,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Action/ Visual/ Time/ Photograph",,,,,,,,,
label,Inspection: Key - O,,,,,,,,,
label,Inspection: By - QE / CR,,,,,,,,,
checkpoint,Video footage of pump and disinfection process in action - Engineer to Approve,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,561483-ITP-007.1 - Installation of Pump 1 isolating valves - Inspection Test Plan,itp,,,,,561483-ITP-007.1 - Pump 1 Isolation Valves Delivery & Installation,,,
section,SECTION 3 – RECEIVING INSPECTIONS,,,,,,,,,
checkpoint,3.1 - Delivery of Valves (Suction & Discharge) to site from Downer storage facility - Pump 1,,,,,,,,,
label,Inspection Point: Quality Control Activity - Check and verify that the Manufacturer & Type is approved for use by the client. Check quantities are correct,,,,,,,,,
label,Acceptance Criteria - Must be on the Approved Products list,,,,,,,,,
label,Verifying Document - Specification - Approved Materials list,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual",,,,,,,,,
label,Inspection: Key - C,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,3.2 - Delivery of Dress Sets to site from Downer storage facility - Pump 1,,,,,,,,,
label,Inspection Point: Quality Control Activity - Check and verify that the Manufacturer & Type is approved for use by the client. Check quantities are correct,,,,,,,,,
label,Acceptance Criteria - Must be on the Approved Products list,,,,,,,,,
label,Verifying Document - Specification - Approved Materials list,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual",,,,,,,,,
label,Inspection: Key - C,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,3.3 - Arrange with client and Engineering team to shut down the system to replace suction & discharge isolating valves for pumps 1 through 6,,,,,,,,,
label,Inspection Point: Quality Control Activity - Application via NTE and discuss methodology,,,,,,,,,
label,Acceptance Criteria - Upon approval from Client & Engineering team,,,,,,,,,
label,Verifying Document - Written approval,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - other",,,,,,,,,
label,Inspection: Key - R,,,,,,,,,
label,Inspection: By - CR,,,,,,,,,
section,SECTION 4 – IN-PROCESS INSPECTIONS,,,,,,,,,
checkpoint,4.1 - Shutdown the pumping system (all pumps),,,,,,,,,
label,Inspection Point: Quality Control Activity - Isolate pumps 1 through 6 Electrically & Mechanically and residual water in manifolds drained,,,,,,,,,
label,Acceptance Criteria - Ensure reservoir tanks are full before proceeding,,,,,,,,,
label,Verifying Document - Advice from DCC Operations,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Written + Verbal",,,,,,,,,
label,Inspection: Key - C,,,,,,,,,
label,Inspection: By - CR,,,,,,,,,
checkpoint,4.2 - Removal of suction side isolation valve to pump 1 (wafer type). Inspect pump flange and valve flange,,,,,,,,,
label,Inspection Point: Quality Control Activity - Ensure no residual gasket material remains on flange surfaces. Clean if necessary,,,,,,,,,
label,Acceptance Criteria - Surfaces are clean,,,,,,,,,
label,Verifying Document - Visual,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Document",,,,,,,,,
label,Inspection: Key - A,,,,,,,,,
label,Inspection: By - QE,,,,,,,,,
checkpoint,4.3 - Removal of discharge side isolation valve to pump 1 (wafer type). Inspect pump flange and valve flange,,,,,,,,,
label,Inspection Point: Quality Control Activity - Ensure no residual gasket material remains on flange surfaces. Clean if necessary,,,,,,,,,
label,Acceptance Criteria - Surfaces are clean,,,,,,,,,
label,Verifying Document - Visual,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Document",,,,,,,,,
label,Inspection: Key - A,,,,,,,,,
label,Inspection: By - QE,,,,,,,,,
checkpoint,4.4 - Suction side valve installation,,,,,,,,,
label,Inspection Point: Quality Control Activity - Install valve ensuring gaskets are not deformed and there is sufficient clearance for handle operation,,,,,,,,,
label,Acceptance Criteria - All valve bolts are tightened and M16 bolts are torqued to 80N.m,,,,,,,,,
label,Verifying Document - This ITP,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photograph",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,4.5 - Discharge side valve installation,,,,,,,,,
label,Inspection Point: Quality Control Activity - Install valve ensuring gaskets are not deformed and there is sufficient clearance for handle operation,,,,,,,,,
label,Acceptance Criteria - All valve bolts are tightened and M16 bolts are torqued to 80N.m,,,,,,,,,
label,Verifying Document - This ITP,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photograph",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint-no-status,Note:,,,,,,,,,
label,All valves to be left in closed position,,,,,,,,,
section,SECTION 5 – FINAL INSPECTION AND HANDOVER,,,,,,,,,
checkpoint,5.1 - Returning existing pump 1 for duty,,,,,,,,,
label,Inspection Point: Quality Control Activity - Purge pump 1 of any entrained air,,,,,,,,,
label,Acceptance Criteria - All air is removed and water is visible through bleed valve and suction and discharge valves are open and no leaks present,,,,,,,,,
label,Verifying Document - Visual,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Document",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,5.2 - Power reinstatement to pump 1,,,,,,,,,
label,Inspection Point: Quality Control Activity - Remove lock out tag pump 1,,,,,,,,,
label,Acceptance Criteria - Completion of 5.1 above,,,,,,,,,
label,Verifying Document - This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Document",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
