"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7c056999-2355-5580-bd76-9df71524fb46","","fail","","folder","TRUE","FALSE","Trial - How to use CONQA Checklist"
"2997ac18-876f-506d-861b-c7afa6a28f9b","","fail","SYS - How to CONQA","checklist","FALSE","FALSE","Trial - How to use CONQA Checklist","How to CONQA"
"b3cec972-ae47-5608-960a-4f29e8ede6fb","","fail","","section","FALSE","FALSE","Trial - How to use CONQA Checklist","How to CONQA","Details"
"fde72dce-b943-5307-8ec8-2843f621ef44","","no-status-not-started","","checkpoint-no-value","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","Open this checklist in the web app with the -> Open Checklist button above"
"639887db-e0f8-51f9-bc98-3bc545d65a97","","pass","","checkpoint","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.1 Pass this checkpoint"
"ab64c9f3-01e2-5e59-bd55-7439e40758e2","","fail","","checkpoint","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.2 Fail this checkpoint"
"77cc56cb-3524-5bd6-92d2-d7c5159ba4aa","","not-applicable","","checkpoint","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.3 NA this checkpoint"
"f61befd6-1847-5bfc-b36c-e9715a022534","","not-applicable","","checkpoint","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.4 Add a photo this checkpoint"
"6dddc2bd-546e-5341-a8f7-37fecd630d37","","no-status-started","","checkpoint-no-value","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.5 Add a comment to this checkpoint"
"70f604ee-c85e-5d8a-8d72-d10c48fc9037","","pass","","checkpoint","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.6 Attach a signature to this checkpoint"
"142a219a-dcb2-5309-9f6d-645d1df01dba","","fail","","checkpoint","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.7 Attach a file to this checkpoint"
"5cf8d430-488a-504d-a4e3-2384093ac09c","","no-status-started","","checkpoint-no-value","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","Congrats on completing your first checklist! Now download the CONQA app with the QR code."
"fb5d9537-eb93-59bf-b972-ad356f043d40","","fail","","folder","TRUE","FALSE","Site QA"
"3eecd042-d0de-5b47-96a3-dfb2b44fbd05","","pass","","folder","TRUE","FALSE","Site QA","Lot 1"
"319dc620-4f5f-5acd-b816-882b80e2c621","","pass","","folder","TRUE","FALSE","Site QA","Lot 1","Earthworks"
"328f9a08-d48f-5201-b1a9-10055e830fc3","","pass","QA - Detailed Excavation -","checklist","FALSE","FALSE","Site QA","Lot 1","Earthworks","Detailed Excavation"
"af90d97c-6ff5-5810-b176-c2ed2ceb0cd1","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Services Located"
"688e0181-db7a-5f02-848c-c06b9916d643","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Location accurate"
"535068e4-5a8b-5bcf-8dc7-9a44a102f9e3","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Topsoil stripped completely"
"ac723129-498f-576a-b96d-a01d628e3e5d","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Building pads set out correctly with RLs as required for cut/fill"
"1d543949-a6c9-5f2c-99f1-4a5d4d3cc43e","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Correct cut back for walls/foundations"
"0e1a14d6-8e4b-5ff6-bf53-90ef1af22209","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Geotech Engineer Inspection"
"3dfd0121-6b73-50a2-aa86-6bfc5a57cf13","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Detailed excavation completed, reviewed and approved"
"40f9df5c-9dab-5d32-90e9-d1251c781583","","pass","","folder","TRUE","FALSE","Site QA","Lot 1","Stormwater"
"259c11fe-4ec2-59be-9955-93d0e5390968","","pass","QA - Pipeline Installation Checklist","checklist","FALSE","FALSE","Site QA","Lot 1","Stormwater","Pipeline Installation EXSWMH to B/1"
"7a4ddf0d-3252-5b0e-b3eb-92cbc98779da","","pass","","section","FALSE","FALSE","Site QA","Lot 1","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying"
"a901a3de-1929-5b51-9e1a-0429b125712e","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Corbel installed with suitable bedding around pipe (Photo Required)"
"6722bf8f-1382-5faf-85bc-aaad6377fd4c","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Ground Conditions Checked & Acceptable"
"67785bd1-cb43-5027-ab98-447f016af3f7","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","General photos during pipe laying"
"c5cc8442-d412-5805-8731-50ab22429f3c","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Pipe Laying Completed"
"5a8dd578-118e-53fa-b20d-91a0ccb7611f","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","CCTV Completed"
"7d40c7c8-5895-50b7-a7bf-6b393b066bcd","","pass","SYS - Drainage - Manhole Install PUB SWMH B/1","checklist","FALSE","FALSE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/1"
"469d9a68-76b4-53de-9c10-40ee7816ebc8","","pass","","section","FALSE","FALSE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install"
"33fca282-0949-5605-9418-75301bd1d6be","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Latest consented drawings"
"fb98d152-29c6-533f-90cd-ccec16d4aa6e","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Setout an manhole sizing checked"
"a50794bf-45fd-5cfc-960f-c63522299819","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Services Located and before you dig plans checked"
"d8cffd14-e7be-5a62-8bbf-86b29f783e6e","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","MHS measured onsite. Prep height determined from Lid Level. "
"720da94a-d57b-5b69-85cb-638d938e1e00","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Benching/shield required if >1.5m"
"c8b992b5-1603-5c0b-9a85-13167185d76a","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Ground conditions checked & acceptable"
"a763e2eb-9b25-5d91-9c05-3e5a5cce7643","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Bedding depth and material correct & compacted (Photo Required)"
"b578c7c0-1724-5af6-86a8-a6e03bc5c994","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Cut in Manhole Shearbands ( Photos required)"
"20218a25-44ac-5e63-9f52-10628a2c40f1","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Manhole Risers epoxyed (if applicable Photo required)"
"6420d711-aa96-5c07-b0b4-32f07e80ff4e","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Inside of starters epoxyed all the way around"
"b9c7d000-6eec-53b0-9f00-cd9ac2718861","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Manhole benching completed and acceptable (Photo required)"
"dc80edcd-976a-59c6-8e7e-c11be0a4d661","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Concrete Lid Installed, Correct orientation and sealed"
"9649f14e-fbc5-59eb-8dc8-3027cd613a9b","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Cast Iron Lid Raised and Installed at 90 degrees to steps"
"3fd5310f-18eb-553a-bb95-8f24bb3f6585","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Epoxy completed inside lid and "
"2ac7423d-ddda-5717-940c-487c0e71f775","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Stormwater lids to be spray painted blue"
"a70fd315-8f66-53dc-b5c8-b4afae9d8564","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Sewer manhole safety grille installed"
"872b4ae2-c7bb-537a-9123-2e7245c97886","","pass","QA - Pipeline Installation Checklist","checklist","FALSE","FALSE","Site QA","Lot 9","Stormwater","Pipeline Installation B/1 to B/2"
"59a33904-6389-5498-b470-989058f16586","","pass","","section","FALSE","FALSE","Site QA","Lot 9","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying"
"4bce6cd4-c8bb-5277-bd68-caa6c064c543","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Latest consented drawings"
"1d028eb2-eb48-5036-9270-074a391911d0","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Setout completed checked and accurate"
"45fedaf5-13a1-5567-be1c-1ba31088c013","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Services Located and before you dig plans checked"
"35264d19-b1f8-5068-a8cb-5edfe17c521f","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","All junctions marked out and run through with operator"
"d2b674ad-975b-5952-9914-32d03709f477","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Laser grade checked. Correct +/-. Benching required if >1.5m"
"fbf1fbf9-29d8-5819-82ec-5e8a804dd52b","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Laser checked for line with string line"
"0e6370c7-2bcf-5600-8c6a-47bbfec415f4","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Correct trench width for pipe size"
"f3b1e5fc-6717-53ca-b79a-afbaa5ce3ef7","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Starter checked for fall. Starter epoxyed to seal from water."
"4dec11ac-367d-5571-be9f-b4fd60711909","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Corbel installed with suitable bedding around pipe (Photo Required)"
"fcfc6cbe-0ee8-5f7d-8492-d285959d58e5","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Ground Conditions Checked & Acceptable"
"2b7b67d5-d182-514d-abcd-0ce58c50cb81","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","General photos during pipe laying"
"d45c2aab-a068-5929-89ac-9af1fd192a77","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Pipe Laying Completed"
"ebaea616-01ec-5fc9-b853-ea25cf27118a","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","CCTV Completed"
"c18186a7-f48a-5efa-bfc5-eff210024a2c","","pass","SYS - Drainage - Manhole Install PUB SWMH B/1","checklist","FALSE","FALSE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/2"
"30752ada-b551-5da7-a290-049a96f4f5b5","","pass","","section","FALSE","FALSE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install"
"3ef3561e-8fcc-553c-933a-8d4d7ae15815","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Latest consented drawings"
"250f50a3-b743-5f05-969f-34465b97844b","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Setout an manhole sizing checked"
"ee56314e-34b9-5983-8d02-78d49a95f047","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Services Located and before you dig plans checked"
"97e75955-414d-5a7a-826c-91d44d62d54f","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","MHS measured onsite. Prep height determined from Lid Level. "
"98f96f70-381a-5fcf-8762-7be881dd9156","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Benching/shield required if >1.5m"
"1ee2173f-147f-5b08-b0ce-3f3e970eeca1","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Ground conditions checked & acceptable"
"532f8708-a242-5671-a22e-f0a8f2fe2bf5","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Bedding depth and material correct & compacted (Photo Required)"
"f71483eb-4117-5cae-a041-83facac22ff3","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Cut in Manhole Shearbands ( Photos required)"
"6400654c-104f-55ed-93a6-7d28cc418bf2","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Manhole Risers epoxyed (if applicable Photo required)"
"cba60358-83ba-50a5-b6cf-197c169619e7","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Inside of starters epoxyed all the way around"
"477d6ea9-dc8f-5f81-b00c-4df1a2b3ba05","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Manhole benching completed and acceptable (Photo required)"
"dd64699d-3f8e-582f-8d1b-be92da7fb46b","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Concrete Lid Installed, Correct orientation and sealed"
"b4933cf0-6cdc-5157-9719-65430d02fcf1","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Cast Iron Lid Raised and Installed at 90 degrees to steps"
"4db5be37-d6b4-5f50-8b0f-3ad83ca58b77","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Epoxy completed inside lid and "
"cc79af5b-bc45-58d9-874a-029bd41df66c","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Stormwater lids to be spray painted blue"
"02ebd45c-82fe-5a3a-8cc5-070aa22707fd","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Sewer manhole safety grille installed"
"a11d5773-7ee4-5f9f-a4b2-267a60df4737","","pass","QA - Pipeline Installation Checklist","checklist","FALSE","FALSE","Site QA","Lot 9","Stormwater","Pipeline Installation SWMH B/2 to SWCP02"
"ac4d2ef7-b920-5d98-8afa-ec14d1659115","","pass","","section","FALSE","FALSE","Site QA","Lot 9","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying"
"d85ee48c-0ea0-595a-bf96-6d18362ead27","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Latest consented drawings"
"83b9c65e-998f-5562-8320-61f0f22a1805","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Setout completed checked and accurate"
"db356426-21e8-52fa-a98d-fd141ec5432a","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Services Located and before you dig plans checked"
"fd0c040b-13a3-5147-ba53-af3058bc47d9","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","All junctions marked out and run through with operator"
"a3e857c7-7194-5b88-b750-023477d33e2c","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Laser grade checked. Correct +/-. Benching required if >1.5m"
"71463cc8-3c78-5390-bdbf-ccb3ff148f31","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Laser checked for line with string line"
"97255358-875f-5b30-919b-17660165be20","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Correct trench width for pipe size"
"8e46e49e-ae12-596b-a2a5-6494d1dce894","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Starter checked for fall. Starter epoxyed to seal from water."
"e7a3720b-9d0b-58ce-b9c7-7bae6c1823f3","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Corbel installed with suitable bedding around pipe (Photo Required)"
"926d5e04-9995-5452-8377-b768d9c4edcd","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Ground Conditions Checked & Acceptable"
"da7250ff-0463-5eb5-a70f-207bde7976bd","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","General photos during pipe laying"
"0a390a2d-5035-54ba-9250-6c13105058c2","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Pipe Laying Completed"
"95148181-feb3-54bb-80dc-7ea8161f01f4","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","CCTV Completed"
"b44f5618-1477-5a98-8e14-21fd9bce513e","","pass","SYS - Cesspit Installation SWCP02","checklist","FALSE","FALSE","Site QA","Lot 9","Stormwater","Cesspit Installation SWCP02"
"ab090f91-b9c7-5176-8874-227b65d6bdbc","","pass","","section","FALSE","FALSE","Site QA","Lot 9","Stormwater","Cesspit Installation SWCP02","Cesspit Install"
"b50f4ebc-ce81-5d01-953e-43eb82b08b17","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Latest consented drawings"
"391c7de9-be4e-5d8c-bd63-e5cfa472a9d6","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Services Located and before you dig plans checked"
"0e08a8e1-253c-5d02-990b-001286c2bde4","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Cesspit correct distance off edge of driveway or kerb line "
"c3337ab3-c2ea-5df0-96c4-3c84d9b7ddbb","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Cesspit Installation SWCP02","Cesspit Install","MHS measured onsite. Prep height determined from Lid Level. "
"01f03e87-38f0-54b0-a021-755fc9b933e5","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Ground conditions checked & acceptable"
"78b43604-4953-5008-a83d-f20b072dee3f","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Bedding depth and material correct & compacted"
"13dc4c39-17a3-5ed6-907b-38229dea9b4d","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Half Siphon where required. (Photo required with bedding)"
"3138ea3a-8b21-5c86-912d-a269eb0728ab","","pass","SYS - Stormwater Concrete Junction Lot 1","checklist","FALSE","FALSE","Site QA","Lot 9","Stormwater","Stormwater Concrete Junction Lot 1"
"5bc43f7d-3b60-56f7-aa43-2a95ee85a5c1","","pass","","section","FALSE","FALSE","Site QA","Lot 9","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction "
"e738fa5a-6339-53fd-a668-9a0b80937e59","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Correct sized junction"
"fca01eda-6d78-5c8f-95da-39eabcfaa170","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Angle of Junction Between Spring level  and 60 degrees (Photo Required)"
"fdf25a90-e05c-5d7b-8cb6-646d0c0c43b7","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Expoxy inside and out"
"2e35be42-99ae-51dc-95a0-df94763de078","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Shear band connection (Photo required)"
"2296fade-b86d-5560-ab3e-dec0394583f1","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Junction Pegged and Sprayed Blue"
"e8033d58-d2b6-5ed4-bbd4-565614286ed6","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Inspection straight if connecting to private drainage (Photo Required)"
"7b1b954c-719d-5b53-adb7-b07caf011b3c","","pass","QA - Cap existing connection","checklist","FALSE","FALSE","Site QA","Lot 9","Stormwater","Cap existing connection"
"dfab8d5d-9c40-569e-a9e7-303e34605aea","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Stormwater","Cap existing connection","Photo and location of capped connection"
"90f8d33b-2493-5da2-9d65-fd0c8859b121","","pass","","folder","TRUE","FALSE","Site QA","Lot 9","Sewer"
"2c27de2f-1d41-57b8-962c-b5be54bd0c80","","pass","SYS - Drainage - Manhole Install PUB SWMH B/1","checklist","FALSE","FALSE","Site QA","Lot 9","Sewer","Drainage - Manhole Install New SSMH A/1"
"c66338f1-c1ae-590e-9d30-71603f5c440d","","pass","","section","FALSE","FALSE","Site QA","Lot 9","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install"
"866230e3-310e-56f3-87a6-948a01b72517","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Latest consented drawings"
"084ed5b0-b95a-50c9-b57d-74c1d65340e1","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Setout an manhole sizing checked"
"558628cc-0666-5db8-9719-fba8ad3408f1","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Services Located and before you dig plans checked"
"c4534c58-e77d-506f-8606-e54a8e717636","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","MHS measured onsite. Prep height determined from Lid Level. "
"25eb004b-c1c6-587d-afcc-f94a9ee0f09e","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Benching/shield required if >1.5m"
"d2c5ce25-2df0-5d28-b42d-4150dd474630","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Ground conditions checked & acceptable"
"958fde85-e8f9-5da2-acf1-44b8d52b6020","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Bedding depth and material correct & compacted (Photo Required)"
"afb6bca2-a57c-5698-8ff2-fad8c4497c86","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Cut in Manhole Shearbands ( Photos required)"
"3d12f521-95b2-5f8d-8c7e-0a947344f4b5","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Manhole Risers epoxyed (if applicable Photo required)"
"8b69ee5b-85e7-5443-9b1a-434bed6eaacf","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Inside of starters epoxyed all the way around"
"1709928e-64d0-5972-82bd-8e56878d9692","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Manhole benching completed and acceptable (Photo required)"
"8f77fb56-7e1c-5818-ad65-ffbfe0bf7758","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Concrete Lid Installed, Correct orientation and sealed"
"554b5ada-8547-530f-b5f5-8aaa1914b4d2","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Cast Iron Lid Raised and Installed at 90 degrees to steps"
"d3f975d7-18c1-519f-b051-2530c8a90422","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 9","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Epoxy completed inside lid and "
