"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c1c5e793-757f-5880-a852-a8f9e0eae756","","checklist-flat","no-status-not-started","0cf04e6c756f37a201c6f5eae2c46b46dec2e750a569888c5a58be2e010803e9","checklist-flat","FALSE","FALSE","Job Details"
"149208f0-d8dc-4d2a-8073-feedb637a356","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"60f93354-8a20-496a-baa1-2bbb686ef22e","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Stage 1"
"73534c06-71a1-4cd7-89a9-d4b9d76e5fb5","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Stage 1","B01"
"7317c6d4-9453-4715-b2fe-ede2fae1cfc5","","checklist-flat","pass","0d253509d430f673a50088a66451e1dbc9c1729c88f9c10f06562a0298fa562b","checklist-flat","FALSE","FALSE","QA","Stage 1","B01","Pre-Commencement Checks"
"e36e49ac-5681-4617-bf6c-c2eb42b2f449","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 1","B01","Bentonite"
"8ff6eb56-b4ac-4ad2-9b34-71de64fa274d","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 1","B01","Bentonite","Basement"
"107d9e60-b550-4d8d-a168-5bb2e40f5a12","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 1","B01","Bentonite","Basement","Area 1"
"e42a3016-1a83-45b5-9145-3b3590d350da","","checklist-sectioned","pass","f4e604f101967df9d39c168673422d7f26602b9a2ddc9ef4d6e522932ea28e1e","checklist","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G11","Sarnafil Perimeter"
"db59fecd-03ae-463f-9387-78ab51127e00","","checklist-sectioned","pass","2087de8cb5c1fcd4c0809f854722fed0e82680442bca090611ebbdd665ff1dfa","checklist","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G11","Sarnafil - Decks"
"9cc425ab-0d67-4bea-842a-40e5ab7dd8f6","","checklist-flat","pass","675757b236d3bbedb9cb7c3ef5f1f36c9ce694fcfb539fc7badee63dd9e2956f","checklist-flat","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G11","Electronic Testing"
"ee592fda-5054-4f53-8e35-8bab8b4389e6","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G12"
"ff3cf2fa-a5d4-4819-8809-c0fdde0fb778","","checklist-sectioned","pass","f4e604f101967df9d39c168673422d7f26602b9a2ddc9ef4d6e522932ea28e1e","checklist","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G12","Sarnafil Perimeter"
"92bb914d-0677-4511-bcba-b48f108ceefd","","checklist-sectioned","pass","2087de8cb5c1fcd4c0809f854722fed0e82680442bca090611ebbdd665ff1dfa","checklist","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G12","Sarnafil - Decks"
"0c38106e-f879-46ec-b52b-87b8a7e2d260","","checklist-flat","pass","675757b236d3bbedb9cb7c3ef5f1f36c9ce694fcfb539fc7badee63dd9e2956f","checklist-flat","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G12","Electronic Testing"
"28b403b1-7a3f-4477-bb31-608d23b4d6f3","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G13"
"51a1b857-90e0-4f55-bdd2-6890a2776b3e","","checklist-sectioned","pass","f4e604f101967df9d39c168673422d7f26602b9a2ddc9ef4d6e522932ea28e1e","checklist","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G13","Sarnafil Perimeter"
"15790577-9dd4-401b-bd22-ec84dcc926ce","","checklist-sectioned","pass","2087de8cb5c1fcd4c0809f854722fed0e82680442bca090611ebbdd665ff1dfa","checklist","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G13","Sarnafil - Decks"
"360fb884-44c1-4dec-869c-3999d96e06b5","","checklist-flat","pass","675757b236d3bbedb9cb7c3ef5f1f36c9ce694fcfb539fc7badee63dd9e2956f","checklist-flat","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G13","Electronic Testing"
"a40985fb-e138-4c4b-8f61-fd10a1e5f6eb","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G14"
"3e37ae56-6909-4796-9463-c999093656a0","","checklist-sectioned","pass","f4e604f101967df9d39c168673422d7f26602b9a2ddc9ef4d6e522932ea28e1e","checklist","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G14","Sarnafil Perimeter"
"82338fd3-4691-4a02-84ed-cee3a508638e","","checklist-sectioned","pass","2087de8cb5c1fcd4c0809f854722fed0e82680442bca090611ebbdd665ff1dfa","checklist","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G14","Sarnafil - Decks"
"58974688-6859-47dd-bb79-abc72445ca38","","checklist-flat","pass","675757b236d3bbedb9cb7c3ef5f1f36c9ce694fcfb539fc7badee63dd9e2956f","checklist-flat","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G14","Electronic Testing"
"e20ea2ca-8380-43ef-afb9-b45f8b7476a6","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G15"
"32755b36-44ad-523f-93fe-0bf5d00d63a1","","checklist-sectioned","pass","Sarnafil Perimeter","checklist","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G15","Sarnafil Perimeter"
"f3ce6279-858f-4a45-8202-6e27e7e057bd","","checklist-sectioned","pass","2087de8cb5c1fcd4c0809f854722fed0e82680442bca090611ebbdd665ff1dfa","checklist","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G15","Sarnafil - Decks"
"737ff336-0d65-42bf-b6c2-058f7ff6ec3f","","checklist-flat","pass","675757b236d3bbedb9cb7c3ef5f1f36c9ce694fcfb539fc7badee63dd9e2956f","checklist-flat","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G15","Electronic Testing"
"227364aa-c935-4b2a-9253-87bb7b48ed83","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G16"
"175ed5ba-6918-5cf4-b50f-1256a703e9a9","","checklist-sectioned","pass","Sarnafil Perimeter","checklist","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G16","Sarnafil Perimeter"
"ec7c274c-57a8-5438-8e5d-8a2ff9d01872","","checklist-sectioned","pass","Sarnafil - Decks","checklist","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G16","Sarnafil - Decks "
"2d39226d-9740-458f-bc34-53f36904bf50","","checklist-flat","pass","675757b236d3bbedb9cb7c3ef5f1f36c9ce694fcfb539fc7badee63dd9e2956f","checklist-flat","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G16","Electronic Testing"
"5b2d2ec1-51d0-4eef-8f90-d3378a86ed04","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G17"
"ff67c0a0-0e02-5fa3-a1fc-47bb7c13b350","","checklist-sectioned","pass","Sarnafil Perimeter","checklist","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G17","Sarnafil Perimeter"
"9dd99f9f-6948-545b-be2f-31dec8e25597","","checklist-sectioned","pass","Sarnafil - Decks","checklist","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G17","Sarnafil - Decks "
"fb92e5d6-98d3-49bd-9094-e7bea6c2c951","","checklist-flat","pass","675757b236d3bbedb9cb7c3ef5f1f36c9ce694fcfb539fc7badee63dd9e2956f","checklist-flat","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G17","Electronic Testing"
"5c1b8286-ed57-476d-9d6f-ab0a1cc8dba0","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Entrance 1"
"b8119890-8af2-5195-9d93-3798981fff4f","","checklist-sectioned","pass","Sarnafil Perimeter","checklist","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Entrance 1","Sarnafil Perimeter"
"a269ba90-094f-5a33-a604-a28808b03f26","","checklist-sectioned","pass","Sarnafil - Decks","checklist","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Entrance 1","Sarnafil - entrance"
"a24d7419-87ae-5c22-9090-a11c21bb0c71","","checklist-flat","pass","Add Electronic Testing Checklist","checklist-flat","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Entrance 1","Electronic testing Entrance"
"cf95f10d-aa80-45a7-b8c5-efed541d85a8","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Entrance 2"
"1fa77599-e7d8-58d4-80c9-8cda5183bd6e","","checklist-sectioned","pass","Sarnafil Perimeter","checklist","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Entrance 2","Sarnafil Perimeter"
"6e7c9fd2-d9c5-5644-bdea-5d3f516c7d3e","","checklist-sectioned","pass","Sarnafil - Decks","checklist","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Entrance 2","Sarnafil - entrance"
"0630923b-80b9-561d-82bf-38107d10af5c","","checklist-flat","pass","Add Electronic Testing Checklist","checklist-flat","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Entrance 2","Electronic testing Entrance"
"765946d7-5988-481f-963e-8fb49f4864bd","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Entrance 3"
"9a5258e6-84e8-52cd-85d4-752aae0b4590","","checklist-sectioned","pass","Sarnafil Perimeter","checklist","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Entrance 3","Sarnafil Perimeter"
"9c8c26b0-cdda-5f30-8eab-e10c20347e11","","checklist-sectioned","pass","Sarnafil - Decks","checklist","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Entrance 3","Sarnafil - entrance"
"30209f92-6c2c-55ba-8f4f-b7ac33f0d180","","checklist-flat","pass","Add Electronic Testing Checklist","checklist-flat","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Entrance 3","Electronic testing Entrance"
"9572c707-2df2-4d9a-9487-9e82838b18e0","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Behind Lift Void"
"bb31b36b-0db7-5679-a85b-ba92189d3083","","checklist-sectioned","pass","Sarnafil Perimeter","checklist","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Behind Lift Void","Sarnafil Perimeter"
"4d57be48-d0f6-570a-9ce1-99ac47126b0b","","checklist-sectioned","pass","Sarnafil - Decks","checklist","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Behind Lift Void","Sarnafil - entrance"
"fb3e1b0a-25e2-58b1-93bd-63026049534d","","checklist-flat","pass","Add Electronic Testing Checklist","checklist-flat","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Behind Lift Void","Electronic testing Entrance"
"5aeaad69-f9b2-42fd-b1d4-039843eea0c5","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G16 B"
"1aef9868-59e3-5e09-bb54-3ac1c6121614","","checklist-sectioned","pass","Sarnafil Perimeter","checklist","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G16 B","Sarnafil Perimeter"
"e2279543-48ca-5f69-b94b-af6b2aa1b30f","","checklist-sectioned","pass","Sarnafil - Decks","checklist","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G16 B","Sarnafil Decks"
"baa4cd8f-adc9-5f25-96c3-ba1225eb5e32","","checklist-flat","pass","Add Electronic Testing Checklist","checklist-flat","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G16 B","Electronic Testing "
"755c5914-7827-4c5f-a1e1-4d54dbad51d1","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G11B"
"ef68dbd5-4985-5614-a8cc-3dc79808b495","","checklist-sectioned","pass","Sarnafil Perimeter","checklist","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G11B","Sarnafil Perimeter"
"52e8ef54-d348-5b22-b6e3-5bdac22c54d7","","checklist-sectioned","pass","Sarnafil - Decks","checklist","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G11B","Sarnafil - Decks"
"c70758fe-5ae4-5fc0-a99b-cfdfc5dbd851","","checklist-flat","pass","Add Electronic Testing Checklist","checklist-flat","FALSE","FALSE","QA","Stage 3","B03","Sarnafil - Ground Floor","Apartment G11B","Electronic Testing "
"3af835ee-7f65-4c9d-87bc-22292fed7a4f","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 4"
"de128cf0-b3c1-453e-9845-e712b7095e9b","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 4","B04"
"e030860e-5099-4bc9-aae4-df532df6eed5","","checklist-flat","pass","Pre Commencement Checks","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Pre Commencement Checks"
"1ac48481-b585-4b17-a022-661e1195f505","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 4","B04","Bentonite"
"c4b4ff91-a568-4270-a742-d2db537759cf","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 4","B04","Bentonite","Basement Slab"
"c53ded78-06fc-44ab-830f-69547442dae0","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 4","B04","Bentonite","Basement Slab","S1-004"
"635dadb9-075f-4c2e-b3c2-f01f988d7bbe","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 4","B04","Bentonite","Basement Slab","S1-004","Floor slab"
"20e2cf83-8268-42e2-808d-76e539e66697","","checklist-flat","pass","Add Bentonite QA","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Bentonite","Basement Slab","S1-004","Floor slab","Bentonite QA"
"28ff223f-2031-414e-8b2f-9584e3ffe8c6","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 4","B04","Bentonite","Basement Slab","S1-004","Strip footing"
"8736a9da-430d-4d26-a3c4-06a883b79c52","","checklist-flat","pass","Add Bentonite QA","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Bentonite","Basement Slab","S1-004","Strip footing","Bentonite QA B04"
"cfcd4917-03e0-4a13-8a2d-e9ae54420bf0","","folder-progress","not-applicable","","checklist","TRUE","FALSE","QA","Stage 4","B04","Bentonite","Basement Slab","S1-004","Basement Formwork Waterproofing"
"db01d8ae-1f76-4812-9f6c-c3342d4ea790","","checklist-flat","not-applicable","Add Bentonite QA","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Bentonite","Basement Slab","S1-004","Basement Formwork Waterproofing","Bentonite QA"
"bd38ad95-3888-48d6-8d5c-efa6f2e3c5ba","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 4","B04","Bentonite","Basement Slab","S1-004","Lift slab"
"19d732e1-aec4-4d17-89fb-bdd378df9283","","checklist-flat","pass","Add Bentonite QA","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Bentonite","Basement Slab","S1-004","Lift slab","Bentonite QA"
"d6aaef56-a2e2-4ae6-9dd1-6b94f8c184e0","","folder-progress","not-applicable","","checklist","TRUE","FALSE","QA","Stage 4","B04","Bentonite","Basement Slab","S1-004","Lift walls"
"306267ea-0f27-49dc-a15c-d8144c7f459a","","checklist-flat","not-applicable","Add Bentonite QA","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Bentonite","Basement Slab","S1-004","Lift walls","Bentonite QA"
"18338a49-12a7-4ec6-9b75-91911a95e5a3","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 4","B04","Bentonite","Basement Slab","S1-004","Basement Precast Walls"
"a8ea8e94-5af3-4535-b930-c6af659a4066","","checklist-flat","pass","Add Bentonite QA","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Bentonite","Basement Slab","S1-004","Basement Precast Walls","Bentonite QA"
"3c8d94c1-f4f3-46a1-8722-457916aa624c","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 4","B04","Bentonite","Basement Slab","S1-004","Retaining walls basement ramp"
"84df9bbd-7dcd-56c4-be26-df3096aa51b9","","checklist-flat","pass","Add Bentonite QA","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Bentonite","Basement Slab","S1-004","Retaining walls basement ramp","Bentonite B04 Ramp"
"9d05b240-aea1-4c74-9ac9-7bcb5b904e6e","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 4","B04","Bentonite","Basement Slab","S1-004"," Lift Footings"
"6fde536f-ee1d-4cfe-b722-eaeca153f892","","checklist-flat","pass","Add Bentonite QA","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Bentonite","Basement Slab","S1-004"," Lift Footings","Bentonite QA"
"53151c89-4987-413a-b6c5-4beb143bc66d","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 4","B04","Bentonite","Basement Slab","S1-004","Manhole B04"
"61e6258f-379c-47c9-83e8-97a5b9efb47e","","checklist-flat","pass","Add Bentonite QA","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Bentonite","Basement Slab","S1-004","Manhole B04","Manhole Bentonite"
"012ee719-d510-4320-ac99-a7d0031ca3cb","","checklist-flat","pass","AR250 Waterbar","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Bentonite","Basement Slab","S1-004","AR250 Waterbar"
"850b7dec-b3b5-4e75-8f18-7bbce9e6e60b","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 4","B04","Jointing QA"
"79909cb1-7e96-4d79-92b8-0783ffbd6285","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 4","B04","Jointing QA","Ground Floor"
"f4eedc4d-5cda-4223-bfbb-b843a402e45a","","checklist-flat","pass","Add Sealant QA ","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Jointing QA","Ground Floor","Sealant QA "
"2b5235c6-631d-4a21-8510-50dae62debed","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 4","B04","Jointing QA","Level 1"
"5bc3b388-9714-4c02-bd14-ee2bf1ea8cdc","","checklist-flat","pass","Add Sealant QA ","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Jointing QA","Level 1","Sealant QA "
"789b48bd-b832-456a-9bef-41ef7abfc7fa","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 4","B04","Jointing QA","Level 2"
"7bdb6df3-64b5-4955-b702-434d5d4fd4f1","","checklist-flat","pass","Add Sealant QA ","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Jointing QA","Level 2","Sealant QA "
"b3235c79-ce13-4154-99be-0f408ca4cb21","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor"
"a74a7142-e058-479f-8815-a0b8960b13c3","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G20"
"4209d7a5-59a7-4930-a008-34648fd94f0c","","checklist-sectioned","pass","f4e604f101967df9d39c168673422d7f26602b9a2ddc9ef4d6e522932ea28e1e","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G20","Sarnafil Perimeter"
"ff434004-5666-4e77-b522-d23fc256800b","","checklist-sectioned","pass","2087de8cb5c1fcd4c0809f854722fed0e82680442bca090611ebbdd665ff1dfa","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G20","Sarnafil - Decks"
"15d01f61-aea3-4f55-b7ef-e6f217e00b9a","","checklist-flat","pass","675757b236d3bbedb9cb7c3ef5f1f36c9ce694fcfb539fc7badee63dd9e2956f","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G20","Electronic Testing"
"231b3000-b2dd-4a41-a7bb-a60cd0675d1e","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G21"
"e5445531-9dbf-4772-bd42-ff9d7818c089","","checklist-sectioned","pass","f4e604f101967df9d39c168673422d7f26602b9a2ddc9ef4d6e522932ea28e1e","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G21","Sarnafil Perimeter"
"744b38b1-257e-4148-bb44-3125ff2486ec","","checklist-sectioned","pass","2087de8cb5c1fcd4c0809f854722fed0e82680442bca090611ebbdd665ff1dfa","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G21","Sarnafil - Decks"
"ffe6e24f-bb74-4920-abbd-1aba30cb4646","","checklist-flat","pass","675757b236d3bbedb9cb7c3ef5f1f36c9ce694fcfb539fc7badee63dd9e2956f","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G21","Electronic Testing"
"21dbcada-7e8d-41dc-b373-de89d62973cd","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G22-1"
"5010ce94-c72b-4dc8-a625-62e4cfd1d65d","","checklist-sectioned","pass","f4e604f101967df9d39c168673422d7f26602b9a2ddc9ef4d6e522932ea28e1e","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G22-1","Sarnafil Perimeter"
"2afae6e5-49aa-4769-86ea-892201ee7ad2","","checklist-sectioned","pass","2087de8cb5c1fcd4c0809f854722fed0e82680442bca090611ebbdd665ff1dfa","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G22-1","Sarnafil - Decks"
"8afc28d6-45e4-474e-87c0-32761dbcbe8b","","checklist-flat","pass","675757b236d3bbedb9cb7c3ef5f1f36c9ce694fcfb539fc7badee63dd9e2956f","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G22-1","Electronic Testing"
"80afe48e-0f2e-417f-a492-6c6802426209","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G23"
"cd6a0841-f3d6-499b-b43b-ddfc1304be78","","checklist-sectioned","pass","f4e604f101967df9d39c168673422d7f26602b9a2ddc9ef4d6e522932ea28e1e","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G23","Sarnafil Perimeter"
"7f529eb5-7115-4547-96c8-5e710a0156f5","","checklist-sectioned","pass","2087de8cb5c1fcd4c0809f854722fed0e82680442bca090611ebbdd665ff1dfa","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G23","Sarnafil - Decks"
"775e2514-eefd-4262-82a1-583dd5264a7b","","checklist-flat","pass","675757b236d3bbedb9cb7c3ef5f1f36c9ce694fcfb539fc7badee63dd9e2956f","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G23","Electronic Testing"
"aa4f8ea7-1914-4994-8deb-aa7e548386e5","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G24"
"346ef413-ced0-47ca-8b99-0898cf5f0962","","checklist-sectioned","pass","f4e604f101967df9d39c168673422d7f26602b9a2ddc9ef4d6e522932ea28e1e","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G24","Sarnafil Perimeter"
"10431c62-a978-4f60-a482-4afe887324fa","","checklist-sectioned","pass","2087de8cb5c1fcd4c0809f854722fed0e82680442bca090611ebbdd665ff1dfa","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G24","Sarnafil - Decks"
"f15c4d21-c177-475e-9812-bf1acb2510e7","","checklist-flat","pass","675757b236d3bbedb9cb7c3ef5f1f36c9ce694fcfb539fc7badee63dd9e2956f","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G24","Electronic Testing"
"426904a3-3343-40e1-a3fd-6cab3f422e80","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G25"
"0b610312-ff30-4e38-9998-bba791c0e7df","","checklist-sectioned","pass","f4e604f101967df9d39c168673422d7f26602b9a2ddc9ef4d6e522932ea28e1e","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G25","Sarnafil Perimeter"
"e3b81f84-e056-4aa5-8c6b-abc47ced4ccf","","checklist-sectioned","pass","2087de8cb5c1fcd4c0809f854722fed0e82680442bca090611ebbdd665ff1dfa","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G25","Sarnafil - Decks"
"56cbf994-47b4-4c8f-a39d-e675bfdbbc34","","checklist-flat","pass","675757b236d3bbedb9cb7c3ef5f1f36c9ce694fcfb539fc7badee63dd9e2956f","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G25","Electronic Testing"
"bf8eb248-6db2-4685-a301-5188a1e11184","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G26"
"84e9787e-a81f-4364-a1d0-0b8ed888b016","","checklist-sectioned","pass","f4e604f101967df9d39c168673422d7f26602b9a2ddc9ef4d6e522932ea28e1e","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G26","Sarnafil Perimeter"
"d1cdb9b9-3eb9-4115-9cfc-d2f02b11d2d5","","checklist-sectioned","pass","2087de8cb5c1fcd4c0809f854722fed0e82680442bca090611ebbdd665ff1dfa","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G26","Sarnafil - Decks"
"3991c186-800d-4193-9a46-287e0a4f1b02","","checklist-flat","pass","675757b236d3bbedb9cb7c3ef5f1f36c9ce694fcfb539fc7badee63dd9e2956f","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G26","Electronic Testing"
"2785c097-d765-407a-8d83-d05b7de4fd5d","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G27"
"a1a752a9-a52a-40c7-bc50-096351188791","","checklist-sectioned","pass","f4e604f101967df9d39c168673422d7f26602b9a2ddc9ef4d6e522932ea28e1e","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G27","Sarnafil Perimeter"
"6b8d1f58-96c3-4a9b-a00a-716d780a9254","","checklist-sectioned","pass","2087de8cb5c1fcd4c0809f854722fed0e82680442bca090611ebbdd665ff1dfa","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G27","Sarnafil - Decks"
"ad6fa385-cbbd-4c24-858b-3570a703f0f2","","checklist-flat","pass","675757b236d3bbedb9cb7c3ef5f1f36c9ce694fcfb539fc7badee63dd9e2956f","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G27","Electronic Testing"
