resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 10,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 11,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 12,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 13,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 14,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 15,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 16,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 17,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 18,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 19,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 20,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 21,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 22,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 23,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 24,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 25,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 26,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 27,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,East Tower,,,,,,,,,
,step,,,,,,Level 12,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 13,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 14,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 15,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 16,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 17,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 18,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 19,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 20,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 21,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
