"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3966c556-b915-4f12-9318-04dc48c0a5bc","","folder-normal","pass","","step","TRUE","FALSE","OH&S"
"184da180-799e-4130-9a4e-d256a5a9d063","","checklist-flat","pass","a115f2b353910b847b41ad6b30652fba7ddaa41c2a70f56c07270eab7c2ed62a","checklist-flat","FALSE","FALSE","OH&S","27/8/22 Transurban"
"e1f2913d-300e-538d-98d6-8c7ce5c19932","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Task details entered below"
"a5a2b8af-cae7-5c39-83f1-4aea832e3f3b","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","OH&S","27/8/22 Transurban","If any of the below are 'Fail' (no) - make yourself aquainted with site requirements before starting work"
"55d848ab-23c4-5744-aa94-f8dc7f36d6f5","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Have you completed a site induction?"
"ca7b4522-f0e4-5691-89eb-8c08ce3e6792","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Do you know the site’s health and safety rules?"
"53ba3d4f-aa87-5bc7-9a21-9cd322b5257a","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Are you familiar with security arrangements and the system for reporting incidents, near misses and hazards?"
"159ab7f1-b746-54e5-ba65-a46e7b9b107b","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Are you familiar with the emergency facilities and evacuation procedure/route for the site?"
"18b9ce3e-1c42-596d-9466-7f163154efe5","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Do you have access to appropriate emergency and first aid equipment?"
"43c591ec-5af1-5111-ad1d-b29b42c8852f","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Have you asked the person in charge about all relevant hazards?"
"4924741d-33b8-5357-96ff-f05f4ece2370","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","OH&S","27/8/22 Transurban","If any of the below are 'Fail' (no) - follow up with person in charge to ensure your safety"
"0d895440-f047-5026-9d7a-5ce9cb16d8b7","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","If the work involves a high risk task (such as work at heights, hot-work, confined spaces), has a safe work method statement or job safety analysis been completed?"
"01066906-5f1c-578a-85ed-d740c4981a87","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Do you have the correct procedures, equipment and PPE to do the work safely?"
"6b71d5bd-74ed-5b12-98a6-ce08045f567b","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Has equipment that requires a lock/tag-out and/or power that requires isolation/containment been completed?"
"0f090819-186d-528d-8106-626086e13054","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Is there appropriate separation of vehicles and people during the proposed work?"
"ac7fe57f-47c9-5be0-9340-0049139a7bb7","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Is all required electrical/mechanical equipment in a safe condition?"
"3e113f82-ad02-5e44-9432-5166c47a6664","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Are all hazardous and/or dangerous goods/substances used and stored according to their material safety data sheets?"
"6d3958e6-0a62-52e0-a5d2-52851180e8cf","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Have you consulted with all fellow workers about the task to be completed and the safe way to do it?"
"c38ee08a-d0da-5d3a-87be-4863b039ed95","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Have you got a safe way of getting in and out of your work area?"
"ce0bf310-ced2-59fa-99f7-4603da07f8c2","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Have any manual handling risks been identified and assessed?"
"32ec33bb-3531-56da-b97e-809cd1255e5b","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Any additional site specifc hazards or requirements commented below"
"d852bd42-6d0c-4787-b3af-8d037b711f9b","","folder-normal","fail","","step","TRUE","FALSE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2"
"f188dba5-7419-401a-8c11-63e22f51263a","","folder-normal","pass","","step","TRUE","FALSE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 "
"b53ef24b-eb46-4eea-a0a9-f39f970e8c04","","folder-normal","pass","","step","TRUE","FALSE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock"
"90a45d1d-6046-4d1d-a26a-c59aa699bba9","","checklist-flat","pass","a6ee8082c085b8dbf5a442247f4751a249ce2d71c172b2238a54ce173c1f3153","checklist-flat","FALSE","FALSE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock","Take 5 Checklist 18/6/2023"
"1be46804-c6bb-409d-9aeb-4f47e88a63c2","","checklist-flat","pass","a6ee8082c085b8dbf5a442247f4751a249ce2d71c172b2238a54ce173c1f3153","checklist-flat","FALSE","FALSE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 5-02-2023"
"e17de505-9c92-5583-984a-c757c8e02a72","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 5-02-2023","Task details entered below"
"12c22ee0-6d55-535e-b5a5-8bbe3fdee7b9","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 5-02-2023","If any of the below are 'Fail' (no) - make yourself acquainted with site requirements before starting work"
"6ce6bcc6-4e7a-57c1-9176-eed1065c8b87","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 5-02-2023","Have you completed a site induction?"
"26143735-08c1-5de1-8fbb-76cb7849485e","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 5-02-2023","Do you know the site’s health and safety rules?"
"6571002f-642f-590c-8d40-a73716bddc06","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 5-02-2023","Are you familiar with security arrangements and the system for reporting incidents, near misses and hazards?"
"1e174315-4bc5-5452-a32a-4e8b4e98cfa5","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 5-02-2023","Are you familiar with the emergency facilities and evacuation procedure/route for the site?"
"8fb63fa2-6286-5b4a-955a-656eef3de492","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 5-02-2023","Do you have access to appropriate emergency and first aid equipment?"
"4065b95c-2ec7-5d03-9a28-a1a55d4782c0","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 5-02-2023","Have you asked the person in charge about all relevant hazards?"
"c295d7b5-d1ae-5bc1-ba47-957e7343e76e","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 5-02-2023","If any of the below are 'Fail' (no) - follow up with person in charge to ensure your safety"
"37a740d5-9b5f-56bc-8cb3-3b79c5c7b535","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 5-02-2023","Has a safe work method statement or job safety analysis been completed?"
"972abd5a-b774-5106-bd5a-d6e5899f2c55","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 5-02-2023","Do you have the correct procedures, equipment and PPE to do the work safely?"
"251436f1-2d0a-565e-a958-0d45befbca88","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 5-02-2023","Has equipment that requires a lock/tag-out and/or power that requires isolation/containment been completed?"
"f90f271f-388f-5956-b852-c92155d65bf4","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 5-02-2023","Is there appropriate separation of vehicles and people during the proposed work?"
"3e585468-b24b-53e0-ab16-34eaf0e2528a","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 5-02-2023","Is all required electrical/mechanical equipment in a safe condition?"
"39d8c08c-d7b4-55b8-9bba-46e815c234b8","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 5-02-2023","Are all hazardous and/or dangerous goods/substances used and stored according to their material safety data sheets?"
"b2432bf0-7d9f-5702-a7c0-e7e393680fd3","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 5-02-2023","Have you consulted with all fellow workers about the task to be completed and the safe way to do it?"
"5046eba1-82ef-5012-a748-ec1004692698","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 5-02-2023","Have you got a safe way of getting in and out of your work area?"
"d347d7e8-161d-5d28-9fbf-f3bdb60e6fad","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 5-02-2023","Have any manual handling risks been identified and assessed?"
"65f79882-85e7-5532-afc0-df2a65bdbd38","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 5-02-2023","Any additional site specific hazards or requirements commented below"
"66227390-f7e9-577c-94b8-813c254c3771","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 5-02-2023","Sign off attached below"
"dae1a47b-c010-4a3d-a785-0032c4b094e4","","checklist-flat","pass","a6ee8082c085b8dbf5a442247f4751a249ce2d71c172b2238a54ce173c1f3153","checklist-flat","FALSE","FALSE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 06-02-2023"
"b499d720-c4b7-5a3d-949c-028545a7309a","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 06-02-2023","Task details entered below"
"fd5a804a-48b7-5e83-93cc-95e25498fc9e","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 06-02-2023","If any of the below are 'Fail' (no) - make yourself acquainted with site requirements before starting work"
"98309f58-ba41-5e39-aec8-1da3e25c9196","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 06-02-2023","Have you completed a site induction?"
"450673d4-5f5b-5546-b3cc-b6cb49cf033c","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 06-02-2023","Do you know the site’s health and safety rules?"
"83f94f24-75b2-5dfd-a411-68a2f9723339","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 06-02-2023","Are you familiar with security arrangements and the system for reporting incidents, near misses and hazards?"
"54368aa8-48f6-5662-86f3-d90761e9c2a5","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 06-02-2023","Are you familiar with the emergency facilities and evacuation procedure/route for the site?"
"0b600df3-12cf-5de1-9104-33b0b74d176c","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 06-02-2023","Do you have access to appropriate emergency and first aid equipment?"
"5d00291c-9194-5d86-a6d4-10d0188d5df3","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 06-02-2023","Have you asked the person in charge about all relevant hazards?"
"f551aac6-40b6-5118-8825-4be0c9fff518","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 06-02-2023","If any of the below are 'Fail' (no) - follow up with person in charge to ensure your safety"
"c364f9bc-4728-5287-8da1-7d2e5227175f","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 06-02-2023","Has a safe work method statement or job safety analysis been completed?"
"c3449716-0335-503d-b0dd-7c6ab6e2433c","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 06-02-2023","Do you have the correct procedures, equipment and PPE to do the work safely?"
"a7e26525-986c-5aa8-8248-9890511d4203","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 06-02-2023","Has equipment that requires a lock/tag-out and/or power that requires isolation/containment been completed?"
"ce48a52f-0201-5e6c-8d54-80ba7c93ebc3","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 06-02-2023","Is there appropriate separation of vehicles and people during the proposed work?"
"12872cc8-5c85-5593-a24f-1baa5cb6ad0b","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 06-02-2023","Is all required electrical/mechanical equipment in a safe condition?"
"031adc9e-242e-56cc-af95-25e8d88db58a","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 06-02-2023","Are all hazardous and/or dangerous goods/substances used and stored according to their material safety data sheets?"
"891b4529-676f-57cb-b980-067b2c1e428e","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 06-02-2023","Have you consulted with all fellow workers about the task to be completed and the safe way to do it?"
"ce79f120-2d97-58a8-8731-51715f2735a6","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 06-02-2023","Have you got a safe way of getting in and out of your work area?"
"f7377894-f8b9-5e3a-b22d-87d91c367420","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 06-02-2023","Have any manual handling risks been identified and assessed?"
"cbf1c245-0669-557c-a0c4-2e6fa8eae1d6","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 06-02-2023","Any additional site specific hazards or requirements commented below"
"478710f3-ce93-56a2-8519-cd58a5106e69","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 06-02-2023","Sign off attached below"
"c250fd86-f697-4804-9af8-45b37551724b","","checklist-flat","pass","a6ee8082c085b8dbf5a442247f4751a249ce2d71c172b2238a54ce173c1f3153","checklist-flat","FALSE","FALSE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 19/02/23"
"daecb013-c53c-514a-9cc5-6046976442b9","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 19/02/23","Task details entered below"
"ab5a8d44-0f40-5ed7-9360-02b60eb4ee7b","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 19/02/23","If any of the below are 'Fail' (no) - make yourself acquainted with site requirements before starting work"
"34eb4497-42d6-5580-9a5a-5d527853090d","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 19/02/23","Have you completed a site induction?"
"c887e38c-4f27-54d7-ac42-2f36f5245eb7","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 19/02/23","Do you know the site’s health and safety rules?"
"5408e636-4399-587e-ab20-f08973433d37","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 19/02/23","Are you familiar with security arrangements and the system for reporting incidents, near misses and hazards?"
"9658180a-c7d7-5113-bd18-3d262f1d1f5a","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 19/02/23","Are you familiar with the emergency facilities and evacuation procedure/route for the site?"
"0cf42219-6a5b-5750-9780-5987eee5d7f9","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 19/02/23","Do you have access to appropriate emergency and first aid equipment?"
"1af153a0-f123-5b7a-a883-a2461a8c7bfa","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 19/02/23","Have you asked the person in charge about all relevant hazards?"
"e7ef7658-d6b8-5d91-80bc-ecc677853a1b","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 19/02/23","If any of the below are 'Fail' (no) - follow up with person in charge to ensure your safety"
"ccf2451e-ad34-5837-9f0b-24c50b259e74","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 19/02/23","Has a safe work method statement or job safety analysis been completed?"
"d0f71537-9f24-5277-9239-39c0b2ee8fe7","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 19/02/23","Do you have the correct procedures, equipment and PPE to do the work safely?"
"a3ceff36-f448-576c-b019-02f9ca9ef579","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 19/02/23","Has equipment that requires a lock/tag-out and/or power that requires isolation/containment been completed?"
"b49dcab5-2bc4-5337-ae06-b49bf6f185b7","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 19/02/23","Is there appropriate separation of vehicles and people during the proposed work?"
"d2f3c9a2-c082-5c92-bc13-87875f80c97f","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 19/02/23","Is all required electrical/mechanical equipment in a safe condition?"
"b192f1ab-4623-5e36-a5ba-e71f36cb3915","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 19/02/23","Are all hazardous and/or dangerous goods/substances used and stored according to their material safety data sheets?"
"a3dbef48-8306-59fd-9f71-655b5dff27ed","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 19/02/23","Have you consulted with all fellow workers about the task to be completed and the safe way to do it?"
"40941d97-1504-521a-a0a0-c18ee0d583e8","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 19/02/23","Have you got a safe way of getting in and out of your work area?"
"7d16fc5e-4087-5773-aed1-28c97566d6f8","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 19/02/23","Have any manual handling risks been identified and assessed?"
"1c923abc-107c-5ce9-9d04-ecd187627032","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 19/02/23","Any additional site specific hazards or requirements commented below"
"1fe4ba82-703c-5c43-9c50-976e20744450","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 19/02/23","Sign off attached below"
"5881e4d6-66e1-4a00-b4b9-1bb27856cbba","","checklist-flat","pass","a6ee8082c085b8dbf5a442247f4751a249ce2d71c172b2238a54ce173c1f3153","checklist-flat","FALSE","FALSE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 20/02/23"
"071ac6ab-6389-522b-b77c-28d77889c677","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 20/02/23","Task details entered below"
"0e5e3987-417a-57f8-b498-001e0677b45e","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 20/02/23","If any of the below are 'Fail' (no) - make yourself acquainted with site requirements before starting work"
"c85f695e-2eeb-50c8-9103-665beae55bcb","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 20/02/23","Have you completed a site induction?"
"dd6bc953-6159-5134-a28f-1be4dfe6729d","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 20/02/23","Do you know the site’s health and safety rules?"
"6dfb4181-06a6-5460-a28c-17c2ea74e690","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 20/02/23","Are you familiar with security arrangements and the system for reporting incidents, near misses and hazards?"
"8cb109bd-b70c-5a5f-a9a1-4be131604d31","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 20/02/23","Are you familiar with the emergency facilities and evacuation procedure/route for the site?"
"f805a135-6b80-5f2a-965d-0880f19fcb5e","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 20/02/23","Do you have access to appropriate emergency and first aid equipment?"
"f7298240-0ff1-5651-926e-7dfa6ec60b5a","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 20/02/23","Have you asked the person in charge about all relevant hazards?"
"32887ed1-fe8a-5604-8657-fd2de2be5326","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 20/02/23","If any of the below are 'Fail' (no) - follow up with person in charge to ensure your safety"
"6871f0c0-6a38-5221-be42-ee1d5333fcec","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 20/02/23","Has a safe work method statement or job safety analysis been completed?"
"11d77178-0769-577f-91f5-ae765a4d6085","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 20/02/23","Do you have the correct procedures, equipment and PPE to do the work safely?"
"b82c06e8-ba57-58a7-8550-95928d562091","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 20/02/23","Has equipment that requires a lock/tag-out and/or power that requires isolation/containment been completed?"
"cdfa7fc8-b97e-54d1-ba76-a94d14902ff8","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 20/02/23","Is there appropriate separation of vehicles and people during the proposed work?"
"d083371c-943a-5a1d-ac09-d0c81a49c271","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 20/02/23","Is all required electrical/mechanical equipment in a safe condition?"
"7a4b2b00-ba6e-5459-b24d-fe842a0a43e1","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 20/02/23","Are all hazardous and/or dangerous goods/substances used and stored according to their material safety data sheets?"
"6520d107-e760-5814-8972-621ff925febc","","checkpoint-status","pass","","","TRUE","TRUE","00 - TRANSURBAN ARCHIVE 2023","TE00792 Fire Plugs","TAKE 5","Will Knight","Take 5 Checklist 20/02/23","Have you consulted with all fellow workers about the task to be completed and the safe way to do it?"
