"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6290af21-5663-4d5a-be00-a8657aef119e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"996a56de-d4c9-452e-9aa4-76d767c22ec2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building 1"
"4b213afc-b104-4e58-83b5-546a14d0c082","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building 1","Ground"
"83c1068b-c27b-4a2c-afe7-9455513f633f","","checklist-flat","not-started","Suspended Slab Checklist ","checklist-flat","FALSE","FALSE","Site QA","Building 1","Ground","Suspended Slab"
"bcbdc7ef-c3c0-5705-a99f-bc0575e64dc8","","checkpoint-status","pass","Z - SYS - Site Diary (old version):f28c860d-fb2a-4470-bef6-12364e557254","","TRUE","TRUE","Site Diary","March 22","Site Diary 08/04/22","Attach Specific site photos for respective day"
"df64fb0d-502e-4065-af27-b470289f029f","","folder-normal","pass","","step","TRUE","FALSE","Site Diary","April 22"
"99d41f1e-c7a8-4baa-9d85-32eb4f5579d9","","checklist-flat","pass","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary","April 22","Site Diary7/04/22"
"82d7cedc-0aa0-57d7-b543-0f1b9d824dff","","checkpoint-status","pass","Z - SYS - Site Diary (old version):c71b0382-fad5-4244-9cfa-255990b63dbb","","TRUE","TRUE","Site Diary","April 22","Site Diary7/04/22","Areas of work accessible for the day"
"b6b33d0a-20f5-58b1-8154-0537a6044ba4","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):93eab3b6-11f6-46da-9120-c6ae378b2dad","","TRUE","TRUE","Site Diary","April 22","Site Diary7/04/22","Work area 1 details entered"
"f14f0b23-cf1a-5117-bfdb-4387da0c909f","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):e6aac3a8-2745-4082-a5b0-3ba1871e6f30","","TRUE","TRUE","Site Diary","April 22","Site Diary7/04/22","Work area 2 details entered"
"b015fa5a-f909-5205-bc6b-a76652af7cdd","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):3243000b-8f1e-4a22-923e-fd2c3a08fba5","","TRUE","TRUE","Site Diary","April 22","Site Diary7/04/22","Work area 3 details entered"
"621f3f09-f2f1-5373-b664-92f6cfc45fde","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):2b549f33-4ec9-4f54-ade7-77508c8778e8","","TRUE","TRUE","Site Diary","April 22","Site Diary7/04/22","Work area 4 details entered"
"be288fc7-4bb8-5108-a082-48393567b1c0","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):f66fe077-f050-4a2c-880d-3138c5870711","","TRUE","TRUE","Site Diary","April 22","Site Diary7/04/22","Work area 5 details entered"
"29a419d8-47e5-5d3c-beae-b75ae028bb93","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):6eae9b4c-75e7-46b5-880b-ef69e7e1383b","","TRUE","TRUE","Site Diary","April 22","Site Diary7/04/22","Work area 6 details entered"
"c9df3b29-e9b0-53dd-9100-1fc0808a1ee3","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):94249c67-af05-4ab8-b5dc-a52c364bf7be","","TRUE","TRUE","Site Diary","April 22","Site Diary7/04/22","Work area 7 details entered"
"e2f12183-ac6a-5bd6-b4e7-a4799354dee5","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):b4d371ca-1104-48bc-8d27-e1193de086f6","","TRUE","TRUE","Site Diary","April 22","Site Diary7/04/22","Work area 8 details entered"
"9c396014-72e2-5c66-9213-be18cd71c33b","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):f8192161-bf12-4e71-b5d8-e85c0fee002e","","TRUE","TRUE","Site Diary","April 22","Site Diary7/04/22","Weather conditions entered"
"803ea0d8-4cb5-56b2-bbe6-0617da3c39e8","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):9870e513-b4fb-4075-a0cc-b3ca196a0583","","TRUE","TRUE","Site Diary","April 22","Site Diary7/04/22","Delays from inclemency"
"5a08f4d3-24f8-5735-922a-643503976f53","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):24b61b98-a537-4641-aa81-829d11bde68d","","TRUE","TRUE","Site Diary","April 22","Site Diary7/04/22","Delays from Builders or Others "
"0594d803-ef46-559f-9ece-93ccb30c2258","","checkpoint-status","pass","Z - SYS - Site Diary (old version):f28c860d-fb2a-4470-bef6-12364e557254","","TRUE","TRUE","Site Diary","April 22","Site Diary7/04/22","Attach Specific site photos for respective day"
"b48613ba-a3dd-491f-a9f1-4cf9a74635d6","","checklist-flat","pass","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary","April 22","Site Diary8/04/22"
"1e20c0c9-8b76-5b45-b97b-ba8c39de3339","","checkpoint-status","pass","Z - SYS - Site Diary (old version):c71b0382-fad5-4244-9cfa-255990b63dbb","","TRUE","TRUE","Site Diary","April 22","Site Diary8/04/22","Areas of work accessible for the day"
"7d9eef67-9b51-5818-baed-f0ebb3a1cd89","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):93eab3b6-11f6-46da-9120-c6ae378b2dad","","TRUE","TRUE","Site Diary","April 22","Site Diary8/04/22","Work area 1 details entered"
"39b98801-33dd-5765-a498-19310e67118e","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):e6aac3a8-2745-4082-a5b0-3ba1871e6f30","","TRUE","TRUE","Site Diary","April 22","Site Diary8/04/22","Work area 2 details entered"
"23709e89-cb2b-5b1d-bec9-95baf26b204c","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):3243000b-8f1e-4a22-923e-fd2c3a08fba5","","TRUE","TRUE","Site Diary","April 22","Site Diary8/04/22","Work area 3 details entered"
"458c4476-001c-5741-a691-bdc02e8ee60e","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):2b549f33-4ec9-4f54-ade7-77508c8778e8","","TRUE","TRUE","Site Diary","April 22","Site Diary8/04/22","Work area 4 details entered"
"838f18f7-bd13-5058-9ffc-1f65f18dcf62","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):f66fe077-f050-4a2c-880d-3138c5870711","","TRUE","TRUE","Site Diary","April 22","Site Diary8/04/22","Work area 5 details entered"
"06e956ea-cc57-5c15-a495-b28c0db93a05","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):6eae9b4c-75e7-46b5-880b-ef69e7e1383b","","TRUE","TRUE","Site Diary","April 22","Site Diary8/04/22","Work area 6 details entered"
"a47b92ef-664f-56fa-a9e3-c76bd902c249","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):94249c67-af05-4ab8-b5dc-a52c364bf7be","","TRUE","TRUE","Site Diary","April 22","Site Diary8/04/22","Work area 7 details entered"
"c5a7dc45-0f79-5056-a39f-99c75ab4f59e","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):b4d371ca-1104-48bc-8d27-e1193de086f6","","TRUE","TRUE","Site Diary","April 22","Site Diary8/04/22","Work area 8 details entered"
"a50e4713-b3f3-5247-85ed-f127c46def2d","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):f8192161-bf12-4e71-b5d8-e85c0fee002e","","TRUE","TRUE","Site Diary","April 22","Site Diary8/04/22","Weather conditions entered"
"688e46e1-2e5e-5320-86f7-a63dadae5b97","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):9870e513-b4fb-4075-a0cc-b3ca196a0583","","TRUE","TRUE","Site Diary","April 22","Site Diary8/04/22","Delays from inclemency"
"230f4e20-dcf9-5f5a-b51b-e00a2c53ad78","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):24b61b98-a537-4641-aa81-829d11bde68d","","TRUE","TRUE","Site Diary","April 22","Site Diary8/04/22","Delays from Builders or Others "
"1445af3c-d314-517f-806b-d8607b0398a6","","checkpoint-status","pass","Z - SYS - Site Diary (old version):f28c860d-fb2a-4470-bef6-12364e557254","","TRUE","TRUE","Site Diary","April 22","Site Diary8/04/22","Attach Specific site photos for respective day"
"819be481-e84d-4ef4-9e94-a085c7580bfc","","checklist-flat","pass","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary","April 22","Site Diary19/04/22"
"5c9b4f43-9548-56fe-a999-dda349e9a201","","checkpoint-status","pass","Z - SYS - Site Diary (old version):c71b0382-fad5-4244-9cfa-255990b63dbb","","TRUE","TRUE","Site Diary","April 22","Site Diary19/04/22","Areas of work accessible for the day"
"7059411f-d313-532b-873d-0c0a327d9752","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):93eab3b6-11f6-46da-9120-c6ae378b2dad","","TRUE","TRUE","Site Diary","April 22","Site Diary19/04/22","Work area 1 details entered"
"543a8839-54bc-5f3c-a92e-fa2480a3e69c","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):e6aac3a8-2745-4082-a5b0-3ba1871e6f30","","TRUE","TRUE","Site Diary","April 22","Site Diary19/04/22","Work area 2 details entered"
"f51875d6-c3e4-5db3-9b57-e5f0714e9714","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):3243000b-8f1e-4a22-923e-fd2c3a08fba5","","TRUE","TRUE","Site Diary","April 22","Site Diary19/04/22","Work area 3 details entered"
"2d271fca-9edc-59b5-be81-639396895074","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):2b549f33-4ec9-4f54-ade7-77508c8778e8","","TRUE","TRUE","Site Diary","April 22","Site Diary19/04/22","Work area 4 details entered"
"d322f3c5-a1ef-5f50-aaaf-06f478e06a16","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):f66fe077-f050-4a2c-880d-3138c5870711","","TRUE","TRUE","Site Diary","April 22","Site Diary19/04/22","Work area 5 details entered"
"b27c360b-f58c-55f4-85a0-5b56077b7ff8","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):6eae9b4c-75e7-46b5-880b-ef69e7e1383b","","TRUE","TRUE","Site Diary","April 22","Site Diary19/04/22","Work area 6 details entered"
"4efe1a52-fa8f-5386-b0d4-5922bdfa2f92","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):94249c67-af05-4ab8-b5dc-a52c364bf7be","","TRUE","TRUE","Site Diary","April 22","Site Diary19/04/22","Work area 7 details entered"
"7b3e88a0-7a8d-5f1a-b9b1-44029b9aacfb","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):b4d371ca-1104-48bc-8d27-e1193de086f6","","TRUE","TRUE","Site Diary","April 22","Site Diary19/04/22","Work area 8 details entered"
"a21ea2f7-ee8f-5b87-bee8-667151662a9a","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):f8192161-bf12-4e71-b5d8-e85c0fee002e","","TRUE","TRUE","Site Diary","April 22","Site Diary19/04/22","Weather conditions entered"
"e92faa25-ea9c-5ac1-b58d-1b276eb516b8","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):9870e513-b4fb-4075-a0cc-b3ca196a0583","","TRUE","TRUE","Site Diary","April 22","Site Diary19/04/22","Delays from inclemency"
"36039719-b600-5f6e-9c97-a356ef7545ee","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):24b61b98-a537-4641-aa81-829d11bde68d","","TRUE","TRUE","Site Diary","April 22","Site Diary19/04/22","Delays from Builders or Others "
"e4964a9b-6379-5404-955a-b409586933c1","","checkpoint-status","pass","Z - SYS - Site Diary (old version):f28c860d-fb2a-4470-bef6-12364e557254","","TRUE","TRUE","Site Diary","April 22","Site Diary19/04/22","Attach Specific site photos for respective day"
"e7e13b53-1f4e-44e7-a9ca-8639f67b3cd4","","checklist-flat","pass","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary","April 22","Site Diary20/04/22"
"1013e163-eced-585d-9530-d57996cc1c5b","","checkpoint-status","pass","Z - SYS - Site Diary (old version):c71b0382-fad5-4244-9cfa-255990b63dbb","","TRUE","TRUE","Site Diary","April 22","Site Diary20/04/22","Areas of work accessible for the day"
"5f2d952d-4420-5902-bd8a-ca96a7f8668d","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):93eab3b6-11f6-46da-9120-c6ae378b2dad","","TRUE","TRUE","Site Diary","April 22","Site Diary20/04/22","Work area 1 details entered"
"49d550a2-669b-5edd-ae99-ea23ae00d20c","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):e6aac3a8-2745-4082-a5b0-3ba1871e6f30","","TRUE","TRUE","Site Diary","April 22","Site Diary20/04/22","Work area 2 details entered"
"d690cdd3-f319-544d-b1c6-654f42ab0bb3","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):3243000b-8f1e-4a22-923e-fd2c3a08fba5","","TRUE","TRUE","Site Diary","April 22","Site Diary20/04/22","Work area 3 details entered"
"8f84b854-a611-51b0-871a-8892552d2e40","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):2b549f33-4ec9-4f54-ade7-77508c8778e8","","TRUE","TRUE","Site Diary","April 22","Site Diary20/04/22","Work area 4 details entered"
"e43850d6-f953-5661-9281-24e4098e095c","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):f66fe077-f050-4a2c-880d-3138c5870711","","TRUE","TRUE","Site Diary","April 22","Site Diary20/04/22","Work area 5 details entered"
"fdbe482a-fe3c-526f-93de-298df885144f","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):6eae9b4c-75e7-46b5-880b-ef69e7e1383b","","TRUE","TRUE","Site Diary","April 22","Site Diary20/04/22","Work area 6 details entered"
"da3f214a-3c72-582c-af84-0efe2258d0fe","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):94249c67-af05-4ab8-b5dc-a52c364bf7be","","TRUE","TRUE","Site Diary","April 22","Site Diary20/04/22","Work area 7 details entered"
"4c8aadc2-bb80-5674-b5dd-402ce52a8225","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):b4d371ca-1104-48bc-8d27-e1193de086f6","","TRUE","TRUE","Site Diary","April 22","Site Diary20/04/22","Work area 8 details entered"
"13457153-8a6b-546c-b9b9-408a1a19ebe1","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):f8192161-bf12-4e71-b5d8-e85c0fee002e","","TRUE","TRUE","Site Diary","April 22","Site Diary20/04/22","Weather conditions entered"
"a66b63b7-3405-563c-8ecd-d858ed01d91d","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):9870e513-b4fb-4075-a0cc-b3ca196a0583","","TRUE","TRUE","Site Diary","April 22","Site Diary20/04/22","Delays from inclemency"
"1ad039e9-fa7d-5632-a506-4520150ec5f6","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):24b61b98-a537-4641-aa81-829d11bde68d","","TRUE","TRUE","Site Diary","April 22","Site Diary20/04/22","Delays from Builders or Others "
"6d691a2a-a4c5-5479-9c2a-34fad5641b38","","checkpoint-status","pass","Z - SYS - Site Diary (old version):f28c860d-fb2a-4470-bef6-12364e557254","","TRUE","TRUE","Site Diary","April 22","Site Diary20/04/22","Attach Specific site photos for respective day"
"2db4e4d6-f8ee-4aef-a8d2-06755279fe73","","checklist-flat","pass","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary","April 22","Site Diary21/04/22"
"db9dfa9e-facd-54bd-84ff-9ab9fce1dbaf","","checkpoint-status","pass","Z - SYS - Site Diary (old version):c71b0382-fad5-4244-9cfa-255990b63dbb","","TRUE","TRUE","Site Diary","April 22","Site Diary21/04/22","Areas of work accessible for the day"
"77a52ba3-c8d6-5a02-bdc9-6a3993c50a0b","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):93eab3b6-11f6-46da-9120-c6ae378b2dad","","TRUE","TRUE","Site Diary","April 22","Site Diary21/04/22","Work area 1 details entered"
"a7598e26-5b5d-581c-9901-576e918ea102","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):e6aac3a8-2745-4082-a5b0-3ba1871e6f30","","TRUE","TRUE","Site Diary","April 22","Site Diary21/04/22","Work area 2 details entered"
"f38c35b2-3fb1-5d0e-a8d7-cf0d527f4866","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):3243000b-8f1e-4a22-923e-fd2c3a08fba5","","TRUE","TRUE","Site Diary","April 22","Site Diary21/04/22","Work area 3 details entered"
"0e0587be-5b3b-54af-9ba0-dc53d11f2985","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):2b549f33-4ec9-4f54-ade7-77508c8778e8","","TRUE","TRUE","Site Diary","April 22","Site Diary21/04/22","Work area 4 details entered"
"6e8207cb-a6e1-5908-8bab-b2065ad61bb6","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):f66fe077-f050-4a2c-880d-3138c5870711","","TRUE","TRUE","Site Diary","April 22","Site Diary21/04/22","Work area 5 details entered"
"a6465b16-34b4-5119-8024-afa177382c1d","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):6eae9b4c-75e7-46b5-880b-ef69e7e1383b","","TRUE","TRUE","Site Diary","April 22","Site Diary21/04/22","Work area 6 details entered"
"cbc0b436-7d35-5b3d-a787-d0b2d017bb5b","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):94249c67-af05-4ab8-b5dc-a52c364bf7be","","TRUE","TRUE","Site Diary","April 22","Site Diary21/04/22","Work area 7 details entered"
"9ffdec4a-3815-5fad-85cd-ce2eb99f17e3","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):b4d371ca-1104-48bc-8d27-e1193de086f6","","TRUE","TRUE","Site Diary","April 22","Site Diary21/04/22","Work area 8 details entered"
"dec1cff7-5cd0-54e2-8812-1fe8a47b1f07","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):f8192161-bf12-4e71-b5d8-e85c0fee002e","","TRUE","TRUE","Site Diary","April 22","Site Diary21/04/22","Weather conditions entered"
"d36f1d72-00b2-50f6-bee3-888bf1f0621c","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):9870e513-b4fb-4075-a0cc-b3ca196a0583","","TRUE","TRUE","Site Diary","April 22","Site Diary21/04/22","Delays from inclemency"
"e111d1b7-cbd7-5650-bcd5-856617861ae5","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):24b61b98-a537-4641-aa81-829d11bde68d","","TRUE","TRUE","Site Diary","April 22","Site Diary21/04/22","Delays from Builders or Others "
"80c2fc2d-c852-5ea0-bcc6-292cc55be237","","checkpoint-status","pass","Z - SYS - Site Diary (old version):f28c860d-fb2a-4470-bef6-12364e557254","","TRUE","TRUE","Site Diary","April 22","Site Diary21/04/22","Attach Specific site photos for respective day"
"b71d4852-94fb-4d18-9f04-0a07c0499a03","","checklist-flat","pass","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary","April 22","Site Diary22/04/22"
"09648d57-92eb-5591-b8e5-437d7d229650","","checkpoint-status","pass","Z - SYS - Site Diary (old version):c71b0382-fad5-4244-9cfa-255990b63dbb","","TRUE","TRUE","Site Diary","April 22","Site Diary22/04/22","Areas of work accessible for the day"
"87894e33-dd97-5511-a3fc-e149be85f8d8","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):93eab3b6-11f6-46da-9120-c6ae378b2dad","","TRUE","TRUE","Site Diary","April 22","Site Diary22/04/22","Work area 1 details entered"
"c816ec81-cba2-59ee-9d39-e84d27772e73","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):e6aac3a8-2745-4082-a5b0-3ba1871e6f30","","TRUE","TRUE","Site Diary","April 22","Site Diary22/04/22","Work area 2 details entered"
"d6de9d32-d31e-5d58-b220-159916b9ae7e","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):3243000b-8f1e-4a22-923e-fd2c3a08fba5","","TRUE","TRUE","Site Diary","April 22","Site Diary22/04/22","Work area 3 details entered"
"e8fec8de-31ef-51b6-a65a-8b78db16ff61","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):2b549f33-4ec9-4f54-ade7-77508c8778e8","","TRUE","TRUE","Site Diary","April 22","Site Diary22/04/22","Work area 4 details entered"
"76893cb1-bc20-544a-9a41-1ea8cc53e255","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):f66fe077-f050-4a2c-880d-3138c5870711","","TRUE","TRUE","Site Diary","April 22","Site Diary22/04/22","Work area 5 details entered"
"cc33ac9e-04c2-55a3-866a-a5b8bd7b2739","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):6eae9b4c-75e7-46b5-880b-ef69e7e1383b","","TRUE","TRUE","Site Diary","April 22","Site Diary22/04/22","Work area 6 details entered"
"2e9a915d-a8bc-59e5-811a-5de15b42c206","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):94249c67-af05-4ab8-b5dc-a52c364bf7be","","TRUE","TRUE","Site Diary","April 22","Site Diary22/04/22","Work area 7 details entered"
"78cdbcb5-090a-5ea4-99b0-b54c97b5d0cb","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):b4d371ca-1104-48bc-8d27-e1193de086f6","","TRUE","TRUE","Site Diary","April 22","Site Diary22/04/22","Work area 8 details entered"
"2a70ebc4-9bc8-572a-bd05-fe82cca8180b","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):f8192161-bf12-4e71-b5d8-e85c0fee002e","","TRUE","TRUE","Site Diary","April 22","Site Diary22/04/22","Weather conditions entered"
"6dff773a-d0c8-53f5-9d50-c806da387688","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):9870e513-b4fb-4075-a0cc-b3ca196a0583","","TRUE","TRUE","Site Diary","April 22","Site Diary22/04/22","Delays from inclemency"
"7311389e-0681-5624-ad12-5323b8585d3d","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):24b61b98-a537-4641-aa81-829d11bde68d","","TRUE","TRUE","Site Diary","April 22","Site Diary22/04/22","Delays from Builders or Others "
"c00a9789-1020-58ba-adab-86f2e83ab3fb","","checkpoint-status","pass","Z - SYS - Site Diary (old version):f28c860d-fb2a-4470-bef6-12364e557254","","TRUE","TRUE","Site Diary","April 22","Site Diary22/04/22","Attach Specific site photos for respective day"
"daacb381-e3e9-4303-b80e-2aff5f45b74a","","checklist-flat","pass","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary","April 22","Site Diary26/04/22"
"6db8f188-6104-5806-ba06-10973f7f4047","","checkpoint-status","pass","Z - SYS - Site Diary (old version):c71b0382-fad5-4244-9cfa-255990b63dbb","","TRUE","TRUE","Site Diary","April 22","Site Diary26/04/22","Areas of work accessible for the day"
"bacbaa12-633e-5e8e-bf20-431b84573731","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):93eab3b6-11f6-46da-9120-c6ae378b2dad","","TRUE","TRUE","Site Diary","April 22","Site Diary26/04/22","Work area 1 details entered"
"712fa301-e7e3-5b41-8f8f-bbb65f00d9eb","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):e6aac3a8-2745-4082-a5b0-3ba1871e6f30","","TRUE","TRUE","Site Diary","April 22","Site Diary26/04/22","Work area 2 details entered"
"980d373d-3926-5e15-a609-322b3101f792","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):3243000b-8f1e-4a22-923e-fd2c3a08fba5","","TRUE","TRUE","Site Diary","April 22","Site Diary26/04/22","Work area 3 details entered"
"358d8cab-e953-52ba-8fbf-823f57dd1b70","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):2b549f33-4ec9-4f54-ade7-77508c8778e8","","TRUE","TRUE","Site Diary","April 22","Site Diary26/04/22","Work area 4 details entered"
"f00d46d1-d3c8-5115-970a-aeafc974d3d8","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):f66fe077-f050-4a2c-880d-3138c5870711","","TRUE","TRUE","Site Diary","April 22","Site Diary26/04/22","Work area 5 details entered"
"bfc0a234-8c84-5db4-bf4b-28fb573fb5af","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):6eae9b4c-75e7-46b5-880b-ef69e7e1383b","","TRUE","TRUE","Site Diary","April 22","Site Diary26/04/22","Work area 6 details entered"
"b2f164af-c907-55e1-972f-8a18ddc0e205","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):94249c67-af05-4ab8-b5dc-a52c364bf7be","","TRUE","TRUE","Site Diary","April 22","Site Diary26/04/22","Work area 7 details entered"
"dfdfe794-e4f2-5f2d-a5d7-20f85c793fd0","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):b4d371ca-1104-48bc-8d27-e1193de086f6","","TRUE","TRUE","Site Diary","April 22","Site Diary26/04/22","Work area 8 details entered"
"db8f35f8-dbc3-5740-87fc-91ae26e96a59","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):f8192161-bf12-4e71-b5d8-e85c0fee002e","","TRUE","TRUE","Site Diary","April 22","Site Diary26/04/22","Weather conditions entered"
"3231a5c8-50f7-5593-a7c6-b1edf2f106ef","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):9870e513-b4fb-4075-a0cc-b3ca196a0583","","TRUE","TRUE","Site Diary","April 22","Site Diary26/04/22","Delays from inclemency"
"68987d3e-30fb-5955-be7c-c194fd864f7e","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):24b61b98-a537-4641-aa81-829d11bde68d","","TRUE","TRUE","Site Diary","April 22","Site Diary26/04/22","Delays from Builders or Others "
"03839668-9976-5922-82ae-03982dbc0ac8","","checkpoint-status","pass","Z - SYS - Site Diary (old version):f28c860d-fb2a-4470-bef6-12364e557254","","TRUE","TRUE","Site Diary","April 22","Site Diary26/04/22","Attach Specific site photos for respective day"
"5b9e84b3-07cb-4488-a2ca-43ab5234c94b","","checklist-flat","pass","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary","April 22","Site Diary27/04/22"
"672f7e7a-b2b2-5bc9-88fb-982e2723afce","","checkpoint-status","pass","Z - SYS - Site Diary (old version):c71b0382-fad5-4244-9cfa-255990b63dbb","","TRUE","TRUE","Site Diary","April 22","Site Diary27/04/22","Areas of work accessible for the day"
"fe494a62-f21c-5126-a5d8-8165efa65a86","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):93eab3b6-11f6-46da-9120-c6ae378b2dad","","TRUE","TRUE","Site Diary","April 22","Site Diary27/04/22","Work area 1 details entered"
"43878f01-0c59-553f-85ba-f38b42d46de2","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):e6aac3a8-2745-4082-a5b0-3ba1871e6f30","","TRUE","TRUE","Site Diary","April 22","Site Diary27/04/22","Work area 2 details entered"
"418a08c3-fad6-53b4-8801-e6827da027d5","","checkpoint-no-status","no-status-started","Z - SYS - Site Diary (old version):3243000b-8f1e-4a22-923e-fd2c3a08fba5","","TRUE","TRUE","Site Diary","April 22","Site Diary27/04/22","Work area 3 details entered"
"0a7c1be4-e0ac-5a92-81ad-3413d7518d4e","","checkpoint-no-status","no-status-not-started","Z - SYS - Site Diary (old version):2b549f33-4ec9-4f54-ade7-77508c8778e8","","TRUE","TRUE","Site Diary","April 22","Site Diary27/04/22","Work area 4 details entered"
