"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"77650e24-6bea-44db-ba87-5d81bd4fb71a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"857dea0d-07f4-4ebe-ae63-c73522c5a54a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs"
"aabf8cfe-2ab5-40d0-b0f4-6ef5119cfc20","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS"
"4f47f2c7-a58d-41bd-a7c3-6cd7f0410e17","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 1 Temp Rising Main No.1"
"f3bbf098-18b4-4f5f-90ec-d31e40131492","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 1 Temp Rising Main No.1","DB 1"
"9b29edd1-fc92-4907-93e3-30a1f6aa32f5","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.03","Mandatory testing","CB1"
"d7c24df5-1992-43d5-9a31-0a51edc19243","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.03","Mandatory testing","CB2"
"5413a03a-ec51-4f6b-950d-4152f680f5b9","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.03","Mandatory testing","CB3"
"936f814b-fd21-43f0-b3b2-d398c2cae067","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.03","Mandatory testing","CB4"
"af536d0b-1586-4a2e-8769-bf21b2ccc012","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.03","Mandatory testing","CB5"
"45302b8f-4f89-4f4a-91a1-040e3fe9fbbb","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.03","Mandatory testing","CB6"
"65dd9dfd-f9f2-409b-b8c2-2024b1f3476f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.04"
"df140cb9-a42a-490e-aea6-9cff44c67d91","","checklist-flat","pass","AE-ITCX-028 - Lead-Ins Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.04","Lead-ins"
"5e214872-5477-4225-a265-8a814c94a69a","","checklist-flat","pass","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.04","Rough in"
"360e03b6-3c64-43c0-ba5d-7af0ab5e7ade","","checklist-flat","pass","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.04","Cut out"
"c6cfc00a-fa1c-4a81-b6b4-28e10beb046b","","checklist-flat","pass","AE-ITCX-31 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.04","Fit off"
"0919209a-97f5-49d4-a66b-4ac1db36adb3","","checklist-flat","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.04","Commissioning"
"74e746f4-0cf3-4a96-8e01-11c0e7458104","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.04","Mandatory testing"
"fcae3e84-cabc-4a61-9bcc-5d1e640c4c1e","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.04","Mandatory testing","CB1"
"1e881b26-fff6-4428-bc62-e5d6f6a954ab","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.04","Mandatory testing","CB2"
"92d0f706-16c5-4a40-a437-79676b41321f","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.04","Mandatory testing","CB3"
"1c51bbfc-32e1-49da-9f30-a67590259794","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.04","Mandatory testing","CB4"
"5370f633-2612-4b1e-9848-5e7cfff1df2f","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.04","Mandatory testing","CB5"
"3f4b21df-a3b7-4dbd-abea-6f8af60905a0","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.04","Mandatory testing","CB6"
"37ae43b5-9c7a-4dd9-a72b-96ab53213373","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.05"
"f3af4963-a000-4989-b6a3-3fb52e8b6932","","checklist-flat","pass","AE-ITCX-028 - Lead-Ins Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.05","Lead-ins"
"731d3bb9-111f-49b2-a9e7-7e9dd5649807","","checklist-flat","pass","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.05","Rough in"
"3756b9b3-1d02-4d84-8932-aed3ed903e65","","checklist-flat","pass","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.05","Cut out"
"defa6cc4-7fbd-410c-8c83-2213c6cde718","","checklist-flat","pass","AE-ITCX-31 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.05","Fit off"
"8b9ebdbd-e8fc-4f68-a252-76c242255d25","","checklist-flat","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.05","Commissioning"
"329286b8-0010-44c2-8d51-a2960ea0f522","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.05","Mandatory testing"
"5dd5bf21-ec46-483f-a4bd-f044897f3fa4","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.05","Mandatory testing","CB1"
"ec97b8e4-86cd-4b00-9954-180dce4e0d65","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.05","Mandatory testing","CB2"
"07a2f2a3-b823-4389-9d25-dae891f0b9ac","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.05","Mandatory testing","CB3"
"54c5fbec-ebda-4a03-ad49-f7fb5c3c0f3d","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.05","Mandatory testing","CB4"
"23ca4d31-90d2-4077-8e13-9ede35df31bc","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.05","Mandatory testing","CB5"
"e1bff1ab-8945-40b5-b290-ed64ba81c658","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.05","Mandatory testing","CB6"
"b92bcbc1-ccae-4f7b-8895-2e880f00ea85","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.06"
"98505d8e-8a2f-49f4-9ed6-78f246d6e4ac","","checklist-flat","pass","AE-ITCX-028 - Lead-Ins Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.06","Lead-ins"
"82885d70-a767-4753-9a17-2fbc52ad39a2","","checklist-flat","pass","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.06","Rough in"
"0a5f7152-50ce-445d-adae-2eb40d622231","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.06","Cut out"
"c6530703-3b8f-4eaa-8bcb-97830fbd81c9","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.06","Fit off"
"864ef824-f57b-4b9c-bd06-d904e4187ffa","","checklist-flat","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.06","Commissioning"
"e54e1882-4a76-41e7-bca6-5be93a9fc68d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.06","Mandatory testing"
"8c16f0b2-2b48-4c91-b551-84e72ea6d275","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.06","Mandatory testing","CB1"
"57cdf14b-e44e-4bc2-9ba2-8cde4a148df3","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.06","Mandatory testing","CB2"
"438059f9-2469-4188-8ab0-027b154255f6","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.06","Mandatory testing","CB3"
"1eb4805c-5df3-4578-b610-18ed6248f97c","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.06","Mandatory testing","CB4"
"aa0004e9-5a52-494a-beb7-37e0d2e802c6","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.06","Mandatory testing","CB5"
"12e171cf-93b6-47ac-8d26-119f8fb74ab6","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.06","Mandatory testing","CB6"
"adadb0de-f34f-4ee7-868a-ae557d19aaee","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.07"
"32f89f2b-f829-4cd4-8fa8-80e6ae71c9b4","","checklist-flat","not-started","AE-ITCX-028 - Lead-Ins Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.07","Lead-ins"
"f67f7510-e875-4238-8e72-14847e81752d","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.07","Rough in"
"162600f3-016a-4136-a8e0-35382a3ac778","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.07","Cut out"
"d73aea10-7925-4752-95d1-5de62bcba5bc","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.07","Fit off"
"83da8c4c-f5af-4f0d-8471-1aaa3029f7c1","","checklist-flat","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.07","Commissioning"
"81641442-de54-416c-87d0-992aa31254be","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.07","Mandatory testing"
"ffc0fe74-57b4-4f50-9f42-65caf6296139","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.07","Mandatory testing","CB1"
"b0191f8e-cbfb-4ee3-a07b-3609845c990e","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.07","Mandatory testing","CB2"
"70716027-d265-42d0-b113-1531f6d0fa2e","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.07","Mandatory testing","CB3"
"c0b9f447-4acd-4889-983a-86f5894a406f","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.07","Mandatory testing","CB4"
"1f0187b6-ee37-466f-9215-06d1e957ba5b","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.07","Mandatory testing","CB5"
"f68d9462-921b-4276-a0da-b5263d42cf46","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.07","Mandatory testing","CB6"
"301eb59e-2a68-44c4-8bc1-ae7f5e6ac5c9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.08"
"b8030c9e-3c7b-410e-abe1-ea0f9fd51d63","","checklist-flat","not-started","AE-ITCX-028 - Lead-Ins Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.08","Lead-ins"
"08344e22-9690-4546-a177-d731541e3a30","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.08","Rough in"
"0ae3916f-d56f-4d45-bc96-9673472ce153","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.08","Cut out"
"158fd131-7739-4503-a2bd-415ffc109c26","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.08","Fit off"
"7abdfc7f-4301-4355-9093-3dc1b453f4de","","checklist-flat","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.08","Commissioning"
"820c3c44-0017-462b-8cf8-724637182585","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.08","Mandatory testing"
"a45e684e-b5df-40a3-97aa-0415832f1c66","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.08","Mandatory testing","CB1"
"d0a952ef-82ec-47da-9fd4-d16daf62bd55","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.08","Mandatory testing","CB2"
"f0a0a75a-f951-4579-862a-2b13bfacdac3","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.08","Mandatory testing","CB3"
"039db89e-a241-4eb9-953a-4cccdc1fcef4","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.08","Mandatory testing","CB4"
"76769113-3233-43aa-aa90-692a1e492c0d","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.08","Mandatory testing","CB5"
"6d9f1570-937d-4134-993b-6c63c2823401","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.08","Mandatory testing","CB6"
"b224dec5-4ea5-4241-aed9-81a7a3cd7514","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.09"
"af2f07fa-107e-4140-bea8-05906087905e","","checklist-flat","not-started","AE-ITCX-028 - Lead-Ins Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.09","Lead-ins"
"bc2b765d-79ba-45f9-bddc-5ecda40b8b8e","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.09","Rough in"
"f3db3b0d-298a-4b33-a1e1-6e58565ab384","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.09","Cut out"
"41aa16a4-8d22-46f7-8de1-817f1482c57c","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.09","Fit off"
"64d3293e-ee67-479d-b9d8-e4bd25661c24","","checklist-flat","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.09","Commissioning"
"76abd939-4cd9-410d-9c1c-a0e958775784","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.09","Mandatory testing"
"60816d13-c93a-4a33-905e-d48506247a38","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.09","Mandatory testing","CB1"
"8e8946cf-231d-4879-91a0-5dba1e911204","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.09","Mandatory testing","CB2"
"39192148-6ae9-412f-81fd-2c5735a71297","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.09","Mandatory testing","CB3"
"a2e2fa3f-3a05-40d1-b058-c802a1f09269","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.09","Mandatory testing","CB4"
"ef19fc42-37e7-415e-bb2f-7dc0fb985f1b","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.09","Mandatory testing","CB5"
"6996e3de-c938-47ea-adc1-860e62cee3db","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 9","9.09","Mandatory testing","CB6"
"175c3471-8d7d-4a98-bc28-eddf370b3076","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Apartments","Tower 2","Level 10"
"cb3e4428-32ed-4e52-b40b-eeb020c63ab1","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.01"
"1077b25e-6f46-4829-a8c4-31afa7489eee","","checklist-flat","pass","AE-ITCX-028 - Lead-Ins Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.01","Lead-ins"
"d3d58641-8eac-4937-a37c-10753a4d9bfb","","checklist-flat","pass","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.01","Rough in"
"db733cbf-edfc-4b21-89f4-0839834421d9","","checklist-flat","pass","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.01","Cut out"
"a9a9d2a1-134c-4cdc-829e-51cf411a36f2","","checklist-flat","pass","AE-ITCX-31 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.01","Fit off"
"3a106e30-b5d5-4d8c-8df7-a42f0d00e698","","checklist-flat","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.01","Commissioning"
"c0dcc0fc-280f-4a40-a8cb-6e5a1cdf4c3f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.01","Mandatory testing"
"2b2703b2-c1fb-4d1d-9e5d-598835f1dd75","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.01","Mandatory testing","CB1"
"cae4c1bd-45cc-434a-b672-52ff1ce718a3","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.01","Mandatory testing","CB2"
"b90944ba-6ec6-42e3-8c54-1a9906d513ef","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.01","Mandatory testing","CB3"
"7acf7692-3fdd-446e-8f4d-31852e44ae12","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.01","Mandatory testing","CB4"
"10b22d47-c544-4acc-8124-d031635f0916","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.01","Mandatory testing","CB5"
"61ac7cf9-fb61-4a85-919c-7f5cee2949ec","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.01","Mandatory testing","CB6"
"4da4b386-0b14-4554-be5b-8540337ec253","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.02"
"c52102bf-0d62-476e-9c5f-076067018c14","","checklist-flat","pass","AE-ITCX-028 - Lead-Ins Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.02","Lead-ins"
"af76d38a-2f56-4029-a893-a4b7a2c39fed","","checklist-flat","pass","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.02","Rough in"
"7510d7bb-83ca-4967-96b7-8cbc96ca6a6d","","checklist-flat","pass","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.02","Cut out"
"76928f5c-a38b-4f57-8757-64d1b3c25e76","","checklist-flat","pass","AE-ITCX-31 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.02","Fit off"
"105330ce-06d4-4c84-bfb9-e408ff5efe6c","","checklist-flat","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.02","Commissioning"
"3b921b67-0100-4f2a-9363-bfdb89e956b9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.02","Mandatory testing"
"b8fc3db2-6ed3-4876-bc21-378caf6be7ed","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.02","Mandatory testing","CB1"
"74af798c-9d9b-4333-91af-900cfaee00e4","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.02","Mandatory testing","CB2"
"148ae914-c659-4f7f-8f0b-ba4c54ed0cf1","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.02","Mandatory testing","CB3"
"b32242b0-ec44-494b-839b-121d9920d86e","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.02","Mandatory testing","CB4"
"e1f1dcbf-cda6-4073-a25a-b6b896d958d3","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.02","Mandatory testing","CB5"
"bf92e85a-7b95-4e89-9fca-56aae17f463b","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.02","Mandatory testing","CB6"
"a866d954-709a-42c7-a2a6-611742408fff","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.03"
"8cfaf42e-dd13-411d-b424-57921fa05efd","","checklist-flat","pass","AE-ITCX-028 - Lead-Ins Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.03","Lead-ins"
"10ef019c-9bdd-415e-9e61-211468f8582e","","checklist-flat","pass","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Apartments","Tower 2","Level 10","10.03","Rough in"
