"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fe662a26-083b-4221-bb1a-177ed932b7e8","","pass","","folder","TRUE","FALSE","ITP-000 - Client Pre-Construction Checklist"
"766b027f-c6ca-45dd-bade-3b0ed2b212c2","","pass","ITP-031 - MCC Stormwater Drainage","checklist","FALSE","FALSE","ITP-031 - CoM Stormwater Drainage","Stage 1","Stadium","ITP-031 - CoM Stormwater Drainage D103-2, D103-1 Lot 03"
"ca1c48e9-73f3-4f67-aeaa-f0670594ed0c","","pass","","folder","TRUE","FALSE","ITP-031 - CoM Stormwater Drainage","Stage 1","Spencer"
"61373dec-b483-43a5-aeae-6c0724c40f6e","","pass","ITP-031 - MCC Stormwater Drainage","checklist","FALSE","FALSE","ITP-031 - CoM Stormwater Drainage","Stage 1","Spencer","ITP-031 - CoM Stormwater Drainage - D208-1, D202-1, D209-1 Lot 04"
"fad4154f-8c94-4fff-b077-b5c671438dc6","","pass","","folder","TRUE","FALSE","ITP-031 - CoM Stormwater Drainage","Stage 1","William"
"0a658417-4edd-4cc9-b6d1-23197cc69970","","pass","ITP-031 - MCC Stormwater Drainage","checklist","FALSE","FALSE","ITP-031 - CoM Stormwater Drainage","Stage 1","William","ITP-031 - CoM Stormwater Drainage D303-3 - D303-4, D303-2 Drainage Line & Pits Lot 05"
"4bd94e09-8be2-4cdd-9497-dfff933d2d2a","","pass","ITP-031 - MCC Stormwater Drainage","checklist","FALSE","FALSE","ITP-031 - CoM Stormwater Drainage","Stage 1","William","ITP-031 - CoM Stormwater Drainage D301-2, D301-1 Pits Lot 06"
"f8706917-1e07-4a0c-971f-febe1d2e2be5","","pass","","folder","TRUE","FALSE","ITP-031 - CoM Stormwater Drainage","Stage 2"
"2f12ba6d-0adb-4a5a-96ac-6c7935d40a8c","","pass","","folder","TRUE","FALSE","ITP-031 - CoM Stormwater Drainage","Stage 2","Elizabeth"
"f4376589-cb44-4318-b697-85fecd88289a","","pass","ITP-031 - MCC Stormwater Drainage","checklist","FALSE","FALSE","ITP-031 - CoM Stormwater Drainage","Stage 2","Elizabeth","ITP-031 - CoM Stormwater Drainage - D505-1 to D503-2, D506-1 Lot 07"
"5cd3b0b9-47d7-415c-9f04-a6685db3de17","","pass","ITP-031 - MCC Stormwater Drainage","checklist","FALSE","FALSE","ITP-031 - CoM Stormwater Drainage","Stage 2","Elizabeth","ITP-031 - CoM Stormwater Drainage - D507-1 to D507-1A Line & Pits Lot 08"
"a47ccf77-cb23-43e9-9431-4cf9d56af76b","","pass","ITP-031 - MCC Stormwater Drainage","checklist","FALSE","FALSE","ITP-031 - CoM Stormwater Drainage","Stage 2","Elizabeth","ITP-031 - CoM Stormwater Drainage - D502-2 to D502-1 Lot 09"
"02bc5aed-0e11-4107-9fb5-4f157103ae00","","pass","","folder","TRUE","FALSE","ITP-031 - CoM Stormwater Drainage","Stage 2","Swanston"
"c510add7-af01-47cb-b122-07e7a8424906","","pass","ITP-031 - MCC Stormwater Drainage","checklist","FALSE","FALSE","ITP-031 - CoM Stormwater Drainage","Stage 2","Swanston","ITP-031 - CoM Stormwater Drainage - Existing Pit to D602-4 Line & Pits Lot 10"
"985b4b22-cc21-4bb2-842a-d048aeac358b","","pass","ITP-031 - MCC Stormwater Drainage","checklist","FALSE","FALSE","ITP-031 - CoM Stormwater Drainage","Stage 2","Swanston","ITP-031 - CoM Stormwater Drainage - D602-4 to D602-5 Line & Pits Lot 11"
"45975a8f-0a49-4af2-b744-fd50ee1dd812","","pass","ITP-031 - MCC Stormwater Drainage","checklist","FALSE","FALSE","ITP-031 - CoM Stormwater Drainage","Stage 2","Swanston","ITP-031 - CoM Stormwater Drainage - D602-5A to D602-5 Line & Pits Lot 12"
"25081c1a-8f01-4492-ab11-15675320e6a1","","pass","ITP-031 - MCC Stormwater Drainage","checklist","FALSE","FALSE","ITP-031 - CoM Stormwater Drainage","Stage 2","Swanston","ITP-031 - CoM Stormwater Drainage - D602-5A to D602-6 Line & Pits Lot 13"
"b7bff8b8-ad27-43ae-a720-fd1b80c6c7a4","","pass","ITP-031 - MCC Stormwater Drainage","checklist","FALSE","FALSE","ITP-031 - CoM Stormwater Drainage","Stage 2","Swanston","ITP-031 - CoM Stormwater Drainage - D603-2, D603-3, D603-4, D603-6 Lot 14"
"e68eae7d-5d09-4c51-b310-e0ca110336b8","","pass","","folder","TRUE","FALSE","ITP-031 - CoM Stormwater Drainage","Stage 2","Exhibition"
"3ec79ca9-bfe6-444b-a6a0-5ba5e0998ad9","","pass","ITP-031 - MCC Stormwater Drainage","checklist","FALSE","FALSE","ITP-031 - CoM Stormwater Drainage","Stage 2","Exhibition","ITP-031 - CoM Stormwater Drainage - D803-1 to Existing Line & Pits Lot 15"
"372b8b9c-3225-47a0-b077-2a46d10fa2d1","","pass","ITP-031 - MCC Stormwater Drainage","checklist","FALSE","FALSE","ITP-031 - CoM Stormwater Drainage","Stage 2","Exhibition","ITP-031 - CoM Stormwater Drainage - Existing Pit to D804-2 Lot 16"
"d03641ef-4793-4a5e-8a0f-dbdd0240db34","","pass","ITP-031 - MCC Stormwater Drainage","checklist","FALSE","FALSE","ITP-031 - CoM Stormwater Drainage","Stage 2","Exhibition","ITP-031 - CoM Stormwater Drainage D801-13, D801-11, D801-10, D801-4, D802-8, D802-7,  D802-6, D802-4 Lot 17"
"0d072538-5780-4c60-8a4e-dc58afecc300","","pass","","folder","TRUE","FALSE","ITP-036 - Kerb Access Ramp Bluestone Footpath"
"28f570cb-cb8d-49bf-b1cb-8d3e4eba700b","","pass","","folder","TRUE","FALSE","ITP-036 - Kerb Access Ramp Bluestone Footpath","Stage 1"
"a4be7bac-c9f7-4dfd-982e-c61b6bd317cb","","pass","","folder","TRUE","FALSE","ITP-036 - Kerb Access Ramp Bluestone Footpath","Stage 1","William Lot 01"
"4ebceb7c-7cb4-4a52-906a-7a168574b771","","pass","ITP-036 - Kerb Access Ramp Bluestone Footpath","checklist","FALSE","FALSE","ITP-036 - Kerb Access Ramp Bluestone Footpath","Stage 1","William Lot 01","ITP-036 - Kerb Access Ramp Bluestone Footpath William Lot 01"
"c4f63e46-b1f8-455d-9ab8-6448d4573498","","pass","","folder","TRUE","FALSE","ITP-036 - Kerb Access Ramp Bluestone Footpath","Stage 1","Spencer Lot 02"
"dd9d0642-78cc-4089-9f30-271626e3a074","","pass","ITP-036 - Kerb Access Ramp Bluestone Footpath","checklist","FALSE","FALSE","ITP-036 - Kerb Access Ramp Bluestone Footpath","Stage 1","Spencer Lot 02","ITP-036 - Kerb Access Ramp Bluestone Footpath Spencer Lot 02"
"7cecff33-8476-447d-967e-5137e08a2aed","","pass","","folder","TRUE","FALSE","ITP-036 - Kerb Access Ramp Bluestone Footpath","Stage 1","Stadium Lot 03"
"2ee19c1d-40bd-48a9-b883-1df045b435ee","","pass","ITP-036 - Kerb Access Ramp Bluestone Footpath","checklist","FALSE","FALSE","ITP-036 - Kerb Access Ramp Bluestone Footpath","Stage 1","Stadium Lot 03","ITP-036 - Kerb Access Ramp Bluestone Footpath Stadium Lot 03"
"f828c8fc-e974-4d3c-8138-5ced81f14676","","pass","","folder","TRUE","FALSE","ITP-036 - Kerb Access Ramp Bluestone Footpath","Stage 2"
"a1ade152-9537-4838-9fb8-8a4ff5dfbad1","","pass","","folder","TRUE","FALSE","ITP-036 - Kerb Access Ramp Bluestone Footpath","Stage 2","Elizabeth Lot 04"
"5554539f-3af0-4db2-9645-2641cb0f2520","","pass","ITP-036 - Kerb Access Ramp Bluestone Footpath","checklist","FALSE","FALSE","ITP-036 - Kerb Access Ramp Bluestone Footpath","Stage 2","Elizabeth Lot 04","ITP-036 - Kerb Access Ramp Bluestone Footpath Elizabeth Lot 04"
"11a07f52-b6ef-4d51-9366-e0d90d57a3fd","","pass","","folder","TRUE","FALSE","ITP-036 - Kerb Access Ramp Bluestone Footpath","Stage 2","Swanston Lot 05"
"cb8357eb-938c-4912-be9a-4506afdf1ab2","","pass","ITP-036 - Kerb Access Ramp Bluestone Footpath","checklist","FALSE","FALSE","ITP-036 - Kerb Access Ramp Bluestone Footpath","Stage 2","Swanston Lot 05","ITP-036 - Kerb Access Ramp Bluestone Footpath Swanston Lot 05"
"9557d3aa-c9ff-42e7-9709-aab6da062c40","","pass","","folder","TRUE","FALSE","ITP-036 - Kerb Access Ramp Bluestone Footpath","Stage 2","Exhibition Lot 06"
"995b9de5-3c12-4e14-b789-1d9113abe659","","pass","ITP-036 - Kerb Access Ramp Bluestone Footpath","checklist","FALSE","FALSE","ITP-036 - Kerb Access Ramp Bluestone Footpath","Stage 2","Exhibition Lot 06","ITP-036 - Kerb Access Ramp Bluestone Footpath Exhibition Lot 06"
