"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"4de711c8-d90b-4183-8456-111a5cf20486","","folder-normal","pass","","step","TRUE","FALSE","1. Material Inspections"
"2538d6b7-2225-4072-9d10-583ec3377032","","folder-normal","pass","","step","TRUE","FALSE","1. Material Inspections","1. Structure"
"d42b5413-b0a9-4ab6-8b2b-cc91183d7f63","","checklist-flat","work-in-progress","ICS - Sub-Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_05_2B (GF-880, L1-881) (21,23)","Staircase/Handrail"
"84e59093-16e3-46e3-a298-67c8882fab84","","checklist-sectioned","work-in-progress","ICS - Roof System","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_05_2B (GF-880, L1-881) (21,23)","Roof"
"55194c0d-5913-4713-a0d0-893b3f49be26","","folder-normal","work-in-progress","","step","TRUE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_06_2B (GF-882, L1-883) (25,27)"
"05bb0f87-f145-4ef7-8d12-c48bc0df3424","","checklist-flat","pass","ICS - Module Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_06_2B (GF-882, L1-883) (25,27)","Module Structure"
"c7db0280-4c0a-4bd9-9a0a-a528ee62dc01","","checklist-flat","work-in-progress","ICS - DWV System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_06_2B (GF-882, L1-883) (25,27)","Drain, Waste & Vent System"
"95d00b0b-0317-44a9-bc70-858b9ef30c07","","checklist-flat","not-started","ICS - HWC System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_06_2B (GF-882, L1-883) (25,27)","Hot & Cold Water Systems"
"cc1ca9fa-4cd5-4052-b60c-51ed86b95147","","checklist-flat","not-started","ICS - Sprinkler System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_06_2B (GF-882, L1-883) (25,27)","Sprinkler System"
"910fdd7e-b1cb-4b08-8c7a-42c952d5b2d5","","checklist-flat","not-started","ICS - Mechanical System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_06_2B (GF-882, L1-883) (25,27)","Mechanical System"
"a30fe4ff-35dc-4c8e-9d04-0fed88668562","","checklist-flat","not-started","ICS - Electrical Work","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_06_2B (GF-882, L1-883) (25,27)","Electrical Work"
"581373ba-282e-4664-a083-04b5dc7015b1","","checklist-flat","work-in-progress","ICS - Internal Wall Linings","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_06_2B (GF-882, L1-883) (25,27)","Internal Wall Linings"
"c3e0bfde-f1bb-4dae-9320-a1e0a484a862","","checklist-flat","work-in-progress","ICS - Internal painting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_06_2B (GF-882, L1-883) (25,27)","Internal painting"
"79b07f07-2f2a-4fc0-8a9b-c51e23e287cc","","checklist-flat","not-started","ICS - WP System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_06_2B (GF-882, L1-883) (25,27)","Waterproofing System"
"3a7f0c42-07c8-432b-aa61-98fb16dadee1","","checklist-flat","not-started","ICS - Tiling & Grouting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_06_2B (GF-882, L1-883) (25,27)","Tiling & Grouting"
"46981fa4-cccf-43d3-98bc-42a94d27868c","","checklist-flat","not-started","ICS - Sanitary Wares","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_06_2B (GF-882, L1-883) (25,27)","Sanitary Wares"
"c4d26b3c-a3b2-470d-b5c8-578b4f20d2f3","","checklist-flat","not-started","ICS - Glazing Works","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_06_2B (GF-882, L1-883) (25,27)","Glazing Works"
"9886533f-e141-4575-ae24-6a2932d93a88","","checklist-flat","not-started","ICS - Internal Finishes","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_06_2B (GF-882, L1-883) (25,27)","Internal Finishes"
"3adcee0d-8299-4920-82eb-1d8e6f5d4cdc","","checklist-flat","not-started","ICS - Doors","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_06_2B (GF-882, L1-883) (25,27)","Doors"
"b478f088-37a2-48ea-ac4e-de2cec8a04d2","","checklist-flat","not-started","ICS - Windows","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_06_2B (GF-882, L1-883) (25,27)","Windows"
"6e26a17c-b8ac-44ac-abf3-c18776767cbf","","checklist-flat","work-in-progress","ICS - External Wall Lining","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_06_2B (GF-882, L1-883) (25,27)","External Wall Linings"
"fa2a6df6-0dc4-4081-8a82-0541fa6fb45d","","checklist-flat","not-started","ICS - Module Water Tightness","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_06_2B (GF-882, L1-883) (25,27)","Module Water Tightness"
"c6a091a5-5129-4047-b8ce-3779badb37c6","","checklist-flat","work-in-progress","ICS - Passive Fire","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_06_2B (GF-882, L1-883) (25,27)","Passive Fire"
"70ebf723-0c73-499d-85a9-f3bb44b8b73d","","checklist-sectioned","not-started","Final Acceptance Checklist","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_06_2B (GF-882, L1-883) (25,27)","Final Acceptance Checklist"
"eef0c9f0-028d-403e-9fb0-fd1e5043d089","","checklist-flat","work-in-progress","ICS - Sub-Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_06_2B (GF-882, L1-883) (25,27)","Staircase/Handrail"
"90fa7204-a347-430b-9fb4-53a4d1f5f2e9","","checklist-sectioned","work-in-progress","ICS - Roof System","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_06_2B (GF-882, L1-883) (25,27)","Roof"
"62c875ae-215f-4462-9c2f-bc61ddb5abd7","","folder-normal","work-in-progress","","step","TRUE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_11_2B (GF-892, L1-893) (22,24)"
"a2a3a657-3452-4a3e-9559-685138f5c5da","","checklist-flat","pass","ICS - Module Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_11_2B (GF-892, L1-893) (22,24)","Module Structure"
"659d812c-f62e-415c-b25f-01f5002e894e","","checklist-flat","work-in-progress","ICS - DWV System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_11_2B (GF-892, L1-893) (22,24)","Drain, Waste & Vent System"
"802fca88-7541-4fb2-8ecd-0cf8d7edbaaf","","checklist-flat","work-in-progress","ICS - HWC System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_11_2B (GF-892, L1-893) (22,24)","Hot & Cold Water Systems"
"d3487254-8841-4ac5-97f7-63c6047326ec","","checklist-flat","not-started","ICS - Sprinkler System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_11_2B (GF-892, L1-893) (22,24)","Sprinkler System"
"74fe0f18-5f90-4cae-9ae4-826f14805707","","checklist-flat","work-in-progress","ICS - Mechanical System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_11_2B (GF-892, L1-893) (22,24)","Mechanical System"
"412442ec-ed55-489c-bcb3-1bcd8325b6ae","","checklist-flat","not-started","ICS - Electrical Work","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_11_2B (GF-892, L1-893) (22,24)","Electrical Work"
"94fef17e-1aa1-4170-819e-3881e3f0cfd1","","checklist-flat","work-in-progress","ICS - Internal Wall Linings","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_11_2B (GF-892, L1-893) (22,24)","Internal Wall Linings"
"dd13ca89-7b49-4276-b280-d38d93beebee","","checklist-flat","work-in-progress","ICS - Internal painting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_11_2B (GF-892, L1-893) (22,24)","Internal painting"
"ed61f55b-e72d-4fbf-9976-47bdbe1db7a9","","checklist-flat","work-in-progress","ICS - WP System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_11_2B (GF-892, L1-893) (22,24)","Waterproofing System"
"da1f6ad6-7ea4-427a-94d2-4f1344c4b846","","checklist-flat","not-started","ICS - Tiling & Grouting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_11_2B (GF-892, L1-893) (22,24)","Tiling & Grouting"
"2ae363dd-3254-4a42-af8f-37532856128c","","checklist-flat","not-started","ICS - Sanitary Wares","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_11_2B (GF-892, L1-893) (22,24)","Sanitary Wares"
"dc8a06fb-2160-4bbb-9995-8f78342e2531","","checklist-flat","not-started","ICS - Glazing Works","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_11_2B (GF-892, L1-893) (22,24)","Glazing Works"
"142a11d8-7bb3-4622-80fd-699fceb70a05","","checklist-flat","not-started","ICS - Internal Finishes","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_11_2B (GF-892, L1-893) (22,24)","Internal Finishes"
"a2bd287c-af63-4c6b-a307-c26f17dda321","","checklist-flat","not-started","ICS - Doors","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_11_2B (GF-892, L1-893) (22,24)","Doors"
"8a501c43-ccca-48b1-931f-20610ab0203e","","checklist-flat","not-started","ICS - Windows","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_11_2B (GF-892, L1-893) (22,24)","Windows"
"c99e018b-abe0-4e9e-8a86-87ef86048469","","checklist-flat","work-in-progress","ICS - External Wall Lining","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_11_2B (GF-892, L1-893) (22,24)","External Wall Linings"
"bcf916a0-72d2-4118-b748-e98a45b64c2a","","checklist-flat","not-started","ICS - Module Water Tightness","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_11_2B (GF-892, L1-893) (22,24)","Module Water Tightness"
"e3a5aee1-f4c9-4d5a-b98f-070e315e4a7d","","checklist-flat","work-in-progress","ICS - Passive Fire","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_11_2B (GF-892, L1-893) (22,24)","Passive Fire"
"1ec27ff8-99e7-4f6e-8c79-96ab67ab1bf7","","checklist-sectioned","not-started","Final Acceptance Checklist","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_11_2B (GF-892, L1-893) (22,24)","Final Acceptance Checklist"
"f134d3eb-4ea4-4ed8-b5df-962a6f2c365e","","checklist-flat","work-in-progress","ICS - Sub-Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_11_2B (GF-892, L1-893) (22,24)","Staircase/Handrail"
"38438231-ac58-4bc8-8fa8-70b807d7b94a","","checklist-sectioned","work-in-progress","ICS - Roof System","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_11_2B (GF-892, L1-893) (22,24)","Roof"
"49c38f30-e1af-4034-b15f-83840aa14b65","","folder-normal","work-in-progress","","step","TRUE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_12_2B (GF-894, L1-895) (26,28)"
"7fd5845c-073c-453f-a2c1-25bbe5f973f4","","checklist-flat","pass","ICS - Module Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_12_2B (GF-894, L1-895) (26,28)","Module Structure"
"25ab7e64-e682-4fba-8d30-78be7fac1b9f","","checklist-flat","work-in-progress","ICS - DWV System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_12_2B (GF-894, L1-895) (26,28)","Drain, Waste & Vent System"
"5f1cb61a-6f9d-43c5-a1c6-21fed009fd8c","","checklist-flat","not-started","ICS - HWC System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_12_2B (GF-894, L1-895) (26,28)","Hot & Cold Water Systems"
"62317fd5-0578-42c9-b85c-a75b9ec51cdf","","checklist-flat","not-started","ICS - Sprinkler System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_12_2B (GF-894, L1-895) (26,28)","Sprinkler System"
"08d4a0bb-4800-4cd7-9919-5f9f6ee9b3f7","","checklist-flat","not-started","ICS - Mechanical System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_12_2B (GF-894, L1-895) (26,28)","Mechanical System"
"81c2ce1b-c49d-40eb-85a1-b95881b658d0","","checklist-flat","not-started","ICS - Electrical Work","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_12_2B (GF-894, L1-895) (26,28)","Electrical Work"
"838b1004-2ddd-4eec-95e6-6b614cc803d2","","checklist-flat","work-in-progress","ICS - Internal Wall Linings","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_12_2B (GF-894, L1-895) (26,28)","Internal Wall Linings"
"d7b5bdcd-6ece-462f-9971-61c123e6eb6d","","checklist-flat","work-in-progress","ICS - Internal painting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_12_2B (GF-894, L1-895) (26,28)","Internal painting"
"c8e85f02-60b4-4014-9666-955475d2442f","","checklist-flat","not-started","ICS - WP System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_12_2B (GF-894, L1-895) (26,28)","Waterproofing System"
"f240bab5-819b-47e7-b008-0c3ed7058ec9","","checklist-flat","not-started","ICS - Tiling & Grouting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_12_2B (GF-894, L1-895) (26,28)","Tiling & Grouting"
"61ab6495-585c-4c7a-975f-d8ba3df35b66","","checklist-flat","not-started","ICS - Sanitary Wares","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_12_2B (GF-894, L1-895) (26,28)","Sanitary Wares"
"27090ab4-d937-413b-889d-cd0302a649bb","","checklist-flat","not-started","ICS - Glazing Works","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_12_2B (GF-894, L1-895) (26,28)","Glazing Works"
"78873df5-2cea-4cf1-bb0e-c728f5bfb1b6","","checklist-flat","not-started","ICS - Internal Finishes","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_12_2B (GF-894, L1-895) (26,28)","Internal Finishes"
"dff44d1e-a567-466d-bda4-e6094c68082c","","checklist-flat","not-started","ICS - Doors","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_12_2B (GF-894, L1-895) (26,28)","Doors"
"00c94575-af31-41ab-9187-51d5c72d035d","","checklist-flat","not-started","ICS - Windows","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_12_2B (GF-894, L1-895) (26,28)","Windows"
"d0c4a824-31de-4559-a134-838c1e4f0d0f","","checklist-flat","work-in-progress","ICS - External Wall Lining","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_12_2B (GF-894, L1-895) (26,28)","External Wall Linings"
"b2625747-96ff-4ec8-a1df-7366c41c8263","","checklist-flat","not-started","ICS - Module Water Tightness","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_12_2B (GF-894, L1-895) (26,28)","Module Water Tightness"
"7d5b4a9f-ddcd-4ff5-a9da-52047fc00229","","checklist-flat","work-in-progress","ICS - Passive Fire","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_12_2B (GF-894, L1-895) (26,28)","Passive Fire"
"9bfa6213-0f7c-45c3-9d05-52d8d9988b1c","","checklist-sectioned","not-started","Final Acceptance Checklist","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_12_2B (GF-894, L1-895) (26,28)","Final Acceptance Checklist"
"83140913-1d3e-43d8-ae17-0c2c09512163","","checklist-flat","work-in-progress","ICS - Sub-Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_12_2B (GF-894, L1-895) (26,28)","Staircase/Handrail"
"903599e9-5a03-47be-8ec5-1cc4e35699c2","","checklist-sectioned","work-in-progress","ICS - Roof System","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","2 - Bedroom","STW1_12_2B (GF-894, L1-895) (26,28)","Roof"
"81578cfb-d6a0-479d-959a-e5269bdb2748","","folder-normal","work-in-progress","","step","TRUE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom"
"f6991cfe-1542-4062-a90e-6cd1501d7a53","","folder-normal","work-in-progress","","step","TRUE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_07_3B(GF-884, L1-885) (1,6)"
"2060059d-9828-437b-bd0b-011030c011de","","checklist-flat","pass","ICS - Module Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_07_3B(GF-884, L1-885) (1,6)","Module Structure"
"ab0a79e3-97cf-4be0-89da-f02d3798c91a","","checklist-flat","work-in-progress","ICS - DWV System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_07_3B(GF-884, L1-885) (1,6)","Drain, Waste & Vent System"
"3931f5a3-38b6-437e-bbe5-e75c483b90d9","","checklist-flat","work-in-progress","ICS - HWC System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_07_3B(GF-884, L1-885) (1,6)","Hot & Cold Water Systems"
"41225ea6-da1c-4e88-a57a-00ef68fcd28b","","checklist-flat","not-started","ICS - Sprinkler System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_07_3B(GF-884, L1-885) (1,6)","Sprinkler System"
"adb14d08-fbee-4279-9bd7-2c4059bc0f5e","","checklist-flat","work-in-progress","ICS - Mechanical System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_07_3B(GF-884, L1-885) (1,6)","Mechanical System"
"cebf4afd-5425-490a-a906-2819b9029c63","","checklist-flat","work-in-progress","ICS - Electrical Work","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_07_3B(GF-884, L1-885) (1,6)","Electrical Work"
"687cb1b4-3724-4e57-ab76-4c09303c9f30","","checklist-flat","work-in-progress","ICS - Internal Wall Linings","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_07_3B(GF-884, L1-885) (1,6)","Internal Wall Linings"
"6946d375-c864-4c7c-8c6e-76b3d24f2708","","checklist-flat","work-in-progress","ICS - Internal painting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_07_3B(GF-884, L1-885) (1,6)","Internal painting"
"67b969e7-974e-4cb0-be00-81a24dad5287","","checklist-flat","pass","ICS - WP System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_07_3B(GF-884, L1-885) (1,6)","Waterproofing System"
"084190df-edc8-48df-b2a9-949b113b6e53","","checklist-flat","work-in-progress","ICS - Tiling & Grouting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_07_3B(GF-884, L1-885) (1,6)","Tiling & Grouting"
"f6820b0d-dd85-4c8a-bdf4-293cfcd41884","","checklist-flat","not-started","ICS - Sanitary Wares","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_07_3B(GF-884, L1-885) (1,6)","Sanitary Wares"
"28664329-eee2-4f84-85d7-625f79bd4357","","checklist-flat","not-started","ICS - Glazing Works","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_07_3B(GF-884, L1-885) (1,6)","Glazing Works"
"35039a7d-fa4a-4137-8b59-dd9605d25b23","","checklist-flat","not-started","ICS - Internal Finishes","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_07_3B(GF-884, L1-885) (1,6)","Internal Finishes"
"b4a0196b-6531-43ae-ad88-76a17dfb6624","","checklist-flat","not-started","ICS - Doors","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_07_3B(GF-884, L1-885) (1,6)","Doors"
"4d72c63d-4128-4194-b4f8-e7aa8affae62","","checklist-flat","not-started","ICS - Windows","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_07_3B(GF-884, L1-885) (1,6)","Windows"
"50ec0518-975c-4763-bea3-8da72edd2c2b","","checklist-flat","work-in-progress","ICS - External Wall Lining","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_07_3B(GF-884, L1-885) (1,6)","External Wall Linings"
"9567cca5-9212-4eb7-b60e-e33896eea2dc","","checklist-flat","not-started","ICS - Module Water Tightness","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_07_3B(GF-884, L1-885) (1,6)","Module Water Tightness"
"4ce73bc0-b54f-4e50-8e12-1a150f8e8643","","checklist-flat","work-in-progress","ICS - Passive Fire","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_07_3B(GF-884, L1-885) (1,6)","Passive Fire"
"c5423066-9a27-4b2e-ade1-00813d950b88","","checklist-sectioned","not-started","Final Acceptance Checklist","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_07_3B(GF-884, L1-885) (1,6)","Final Acceptance Checklist"
"0e915639-06da-49eb-8ab9-e478d589ecd8","","checklist-flat","work-in-progress","ICS - Sub-Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_07_3B(GF-884, L1-885) (1,6)","Staircase/Handrail"
"ffbcace1-c2ac-4ab1-9fc7-40c649e6719b","","checklist-sectioned","work-in-progress","ICS - Roof System","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_07_3B(GF-884, L1-885) (1,6)","Roof"
"190147f6-8794-49fd-a789-684796a6206d","","folder-normal","work-in-progress","","step","TRUE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_08_3B(GF-886, L1-887) (11,16)"
"a73b3fa2-0fc7-4a4f-80d1-f96fba6e4f97","","checklist-flat","pass","ICS - Module Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_08_3B(GF-886, L1-887) (11,16)","Module Structure"
"fa9e4034-5135-4b56-bb3d-16e51785354f","","checklist-flat","work-in-progress","ICS - DWV System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_08_3B(GF-886, L1-887) (11,16)","Drain, Waste & Vent System"
"0e80c113-7d5f-4f89-9b23-896c280424fb","","checklist-flat","work-in-progress","ICS - HWC System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_08_3B(GF-886, L1-887) (11,16)","Hot & Cold Water Systems"
"49f15cd6-6c20-4fcf-84de-5c23ead4be3d","","checklist-flat","not-started","ICS - Sprinkler System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_08_3B(GF-886, L1-887) (11,16)","Sprinkler System"
"93086408-b6a1-4a2c-85ef-7ef6d12354b2","","checklist-flat","work-in-progress","ICS - Mechanical System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_08_3B(GF-886, L1-887) (11,16)","Mechanical System"
"daa008dc-5e25-485e-a59f-f64d7d2a178b","","checklist-flat","work-in-progress","ICS - Electrical Work","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_08_3B(GF-886, L1-887) (11,16)","Electrical Work"
