"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"4bf01d52-2549-49a3-a8bf-bad0681c0354","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"fe22c2fd-941d-4e65-bb78-43c812765efc","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building 6"
"ae2370c6-3bf9-409c-8231-8ad1f557938a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building 6","Basement"
"c0491013-079d-4653-9998-9583cf77f323","","checklist-sectioned","pass","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC01"
"ff175408-21c3-5951-bfa4-0b204a4b7268","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC01","Drawing"
"dc79414b-b0a3-5d0b-9970-cec764cdf971","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Panel Properties","Properties - Pass once entered"
"caae4796-1067-51e2-a1d2-ca9a6ce31f76","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Basement","B4 BC12","Formwork"
"fd673d2a-aa30-5b4a-a385-f93a1cbe40b3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Formwork","Correct Dimensions & Square"
"99d48fc6-9691-571a-8c7e-7bcd901a0078","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Formwork","Grout tube set out"
"a6f3c99f-d40e-5966-b98a-b8553f0b9ca3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Formwork","Magnets Locked Down"
"6eb7f398-0078-51d2-b13f-171a3a6d361c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Formwork","Fillet Installed"
"59afefdb-6f43-59c0-a669-98c4c9f3af66","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Formwork","ID TAG Installed (photo required)"
"a0dcd7fa-62a0-59d3-8666-f1323c7010ee","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Formwork","Starter bars & couplers (photo required)"
"411874a9-6765-52df-80c9-e31f99bdeed2","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Basement","B4 BC12","Reinforcement"
"406c13a3-bfd7-582d-9716-359e58855c64","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Reinforcement","Correct Mesh/Cage (photo required)"
"a741501e-2baa-5613-ab45-28ef3fd96d68","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Reinforcement","Correct Lig Spacing/Mesh Centers"
"5afcd221-3201-5bb6-abe0-9a33b449a186","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Reinforcement","Correct Cover"
"4ee3fa60-ecfc-53f2-a591-b53beb75ceab","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Reinforcement","Lifter location & Type Correct (photo required)"
"34b7e4ad-c9c3-52cf-bf03-26bbfb8724dd","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Reinforcement","Starter bars & couplers (photo required)"
"5ff1a58f-59e4-5022-9ee3-ecf4f696d0c3","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Reinforcement","Strongbacks installed - If required"
"e1f3e23a-cd21-5be2-aff1-432c9a8251dc","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"c7ed1246-7186-525d-97b6-abbff58e3fa4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Reinforcement","Ferrues Installed - (photo required)"
"e8e7e746-c9cd-554c-acae-b782b35790db","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","Building 4","Basement","B4 BC12","Concrete"
"709d6b07-286f-5d5e-8dde-fcb4504b25c5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"10ebd9ad-915e-546c-b0c8-c986c1137906","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Concrete","Concrete Test"
"ea707caf-149f-5418-af57-88d33b391301","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Concrete","Concrete Test Report - (photo required)"
"a325c9d3-c1f5-57f8-8ee8-db615a30e8b0","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 4","Basement","B4 BC12","Post Pour"
"86deffef-95c5-5504-a9d8-d57b155571e5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Post Pour","Ferrules exposed"
"f6d81abc-007d-5e32-b5ac-82623fc01482","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Post Pour","Grout Tubes Open"
"7620cd1d-80ad-5f93-aeb2-e82b0554f09b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Post Pour","Lifters installed central to panel"
"c6d858d1-5382-5d90-ab61-ea0b2963068f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Post Pour","Lifters Cleaned"
"06751bf9-2060-54b4-ba68-d276e51b81e3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Post Pour","Patching required - Pass=No / Fail=Yes"
"7e5fd53f-d6f1-5f90-9f48-c1172ab60007","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Post Pour","ID TAG filled out and correct"
"6d5b49d8-94fb-5182-83bb-2a4ae68389ad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Post Pour","Strongbacks installed - (photo required)"
"f081dac3-2ae2-508b-9bec-da16b380995b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Post Pour","Chamfers Installed"
"2c33f30a-ffe8-5dcb-b5f2-709516b77ce1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Post Pour","Panels QA sticker completed"
"1e1645c2-a4ef-5acc-b93d-88c99ffef039","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC12","Post Pour","Panel ready for delivery, damage free"
"da548435-94e5-4fb3-8664-3455deee59d6","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","Site QA","Building 4","Basement","B4 BC14"
"93276488-4c66-52d8-85c6-c996a5747a0b","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Basement","B4 BC14","Drawing"
"9898ab48-73ce-5f04-9178-8e5dfa44cdd9","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"3b764e63-c79b-565e-8140-09abf43e9291","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Basement","B4 BC14","Panel Properties"
"0dc9aa9a-1ac6-51f8-8d44-1dcb9e5a2125","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Panel Properties","Properties - Pass once entered"
"de8cd61b-8a88-5e51-af3f-9c4309de922e","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Basement","B4 BC14","Formwork"
"d70869ac-66e0-5f08-b22c-655e9c9b01a0","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Formwork","Correct Dimensions & Square"
"f7714f44-3de8-58a4-b8ff-ae6e3885ca3f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Formwork","Grout tube set out"
"5888a6db-a9d4-5fe0-bff7-1fbd32c0b502","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Formwork","Magnets Locked Down"
"16ff7379-b005-56c0-a193-76a52183640e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Formwork","Fillet Installed"
"bf8f94e2-f8fe-5607-aa5f-513703659017","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Formwork","ID TAG Installed (photo required)"
"c684dfab-dac0-5972-9fa1-882ead7c7548","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Formwork","Starter bars & couplers (photo required)"
"9a9f4b3e-075e-5a3b-b07e-742120a9c9c4","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Basement","B4 BC14","Reinforcement"
"6453f0c5-57ac-5cd0-adc0-7ef7a802782d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Reinforcement","Correct Mesh/Cage (photo required)"
"cb7b2ad9-12c4-55b9-973a-74ff9b7dca64","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Reinforcement","Correct Lig Spacing/Mesh Centers"
"f41f735a-8c1c-50e4-84bf-49ccceb87995","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Reinforcement","Correct Cover"
"ec5821a4-aa2e-5e2c-bae9-8cb5658e221b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Reinforcement","Lifter location & Type Correct (photo required)"
"f9be24d1-c424-5dbe-9572-a0abf9a5073e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Reinforcement","Starter bars & couplers (photo required)"
"fdb60974-9025-5531-ad02-32741ce41313","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Reinforcement","Strongbacks installed - If required"
"58e8a304-cf68-5f69-81bd-564992b4315e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"a67eb9f5-5098-536a-8e43-ba67bc84864b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Reinforcement","Ferrues Installed - (photo required)"
"1af3972e-c45c-5d27-a60e-749b508f25c2","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","Building 4","Basement","B4 BC14","Concrete"
"9a4d9085-78c7-5fc8-8d9f-e19b24a2f3bc","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"eefa2ba0-68c5-5c88-b94f-25cbfd5cda92","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Concrete","Concrete Test"
"7613d035-a422-5df5-b3c9-8915f19c7fb6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Concrete","Concrete Test Report - (photo required)"
"9be39295-59ad-5181-b46f-2ff904c0f332","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 4","Basement","B4 BC14","Post Pour"
"a1f1a0c4-6c47-5a4a-87d2-a2c2ff328ab4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Post Pour","Ferrules exposed"
"7c55e786-ced7-5faa-8e16-51a4efdb2a48","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Post Pour","Grout Tubes Open"
"8ddbe1f4-7707-559b-805c-d34ae2e2fa90","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Post Pour","Lifters installed central to panel"
"e262602e-f9c8-5ba6-8838-c8cb1e91a9e2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Post Pour","Lifters Cleaned"
"2f39d8a7-9421-53b0-ab2c-6e0bad8e109b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Post Pour","Patching required - Pass=No / Fail=Yes"
"87a38a8f-d559-59bd-aaf0-c87d312fde59","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Post Pour","ID TAG filled out and correct"
"8c4aae01-321c-5b9e-8940-326d82d6c2bf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Post Pour","Strongbacks installed - (photo required)"
"26675aa8-375f-58a0-865b-c68945149862","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Post Pour","Chamfers Installed"
"b354f95e-9992-5253-bf0c-70cf556b0556","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Post Pour","Panels QA sticker completed"
"77a305c1-cb2b-5e0c-b7e7-2960cdb69393","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC14","Post Pour","Panel ready for delivery, damage free"
"b180f7a5-adcb-45b8-8979-fd4da4bed71a","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","Site QA","Building 4","Basement","B4 BC15"
"7ae4ca04-6b6b-5027-b551-5ffe102c1801","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Basement","B4 BC15","Drawing"
"21c79ccb-1d7f-5b7c-8352-9e17b41f0014","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"ed5330ad-aeb5-54f2-98b3-96cc044b0d55","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Basement","B4 BC15","Panel Properties"
"5ea0cbad-599c-57e0-801e-2d88e1605517","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Panel Properties","Properties - Pass once entered"
"c5288fe4-310e-5286-b112-34403f87a6b7","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Basement","B4 BC15","Formwork"
"34c3cb43-fdd4-58ab-8b8a-1d15c6c9ccb3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Formwork","Correct Dimensions & Square"
"d49a451c-da55-5fb0-9ec9-1f4b99af0060","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Formwork","Grout tube set out"
"c89c6f8c-5089-5040-b888-b4ece9ac883e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Formwork","Magnets Locked Down"
"9f20a784-1116-579b-a172-504f3a34defb","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Formwork","Fillet Installed"
"9fd7ea3a-bf60-5303-a8ff-de8903568c70","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Formwork","ID TAG Installed (photo required)"
"87578bfb-1358-5ef2-94be-ac1480c51111","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Formwork","Starter bars & couplers (photo required)"
"b984a8d6-0e03-517e-bbbd-2fa27fbd75b0","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Basement","B4 BC15","Reinforcement"
"72c06aa0-8a55-552a-8e10-45cae47ad1cc","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Reinforcement","Correct Mesh/Cage (photo required)"
"53ad88b3-f7f9-5fe2-a201-5fc8bff64862","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Reinforcement","Correct Lig Spacing/Mesh Centers"
"fa6248de-1866-5d28-891a-20cb9deffe4e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Reinforcement","Correct Cover"
"e1b1caab-a88f-53fb-9e17-8f8e36912a2e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Reinforcement","Lifter location & Type Correct (photo required)"
"a38073b4-cd45-5dc7-82c8-a3b528993787","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Reinforcement","Starter bars & couplers (photo required)"
"de855c24-3b36-5e33-9c60-cfaee0d65d2a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Reinforcement","Strongbacks installed - If required"
"6b1d6430-399a-5f4e-a685-e2987d74ad7a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"707c53f5-21c6-51e0-aa6f-c47dad67c42e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Reinforcement","Ferrues Installed - (photo required)"
"5e78866e-9477-5d71-9f74-df3b15d71a8a","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","Building 4","Basement","B4 BC15","Concrete"
"b391f0fa-71b9-556c-af23-a1d64b0b6eb1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"59dd4425-a2cf-505e-8ccc-eefebfaf6ffd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Concrete","Concrete Test"
"5ba1f8f3-1ecf-5d84-8680-5d2aeba36e9b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Concrete","Concrete Test Report - (photo required)"
"83cb0666-603f-56e7-b07f-c118526bfbe3","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 4","Basement","B4 BC15","Post Pour"
"e35de69b-77ce-5ce3-92ca-8f39fd779532","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Post Pour","Ferrules exposed"
"503ead4c-7cf5-5d14-affe-a2d6ee89b3a4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Post Pour","Grout Tubes Open"
"9f474d3b-9e24-5690-a331-9c139e87a0bd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Post Pour","Lifters installed central to panel"
"483ef064-0738-5548-add0-e1aced0033df","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Post Pour","Lifters Cleaned"
"1c9f4ce8-6d14-5011-bcfc-382acaebf13f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Post Pour","Patching required - Pass=No / Fail=Yes"
"030d911c-150f-591f-a915-8946b44e3e12","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Post Pour","ID TAG filled out and correct"
"a296bd5e-b54c-534e-aa0e-e592664e3d26","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Post Pour","Strongbacks installed - (photo required)"
"7b2503ca-a40f-567e-8523-9103eb1873f5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Post Pour","Chamfers Installed"
"254203c8-fdc0-529e-82ff-93adf504e2f1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Post Pour","Panels QA sticker completed"
"4b1705d1-1254-5b6d-bf30-34936c512746","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC15","Post Pour","Panel ready for delivery, damage free"
"b931e452-614b-401f-a76b-2fdcec3a0a61","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","Site QA","Building 4","Basement","BN4 BC16"
"9c5366ff-ccf6-50ea-80c6-4c199a7d6b36","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Basement","BN4 BC16","Drawing"
"5bdd02b6-f233-5877-80f6-0c58bade4b94","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"c064060f-f22b-55c6-8e0d-94930e41b1b2","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Basement","BN4 BC16","Panel Properties"
"11a0de16-1bb9-5ee2-89ab-174cdf8d4d6e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Panel Properties","Properties - Pass once entered"
"99bae46a-5259-5b10-a165-a5905a4e064a","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Basement","BN4 BC16","Formwork"
"08731f7d-3c11-54f1-8542-baf467364f9c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Formwork","Correct Dimensions & Square"
"d6a7db18-e88f-55c7-be43-2a49d93c2e12","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Formwork","Grout tube set out"
"a37471f7-346b-5829-859e-b6fd996dfe4b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Formwork","Magnets Locked Down"
"a6a83955-0088-5fa1-8db2-952a48237a42","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Formwork","Fillet Installed"
"ef088f72-ea66-55bb-ac45-8ced8d17d006","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Formwork","ID TAG Installed (photo required)"
"2a30bb54-0982-5fb5-bbd7-9b555d337c67","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Formwork","Starter bars & couplers (photo required)"
"77412f36-a670-54cb-b34c-8bde241b828e","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Basement","BN4 BC16","Reinforcement"
"7b974fdd-636c-5a20-a174-f4bb9c2fc477","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Reinforcement","Correct Mesh/Cage (photo required)"
"78611498-d134-5077-a3e9-f1e8264fbfb5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Reinforcement","Correct Lig Spacing/Mesh Centers"
"ba36650c-397a-52de-ac59-412c69f2ae95","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Reinforcement","Correct Cover"
"3460f4fc-f5cc-586e-9ce8-25b9a3ddb15a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Reinforcement","Lifter location & Type Correct (photo required)"
"8efe9859-5213-5faf-b8e2-1e2947bae16b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Reinforcement","Starter bars & couplers (photo required)"
"0ad54760-46ac-5111-bfa1-bc0a4a7ab69e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Reinforcement","Strongbacks installed - If required"
"43f713c4-dade-50d5-b9bf-21dd94079ce7","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"ca2e63fe-b24d-5feb-ba80-e6ed18c38ced","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Reinforcement","Ferrues Installed - (photo required)"
"5353ee56-30be-56a0-bb56-001849324a9b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 4","Basement","BN4 BC16","Concrete"
"4e681d33-6a1f-5837-b70a-d85d9469bcac","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"e5f6d916-0a65-5c0d-907a-1701a0c2a408","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Concrete","Concrete Test"
"d54083d7-8c8e-526a-8be4-d62735325098","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Concrete","Concrete Test Report - (photo required)"
"edfd638d-5545-5077-9506-2b0a0cb1ebf0","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 4","Basement","BN4 BC16","Post Pour"
"e135e3ee-2ecb-5fda-8988-386d12331744","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Post Pour","Ferrules exposed"
"e9612010-ac6b-5716-bc7f-c282a52ec55d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Post Pour","Grout Tubes Open"
"c8ac0d76-eaa1-5c2d-a381-864c9637dae1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Post Pour","Lifters installed central to panel"
"524f2da1-9e60-5c89-9395-fa1dc5c447b5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Post Pour","Lifters Cleaned"
"509a280b-00af-5793-be67-23ee17420202","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Post Pour","Patching required - Pass=No / Fail=Yes"
"dcb0b2d2-aa85-5926-a4e7-db2e54c3e17c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Post Pour","ID TAG filled out and correct"
"ca9016fd-2efe-53ee-b967-fe4df681c446","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Post Pour","Strongbacks installed - (photo required)"
"02a73c25-2b98-50d7-911e-046f4d3be5a1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Post Pour","Chamfers Installed"
"81d21fbf-80ca-5291-85f4-54cbbd57bc7e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Post Pour","Panels QA sticker completed"
"bc5f6022-f86e-5b53-8b4a-34854a6857e5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Basement","BN4 BC16","Post Pour","Panel ready for delivery, damage free"
"3badeb53-d3c2-4dff-99d3-cc8951ec5539","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","Site QA","Building 4","Basement","B4 BC17"
"c97f82b0-79f3-541a-8b22-94694fe45c20","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Basement","B4 BC17","Drawing"
"6e8458a4-0d77-59a5-a70c-84fc5e14c500","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC17","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"ef64b072-958a-5892-9239-a7d17b326a35","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Basement","B4 BC17","Panel Properties"
"a644fb9f-7ad2-5604-9cdf-0f28b370ea13","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Basement","B4 BC17","Panel Properties","Properties - Pass once entered"
