"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a956a4bc-6144-49c2-987e-f1968de6a602","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"0dfef658-7904-4b3a-8e85-75d78eda0678","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Prefab"
"124849e5-d340-4984-96c3-4334bd2f383e","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Prefab","Basement 1"
"c0510d3c-3200-4b0f-b383-c67005267f39","","checklist-sectioned","pass","ecb2479798b1587856a70a3357c9fe2237629a137416afc7f984a3c2dfb120e3","checklist","FALSE","FALSE","Site QA","Prefab","Basement 1","25293 514-B1-01"
"50bba2fb-8425-59ea-8198-1721a5520efd","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Prefab","Basement 1","25293 514-B1-01","Set Out"
"211a9769-252d-5100-a872-9d608a316a5c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","Formwork Set Out","Internal set out - Penos"
"85e781ab-715c-5e33-b1ef-f981c9ed239c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","Formwork Set Out","Panel ID Tag fitted"
"2b692140-3abc-5bbc-9dd7-bbd10f4b7bc5","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Manufacture","Level 2","25563 514-02-21","Pre-Pour Inspection"
"2a2e911a-d024-5a4f-9015-30d6c16f9c51","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","Pre-Pour Inspection","Formwork"
"b2bbcc19-cd06-5a50-b516-8b105ee0ff6e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","Pre-Pour Inspection","Panel edge"
"275bbd0d-052a-5e1e-a880-766576b938e1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","Pre-Pour Inspection","Reinforcement"
"b5b5e8e2-f835-5528-aa2a-cba46030cd4a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","Pre-Pour Inspection","Lifters"
"92916ce7-6dc7-552a-94b1-c4f2d834d4ff","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","Pre-Pour Inspection","Grout Tubes"
"0bb66bd8-9762-5295-b272-c8726bc5c538","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","Pre-Pour Inspection","Connectors"
"275dc41b-193f-5471-a03d-681dc4507297","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","Pre-Pour Inspection","Other ferrules"
"40899b4a-1556-5840-857a-f5f7793a94d4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","Pre-Pour Inspection","Other Inserts"
"a63e0093-2ad5-507a-92f0-9908a3642ab3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","Pre-Pour Inspection","Cover Check"
"4d7e05ed-d3f0-5e1e-a832-9da690db9e7b","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Manufacture","Level 2","25563 514-02-21","Pour"
"b7a3fe37-c63b-5754-9367-e653412e1ddd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","Pour","Test"
"f33cf2e8-cd5b-5c68-8654-c9b4099ac7e4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","Pour","Panel Stripped - Grout tubes cleared"
"4a492394-b21b-5159-853b-ab121df78a95","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","Pour","Panel Stripped - Lifters cleared & clutch tested"
"9ab9ee50-b140-5770-92ef-c38f01f27326","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Manufacture","Level 2","25563 514-02-21","Removed from mould"
"39b532eb-ba78-5aaf-b28c-daf676ccacda","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","Removed from mould","Attach any relevant documents or photos"
"b0f8054b-be25-59c6-92ec-d45f71ab71c1","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Manufacture","Level 2","25563 514-02-21","As Built Panel Inspection"
"db6c9f07-d103-539c-ae15-0988e97ade1c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","As Built Panel Inspection","All perimeter dimensions"
"d3327f03-4108-50ac-8f9b-f10993b106d2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","As Built Panel Inspection","Square check"
"5cfcc902-9c23-585a-8a83-e18ba2e463cd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","As Built Panel Inspection","All penetration dimensions"
"8eeec4be-4f9c-5baf-ad2f-2f0461be89cf","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","As Built Panel Inspection","Rebates"
"a7d9598f-ed02-5611-a648-894fdd9eac83","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","As Built Panel Inspection","Top lifters"
"4272790d-2ba1-531b-87de-356993769787","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","As Built Panel Inspection","Side lifters"
"dd8e5e60-516d-5fc2-8a72-537bb5076d59","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","As Built Panel Inspection","Propoints"
"caf3686c-70ef-5f54-a74f-c04057c24a8e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","As Built Panel Inspection","Grout tube location"
"0855e244-908f-5d5a-9254-ddace95ebac8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","As Built Panel Inspection","Ferrules checked"
"7d8f6196-0393-5e3d-a8d6-211d008c0f4f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","As Built Panel Inspection","Ferrules cleared with tap & spray"
"0adc3065-4957-5b56-841e-8f70ea6d0959","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","As Built Panel Inspection","All arisis rubbed smooth"
"e3695228-d564-5be3-bc4a-5475131c17ab","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","As Built Panel Inspection","Grout tube fill points cleared"
"c66b7cf5-4d59-5fd2-a38c-4dde02d4258f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","As Built Panel Inspection","Panel Racked"
"3d81358d-3a6a-58ee-950c-45cc48f9c932","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","As Built Panel Inspection","Completed"
"a99099c9-e558-5a08-a73f-82ea4bb7897a","","holdpoint","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25563 514-02-21","As Built Panel Inspection","Signed By"
"fe977d2b-e5a6-44d6-84d7-5c37ee72cb75","","checklist-sectioned","pass","Manufacture ITP","checklist","FALSE","FALSE","Site QA","Manufacture","Level 2","25564 514-02-22"
"4b27c90d-c91d-5f41-9573-adda821f3a83","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Manufacture","Level 2","25564 514-02-22","Formwork Set Out"
"f3bc3fa4-f1ba-57c4-88c6-2ff379f1dddd","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","Formwork Set Out","Internal set out - Rebates"
"09ede4d1-0fec-53bd-aa07-b2815c0e2937","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","Formwork Set Out","Internal set out - Far Side Ferrules"
"0bcfbbd9-a647-5d7d-be4f-095f8c1edb9d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","Formwork Set Out","Internal set out - Vertical Joint"
"fcb8281c-09b7-50f8-8e7b-a76fcc55f39a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","Formwork Set Out","Internal set out - Horizontal Joint"
"36d43c0e-dfe7-5c3c-b2e6-5a0affdd080f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","Formwork Set Out","Internal set out - Penos"
"c57ca2a1-68ca-5533-a8b5-b189008a2e2d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","Formwork Set Out","Panel ID Tag fitted"
"be05969d-f988-5add-8a01-8543f00a4e6e","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Manufacture","Level 2","25564 514-02-22","Pre-Pour Inspection"
"58866640-863e-5053-9022-9d5078c93d42","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","Pre-Pour Inspection","Formwork"
"20ff2ca7-1998-5ada-bca0-a50cd7b13e67","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","Pre-Pour Inspection","Panel edge"
"562b75ad-d1ec-592a-a386-af6ee697c4ab","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","Pre-Pour Inspection","Reinforcement"
"50f0d97e-c48a-5825-9504-0a694a3365f0","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","Pre-Pour Inspection","Lifters"
"1bbad6d0-5970-5c9b-88dc-9217edb1a113","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","Pre-Pour Inspection","Grout Tubes"
"c56afc68-5bf4-5db6-8cd1-10852e248082","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","Pre-Pour Inspection","Connectors"
"8a106867-2292-5977-ac54-b136121af0b2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","Pre-Pour Inspection","Other ferrules"
"81383ea6-824e-50c3-a5d8-bf4b856edbb5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","Pre-Pour Inspection","Other Inserts"
"e82405df-b84c-572f-82b6-4bedefaa1119","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","Pre-Pour Inspection","Cover Check"
"fb6c13e2-36c4-50b9-8daa-db86ed73e7f4","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Manufacture","Level 2","25564 514-02-22","Pour"
"f782de78-7983-5d99-9b81-0c925c0c83a5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","Pour","Test"
"7d465979-c745-5a31-bf96-0ef534f8415d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","Pour","Panel Stripped - Grout tubes cleared"
"b29afa85-1546-50ce-ad34-96fd350b2378","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","Pour","Panel Stripped - Lifters cleared & clutch tested"
"b4628198-8091-541f-87d1-2d8c0fb31783","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Manufacture","Level 2","25564 514-02-22","Removed from mould"
"c4934777-4ea4-59d2-85fd-7a297f6aea60","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","Removed from mould","Attach any relevant documents or photos"
"5fa92125-5e3c-5378-83cb-fbd0b23337a5","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Manufacture","Level 2","25564 514-02-22","As Built Panel Inspection"
"394e231b-8947-5530-ad6a-0e9920d906da","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","As Built Panel Inspection","All perimeter dimensions"
"b159b7f8-b2de-5cd8-be6a-18ba7573b709","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","As Built Panel Inspection","Square check"
"7d626e4b-2e16-517f-9ded-3ff68192779b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","As Built Panel Inspection","All penetration dimensions"
"56975b13-3d3b-51db-8020-a7be136979de","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","As Built Panel Inspection","Rebates"
"6a3510e8-ec6c-55e1-956f-8e1c52ab9669","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","As Built Panel Inspection","Top lifters"
"cbb0da19-a1ba-5987-9e27-8a3c9e932c13","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","As Built Panel Inspection","Side lifters"
"655bbd5b-00e6-5b29-8c63-0d7e31ad6a73","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","As Built Panel Inspection","Propoints"
"a3d844fa-720f-5095-9853-40f16567d2e9","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","As Built Panel Inspection","Grout tube location"
"47276b1d-179b-541a-acaa-2486d3e538f0","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","As Built Panel Inspection","Ferrules checked"
"3438806e-fc67-55a9-a11b-b1ccdda56da8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","As Built Panel Inspection","Ferrules cleared with tap & spray"
"fdc553d8-76ae-5f76-be79-06074490e92c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","As Built Panel Inspection","All arisis rubbed smooth"
"a77a76fc-2638-5d6d-b861-c6c6ca8c43b8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","As Built Panel Inspection","Grout tube fill points cleared"
"62b64f82-ee10-5a30-9b50-bd926dadde33","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","As Built Panel Inspection","Panel Racked"
"0b1ada22-8e3c-517c-95cf-7fecd6d89b21","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","As Built Panel Inspection","Completed"
"ce60769d-c706-5733-beda-102b7751afca","","holdpoint","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25564 514-02-22","As Built Panel Inspection","Signed By"
"fd181784-c210-423f-9c77-c26f82f0a0ef","","checklist-sectioned","work-in-progress","Manufacture ITP","checklist","FALSE","FALSE","Site QA","Manufacture","Level 2","25565 514-02-23"
"49996b99-7982-5ea1-a4f9-d5d2842a59b0","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Manufacture","Level 2","25565 514-02-23","Formwork Set Out"
"058eaedd-9c34-5993-9541-5e2016b73582","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","Formwork Set Out","Internal set out - Rebates"
"32bab111-28dc-59e7-94cd-a6d3c1e0cc50","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","Formwork Set Out","Internal set out - Far Side Ferrules"
"983d058c-9ae5-5637-90e6-b92d598aeb2b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","Formwork Set Out","Internal set out - Vertical Joint"
"7eda7235-2512-56ac-aef7-dca4b5efadc3","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","Formwork Set Out","Internal set out - Horizontal Joint"
"05cb1da2-e520-5abc-9bcc-97452cef4ec7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","Formwork Set Out","Internal set out - Penos"
"210a4f20-05cd-5985-833d-b54e00740b98","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","Formwork Set Out","Panel ID Tag fitted"
"12977845-afca-5831-9852-aadca83a8f6f","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Manufacture","Level 2","25565 514-02-23","Pre-Pour Inspection"
"3c703ff4-3f46-5789-b582-947d35dfdb79","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","Pre-Pour Inspection","Formwork"
"cc5ebf24-f2b7-5f58-916e-38fba4e58c2a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","Pre-Pour Inspection","Panel edge"
"1d191fd0-353b-585a-8bab-2e82c6f1f887","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","Pre-Pour Inspection","Reinforcement"
"d09eda4c-2e0c-58fe-8e6a-1a387033d2f1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","Pre-Pour Inspection","Lifters"
"0a5fbb45-ee21-5d5f-ba2b-e3be06ad13c0","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","Pre-Pour Inspection","Grout Tubes"
"c874d05f-6180-574f-9f4c-b67f280c7dc6","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","Pre-Pour Inspection","Connectors"
"b7bd1607-1951-54ca-8807-6e9776109cfa","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","Pre-Pour Inspection","Other ferrules"
"8afa1459-741e-53e5-9d5f-fe05584c9dda","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","Pre-Pour Inspection","Other Inserts"
"1116682e-4425-5e23-9881-4df098010274","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","Pre-Pour Inspection","Cover Check"
"fd112354-b2f2-5213-b4aa-9cf43e9e2e90","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","Manufacture","Level 2","25565 514-02-23","Pour"
"43644853-7940-5f00-aa36-e19bb314a37d","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","Pour","Test"
"50c01b63-6f14-5c1a-8dc8-afd664f25117","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","Pour","Panel Stripped - Grout tubes cleared"
"e0e23ce0-e8f1-5025-9d8d-26613f2bff73","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","Pour","Panel Stripped - Lifters cleared & clutch tested"
"fdea0efd-fc24-5ae7-85ae-51e80ec86a04","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Manufacture","Level 2","25565 514-02-23","Removed from mould"
"c8f295e6-2a60-5148-8b42-fc003ba5690e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","Removed from mould","Attach any relevant documents or photos"
"15d03bdc-2ad8-5436-aa83-51a34d45082c","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","Manufacture","Level 2","25565 514-02-23","As Built Panel Inspection"
"797b171a-0b03-5cc9-8220-47ffcf50d3d5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","As Built Panel Inspection","All perimeter dimensions"
"d880f42c-a53c-5f5f-bb1d-6d1c0fc975f0","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","As Built Panel Inspection","Square check"
"31dd8982-81b9-5a68-b408-bf9cf5adcc8e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","As Built Panel Inspection","All penetration dimensions"
"6a61ac54-de53-5b58-b198-88ae513a7dff","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","As Built Panel Inspection","Rebates"
"dd0c4120-fb43-58ff-91bf-e2a825ec0801","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","As Built Panel Inspection","Top lifters"
"e2857e24-8eb3-585b-8588-6ce1ffb6eb68","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","As Built Panel Inspection","Side lifters"
"5071d2fa-1618-5a93-9647-15bcf0bb9c88","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","As Built Panel Inspection","Propoints"
"b4a547f2-bb1e-50a4-9554-ddd325b241da","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","As Built Panel Inspection","Grout tube location"
"94dcbffb-04e6-5443-ad35-adc446929837","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","As Built Panel Inspection","Ferrules checked"
"a24be140-16a0-58e1-947f-88447e408700","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","As Built Panel Inspection","Ferrules cleared with tap & spray"
"262fad6a-e0b9-5530-833f-bea7b1c892de","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","As Built Panel Inspection","All arisis rubbed smooth"
"42b2c404-7caa-5fed-9677-be49f244dce9","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","As Built Panel Inspection","Grout tube fill points cleared"
"1e0f7513-0649-5431-9ad4-bc3a3cc57dbe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","As Built Panel Inspection","Panel Racked"
"3b90eff2-cdf9-5a53-9535-232b1d760626","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","As Built Panel Inspection","Completed"
"00bbe898-be62-5ed3-968a-448dc22897ec","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25565 514-02-23","As Built Panel Inspection","Signed By"
"ab9fbdfa-5871-432c-b687-08739863efbd","","checklist-sectioned","pass","Manufacture ITP","checklist","FALSE","FALSE","Site QA","Manufacture","Level 2","25566 514-02-24"
"b4a585ae-8ad9-5264-97ff-40f1997d4fdb","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Manufacture","Level 2","25566 514-02-24","Formwork Set Out"
"74059d4a-c369-5491-a311-85fd5aa05dbf","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25566 514-02-24","Formwork Set Out","Internal set out - Rebates"
"8220344c-fb9b-524d-a2f6-39343564e389","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25566 514-02-24","Formwork Set Out","Internal set out - Far Side Ferrules"
"3d68ee93-b6eb-508d-8ce8-f024129ac4b2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25566 514-02-24","Formwork Set Out","Internal set out - Vertical Joint"
"d7b265ac-9c2b-5b41-a944-ac6b5cff974b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25566 514-02-24","Formwork Set Out","Internal set out - Horizontal Joint"
"a37b7113-5474-523c-b790-9d6c8def4f50","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25566 514-02-24","Formwork Set Out","Internal set out - Penos"
"ceaca340-ba26-59e3-8f45-52c672e35b72","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25566 514-02-24","Formwork Set Out","Panel ID Tag fitted"
"c563ed00-a4c2-5b9f-87ea-d37cdbc2f1ce","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Manufacture","Level 2","25566 514-02-24","Pre-Pour Inspection"
"65c54ee5-9f26-594c-9a2e-832f5d92696e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25566 514-02-24","Pre-Pour Inspection","Formwork"
"86188ef0-67b1-5a1a-ab91-2f5c424b2eb8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25566 514-02-24","Pre-Pour Inspection","Panel edge"
"7fd10a41-774a-5726-a3b4-31bcd91cbc96","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25566 514-02-24","Pre-Pour Inspection","Reinforcement"
"8c7e42b1-bcbb-537b-a02d-e20d9ceafcfc","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25566 514-02-24","Pre-Pour Inspection","Lifters"
"5b4b1394-5793-54d5-aa6d-42526b139d5d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25566 514-02-24","Pre-Pour Inspection","Grout Tubes"
"d70c7e72-07ed-544c-b524-7b83388b7a2f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25566 514-02-24","Pre-Pour Inspection","Connectors"
"3fa070f6-81d3-57a1-bd38-49ac9b235ce7","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25566 514-02-24","Pre-Pour Inspection","Other ferrules"
"a58d2ec6-c075-59c1-9126-7c3cb277b658","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25566 514-02-24","Pre-Pour Inspection","Other Inserts"
"9518caa3-87a7-5957-93c3-ee820ba3feed","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25566 514-02-24","Pre-Pour Inspection","Cover Check"
"011d3945-44d7-55f8-983d-55598affa31c","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Manufacture","Level 2","25566 514-02-24","Pour"
"0270038e-23f9-58ff-9a82-9c0c10f45831","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25566 514-02-24","Pour","Test"
"16860b75-9f8f-5029-b607-eabd8def11db","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25566 514-02-24","Pour","Panel Stripped - Grout tubes cleared"
"3ec6de15-e56b-59d1-84fe-b492076aa47c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25566 514-02-24","Pour","Panel Stripped - Lifters cleared & clutch tested"
"4a1a68ba-fb89-516b-8d34-3356719be919","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Manufacture","Level 2","25566 514-02-24","Removed from mould"
"61d73b81-7045-5d0c-a786-4a3d5b5edfc0","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25566 514-02-24","Removed from mould","Attach any relevant documents or photos"
"bcb9aeae-3213-5d63-9170-e6e0da15f4ef","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Manufacture","Level 2","25566 514-02-24","As Built Panel Inspection"
"244c4a25-20c4-559d-a8f2-404d4e034a0c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Manufacture","Level 2","25566 514-02-24","As Built Panel Inspection","All perimeter dimensions"
