"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ef7512c8-0e2b-40c8-bf62-7b3f2576bed9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA"
"648580ea-4a0c-4a7f-b099-63256b5dc447","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 1"
"64ccaac1-f150-43cb-ac4c-ef0cdfd67543","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 1","Data Hall 8"
"8c609bc7-4957-4dae-b5b4-583addc8cd93","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 1","Data Hall 8","Wet Fire"
"3be5062d-8020-4902-a4bf-10924993b45b","","checklist-sectioned","not-started","EFPQF04 - Pre Action - Sprinkler","checklist","FALSE","FALSE","Site QA","Sprinkler Zone 1","Data Hall 8","Wet Fire","Pre Action - Sprinkler"
"b7369518-674e-5b7b-b467-09f213a88ff7","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 1","Data Hall 8","Wet Fire","Pre Action - Sprinkler","Documentation"
"43bb4117-9d60-47b2-b5d1-a296f7d96969","","checklist-sectioned","not-started","EFPQF08 - MASDS Install","checklist","FALSE","FALSE","Site QA","Sprinkler Zone 9","Comms Room A","Dry Fire","MASDS Install"
"4e1125f8-d7ed-5349-8726-e9681cc23dac","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 9","Comms Room A","Dry Fire","MASDS Install","Documentation"
"a6734702-158b-5669-a0f3-fff8064d5fa8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 9","Comms Room A","Dry Fire","MASDS Install","Documentation","Confirm construction drawings approved for use."
"aa7704c0-11d8-5896-bb9d-2d114ddd83e1","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 9","Comms Room A","Dry Fire","MASDS Install","Incoming Inspection"
"46f75475-403c-5903-8bea-81b19fa8b1f8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 9","Comms Room A","Dry Fire","MASDS Install","Incoming Inspection","Incoming Inspection - PASS if received in good condition - If not FAIL & Attach Photos/Comments below"
"3ea39c38-ccf5-50a4-a638-8633e95402ee","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 9","Comms Room A","Dry Fire","MASDS Install","Installation Rough In / Fit Off"
"e111515d-dcce-5247-8979-1cb5fa0d5203","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 9","Comms Room A","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm correct cable type run"
"8339ef33-2e6b-50d2-8968-98e9f6861823","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 9","Comms Room A","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm cable support/conduit fixings and spacings"
"8a353894-709b-55b5-bede-f373dcdab441","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 9","Comms Room A","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm segregation from other electrical services"
"d10fabee-9000-5ecf-955b-aefbee6936fe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 9","Comms Room A","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm MASDS pipework installed as per drawing"
"5031387b-dddc-58e2-bd4b-9d917f56484e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 9","Comms Room A","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm MASDS sampling points size & spacing"
"24a364c2-86d0-5672-b801-93d8980b65ab","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 9","Comms Room A","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm MASDS unit fit off locations"
"83344248-a392-5a17-a615-6dd8acfdc967","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 9","Comms Room A","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm MASDS power supply fit off locations"
"40c2dd67-931f-51fd-a683-e4994b6f190d","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 9","Comms Room A","Dry Fire","MASDS Install","Sign-Off"
"3fe4b666-7a41-5e25-a53f-03f43648db1e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 9","Comms Room A","Dry Fire","MASDS Install","Sign-Off","Work(s) completed to specification/drawings & area left clean/tidy - Builder final signature to be attached below if applicable"
"75f41846-a6f7-4043-ae91-abd9216e35b5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 10"
"969f6818-dd90-4689-9992-e87c58324dda","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2"
"ed2c6eda-36b5-4253-ae61-5b885eb1c751","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire"
"d2a89843-3255-4a6c-a67a-82273a370ff1","","checklist-sectioned","not-started","EFPQF04 - Pre Action - Sprinkler","checklist","FALSE","FALSE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler"
"5aaa7fe8-9373-5590-a9ca-0063d421fff0","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler","Documentation"
"b6906128-ea29-555a-bdb8-ea83872dbf76","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler","Documentation","Confirm correct construction drawings approved for use."
"5200e4e2-3576-592c-9c48-6dd3ff97fe23","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler","Incoming Inspection"
"12bcdb65-b578-5217-a8c4-9420667bafbb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler","Incoming Inspection","Incoming Inspection - PASS if received in good condition - If not FAIL & Attach Photos/Comments below"
"495f5fc6-0db9-50db-b7e6-c3b8a7598d59","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off"
"227dbcd5-a68f-5a1b-83ce-ee8b0249a1f2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm hanger spacing"
"51a33fea-1adc-5378-9936-85054977ce9e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm support at change of direction at 1m max."
"9ccc83b0-71b6-5ad4-9426-57c77aa75f8e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm support of pipework no more than 1m from end."
"e277daa0-a649-5f46-afb8-796c7c1e1e3e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm support of armpiece exceeding 500mm."
"579cb527-4219-5bd9-9bdb-e5949daba79b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm first support of range pipe within 2m of mains."
"94068e5f-0a4a-5cde-abb5-7eb30e96ac87","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm pipework installed as per drawing."
"d3a46304-7a57-54d6-bf0a-286a0b59dbff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm pipework installed fall back to drain"
"7971f138-74bc-5974-84cd-5366508dfec6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Mains minimum 2mm per 1m."
"f50991ee-f242-513b-9929-094f35150e38","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Ranges minimum 4mm per 1m."
"e9c2cf9a-5530-5929-ae6e-03b9b2ae38d3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm sprinklers installed."
"02a113c0-82be-5652-b94c-160ebac0212b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm sprinkler guards installed."
"ae29eac1-2dab-562f-ab28-f299b484555c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler","Pressure Testing"
"57fa58a4-e195-57b9-8f2b-5389f56f3cca","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler","Pressure Testing","Confirm all open ends plugged."
"561c0a59-861f-5f1d-b858-a1158b101974","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler","Pressure Testing","Confirm isolation and drain valves are closed."
"5f2020cf-cc3e-56c2-be73-98a8311778c7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler","Pressure Testing","Fill pipework with air to 50kpa to confirm no open ends."
"e2cc6003-4ef8-5fe2-afec-1f841b0309f5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler","Pressure Testing","Fill pipework with water to 1600kpa. Hold 2 hours. No pressure loss permitted."
"a47de8f4-cbc8-5a86-a63f-65a4e4a7ca5b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler","Pressure Testing","Fill pipework with air to 300kpa. Hold for 30 minutes. Pressure loss of 10% (60kpa) permitted."
"ab7ec118-110d-522b-9615-6c6fc42b00a8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler","Pressure Testing","Record pressure test results on Pressure Test Form."
"eec966fe-a322-58d4-bd18-4853403afd73","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler","Pressure Test Report Sheet"
"790aaa90-1bf9-5721-9414-6b97f43c0624","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler","Pressure Test Report Sheet","Test Details & Results"
"c4a9bf61-ab1e-5fe0-ab29-42f2bf3e9305","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler","Pressure Test Report Sheet","Test completed to specification/drawings & Area left clean/tidy"
"42a67ace-d7c7-5dd3-9ec3-31e28c6f0292","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler","Pressure Test Report Sheet","Entire Fire Sign-Off (attach signature)"
"ae2946c0-f72a-4066-8041-d1a6174d31da","","checklist-sectioned","not-started","EFPQF05 - Pre Action - Sprinkler Control Valve","checklist","FALSE","FALSE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler Control Valve"
"e808cf9f-9871-56af-b04c-cb556362663e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler Control Valve","Documentation"
"c3adfc82-d975-55d4-9b8d-dba3ed5f27e1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler Control Valve","Documentation","Confirm construction drawings approved for use."
"5f175bcc-1453-5e8b-be97-96cb8e7c124e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler Control Valve","Incoming Inspection"
"add442e2-fa28-5286-bca2-21d1e84efe33","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler Control Valve","Incoming Inspection","Incoming Inspection - PASS if received in good condition - If not FAIL & Attach Photos/Comments below"
"6a83ec57-fe84-5c0d-a690-fe750a450ff0","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler Control Valve","Installation"
"33b29b37-0dd6-546e-a67b-d6aa272d1548","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Main stop valve installed"
"918bc8b1-9fb7-5458-b203-a1abc0a92d82","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Alarm valve installed"
"5c7d1ce3-b933-59ab-aa39-acf7e606d9f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Drain valve installed"
"7df2830f-059d-5562-884a-a8782910701f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Alarm pressure switches installed"
"f013cea5-da51-5d5d-a40f-bb42e859ca80","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Water motor alarm installed"
"41e6be82-3d06-5081-ab9c-c9a9dc2a5be7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Pressure gauges installed"
"b071a9cf-4d12-59e5-86ae-453343c55bdc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Nitrogen generator/air compressor installed"
"72a9ad76-e945-4cdc-bed4-e4b9d54a9288","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire"
"e211dcf2-820a-4a03-b761-a0605c511e9d","","checklist-sectioned","not-started","EFPQF07 - Fire Alarms Install","checklist","FALSE","FALSE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","Fire Alarms Install"
"14bdc170-9180-5811-9f71-19c81daa31fa","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","Fire Alarms Install","Documentation"
"75146347-819e-559a-bfdd-71e7ab1ab9cb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","Fire Alarms Install","Documentation","Confirm construction drawings approved for use."
"a4bac8e6-4dcc-54e3-ae42-2d452c544480","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","Fire Alarms Install","Incoming Inspection"
"e39ea6fc-a7ff-5798-94ea-02e65a5efa15","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","Fire Alarms Install","Incoming Inspection","Incoming Inspection - PASS if received in good condition - If not FAIL & Attach Photos/Comments below"
"c95e027e-bdb1-5380-ab8c-f27f835851b1","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off"
"153a70bb-f7f7-5900-87b4-a255870d7355","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm correct cable type run"
"a41994c9-d295-5b77-96ee-bc8f6ef8da13","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm cable support/conduit fixings and spacings"
"6f2bd7e9-422f-565d-ad45-0af82e26f832","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm segregation from other electrical services"
"8e0d34f1-3523-59a4-a54a-a951eaa1fbff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm detector fit off locations"
"f45f30a0-75dd-53e5-b926-8808cbc4096a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm speaker fit off locations"
"65dcc55f-20c0-5a11-9d77-63aa1eb7b7ee","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm strobe fit off locations"
"b7a6f7b9-06c0-5669-b50c-9ffbc87c59b2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm fire interfaces connected to sprinkler installation"
"7b82abff-14ff-5999-a6fe-0edc2806ba3c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm fire interfaces connected to security"
"404a853d-a987-55d0-8dfd-7d8c357729e4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm fire interfaces connected to mechanical"
"6fb98a49-659c-585b-9e0b-488fe603e589","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm fire interfaces connected to BMS"
"7d7cb87e-0d34-57d3-bfe2-5f2e4088eba8","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","Fire Alarms Install","Sign-Off"
"f8bb0414-60b4-5233-8995-f7093b441928","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","Fire Alarms Install","Sign-Off","Work(s) completed to specification/drawings & area left clean/tidy - Builder final signature to be attached below if applicable"
"41ef05af-d16a-498b-a8d3-0f5a564845d6","","checklist-sectioned","not-started","EFPQF08 - MASDS Install","checklist","FALSE","FALSE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","MASDS Install"
"82c24efd-d91e-51cb-9430-ff3fadfd0859","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","MASDS Install","Documentation"
"9bf5f0b3-4cfb-5929-bb89-364f9fdee483","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","MASDS Install","Documentation","Confirm construction drawings approved for use."
"b78f659a-2fb6-5051-8674-640b13033dfd","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","MASDS Install","Incoming Inspection"
"db1d512e-6a92-57da-96b6-b7382d747771","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","MASDS Install","Incoming Inspection","Incoming Inspection - PASS if received in good condition - If not FAIL & Attach Photos/Comments below"
"35b71040-5494-55e3-9622-a19bad5c6846","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","MASDS Install","Installation Rough In / Fit Off"
"d2231de0-9094-51ed-875c-4767bfb67d1f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm correct cable type run"
"95e599e7-ad1b-511f-874c-81d87594f4cc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm cable support/conduit fixings and spacings"
"83d849fd-e097-5137-bd18-aba4396ddcdc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm segregation from other electrical services"
"25205f53-3fc5-5825-b846-3bd919f91a8f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm MASDS pipework installed as per drawing"
"4e2a10bf-e9d9-59d0-8f81-b5a06980b043","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm MASDS sampling points size & spacing"
"06e84908-9d75-5089-af32-c38be3dbe1b7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm MASDS unit fit off locations"
"7fef4718-a152-5e3e-8af8-16227c35bd8e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm MASDS power supply fit off locations"
"de23261c-3254-5e7f-8fc8-65198f58b188","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","MASDS Install","Sign-Off"
"e4f681cf-c2c6-5f5b-8000-df799a0138db","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 10","IT Switchrooms A2/B2","Dry Fire","MASDS Install","Sign-Off","Work(s) completed to specification/drawings & area left clean/tidy - Builder final signature to be attached below if applicable"
"996f68b4-efd7-4f22-b58e-6ba853df20da","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 11"
"44450ce8-a43f-4b5e-a2fe-04c25409d142","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 11","IT Switchrooms C2/D2"
"efb933f8-e61d-4df9-af65-8471f63ed6e6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 11","IT Switchrooms C2/D2","Wet Fire"
"4915fb7f-fbd5-44c9-973f-68942ddbe9bb","","checklist-sectioned","not-started","EFPQF04 - Pre Action - Sprinkler","checklist","FALSE","FALSE","Site QA","Sprinkler Zone 11","IT Switchrooms C2/D2","Wet Fire","Pre Action - Sprinkler"
"65868c9a-0663-53a9-8874-6eaa1f14a0c7","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 11","IT Switchrooms C2/D2","Wet Fire","Pre Action - Sprinkler","Documentation"
"844f11ed-00a9-58f5-9fbb-a24e0ad41679","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 11","IT Switchrooms C2/D2","Wet Fire","Pre Action - Sprinkler","Documentation","Confirm correct construction drawings approved for use."
"6bd11354-c34d-5357-b160-5e0d00ceba39","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 11","IT Switchrooms C2/D2","Wet Fire","Pre Action - Sprinkler","Incoming Inspection"
"cddfeb75-aaf0-57b5-ab6a-784e24fc837a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 11","IT Switchrooms C2/D2","Wet Fire","Pre Action - Sprinkler","Incoming Inspection","Incoming Inspection - PASS if received in good condition - If not FAIL & Attach Photos/Comments below"
"304cf5e2-aa8e-58ca-a894-7fb537f9a04e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 11","IT Switchrooms C2/D2","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off"
"53a3e07f-aee1-5f38-af6a-aabb69667cad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 11","IT Switchrooms C2/D2","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm hanger spacing"
"2a7b3020-41c1-54e1-b1f5-ca19691af0d9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 11","IT Switchrooms C2/D2","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm support at change of direction at 1m max."
"8bd53704-8e59-5315-98c3-309ac6638e27","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 11","IT Switchrooms C2/D2","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm support of pipework no more than 1m from end."
"cb9a22bb-be4c-5375-bccd-2b2d5b318b6d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 11","IT Switchrooms C2/D2","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm support of armpiece exceeding 500mm."
"e0552b49-fa4e-5ee0-8901-8e52143bf05b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 11","IT Switchrooms C2/D2","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm first support of range pipe within 2m of mains."
"2f7b12d2-9e1c-5642-9a52-e390157ba648","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 11","IT Switchrooms C2/D2","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm pipework installed as per drawing."
