resource,resource,resource,resource,resource,resource,resource,resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,,,,,,,,,step,,,,,,02CLE036 Wait 10,,,,,
,,,,,,,,,,,step,,,,,,02CLE037 Recpt Clerical,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLE056 WC Pub,,,,,
,,,,,,,,,,,step,,,,,,02CLE061 Wait 30,,,,,
,,,,,,,,,,,step,,,,,,02ENG015 EDB,,,,,
,,,,,,,,,,,step,,,,,,02TRA003 Corridor Pub,,,,,
,,,,,,,,,,,step,,,,,,02WCO024 Parents,,,,,
,,,,,,,,,,,step,,,,,,02WCO027 Meet 30m2,,,,,
,,,,,,,,,,,step,,,,,ZONE 07,,,,,,
,,,,,,,,,,,step,,,,,,02CLE004 Off Clin Wkrm,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLE005 Cons,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLE006 Cons,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLE007 Cons,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLE008 Cons,,,,,
,,,,,,,,,,,step,,,,,,02CLE009 DU Sub,,,,,
,,,,,,,,,,,step,,,,,,02CLE010 Propty Stf,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLE011 Cons,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - SA,First Fix - PI,,,,,,,folder-with-checklists,,,,,,02CLE012 Cons Treat,,,,,
,,,,,,,,,,,step,,,,,,02CLE049 Bay -HandWash Typ B,,,,,
First Fix - EC,First Fix - SA,First Fix - CLc,,,,,,,,,folder-with-checklists,,,,,,02CLE050 Ophth Test Tr,,,,,
First Fix - SA,First Fix - CLc,,,,,,,,,,folder-with-checklists,,,,,,02CLE051 Med Rm,,,,,
,,,,,,,,,,,step,,,,,,02CLE052 Linen,,,,,
,,,,,,,,,,,step,,,,,,02CLE053 St Equip,,,,,
,,,,,,,,,,,step,,,,,,02CLE054 Bay Ht/Wt,,,,,
First Fix - NCAP,,,,,,,,,,,folder-with-checklists,,,,,,02CLE055 St Base,,,,,
,,,,,,,,,,,step,,,,,,02CLE057 Mob Eq,,,,,
,,,,,,,,,,,step,,,,,,02CLS009 Bay - Consumable,,,,,
,,,,,,,,,,,step,,,,,,02CLS010 St Consume,,,,,
,,,,,,,,,,,step,,,,,,02CLS011 Clnr,,,,,
First Fix - EC,First Fix - Ca,First Fix - CLc,,,,,,,,,folder-with-checklists,,,,,,02MPL011 EEG,,,,,
First Fix - EC,First Fix - SA,First Fix - EC,First Fix - SA,First Fix - Ca,First Fix - CLc,First Fix - PI,,,,,folder-with-checklists,,,,,,02MPL016 Exercise Test Rm,,,,,
,,,,,,,,,,,step,,,,,,02MPL020 Off Clin Wkrm,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - PC,First Fix - CLc,,,,,,,folder-with-checklists,,,,,,02MPL021 WC Shr Pt,,,,,
,,,,,,,,,,,step,,,,,,02MPL022 WC Stf,,,,,
,,,,,,,,,,,step,,,,,,02MPL025 Report,,,,,
,,,,,,,,,,,step,,,,,,02MPL026 Wkst,,,,,
,,,,,,,,,,,step,,,,,,02MPL027 Meet 20m2,,,,,
,,,,,,,,,,,step,,,,,,02MPL028 BBEV,,,,,
,,,,,,,,,,,step,,,,,,02MPL030 Cln Up,,,,,
First Fix - SA,First Fix - CLc,,,,,,,,,,folder-with-checklists,,,,,,02MPL031 CU/Med,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,02MPL032 Pt Hold 6,,,,,
First Fix - EC,First Fix - SA,First Fix - Ca,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02MPL033 EMG Vest Auto Evo Pot,,,,,
First Fix - NCAP,First Fix - NCAP,First Fix - NCAP,,,,,,,,,folder-with-checklists,,,,,,02MPL038 Corridor,,,,,
First Fix - NCAP,,,,,,,,,,,folder-with-checklists,,,,,,02MPL039 Corridor,,,,,
,,,,,,,,,,,step,,,,,ZONE 08,,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - PC,First Fix - CLc,First Fix - PI2,,,,,,folder-with-checklists,,,,,,02CLE002 Ante,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,02CLE003 Cons N,,,,,
,,,,,,,,,,,step,,,,,,02MPL002 Stf Stn,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02MPL004 WC Pt,,,,,
,,,,,,,,,,,step,,,,,,02MPL034 Intv,,,,,
,,,,,,,,,,,step,,,,,,02MPL035 Wait 10,,,,,
,,,,,,,,,,,step,,,,,,02WCO006 Seating -Informal,,,,,
,,,,,,,,,,,step,,,,,,02WCO007 Booth Op,,,,,
,,,,,,,,,,,step,,,,,,02WCO008 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,02WCO016 WKST,,,,,
,,,,,,,,,,,step,,,,,,02WCO019 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,02WCO020 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,02WCO021 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,02WCO023 WC Shr Acc,,,,,
,,,,,,,,,,,step,,,,,,02WCO028 Meet 20m2,,,,,
,,,,,,,,,,,step,,,,,,02WCO022 Corridor,,,,,
,,,,,,,,,,,step,,,,,ZONE 09,,,,,,
,,,,,,,,,,,step,,,,,,02CLS012 Disp,,,,,
,,,,,,,,,,,step,,,,,,02ENG025 EDB,,,,,
,,,,,,,,,,,step,,,,,,02ENG028 Riser,,,,,
,,,,,,,,,,,step,,,,,,02ENG051 Riser,,,,,
First Fix - EC,First Fix - Ca,First Fix - CLc,,,,,,,,,folder-with-checklists,,,,,,02MPL009 EEG/ EMG/ EP,,,,,
First Fix - EC,First Fix - Ca,First Fix - CLc,,,,,,,,,folder-with-checklists,,,,,,02MPL010 EEG,,,,,
,,,,,,,,,,,step,,,,,,02MPL013 Bay Ht/Wt,,,,,
,,,,,,,,,,,step,,,,,,02MPL014 Bay -HandWash Typ B,,,,,
First Fix - EC,First Fix - SA,First Fix - EC,First Fix - SA,First Fix - Ca,First Fix - CLc,,,,,,folder-with-checklists,,,,,,02MPL017 Spiro Bronc chal Ple,,,,,
First Fix - EC,First Fix - SA,First Fix - EC,First Fix - SA,First Fix - Ca,First Fix - CLc,,,,,,folder-with-checklists,,,,,,02MPL018 Spiro Bronc chal Ple,,,,,
,,,,,,,,,,,step,,,,,,02MPL019 St Equip,,,,,
,,,,,,,,,,,step,,,,,,02MPL023 Remote Monitoring,,,,,
,,,,,,,,,,,step,,,,,,02MPL024 Report,,,,,
,,,,,,,,,,,step,,,,,,02MPL029 Bay -HandWash Typ B,,,,,
,,,,,,,,,,,step,,,,,,02TRA010 Corridor,,,,,
,,,,,,,,,,,step,,,,,,02TRA053 Stairs Circ,,,,,
,,,,,,,,,,,step,,,,,ZONE 10,,,,,,
,,,,,,,,,,,step,,,,,,02BHO024 Staging Area,,,,,
,,,,,,,,,,,step,,,,,,02ENG016 Riser,,,,,
,,,,,,,,,,,step,,,,,,02ENG026 EDB,,,,,
,,,,,,,,,,,step,,,,,,02ENG027 Comms,,,,,
,,,,,,,,,,,step,,,,,,02MPL005 Resus,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02MPL006 Cons,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,First Fix - PI,,,,,,,folder-with-checklists,,,,,,02MPL007 Cons,,,,,
,,,,,,,,,,,step,,,,,,02MPL008 Linen,,,,,
,,,,,,,,,,,step,,,,,,02TRA002 Corridor,,,,,
,,,,,,,,,,,step,,,,,,02TRA011 Corridor,,,,,
,,,,,,,,,,,step,,,,,,02WCL025 Booth Op,,,,,
,,,,,,,,,,,step,,,,,,02WCO001 Meet 15m2,,,,,
,,,,,,,,,,,step,,,,,,02WCO005 Pcopy,,,,,
,,,,,,,,,,,step,,,,,,02WCO009 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,02WCO010 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,02WCO011 Propty Stf,,,,,
,,,,,,,,,,,step,,,,,,02WCO012 WC Stf,,,,,
,,,,,,,,,,,step,,,,,,02WCO013 WC Stf,,,,,
,,,,,,,,,,,step,,,,,,02WCO014 WC Shr Stf,,,,,
,,,,,,,,,,,step,,,,,,02TRA023 Lift 4,,,,,
,,,,,,,,,,,step,,,,,,02TRA025 Lift 3,,,,,
,,,,,,,,,,,step,,,,,,02TRA042 Lift 5,,,,,
,,,,,,,,,,,step,,,,L-03,,,,,,,
,,,,,,,,,,,step,,,,,ZONE 01,,,,,,
,,,,,,,,,,,step,,,,,,03MDU015 Pantry,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,03MDU016 Treat Bay,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - MNet,First Fix - SA,,,,,,,folder-with-checklists,,,,,,03MDU017 Treat Bay,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,First Fix - DCV,,,,,,,folder-with-checklists,,,,,,03MDU018 Treat Bay,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,03MDU019 Treat Bay,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - MNet,First Fix - SA,First Fix - DCV,First Fix - PI2,,,,,folder-with-checklists,,,,,,03MDU020 Treat Bay,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,03MDU021 Treat Bay,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,03MDU022 Treat Bay,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,First Fix - DCV,,,,,,,folder-with-checklists,,,,,,03MDU023 Treat Bay,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,03MDU024 Treat Bay,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - MNet,First Fix - DCV,,,,,,,folder-with-checklists,,,,,,03MDU025 Treat Bay,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,03MDU026 Treat Bay,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,03MDU027 Treat Bay,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - MNet,First Fix - SA,First Fix - DCV,First Fix - PI2,,,,,folder-with-checklists,,,,,,03MDU028 Treat Bay,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,03MDU029 Treat Bay,,,,,
First Fix - SA,First Fix - CLc,,,,,,,,,,folder-with-checklists,,,,,,03MDU030 Med Rm,,,,,
,,,,,,,,,,,step,,,,,,03MDU031 DU Sub,,,,,
,,,,,,,,,,,step,,,,,,03MDU032 Bay -HandWash Typ B,,,,,
,,,,,,,,,,,step,,,,,,03MDU034 Bay -HandWash Typ B,,,,,
,,,,,,,,,,,step,,,,,,03MDU035 Resus,,,,,
,,,,,,,,,,,step,,,,,,03MDU037 Bay -HandWash Typ B,,,,,
,,,,,,,,,,,step,,,,,,03MDU039 Stf Stn,,,,,
,,,,,,,,,,,step,,,,,,03MDU040 Off Clin Wkrm,,,,,
First Fix - NCAP,First Fix - NCAP,First Fix - NCAP,First Fix - NCAP,First Fix - NCAP,First Fix - NCAP,,,,,,folder-with-checklists,,,,,,03MDU041 Corridor,,,,,
First Fix - SP,First Fix - CLmc,,,,,,,,,,folder-with-checklists,,,,,,03MDU038 PTS,,,,,
,,,,,,,,,,,step,,,,,ZONE 02,,,,,,
,,,,,,,,,,,step,,,,,,03ENG189 Fire Riser,,,,,
,,,,,,,,,,,step,,,,,,03TRA035 Stairs Circ,,,,,
,,,,,,,,,,,step,,,,,,03TRA049 Corridor Pub,,,,,
,,,,,,,,,,,step,,,,,ZONE 03,,,,,,
,,,,,,,,,,,step,,,,,,03DPU006 Recpt Clerical,,,,,
,,,,,,,,,,,step,,,,,,03DPU008 Propty Pat,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLmc,First Fix - DCV,,,,,,,folder-with-checklists,,,,,,03DPU009 Chg Acc,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,03DPU010 Chg Acc,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,03DPU011 WC Acc,,,,,
,,,,,,,,,,,step,,,,,,03DPU012 Linen,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - CLmc,First Fix - DCV,First Fix - PI2,,,,,,folder-with-checklists,,,,,,03DPU013 WC Pt,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,03DPU014 WC Pt,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,03DPU015 Change Pt,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,03DPU016 Change Pt,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,03DPU017 Change Pt,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,03DPU018 Change Pt,,,,,
,,,,,,,,,,,step,,,,,,03DPU019 Wait 20,,,,,
,,,,,,,,,,,step,,,,,,03DPU020 St Base,,,,,
,,,,,,,,,,,step,,,,,,03DPU021 Wait 10,,,,,
,,,,,,,,,,,step,,,,,,03DPU023 Meet 30m2,,,,,
First Fix - NCAP,First Fix - NCAP,,,,,,,,,,folder-with-checklists,,,,,,03DPU026 Corridor,,,,,
,,,,,,,,,,,step,,,,,,03DPU027 Mob Eq,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,03DPU028 Pt Hold 6,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - DCV,First Fix - SA,,,,,,,folder-with-checklists,,,,,,03DPU029 Pt Hold 6,,,,,
,,,,,,,,,,,step,,,,,,03DPU031 Bay -HandWash Typ B,,,,,
First Fix - SA,First Fix - EC,First Fix - CLc,First Fix - NC,,,,,,,,folder-with-checklists,,,,,,03DPU036 Intv / Prep,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,03DPU109 WC Pt,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,03DPU110 WC Pt,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - Ca,First Fix - SA,First Fix - PI2,,,,,,folder-with-checklists,,,,,,03DPU111 1Bed Hold,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - Ca,First Fix - SA,,,,,,,folder-with-checklists,,,,,,03DPU112 1Bed Hold,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,03MDU001 Cons,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,03MDU002 Cons,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,03MDU003 WC Pt,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,03MDU004 WC Pt,,,,,
,,,,,,,,,,,step,,,,,,03MDU005 St Consume,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,03MDU006 1 Bed Hold,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - SA,First Fix - PI2,,,,,,,folder-with-checklists,,,,,,03MDU007 1 Bed Hold,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - PC,First Fix - CLmc,,,,,,,folder-with-checklists,,,,,,03MDU008 Ens,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - PC,First Fix - CLmc,,,,,,,folder-with-checklists,,,,,,03MDU009 Ens,,,,,
,,,,,,,,,,,step,,,,,,03MDU010 WC Stf,,,,,
,,,,,,,,,,,step,,,,,,03MDU011 Clnr,,,,,
,,,,,,,,,,,step,,,,,,03MDU012 Propty Stf,,,,,
,,,,,,,,,,,step,,,,,,03MDU013 St Equip,,,,,
,,,,,,,,,,,step,,,,,,03MDU014 Bay -HandWash Typ B,,,,,
,,,,,,,,,,,step,,,,,ZONE 04,,,,,,
,,,,,,,,,,,step,,,,,,03DPU005 Wait 20,,,,,
,,,,,,,,,,,step,,,,,,03ENG006 Riser,,,,,
,,,,,,,,,,,step,,,,,,03ENG032 Comms,,,,,
,,,,,,,,,,,step,,,,,,03ENG057 EDB,,,,,
First Fix - NCw,First Fix - CLc,,,,,,,,,,folder-with-checklists,,,,,,03PBO001 WC Acc,,,,,
,,,,,,,,,,,step,,,,,,03PBO002 WC Pub,,,,,
,,,,,,,,,,,step,,,,,,03PBO003 WC Pub,,,,,
,,,,,,,,,,,step,,,,,,03TRA007 Corridor Pub,,,,,
,,,,,,,,,,,step,,,,,,03TRA020 Lift 01,,,,,
,,,,,,,,,,,step,,,,,,03TRA030 Lift 02,,,,,
,,,,,,,,,,,step,,,,,ZONE 05,,,,,,
,,,,,,,,,,,step,,,,,,03DPU022 Wkst,,,,,
,,,,,,,,,,,step,,,,,,03DPU024 Meet 9m2,,,,,
,,,,,,,,,,,step,,,,,,03DPU025 Off 1P,,,,,
,,,,,,,,,,,step,,,,,,03DPU030 Clnr,,,,,
,,,,,,,,,,,step,,,,,,03DPU032 St Consume,,,,,
,,,,,,,,,,,step,,,,,,03DPU033 Write-up,,,,,
First Fix - SA,First Fix - EC,First Fix - CLc,First Fix - NC,,,,,,,,folder-with-checklists,,,,,,03DPU035 Intv / Prep,,,,,
,,,,,,,,,,,step,,,,,,03DPU039 Mob Eq,,,,,
,,,,,,,,,,,step,,,,,,03DPU040 Bay -HandWash Typ B,,,,,
,,,,,,,,,,,step,,,,,,03DPU106 Wkst,,,,,
,,,,,,,,,,,step,,,,,,03DPU107 WC Stf,,,,,
,,,,,,,,,,,step,,,,,,03DPU108 WC Stf,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - Ca,First Fix - SA,,,,,,,folder-with-checklists,,,,,,03DPU113 Proc,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - Ca,First Fix - SA,,,,,,,folder-with-checklists,,,,,,03DPU114 Proc,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - Ca,First Fix - SA,,,,,,,folder-with-checklists,,,,,,03DPU115 Proc,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - Ca,First Fix - SA,First Fix - PI2,,,,,,folder-with-checklists,,,,,,03DPU116 Proc,,,,,
First Fix - EC,First Fix - SA,First Fix - P,First Fix - SA,First Fix - WFT,First Fix - SSda,First Fix - CLc,,,,,folder-with-checklists,,,,,,03DPU124 OR Gen (Interim),,,,,
,,,,,,,,,,,step,,,,,,03DPU125 Set-Up,,,,,
First Fix - EC,First Fix - SA,First Fix - P,First Fix - SA,First Fix - WFT,First Fix - SSda,First Fix - CLc,,,,,folder-with-checklists,,,,,,03DPU126 OR Gen (Interim),,,,,
First Fix - NCAP,First Fix - NCAP,,,,,,,,,,folder-with-checklists,,,,,,03DPU145 Corridor,,,,,
,,,,,,,,,,,step,,,,,,03DPU168 Mob Eq,,,,,
,,,,,,,,,,,step,,,,,,03ENG008 Riser,,,,,
,,,,,,,,,,,step,,,,,,03ENG056 EDB,,,,,
,,,,,,,,,,,step,,,,,,03DPU034 Write Up,,,,,
,,,,,,,,,,,step,,,,,ZONE 06,,,,,,
First Fix - SA,First Fix - EC,First Fix - CLc,First Fix - NC,,,,,,,,folder-with-checklists,,,,,,03DPU037 Intv / Prep,,,,,
First Fix - SA,First Fix - EC,First Fix - CLc,First Fix - NC,,,,,,,,folder-with-checklists,,,,,,03DPU038 Intv / Prep,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,03DPU041 WC Pt,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - CLc,,,,,,,,folder-with-checklists,,,,,,03DPU042 WC Pt,,,,,
,,,,,,,,,,,step,,,,,,03DPU043 BBEV,,,,,
,,,,,,,,,,,step,,,,,,03DPU045 Bay -HandWash Typ B,,,,,
First Fix - EC,First Fix - SA,First Fix - NC,First Fix - SA,First Fix - NC,First Fix - CLmc,First Fix - SA,First Fix - NC,First Fix - SA,First Fix - NC,First Fix - CLmc,folder-with-checklists,,,,,,03DPU053 Stge 3/Disch,,,,,
First Fix - CLmc,First Fix - SP,First Fix - NCAP,,,,,,,,,folder-with-checklists,,,,,,03DPU060 St Base,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - DCV,First Fix - SA,,,,,,,folder-with-checklists,,,,,,03DPU061 Pt Hold 9,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,03DPU062 Pt Hold 9,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,03DPU064 Pt Hold 9,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,03DPU065 Pt Hold 6,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - DCV,First Fix - MNet,First Fix - SA,First Fix - PI2,,,,,folder-with-checklists,,,,,,03DPU066 Pt Hold 6,,,,,
,,,,,,,,,,,step,,,,,,03DPU067 Bay -HandWash Typ B,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,03DPU068 Pt Hold 6,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,First Fix - MNet,,,,,,,folder-with-checklists,,,,,,03DPU069 Pt Hold 6,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - DCV,First Fix - SA,First Fix - NCAP,,,,,,folder-with-checklists,,,,,,03DPU070 Pt Hold 9,,,,,
,,,,,,,,,,,step,,,,,,03DPU117 Cln Up,,,,,
,,,,,,,,,,,step,,,,,,03DPU146 Corridor,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,03DPU166 Pt Hold 6,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - DCV,First Fix - SA,,,,,,,folder-with-checklists,,,,,,03DPU167 Pt Hold 6,,,,,
,,,,,,,,,,,step,,,,,,03ENG009 EDB,,,,,
,,,,,,,,,,,step,,,,,ZONE 07,,,,,,
,,,,,,,,,,,step,,,,,,03DPU103 Debox,,,,,
First Fix - SSd,,,,,,,,,,,folder-with-checklists,,,,,,03DPU104 St Sterile,,,,,
,,,,,,,,,,,step,,,,,,03DPU105 Off Clin Wkrm,,,,,
,,,,,,,,,,,step,,,,,,03DPU120 Blt/Fld Warmer,,,,,
,,,,,,,,,,,step,,,,,,03DPU122 Mob Eq,,,,,
,,,,,,,,,,,step,,,,,,03DPU123 Exit Bay,,,,,
,,,,,,,,,,,step,,,,,,03DPU127 Exit Bay,,,,,
,,,,,,,,,,,step,,,,,,03DPU128 Resus,,,,,
,,,,,,,,,,,step,,,,,,03DPU129 Mob Eq,,,,,
,,,,,,,,,,,step,,,,,,03DPU130 Blt/Fld Warmer,,,,,
,,,,,,,,,,,step,,,,,,03DPU132 Mob Eq,,,,,
,,,,,,,,,,,step,,,,,,03DPU133 Exit Bay,,,,,
First Fix - EC,First Fix - SA,First Fix - P,First Fix - SA,First Fix - WFT,First Fix - SSda,,,,,,folder-with-checklists,,,,,,03DPU134 OR Gen (Interim),,,,,
,,,,,,,,,,,step,,,,,,03DPU135 Set-Up,,,,,
First Fix - EC,First Fix - SA,First Fix - P,First Fix - SA,First Fix - WFT,First Fix - SSda,,,,,,folder-with-checklists,,,,,,03DPU136 OR Gen (Interim),,,,,
,,,,,,,,,,,step,,,,,,03DPU137 Exit Bay,,,,,
,,,,,,,,,,,step,,,,,,03DPU138 Write-up,,,,,
,,,,,,,,,,,step,,,,,,03DPU139 Path,,,,,
,,,,,,,,,,,step,,,,,,03DPU141 Bay -HandWash Typ B,,,,,
,,,,,,,,,,,step,,,,,,03DPU142 Scrub,,,,,
,,,,,,,,,,,step,,,,,,03DPU143 Scrub,,,,,
First Fix - NCAP,,,,,,,,,,,folder-with-checklists,,,,,,03DPU148 Corridor,,,,,
First Fix - NCAP,First Fix - NCAP,,,,,,,,,,folder-with-checklists,,,,,,03DPU149 Corridor,,,,,
First Fix - NCAP,,,,,,,,,,,folder-with-checklists,,,,,,03DPU158 Corridor,,,,,
,,,,,,,,,,,step,,,,,ZONE 08,,,,,,
First Fix - SA,First Fix - CLc,First Fix - PI2,,,,,,,,,folder-with-checklists,,,,,,03DPU063 Med Rm,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,03DPU071 Pt Hold 9,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - MNet,First Fix - DCV,First Fix - SA,,,,,,folder-with-checklists,,,,,,03DPU072 Pt Hold 9,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,03DPU073 Pt Hold 9,,,,,
,,,,,,,,,,,step,,,,,,03DPU074 Bay -HandWash Typ B,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,03DPU075 Pt Hold 9,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - DCV,First Fix - SA,,,,,,,folder-with-checklists,,,,,,03DPU076 Pt Hold 9,,,,,
,,,,,,,,,,,step,,,,,,03DPU077 Stf Stn,,,,,
,,,,,,,,,,,step,,,,,,03DPU079 Resus,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - PC,First Fix - CLc,,,,,,,folder-with-checklists,,,,,,03DPU080 Ens,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,First Fix - P,,,,,,,folder-with-checklists,,,,,,03DPU081 Pt Bay Rec Stg 1,,,,,
