"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"916f34a6-9c9f-462b-9438-9bae99efb516","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"edee3ad2-a36a-4029-9146-611fdc1d8000","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Waterproofing"
"b7aa37e7-e7eb-4c62-bb94-75aa47309f39","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Ground Floor"
"1ef366d5-0e99-4e80-b31c-f0c625a48f6d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Ground Floor","G.01"
"99a4dba5-fedf-4e96-a27d-23ec4ed50cbf","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.05","Kitchen"
"aa32841f-ca39-4f18-8c4c-a1724bd97c55","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.05","Bathroom 1"
"957aaf68-8566-4c18-a28f-79d8f390c5fb","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.05","Bathroom 2"
"450d9fa3-314c-46be-b392-fb0075b04548","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.05","Terrace 1"
"998bb406-5716-4211-a463-8d00e8d060f3","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.05","Terrace 2"
"4bec2636-dceb-4929-85f8-ea47fdfea49f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Ground Floor","G.06"
"de5decd3-cb44-4088-be76-735c56b9357a","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.06","Living area"
"3cc5d2fa-247c-4fb3-a69e-ca708453aa39","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.06","Laundry"
"08008590-98b4-406b-b799-e8f6d5d93375","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.06","Kitchen"
"1b7cd5cf-80e6-48c6-a313-d84fa080eec1","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.06","Bathroom 1"
"f43c7dd9-c418-4df6-afcf-32bd673732ea","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.06","Bathroom 2"
"d997bd58-601f-4964-9c00-deff0eaacf49","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.06","Terrace"
"8ebd649b-3b68-4b5d-8225-74d636227b55","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Ground Floor","G.07"
"fdbc1a1a-bbab-4ce0-b79a-a4c375b1c8c8","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.07","Living area"
"88649706-22a8-42b1-8410-ec689fcff29f","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.07","Laundry"
"837762d2-ba7f-4aba-9c7e-404084e32bb0","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.07","Kitchen"
"7d4e8835-2331-4170-aa1c-e6fa8415cea8","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.07","Bathroom 1"
"8783fa57-da66-4cfd-99a2-6d966ba7f138","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.07","Bathroom 2"
"33c63b88-e8e0-47ba-bf37-5596ee80a05a","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.07","Terrace"
"ec05a67c-4cb1-4ea8-85f2-ea6c56ef9f19","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Ground Floor","G.08"
"681c8763-efcc-4cc9-955b-5950020fcb75","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.08","Bedroom 1"
"f53316ad-c4d8-4ee6-b7d6-1c3bd1af5f10","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.08","Bedroom 2"
"d459bf89-4409-425d-a07e-f65bafd144e8","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.08","Living area"
"c830ff92-fe57-404b-86f8-88bcce92eab1","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.08","Laundry"
"d5d3aa09-b935-46e8-a2e6-3c8c152f8fe9","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.08","Kitchen"
"2c13af15-6e43-4b8a-81ee-d7aac6f5b14d","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.08","Bathroom 1"
"50b1d7c6-7ac1-472b-8ca3-9086921c0e73","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.08","Bathroom 2"
"ffa48cb9-f136-417f-b1f5-26afffc47f07","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.08","Terrace"
"09b6ed7e-bb1b-4bd4-b685-415080a2b069","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Ground Floor","G.09"
"441f6caf-6786-4f28-8141-b15965bdeca6","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.09","Living area"
"4e8b4d02-336d-4b64-9503-cb6ac0a0b10b","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.09","Laundry"
"eca68ee1-3efb-40c6-be70-4af99bdd5fb8","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.09","Kitchen"
"dae8b393-aba0-4a13-89ee-b212521e855c","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.09","Bathroom"
"f237d0b4-8af8-4c8c-b001-0e1cf197ac8b","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.09","Terrace"
"d065826d-3736-4f2d-8b6c-819789298b15","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Ground Floor","G.10"
"da2cd908-f8fd-4c4c-a274-7ce8fba49781","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.10","Bathroom 1"
"a627b132-f5fb-4011-9c6a-921643e24ffa","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.10","Bathroom 2"
"f0f60713-3db8-4623-9356-1cd30912bea4","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.10","Laundry"
"9fa1e2fc-d741-49ce-b483-93527eefc1d6","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.10","Terrace 1"
"95857d5b-be28-4f99-ab8c-101b0a90e5d8","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.10","Small Terrace"
"60630c7b-2362-4fce-80bb-fe4660fab48f","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Ground Floor","G.external"
"863223f5-950e-4677-bec2-b63708ba0985","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 1"
"a3fc9466-53a2-4bfc-98b1-63a9d453e410","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 1","1.01"
"430897e9-ff81-4660-9bad-55d8ff8f2f7e","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.01","Living area"
"69450dfb-fe2c-49a1-be4f-b8bfba39880f","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.01","Kitchen"
"417bb545-30f0-4b1a-a725-b623ed97b8a6","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.01","Laundry"
"9da75373-0527-4c77-aa1d-de8c132c3621","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.01","Bathroom 1"
"3f0f349e-4ad2-4df5-8217-bf945e0ee61e","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.01","Bathroom 2"
"5c4358ec-7432-4430-9462-8e9b3d6d02a2","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.01","Balcony"
"ddb816f0-6619-468a-a5ff-39a9fb4f4d82","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 1","1.02"
"9149f00a-963c-4313-8a1f-6e1c8e5ea445","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.02","Living area"
"c45868c1-d9c2-4b7f-8545-7bab84c1d092","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.02","Kitchen"
"2421c259-1ecf-4f27-9254-941c72861c0c","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.02","Laundry"
"24e15e22-0a8c-4b1f-b8ef-fb3304d73abc","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.02","Bathroom 1"
"4f80c4bc-57d4-4ef8-9ece-783fe23f4210","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.02","Bathroom 2"
"6269c1bf-99b1-4e77-8e10-37ceda9f3d68","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.02","Balcony"
"6a5494cd-06f3-4073-8b11-81dc7c797c33","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 1","1.03"
"d8e6ae8f-a158-4cb7-ae68-a75c8c905fe0","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.03","Kitchen"
"c3508c07-fb42-4ada-a715-25377865ecb4","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.03","Laundry"
"99060cb2-db19-4ca2-825b-c3b9742cea4a","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.03","Bathroom 1"
"c7197441-10ec-4856-9b32-87fc362731ca","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.03","Bathroom 2"
"b5c6cbd2-793b-4bf3-90eb-e0c7c15354f3","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.03","Balcony 1"
"16e9e90f-c7fd-4f6b-b424-c02f4587fcfa","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.03","Small Balcony"
"82a202f6-ebbc-4e67-8d06-7dc0a370a180","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 1","1.04"
"b036a083-a288-4909-896b-507abfd50be6","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.04","Living area"
"d81827d2-518e-486c-a293-a29cbd59739a","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.04","Bedroom"
"ea950ede-9e89-4a15-b8b9-833b1b5b35e7","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.04","Kitchen"
"3b0ec9e3-6d04-4be7-8455-65fc000da45c","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.04","Laundry"
"ca6a797e-5a6f-4f8b-9bf9-588a62e57fbc","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.04","Bathroom"
"0d2c2229-2329-46b1-a732-a37d18e47114","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.04","Balcony"
"d91109e2-2493-440e-aa47-14735ff1a6ec","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 1","1.05"
"9e21b4c7-8052-4c97-b07f-cd402659bdb3","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.05","Bathroom 1"
"6bc5d829-a17c-4b68-abf6-720cd7a90de3","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.05","Bathroom 2"
"3aac7dc0-eca2-40c1-bf84-8fc2174bcdd1","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.05","Laundry"
"684ac02a-0376-4718-9c2a-1e94b86dc737","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.05","Balcony"
"7e5e9ff3-e372-4c23-8748-ae59ee642474","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.05","Small Balcony"
"d12b4431-f67b-40ff-92a1-03faecc5bf34","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 1","1.06"
"81c173fd-994e-4852-aa41-9e1c6300acd7","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.06","Living area"
"25e11643-c5b1-45bb-b2ad-cb85a1de4733","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.06","Kitchen"
"df1fbd45-4065-40fe-ae57-c2bb8d83d76f","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.06","Laundry"
"7136cde8-b02e-40d3-afee-29afc7db36e9","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.06","Bathroom 1"
"33f1ea68-1ad4-482f-8e33-6ccc8c96acce","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.06","Bathroom 2"
"99e48c37-552f-4781-aade-800bea1945ce","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.06","Balcony"
"64125eba-03e5-4cdc-b02f-00bbbc39a549","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 1","1.07"
"46e6f8b4-81b2-421f-a86c-2ad2588d1f7a","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.07","Living area"
"2e5327b8-5503-4e9d-a120-206056b224fa","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.07","Kitchen"
"b38a165b-bbf7-49ff-a702-3957e16a59ab","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.07","Laundry"
"b02eb2e3-c97d-4a86-85e2-b4cafda3847c","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.07","Bathroom 1"
"381eb422-895a-4623-b5f9-d82e9d2ea1ea","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.07","Bathroom 2"
"3987dd50-2377-4e2e-8f65-d9cd52a82d95","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.07","Balcony"
"404c2941-4add-4070-8d38-6d009cf5462e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 1","1.08"
"8e639343-ada6-46bc-ad5f-c13feab53766","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.08","Living area"
"0419e8a8-2e91-4040-8c83-3071d6ee5ad6","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.08","Kitchen"
"45735a65-7d10-420b-903b-824eb905363d","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.08","Laundry"
"6274a19e-f943-46f9-b848-ffaaacda435c","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.08","Bathroom 1"
"db44daa7-ef92-4ba6-add2-f58e1eae4c2e","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.08","Bathroom 2"
"194f12c4-5a47-4e2c-b11c-cb97c27278fe","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.08","Balcony"
"b5d5ff3a-fbf1-49ef-bf8d-a8bcd4187dec","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 1","1.09"
"dd5130d7-c0b3-4fbd-8a81-fb367f1971aa","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.09","Living area"
"4508ec4a-e8a3-47a9-afa3-a3bc55bef31c","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.09","Kitchen"
"bf918c2b-8c6d-42d1-85af-dc64f4b11203","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.09","Laundry"
"e27941fc-eab0-4a00-bf1e-741b2521ac9d","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.09","Bathroom"
"5b04d1f2-630a-48cb-bcf4-dcc22e2dcca3","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.09","Balcony"
"0502edca-4563-4cca-b0d1-edb039d85909","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 1","1.10"
"6e60bd37-c4bd-4e05-b577-999f2b885ba6","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.10","Living area"
"df34c309-ef73-40f2-a08f-9c427be3caa7","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.10","Kitchen"
"db172471-82ff-4f5f-be22-16f5bb85c658","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.10","Laundry"
"b93380d2-a709-4fd3-96be-b19b7aa04f22","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.10","Bathroom 1"
"d3288fc7-5712-4a47-85ac-fcc796127679","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.10","Bathroom 2"
"a7183395-13dd-4a6c-be57-c2d6fd796a7c","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.10","Balcony 1"
"67156b65-828b-4ffe-ac1d-bced2584dc6c","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","1.10","Small Balcony"
"fefcde36-2c5f-4c1d-8909-535c57083205","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 1","L1 Lift lobby"
"5a67ec63-8804-4084-a1cb-ac74c9f96615","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 2"
"d7d4e93b-90a3-45f3-9338-c91c4accdb72","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 2","2.01"
"b8d2c945-c0d6-4bfe-92b0-ec5cfc07d950","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.01","Kitchen"
"5bd39ae1-8c5d-4c7d-ae1e-7c47d787aacf","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.01","Laundry"
"9d66a833-d534-4347-8078-f93106a10cf1","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.01","Bathroom 1"
"217457a2-4e7f-4baf-9f25-029281c05fb1","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.01","Bathroom 2"
"feec3fbd-e5aa-4e40-9955-7dda6fb42587","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.01","Balcony"
"7f4f268c-207b-45f0-9f7e-218192fde2c3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 2","2.02"
"1247626f-8f8f-4d92-8e29-3a64b56b45f6","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.02","Living area"
"a06c3b42-0cc4-423e-a8b3-e0c88cd583c6","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.02","Study"
"5951bb58-9f6d-479e-84ee-3693d7a56b1a","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.02","Bathroom"
"c4bcbc98-07d6-408e-8664-e8dac22ffefb","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.02","Laundry"
"39da06b5-6f1c-475c-b03a-c0654c2fb0e4","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.02","Kitchen"
"d621174b-6b86-4104-a8ee-6cce6c7f68c5","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.02","Ensuite"
"84fdc58e-5acf-4a7d-bb96-f1a18d739727","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.02","Terrace"
"71d0bd9d-e4c5-4601-a521-3ad0f3bf3c52","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 2","2.03"
"cf28cf47-5c71-4424-8e1d-c1ea9c48ffc5","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.03","Living area"
"5e09274b-7523-4174-a454-ea735c6bce3e","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.03","Kitchen"
"4f95e8d1-f02d-4fcd-a2ea-32b1814a1128","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.03","Laundry"
"05da2d64-bac0-4481-a264-e097b66e942e","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.03","Bathroom 1"
"fe2caf78-3798-4198-9570-bc6b5999c276","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.03","Bathroom 2"
"9b63c1cf-9a28-4b45-b3ed-91994d8ad877","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.03","Balcony 1"
"05be9719-d3bf-4d74-ab1a-358cf9e3b19a","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.03","Small Balcony"
"52e53682-319d-4f08-bf60-7b058fad451c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 2","2.04"
"7fbb5ac8-69ca-472b-bbe9-a10fc7b6bf14","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.04","Kitchen"
"f02bd4cd-13df-4746-89ec-ce010b6e36d4","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.04","Laundry"
"54bb7966-37a0-44d4-ba6f-23eb911416d0","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.04","Bathroom 1"
"38605221-e531-400e-98e1-a6bad97351ed","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.04","Balcony"
"fc8366aa-c5c2-4a21-9c47-e1638a7fca59","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 2","2.05"
"0f448cbf-7973-4cc1-a693-eaa5226d2dfa","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.05","Kitchen"
"6a414849-ee3a-46c1-a472-6f9070344b79","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.05","Laundry"
"7044036d-25d2-4d5c-a6b8-8240cf223603","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.05","Bathroom 1"
"edb8c66f-1c01-467e-999f-82b28580787c","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.05","Bathroom 2"
"e1d44a55-7021-49be-9ba4-254d29e59b68","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.05","Balcony 1"
"c9e0cd96-c26b-4b7b-9c81-40c672524820","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.05","Small balcony"
"adb928f0-5d1f-4655-85ec-524ef07cabca","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 2","2.06"
"3afd518d-fdae-4884-96b2-cadc70a6be6b","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.06","Living area"
"7f9271e1-3b52-4618-b32d-cc4a61751eaa","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.06","Kitchen"
"b1846135-97b8-4797-9568-154cc648f54f","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.06","Laundry"
"312f8798-df98-4512-9241-7fb41cc47546","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.06","Bathroom 1"
"8d1c02e0-c995-4386-9c41-d8a935bc1ef3","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.06","Bathroom 2"
"b7854044-a8c7-4511-8e2a-662deaf70fac","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.06","Balcony"
"e3d64a2e-58da-4be8-98a9-e5ba337e0d14","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 2","2.07"
