"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"aae178f8-38bf-4490-be35-92ca58c4a6d3","","checklist-flat","","Job Details","checklist-flat","FALSE","FALSE","Job Details"
"946c2e7b-24ad-4a12-a273-51e5ba65e33f","","folder-normal","","","step","TRUE","FALSE","Site QA"
"84a4baad-1c99-475b-9cf7-8fecd8afa962","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In"
"3d20c78a-f3d4-4f06-a791-bd335d36426e","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Basement 3"
"fcb72ff8-e201-46af-afd6-a26b01fff090","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Basement 3","JET-B3.01"
"bac3e37b-9448-4021-be99-5e8b4db9032d","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-6","Apartment Ceiling Closure","E609"
"bba06c34-a10e-40b8-8391-1c9cc02d9dc5","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-6","Apartment Ceiling Closure","E609","Ceiling Closure Checklist 1 Rough In [B]"
"6eeea789-ecf9-43fe-a43e-4459a9eaea7c","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-6","Apartment Ceiling Closure","E609","Sign Off"
"bad99e0e-0a0c-4688-ae01-cd3c021880ed","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-6","Apartment Ceiling Closure","E610"
"7d8ba21c-2b63-4e18-8316-1dca7ebcbb19","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-6","Apartment Ceiling Closure","E610","Ceiling Closure Checklist 1 Rough In [B]"
"51d37419-41e2-4340-9275-cbc29865af89","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-6","Apartment Ceiling Closure","E610","Sign Off"
"8b2be164-9fc0-4610-97bc-11474b0d9138","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-6","Apartment Ceiling Closure","E611"
"476c923c-d815-4e6e-9321-13bc003bf3e7","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-6","Apartment Ceiling Closure","E611","Ceiling Closure Checklist 1 Rough In [B]"
"b45b7bd6-1d23-451d-91d9-46d789c33ada","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-6","Apartment Ceiling Closure","E611","Sign Off"
"5daa6d63-5caf-4884-9e05-5f62bfb82597","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-6","Apartment Ceiling Closure","E612"
"4e94c59a-4579-4261-ba39-1580de4d77bb","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-6","Apartment Ceiling Closure","E612","Ceiling Closure Checklist 1 Rough In [B]"
"89aac370-bc73-4ca0-839c-5f8fa3f197d3","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-6","Apartment Ceiling Closure","E612","Sign Off"
"f354dbc1-c94d-4abf-8b9b-e11558f2ced1","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-6","Apartment Ceiling Closure","E613"
"f5b7cde4-69dc-43ab-8a3f-6e21b6ad945a","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-6","Apartment Ceiling Closure","E613","Ceiling Closure Checklist 1 Rough In [B]"
"fc2cc7ef-3c32-4b8b-a9f9-93157c584d2a","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-6","Apartment Ceiling Closure","E613","Sign Off"
"786f8f2e-27c3-445c-b928-afd71d027ff0","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-6","Apartment Ceiling Closure","E614"
"ca1e1259-266c-45c5-b48b-caef2b987169","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-6","Apartment Ceiling Closure","E614","Ceiling Closure Checklist 1 Rough In [B]"
"51a4e1b7-6a3f-455d-9a91-f97487ea696d","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-6","Apartment Ceiling Closure","E614","Sign Off"
"788ec4ef-51f2-4a87-95cd-b5ba66c061bc","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-6","Common Area"
"7ea04765-4f8f-4e8a-9ce6-9223ba7ff068","","checklist-flat","","Lobby Area [J]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-6","Common Area","Lobby Area [J]"
"c55da46e-237e-48c7-8a79-c019b5e1e737","","checklist-flat","","Ducting-Common Area [K]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-6","Common Area","Ducting-Common Area [K]"
"44d450e9-318a-4b96-9172-1a4d2f65fcd8","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-6","Common Area","Sign Off"
"51cfa615-5e9b-4564-bfb0-eb0435e3f96f","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7"
"5e5d460c-2d72-408f-9b14-6616a40894eb","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure"
"c0e9cb70-3570-4a1c-a12e-ab73021bccb5","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E701"
"4a5dea81-bb22-4f52-a47e-73bc5a65ed22","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E701","Wall Closure Checklist 1 Rough In [A]"
"4c316be9-0daa-410b-924d-e9b4f6e0ca36","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E701","Sign Off"
"1124e348-7ad0-4308-83c3-2a02fed0fc3f","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E702"
"d27569b6-d67c-45db-a74c-76c4a4e0e2f8","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E702","Wall Closure Checklist 1 Rough In [A]"
"75c0000f-d117-431f-82b5-78536bf6253a","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E702","Sign Off"
"51017e6f-0ed6-4862-a893-de84c28f4b6f","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E703"
"f861f300-5b76-4c24-9ea2-1e4ae452a125","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E703","Wall Closure Checklist 1 Rough In [A]"
"3ffada5a-bc05-46f5-9518-3096f8b22b6f","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E703","Sign Off"
"fba0a95b-c5cf-4e47-9128-6f5a34c4a4fe","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E704"
"b0548792-6c0f-4498-91e1-e3eb5caa36a9","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E704","Wall Closure Checklist 1 Rough In [A]"
"25159435-bf46-4d4e-b58a-540d65a24e46","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E704","Sign Off"
"be07509b-2da0-4c43-bc7c-9f5ae1199067","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E705"
"55b8297c-30b2-4070-b2ad-1f1779443cc5","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E705","Wall Closure Checklist 1 Rough In [A]"
"0cb2dd7c-0b79-43c4-8cd1-9751ab909162","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E705","Sign Off"
"6242ada6-700b-4017-bb66-e312fd8199f6","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E706"
"fc8561c5-2cfe-479a-93cb-de12584cf27b","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E706","Wall Closure Checklist 1 Rough In [A]"
"30d49afe-d43b-4c7a-878f-176bf1518ee5","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E706","Sign Off"
"d696953e-d35f-4c8e-994a-a4ac3fbc80cc","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E707"
"5ab743db-6b3a-43e5-9c45-fd3860bf32eb","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E707","Wall Closure Checklist 1 Rough In [A]"
"34e5b05f-ba55-4d40-a5ea-1bedc918c5f6","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E707","Sign Off"
"e49ddf25-5d4e-4dd1-9715-2f3dd9b80c91","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E708"
"36cf28d6-ea81-4527-930f-4b5a7d263499","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E708","Wall Closure Checklist 1 Rough In [A]"
"99d0e787-ab67-46a0-a2d8-e8a17e2c1774","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E708","Sign Off"
"6760c3df-2a1e-46d0-8495-44f73d6363a0","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E709"
"a8b4482f-0428-4439-9262-a4b16329a763","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E709","Wall Closure Checklist 1 Rough In [A]"
"0d066e83-914d-468c-b07d-3f6b3c738505","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E709","Sign Off"
"75961700-e3e3-48c1-8930-a88ec0854fe5","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E710"
"f9dc13fe-3f97-4717-8527-8377db2ea1c4","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E710","Wall Closure Checklist 1 Rough In [A]"
"e607b653-b1b0-422d-b54d-41cf3458f760","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E710","Sign Off"
"f8e973bd-f1d4-4a37-8999-ed02f33fd153","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E711"
"935ab4a3-dd70-45de-93f0-60112f5fe455","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E711","Wall Closure Checklist 1 Rough In [A]"
"df7c5690-6697-47e8-aa83-c8676e53fb11","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E711","Sign Off"
"60c0d4f5-4767-4319-a723-a782b98b214c","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E712"
"f982f39e-0a76-43ac-b892-836006d968c2","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E712","Wall Closure Checklist 1 Rough In [A]"
"6cbb3a0e-8d78-454a-933f-1dca9fcb893b","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E712","Sign Off"
"7e27fa1f-dcc7-440f-abb5-1b76a44d5c1c","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E713"
"0436aca2-6a40-4ffc-b08d-bdb8a18bb68f","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E713","Wall Closure Checklist 1 Rough In [A]"
"ebe64fcc-32f6-4dca-865b-68283427f232","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Wall Closure","E713","Sign Off"
"2ff4b274-34c9-4265-9d1f-65a209aa6e64","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure"
"a429c645-aa36-4a1e-b9a9-f3253dbac0f6","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E701"
"323328f8-6ccc-4902-8bb7-0ed3196dc34f","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E701","Ceiling Closure Checklist 1 Rough In [B]"
"6cfeaea0-c226-440b-943e-0b2b5e13d5de","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E701","Sign Off"
"716c5028-c1c5-4ef7-99e5-acd90886af4f","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E702"
"3bfdf0c4-811b-422c-ba42-a2baab968038","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E702","Ceiling Closure Checklist 1 Rough In [B]"
"5aa8f697-14e1-4e1b-9dec-b87f4a8de203","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E702","Sign Off"
"a64778f4-7afb-4822-aa55-0a9bcd37fcd7","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E703"
"28410a92-a2ec-48d8-b2b1-5a22dc3eaa77","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E703","Ceiling Closure Checklist 1 Rough In [B]"
"b85f5afb-ac19-4af8-899d-67b2044bc788","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E703","Sign Off"
"1de9bbd3-04fd-42b4-8c96-fdf043420b07","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E704"
"5b4b50ef-83f6-4975-965c-e96bfb2eb5cf","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E704","Ceiling Closure Checklist 1 Rough In [B]"
"0e563639-d8d8-4d60-864a-7a019ac5f965","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E704","Sign Off"
"52b4f6dd-b31b-4733-86c9-762ae76956f3","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E705"
"ae3b7c5f-8b97-46eb-9082-d31855b1a01d","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E705","Ceiling Closure Checklist 1 Rough In [B]"
"3590fca2-bec6-4ea2-a477-99788eac4070","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E705","Sign Off"
"3657e59f-0a3e-48af-89cb-09bcecfebc6c","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E706"
"915b3079-7ef5-4c07-b001-9f2bf8e43cfd","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E706","Ceiling Closure Checklist 1 Rough In [B]"
"9e0685a9-7e6b-4680-993a-0e9526813105","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E706","Sign Off"
"ef9d105b-3e52-4ec2-b869-06ba3ab1f5e9","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E707"
"9a60b2f3-bb03-4a78-a6b1-505fcc1491ea","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E707","Ceiling Closure Checklist 1 Rough In [B]"
"1fcafb92-b922-4e59-9056-49dc5da54022","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E707","Sign Off"
"0d953bf7-b320-48ee-942e-1c5947e51f49","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E708"
"580461cc-f117-408a-83a4-dbea114179d3","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E708","Ceiling Closure Checklist 1 Rough In [B]"
"87b542af-4a49-4e69-ad2c-a7dfcca15f1e","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E708","Sign Off"
"a7613bf3-2a23-44a3-9093-42b739b9ad80","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E709"
"bf1a5d91-d36f-4613-80a4-0613ac519c01","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E709","Ceiling Closure Checklist 1 Rough In [B]"
"14ae4dd0-f698-4071-bd47-ab70958291c1","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E709","Sign Off"
"b5b5024c-e166-46b2-8f67-45f046f78e96","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E710"
"9fc65607-ed56-4dbf-b245-4fdad39b041d","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E710","Ceiling Closure Checklist 1 Rough In [B]"
"a0103132-c868-4c46-abf3-b69cf16dd851","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E710","Sign Off"
"c6cb163d-f49e-4c02-87e9-fd748d39a9ba","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E711"
"19c4b75a-ba5f-47fc-a27c-4dcf1cb6b9cf","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E711","Ceiling Closure Checklist 1 Rough In [B]"
"1fe58cd8-1f26-4124-96d0-bf1d7df704eb","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E711","Sign Off"
"ba375ef3-2ddd-4ffb-9781-dba7b204a08b","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E712"
"49edcd4e-4f2f-484a-9421-3dd20c63c4bd","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E712","Ceiling Closure Checklist 1 Rough In [B]"
"04aabb1e-1396-4b0c-9f5c-89ad215f8d91","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E712","Sign Off"
"f943b8fb-44e2-4319-9b29-307fe0b4cab3","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E713"
"d62e18f0-8d5d-42f9-8ed0-396f53460483","","checklist-flat","","Ceiling Closure Checklist 1 Rough In [B]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E713","Ceiling Closure Checklist 1 Rough In [B]"
"321ae979-94fd-4dd7-ab61-983c8631907e","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Apartment Ceiling Closure","E713","Sign Off"
"14293219-59ca-4a47-b4f0-d6e92c01c392","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Common Area"
"0bcf431c-8fa6-41be-b45d-c8e87ea88575","","checklist-flat","","Lobby Area [J]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Common Area","Lobby Area [J]"
"d0773eec-63e5-4fd4-a807-c811e41664a4","","checklist-flat","","Ducting-Common Area [K]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Common Area","Ducting-Common Area [K]"
"b06571d6-75da-4a4f-b789-dc4c027c6f71","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","BLK-E","Level-7","Common Area","Sign Off"
"d7721705-fe8f-4d3d-b22e-4a06b9b2e12c","","folder-normal","","","step","TRUE","FALSE","Site QA","Fit-Off"
"5e95bf90-7537-42b7-a50d-46e51743d7a9","","folder-normal","","","step","TRUE","FALSE","Site QA","Fit-Off","Basement 3"
"3abb95cd-72cd-4b41-922a-487e537a49af","","folder-normal","","","step","TRUE","FALSE","Site QA","Fit-Off","Basement 3","Stair Pressurization Duct"
"8ecaac6a-692a-4a4b-a18d-87f922a5bc77","","checklist-flat","","Common Area Fit-Off Checklist [D]","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Basement 3","Stair Pressurization Duct","Common Area Fit-Off Checklist [D]"
"35f10a9b-3de8-4663-b36a-f9daab23c143","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Basement 3","Stair Pressurization Duct","Sign Off"
"8429d7c4-f0be-45d3-be5f-35918276118d","","folder-normal","","","step","TRUE","FALSE","Site QA","Fit-Off","Basement 2"
"9a7eb9b1-4f2e-484c-96bb-b0ee5ad6bf70","","folder-normal","","","step","TRUE","FALSE","Site QA","Fit-Off","Basement 2","SF-B2.04"
"ca88a777-6c35-4fef-83f2-c54e2bbf9d2a","","checklist-flat","","Common Area Fit-Off Checklist [D]","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Basement 2","SF-B2.04","Common Area Fit-Off Checklist [D]"
"8c131dc0-d82a-4384-b4db-dedd594256bb","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Basement 2","SF-B2.04","Sign Off"
"e5ffcea5-84dc-4b58-a5e5-6a6ff5ea305a","","folder-normal","","","step","TRUE","FALSE","Site QA","Fit-Off","Basement 2","CPSF-B2.05"
"a33b324c-1675-4110-a335-34366c8bc58e","","checklist-flat","","Common Area Fit-Off Checklist [D]","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Basement 2","CPSF-B2.05","Common Area Fit-Off Checklist [D]"
"eb915ba5-1f03-49e4-8ee1-ae26150100ac","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Basement 2","CPSF-B2.05","Sign Off"
"c969d58b-8445-4103-95c1-fb1f17093e6e","","folder-normal","","","step","TRUE","FALSE","Site QA","Fit-Off","Basement 2","CPSF-B3.02"
"e5eccb51-8a93-438c-9376-3de4b6c8c07f","","checklist-flat","","Common Area Fit-Off Checklist [D]","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Basement 2","CPSF-B3.02","Common Area Fit-Off Checklist [D]"
"c19d3f72-8f2f-4dbe-bca9-cd1d144cbb0e","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Basement 2","CPSF-B3.02","Sign Off"
"2f92638b-942e-42f2-ad15-88eb403c3cc3","","folder-normal","","","step","TRUE","FALSE","Site QA","Fit-Off","Basement 2","LSF-B2.01"
"635d9fb5-a0b7-4510-9f59-93eec3b61d3e","","checklist-flat","","Common Area Fit-Off Checklist [D]","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Basement 2","LSF-B2.01","Common Area Fit-Off Checklist [D]"
"648d14b3-f882-4e29-a455-b5ef062a19de","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Basement 2","LSF-B2.01","Sign Off"
"e2fa2d96-6c4c-4636-89d1-1768b3f6a08a","","folder-normal","","","step","TRUE","FALSE","Site QA","Fit-Off","Basement 2","GEF-C-R.01"
"1d2523b9-04ac-4cc6-8470-1f3ab6fce09e","","checklist-flat","","Common Area Fit-Off Checklist [D]","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Basement 2","GEF-C-R.01","Common Area Fit-Off Checklist [D]"
"9aea29ba-82e4-40d4-9293-09244f246a7a","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Basement 2","GEF-C-R.01","Sign Off"
"7febc0c2-b8e2-495c-b421-6b989c6ac406","","folder-normal","","","step","TRUE","FALSE","Site QA","Fit-Off","Basement 2","GEF-C-R.02"
