"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f578d366-4477-4c15-910c-0d5ddc886ede","","work-in-progress","","folder","TRUE","FALSE","BC1"
"32fe7d95-cb90-44d9-a583-6d9bbd7182db","","work-in-progress","","folder","TRUE","FALSE","BC1","Site QA"
"3866bf06-e67e-46d9-83fe-f18f5870c7e0","","work-in-progress","","folder","TRUE","FALSE","BC1","Site QA","Civil"
"cae6d94c-d8f0-4348-9344-763849d5b4bd","","work-in-progress","","folder","TRUE","FALSE","BC1","Site QA","Civil","Drainage"
"6b21a2f4-77bb-41a4-9edc-60e275c11b87","","not-started","Civil - Drainage Checklist","checklist","FALSE","FALSE","BC1","Site QA","Civil","Drainage","Civil - Drainage"
"d3522c82-964e-57cb-a66f-96e9dc286b05","","not-started","","section","FALSE","FALSE","BC1","Site QA","Civil","Drainage","Civil - Drainage","Pre-start"
"57759bd6-8d75-58aa-bc36-ae8a70730db3","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1C (GL A/6-8)","Post spray","Pour QA received including concrete dockets"
"b6cdb209-0d28-4342-8531-344c5a9de897","","work-in-progress","ITP Structure - shotcrete","checklist","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1B (GL A/8+ to 9.1)"
"fb3f26ba-42e4-5a31-8366-c28aeeb08e56","","work-in-progress","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1B (GL A/8+ to 9.1)","Pre-start"
"06c9b739-e008-557d-8c68-74776ae04d14","","work-in-progress","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1B (GL A/8+ to 9.1)","Pre-start","Review IFC dwgs"
"08978fb9-4c9b-55d0-9502-d071943d59f1","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1B (GL A/8+ to 9.1)","Pre-start","GL and datum provided"
"774a82e9-cd1d-5700-8f3b-7beddaf09242","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1B (GL A/8+ to 9.1)","Pre-start","Clean work area"
"bf0df730-50f9-5049-b841-a9cf3719b5d6","","not-started","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1B (GL A/8+ to 9.1)","Pre-pour"
"285f3d68-ac5a-5c41-8a69-705b2d1fc89e","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1B (GL A/8+ to 9.1)","Pre-pour","Check surface preparations (adjacent wall protection)"
"eaf16d10-1309-5ded-b4c9-8bfd54a89166","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1B (GL A/8+ to 9.1)","Pre-pour","Reo sign off/QA"
"49007c39-a72b-5e98-b16a-4b62ba650cd4","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1B (GL A/8+ to 9.1)","Pre-pour","GN inspection"
"84c16554-72b4-5f7b-b127-947047249352","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1B (GL A/8+ to 9.1)","Pre-pour","Structural Eng inspection report received and close-out"
"d76f6873-93e0-56ea-aa2f-4835990eaf99","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1B (GL A/8+ to 9.1)","Pre-pour","Council inspection report received and close-out"
"2a5620b9-3165-5bfd-882e-38395af43504","","not-started","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1B (GL A/8+ to 9.1)","Access/safety"
"be0acfa3-8453-5e7b-81a5-0eb2bc318f61","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1B (GL A/8+ to 9.1)","Access/safety","Access for sprayer/pump"
"8c667ca5-0551-5664-8661-ddfe7213179a","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1B (GL A/8+ to 9.1)","Access/safety","Safe access to all areas of spray"
"83fe8101-72f9-57b1-8ef8-aa10d8cb0d27","","not-started","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1B (GL A/8+ to 9.1)","Spray"
"233f0332-5b6c-5199-9be7-ea482e953ebe","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1B (GL A/8+ to 9.1)","Spray","Confirm mix"
"8c47b5b7-c3f5-575c-8c09-f1cbc8cfa220","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1B (GL A/8+ to 9.1)","Spray","Confirm concrete is being tested (slump and cylinders)"
"7d9aab3e-da57-57e6-a016-e606d3a98afa","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1B (GL A/8+ to 9.1)","Spray","shotcrete placement timing (within 90 mins)"
"c7767ff4-90fd-583e-974b-bda8ffae71b9","","not-started","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1B (GL A/8+ to 9.1)","Post spray"
"b9962b91-b826-539c-bc64-4ea8f28ae817","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1B (GL A/8+ to 9.1)","Post spray","Checks"
"826e4b56-af21-5eef-a75a-7605735083d5","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1B (GL A/8+ to 9.1)","Post spray","Pour QA received including concrete dockets"
"6cdd4c32-6a13-4c84-8c16-f6e2a3dd9d85","","work-in-progress","ITP Structure - shotcrete","checklist","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1A (GL9.1/ A-C)"
"16cd4e6e-6ffa-5280-a5ef-e1bc40c551c0","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1A (GL9.1/ A-C)","Pre-start"
"3f458e0d-f0b2-5de3-9467-6527da931913","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1A (GL9.1/ A-C)","Pre-start","Review IFC dwgs"
"ed3137de-0b7e-5c35-8299-f03f6bb58f6d","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1A (GL9.1/ A-C)","Pre-start","GL and datum provided"
"d786f36a-b62a-5468-8ec9-113011e90036","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1A (GL9.1/ A-C)","Pre-start","Clean work area"
"c95e0fe5-2610-5e84-afb5-b5832c8726be","","work-in-progress","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1A (GL9.1/ A-C)","Pre-pour"
"5c5b3043-2b25-5ff1-9d2a-e5710b97eaff","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1A (GL9.1/ A-C)","Pre-pour","Check surface preparations (adjacent wall protection)"
"1196c76d-12eb-5965-80de-90c1fa2df18f","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1A (GL9.1/ A-C)","Pre-pour","Reo sign off/QA"
"6f23ac4d-be6a-57be-a05a-57d89583f0d7","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1A (GL9.1/ A-C)","Pre-pour","GN inspection"
"8c9d9af4-5017-55dc-ac1d-6693e6f5ab76","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1A (GL9.1/ A-C)","Pre-pour","Structural Eng inspection report received and close-out"
"7775bf6e-1f70-52b2-89d0-015e58dcc604","","not-applicable","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1A (GL9.1/ A-C)","Pre-pour","Council inspection report received and close-out"
"e7de87b3-c2cf-5f90-9c70-a20afed82583","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1A (GL9.1/ A-C)","Access/safety"
"f8ee8e22-f6d2-51fd-82b3-644a84b12db8","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1A (GL9.1/ A-C)","Access/safety","Access for sprayer/pump"
"4931e8cf-cc50-53b9-9414-346a5a6b3924","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1A (GL9.1/ A-C)","Access/safety","Safe access to all areas of spray"
"8e14ed88-4d62-5281-8ccf-5614997a1c07","","work-in-progress","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1A (GL9.1/ A-C)","Spray"
"5a4488a6-4029-5762-8301-613a870f240a","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1A (GL9.1/ A-C)","Spray","Confirm mix"
"ce4adead-7999-5d6f-8ab1-fd6da9b85a0a","","work-in-progress","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1A (GL9.1/ A-C)","Spray","Confirm concrete is being tested (slump and cylinders)"
"f6a6a945-e176-5bab-869e-a4da21178e9a","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1A (GL9.1/ A-C)","Spray","shotcrete placement timing (within 90 mins)"
"00331eec-ab97-5295-bcb2-6cde0636b5fa","","not-started","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1A (GL9.1/ A-C)","Post spray"
"d54a86b4-0b92-5515-b1a7-e88f728bb01d","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1A (GL9.1/ A-C)","Post spray","Checks"
"673dab25-d0fd-5e5a-887d-8653f2a80db7","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Retaining Wall ","Retaining wall - Shotcrete W1A (GL9.1/ A-C)","Post spray","Pour QA received including concrete dockets"
"b5074b7f-440f-43c3-be56-c6f6f172cc0c","","pass","","folder","TRUE","FALSE","BC1","Site QA","Structure","Section Q2","Insitu Columns"
"64ce592c-a42a-476b-8de3-a2d516cf3f3e","","pass","ITP Structure - In Situ Concrete (RC Column)","checklist","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C11 (GL 7B, 8B, C8+) 3 nos dated 13.06.24"
"6ee2507e-8363-5eb1-a7f6-75c5f528b7d2","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C11 (GL 7B, 8B, C8+) 3 nos dated 13.06.24","Pre-start"
"2526ad38-945f-598f-92c7-68254878d0b2","","not-applicable","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C11 (GL 7B, 8B, C8+) 3 nos dated 13.06.24","Pre-start","Footing sign-off/QA received"
"927c76a8-2e8c-510b-a9ae-f2adeb441c49","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C11 (GL 7B, 8B, C8+) 3 nos dated 13.06.24","Pre-start","GL and datum provided"
"be2f359d-1301-505f-bb05-919d4866c40c","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C11 (GL 7B, 8B, C8+) 3 nos dated 13.06.24","Pre-start","Clean work area"
"4ae79df1-3250-5d7f-bd07-130183967a34","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C11 (GL 7B, 8B, C8+) 3 nos dated 13.06.24","Pre-pour"
"d71195fc-90b1-5fe5-b96c-49d72c222fab","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C11 (GL 7B, 8B, C8+) 3 nos dated 13.06.24","Pre-pour","GN inspection"
"4ad0bf2f-8db0-58c3-af19-d280e501284d","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C11 (GL 7B, 8B, C8+) 3 nos dated 13.06.24","Pre-pour","Formwork signoff/QA"
"985c0ecc-579d-58a0-b1aa-ab6f8377447c","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C11 (GL 7B, 8B, C8+) 3 nos dated 13.06.24","Pre-pour","Reo sign off/QA"
"217fe42f-75d8-5a19-a120-18929429bea1","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C11 (GL 7B, 8B, C8+) 3 nos dated 13.06.24","Pre-pour","Structural Eng inspection report received and close-out"
"b5f5b30b-9915-5786-a62c-5d7f5a84dbcf","","not-applicable","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C11 (GL 7B, 8B, C8+) 3 nos dated 13.06.24","Pre-pour","Council inspection report received and close-out"
"4b7c869c-18ac-55f6-b24b-f151739eef47","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C11 (GL 7B, 8B, C8+) 3 nos dated 13.06.24","Access/safety"
"76dee06e-abfb-53c2-9575-ea75096d9846","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C11 (GL 7B, 8B, C8+) 3 nos dated 13.06.24","Access/safety","Access for sprayer/pump"
"dcf47a78-f960-5cb7-a166-a463860f7708","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C11 (GL 7B, 8B, C8+) 3 nos dated 13.06.24","Access/safety","Safe access to all areas of spray"
"15b55520-10a8-5ca8-b947-ea5ba5df2231","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C11 (GL 7B, 8B, C8+) 3 nos dated 13.06.24","Access/safety","Exposed reo capped"
"0b3fe759-eb59-5bf4-932c-ddf61dbd6ed7","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C11 (GL 7B, 8B, C8+) 3 nos dated 13.06.24","Pour"
"5c294c76-1dce-5b6a-a268-053cd74a4379","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C11 (GL 7B, 8B, C8+) 3 nos dated 13.06.24","Pour","Confirm mix"
"537f48fe-471d-5051-b76d-dd82a56bc177","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C11 (GL 7B, 8B, C8+) 3 nos dated 13.06.24","Pour","Confirm concrete is being tested (slump and cylinders)"
"9393a7c5-9f62-5be6-a2f5-495d0a1e0b2a","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C11 (GL 7B, 8B, C8+) 3 nos dated 13.06.24","Pour","Weather recorded"
"31fc26e6-845b-5096-b3a8-766f6846fb95","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C11 (GL 7B, 8B, C8+) 3 nos dated 13.06.24","Post pour"
"8097b366-fe14-5db5-9667-12c813e90d6c","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C11 (GL 7B, 8B, C8+) 3 nos dated 13.06.24","Post pour","Checks"
"c4d45fc8-34a2-57dc-8549-f6abab467123","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C11 (GL 7B, 8B, C8+) 3 nos dated 13.06.24","Post pour","Pour QA received including concrete dockets"
"475f7d0c-19bc-44ad-b83f-a5893a594834","","pass","ITP Structure - In Situ Concrete (RC Column)","checklist","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C2 (GL 8/C-D)"
"48d7b701-2fe6-5cf2-9a92-7d69865ecb01","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C2 (GL 8/C-D)","Pre-start"
"63abe3e9-ec4e-5c5f-a69f-d1be59b9c003","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C2 (GL 8/C-D)","Pre-start","Footing sign-off/QA received"
"07eff92e-236c-55aa-9835-0ddd97ad4a06","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C2 (GL 8/C-D)","Pre-start","GL and datum provided"
"4c16a446-6e1c-55bb-95cd-f52b9500b310","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C2 (GL 8/C-D)","Pre-start","Clean work area"
"60b3d2f2-3578-5422-acbb-dc7b616699b6","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C2 (GL 8/C-D)","Pre-pour"
"dc3d8242-f88b-59c0-be27-a8a0e4dddf1d","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C2 (GL 8/C-D)","Pre-pour","GN inspection"
"180f5ec7-700e-5042-bb7d-88b7e885feba","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C2 (GL 8/C-D)","Pre-pour","Formwork signoff/QA"
"ee5e796f-19c1-58d7-9f6e-3e60b03e8b13","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C2 (GL 8/C-D)","Pre-pour","Reo sign off/QA"
"9376b8ed-98a5-5574-ab9e-dad80b5a9606","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C2 (GL 8/C-D)","Pre-pour","Structural Eng inspection report received and close-out"
"24d5f94d-aa85-54a6-94f7-d60ae7e0fe76","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C2 (GL 8/C-D)","Pre-pour","Council inspection report received and close-out"
"7a5d1da2-ba35-5f8b-8765-2545ed8a4d54","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C2 (GL 8/C-D)","Access/safety"
"6f9dcc37-622c-576c-88b9-7f5fd27a6f43","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C2 (GL 8/C-D)","Access/safety","Access for sprayer/pump"
"32fb29d4-5616-5973-96aa-e638d7c3a6b1","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C2 (GL 8/C-D)","Access/safety","Safe access to all areas of spray"
"766bb197-3cdc-56e2-ac7a-a2da585c5696","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C2 (GL 8/C-D)","Access/safety","Exposed reo capped"
"12c7d9df-adcf-5ec8-b9c4-c0de318244b5","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C2 (GL 8/C-D)","Pour"
"13d537da-1c2a-5763-b9cc-58d2bf7d2d70","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C2 (GL 8/C-D)","Pour","Confirm mix"
"78392cc9-abfa-5a8b-8237-6cda4abb0674","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C2 (GL 8/C-D)","Pour","Confirm concrete is being tested (slump and cylinders)"
"d430934a-104b-5701-a4fb-fe081a6300c2","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C2 (GL 8/C-D)","Pour","Weather recorded"
"cda3a5f1-c1c4-54d9-b40d-3f152aa7d055","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C2 (GL 8/C-D)","Post pour"
"f6a1f3bb-786d-5dc5-a689-48f8126e0b1e","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C2 (GL 8/C-D)","Post pour","Checks"
"c28868cb-a677-5b10-a54d-d4408578d2c6","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Insitu Columns","RC Columns C2 (GL 8/C-D)","Post pour","Pour QA received including concrete dockets"
"b0ca2e44-7e92-4fe7-97f7-6f7c7363802a","","work-in-progress","","folder","TRUE","FALSE","BC1","Site QA","Structure","Section Q2","Slab on Grade"
"dcae39ea-506d-4d78-88b2-b5cbe2d708ec","","work-in-progress","Civil – Buildings Subgrade","checklist","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Slab on Grade","Civil – Buildings Subgrade"
"169a8c99-c75d-54d2-949a-bd32c5b51496","","not-started","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Slab on Grade","Civil – Buildings Subgrade","Subgrade base"
"73789f61-70f6-5270-942e-d012fab07ff8","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Slab on Grade","Civil – Buildings Subgrade","Subgrade base","Geotech Eng inspection report received- and close-out"
"df07452c-55ca-53f0-845e-93397699d631","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Slab on Grade","Civil – Buildings Subgrade","Subgrade base","Geotech Eng Inspection of subgrade and proof rolling prior to filling"
"2f0a3d6c-b240-58f9-b9b3-db027823e84c","","work-in-progress","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Slab on Grade","Civil – Buildings Subgrade","Building Subgrade build-up"
"b7180f9d-a4c8-5ca7-9a9e-84537b682b1c","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Slab on Grade","Civil – Buildings Subgrade","Building Subgrade build-up","GL and datum provided"
"aa9bd879-f817-5aca-bd21-6efbe78f890a","","work-in-progress","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Slab on Grade","Civil – Buildings Subgrade","Building Subgrade build-up","Placement of hardfill layer compacted as per design"
"30a5f9ab-a2f2-5587-80d6-d8d7ce2c4ea5","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Slab on Grade","Civil – Buildings Subgrade","Building Subgrade build-up","Drainage piping installed under foundation level"
"7aa84aeb-3109-5e46-bbde-727f535eac28","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Slab on Grade","Civil – Buildings Subgrade","Building Subgrade build-up","Platforms spot checks heights and location"
"56c20d28-7175-5061-9f53-b9e7b370e6a1","","not-started","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Slab on Grade","Civil – Buildings Subgrade","Subgrade Sign-off"
"e7d2ad2a-1bd4-562a-a472-3155fec77dd7","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Slab on Grade","Civil – Buildings Subgrade","Subgrade Sign-off","Subgrade QA and test results received"
"ea942444-558d-5f21-956f-7dbff8199300","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Slab on Grade","Civil – Buildings Subgrade","Subgrade Sign-off","Geotech Eng Inspection of subgrade and proof rolling report received and close-out"
"79d21b42-bb78-4b06-94b8-5ac750a81be1","","work-in-progress","ITP - Structure - Slab on Grade","checklist","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Slab on Grade","Slab on grade "
"99691000-40d1-56e1-8194-0cd7dc4dba61","","not-started","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Slab on Grade","Slab on grade ","Pre-start"
"9960ceb4-ad24-5834-8fa5-74db0ed14d22","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Slab on Grade","Slab on grade ","Pre-start","Columns/GB sign-off/QA received"
"0cab2227-1857-575f-bc65-822cb0143297","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Slab on Grade","Slab on grade ","Pre-start","Services sign-off"
"d737f6de-8216-572d-b51a-c6ecb7dacd81","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Slab on Grade","Slab on grade ","Pre-start","Subgrade sign-off/QA received"
"1de340bc-c0ef-524d-bf1a-dfc13de994ba","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Slab on Grade","Slab on grade ","Pre-start","GL and datum provided"
"a6d9f178-6932-5adc-bd5a-0d1a6470c8f4","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Slab on Grade","Slab on grade ","Pre-start","Clean work area"
"f06a3b0d-ecdd-56c4-9ddb-c5b3888fff0f","","work-in-progress","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Slab on Grade","Slab on grade ","Pre-Pour"
"15f2d922-2168-57ef-8f84-fc3d613940ee","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Slab on Grade","Slab on grade ","Pre-Pour","Waterproofing sign-off/QA"
"0310bf53-575f-5125-b847-1be3b751ac4c","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Slab on Grade","Slab on grade ","Pre-Pour","Formwork signoff/QA"
"1b571638-2483-534c-b62b-48399a8e2172","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Slab on Grade","Slab on grade ","Pre-Pour","Reo sign off/QA"
"fa00358c-bebc-5061-bb95-fa13f325ae60","","work-in-progress","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Slab on Grade","Slab on grade ","Pre-Pour","GN inspection"
"8d41a124-7160-571b-83cf-42ad21bb29f9","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Slab on Grade","Slab on grade ","Pre-Pour","Structural Eng inspection report received and close-out"
"176832cd-f7d4-5066-9032-12469c1a8c9c","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Slab on Grade","Slab on grade ","Pre-Pour","Council inspection report received and close-out"
"42e214ba-62d1-5d22-99e9-5366074cee46","","not-started","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Slab on Grade","Slab on grade ","Access/safety/protection"
