"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"4c7bc325-759e-4dec-a623-5598a487f836","","","","folder","TRUE","FALSE","Site QA"
"0cf95069-3cd1-470b-95c2-6f0023ad45fd","","","","folder","TRUE","FALSE","Site QA","Ground"
"567fd4c0-ba64-44a1-9216-1e8854257ab8","","","Lobby","checklist","FALSE","FALSE","Site QA","Ground","West Tower Residential Lobby"
"0fb877e4-1a3e-4e7c-b4d9-5a6fbce49294","","","Lobby","checklist","FALSE","FALSE","Site QA","Ground","East Tower Residential Lobby"
"db0cffed-e9ac-4026-a6e0-0df91a13686b","","","Lobby","checklist","FALSE","FALSE","Site QA","Ground","Hotel Lobby"
"f0181950-5ec0-4256-9cb1-3ecfb1150fd9","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","Ground","Hotel Staff Locker Room"
"94852bf5-986a-4e9b-9b2b-1d0c628569d7","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","Ground","Hotel Lobby Toilets"
"86fad516-e38c-4256-b6e4-19552b0ffbf9","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","Ground","Pub Kitchen"
"cc984841-366c-4385-9b78-a2e3cb741517","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","Ground","Pub Toilets"
"27e8d090-7059-44ed-aebe-9feb7e82e4c2","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","Ground","Pub"
"142f5b55-4cd7-4735-aabd-903f9c9b1498","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","Ground","Gaming Room"
"28b592cf-5126-4e10-97ae-54ff784c642b","","","","folder","TRUE","FALSE","Site QA","Level 1"
"379598d1-840a-400f-aba5-7f920a5d768f","","","Lobby","checklist","FALSE","FALSE","Site QA","Level 1","West Tower Lift Lobby"
"355380f5-a65f-421a-865a-a931eb286f2a","","","Lobby","checklist","FALSE","FALSE","Site QA","Level 1","East Tower Lift Lobby"
"11bd0a9f-4826-4c5f-9f9f-48b0c68123d8","","","","folder","TRUE","FALSE","Site QA","Level 2"
"35e6100f-3a0a-4ef2-8e76-372138f26531","","","Lobby","checklist","FALSE","FALSE","Site QA","Level 2","West Tower Lift Lobby"
"7a92bf92-6e6a-42fb-a749-ae584a01a229","","","Lobby","checklist","FALSE","FALSE","Site QA","Level 2","East Tower Lift Lobby"
"31f949c1-361e-4422-ad24-bbc4b128295e","","","","folder","TRUE","FALSE","Site QA","Level 3"
"30db35e0-52c6-4f21-8b1e-317684266272","","","Lobby","checklist","FALSE","FALSE","Site QA","Level 3","West Tower Lift Lobby"
"a2639209-5fed-4c04-ad2a-a23bfa9c3f51","","","Lobby","checklist","FALSE","FALSE","Site QA","Level 3","East Tower Lift Lobby"
"f5d163a6-eb4e-4ff0-a550-a52a8dbc181d","","","","folder","TRUE","FALSE","Site QA","Level 4"
"2d13947b-20f0-4388-aafb-551f34d88d12","","","Lobby","checklist","FALSE","FALSE","Site QA","Level 4","West Tower Lift Lobby"
"58f017c1-521d-458d-9468-8095826b6f76","","","Lobby","checklist","FALSE","FALSE","Site QA","Level 4","East Tower Lift Lobby"
"b2a8e649-7b0d-4bbc-92ea-02e1f73ff36b","","","","folder","TRUE","FALSE","Site QA","West Tower"
"1817e8ee-343e-4266-9319-955cbb6edc7e","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 5"
"a125086d-ac29-4c4c-ac9b-829a5b6fe27a","","","Lobby","checklist","FALSE","FALSE","Site QA","West Tower","Level 5","Lobby"
"86677bb0-a0be-4ca4-9458-bf6843aaaa9e","","","","folder","TRUE","FALSE","Site QA","West Tower","Level 5","501"
"dcdca2f8-47db-42a6-b10a-a997428dea0a","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 603","Bathroom & Laundry"
"0f6b43fe-25f6-4e17-bda6-794abfc000b8","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 603","External Wet Areas"
"4d2f03cf-8966-4537-9104-6e82e08cc45d","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 6","Hotel Room 604"
"aa0742cf-99b3-4064-8a93-bcf249ac12b5","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 604","Kitchen, Lounge & Dining"
"00e0684c-7313-4c44-987c-6e990f03aec7","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 604","Bathroom & Laundry"
"533ce70f-8a28-4044-b03d-58df0ff20807","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 604","External Wet Areas"
"1e066433-e97b-4b47-8c05-bee86f4009b2","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 6","Hotel Room 605"
"dcd82df9-bab5-469d-92ed-29a669aca5ef","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 605","Kitchen, Lounge & Dining"
"a98d7e82-cc5f-4673-931e-8188d2f698db","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 605","Bathroom & Laundry"
"c115de74-b64b-457d-a5da-6df599d572c5","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 605","External Wet Areas"
"f8cdbbe8-0564-4f59-b08c-ec47f3fd4a04","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 6","Hotel Room 606"
"aa3b6e30-4db1-4118-8596-91d41c2b42b9","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 606","Kitchen, Lounge & Dining"
"363402e3-cda1-4ce8-b064-d1ead9659d0b","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 606","Bathroom & Laundry"
"5d9cbbd0-4c96-4c64-b330-c5641fa4474d","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 606","External Wet Areas"
"81070b79-c057-4aec-83c0-62a1bb0c6d8d","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 6","Hotel Room 607"
"1f880df2-abd9-49ad-947f-f4c94b18b0d3","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 607","Kitchen, Lounge & Dining"
"c3ab81d2-ee47-4b98-bb2d-cfcc5e4295f2","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 607","Bathroom & Laundry"
"6a01bd4d-6a65-4ff4-b221-05f746c2ea6e","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 607","External Wet Areas"
"241e6984-1969-4176-9d86-8483aebb6a7a","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 6","Hotel Room 608"
"fc1f0ef4-9d21-467d-bde9-6855f59ca6a6","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 608","Kitchen, Lounge & Dining"
"8ec2ac91-33db-44d3-a3bb-c706794b8dbc","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 608","Bathroom & Laundry"
"352e5975-460a-42c8-b972-2c59f3787b64","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 608","External Wet Areas"
"5b1219a8-ba70-4c48-b7f8-2801bfa99262","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 6","Hotel Room 609"
"d84b4495-6322-4b2d-b47d-6a6009616419","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 609","Kitchen, Lounge & Dining"
"4ef91eb1-b6c4-48ae-a5df-ab002176d454","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 609","Bathroom & Laundry"
"c1975a1c-fbae-4421-9195-d484456db8c7","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 609","External Wet Areas"
"e8f3254d-22b6-40c0-ac94-4732c34db1e5","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 6","Hotel Room 610"
"b1b4a70d-1f99-4abc-9b4e-d4959d3fba76","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 610","Kitchen, Lounge & Dining"
"38e66475-2ead-4106-9dd0-e956be7dd6de","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 610","Bathroom & Laundry"
"948cd2aa-7a36-4eb3-9ccd-631b052f85a4","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 610","External Wet Areas"
"7abe33bb-b282-47f0-a84e-510c07af7992","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 6","Hotel Room 611"
"b75279e1-632a-47a5-bac3-7db79652494a","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 611","Kitchen, Lounge & Dining"
"e218a37f-a1ed-4c2b-8b08-7c54b7d5f066","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 611","Bathroom & Laundry"
"b797555d-2ad5-4b33-a932-07911a88bce7","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 611","External Wet Areas"
"57b55fd2-c457-46f2-b012-8d701a113841","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 6","Hotel Room 612"
"1e7a3eb2-fd55-4d26-9cfb-be952c5f08c2","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 612","Kitchen, Lounge & Dining"
"bc16d41f-4eac-4081-926b-e7b946ecca53","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 612","Bathroom & Laundry"
"aa0f79c2-8033-4df1-b5f3-69dc3e285f69","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 612","External Wet Areas"
"94baec7d-f746-4c10-b881-818d73255375","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 6","Hotel Room 613"
"6d28bf4e-2536-40f8-9a2b-f684b0a42720","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 613","Kitchen, Lounge & Dining"
"9f26705a-200d-46f5-9186-1d0feccb3bd0","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 613","Bathroom & Laundry"
"7fa9b9b1-755f-4323-a4de-e741cccc1be8","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 613","External Wet Areas"
"6be82381-ee9c-49ab-91c3-d471437f14fe","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 6","Hotel Room 614"
"130174fb-d1be-47c8-a2f3-fb9876bef74f","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 614","Kitchen, Lounge & Dining"
"aa17e176-e9f7-4659-8b44-02cc05b76097","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 614","Bathroom & Laundry"
"38de3b21-fe1a-4c8c-a82f-32e9617978a7","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 6","Hotel Room 614","External Wet Areas"
"bf6d2aa9-15ff-40a1-b050-a272f4edfbf6","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 7"
"8b17e2f1-e085-418c-9f0c-5bc705b3c16e","","","Lobby","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Lobby"
"fef7bfca-41b3-4551-ab11-6d7239da5b7c","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 7","Hotel Room 701"
"a7e037d6-8ceb-490a-b45e-ed292b6f0060","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 701","Kitchen, Lounge & Dining"
"4ea564cd-4a2d-4870-9362-e2a023b9f95c","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 701","Bathroom & Laundry"
"b31c7c0a-42a5-4caf-b415-15407e47709b","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 701","External Wet Areas"
"06cf05c0-5cdc-4af5-b801-43eabcad84e5","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 7","Hotel Room 702"
"d59caef8-b47e-4315-b592-a4ca014573e2","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 702","Kitchen, Lounge & Dining"
"44fb2ee7-263b-43c6-a369-86ec95ce67d8","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 702","Bathroom & Laundry"
"a7eb4614-7a47-4ddf-8c2b-f77f6e06fa80","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 702","External Wet Areas"
"34985225-39ac-4d3d-b904-d06b0d75f904","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 7","Hotel Room 703"
"f602876b-e69b-4f8b-8216-539d52e40e97","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 703","Kitchen, Lounge & Dining"
"28b328ea-cf99-4e2c-b692-7f56800d53e3","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 703","Bathroom & Laundry"
"113cb896-f100-4039-8ec4-e34e2eb07537","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 703","External Wet Areas"
"056502fe-41dd-4297-9aa4-63f170b43940","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 7","Hotel Room 704"
"db0414e9-073b-46c4-9b0a-d95043e9d2a8","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 704","Kitchen, Lounge & Dining"
"37c809d5-9557-470f-9679-85e08d083783","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 704","Bathroom & Laundry"
"0313cced-7e8c-4c64-ae3d-3fc830c3cd34","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 704","External Wet Areas"
"411111ef-58f0-44bf-8ea1-289a04488024","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 7","Hotel Room 705"
"fc4eff30-8337-4035-8a32-05efcc22201d","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 705","Kitchen, Lounge & Dining"
"535ba1d5-c420-49a8-854b-a38c2cad6848","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 705","Bathroom & Laundry"
"d8342469-0b84-426e-a706-446f44ddada2","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 705","External Wet Areas"
"3a946733-a710-4f56-a10e-49f63851323f","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 7","Hotel Room 706"
"56fe6207-bee3-41cf-aa93-52dbd49e2652","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 706","Kitchen, Lounge & Dining"
"d6c5570b-7511-42c8-b971-e7bf4f865c2e","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 706","Bathroom & Laundry"
"80743455-3483-424e-a619-4c8397f71f52","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 706","External Wet Areas"
"d388413e-126e-48fd-8f2e-6c26da634ae3","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 7","Hotel Room 707"
"10c08f63-dd6f-4db1-9211-13f2afeba6d4","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 707","Kitchen, Lounge & Dining"
"4c3e72d6-21e9-4216-ad66-07ef0f44fbce","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 707","Bathroom & Laundry"
"db09ae15-4bbf-40cd-9ccc-6d90e4aaee37","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 707","External Wet Areas"
"6e8d06c7-d1c4-44a1-85b0-aca20b0da6a6","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 7","Hotel Room 708"
"a64b3fe3-e9d0-49d3-80aa-debd1677694f","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 708","Kitchen, Lounge & Dining"
"aac3643b-2006-4067-9630-8448cee8b11d","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 708","Bathroom & Laundry"
"3f5ed8a9-9f2e-4f1c-8a44-a241e9c8defe","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 708","External Wet Areas"
"4b043107-008c-4564-a5d9-66534c5ef625","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 7","Hotel Room 709"
"adb78ecd-3555-4056-b127-dd69fe4e304b","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 709","Kitchen, Lounge & Dining"
"118a1194-2495-485d-b6f1-b66c8c6ef896","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 709","Bathroom & Laundry"
"8ee89e5f-ad2b-42e3-ac34-144c7bcc3448","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 709","External Wet Areas"
"5fb6ac55-31a2-4ab3-9959-762a83f09d9d","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 7","Hotel Room 710"
"fad0b897-908a-4688-ab0b-432fc656628d","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 710","Kitchen, Lounge & Dining"
"f59cb5cd-3c9d-4046-9710-c2ba28df7d6c","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 710","Bathroom & Laundry"
"24776f20-aae9-4934-a12f-c036bc847527","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 710","External Wet Areas"
"b430b7d9-509b-4864-b2b8-5cc8b7e8aeb5","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 7","Hotel Room 711"
"3f1cb9f2-51ba-4c97-ba3a-4d0c4bee99ca","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 711","Kitchen, Lounge & Dining"
"dd5f4e7c-bf21-4687-ace8-f08b37683e75","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 711","Bathroom & Laundry"
"0c3bc35c-b166-41cd-b7ba-00a823a595da","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 711","External Wet Areas"
"50a10e78-2490-442c-9617-f99e6f6e245b","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 7","Hotel Room 712"
"44e15820-61e9-409e-8c3b-3fbf686d6049","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 712","Kitchen, Lounge & Dining"
"c5f9de15-52a9-440a-ab8b-7bba4e21102b","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 712","Bathroom & Laundry"
"486a1e6b-1b00-4879-8c80-48c6e7efe497","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 712","External Wet Areas"
"9cf78f7f-3cd7-4950-bfe3-955df1e2310d","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 7","Hotel Room 713"
"4f7c25c5-ad6b-479e-ae68-fc34bcd40e75","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 713","Kitchen, Lounge & Dining"
"2053ed1a-c24c-4aae-94e8-42a5fd7adc31","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 713","Bathroom & Laundry"
"865d08f1-01d6-46f5-8631-75457a69d643","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 713","External Wet Areas"
"6dbfdc43-139e-4bcc-8ab4-1e99460f2af8","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 7","Hotel Room 714"
"8823ca07-25f5-4e53-a8a7-db9e7051221f","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 714","Kitchen, Lounge & Dining"
"463ad04c-7c80-4bbc-85ff-bef8195124c1","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 714","Bathroom & Laundry"
"920e30f0-7b1d-4825-b268-8af23b6b19c7","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 714","External Wet Areas"
"4c1b96d5-a843-4fbc-b9de-ce542382deaf","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 7","Hotel Room 715"
"d85bd129-f64a-431f-8bca-a152597e94b4","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 715","Kitchen, Lounge & Dining"
"b23ec435-dc56-4bc9-9e36-056f8185a476","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 715","Bathroom & Laundry"
"b7c75e4b-9e33-47f5-b23b-e290b5d39d35","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 715","External Wet Areas"
"c1a120c2-e7e4-47e0-8bcd-a0f75cc07da8","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 7","Hotel Room 716"
"fbacd731-6a9f-4eff-8ef2-f463437a280c","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 716","Kitchen, Lounge & Dining"
"eb329ba5-42fa-434a-af9d-10888d26662f","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 716","Bathroom & Laundry"
"bdcb342f-7ec5-4819-a6c5-018b3d9b2942","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 716","External Wet Areas"
"0f0c6ba3-560a-4ff1-8959-ad213bb89ccd","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 7","Hotel Room 717"
"318d6684-1847-4aa1-b3e4-9cd92078e284","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 717","Kitchen, Lounge & Dining"
"997d7b7f-76fc-4431-8fc1-75a9c5c11fb3","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 717","Bathroom & Laundry"
"d645c5db-3bbf-427d-9ea2-49b1179b2a26","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 717","External Wet Areas"
"2431b01a-c4fa-4a95-9fc9-35f685bbe688","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 7","Hotel Room 718"
"0c728041-bb45-4e1a-9c04-b4f16bfda736","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 718","Kitchen, Lounge & Dining"
"84dbf13e-4662-4aa8-8e84-bc8d506a6138","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 718","Bathroom & Laundry"
"ae08a32e-7b2a-4962-96aa-17a0f2590af7","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 718","External Wet Areas"
"1370375e-9605-4584-b59e-e2cf21e5b263","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 7","Hotel Room 719"
"e16f3195-539b-455c-b8fe-c70d472ca60d","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 719","Kitchen, Lounge & Dining"
"c7b386fd-9642-4fb1-9d37-5560fd1f0945","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 719","Bathroom & Laundry"
"9c319ea4-3477-46b0-bed4-4161db408430","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 719","External Wet Areas"
"3d0be040-26bf-44c6-ac94-4cafa82ed505","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 7","Hotel Room 720"
"e832a0d5-6e40-4bfe-93f4-f354e81c69c8","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 720","Kitchen, Lounge & Dining"
"b9c7824a-5f4d-4cd5-a848-edaff876586e","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 720","Bathroom & Laundry"
"40b523ee-2d3c-46b7-9709-c6d0d600489d","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 720","External Wet Areas"
"15a3d188-bcfc-4204-82ec-2c8fed5ff941","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 7","Hotel Room 721"
"89ca0167-a193-44c5-9489-68c1ec5a59ce","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 721","Kitchen, Lounge & Dining"
"f2c50db6-d6e5-4114-b459-925098b469fd","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 721","Bathroom & Laundry"
"1d0b4860-9c71-4f22-a2ab-8645b3d3b042","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 721","External Wet Areas"
"f1ac9f70-595c-4aaf-8fac-23b412b6e02a","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 7","Hotel Room 722"
"7c190a02-06c6-45ed-a53e-deb67577c5cf","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 722","Kitchen, Lounge & Dining"
"3a0bffe4-d31a-4805-b458-a75db7e21ae7","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 722","Bathroom & Laundry"
"3c5db096-cfe0-4be8-8274-778eb316d648","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 722","External Wet Areas"
"39875b8e-fa6c-4ac2-8d5f-cf4fbb8b8763","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 7","Hotel Room 723"
"c1bebda2-eb72-46db-9909-012cec09b31e","","","Kitchen, Lounge & Dining","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 723","Kitchen, Lounge & Dining"
"24879ca2-f961-44d1-8eb5-14a2fcff05e6","","","Bathroom & Laundry","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 723","Bathroom & Laundry"
"a86fd27b-4cf5-48db-9e58-9e18fb6725e6","","","External Wet Areas","checklist","FALSE","FALSE","Site QA","East Tower","Level 7","Hotel Room 723","External Wet Areas"
"2146ce1d-d887-4c49-8790-7091ceed6ae0","","","","folder","TRUE","FALSE","Site QA","East Tower","Level 8"
