"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"df302a38-8d6d-42d6-9b0d-813786e8ea81","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"45be4b7f-8814-47ca-aaa8-987c58a84163","","checklist-flat","not-started","Document Attachment","checklist-flat","FALSE","FALSE","Site QA","Structural Drawings"
"e1250702-8f16-42a7-a52d-67a5fc8569d5","","checklist-flat","not-started","Document Attachment","checklist-flat","FALSE","FALSE","Site QA","Survey As Builts"
"c37eca0e-e901-4097-a356-d97c53203722","","checklist-flat","not-started","Document Attachment","checklist-flat","FALSE","FALSE","Site QA","Pour Plans"
"2f870675-b2c7-4920-b7c7-f7a7ee03154f","","checklist-flat","not-applicable","Document Attachment","checklist-flat","FALSE","FALSE","Site QA","Progress Photos"
"14d2bd7a-3508-4355-ad0f-c25805cd2017","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ventilation Shaft"
"50065f0b-7779-4cd6-859d-cbedc14046ee","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ventilation Shaft","Base Slab"
"9c575108-620b-4d68-8d37-1a44026ccb20","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Ventilation Shaft","Base Slab","Formwork Element Handover"
"6011b406-646f-41f6-89bc-ff05293a3c73","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Ventilation Shaft","Base Slab","Finished Element Handover"
"ec9c2214-c48a-4496-915a-a519816608a5","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Shaft","Base Slab","Pre Pour ITP"
"188b8197-f2b3-427a-bd1a-8d9f3098dcec","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Shaft","Base Slab","Concrete & Reinforcement ITP"
"5d9e753d-b021-4515-bd61-0504df616138","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Ventilation Shaft","Base Slab","Formwork Stripping"
"af31a100-ab07-445e-a0b5-403163592a4a","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Ventilation Shaft","Base Slab","3rd Party Sign Off"
"69c98f5e-8f6c-45fc-91a8-ef2d561c5cd1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ventilation Shaft","Waler Level 2"
"69dd31da-c2df-4e60-bae8-c8567bc1e527","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ventilation Shaft","Waler Level 2","Slabs"
"a9bf600f-5b33-406f-bc8e-3bddb31a6798","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Substation","Cable Basement","Core walls","3rd Party Sign Off"
"35363583-d2b7-4348-8ae9-4a9b4ab38681","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Substation","Cable Basement","Columns"
"3be3a829-341c-49ef-bdad-c8508b8ba834","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Substation","Cable Basement","Columns","Formwork Element Handover"
"5bbc3d65-1246-44ec-b10c-d13f1e70d59f","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Substation","Cable Basement","Columns","Pre Pour ITP"
"d908e2ac-d3db-4bcb-9e0d-32f3fdb00550","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Substation","Cable Basement","Columns","Concrete & Reinforcement ITP"
"002f8041-5ea9-46f1-8358-78b76981d2c8","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Substation","Cable Basement","Columns","Formwork Stripping"
"6615a81e-3782-421e-b37c-fcedcf7989f4","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Substation","Cable Basement","Columns","Finished Element Handover"
"96f98106-11de-45a7-8b8f-e2b575843837","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Substation","Cable Basement","Columns","3rd Party Sign Off"
"488b160e-d3f0-4ac5-932a-464d9ce4a618","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Substation","L00"
"1a91ee58-dc73-4d6e-8366-1245890336b4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Substation","L00","Slabs"
"7c82d1f1-e662-4898-a4a8-52d0c5d11b30","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Substation","L00","Slabs","Formwork Element Handover"
"45da0c37-5144-4d9c-bf73-3cc5cc4365c6","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Substation","L00","Slabs","Pre Pour ITP"
"eee8c756-f4ed-43e2-8d50-9631a591fcc5","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Substation","L00","Slabs","Concrete & Reinforcement ITP"
"254e34ba-7b75-4b45-878e-233296338247","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Substation","L00","Slabs","Formwork Stripping"
"0da89158-ead7-4986-a5f4-8bf1c565b9f5","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Substation","L00","Slabs","Finished Element Handover"
"f7748137-1bf6-4922-8316-1926190d2c03","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Substation","L00","Slabs","3rd Party Sign Off"
"84c02375-419c-41b9-b327-9752a9e6b855","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Substation","L00","Retaining Walls"
"7af74f0b-50ae-47c1-afd1-01378f937e39","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Substation","L00","Retaining Walls","Formwork Element Handover"
"efb7fbbc-7b48-43b7-8545-cf63414cd8d1","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Substation","L00","Retaining Walls","Pre Pour ITP"
"c2b41a43-d22c-45f9-996c-aedee7dee477","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Substation","L00","Retaining Walls","Concrete & Reinforcement ITP"
"ebc8d99f-032f-48f8-8eb0-ead82a13394d","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Substation","L00","Retaining Walls","Formwork Stripping"
"5c202150-3efb-450b-805d-90e960d92ac6","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Substation","L00","Retaining Walls","Finished Element Handover"
"f1733661-23f6-49b6-b3f9-8734dfe6eccc","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Substation","L00","Retaining Walls","3rd Party Sign Off"
"33019dfc-58cf-4a48-8fdd-2e4ea209b5e2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Substation","L00","Core walls"
"d5347e0f-dec0-4581-a775-de40250c0131","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Substation","L00","Core walls","Formwork Element Handover"
"ef944981-9b27-489c-8591-d029245717ca","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Substation","L00","Core walls","Pre Pour ITP"
"7eee08cb-87f8-4345-8371-d546cd9e7c71","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Substation","L00","Core walls","Concrete & Reinforcement ITP"
"cfe67e7f-9348-47fc-b014-36e81cecbc94","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Substation","L00","Core walls","Formwork Stripping"
"4c73e7fc-ac7f-4c58-b1ce-c0f72eb1464d","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Substation","L00","Core walls","Finished Element Handover"
"04931896-c132-417c-9827-307f1c5a0d76","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Substation","L00","Core walls","3rd Party Sign Off"
"9f0f445d-2b62-468a-a36c-9d0a8feaf7f4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Substation","L00","Columns"
"cdbe63c4-cf41-4ea8-ad31-855935d89783","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Substation","L00","Columns","Formwork Element Handover"
"68c6d491-3b6c-42c6-b8b8-341fb44f5830","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Substation","L00","Columns","Pre Pour ITP"
"80cfb370-cba7-499f-8bc1-31dbd5817447","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Substation","L00","Columns","Concrete & Reinforcement ITP"
"6ab26a2f-3d93-44bc-a0d6-5e9a9b5b0145","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Substation","L00","Columns","Formwork Stripping"
"1586efdc-de87-4421-9338-3375f554f89a","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Substation","L00","Columns","Finished Element Handover"
"c3ee9cb3-c1c0-4c9d-823f-8e917a6397fc","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Substation","L00","Columns","3rd Party Sign Off"
"b69de034-bccd-4abf-8f4d-3738cff4d587","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Substation","L01"
"9aa8ee15-cd74-4760-9724-917513fbf961","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Substation","L01","Slabs"
"4af30aea-8076-4aca-aa71-739a43ab942d","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Substation","L01","Slabs","Formwork Element Handover"
"db760a3b-669d-4b9d-9006-79c2451b2ae7","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Substation","L01","Slabs","Pre Pour ITP"
"73ee917c-69ee-4208-a522-9fb65398879c","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Substation","L01","Slabs","Concrete & Reinforcement ITP"
"a54d18d6-46d2-452b-a253-39fa85bb3661","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Substation","L01","Slabs","Formwork Stripping"
"a2b4ac47-9be2-417f-be00-ff1968d702a4","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Substation","L01","Slabs","Finished Element Handover"
"b0e1aaa7-4038-4b93-8333-e06aa8fe428a","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Substation","L01","Slabs","3rd Party Sign Off"
"e17d834f-2bf3-4ea0-92c3-7efa3f08aea5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Substation","L01","Core walls"
"f46576eb-09a2-4a4f-8383-3ce31f3810d1","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Substation","L01","Core walls","Formwork Element Handover"
"eb18518a-c8b1-4db1-bfc8-376673cbe32f","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Substation","L01","Core walls","Pre Pour ITP"
"40047b30-6488-476a-84bc-4c53700510ac","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Substation","L01","Core walls","Concrete & Reinforcement ITP"
"d1cd53ed-6cdb-41fc-b0f1-3d9f04d41e5b","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Substation","L01","Core walls","Formwork Stripping"
"dd5679db-8556-4302-86e9-6559fb63d2c3","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Substation","L01","Core walls","Finished Element Handover"
"56fd16a6-6198-439e-b1e4-262332b1cd30","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Substation","L01","Core walls","3rd Party Sign Off"
"60f1cf37-1733-4b28-a17e-d96136707d43","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Substation","L01","Columns"
"d31ff1a2-eadf-4572-aa3e-147ed64ee07e","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Substation","L01","Columns","Formwork Element Handover"
"75ecc1cb-2246-4e80-92a7-56c36aed10cb","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Substation","L01","Columns","Pre Pour ITP"
"e9f0c453-1784-485c-86a6-2e5e6b37fc65","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Substation","L01","Columns","Concrete & Reinforcement ITP"
"26ca6677-6fa2-49af-a3d0-bf76886a459c","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Substation","L01","Columns","Formwork Stripping"
"fa02eb1a-97c6-45fa-aa1a-6743dec7e091","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Substation","L01","Columns","Finished Element Handover"
"821e8382-e250-472d-9faa-de952f019484","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Substation","L01","Columns","3rd Party Sign Off"
"75698d41-6996-485e-9fbe-141cbba2466f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Substation","L02"
"0f0d6519-f0c7-457a-b569-e1f4c2f62939","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Substation","L02","Slabs"
"493cada9-cae2-48c9-ae70-5f8c6f20cc6d","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Substation","L02","Slabs","Formwork Element Handover"
"a0174440-3abe-43c9-a282-cfc4c149d09d","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Substation","L02","Slabs","Pre Pour ITP"
"ee8a63e4-8101-46dd-8be2-046e8e069485","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Substation","L02","Slabs","Concrete & Reinforcement ITP"
"c0e9e167-bf88-4a32-a227-ff3cda11a327","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Substation","L02","Slabs","Formwork Stripping"
"809fb775-22b6-4196-b5f7-ec29b079ab66","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Substation","L02","Slabs","Finished Element Handover"
"2a452ee0-081b-4520-8e91-2ea96147cbc1","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Substation","L02","Slabs","3rd Party Sign Off"
"b2408359-6f7f-4076-90e3-0d1d267ce9c6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Substation","L02","Core walls"
"f534b126-4971-45f1-b817-43552ef166a0","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Substation","L02","Core walls","Formwork Element Handover"
"05a4cd43-2233-402d-b18e-e1f3874b72b6","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Substation","L02","Core walls","Pre Pour ITP"
"ccf4202d-4dd8-4782-9ad1-aa6559c2ca29","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Substation","L02","Core walls","Concrete & Reinforcement ITP"
"f3709598-2e2e-47c7-9fd8-de72760e3023","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Substation","L02","Core walls","Formwork Stripping"
"d51f3ee1-856d-4ac6-be22-45dc020b287a","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Substation","L02","Core walls","Finished Element Handover"
"3bb3d5ef-903b-41b6-bec6-e0556802a360","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Substation","L02","Core walls","3rd Party Sign Off"
"6764f599-a980-45c7-a23d-834eaa86a2e4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Substation","L02","Columns"
"bacdf3d9-8dcc-4b7d-a31e-e2a75bc5b219","","checklist-flat","not-started","BKH IR 002 - Formwork Element Handover","checklist-flat","FALSE","FALSE","Site QA","Substation","L02","Columns","Formwork Element Handover"
"94470fff-b5ef-4699-9e38-428a7247c728","","checklist-sectioned","not-started","BKH-IR 001 Formwork Pre Pour Inspection Checklist","checklist","FALSE","FALSE","Site QA","Substation","L02","Columns","Pre Pour ITP"
"9abbbe83-3dc5-4086-8c20-e93b5f8a7b79","","checklist-sectioned","not-started","BKH-IR 005-Concrete & Reinforcement Checklist","checklist","FALSE","FALSE","Site QA","Substation","L02","Columns","Concrete & Reinforcement ITP"
"da1840de-04b2-4c7c-90d0-77ccdf89e9da","","checklist-sectioned","not-started","BKH - C692 - Formwork Stripping Checklist","checklist","FALSE","FALSE","Site QA","Substation","L02","Columns","Formwork Stripping"
"dacf3d5c-4418-4b60-8833-08ab59f41b13","","checklist-flat","not-started","BKH IR 003 - Finished Element Handover","checklist-flat","FALSE","FALSE","Site QA","Substation","L02","Columns","Finished Element Handover"
"84d2445a-5282-41e1-b6fe-74c25ce0c805","","checklist-flat","not-started","3rd Party Sign Off","checklist-flat","FALSE","FALSE","Site QA","Substation","L02","Columns","3rd Party Sign Off"
"c7b14df2-602f-4d95-a733-b9d71ef4adf2","","checklist-flat","not-started","Document Attachment","checklist-flat","FALSE","FALSE","Temporary Works Drawings"
"46ac8947-a8d1-4941-b9ae-3e905d126b0c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Daily Site Inspection"
"b51acb61-406f-4f25-87cd-3bf6b629a409","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Daily Site Inspection","June"
"9c1a49a7-aabe-4d9f-b445-5450e0b4a78a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Daily Site Inspection","July"
"5c2a3430-5456-494b-9544-2f204757e444","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Daily Site Inspection","August"
"5c2f2450-1551-4e10-a146-056b3e42f6af","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Daily Site Inspection","September"
"fbb39aa5-7fed-4708-b1ce-e41360739d94","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Daily Site Inspection","October"
"7e4018b1-dabf-45e3-9d9a-e96769556c44","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Daily Site Inspection","November"
"ba42a33e-1c1d-4953-854d-f94d60daf323","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Daily Site Inspection","December"
"90ece387-4786-4e08-912d-58418f949921","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Weekly Site Inspection"
"3fb461bc-5b39-41b3-84c0-b4764fac6dfc","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Weekly Site Inspection","June"
"dcbcf6d7-9448-4157-970c-b5844ffef0b2","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Weekly Site Inspection","July"
"c9a84a28-d71a-49e9-b0b2-f8f1f5c33744","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Weekly Site Inspection","August"
"ef57b5d3-0e86-41a7-99dc-57e467259215","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Weekly Site Inspection","September"
"fd17a37e-a9d2-41d0-881a-8a66509cf12c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Weekly Site Inspection","October"
"89a4db53-1e3e-4cc7-8a49-4f8e6e676a88","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Weekly Site Inspection","November"
"8a0fbf07-416d-4f47-b37e-f50079a68dad","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Weekly Site Inspection","December"
"b5702427-730a-4686-b77c-8fad2c922a0f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Daily Pre Start"
"7935ad82-66f7-43ca-93c4-e50ee84c78e0","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Daily Pre Start","June"
"cc0046d1-4b4d-4a1d-af51-6f3a7af63391","","folder-normal","work-in-progress","","step","TRUE","FALSE","Daily Pre Start","July"
"8baa060d-8eae-49ce-b6a4-e88c0aea7c84","","checklist-sectioned","work-in-progress","Daily Pre Start","checklist","FALSE","FALSE","Daily Pre Start","July","2023.07.03 - Prestart"
"13441196-b4c3-42a7-a316-febcf1f26f3b","","checklist-sectioned","work-in-progress","Daily Pre Start","checklist","FALSE","FALSE","Daily Pre Start","July","2023.07.04 - Prestart"
"f447d8ef-4897-4a97-8d3a-7af787503a9f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Daily Pre Start","August"
"8d5c6141-0697-45a8-a9c5-6300b6effb4a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Daily Pre Start","September"
"64eea7e7-3e72-4657-a8af-74346ae10021","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Daily Pre Start","October"
"69ec5cd2-bb9c-4cd2-abae-3940e5d6d933","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Daily Pre Start","November"
"db2072f8-e8fa-4b27-8850-f182f75e90c8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Daily Pre Start","December"
"0e5adebd-13ec-45ac-9ed0-85b1b9f5b3a3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Accident Form"
"3172384c-36df-4ec5-a1d2-80192796bcea","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations"
"cd1048b1-5820-4a65-a9ce-2737adbc6dd5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations","June"
"5a6ea327-f078-4430-9913-2cdce9c25ea3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations","July"
"922f2250-dbf0-448f-846e-89038e6f9a46","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations","August"
"1e05b5a1-e7d1-49b1-b4da-cd8e70dedac9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations","September"
"9e11fced-b716-4fa6-a185-64959db66dd8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations","October"
"bd61fb06-96d3-4384-a073-9d8f083676a1","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations","November"
"82ccd9ee-5427-4235-acfb-1c41517a23cd","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations","December"
"c04855cc-7be1-4cd8-a802-adf9c5682465","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Employee Induction"
"ae0fa196-9974-4f99-b2f9-80ba1951a3aa","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Injury Form Report"
"3e9f0e90-92f7-4144-a813-a093144694b5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Accident Incident Investigation"
"9d92c630-2618-4507-837a-874aae7b0cc1","","folder-normal","no-status-not-started","","step","TRUE","FALSE","WHS Alert"
"da919fcd-508d-4797-a4e9-65acb459f663","","folder-normal","no-status-not-started","","step","TRUE","FALSE","SWMS"
"803dfe2b-63bb-4c1f-92b2-47f8ff854f45","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Confined Space Entry Permit"
"1a808c66-0eac-4ff3-bbcb-eb0d658def34","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Hazard Report"
"a6b61866-fb3c-4b08-b2a8-d2fef63e6493","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Hazardous Substance Register"
"4c06cb8b-dc53-4416-b90a-b46763f44d38","","folder-normal","no-status-not-started","","step","TRUE","FALSE","PPE Register"
"ec536a38-db3e-4aeb-8ba1-326f41f0dcd4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Plant Risk Assessment"
