"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fc407afe-e1aa-4b17-acaf-457592b840f3","","work-in-progress","","folder","TRUE","FALSE","Basement (B)"
"e6c5eb1b-1ca8-498e-90ea-99c158b82ae2","","not-started","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L63","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"8c95d512-0af3-4411-868c-1b4270e1bd32","","not-started","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L63","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"9d04f872-3513-4d7c-b7f8-da62c53fc8fd","","not-started","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L63","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"cf5c46b3-b0aa-4946-944e-e8509439d52a","","not-started","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L63","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"daf55687-d278-4a99-a467-074d79374084","","not-started","","folder","TRUE","FALSE","L64"
"985e47e3-73d7-446c-a62a-e46764b6eaab","","not-started","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L64","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"c4fe1773-ae36-4b50-8a62-2086bbc875e7","","not-started","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L64","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"340e7554-64c1-46a6-8f67-c0fcd3ae3dee","","not-started","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L64","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"60c89838-ea94-4e99-a23f-f0bb34a720b7","","not-started","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L64","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"aa434988-788e-4afb-bbc6-0925ed659f4a","","not-started","LM-FOR-40-ITR-302.1 Fire Pump Installation (V.171121)","checklist","FALSE","FALSE","L64","LM-FOR-40-ITR-302.1 Fire Pump Installation (V.171121)"
