"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ac1e80f6-7d2c-4ea3-bd5d-947529ddc55e","","fail","","folder","TRUE","FALSE","Building B"
"f897c01c-597d-447f-9e97-a494b80e1084","","fail","","folder","TRUE","FALSE","Building B","Basement 1"
"57d1f404-9633-467e-a0b7-0257eb56cf34","","pass","Reference Drawing","checklist","FALSE","FALSE","Building B","Basement 1","Reference Drawing"
"d2de7f6c-1599-4aed-8e50-be76aa98c95c","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Blue (Superceded)"
"b7c1fd55-958e-548f-95d3-51d1341ceb81","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Blue (Superceded)","Lunch room (B.029)"
"9dddc19a-d163-420b-8c03-ebdd6c4f395b","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","OFFICE - WORKSTATION (43 PERSON) (04.B.412)","Pre Ceiling Sign off"
"18afd26d-dea0-4379-919a-93c9a507162d","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 05","BREAKOUT SPACE (04.B.428)"
"f7e13fa6-c7cb-439e-b1e5-ec5d55f4818d","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","BREAKOUT SPACE (04.B.428)","Pre Sheet Sign off"
"0c64d519-fbe4-4ebb-95d6-5bcc8316421d","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","BREAKOUT SPACE (04.B.428)","Pre Ceiling Sign off"
"55cffef7-c8e1-4c8f-9065-708fe96277c2","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 05","STAFF LOUNGE WITH BEVERAGE BAY (04.B.455)"
"70ebc3f5-2041-46c0-911e-270680b5e168","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","STAFF LOUNGE WITH BEVERAGE BAY (04.B.455)","Pre Sheet Sign off"
"595ac2ee-7fe7-4fe3-a108-d64f4b550d1b","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","STAFF LOUNGE WITH BEVERAGE BAY (04.B.455)","Pre Ceiling Sign off"
"7413592e-3f1f-4105-98ce-2fb104da95e6","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 05","OFFICE - SINGLE PERSON (04.B.458)"
"4fe7b96d-5a52-426b-a3b8-0fa0f12b6951","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","OFFICE - SINGLE PERSON (04.B.458)","Pre Sheet Sign off"
"d2ca9b03-8bf3-4827-92b5-5d57808ce564","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","OFFICE - SINGLE PERSON (04.B.458)","Pre Ceiling Sign off"
"05ff394f-a385-49d4-9049-19c2306b77d9","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 05","OFFICE - SINGLE PERSON (04.B.459)"
"8a9e32e4-8c6a-47d9-bd40-244933fe9d8b","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","OFFICE - SINGLE PERSON (04.B.459)","Pre Sheet Sign off"
"3d64ec11-bbcf-46b1-9ec9-f2fec0a61398","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","OFFICE - SINGLE PERSON (04.B.459)","Pre Ceiling Sign off"
"ced1f004-9d21-4750-9892-f8f7c5776fd9","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 05","OFFICE - SINGLE PERSON (04.B.460)"
"ed24f2bb-84a9-4bf0-b249-ba000efcd628","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","OFFICE - SINGLE PERSON (04.B.460)","Pre Sheet Sign off"
"c6c4f26e-668d-433e-b50a-515b589b290f","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","OFFICE - SINGLE PERSON (04.B.460)","Pre Ceiling Sign off"
"a4c5edd0-244b-44ec-9efb-015c142e22cc","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 05","CIRCULATION (04.B.461)"
"7ff79f9e-934d-49cc-979c-625d0db5e6e6","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","CIRCULATION (04.B.461)","Pre Sheet Sign off"
"2f9d6e74-0a5d-4157-9708-2bcce04f8f2d","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","CIRCULATION (04.B.461)","Pre Ceiling Sign off"
"9c2b7037-f548-4c9c-b71a-0375b16a1025","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 05","TRAVEL (04.B.462)"
"cf461a6c-230a-406c-b613-52ad0a0d0e65","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","TRAVEL (04.B.462)","Pre Sheet Sign off"
"7aae1d65-68c6-47ec-be22-50d3d24ff7b6","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","TRAVEL (04.B.462)","Pre Ceiling Sign off"
"7741b12c-79e4-40fa-8d86-2cf7c70b6f8b","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 05","SERVER ROOM (04.B.463)"
"ef029d99-8885-4e7f-a225-b2ebe1aedf2c","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","SERVER ROOM (04.B.463)","Pre Sheet Sign off"
"0c564404-cedf-4057-9a6b-e4ac4fba77a6","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","SERVER ROOM (04.B.463)","Pre Ceiling Sign off"
"9ff3a617-4354-4c33-8d2e-ca2c67862422","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 05","STORE - GENERAL / WORKSTATION (04.B.464)"
"c881fb63-b6a1-45f7-a38e-6e9f546c1759","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","STORE - GENERAL / WORKSTATION (04.B.464)","Pre Sheet Sign off"
"b4b31084-781b-492e-bf87-25be6cc1dda2","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","STORE - GENERAL / WORKSTATION (04.B.464)","Pre Ceiling Sign off"
"779d116a-7d76-41f3-8f8d-b137a9818932","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 05","QUIET ROOM (04.B.465)"
"eb0392ea-a7b0-474a-b26b-501429d6d363","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","QUIET ROOM (04.B.465)","Pre Sheet Sign off"
"70c7c3d0-4f8b-46f5-a8c0-906ec9fd1c87","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","QUIET ROOM (04.B.465)","Pre Ceiling Sign off"
"055422f4-25bf-415b-8893-2c88dfd63bbd","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 05","CIRCULATION (04.B.466)"
"02f0f122-27cd-41a0-b366-fbb3addf2fa9","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","CIRCULATION (04.B.466)","Pre Sheet Sign off"
"115725eb-2208-49bf-b09e-05200795c67d","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","CIRCULATION (04.B.466)","Pre Ceiling Sign off"
"a842ba5a-51d7-452e-8636-8521c407e031","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 05","BREAKOUT SPACE (04.B.467)"
"d303eb18-2a6a-427d-a1fb-7af7d855abcb","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","BREAKOUT SPACE (04.B.467)","Pre Sheet Sign off"
"a4e42006-e8b3-4cca-bd91-b9aacb9ecf62","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","BREAKOUT SPACE (04.B.467)","Pre Ceiling Sign off"
"9c47097c-2fa0-4c57-86fd-00772021e1d6","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 05","BREAKOUT SPACE (04.B.468)"
"3609e3f8-a527-4525-a154-5ed856dd1a6b","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","BREAKOUT SPACE (04.B.468)","Pre Sheet Sign off"
"863a6a2e-b445-4726-9f46-72a095084293","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","BREAKOUT SPACE (04.B.468)","Pre Ceiling Sign off"
"ec8f6681-3aa1-4b8e-8e81-70ec27464b59","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 05","BREAKOUT SPACE (04.B.469)"
"7a6a1d57-ed06-406c-b08f-e8933872e1f1","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","BREAKOUT SPACE (04.B.469)","Pre Sheet Sign off"
"38f7556f-31f3-4f1e-9d1d-69f42a9aa471","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","BREAKOUT SPACE (04.B.469)","Pre Ceiling Sign off"
"a9a2eb0c-9dc8-47e5-ae15-ded654f95165","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 05","EDUCATION ROOM (04.B.470)"
"2e4b2dc8-e524-414e-97c8-0900feaaab95","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","EDUCATION ROOM (04.B.470)","Pre Sheet Sign off"
"bc7718bd-e002-4c90-8233-a6315a6f4111","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","EDUCATION ROOM (04.B.470)","Pre Ceiling Sign off"
"23b07f3a-5397-4b33-a4ec-602cd78d6fc6","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 05","TOILET - ACCESSIBLE (04.B.471)"
"eb5dd15c-cad2-47eb-96a5-f0a67982a955","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","TOILET - ACCESSIBLE (04.B.471)","Pre Sheet Sign off"
"ef268915-61a4-4263-b15b-91f84015af76","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","TOILET - ACCESSIBLE (04.B.471)","Pre Ceiling Sign off"
"9cd5ca2d-2c82-4d16-b7e9-c327fe4948ce","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 05","TOILET - STAFF (04.B.472)"
"f2a94a49-f374-4d70-a60c-48156d5f9e1d","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","TOILET - STAFF (04.B.472)","Pre Sheet Sign off"
"5836cd73-1d2c-4b8c-a65f-6e6c0f886ec3","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","TOILET - STAFF (04.B.472)","Pre Ceiling Sign off"
"286e909f-cdd8-4c25-a59a-3b33d32d127e","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 05","TOILET - STAFF (04.B.473)"
"4d6d01fc-d75b-4a3e-a474-60b3d198f2dd","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","TOILET - STAFF (04.B.473)","Pre Sheet Sign off"
"5c545da3-0c29-47b9-9af5-dee068188897","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","TOILET - STAFF (04.B.473)","Pre Ceiling Sign off"
"9b7b6fe8-7d41-40f9-be87-eca1ceff179c","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 05","AIRLOCK (04.B.474)"
"e72a2edd-b060-4a5d-9b04-7c9c8282ef60","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","AIRLOCK (04.B.474)","Pre Sheet Sign off"
"ff59915f-cb12-410a-8d70-40e2b6199470","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","AIRLOCK (04.B.474)","Pre Ceiling Sign off"
"d8d6f836-7479-4193-b68a-760f9acc594d","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 05","TOILET - STAFF, AMBULANT (04.B.475)"
"de2147ac-581f-4dde-af05-c4c7c43bc37e","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","TOILET - STAFF, AMBULANT (04.B.475)","Pre Sheet Sign off"
"d8dc887c-4bd7-46d2-9f36-395421e5fbc7","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","TOILET - STAFF, AMBULANT (04.B.475)","Pre Ceiling Sign off"
"18d5abe1-23f0-4f8f-b6b6-1cb8b0b9dba8","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 05","BREAST FEEDING ROOM (04.B.476)"
"954fe64b-a433-4c8a-a5f6-58e04007c564","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","BREAST FEEDING ROOM (04.B.476)","Pre Sheet Sign off"
"ecf03cb4-2229-40f8-b476-223ee90a5d42","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","BREAST FEEDING ROOM (04.B.476)","Pre Ceiling Sign off"
"736aa9fa-6447-4480-96fb-0ee29153a938","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 05","MEETING ROOM, MEDIUM (04.B.651)"
"9c51b1eb-5278-487d-b99b-867f86080883","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","MEETING ROOM, MEDIUM (04.B.651)","Pre Sheet Sign off"
"2a5028c4-44b9-4200-8683-f90f7c51b132","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 05","MEETING ROOM, MEDIUM (04.B.651)","Pre Ceiling Sign off"
"ed044f39-99d5-4f70-b5e3-68f3ef1bc00d","","fail","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06"
"eda67a49-c2ea-40c4-80a9-2a07efd27507","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","CIRCULATION (04.B.001)"
"323077da-6a17-4933-a677-b06fc63a1ec7","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","CIRCULATION (04.B.001)","Pre Sheet Sign off"
"879c9135-8fc6-4721-87a9-616d3cabb765","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","CIRCULATION (04.B.001)","Pre Ceiling Sign off"
"3143f57d-577a-4551-bd8f-47db1a7279ad","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","CIRCULATION (04.B.003)"
"f947d065-599f-42ed-be3d-0f7262cfd599","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","CIRCULATION (04.B.003)","Pre Sheet Sign off"
"4a624fe4-0b0d-43b2-a12c-6e51564f6ee4","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","CIRCULATION (04.B.003)","Pre Ceiling Sign off"
"fe4373c9-cdba-46d6-a6ab-f759df40525a","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","BAY - LINEN (04.B.004)"
"b87d4456-9b32-4d2e-886c-ab8e0899c1a4","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","BAY - LINEN (04.B.004)","Pre Sheet Sign off"
"017e56b9-8995-4780-b01a-53c25efa9ba2","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","BAY - LINEN (04.B.004)","Pre Ceiling Sign off"
"f76a4ed9-f17d-4274-a442-860ad69976b6","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","CIRCULATION (04.B.005)"
"7972527c-81c5-4379-80f8-68614d22a719","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","CIRCULATION (04.B.005)","Pre Sheet Sign off"
"ccfc6ec1-163b-4542-8e3a-c6ad97db1240","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","CIRCULATION (04.B.005)","Pre Ceiling Sign off"
"193542ee-6e1e-488b-a103-294b4331263f","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","CLEANER'S ROOM (04.B.006)"
"c7f8db10-74c7-44d6-97f5-bb85e05d4730","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","CLEANER'S ROOM (04.B.006)","Pre Sheet Sign off"
"2aa98044-08b7-4c44-8118-d12c3cd84a46","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","CLEANER'S ROOM (04.B.006)","Pre Ceiling Sign off"
"6b1a05cb-5d40-441a-b4de-c6bbe3c4fde3","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","ENSUITE - ACCESSIBLE (04.B.007)"
"eb0b8b70-96ea-4139-a699-c287f30fe026","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","ENSUITE - ACCESSIBLE (04.B.007)","Pre Sheet Sign off"
"3cd8293e-bfb9-42b4-b1b2-c36ada974979","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","ENSUITE - ACCESSIBLE (04.B.007)","Pre Ceiling Sign off"
"504b0f29-ecaf-419c-8f83-6eb20001cc63","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.008)"
"b5521849-6fe5-4523-806d-95817f2b8871","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.008)","Pre Sheet Sign off"
"7942af4f-9be4-42c8-a022-4ef2025276f8","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.008)","Pre Ceiling Sign off"
"b86bea5a-b3fd-4d62-9ebf-f758e1b15792","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.009)"
"749e5c7a-f52e-4e88-af07-c27a9ae91c16","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.009)","Pre Sheet Sign off"
"4d5513b2-f916-4b9d-966f-f91ffc6b844c","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.009)","Pre Ceiling Sign off"
"788de84a-7614-4e36-89f8-c5acd8444884","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.010)"
"304ff427-da67-41ef-99ec-d681ad975477","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.010)","Pre Sheet Sign off"
"13fc6d09-95d6-4973-8585-9cae63139151","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.010)","Pre Ceiling Sign off"
"e4a44600-9854-432f-b7a5-a87a144379d0","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.011)"
"10bc14f3-8566-48f3-8427-43973be4f519","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.011)","Pre Sheet Sign off"
"df5103f7-6002-4875-9951-2feb229fb3e4","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.011)","Pre Ceiling Sign off"
"c333a0aa-7175-4299-8583-d753fd06ca40","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.012)"
"f88be299-83cf-4d23-8f74-a6a89ced6d3c","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.012)","Pre Sheet Sign off"
"79d1fe13-aefb-46ff-82c5-1c52387edc12","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.012)","Pre Ceiling Sign off"
"918704bf-d03f-4b03-8e5b-1fc8b492c530","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.013)"
"dcae8190-8b21-40da-8ade-394da42b40b3","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.013)","Pre Sheet Sign off"
"454a4246-351c-40d7-ae5f-0ea8c140b533","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.013)","Pre Ceiling Sign off"
"0cca0d7d-d0d8-4a2e-8cf4-b363431c7ad4","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.014)"
"a2425b45-fd3f-48b0-acd1-b30ac66548d6","","work-in-progress","492ed7f2d58287d077c29a40e9b1d52b262d0783c1b0e9bddafa82f331ecb5d0","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.014)","Pre Sheet Sign off"
"c2781251-144d-4d6c-bd99-3fbd674c8b04","","work-in-progress","e41d5740acd4eb2518ed078604f4af4de3c72f48096290a50bed4f2ea22ce9dd","checklist","FALSE","FALSE","Building B","Level 4","ZONE 06","OVERNIGHT STAY - ENSUITE (04.B.014)","Pre Ceiling Sign off"
"b0e14ffa-8593-41ed-9878-960cc14c6d9b","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 4","ZONE 06","1 BED ROOM (ON CALL ROOM) (04.B.015)"
