"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c4bcc5eb-6f48-43b2-a775-2e16a0b251fa","","fail","","folder","TRUE","FALSE","Building A"
"d1d08869-42cd-451a-8cb4-e455493875ae","","work-in-progress","","folder","TRUE","FALSE","Building A","Basement 1"
"7e8f85a8-8301-4e2a-81c8-463fa3968dee","","pass","Reference Drawing","checklist","FALSE","FALSE","Building A","Basement 1","Reference Drawing"
"86b673b6-f71b-412b-8c60-bea208520996","","work-in-progress","","folder","TRUE","FALSE","Building A","Basement 1","Zone 1"
"6a4a3a7e-767e-42d2-a7bd-37318929fe99","","work-in-progress","","folder","TRUE","FALSE","Building A","Basement 1","Zone 1","Waste (A.184)"
"eec080e1-a9a4-4375-9610-77118a3d8fbb","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Bay - Property, Student (02.A.086)","Pre Ceiling Sign off"
"134f548a-b19f-508b-a2a1-54fc0dba14b8","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Bay - Property, Student (02.A.087)"
"a60c3279-4dfb-4652-abb1-c0a3a97f40c4","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","Bay - Property, Student (02.A.087)","Pre Sheet Sign off"
"a8931fc2-2fe2-4619-8158-2fc498191110","","not-started","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Bay - Property, Student (02.A.087)","Pre Ceiling Sign off"
"514f9bed-c188-59d7-8786-3705976e252e","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Bay - Vending Machine (02.A.088)"
"8ef607f0-2872-4a43-9410-7b18bfe12940","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","Bay - Vending Machine (02.A.088)","Pre Sheet Sign off"
"10f2bbd5-de58-4769-9f7b-df08f93613a1","","not-started","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Bay - Vending Machine (02.A.088)","Pre Ceiling Sign off"
"b42b9399-ce02-53c8-9a24-0b584524cc1c","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Student Lounge With Kitchenette (02.A.089)"
"da6cef0b-bcfb-485b-916a-071e75287268","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","Student Lounge With Kitchenette (02.A.089)","Pre Sheet Sign off"
"a35479f1-b702-487d-bca5-5884fcc81eb1","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Student Lounge With Kitchenette (02.A.089)","Pre Ceiling Sign off"
"f23ace1c-1f71-5f8a-8519-78718f3fcc90","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","STORE - Photocopy / Stationery (02.A.090)"
"a5d20177-c94e-4062-b6a7-d133e2873760","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","STORE - Photocopy / Stationery (02.A.090)","Pre Sheet Sign off"
"a50a0c99-f0a7-42a4-a844-7d0080d6f614","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","STORE - Photocopy / Stationery (02.A.090)","Pre Ceiling Sign off"
"3e7452ec-325e-5552-8c76-b0e2cf5cf130","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","General Open Library Space (02.A.091)"
"5cc26d46-0d09-482e-8b7c-4f4bd9c1c431","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","General Open Library Space (02.A.091)","Pre Sheet Sign off"
"994623b7-a2db-43fb-ac9e-1a059b098708","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","General Open Library Space (02.A.091)","Pre Ceiling Sign off"
"393c976e-6f33-5f9f-99b3-cae2d0006f5c","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.092)"
"485b16c2-449c-4b1c-a678-0b48fad4967b","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.092)","Pre Sheet Sign off"
"45d59436-4f50-44c2-994f-65fe3411ae79","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.092)","Pre Ceiling Sign off"
"b964fe33-3753-51a5-ab26-7f94f0c2c0fd","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","General Open Library Space (02.A.093)"
"fcb56c2c-b8e2-46cd-a808-ea19d86b5bec","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","General Open Library Space (02.A.093)","Pre Sheet Sign off"
"b410904c-9f1c-4e64-ac57-dd7b349bea89","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","General Open Library Space (02.A.093)","Pre Ceiling Sign off"
"63a51af5-220f-5c4a-a3c4-986ab226d319","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Library Resource Space (02.A.094)"
"d028439d-e45e-4216-bce6-789eb38f2763","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","Library Resource Space (02.A.094)","Pre Sheet Sign off"
"63c70318-3ab4-4c37-a7a7-c6684faca87f","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Library Resource Space (02.A.094)","Pre Ceiling Sign off"
"aa3a7dd1-9cc0-5825-be95-555962647e65","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Circulation (02.A.095)"
"8d747eee-c516-52cd-9fa2-fb41551f979d","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Circulation (02.A.095)","Pre Sheet Sign off"
"7b3c6003-9a7e-4cc8-9b46-ff8cbfeed6ac","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Circulation (02.A.095)","Pre Ceiling Sign off"
"10cfaad5-aa2c-5872-b055-6a1693dfe8c6","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Individual Research Space (02.A.096)"
"75d0d39c-761d-5247-b025-207b8d0204e5","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Individual Research Space (02.A.096)","Pre Sheet Sign off"
"44eaf672-7302-4aa7-81ef-6869da97a1cb","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Individual Research Space (02.A.096)","Pre Ceiling Sign off"
"8180557e-1c26-5202-9659-d3dbe27b9f81","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Collaboration Booths, 6 Person (02.A.097)"
"f1ec608a-bc49-43b0-9884-ade0913f6d2b","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","Collaboration Booths, 6 Person (02.A.097)","Pre Sheet Sign off"
"564b7ddf-15a7-472d-bb0c-4f814d36d466","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Collaboration Booths, 6 Person (02.A.097)","Pre Ceiling Sign off"
"24ba83dd-b5df-59b7-9ebb-9e83eae092a1","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Administration Support (02.A.098)"
"bacf9f48-b840-516e-a0c9-07019a40457b","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Administration Support (02.A.098)","Pre Sheet Sign off"
"be5049b8-0801-4e64-92dc-10ee1b05bf86","","not-started","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Administration Support (02.A.098)","Pre Ceiling Sign off"
"15ed5be6-90cb-5e64-8a6e-864b2e0218c1","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Toilet - Accessible w/Baby Change (02.A.099)"
"dd27bd21-f1e0-5351-9a21-5117a2e41e7c","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Toilet - Accessible w/Baby Change (02.A.099)","Pre Sheet Sign off"
"6e4b25e7-00f5-48f5-a2fd-8523b946f482","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Toilet - Accessible w/Baby Change (02.A.099)","Pre Ceiling Sign off"
"04300b6d-17ec-587a-ab28-75feab18346b","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Collaboration Booths, 6 Person (02.A.100)"
"fa04265c-4010-4fa8-80e7-05ff1e1c4393","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","Collaboration Booths, 6 Person (02.A.100)","Pre Sheet Sign off"
"1b6e5f2d-3c18-4517-8cfc-1658b44ca319","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Collaboration Booths, 6 Person (02.A.100)","Pre Ceiling Sign off"
"26e77d82-a15b-5c7e-82f9-eae2d0de071f","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Collaboration Booths, 6 Person (02.A.101)"
"2c54c432-23ff-4ad5-ad17-fc19af158950","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","Collaboration Booths, 6 Person (02.A.101)","Pre Sheet Sign off"
"26f16740-529a-4965-a9ee-1d4e91511704","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Collaboration Booths, 6 Person (02.A.101)","Pre Ceiling Sign off"
"284e9fdc-2fdc-5fdd-8c67-d73e3d29c5f9","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Virtual Reality Room (02.A.102)"
"81284ee2-0f66-4bc8-a8c4-9b52270e451f","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","Virtual Reality Room (02.A.102)","Pre Sheet Sign off"
"7d03a535-23bb-445c-bf9c-324358c03196","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Virtual Reality Room (02.A.102)","Pre Ceiling Sign off"
"6b89c72e-6e50-5143-a979-b41202e32504","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Virtual Reality Room (02.A.103)"
"ddafee53-a1bf-45b3-a390-5879f6784d48","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","Virtual Reality Room (02.A.103)","Pre Sheet Sign off"
"608536ca-faf1-4292-a22a-88f5f0fce77e","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Virtual Reality Room (02.A.103)","Pre Ceiling Sign off"
"a3ebe96e-da87-5cde-b228-771b3f4a9698","","fail","","folder","TRUE","FALSE","Building A","Level 2","Area F","Travel (02.A.104)"
"5ea5ab38-ec0f-54d6-9501-f69d920a9573","","fail","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Travel (02.A.104)","Pre Sheet Sign off"
"119b2420-8c90-4047-bab7-c00feb85aff3","","not-started","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Travel (02.A.104)","Pre Ceiling Sign off"
"2e8a16b2-87aa-5d9e-9236-6b9932d2294e","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Waiting (02.A.105)"
"053c0fda-d718-4d7c-9818-cea6fa4e8028","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","Waiting (02.A.105)","Pre Sheet Sign off"
"93e57091-45d4-40f8-89a1-c9a8a8ee903f","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Waiting (02.A.105)","Pre Ceiling Sign off"
"dead93d6-f7c7-5162-aac9-e72789c05471","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Toilet - STAFF, Ambulant (02.A.107)"
"edb1ec2f-6790-5247-aab3-eda7d14af57e","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Toilet - STAFF, Ambulant (02.A.107)","Pre Sheet Sign off"
"0475e419-c3af-4951-a36d-f0a9726a09bd","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Toilet - STAFF, Ambulant (02.A.107)","Pre Ceiling Sign off"
"54533beb-e3b0-5ca2-8637-bc3b8fd1d262","","fail","","folder","TRUE","FALSE","Building A","Level 2","Area F","STORE - Photocopy / Stationery (02.A.108)"
"ca7a1a16-c3c2-416d-a4cf-0dc3698f437d","","fail","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","STORE - Photocopy / Stationery (02.A.108)","Pre Sheet Sign off"
"2147f821-0e1e-4db5-8f5b-4be61fbb5d37","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","STORE - Photocopy / Stationery (02.A.108)","Pre Ceiling Sign off"
"2b1f92df-37f3-5a65-8edd-b7ce690a17bf","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Circulation (02.A.109)"
"40b17a0c-5473-537c-9350-b0bed84938e7","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Circulation (02.A.109)","Pre Sheet Sign off"
"ea5fcf7f-5a05-455a-8276-55e4b4afe57d","","not-started","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Circulation (02.A.109)","Pre Ceiling Sign off"
"2e807da8-c344-518a-b25d-d70e33c45f11","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Breakout Space (02.A.110)"
"c13262d9-4ba9-51ba-ac9a-4c51e7930a2a","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Breakout Space (02.A.110)","Pre Sheet Sign off"
"b1e3446f-e6c2-4c91-b778-b0f783f304a6","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Breakout Space (02.A.110)","Pre Ceiling Sign off"
"178e069a-50e4-5887-9833-0a1e099f3706","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Office - Workstation (6 Person) (02.A.111)"
"0b183db8-4b09-5e93-8088-190c70654201","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - Workstation (6 Person) (02.A.111)","Pre Sheet Sign off"
"715ea1bf-4b23-4903-9d7b-15fc5db5f8cb","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - Workstation (6 Person) (02.A.111)","Pre Ceiling Sign off"
"de51dfac-e932-5c8a-be0b-15655464620a","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Reception / Clerical (02.A.111)"
"3f31194b-9d13-481e-adbd-22eb68dde44f","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","Reception / Clerical (02.A.111)","Pre Sheet Sign off"
"4add8e78-bd16-40ec-95f4-1f1ee388a7ab","","not-started","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Reception / Clerical (02.A.111)","Pre Ceiling Sign off"
"de662d86-4e2a-56b3-ae67-9f2c885b2aba","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Office - Workstation (4 Person) (02.A.112)"
"55ad5d56-5648-5b74-9310-6e2e12fb16a7","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - Workstation (4 Person) (02.A.112)","Pre Sheet Sign off"
"79b39baa-249a-40a4-9372-a2c357e70a48","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - Workstation (4 Person) (02.A.112)","Pre Ceiling Sign off"
"6f584064-1c63-5bcc-aa9e-6edd06389e7c","","fail","","folder","TRUE","FALSE","Building A","Level 2","Area F","Ensuite - Clinical Training Laboratory (02.A.113)"
"24ca35d0-f945-5eb8-9431-2bbba1f8666f","","fail","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Ensuite - Clinical Training Laboratory (02.A.113)","Pre Sheet Sign off"
"23c5c7f1-ade5-44c4-a0d7-323307f0f9f6","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Ensuite - Clinical Training Laboratory (02.A.113)","Pre Ceiling Sign off"
"23bc4623-d60e-5afe-953c-5fdb5a8cf68a","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Breakout Space (02.A.115)"
"fcd7b6c2-0667-573f-84c5-b47de015745a","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Breakout Space (02.A.115)","Pre Sheet Sign off"
"4e6e507f-7ad8-4d1d-b495-69519a57f97a","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Breakout Space (02.A.115)","Pre Ceiling Sign off"
"0c2ee15a-30bb-5f7d-8a85-a2963487bea6","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.122)"
"3fdd2efb-b1fc-5d23-a71a-7540e069f32f","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.122)","Pre Sheet Sign off"
"6a1e8cda-dc54-4507-996a-150cf26198c7","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.122)","Pre Ceiling Sign off"
"b2500b5a-1933-584f-ba04-668a76927fec","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","STAFF Room (02.A.123)"
"4fdaa663-4511-4255-927e-6bacfa794740","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","STAFF Room (02.A.123)","Pre Sheet Sign off"
"bb16e991-593f-4c25-a95e-1a01fe43b805","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","STAFF Room (02.A.123)","Pre Ceiling Sign off"
"e3205907-283d-524c-bf34-11775984f11e","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Bay - Beverage, Open Plan (02.A.124)"
"7b0567db-0291-4b1b-8f81-16bcf0ff2fbf","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","Bay - Beverage, Open Plan (02.A.124)","Pre Sheet Sign off"
"ee241175-5cbf-4cdc-b079-f2991f8a122b","","not-started","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Bay - Beverage, Open Plan (02.A.124)","Pre Ceiling Sign off"
"a03a959a-456b-5cf0-a757-01084574fe62","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.126)"
"db7f9d43-1d5d-5d57-9dee-150579cc7834","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.126)","Pre Sheet Sign off"
"086117b1-35ba-4e7e-95d5-0a843e0accbd","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Office - Single Person (02.A.126)","Pre Ceiling Sign off"
"abafa039-9e3b-5617-994a-453a6593bceb","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","STORE - Secure (02.A.127)"
"1ff1eac5-e242-4322-8ee8-51e0216fc490","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","STORE - Secure (02.A.127)","Pre Sheet Sign off"
"ba4de780-9696-448d-9c14-fcfe99bc6c86","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","STORE - Secure (02.A.127)","Pre Ceiling Sign off"
"4d424cad-8ba6-5e76-b47b-bf1cd2d78a1e","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Travel (02.A.128)"
"1bc71b6f-e00e-5cf6-8c5e-78b21a9c5b67","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Travel (02.A.128)","Pre Sheet Sign off"
"42534cab-9fb7-431b-9f71-c47d22d4f53a","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Travel (02.A.128)","Pre Ceiling Sign off"
"0b77c803-887a-5fb8-bde5-11419711561c","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Meeting Room - Large (02.A.129)"
"f6e82158-c194-4a70-883b-1a443fe0cb73","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","Meeting Room - Large (02.A.129)","Pre Sheet Sign off"
"9d4b0f06-6503-4bf2-abf0-e1c716059ed9","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Meeting Room - Large (02.A.129)","Pre Ceiling Sign off"
"e678c3e0-05e0-5129-8452-6568be406219","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Bay - Property, STAFF (02.A.130)"
"4d7eff13-ce47-56bd-a7d6-c9ffafc929d2","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Bay - Property, STAFF (02.A.130)","Pre Sheet Sign off"
"e9fdd467-4e46-4152-93fc-7d4a6c0c3fd0","","not-started","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Bay - Property, STAFF (02.A.130)","Pre Ceiling Sign off"
"75cf54f3-1ab6-5d6e-bd63-7ce775387663","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Circulation (02.A.135)"
"ff16b790-aa43-5381-9721-a6675ec4e9de","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Circulation (02.A.135)","Pre Sheet Sign off"
"f3e030fb-5a92-4cf3-b00a-61623d821138","","not-started","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Circulation (02.A.135)","Pre Ceiling Sign off"
"17726d20-be0d-51e4-9639-4399ce858d64","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Circulation (02.A.136)"
"e126b00c-d9b7-5813-b04a-98439846de84","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Circulation (02.A.136)","Pre Sheet Sign off"
"97e61ab1-f498-453b-bd15-29fec027f1f5","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Circulation (02.A.136)","Pre Ceiling Sign off"
"a1e50804-7899-5b89-bc03-850ba15db64f","","fail","","folder","TRUE","FALSE","Building A","Level 2","Area F","STAFF STORAGE (02.A.208)"
"85a2d7bd-7e1a-4c82-a509-e095cce415b1","","fail","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 2","Area F","STAFF STORAGE (02.A.208)","Pre Sheet Sign off"
"d6572053-7485-4cb9-8f75-297553b7590f","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","STAFF STORAGE (02.A.208)","Pre Ceiling Sign off"
"0761c864-795f-513f-912f-344dc0bd36d6","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Bay - Handwashing, Type B (02.A.209)"
"7a6896f7-5d53-55c0-a4cc-b0aa9534b532","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Bay - Handwashing, Type B (02.A.209)","Pre Sheet Sign off"
"ae7990c2-f8b2-4bc1-9356-533f0ac260d9","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Bay - Handwashing, Type B (02.A.209)","Pre Ceiling Sign off"
"dc485315-92fe-5a1f-9e56-a311a0ad44d6","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Bay - Handwashing, Type B (02.A.210)"
"50507b89-8b4e-5826-829a-7164cef15ed7","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Bay - Handwashing, Type B (02.A.210)","Pre Sheet Sign off"
"0d19a2ea-6acb-44c1-889a-fce6518ded7d","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Bay - Handwashing, Type B (02.A.210)","Pre Ceiling Sign off"
"540e5901-c48b-5e44-b919-a2bbf3f5f2ef","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","STORE - Lobby (02.A.235)"
"e3cd5a64-9b55-5ce2-ad5c-61ccfda3bec5","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","STORE - Lobby (02.A.235)","Pre Sheet Sign off"
"fa44c5a8-4413-45bd-91b2-a7c893c8944b","","not-started","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","STORE - Lobby (02.A.235)","Pre Ceiling Sign off"
"fbeac1dc-55d8-5ab4-936e-01ac351a1d00","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Cleaner's Room (02.A.236)"
"933101cc-681d-5c32-85e2-d235c9759bee","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 2","Area F","Cleaner's Room (02.A.236)","Pre Sheet Sign off"
"aa80ee8d-1499-4c0a-a72c-d2c856069998","","not-started","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 2","Area F","Cleaner's Room (02.A.236)","Pre Ceiling Sign off"
"e413a1a6-45ce-5242-b239-64af2dc80b7d","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 2","Area F","Toilet - STAFF (02.A.237)"
