"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7280c873-51b1-477b-9141-4ba1d939f0b8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Lightbox Stage 1"
"e152a84d-243f-4984-afb1-69dabe1bb762","","folder-normal","work-in-progress","","step","TRUE","FALSE","Lightbox Stage 1","Carport - Outside Grid A"
"b3cf88dc-c891-4b04-b559-ffd2db8cc777","","folder-normal","pass","","step","TRUE","FALSE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A"
"6c9f3fd1-01e6-4f91-bd3b-176c5300d704","","checklist-flat","pass","21bcae137638761056170d7fed6d50b13c9e14674efdef9fa4233f07a1fc7f48","checklist-flat","FALSE","FALSE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A","Vertical Blockwall - Left Side"
"94e40ec2-c264-5bbe-a781-972551173591","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A","Vertical Blockwall - Left Side","Substrate is clean, dry and ready"
"4b44270e-13dc-5ab7-be45-59e6429545bc","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A","Vertical Blockwall - Left Side","3 Coats of Sika blackseal elastic is applied on concrete retained blockwall"
"2039d569-4f00-5196-a036-f8c6973724d4","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A","Vertical Blockwall - Left Side","Protection board is installed correctly"
"263df0d0-b94e-52a9-b136-a30dc6448b0e","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A","Vertical Blockwall - Left Side","Area left clean and tidy"
"7515546f-e85d-4c5b-8d9c-8e306301a188","","folder-normal","not-started","","step","TRUE","FALSE","Lightbox Stage 1","Carport - Outside Grid A","Gridline 3, Outside Grid A"
"c8ea2e05-a8e9-44d2-81d6-c80421004ed3","","checklist-sectioned","not-started","QA - Nuraply 3PT and 3PTM Installation Checklist","checklist","FALSE","FALSE","Lightbox Stage 1","Carport - Outside Grid A","Gridline 3, Outside Grid A","Underfootings"
"81a357ac-7f1e-5d7e-9691-e9a68ca49a5b","","checkpoint-group","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Outside Grid A","Gridline 3, Outside Grid A","Underfootings","Location of Work"
"5f30c65e-6079-59d8-bc07-1f73a0f15e5b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 4-5","Underslab / Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Membrane protection boards installed correctly."
"edd0afe2-3722-50db-8e46-8088143f186b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 4-5","Underslab / Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Membrane fully adhered to substrate with no bridging, bubbling, or delaminating."
"e47d2dea-da74-5702-8c49-50d3ef08f05e","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 4-5","Underslab / Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Overall installation free of wrinkles, bubbles, creases and splits."
"81a47755-a7af-4ba0-b070-6380f4b8fb03","","checklist-flat","pass","QA - Termination Bar Checklist","checklist-flat","FALSE","FALSE","Lightbox Stage 1","Block B","Gridline 4-5","Footing"
"a45c26ef-6d5d-54cd-8899-65f8a12866d1","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 4-5","Footing","3PTM membrane is layed 50mm below concrete slab"
"4483a89a-fc4a-5702-b556-c20982155a52","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 4-5","Footing","Termination bar with Bituminous sealant is installed for membrane termination"
"725cf49d-bba8-41d2-ad78-3b4187237cc4","","folder-normal","pass","","step","TRUE","FALSE","Lightbox Stage 1","Block B","Grid 2-3, Grid J-Q"
"8dbabb12-642f-4b63-9bce-45808e9fa2cd","","checklist-flat","pass","UNDERFOOTING - 3PT and 3PTM installed","checklist-flat","FALSE","FALSE","Lightbox Stage 1","Block B","Grid 2-3, Grid J-Q","Underfooting"
"208b6388-e551-528d-a5ff-9773ef5f09cf","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block B","Grid 2-3, Grid J-Q","Underfooting","All corners and upstands incorporate reinforcing"
"43c766ae-5fbe-52d1-bb95-09dd428d76ec","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block B","Grid 2-3, Grid J-Q","Underfooting","Underslab membrane extends beyond footing and protected until vertical membrane is installed."
"9189fb72-7f38-5efe-a19b-32ed767da49f","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block B","Grid 2-3, Grid J-Q","Underfooting","Side laps 100mm and end laps 150mm Fully torch and seamed."
"e73753b8-6c31-5ee1-9936-81d8b03a90b1","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block B","Grid 2-3, Grid J-Q","Underfooting","Junction of footings installed to specification fully bonded and watertight."
"a3cfe120-0e36-459d-815e-1b5188f07ad5","","checklist-flat","pass","RETAINED BLOCKWALL","checklist-flat","FALSE","FALSE","Lightbox Stage 1","Block B","Grid 2-3, Grid J-Q","Retained Blockwall"
"d7ad913c-6f8d-5974-aa4a-3ab39a25e880","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block B","Grid 2-3, Grid J-Q","Retained Blockwall","Underslab membrane extends beyond footing and protected until vertical membrane installed."
"0903e5a6-5643-5ffb-9df5-48867b9f6dce","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block B","Grid 2-3, Grid J-Q","Retained Blockwall","Side laps 100mm and end laps 150mm Fully torch and seamed."
"8b32362f-f69b-57a2-a81c-1fb914e8c39f","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block B","Grid 2-3, Grid J-Q","Retained Blockwall","Junction of the floor and wall membranes installed to specification fully bonded and watertight"
"897d1b9c-aa4e-5f13-8eda-1e4728550ec8","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block B","Grid 2-3, Grid J-Q","Retained Blockwall","Membrane protection boards installed correctly"
"88ae4c5f-fecf-574e-afc5-7f26e18e0d18","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block B","Grid 2-3, Grid J-Q","Retained Blockwall","Membrane fully adhered to substrate with no bridging/bubbling"
"cb43751d-b451-5455-9372-64935007b25b","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block B","Grid 2-3, Grid J-Q","Retained Blockwall","Overall installation free of wrinkles, creases and split."
"b1f129a9-ef5c-4188-924e-71ffa7f5a12f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Lightbox Stage 1","Carport - Grid Q-R"
"4534dfaa-a312-4ded-830c-ec532105051a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R"
"13f5fc6e-b9ec-4fce-ad76-673d1543fc29","","checklist-sectioned","work-in-progress","QA - Nuraply 3PT and 3PTM Installation Checklist","checklist","FALSE","FALSE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting"
"027e5282-effb-5ceb-a42d-b0187ba66979","","checkpoint-group","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","Location of Work"
"37e6b82d-c7c8-5c00-a666-ff58a76f4798","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","Location of Work","Area where product is being installed"
"c0fd4549-44fc-57d5-b3cf-a140836d63a6","","checkpoint-group","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist"
"5ae6ca08-e39d-59b2-adba-73adbc02ba6d","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist received from Main Contractor"
"41708f01-83ea-50ff-958a-a5c0c85860a8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Concrete cured with curing membranes removed. Concrete substrate contains less
than 5% moisture content"
"7a016230-a503-504d-8760-7606ab2828e7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Cavities and cracks filled with repair mortar, flushed off and cured."
"5fdf7a54-bc3c-5c4f-9864-340e309fefc7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Nuraswell installed to construction joints as per specification - located 50mm from rebar."
"67b8e0a3-c5a4-57db-8df7-ef66c0f9641e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Concrete surface firm with any soft concrete or laitance removed."
"e6b12474-e448-51d8-ad19-5b8f53786911","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","All protrusions removed. Surface free from foreign matter"
"807a1d43-ca52-5078-b2dc-fa44b0871e46","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Mortar or bitumen fillets to all upstands and smooth 5mm radius
to all external edges"
"2a93df45-1a24-5150-96a3-83bfd81f98c2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","If terminating into a chase, pre-form the chase and ensure it’s
straight and 20mm deep."
"fc3c4435-cc98-5858-b95a-f61c94d4729c","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Substrate clean, firm and suitable condition for laying the Nuralite system."
"1228b965-eeb9-5d85-8c2c-5a5078ea977f","","checkpoint-group","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","3PT and 3PTM Installed Product Checklist on Concrete Substrate"
"0f6810a0-905e-539f-9ab2-f2c64d5e49f1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Concrete Substrate checklist completed before work commenced."
"4aaa2e33-0748-5786-a544-1d7161802563","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Any movement joints installed to approved specification/detail."
"3438202f-1c18-579c-828a-e8dae083b554","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Mortar/concrete fillets fitted to all internal junctions and corners chamfered at a 45°."
"097feef3-14bb-5896-bcbc-caece0c81f2f","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","3PT and 3PTM Installed Product Checklist on Concrete Substrate","All corners and upstands incorporate reinforcing or under flashing"
"20796799-afdf-5257-961e-aa8d394756d2","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Under-slab membrane extends beyond footing and protected until vertical membrane
installed."
"3f00ea44-8cd7-5712-b008-4540c57cbead","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Side laps 100mm and end laps 150mm fully torched and seamed. Bleed visible on all joints."
"2b0833c3-5804-5dbc-b98d-b7f76b6f574b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","3PT and 3PTM Installed Product Checklist on Concrete Substrate","All penetrations installed to specification including under/over flashings."
"90d1abc1-13da-573d-bcf7-ab9e2d6e644d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Junction of the floor and wall membranes installed to specification fully bonded and
watertight."
"792af230-78ef-5ccc-a643-28e62f98f88e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","3PT and 3PTM Installed Product Checklist on Concrete Substrate","All non-standard details installed as per pre-approved specification (attach approved
drawings)."
"497de352-f662-55fe-9eb0-4846158c27cb","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Any mechanical damage to membrane repaired to specification."
"c4c803c5-541d-56a1-8e88-d50fbb2d90de","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Membrane termination completed to approved detail."
"b9f92175-ecb1-5487-b19b-14a236f17dda","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Suitable drainage system installed below footing as per specification."
"8de8c822-a8a6-59f7-9c5b-67b5657cc92a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Membrane protection boards installed correctly."
"51032860-6a9e-5beb-8020-4da2d701bb24","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Membrane fully adhered to substrate with no bridging, bubbling, or delaminating."
"a198a532-b244-548d-83d7-0e2255e36f0d","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Underfooting","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Overall installation free of wrinkles, bubbles, creases and splits."
"5d6c4181-9921-4567-b690-9fad006bee7e","","checklist-sectioned","not-started","QA - Nuraply 3PT and 3PTM Installation Checklist","checklist","FALSE","FALSE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall"
"ada738a5-60be-5b3e-ab73-602793e106a2","","checkpoint-group","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","Location of Work"
"986e4157-fc36-53cd-9b22-06338a1d4292","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","Location of Work","Area where product is being installed"
"7178a4bc-a2ba-5de2-a56f-61363a11bc0b","","checkpoint-group","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist"
"80d3a403-8c94-58f5-b5a0-f5220631b0c2","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist received from Main Contractor"
"aa52579b-453e-5474-9b8c-ba442f99dde0","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Concrete cured with curing membranes removed. Concrete substrate contains less
than 5% moisture content"
"6a3ad88e-c384-540b-932e-73a18e829fca","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Cavities and cracks filled with repair mortar, flushed off and cured."
"f666da56-3753-57fe-b148-fc1dc0df3f73","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Nuraswell installed to construction joints as per specification - located 50mm from rebar."
"13c11d25-5013-5c12-ba85-03714ed8f536","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Concrete surface firm with any soft concrete or laitance removed."
"a63eda17-30cf-5813-b269-09d32fe428b9","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","All protrusions removed. Surface free from foreign matter"
"9319a0c0-5e93-5b68-8d34-0c467217b46e","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Mortar or bitumen fillets to all upstands and smooth 5mm radius
to all external edges"
"68c6be46-35c2-5428-95fa-fc17463cbe7d","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","If terminating into a chase, pre-form the chase and ensure it’s
straight and 20mm deep."
"f7093c88-af9e-5503-ad5a-c930651a0c2e","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Substrate clean, firm and suitable condition for laying the Nuralite system."
"62fdda28-50ff-55fa-bebc-1e526a39bfe9","","checkpoint-group","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate"
"77e37228-ecce-5caa-bb3d-29baf4e94712","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Concrete Substrate checklist completed before work commenced."
"17bb5412-8cd4-5025-a92b-60e6dd9dea0b","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Any movement joints installed to approved specification/detail."
"3d30d5b0-a07c-52a8-9a48-5b89b825eecc","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Mortar/concrete fillets fitted to all internal junctions and corners chamfered at a 45°."
"63285669-5e1d-5703-a8ca-c28778fc4da6","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","All corners and upstands incorporate reinforcing or under flashing"
"bc2b37ff-ac72-51c1-9187-9fd768e2a312","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Under-slab membrane extends beyond footing and protected until vertical membrane
installed."
"519bc72b-8e15-5e64-8a34-925b471df053","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Side laps 100mm and end laps 150mm fully torched and seamed. Bleed visible on all joints."
"f4a7dc35-7cf6-5bb4-8613-98681943985e","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","All penetrations installed to specification including under/over flashings."
"28512402-9320-5e11-8875-bcd1d82607ae","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Junction of the floor and wall membranes installed to specification fully bonded and
watertight."
"cbaf787f-216e-5465-8641-05931a6a1a96","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","All non-standard details installed as per pre-approved specification (attach approved
drawings)."
"e7d238ff-71e6-5aed-9e33-69b290826ba6","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Any mechanical damage to membrane repaired to specification."
"39949499-9b5c-5005-af9f-45bbc2551bef","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Membrane termination completed to approved detail."
"35e85baf-8dd3-5ef8-a592-6e0859ad7a0a","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Suitable drainage system installed below footing as per specification."
"59a4e366-10d6-5656-a1d6-975a652c7061","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Membrane protection boards installed correctly."
"c8850d33-fded-504d-ba33-3c2238fb3720","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Membrane fully adhered to substrate with no bridging, bubbling, or delaminating."
"2bfb07e8-2569-5949-abbf-38c02a223201","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Grid Q-R","Gridline 3, Q-R","Carport - Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Overall installation free of wrinkles, bubbles, creases and splits."
"29205ad8-3033-4279-a051-95c79efa30a8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Lightbox Stage 1","Block C"
"28994582-d713-4218-8ac8-b0fb451228bd","","folder-normal","pass","","step","TRUE","FALSE","Lightbox Stage 1","Block C","Gridline 3, R-Y"
"de05016f-3e79-4221-84d1-a0d358eeae70","","checklist-sectioned","pass","QA - Nuraply 3PT and 3PTM Installation Checklist","checklist","FALSE","FALSE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings"
"788f4686-6da6-527a-adac-45fc51b5564c","","checkpoint-group","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","Location of Work"
"a54f6acd-c1b5-5f7e-b30b-4d64bfd22bff","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","Location of Work","Area where product is being installed"
"ba863e8b-1805-5680-892d-3cea0bf7fb91","","checkpoint-group","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist"
"b67e7bd3-5e20-565f-945a-7c817fe50b86","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist received from Main Contractor"
"f28df40b-7ee5-5ca7-981d-f84a44dfce37","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Concrete cured with curing membranes removed. Concrete substrate contains less
than 5% moisture content"
"e3f1d950-b203-5d3d-a4b8-544e68ee23ac","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Cavities and cracks filled with repair mortar, flushed off and cured."
"b75ae5a3-39e7-58f4-8c4a-ee0060a61d6c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Nuraswell installed to construction joints as per specification - located 50mm from rebar."
"3760e3fc-cb1a-5c23-9d10-8d8c7946d5b9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Concrete surface firm with any soft concrete or laitance removed."
"94d93494-00c5-5423-bf5a-7f114a546d2f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","All protrusions removed. Surface free from foreign matter"
"66ff57d6-91d9-591e-b224-9d9c1ea6c6b6","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3, R-Y","Underfootings","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Mortar or bitumen fillets to all upstands and smooth 5mm radius
to all external edges"
