"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"98c26acb-cdf8-4497-891f-4178557656ff","","not-started","","folder","TRUE","FALSE","Active Projects"
"31ec2bcf-3d2f-47e3-9fef-96dbc354a293","","not-started","","folder","TRUE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)"
"46008034-1533-4eb1-ab05-3aea7f263b07","","not-started","","folder","TRUE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing"
"b7f5d2c0-bd95-4dfa-a577-de2fa8946b4c","","not-started","","folder","TRUE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Rough-in"
"41ad4a7c-e116-4d59-acef-30ca1dd42144","","not-started","WG Install Water/Gas Rough-ins - QA Checklist","checklist","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Rough-in","WG Install Water/Gas Rough-ins - QA Checklist"
"fbc274fb-3291-5159-b841-2ecb2373ae03","","not-started","WG Install Water/Gas Rough-ins - QA Checklist:2ab4993b-dfcd-4af5-92c0-aca186cbb373","section","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Rough-in","WG Install Water/Gas Rough-ins - QA Checklist","Details"
"5fb5fa2c-b3d5-5678-984a-20001e45a6f6","","not-started","SD Install Sewer Stacks, Wastes & Vents - QA Checklist:e0624c30-dc63-4ffd-a3c6-686bbfdc13fe:1b911dba-06f9-4d91-8733-aabbb1da83d9","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","SD Install Sewer Stacks, Wastes & Vents - QA Checklist","Details","Check expansion joints and anchor points"
"51a1c3a2-7823-5560-b076-7b85e6ce4fb6","","not-started","SD Install Sewer Stacks, Wastes & Vents - QA Checklist:e0624c30-dc63-4ffd-a3c6-686bbfdc13fe:e82b7fb1-bd21-4e1f-a129-8bc919f2eb6a","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","SD Install Sewer Stacks, Wastes & Vents - QA Checklist","Details","Check in-wall fixture mounting brackets & concealed cisterns"
"061a5638-280f-5e4b-9760-edeedab09efd","","not-started","SD Install Sewer Stacks, Wastes & Vents - QA Checklist:e0624c30-dc63-4ffd-a3c6-686bbfdc13fe:2ccfcde1-fb1a-464a-b144-4eeb8458032d","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","SD Install Sewer Stacks, Wastes & Vents - QA Checklist","Details","Check in-wall waste pipes & vents"
"8500e823-54b7-509c-ad33-f7f85c667ed6","","not-started","SD Install Sewer Stacks, Wastes & Vents - QA Checklist:e0624c30-dc63-4ffd-a3c6-686bbfdc13fe:1be9c939-f6a9-45d0-8048-4deb2b9a32e2","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","SD Install Sewer Stacks, Wastes & Vents - QA Checklist","Details","Check inspection openings"
"588202d4-3d25-594a-a87e-4f113df701c6","","not-started","SD Install Sewer Stacks, Wastes & Vents - QA Checklist:e0624c30-dc63-4ffd-a3c6-686bbfdc13fe:1dc2cf8b-bb8c-4f27-9d06-2b8c91826367","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","SD Install Sewer Stacks, Wastes & Vents - QA Checklist","Details","Check pipework & traps are clear of debris"
"34089e27-65c2-5070-b91c-9d43552df146","","not-started","SD Install Sewer Stacks, Wastes & Vents - QA Checklist:e0624c30-dc63-4ffd-a3c6-686bbfdc13fe:d0fdf0cf-b3e6-4dac-af44-0a7dd7b3817f","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","SD Install Sewer Stacks, Wastes & Vents - QA Checklist","Details","Check all open ends are capped & sealed"
"35e1336a-a574-5b63-a4b1-d7030422b10f","","not-started","SD Install Sewer Stacks, Wastes & Vents - QA Checklist:e0624c30-dc63-4ffd-a3c6-686bbfdc13fe:c5872c18-cef5-4296-a2d3-e021f32cd539","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","SD Install Sewer Stacks, Wastes & Vents - QA Checklist","Details","Check vents are run to atmosphere and weather proofing is complete"
"020e5569-d54e-5863-ab0e-e485ebeb164b","","not-started","SD Install Sewer Stacks, Wastes & Vents - QA Checklist:e0624c30-dc63-4ffd-a3c6-686bbfdc13fe:77a81d94-e713-453e-8938-cec91791ea1f","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","SD Install Sewer Stacks, Wastes & Vents - QA Checklist","Details","Check all rubbish is collected, placed in bins & lids are closed"
"f8bf7cc6-512b-503b-af6d-b3bb0e9d0f7a","","not-started","SD Install Sewer Stacks, Wastes & Vents - QA Checklist:e0624c30-dc63-4ffd-a3c6-686bbfdc13fe:86202b21-1c01-4aad-bb79-73ca3a4512c7","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","SD Install Sewer Stacks, Wastes & Vents - QA Checklist","Details","Check temporary fencing is reinstated"
"fbb3bc79-afec-5fc0-a42c-ebb023f23de8","","not-started","SD Install Sewer Stacks, Wastes & Vents - QA Checklist:e0624c30-dc63-4ffd-a3c6-686bbfdc13fe:b4208784-2b14-470e-b0d5-db9ee85cce49","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","SD Install Sewer Stacks, Wastes & Vents - QA Checklist","Details","Are all your tasks complete for this job?"
"e54d25c9-4987-56d4-80b6-af9689e0442c","","not-started","SD Install Sewer Stacks, Wastes & Vents - QA Checklist:e0624c30-dc63-4ffd-a3c6-686bbfdc13fe:b4208784-2b14-470e-b0d5-db9ee85cce49:ac04fa03-54ac-43c8-8c8f-34479a087728","signoff","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","SD Install Sewer Stacks, Wastes & Vents - QA Checklist","Details","For variation or defect notification, action (REQUEST SIGN-OFF) Sign-off works as complete, action (ADD SIGNATURE)"
"52753b0e-64bd-40d3-98be-89c91b4fd90b","","not-started","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist","checklist","FALSE","FALSE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist"
"83d48415-8494-5393-aee9-090d7316e756","","not-started","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist:a055a0e0-13e6-4cf9-96d5-0493f40933aa","section","FALSE","FALSE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist","Details"
"72f8880d-10fb-58d9-adf9-53cd09b5ea93","","not-started","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist:a055a0e0-13e6-4cf9-96d5-0493f40933aa:c6905d09-38ce-47e1-a23e-2a89cf7b5db9","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist","Details","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4"
"88fb5049-961b-52bf-b0e7-ee42ebb6099a","","not-started","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist:a055a0e0-13e6-4cf9-96d5-0493f40933aa:80ad624d-91db-4f6f-90b3-94cc89450f41","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist","Details","Installation complies with current drawings & specifications"
"4e9e0dfe-8654-5744-9355-a8725920f31d","","not-started","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist:a055a0e0-13e6-4cf9-96d5-0493f40933aa:45925d0c-d4cf-4d15-a42f-64a6a762731d","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist","Details","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"58ad649f-0605-5b0b-95bf-8d0974aa2a8d","","not-started","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist:a055a0e0-13e6-4cf9-96d5-0493f40933aa:b02bc17d-c07e-4d77-8193-5a6d70acd7a9","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist","Details","Check all, pipework, fittings, connections for damage, imperfections or leaks"
"55c4af4b-6983-5e8b-b22a-b151a47b6e35","","not-started","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist:a055a0e0-13e6-4cf9-96d5-0493f40933aa:198d6ace-3705-40d9-8ab6-28a95a13ed01","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist","Details","Check all pipe & fitting joining methods are Code & Manufacturer approved"
"29f7bb03-9fb9-5f77-bc3f-e3724df93d7e","","not-started","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist:a055a0e0-13e6-4cf9-96d5-0493f40933aa:2d781c77-bcbc-412c-9e83-f317409b60e8","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist","Details","Check alignments, levels, grades"
"f250e30c-ec4e-5df3-be7a-d32d48ce09fa","","not-started","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist:a055a0e0-13e6-4cf9-96d5-0493f40933aa:e6627c31-a153-467b-8cfe-c1f3ce99330b","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist","Details","Check pipe clips, hangers, brackets & fixings for correct size, spacing & pipe separation"
"b48eb971-5330-511d-82f6-24feaed83695","","not-started","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist:a055a0e0-13e6-4cf9-96d5-0493f40933aa:e2c0d03c-9744-4edb-bcad-bd83310c8f02","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist","Details","Check connections to roof outlets, overflows"
"f4197904-f32e-5d76-bbc6-7a35b1e6c191","","not-started","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist:a055a0e0-13e6-4cf9-96d5-0493f40933aa:90455233-e903-488f-a8e4-f1cba7d960f4","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist","Details","Check connections to balcony outlet grates, overflows"
"60b9919b-2a39-56ee-9ed3-f9a13b3da5ce","","not-started","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist:a055a0e0-13e6-4cf9-96d5-0493f40933aa:60987ff4-8195-4b0d-8dd7-d0132cdbc633","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist","Details","Check connections to gutter sumps, rain heads, overflows"
"411a519a-2365-546b-bcc7-48d36a3441c9","","not-started","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist:a055a0e0-13e6-4cf9-96d5-0493f40933aa:fd47551e-a48a-4915-84ab-22efc9c88a91","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist","Details","Check inspection openings"
"c51438e4-31e9-5ae8-8107-b39b23b478e6","","not-started","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist:a055a0e0-13e6-4cf9-96d5-0493f40933aa:f37ab00b-7133-4393-9129-173871573b4f","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist","Details","Check pipework is clear of debris"
"7f3e1df9-f509-5d84-9988-5ba9f511f8c6","","not-started","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist:a055a0e0-13e6-4cf9-96d5-0493f40933aa:7dceec8c-edab-4cea-ad82-77043291d258","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist","Details","Check all open ends are capped & sealed"
"c2810b7e-89d9-5321-955c-9c4488fd263e","","not-started","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist:a055a0e0-13e6-4cf9-96d5-0493f40933aa:1f295d53-690a-49cd-901d-f99e6dabbfa7","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist","Details","Check all rubbish is collected, placed in bins & lids are closed"
"7f49299c-e119-5cb8-977b-ba4a74bb280e","","not-started","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist:a055a0e0-13e6-4cf9-96d5-0493f40933aa:ed2e558e-07a9-43b2-8c6c-c5e356717f30","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist","Details","Check temporary fencing is reinstated"
"597a1086-9393-52d0-99d6-0a119dd573c8","","not-started","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist:a055a0e0-13e6-4cf9-96d5-0493f40933aa:1816fcf8-2d82-4201-963b-1737c141911c","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist","Details","Are all your tasks complete for this job?"
"b16087a7-01e3-505c-8064-8acb8f8c19c9","","not-started","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist:a055a0e0-13e6-4cf9-96d5-0493f40933aa:1816fcf8-2d82-4201-963b-1737c141911c:54192d16-aadd-4df8-8ead-69290f3a1dae","signoff","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Rough-in","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist","Details","For variation or defect notification, action (REQUEST SIGN-OFF) Sign-off works as complete, action (ADD SIGNATURE)"
"97a3b2cc-2d5f-4ff6-9602-dd890d2f21d5","","not-started","","folder","TRUE","FALSE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off"
"1a7c3b75-d5da-4e13-baeb-364460e2ab9c","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist","checklist","FALSE","FALSE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist"
"cabb618e-67c1-5f44-a656-7aeb995c2ac6","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c","section","FALSE","FALSE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details"
"5075c7db-fd62-54ed-a41f-116b4f64e790","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:06e0d6cb-400f-45c9-bee2-2e97694aa0c2","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4"
"fcc6ef81-1618-508b-b01f-c3ad1f706616","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:c0fb5f18-7160-451c-9418-7285311ac839","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","Installation complies with current drawings & specifications"
"cf47c65c-268c-517e-8fd5-a5ff1212103f","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:35f56924-1b1e-4421-90de-26e988d5f2ad","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"c9db597c-832a-55fc-aebb-199c7c639aa0","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:e5533c9e-2212-400e-86aa-2bacd6e690c8","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","Check all, pipework, fittings, connections for damage, imperfections or leaks"
"067d4db3-17c4-518e-968a-649aca82660b","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:134bc2fb-312c-4047-bf81-5745e573dfae","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","Check fixing points are secure"
"907834d8-bedd-56d4-94b5-1867b62a5fe3","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:c54676a6-e2fc-4f1d-b92a-5956b9180a42","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","Check level & alignment"
"cc123d64-7f13-54cd-9a28-73634be7e02d","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:4a9bcaa0-14c3-4bc6-91d5-a63f6c138417","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","Check mini stops & cover plates"
"eb25cecb-5ed8-52a1-8431-9aa42e4e99db","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:32cdd3d7-f741-45f8-bb1f-d901020fd81f","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","Check flexible connections are not twisted or kinked"
"f02af548-cb44-5175-bac4-d9edc0f9f6ae","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:8819b344-5939-4914-b310-cb6434a16714","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","Check waste & trap connections"
"5e961505-3ea8-593b-9e91-bb6ba7564b1e","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:273d1c4c-e131-435c-b546-eae196074f52","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","Check dishwasher waste & water connections"
"f2020d6e-574b-5fb1-8155-783eab2c111d","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:26d24b91-cc16-4dd9-b61f-aa2fcdb7cb37","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","Check stop valves for future connections are capped"
"b40d8ba1-0795-500e-9cce-79ddebdf9ea8","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:2fac5830-77e2-43dd-8b72-490040a3734b","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","Check all functions & controls for correct operation"
"a58a98a2-56ac-56fa-bdad-309a5c7cbe2c","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:778a51d2-1a9a-4698-a260-2456e64538e5","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","Check trap is clear of debris"
"a1642420-3db2-54ad-a7e2-8653a6d88163","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:ac29d853-a8f4-409c-8abb-29a89d8daff0","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","Check caulking"
"26d0cb13-627c-4f23-b8a7-f56f3ca83de7","","not-started","FO Fit-off Dishwasher - QA Checklist","checklist","FALSE","FALSE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist"
"ca8916fd-4dc4-53ec-84a7-8b560ab19e76","","not-started","FO Fit-off Dishwasher - QA Checklist:e1ece838-3882-49d6-a1f5-9007d88edbe2","section","FALSE","FALSE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist","Details"
"00578501-28bd-5957-8575-8660498ed13d","","not-started","FO Fit-off Dishwasher - QA Checklist:e1ece838-3882-49d6-a1f5-9007d88edbe2:6a0bf33d-4cfc-4027-bf39-980624c0ffa2","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist","Details","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4"
"bfa42326-98a7-5798-b8ed-6f4ce2996e4a","","not-started","FO Fit-off Dishwasher - QA Checklist:e1ece838-3882-49d6-a1f5-9007d88edbe2:2db837bf-d9c2-412e-9c66-045ec3ac877c","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist","Details","Installation complies with current drawings & specifications"
"b0a8e01d-bb31-577d-ae9d-f80d84638020","","not-started","FO Fit-off Dishwasher - QA Checklist:e1ece838-3882-49d6-a1f5-9007d88edbe2:d0531d81-f748-4052-ba0b-e38fdb37f30f","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist","Details","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"1abaa1d2-eb11-57d3-9070-de6245e039d1","","not-started","FO Fit-off Dishwasher - QA Checklist:e1ece838-3882-49d6-a1f5-9007d88edbe2:4334cd51-0b57-45f4-97a5-86a30902d215","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist","Details","Check all, pipework, fittings, connections for damage, imperfections or leaks"
"bb987909-ad23-588b-98d7-2d3cc43f9316","","not-started","FO Fit-off Dishwasher - QA Checklist:e1ece838-3882-49d6-a1f5-9007d88edbe2:06b555e2-358f-4fd9-843b-a69ab8b5bcaa","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist","Details","Check fixing points are secure"
"efb3d415-b4f8-5900-af70-faa4becfa2d6","","not-started","FO Fit-off Dishwasher - QA Checklist:e1ece838-3882-49d6-a1f5-9007d88edbe2:95b22386-2069-4f40-a705-84397dace19b","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist","Details","Check level & alignment"
"534e2cc3-07b2-5af7-bd02-679f63fc58ee","","not-started","FO Fit-off Dishwasher - QA Checklist:e1ece838-3882-49d6-a1f5-9007d88edbe2:347f14f2-3362-4574-a45b-6604fecabb38","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist","Details","Check isolation valves & non-return valves"
"a213442a-b2cd-52ef-92fd-8d9b86b55427","","not-started","FO Fit-off Dishwasher - QA Checklist:e1ece838-3882-49d6-a1f5-9007d88edbe2:a11bc7e3-1af5-4ae2-a820-79a2c91cbe9e","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist","Details","Check pressure reduction valve"
"076cf3f3-a687-5224-b270-f944364d8e74","","not-started","FO Fit-off Dishwasher - QA Checklist:e1ece838-3882-49d6-a1f5-9007d88edbe2:12936e8b-f8e7-41c7-b7d4-66ba66c57159","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist","Details","Check flexible waste & water hoses are not twisted or kinked"
"fae86244-0917-572a-9052-5389f3dc8558","","not-started","FO Fit-off Dishwasher - QA Checklist:e1ece838-3882-49d6-a1f5-9007d88edbe2:d8a21144-81b3-4120-b19a-8cca85b40f06","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist","Details","Check flexible waste hose height under cabinet"
"a707c8cb-887d-515e-9ab9-615361b54b80","","not-started","FO Fit-off Dishwasher - QA Checklist:e1ece838-3882-49d6-a1f5-9007d88edbe2:75e78996-0d7d-46aa-b974-d2039f85bef8","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist","Details","Check waste connection to trap"
"07ccbba7-ac6c-5c54-9577-3c70b636b1f7","","not-started","FO Fit-off Dishwasher - QA Checklist:e1ece838-3882-49d6-a1f5-9007d88edbe2:3f12271f-07ac-4cf6-a2cc-662a3377971a","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist","Details","Check all functions & controls for correct operation"
"ad74439b-13fb-4c71-8a68-f0ef73063570","","not-started","FO Fit-off Gas Appliance - QA Checklist","checklist","FALSE","FALSE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Gas Appliance - QA Checklist"
"cc33e64f-42b4-5784-9f1b-a4be5dfd78f9","","not-started","FO Fit-off Gas Appliance - QA Checklist:f94edde1-9720-4fe6-8267-0ec2a4ef5d07","section","FALSE","FALSE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Gas Appliance - QA Checklist","Details"
"9b863eb7-c49a-5505-8161-d1ee051260d0","","not-started","FO Fit-off Gas Appliance - QA Checklist:f94edde1-9720-4fe6-8267-0ec2a4ef5d07:d62a7a25-3689-4591-a76a-4c59ce42867f","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Gas Appliance - QA Checklist","Details","Installation complies with latest revision of AS/NZS-5601"
"a5a86dae-249c-56a6-bc37-afcee00b7d07","","not-started","FO Fit-off Gas Appliance - QA Checklist:f94edde1-9720-4fe6-8267-0ec2a4ef5d07:417f1db4-68f1-430b-b2aa-e05f17d6f225","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Fit-off","FO Fit-off Gas Appliance - QA Checklist","Details","Installation complies with current drawings & specifications"
