"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e4d53b8b-082a-4b09-8189-34613b4cfe72","","folder-normal","work-in-progress","","step","TRUE","FALSE","Basement"
"d2d828c6-4005-4f35-b71a-b44c28156042","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Area A"
"3936abda-b6e8-4e46-8045-db96e0049be6","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Area A","Stair 3 Lobby"
"129fc3ef-85b3-4580-a35b-e3d524a7e3f5","","checklist-flat","not-started","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","Basement","Area A","Stair 3 Lobby","Rough In (Cavity Pockets & PMJ)"
"5a32ceb3-091a-5261-a040-0d5d634148b9","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 219","Care/ALS Fit Off Checklist","Area left clean and tidy (attach photo)"
"688a093d-1d9c-5b14-8d3c-e0354639d395","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 219","Care/ALS Fit Off Checklist","All work 100% completed to required specifications"
"2143339f-8cc0-43d7-a0ad-30b235686119","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 2","Area B - Apartments","Care 220"
"a49ef736-ca31-44e1-b339-78e10593ce83","","checklist-flat","work-in-progress","Rough In","checklist-flat","FALSE","FALSE","B01","Level 2","Area B - Apartments","Care 220","Rough In"
"ab311682-567c-5049-96fb-c34db6908ee9","","checkpoint-status","pass","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 220","Rough In","Cavity pockets installed"
"3ac895d7-dd97-57cf-bfcb-ad60ddea36e9","","checkpoint-status","pass","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 220","Rough In","Mark Out Noggins - Bathrooms, TV, Tablet Mount"
"3b30996d-4d96-599f-a06e-00e6b6579f4b","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 220","Rough In","Install Window Reveals"
"70092967-bb4c-4345-b8d7-19e063d95356","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 2","Area B - Apartments","Care 220","Installation"
"e940f552-2e35-5385-9292-1abe7a7d9ff7","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 220","Installation","Internal doors hung"
"f3ba18a6-3b51-5d15-82f3-3e5bec526cea","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 220","Installation","Skirting installed"
"560bdfe4-6738-5e33-9a18-0fa8b4e259c5","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 220","Installation","Cavity doors installed"
"51df2127-554e-51fa-8dcc-dd2e532100ed","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 220","Installation","Window architraves installed"
"2e3e48be-b765-52e8-bae9-b8c312d3157a","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 220","Installation","Wardrobe jamb installed"
"4c971872-36a1-5032-a3a2-5dd4bd4c2b66","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 220","Installation","Entry door hung"
"e9e2bea7-c954-581e-88f7-1d32582a12fa","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 220","Installation","Finish floor height: +/- 10mm (attach photo)"
"a693e9db-5e7a-588c-a3b5-de4beabac574","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 220","Installation","All install work 100% completed to required specifications"
"8ac95d90-99b2-5b53-b00c-d0de007513c3","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 220","Installation","Area left clean and tidy (attach photo)"
"1faa5835-515f-482b-a7f5-6c8839494e00","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Area B - Apartments","Care 220","Care/ALS Fit Off Checklist"
"ae28b6da-6901-5869-bcee-780bfd631573","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 220","Care/ALS Fit Off Checklist","Installation of door hardware and door closes sufficiently"
"dbcbb6e5-0670-5351-983f-6fb9354f69f8","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 220","Care/ALS Fit Off Checklist","Bathroom and toilet vanity installed"
"3ff14150-d9b7-5f88-9c7f-a3e057447fd8","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 220","Care/ALS Fit Off Checklist","Handrails, toilet rolls and towel rails installed"
"762f79de-0d3b-5180-a927-3a8de8952889","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 220","Care/ALS Fit Off Checklist","Entry door hardware installed and closes sufficiently"
"a4913f67-b598-5eba-98a3-a56722152fdc","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 220","Care/ALS Fit Off Checklist","Fire tags installed on the door and door jamb"
"db94feb5-028f-56f6-8fe7-f7e471232964","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 220","Care/ALS Fit Off Checklist","Shower trays installed"
"66c2c04a-1074-52f4-b627-00564e0838e8","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 220","Care/ALS Fit Off Checklist","Install TV Brackets, Tablet Mounts"
"a0ad8f6d-8dcc-5fca-9cc2-abb1da465311","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 220","Care/ALS Fit Off Checklist","Area left clean and tidy (attach photo)"
"de816046-1d12-5199-b447-3c8566a79c50","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 220","Care/ALS Fit Off Checklist","All work 100% completed to required specifications"
"b75abe9b-8e41-4780-9a12-0dde02a973ea","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 2","Area B - Apartments","Care 221"
"b1d671f1-02ea-4b90-b5c9-40f87d39a268","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","B01","Level 2","Area B - Apartments","Care 221","Rough In"
"37c228d9-46a0-529f-9dd5-6e6f0c84044e","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 221","Rough In","Cavity pockets installed"
"3f296a99-bdf1-5547-bcb9-e9216a954888","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 221","Rough In","Mark Out Noggins - Bathrooms, TV, Tablet Mount"
"c411c1b0-9bea-5535-ac26-1b428d695d18","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 221","Rough In","Install Window Reveals"
"e98ba24a-8f9c-47fd-a068-9b0b78ceeb51","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 2","Area B - Apartments","Care 221","Installation"
"cb77c652-3fcf-5716-9ccd-1d69cbd2eb9a","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 221","Installation","Internal doors hung"
"de21c2ce-bb34-56a1-ab26-fbd4ab5377db","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 221","Installation","Skirting installed"
"9040580f-9645-53fc-b72d-40543b7f7ea4","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 221","Installation","Cavity doors installed"
"3a37d15b-b0c6-513d-afdb-4b2d029c0866","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 221","Installation","Window architraves installed"
"869fe994-e4e8-5fb4-8671-f789aadd196a","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 221","Installation","Wardrobe jamb installed"
"3f355910-187a-5e7e-8eb6-7c00d0de1d01","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 221","Installation","Entry door hung"
"ada150aa-04d2-5ec3-b3e9-63d0ce0bfbd9","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 221","Installation","Finish floor height: +/- 10mm (attach photo)"
"b6df2622-0e0f-5d18-b7a9-4990c9c616f4","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 221","Installation","All install work 100% completed to required specifications"
"fd91fbec-8097-58cc-94fe-ea4d63ab38c1","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 221","Installation","Area left clean and tidy (attach photo)"
"eca33933-bc00-4989-9960-f74accd63627","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Area B - Apartments","Care 221","Care/ALS Fit Off Checklist"
"72e5ea39-2e34-5f40-8ee9-58c1e332b3fd","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 221","Care/ALS Fit Off Checklist","Installation of door hardware and door closes sufficiently"
"6e98c78b-0134-5c15-9326-3326fcaa40c0","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 221","Care/ALS Fit Off Checklist","Bathroom and toilet vanity installed"
"a7f47a28-b11a-5d1d-9c35-145bc4e3223d","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 221","Care/ALS Fit Off Checklist","Handrails, toilet rolls and towel rails installed"
"95e9a909-b6be-552d-a625-5f6266cadff9","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 221","Care/ALS Fit Off Checklist","Entry door hardware installed and closes sufficiently"
"6fecbc86-575a-5dfc-9faf-d3a687dcf0b8","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 221","Care/ALS Fit Off Checklist","Fire tags installed on the door and door jamb"
"f95c34f7-6374-5225-84b7-66fbe5d282a2","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 221","Care/ALS Fit Off Checklist","Shower trays installed"
"dc78d2ac-955c-559d-9107-97beda4d1082","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 221","Care/ALS Fit Off Checklist","Install TV Brackets, Tablet Mounts"
"a3489390-9673-5f9a-afaf-fd258aebdffd","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 221","Care/ALS Fit Off Checklist","Area left clean and tidy (attach photo)"
"057fff65-bd08-52e5-9634-92aff07e7f76","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 221","Care/ALS Fit Off Checklist","All work 100% completed to required specifications"
"436dd01d-8d60-46b4-9e4a-fc17affeffde","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 2","Area B - Apartments","Care 222"
"fcefd100-d7b5-42f4-89b8-2267cf2ae467","","checklist-flat","work-in-progress","Rough In","checklist-flat","FALSE","FALSE","B01","Level 2","Area B - Apartments","Care 222","Rough In"
"6e92aae2-484a-5230-a402-8524dfb52b59","","checkpoint-status","pass","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 222","Rough In","Cavity pockets installed"
"4148e612-c7ae-5b80-a5bf-1f09442a3bbc","","checkpoint-status","pass","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 222","Rough In","Mark Out Noggins - Bathrooms, TV, Tablet Mount"
"c9c5de8c-332a-5523-8e6a-40a908774764","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 222","Rough In","Install Window Reveals"
"a7fb3323-9308-4a82-967b-75a5fcc3df12","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 2","Area B - Apartments","Care 222","Installation"
"9015c3d5-274e-5009-9b5f-b681d669ef85","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 222","Installation","Internal doors hung"
"48e05a50-db4b-5da3-a8ed-433f8149a7cc","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 222","Installation","Skirting installed"
"5e541595-9844-5f37-84af-4459434a0ff1","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 222","Installation","Cavity doors installed"
"e082a1fd-c95a-58af-a9a6-8b8f35b265f7","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 222","Installation","Window architraves installed"
"aa709ac9-d640-50bf-a572-7ec6e48ace72","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 222","Installation","Wardrobe jamb installed"
"440eb320-a076-5ba4-9bcd-0bc2993bff9b","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 222","Installation","Entry door hung"
"79f78c12-2af7-5087-bc34-0415d55d6ef3","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 222","Installation","Finish floor height: +/- 10mm (attach photo)"
"af64cacb-140e-5433-83dc-27f8ac4515a5","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 222","Installation","All install work 100% completed to required specifications"
"da1bf34c-6683-5b09-9c83-3377665ed40b","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 222","Installation","Area left clean and tidy (attach photo)"
"5f12b784-01ac-45cb-8c5f-2d190de52daa","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Area B - Apartments","Care 222","Care/ALS Fit Off Checklist"
"21dbdf8c-56a5-596c-ae30-e07df7c6debd","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 222","Care/ALS Fit Off Checklist","Installation of door hardware and door closes sufficiently"
"75444316-40db-57f2-9748-5f348ce5ed53","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 222","Care/ALS Fit Off Checklist","Bathroom and toilet vanity installed"
"2a4b3194-e9ec-529f-8908-a7d0b29abf7b","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 222","Care/ALS Fit Off Checklist","Handrails, toilet rolls and towel rails installed"
"673e22d8-518c-522a-936e-102f732c727f","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 222","Care/ALS Fit Off Checklist","Entry door hardware installed and closes sufficiently"
"44f46508-a11d-507b-8b39-bf48ba1bcd7c","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 222","Care/ALS Fit Off Checklist","Fire tags installed on the door and door jamb"
"a6e60f81-0e66-54d7-b9ce-c0c0fa7af536","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 222","Care/ALS Fit Off Checklist","Shower trays installed"
"06c97aa3-a0c6-5f1e-a8f8-0d9c279b0dd3","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 222","Care/ALS Fit Off Checklist","Install TV Brackets, Tablet Mounts"
"88bc045d-7305-5f55-a3d2-0c3c40d45daf","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 222","Care/ALS Fit Off Checklist","Area left clean and tidy (attach photo)"
"f67033d7-d7b4-52fb-89db-300cfe87c81d","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 222","Care/ALS Fit Off Checklist","All work 100% completed to required specifications"
"19aa0a34-1bc8-42d1-8591-ea181af69194","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 2","Area B - Apartments","Care 223"
"e62bc4ca-1279-47f8-91ed-b002f20867e1","","checklist-flat","work-in-progress","Rough In","checklist-flat","FALSE","FALSE","B01","Level 2","Area B - Apartments","Care 223","Rough In"
"85f3cf58-d1a5-5a16-819a-dd4930c4b0a9","","checkpoint-status","pass","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 223","Rough In","Cavity pockets installed"
"fc5a68a5-2651-5d50-a692-afdb03e7ae4d","","checkpoint-status","pass","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 223","Rough In","Mark Out Noggins - Bathrooms, TV, Tablet Mount"
"c1f1f6cd-7042-5ede-907b-cd4f745b7560","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 223","Rough In","Install Window Reveals"
"140c5a20-61fc-45a7-bdb2-f492059e7417","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 2","Area B - Apartments","Care 223","Installation"
"7366d27f-8ca3-5e9c-911b-32048b6cfca5","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 223","Installation","Internal doors hung"
"947c77e4-3ad7-5313-b73d-436d895cfd6a","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 223","Installation","Skirting installed"
"551e4a65-60e0-5bb8-b7ea-e736e8fbc2cb","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 223","Installation","Cavity doors installed"
"cb16ab8a-2fcd-553b-9e63-2f50d13b68f2","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 223","Installation","Window architraves installed"
"2773e1d0-7ae6-5af4-8dfc-732039290ada","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 223","Installation","Wardrobe jamb installed"
"a5ab5447-8ebb-514d-bbea-f2c7e2b0b483","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 223","Installation","Entry door hung"
"b1b04984-2791-5a5b-a121-02cad2f9e724","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 223","Installation","Finish floor height: +/- 10mm (attach photo)"
"fcf618b4-a498-56c1-9b0a-9a01fbd6b4b2","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 223","Installation","All install work 100% completed to required specifications"
"8dd770e6-a039-5b8d-a6ff-01a77573beb0","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 223","Installation","Area left clean and tidy (attach photo)"
"ebd1485f-c418-44b7-89b5-54ea067aad3c","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Area B - Apartments","Care 223","Care/ALS Fit Off Checklist"
"9abcea54-f017-5c35-8fae-8c5841e4a521","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 223","Care/ALS Fit Off Checklist","Installation of door hardware and door closes sufficiently"
"cd374170-d7a1-5415-b33e-27622810267e","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 223","Care/ALS Fit Off Checklist","Bathroom and toilet vanity installed"
"f72bebb5-ab75-549d-81ed-5f3210f29bb8","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 223","Care/ALS Fit Off Checklist","Handrails, toilet rolls and towel rails installed"
"a9db440b-e431-55db-975d-571d7f651731","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 223","Care/ALS Fit Off Checklist","Entry door hardware installed and closes sufficiently"
"1c9f1eeb-36fa-5d02-8d8f-a20eb3c45537","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 223","Care/ALS Fit Off Checklist","Fire tags installed on the door and door jamb"
"09c6078a-aa95-5c13-904d-44f92ee08fdc","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 223","Care/ALS Fit Off Checklist","Shower trays installed"
"d918a900-4e80-59c2-a429-84c94646d28e","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 223","Care/ALS Fit Off Checklist","Install TV Brackets, Tablet Mounts"
"b2b456ac-0dea-5abb-9314-7d275e018423","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 223","Care/ALS Fit Off Checklist","Area left clean and tidy (attach photo)"
"c26e7bfa-c487-5814-b85f-053d3f351e93","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 223","Care/ALS Fit Off Checklist","All work 100% completed to required specifications"
"d0b1f99c-2217-48a6-ac2b-9c097f0c4b07","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Level 2","Area B - Apartments","Care 224"
"ca07c87a-0961-4b10-82ec-31cb8f0560b4","","checklist-flat","work-in-progress","Rough In","checklist-flat","FALSE","FALSE","B01","Level 2","Area B - Apartments","Care 224","Rough In"
"827dc9d1-2cc5-55bb-8de0-615e920566eb","","checkpoint-status","pass","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 224","Rough In","Cavity pockets installed"
"f5862f34-e445-5aed-b1e3-0e1f5c88c989","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 224","Rough In","Mark Out Noggins - Bathrooms, TV, Tablet Mount"
"8d8de230-91df-504d-a323-0cbf83ed7428","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 224","Rough In","Install Window Reveals"
"8f3414de-3c43-4b6e-ab81-90050c983684","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 2","Area B - Apartments","Care 224","Installation"
"1a1c3e4e-eea0-5df2-b0d7-c660fbb12793","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 224","Installation","Internal doors hung"
"2dd8ebed-422e-5ce6-a0cf-afcd11014f8f","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 224","Installation","Skirting installed"
"8f4298e4-953a-5d10-bf5b-fdb5347b43b1","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 224","Installation","Cavity doors installed"
"fde8f911-81d4-5360-9754-62a9a49e3616","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 224","Installation","Window architraves installed"
"1c17436d-f67c-5c1e-9643-2118b6a5c48f","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 224","Installation","Wardrobe jamb installed"
"93db9cfb-c01c-5d00-a41a-24793a28d0ac","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 224","Installation","Entry door hung"
"ceca13b1-5bf1-5105-a486-98093c82dfbc","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 224","Installation","Finish floor height: +/- 10mm (attach photo)"
"b4a3f345-9d4a-586d-8300-cb80ed1ba456","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 224","Installation","All install work 100% completed to required specifications"
"8700c741-e66d-5dd3-b4ed-64de5cb06c53","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 224","Installation","Area left clean and tidy (attach photo)"
"a5e1f7c4-946f-452d-9f69-01bd831c524d","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 2","Area B - Apartments","Care 224","Care/ALS Fit Off Checklist"
"cd50a51e-e6cb-51d3-800b-6ead399d8af5","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 224","Care/ALS Fit Off Checklist","Installation of door hardware and door closes sufficiently"
"64da2a7a-e55a-5511-9d59-b34ee7d2897f","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 224","Care/ALS Fit Off Checklist","Bathroom and toilet vanity installed"
"73a73b92-d3f6-56d3-aba6-f5b8e534d177","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 224","Care/ALS Fit Off Checklist","Handrails, toilet rolls and towel rails installed"
"281d0f38-31a3-5587-85e9-22e904ac9f21","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 224","Care/ALS Fit Off Checklist","Entry door hardware installed and closes sufficiently"
"09d5687f-e719-5fa1-990d-dc89aa8e5f49","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 224","Care/ALS Fit Off Checklist","Fire tags installed on the door and door jamb"
"7ae4f8b0-b2f3-5ca9-a84d-8a60b62b1311","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 224","Care/ALS Fit Off Checklist","Shower trays installed"
"6e74c597-59b6-517c-ae0d-198231747db6","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 224","Care/ALS Fit Off Checklist","Install TV Brackets, Tablet Mounts"
"d9551152-b5a7-5652-b197-fe18bd3884f6","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 224","Care/ALS Fit Off Checklist","Area left clean and tidy (attach photo)"
"9585f228-10ea-525a-8770-9cb62d532184","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 224","Care/ALS Fit Off Checklist","All work 100% completed to required specifications"
"8ffc1350-e058-4b19-80d9-ac5d346d5bfd","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 2","Area B - Apartments","Care 225"
"037abae8-5a0f-4bd9-b1bc-1cbb92596a32","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","B01","Level 2","Area B - Apartments","Care 225","Rough In"
"eb57696a-49e5-5cd5-8afb-949ab5ee2a82","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 225","Rough In","Cavity pockets installed"
"c8d1a115-1871-5e93-8ed4-add45441db90","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 225","Rough In","Mark Out Noggins - Bathrooms, TV, Tablet Mount"
"338f6c8b-49ae-575e-95b2-2c0558d17376","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 225","Rough In","Install Window Reveals"
"2362f085-f2f1-410b-b3bc-9a6f5edc363e","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 2","Area B - Apartments","Care 225","Installation"
"4dda9598-821d-5880-9b8f-1edf9e8e6a5f","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 225","Installation","Internal doors hung"
"c0db1f61-39c2-53c3-8932-8fb569b06d94","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 225","Installation","Skirting installed"
"e50e5d6a-39aa-599d-8cdd-a291f43dacc6","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 225","Installation","Cavity doors installed"
"e755d242-4b1f-5962-8cbf-b94a61e93d36","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 225","Installation","Window architraves installed"
"eee73856-1d8f-5cd0-8cbb-b7a57f12a368","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 225","Installation","Wardrobe jamb installed"
"d4e2de0d-9351-59e1-8e30-af4c6ce092ce","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Level 2","Area B - Apartments","Care 225","Installation","Entry door hung"
