"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"12e05ced-2482-47eb-9f83-31f178a047e6","","folder-normal","pass","","step","FALSE","FALSE","Temp Works"
"fdd82e7d-baa6-402b-8977-90e362f79dfb","","folder-normal","pass","","step","FALSE","FALSE","Temp Works","MRP-DPK-089-00-CTW-0090-0 - Temp Rail Delineation Fencing"
"03abf0c8-8fdf-4651-b8c3-5610ec1f6d12","","folder-normal","pass","","step","FALSE","FALSE","Temp Works","MRP-DPK-089-00-CTW-0090-0 - Temp Rail Delineation Fencing","Rail Temp Delineation Fence Installation"
"aa12f8e9-cc7d-46ca-9bcf-ac6fbf453045","","folder-normal","pass","","step","TRUE","FALSE","Temp Works","MRP-DPK-089-00-CTW-0090-0 - Temp Rail Delineation Fencing","Rail Temp Delineation Fence Installation","089-0041-Brunt-Temp Rail Delineation Fence-North"
"6265f95c-98a2-4aba-a3cd-8e973066dda1","","checklist-sectioned","pass","ITP-018-CIV - Rail Delineation Temporary Fencing","checklist","FALSE","FALSE","Temp Works","MRP-DPK-089-00-CTW-0090-0 - Temp Rail Delineation Fencing","Rail Temp Delineation Fence Installation","089-0041-Brunt-Temp Rail Delineation Fence-North","ITP-018-CIV - Rail Delineation Temporary Fencing - North Fence - Lot 089-0041"
"5e4eca6b-1e4b-5b20-b03c-6cfae867c41e","","checkpoint-group","pass","","","FALSE","FALSE","Temp Works","MRP-DPK-089-00-CTW-0090-0 - Temp Rail Delineation Fencing","Rail Temp Delineation Fence Installation","089-0041-Brunt-Temp Rail Delineation Fence-North","ITP-018-CIV - Rail Delineation Temporary Fencing - North Fence - Lot 089-0041","1. Referenced Documentation"
"5ef9a4eb-3b01-57b5-8806-7ccc309cfc1b","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","1. Referenced Documentation"
"b18328e3-9e58-50ea-afec-442611d12c42","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","1. Referenced Documentation","1. Referenced Documentation"
"d0ea34a3-22ff-568c-8bd0-0d48b3b59ad1","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","1. Referenced Documentation","1.1 - Non Dependent"
"bf603f14-6a44-5f40-8ad6-1ecf18e453e1","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","1. Referenced Documentation","1.2 - Non Dependent"
"17d779f3-039e-5360-ac83-9a546f395e01","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","1. Referenced Documentation","1.3 - Non Dependent"
"156f3632-f5d3-5650-9461-f39a58c3c1ad","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","1. Referenced Documentation","1.4 - Non Dependent"
"d79fd85f-f6ef-56b3-a250-c408e9c2f860","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","2. Preliminaries-Materials"
"df2fd903-94f9-5288-a0a7-2aff1aef00ec","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","2. Preliminaries-Materials","2.1 - Material Conformance"
"7f368b61-1441-53ea-8e51-c1b32e77bb5b","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","2. Preliminaries-Materials","AUTHORITY HOLDPOINT"
"91876c07-edf8-5e7b-aa4f-e44938c46c9b","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","3. Preliminaries-Documentations"
"00b07808-2f0c-5f5d-8cc9-0041dab5fa99","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","3. Preliminaries-Documentations","3.1 - Pre-Commencement of Fill Works"
"68291ca3-b6b5-520e-81cf-d96b5c83a067","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","3. Preliminaries-Documentations","AUTHORITY HOLDPOINT"
"5fb365a8-2539-5b67-b098-a8c1cac3b05f","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","4. Pre-construction / Pre-installation Activities"
"67ad0eb5-fe32-5977-ab7b-3608ef8a03b6","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","4. Pre-construction / Pre-installation Activities","4.1 - Survey Set Out"
"15bd3a8a-4cbe-5e22-8d0b-af3cfc8c307a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","4. Pre-construction / Pre-installation Activities","4.2 - Flora and Fauna"
"bbcb32f3-57c3-56a2-9420-84b96b4f232a","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities"
"b60c41c9-3cfd-57ec-942d-b807a0500d03","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","5.1 - Placing of Fill"
"6199bf1e-2a9d-5abe-9cab-40ec091f1a74","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","5.2 - Fill at Structures"
"f42be210-b15c-5cbc-8de6-9f0f85df3508","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","5.3 - Test Roll"
"635c8cbf-faac-5304-a870-98eee476b152","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","AUTHORITY HOLDPOINT"
"085e162b-a59f-5afe-9b55-5f31d2a9e11f","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","5.4 - Compaction Testing"
"34356660-beef-570c-b131-430bf528c60f","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","5.5 - Preparation of final surface"
"30c61547-4611-5050-b1d9-9c3b9c85cfdd","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","5.6 - Post Compaction Material Property Testing"
"4a9a2e74-ec51-5e8d-a5ca-cbdda4e2d960","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","6. Post-construction Activities"
"96d90dfe-ce25-521b-b93d-26c42a2e886e","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","6. Post-construction Activities","6.1 - Survey Conformance - Asbuilt"
"99bfbf0a-273a-5dbd-a708-5d54269d0a2d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","6. Post-construction Activities","6.2 - Non-conformance Report (NCR) Closure"
"00c1d4ae-5a00-5740-a121-d9a4fb6b4b40","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","6. Post-construction Activities","Final Inspection"
"c2171c20-457d-575e-82ec-ed9d96a30db9","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0760 - Ground Improvement Works - Lot 5 South - Layer 4","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","6. Post-construction Activities","Sign ITP"
"298f58c2-3ef3-4dc9-92bb-caadeacef0d8","","folder-normal","pass","","step","TRUE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5"
"d179e66c-4b84-4140-9a56-00739f13c295","","checklist-sectioned","pass","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","checklist","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS"
"d5ab5db1-82b5-5a87-8fec-08d91159fb7d","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","1. Referenced Documentation"
"902e6459-22e5-5949-8734-2b5a1cb128e8","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","1. Referenced Documentation","1. Referenced Documentation"
"6a5bd298-4ff6-5f3c-b40d-b39916ba312e","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","1. Referenced Documentation","1.1 - Non Dependent"
"eceb3c1b-9dfa-517f-b35a-b9ddf26444f8","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","1. Referenced Documentation","1.2 - Non Dependent"
"471ac033-9cf3-559e-bc1d-0a41966a916a","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","1. Referenced Documentation","1.3 - Non Dependent"
"c34d5675-e856-5158-ab82-a31dc6351df2","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","1. Referenced Documentation","1.4 - Non Dependent"
"1a44eea9-91d9-5cd8-99b5-7ea739bcb03e","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","2. Preliminaries-Materials"
"8a958918-1148-5e4a-84bc-bea8d2051ebc","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","2. Preliminaries-Materials","2.1 - Material Conformance"
"431b457d-38c9-5cac-b0c8-7f3567231fdc","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","2. Preliminaries-Materials","AUTHORITY HOLDPOINT"
"496db933-b570-529e-9d91-4210d0a02d38","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","3. Preliminaries-Documentations"
"42bf1610-c2b4-582d-9c4a-86881f184795","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","3. Preliminaries-Documentations","3.1 - Pre-Commencement of Fill Works"
"afa975f3-ca48-5608-a22c-63492faa6a11","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","3. Preliminaries-Documentations","AUTHORITY HOLDPOINT"
"d862ba6d-5c8c-5b2a-b520-9e36dca571d1","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","4. Pre-construction / Pre-installation Activities"
"19900dc6-94f4-5b86-b51d-92ce2d157301","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","4. Pre-construction / Pre-installation Activities","4.1 - Survey Set Out"
"111268cb-91c0-557a-811f-45641a2ddcf4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","4. Pre-construction / Pre-installation Activities","4.2 - Flora and Fauna"
"e54da85e-ea38-5a2d-be90-a42969376240","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities"
"4206201f-e8d7-558f-8be0-36fd6a9a3bce","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","5.1 - Placing of Fill"
"0c0f3228-ceb9-50c6-9e93-286b706a5e50","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","5.2 - Fill at Structures"
"01d0bcd8-2096-5dbe-8fe3-fa23d83ace07","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","5.3 - Test Roll"
"d5f162ef-ba62-53f1-bb42-21e6fd21c28d","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","AUTHORITY HOLDPOINT"
"bec79440-455e-51d3-b94e-cc8fe89d852c","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","5.4 - Compaction Testing"
"eb595663-9232-5d81-be0e-5b223deae179","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","5.5 - Preparation of final surface"
"aeaf81ee-38bd-5dd7-8ea9-d2656d905b54","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","5. Type A Fill Activities","5.6 - Post Compaction Material Property Testing"
"6fed0fab-5f0e-5562-b08e-6f2a6c6680c0","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","6. Post-construction Activities"
"3a74e588-2c39-59b0-bcf3-80abecd7c82f","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","6. Post-construction Activities","6.1 - Survey Conformance - Asbuilt"
"20fa89fc-dbdc-5010-a14a-d334528c641c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","6. Post-construction Activities","6.2 - Non-conformance Report (NCR) Closure"
"2e77f0a3-a674-550b-b862-a6181ab33824","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","6. Post-construction Activities","Final Inspection"
"84f527cb-6861-5dc9-acab-7cf77f94279a","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0761 - Ground Improvement Works - Lot 6 South - Layer 5","ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS","6. Post-construction Activities","Sign ITP"
"741e126d-9881-4977-aa7c-60fb5f6eb62a","","folder-normal","pass","","step","TRUE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0762 - Ground Improvement Works - Lot 1.1 South - Subgrade of 1m Zone"
"fa48d7e0-1999-428b-be8d-d3ba3aab77d6","","checklist-sectioned","pass","ITP-022-CIV-BRUNT-SUBGRADE PREPARATION-GROUND IMPROVEMENT WORKS","checklist","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0762 - Ground Improvement Works - Lot 1.1 South - Subgrade of 1m Zone","ITP-022-CIV-BRUNT-SUBGRADE PREPARATION-GROUND IMPROVEMENT WORKS"
"826a10fa-077d-5df4-96db-0c32493b8f85","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0762 - Ground Improvement Works - Lot 1.1 South - Subgrade of 1m Zone","ITP-022-CIV-BRUNT-SUBGRADE PREPARATION-GROUND IMPROVEMENT WORKS","1. Referenced Documentation"
"791ff619-f509-5882-82b0-35cfb99ce953","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0762 - Ground Improvement Works - Lot 1.1 South - Subgrade of 1m Zone","ITP-022-CIV-BRUNT-SUBGRADE PREPARATION-GROUND IMPROVEMENT WORKS","1. Referenced Documentation","1. Referenced Documentation"
"b0692caa-0495-5f1f-8932-9a04d3c41174","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0762 - Ground Improvement Works - Lot 1.1 South - Subgrade of 1m Zone","ITP-022-CIV-BRUNT-SUBGRADE PREPARATION-GROUND IMPROVEMENT WORKS","1. Referenced Documentation","1.1 - Non Dependent"
"d88d20f3-634a-5af2-8763-16f072a45b32","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0762 - Ground Improvement Works - Lot 1.1 South - Subgrade of 1m Zone","ITP-022-CIV-BRUNT-SUBGRADE PREPARATION-GROUND IMPROVEMENT WORKS","1. Referenced Documentation","1.2 - Non Dependent"
"bd7b85e3-5548-5dea-903c-12a235326c47","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0762 - Ground Improvement Works - Lot 1.1 South - Subgrade of 1m Zone","ITP-022-CIV-BRUNT-SUBGRADE PREPARATION-GROUND IMPROVEMENT WORKS","1. Referenced Documentation","1.3 - Non Dependent"
"d7bf49fa-5837-5e51-9fb0-3aeefdf809c2","","checkpoint-group","not-applicable","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0030-0_Bridge Substructure","Ground Improvement Works - South ","089-0762 - Ground Improvement Works - Lot 1.1 South - Subgrade of 1m Zone","ITP-022-CIV-BRUNT-SUBGRADE PREPARATION-GROUND IMPROVEMENT WORKS","2. Preliminaries - Materials"
