"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3978a4b0-4fc9-47e4-ab6f-a3a3e80b1ffb","","work-in-progress","","folder","TRUE","FALSE","Project QA"
"f3206cc2-1f9d-49ba-8fb6-f6e913dafcdb","","work-in-progress","","folder","TRUE","FALSE","Project QA","Phase 2"
"dbce7b16-a4e8-480c-b078-6bdd8fa4ae08","","pass","","folder","TRUE","FALSE","Project QA","Phase 2","Stage 1"
"d01395cc-efbf-4c80-83da-39c27181579a","","pass","Upper Roof","checklist","FALSE","FALSE","Project QA","Phase 2","Stage 1","Upper Roof"
"22518848-4a39-5590-90b7-c1a36b25d139","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Delap photos"
"b2caad2f-c53b-5fbb-a67e-2887e8b38f46","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Clean roof"
"aea9df17-783b-59cb-b79d-485d806c4ecb","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Remove existing cap flashings"
"85f5090c-af95-5d70-805b-a65fc0a24695","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Install screws to substrate"
"de76eb9a-684b-52a7-87b4-1a4f2f242021","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Install Trough Infill PIR"
"baaa0eec-32c8-54db-b133-1b574a8befad","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","New Vapour Barrier"
"8c4b3fa9-cd9c-54ae-8067-8bcdad2ff05f","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","New 40mm PIR"
"52bfd2ec-ba78-58cf-a03c-5a13af105f9d","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","New Fibretite Membrane"
"e256c887-9328-59b2-a175-d30fcc7cde09","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","New Fascias"
"ce3c2660-7014-5c85-ad22-cd65f662d9df","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Parapet flashing"
"4b7e1e77-8f21-58f7-be12-d34177fef36e","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Gutters and Down pipies"
"d3cf40a7-8942-48f2-b804-0956eadd1644","","pass","Lower Roof","checklist","FALSE","FALSE","Project QA","Phase 2","Stage 1","Lower Roof"
"8ead0f73-91ef-5e5c-b1b2-782afb0721cf","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Delap photos"
"a9d23f45-6dcf-554f-b9da-844eb7db5e2c","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Clean Roof"
"287bff10-57b6-5a0c-aca4-5c36f243d95a","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Remove existing cap flashings"
"448acd11-9ce3-5901-b132-7cc70d78fa96","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Install screws to substrate"
"6bb0b9bb-7fca-5b93-bbff-c6b1aff4f7e5","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Install Trough Infill PIR"
"c16e863e-4431-58bb-911c-44ae2cc4825f","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","New Vapour Barrier"
"b8a7e400-a45e-550d-b0b4-03434cfb154a","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","New 40mm PIR"
"56d8ffea-0541-5286-863b-015445f7c739","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","New Fibretite Membrane"
"7b0a5b15-8e12-5bb5-84ca-eb26382311f1","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","New Fascias"
"75fe2ca3-08dc-5f34-8f37-53135f03244d","","not-applicable","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Parapet flashing"
"0ecb5157-fd31-57cc-baf5-de7850b9a58d","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Gutters and Down pipies"
"2d5f0396-4969-484c-9db9-8b6ec42b168a","","pass","","folder","TRUE","FALSE","Project QA","Phase 2","Stage 1","Windows"
"2588767a-e85a-42c0-bd36-1125c45bfcd4","","pass","nAJ0 - Window","checklist","FALSE","FALSE","Project QA","Phase 2","Stage 1","Windows","nAJ01"
"ce4e7df8-33e7-4e91-b4ee-1ed8ee77c8e9","","pass","","checkpoint","FALSE","FALSE","Project QA","SP3a Block H/M Link Foyer","West wall","Install new jack framing"
"f90c53a5-44de-5d69-ad04-d722c45ad1fc","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","West wall","Reframe wall"
"9984e7d4-60af-52e1-91f3-6167d4bdc626","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","West wall","Install Structural fixings"
"64aafab7-76c1-566c-967a-6c95cc95c82c","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","West wall","HOLDPOINT Engineers Sign off"
"cdc9ecb5-1e99-5ff1-97dd-b26f79dab63c","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","West wall","Install RAB Board"
"c23aaea7-529a-5ccf-8b13-f3631c94f33a","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","West wall","Install Intello Wrap"
"1420b6a6-f541-441b-8420-8c3ab27138c2","","pass","","checkpoint","FALSE","FALSE","Project QA","SP3a Block H/M Link Foyer","West wall","Penetration flashing to wrap"
"d9ec9731-da08-52d8-bdff-62d8b2689f5e","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","West wall","0.9 BMT Aluminium Flashing"
"0fd59153-2555-51e0-8cc6-f161cb725ebd","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","West wall","Cavity closer installed"
"940d4663-66a5-5e16-8025-3dee78fd212e","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","West wall","Cavity Battens - 400cs"
"6ff0753f-89e2-56df-afc8-62fcd7ed69dd","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","West wall","9mm Fibre Cement cladding"
"56041a22-fcec-4e49-a4a8-19e52c208cc8","","pass","","checkpoint","FALSE","FALSE","Project QA","SP3a Block H/M Link Foyer","West wall","Vent cowls with head flashings"
"46006cfe-e2ee-584d-86de-1f5e28ffc3a6","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","West wall","Fascias with air vent."
"6e5caadb-f9f0-56b5-92be-d72d26e785b5","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","West wall","Painting cladding and fascias"
"088b3e7e-6abe-4dbf-8f4b-cd99e29079fc","","pass","","checkpoint","FALSE","FALSE","Project QA","SP3a Block H/M Link Foyer","West wall","Reinstate weatherboards after membrane "
"7bc81734-7001-4b09-a785-d0b4fb0e15dc","","pass","","checkpoint","FALSE","FALSE","Project QA","SP3a Block H/M Link Foyer","West wall","Install new Barge flashing to Block M"
"872180ed-65e3-41b6-8e11-6b6ee7224748","","pass","","checkpoint","FALSE","FALSE","Project QA","SP3a Block H/M Link Foyer","West wall","Install new welded cap and saddle flashings"
"1fe5af66-db3d-44ff-9c91-b87d7abba069","","pass","","checkpoint","FALSE","FALSE","Project QA","SP3a Block H/M Link Foyer","West wall","Install new Fiber cement cladding to high level wing wall"
"b07651fb-ba6e-498b-a6f8-eed1830af3d9","","pass","SP3a Block H/M Link Foyer - Lower Parapet Wall","checklist","FALSE","FALSE","Project QA","SP3a Block H/M Link Foyer","Lower Parapet Wall"
"144ade5f-1cff-5673-a640-4db3230ff323","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","Lower Parapet Wall","Install additional framing for sheet joins"
"3cc19cc3-d4aa-5e64-b3f1-ed0e7c006160","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","Lower Parapet Wall","Install RAB Board"
"5e563bce-43be-537e-8633-ba4e949e79a7","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","Lower Parapet Wall","Install Intello Wrap"
"04de9f2a-105b-5dda-b331-2b6f4d545785","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","Lower Parapet Wall","Cavity closer installed"
"968ffaa0-2d26-5853-92ad-5bb8c45aaa17","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","Lower Parapet Wall","Cavity Battens - 400cs"
"e60add31-cd0b-50ab-aaca-0a881dbe14d6","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","Lower Parapet Wall","9mm Fibre Cement cladding"
"7ab74a75-0a22-5d34-80b9-e83b3df23de9","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","Lower Parapet Wall","Fascias with air vent."
"1743fdd1-40d0-5abf-84ef-e6b798b5351f","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","Lower Parapet Wall","Painting cladding and fascias"
"e2ae2d97-9bb1-46f3-ad27-d0de91cb334a","","pass","SP3a South wall","checklist","FALSE","FALSE","Project QA","SP3a Block H/M Link Foyer","South wall"
"54e9aaba-1b51-5fa5-a30b-13d0e266b3fb","","pass","","section","FALSE","FALSE","Project QA","SP3a Block H/M Link Foyer","South wall","Details"
"c3a0b008-e225-58f4-bac5-fab6ca646529","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","South wall","Details","Install additional framing for sheet joins"
"90eee892-f852-58d8-a01f-5cb86ea48001","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","South wall","Details","Install RAB Board"
"2c81cdc4-6cf7-563f-ab22-02326d7b11bc","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","South wall","Details","Install Intello Wrap"
"aa0cf93d-0e7c-5b15-9815-0be57ccb0ad0","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","South wall","Details","Penetration flashing to wrap"
"e133d33a-ce94-52c6-a565-0f6137092aec","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","South wall","Details","0.9 BMT Aluminium Flashing"
"1bbe05c4-2f30-5cb5-8849-dcf2544a918b","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","South wall","Details","Cavity closer installed"
"f1d2bc9b-c1d9-52fd-ac17-f688d16fc441","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","South wall","Details","Cavity Battens - 600cs"
"676258e2-00b4-5f12-8f64-81ab1d32771c","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","South wall","Details","9mm Fibre Cement cladding"
"85a82349-1c93-585f-b1d8-631223831184","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","South wall","Details","Fascias with air vent."
"20c1c5bb-ce79-55fe-884d-865127cde5cb","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","South wall","Details","Painting cladding and fascias"
"720ea62b-eda5-4373-970e-49315056bff3","","pass","","folder","TRUE","FALSE","Project QA","SP3a Block H/M Link Foyer","Infills Panels"
"8c614312-8320-44a6-90ba-200f527d9c54","","pass","SP3a Infills Panels - 1","checklist","FALSE","FALSE","Project QA","SP3a Block H/M Link Foyer","Infills Panels","1"
"3c3474f9-0895-54f1-bd9b-d3a7089b3a6a","","pass","","section","FALSE","FALSE","Project QA","SP3a Block H/M Link Foyer","Infills Panels","1","Details"
"64b2b171-1af7-5edb-865c-ab9e35059765","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","Infills Panels","1","Details","Remove ACM"
"a3e34bd9-5a4d-53a4-ae55-51cb21cd0a3c","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","Infills Panels","1","Details","Install RWU"
"01758de6-53b8-55b3-8e0d-1b5e27aff963","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","Infills Panels","1","Details","Install Cavity Battens"
"88dc1de1-6c92-5ac3-b2a9-074db7f88654","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","Infills Panels","1","Details","Install Castellated batten"
"974a555b-38db-541e-b655-5f7a287293b0","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","Infills Panels","1","Details","Install new aluminium flashing panel"
"9bd4c617-4344-439f-9140-08f67638426e","","pass","SP3a Infills Panels - 2","checklist","FALSE","FALSE","Project QA","SP3a Block H/M Link Foyer","Infills Panels","2"
"478590ba-cf49-56db-b695-41c1ed598c3d","","pass","","section","FALSE","FALSE","Project QA","SP3a Block H/M Link Foyer","Infills Panels","2","Details"
"463c49a5-7b98-510a-a776-06910bf24cd0","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","Infills Panels","2","Details","Remove ACM"
"7bf6d088-08bd-5401-a18e-5a35600f7740","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","Infills Panels","2","Details","Install RWU"
"a5b9b915-1e9b-53ef-9675-4fa4d1771570","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","Infills Panels","2","Details","Install Cavity Battens"
"b027cab6-9b44-505e-b993-2ab24ed885d1","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","Infills Panels","2","Details","Install Castellated batten"
"17a13163-4319-5a5b-94f0-a296e518c82b","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","Infills Panels","2","Details","Install new aluminium flashing panel"
"01b7a387-1498-5f74-9052-fe0d92be2659","","not-applicable","","checkpoint","TRUE","TRUE","Project QA","SP3a Block H/M Link Foyer","Infills Panels","2","Details","Aluminium Soaker behind head flashing"
"c872269c-d1ef-4895-b661-7215f1277182","","work-in-progress","","folder","TRUE","FALSE","Project QA","SP3b Block I"
"2d264840-83ef-450b-a2ee-c3e68c4ad351","","work-in-progress","","folder","TRUE","FALSE","Project QA","SP3b Block I","Stage 1 Roof"
"bbf137d8-e52b-4a3a-89b8-7476c575045b","","work-in-progress","SP3b Block I","checklist","FALSE","FALSE","Project QA","SP3b Block I","Stage 1 Roof","Upper"
"31efa907-5c02-54c2-9a23-c0868baab883","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Upper","Remove ACM"
"6c7cab99-0b0d-5e29-8062-059538896fb2","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Upper","Clean Roof"
"33036db5-2d88-586f-b82d-b6aeec1faab4","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Upper","Screw Exisiting roofing iron"
"189e7cc2-fdff-5a54-ba2e-92f78cd4beff","","not-applicable","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Upper","Install parapet framing"
"16207607-4358-55fa-a90a-72dee93b9fec","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Upper","Install plywood to parapet"
"8c910ee2-5fa1-594c-b2d1-a6cb7e87a230","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Upper","Lay PIR Infills"
"4f140d3b-798c-5c4d-82b1-5bc32fd35492","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Upper","Install vapour barrier"
"de8ff4cd-2d2e-593f-a79d-a02239cdf698","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Upper","Install 80mm PIR"
"6553d174-ed53-5412-a4e8-0beca7d13a82","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Upper","60-80mm Taped PIR installed"
"6ad4a808-44f1-5ae7-bc44-d029ca67ba7b","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Upper","Drip edge flashing"
"0adb50a8-326c-5371-88ca-9ef4e6b2d661","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Upper","Fibretite membrane installed"
"0731f8de-6335-5ad2-82ba-f4398170dfb4","","not-applicable","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Upper","Install Membrane over parapet"
"3ba4a000-619f-5e07-a79d-e91e9b275f24","","not-started","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Upper","Lay new Torch on up parapet"
"e599b8cb-6d94-53e4-9113-32204df636c7","","not-applicable","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Upper","Parapet flashing installed"
"19a2e6a4-1e0e-516e-b886-e6e074161e3e","","work-in-progress","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Upper","Fascias installed"
"91cfab64-396b-5892-8edf-21fa30b7117f","","not-started","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Upper","Pressure bar to drip edge"
"e50abc1f-5949-5031-8231-49c8ad01b3df","","not-started","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Upper","Gutter and downpipes installed"
"4157fb8a-5fd6-4af9-a3bf-849a4410b0aa","","work-in-progress","SP3b Block I","checklist","FALSE","FALSE","Project QA","SP3b Block I","Stage 1 Roof","Lower"
"ecbf4912-5bba-51c7-8421-7d506416636d","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Lower","Remove ACM"
"6894ebdd-761c-56d8-9e1c-285a43de14ef","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Lower","Clean Roof"
"cd3551fe-bff5-5b7d-b152-21caa81027e4","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Lower","Screw Exisiting roofing iron"
"d6748ea2-423e-5b96-b653-a65cde5fdd5e","","not-applicable","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Lower","Install parapet framing"
"ea84c6bf-32d1-582d-8299-72704c9d70de","","not-applicable","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Lower","Install plywood to parapet"
"47dbff24-4bb8-5041-ade0-90ddff289e05","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Lower","Lay PIR Infills"
"066118b8-6845-54d9-8d65-13ffe7445079","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Lower","Install vapour barrier"
"68014566-a30b-59ec-8df8-945604194845","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Lower","Install 80mm PIR"
"8dd70f24-29c1-50e8-8057-e0db8a0b1309","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Lower","60-80mm Taped PIR installed"
"38724720-3e5f-56e8-b72b-2eca985a6a45","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Lower","Drip edge flashing"
"2cf3a305-8072-5643-8f6a-dbcb098c5e7b","","not-started","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Lower","Fibretite membrane installed"
"c139ffed-5cfb-54f5-bf24-70719c4b5752","","not-started","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Lower","Install Membrane over parapet"
"5085950c-7f77-5960-9bee-a0dc4ef2552b","","not-started","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Lower","Lay new Torch on up parapet"
"159d96d5-1c72-538d-8ace-d5c3caec8e1c","","not-started","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Lower","Parapet flashing installed"
"82ba3a49-2af5-5314-ab51-bcf5340cda34","","work-in-progress","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Lower","Fascias installed"
"765a5fd3-3e5c-5e49-9db9-758e8d92ef4c","","not-started","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Lower","Pressure bar to drip edge"
"42da6caf-c6a5-595b-b811-c365312c368c","","not-started","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Lower","Gutter and downpipes installed"
"2553ae49-9743-4318-9d51-a3d236cf0e41","","work-in-progress","","folder","TRUE","FALSE","Project QA","SP3b Block I","Stage 1 Roof","Windows"
"f7e585b9-fc5b-4e4a-a822-5a4fe54bf47e","","work-in-progress","SP3C Block H - Stage 3 - AJ010-AJ013","checklist","FALSE","FALSE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ001"
"a74900cb-58c9-57a4-90de-85377497dbf2","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ001","Remove existing window"
"be58a925-16d1-52e9-af5b-12191023505d","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ001","Re frame to new opening size"
"25ae152e-9f40-5a89-898e-b70a9d60abb4","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ001","Chamfered sill"
"f21bc748-105b-515e-955e-1bd659caa6ea","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ001","Dress Membrane onto window sill"
"d97b33cd-d2d4-51d6-8bb4-7ff30684e028","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ001","Install sill flashings"
"5440c03d-7fe2-5cf1-b863-2d72a6a49752","","not-started","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ001","Install window"
"0748dc1c-1ebf-506c-8b5e-06b0eff7d6ab","","not-started","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ001","Install Head flashing"
"74ae5e8a-b047-54aa-acb9-c8981bab2823","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ001","Air seal installed"
"d01072b5-d604-53b0-a714-a01a9ef16441","","not-started","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ001","Architraves"
"916fcaa3-8fd6-553e-89aa-c081e54db165","","not-started","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ001","Window winders installed"
"5a381523-dcb9-4a37-90df-102ff8112c7c","","work-in-progress","SP3C Block H - Stage 3 - AJ010-AJ013","checklist","FALSE","FALSE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ002"
"8e05a1e1-d77b-50cf-8bc1-e51bd796ccf9","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ002","Remove existing window"
"e01b7541-7f0c-5b81-8ba8-797f79e0367c","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ002","Re frame to new opening size"
"217a4b2a-18f3-58e8-8c54-0107614224e9","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ002","Chamfered sill"
"a049668c-2210-5831-9331-8bb355b15bcb","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ002","Dress Membrane onto window sill"
"191f5253-aecb-5486-81d2-0bce00499225","","not-started","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ002","Install sill flashings"
"8e778c21-4eb9-557d-80c0-4b20e2c96d41","","not-started","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ002","Install window"
"c752b89c-8232-5070-82d9-7b42b494c0aa","","not-started","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ002","Install Head flashing"
"cc7bd4d1-481a-5db9-9716-1fcc67d68191","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ002","Air seal installed"
"6124b34b-17cd-5782-a200-4f9910f8ea9c","","not-started","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ002","Architraves"
"f2cc448e-13a1-53e9-90c7-c28335e1e2ab","","not-started","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ002","Window winders installed"
"9b689fdc-80d2-4dca-9423-7101236b25a9","","work-in-progress","SP3C Block H - Stage 3 - AJ010-AJ013","checklist","FALSE","FALSE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ003"
"c7d5136d-61fb-5610-894e-2bdd0f91d519","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ003","Remove existing window"
"93154af5-8203-589e-8c1c-cf5d901df51d","","not-started","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ003","Re frame to new opening size"
"dbcb6a54-44de-52b4-8120-0028253cea06","","not-started","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ003","Chamfered sill"
"96457c4f-095c-5bef-8270-4cc4095b5e7d","","not-started","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ003","Dress Membrane onto window sill"
"cc48baee-a685-58cc-9990-32362eba0ac9","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ003","Install sill flashings"
"ab9a3ec8-c9f0-552b-ad9e-575706fa435c","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ003","Install window"
"7927171c-a3f6-5b02-9eb9-4fdfc6246ac8","","not-started","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ003","Install Head flashing"
"9255c552-aa96-5982-9e61-124509505b3d","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ003","Air seal installed"
"eb34cad7-ac7e-5473-bbf4-438d86779dee","","not-started","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ003","Architraves"
"e7cabe47-4d66-5bfc-b2a9-05b45c140c7e","","not-started","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ003","Window winders installed"
"21ba57cf-d186-431e-aec6-0c67baae5856","","work-in-progress","SP3C Block H - Stage 3 - AJ010-AJ013","checklist","FALSE","FALSE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ004"
"a8e9ecdd-7b32-5798-80c9-2f82d6a02796","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ004","Remove existing window"
"0b193b7a-8d69-5f63-812f-4a2fe47475bd","","pass","","checkpoint","TRUE","TRUE","Project QA","SP3b Block I","Stage 1 Roof","Windows","AJ004","Re frame to new opening size"
